gene,chr,start,end,splice_type,novel,WTC11_ENCFF041RNG_in_cov,WTC11_ENCFF041RNG_total_cov
ENSG00000162642.13,chr1,85249952,85252702,PAS,True,11,102
ENSG00000162642.13,chr1,85259357,85259677,TSS,True,18,102
ENSG00000242125.3,chr1,28506042,28506084,TSS,True,41,280
ENSG00000117308.14,chr1,23800711,23800816,TSS,False,12,100
ENSG00000162910.18,chr1,228108318,228108954,ES,False,74,108
ENSG00000162910.18,chr1,228108318,228109148,ES,False,12,101
ENSG00000162910.18,chr1,228108318,228109260,5AS,False,12,117
ENSG00000162910.18,chr1,228109021,228109260,5AS,False,39,137
ENSG00000162910.18,chr1,228109148,228109305,TSS,False,69,186
ENSG00000162910.18,chr1,228109260,228109347,TSS,True,126,186
ENSG00000117748.9,chr1,27914433,27914762,TSS,False,26,204
ENSG00000054282.15,chr1,243487783,243487878,TSS,False,93,185
ENSG00000054282.15,chr1,243490043,243490165,TSS,True,108,185
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,194,216
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,46,243
ENSG00000070831.15,chr1,22052670,22052742,TSS,True,76,342
ENSG00000137955.15,chr1,75790057,75791284,ES,False,375,424
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,88,481
ENSG00000117054.13,chr1,75724353,75724817,TSS,True,36,254
ENSG00000182004.12,chr1,203861955,203863662,5AS,False,67,108
ENSG00000182004.12,chr1,203861594,203861713,TSS,False,177,1150
ENSG00000116691.10,chr1,12019552,12022094,ES,False,20,106
ENSG00000116691.10,chr1,12029281,12029764,IR,False,92,110
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,47,165
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,130,176
ENSG00000143799.12,chr1,226379572,226379642,TSS,True,46,131
ENSG00000155366.16,chr1,112703806,112707077,ES,False,161,201
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,97,299
ENSG00000155366.16,chr1,112705099,112705170,TSS,True,233,299
ENSG00000168275.14,chr1,234373461,234373678,TSS,True,27,200
ENSG00000116560.10,chr1,35176379,35176474,PAS,True,86,103
ENSG00000116560.10,chr1,35187202,35187246,TSS,True,70,104
ENSG00000116560.10,chr1,35187972,35188081,TSS,False,79,104
ENSG00000162493.16,chr1,13614405,13615904,5AS,False,57,125
ENSG00000156171.14,chr1,111119959,111120531,5AS,True,13,124
ENSG00000156171.14,chr1,111140037,111140451,TSS,False,49,139
ENSG00000156171.14,chr1,111139500,111140035,TSS,True,94,139
ENSG00000117399.13,chr1,43358934,43359006,TSS,False,81,464
ENSG00000117399.13,chr1,43358981,43359396,TSS,True,408,461
ENSG00000117448.13,chr1,45551155,45561788,ES,False,492,604
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,193,653
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,483,653
ENSG00000203667.9,chr1,244835756,244842194,ES,False,26,257
ENSG00000189171.14,chr1,153627482,153627603,TSS,True,43,317
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,1123,8235
ENSG00000265241.6,chr1,145926883,145927017,3AS,False,68,609
ENSG00000175130.6,chr1,32335946,32336233,TSS,False,178,218
ENSG00000116455.13,chr1,111439088,111441389,PAS,True,30,179
ENSG00000132780.16,chr1,45606591,45613168,ES,False,52,164
ENSG00000132780.16,chr1,45583592,45584205,TSS,True,100,258
ENSG00000132780.16,chr1,45607335,45608337,TSS,True,206,254
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,772,1208
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,502,1274
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,844,1274
ENSG00000084072.16,chr1,39738835,39738931,TSS,True,20,184
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,40,234
ENSG00000117519.15,chr1,94926837,94927181,TSS,True,14,105
ENSG00000169504.14,chr1,24745325,24745625,TSS,True,39,149
ENSG00000127125.8,chr1,42456628,42457246,5AS,False,26,133
ENSG00000127125.8,chr1,42456536,42457073,TSS,True,42,145
ENSG00000127125.8,chr1,42456530,42456628,TSS,False,119,145
ENSG00000162385.10,chr1,53228954,53235576,ES,False,59,392
ENSG00000162385.10,chr1,53238360,53238527,TSS,True,74,471
ENSG00000142937.11,chr1,44775522,44775600,TSS,True,389,3275
ENSG00000117523.16,chr1,171512200,171513000,3AS,False,19,101
ENSG00000117523.16,chr1,171514630,171515733,5AS,False,25,108
ENSG00000117523.16,chr1,171485473,171485735,TSS,True,17,117
ENSG00000117523.16,chr1,171532342,171532830,PAS,True,12,110
ENSG00000121766.15,chr1,31310164,31319108,ES,False,195,225
ENSG00000121766.15,chr1,31319166,31338956,ES,False,24,226
ENSG00000121766.15,chr1,31296964,31297075,TSS,False,39,256
ENSG00000117394.21,chr1,42958633,42958934,TSS,True,79,191
ENSG00000117394.21,chr1,42929209,42929320,TSS,True,125,188
ENSG00000116791.13,chr1,74706994,74710097,ES,False,23,187
ENSG00000198492.15,chr1,28736478,28737147,TSS,True,19,103
ENSG00000134697.12,chr1,37595758,37595983,TSS,True,26,118
ENSG00000134697.12,chr1,37568850,37570413,TSS,True,99,115
ENSG00000065978.18,chr1,42682425,42682731,TSS,True,343,389
ENSG00000065978.18,chr1,42695254,42696944,TSS,True,259,389
ENSG00000065978.18,chr1,42697187,42697262,TSS,True,304,389
ENSG00000065978.18,chr1,42700997,42701046,TSS,True,330,388
ENSG00000143256.4,chr1,161117951,161118057,TSS,True,113,747
ENSG00000143256.4,chr1,161102286,161102377,TSS,True,656,747
ENSG00000125944.19,chr1,23338608,23344210,ES,False,184,328
ENSG00000125944.19,chr1,23341017,23344210,3AS,False,77,144
ENSG00000125944.19,chr1,23344210,23344650,TSS,True,92,421
ENSG00000131236.16,chr1,40040783,40059336,5AS,False,53,130
ENSG00000131236.16,chr1,40040801,40059336,3AS,False,74,103
ENSG00000131236.16,chr1,40059458,40060069,3AS,False,21,199
ENSG00000131236.16,chr1,40040240,40040801,TSS,True,268,373
ENSG00000131236.16,chr1,40040243,40040783,TSS,True,300,373
ENSG00000131236.16,chr1,40060075,40060170,TSS,True,245,373
ENSG00000092621.12,chr1,119711850,119712160,TSS,True,671,1765
ENSG00000092621.12,chr1,119721166,119721321,TSS,True,1174,1765
ENSG00000180198.16,chr1,28529939,28531802,ES,False,132,151
ENSG00000180198.16,chr1,28505990,28506084,TSS,True,161,198
ENSG00000180198.16,chr1,28518216,28518308,TSS,True,64,184
ENSG00000180198.16,chr1,28537831,28539198,PAS,True,18,171
ENSG00000079739.16,chr1,63593240,63593734,TSS,True,13,119
ENSG00000132485.13,chr1,71065137,71066775,ES,False,62,134
ENSG00000132485.13,chr1,71069362,71070826,IR,True,142,167
ENSG00000132485.13,chr1,71063290,71065137,PAS,True,40,177
ENSG00000132485.13,chr1,71063290,71070996,PAS,True,155,176
ENSG00000132485.13,chr1,71080939,71081062,TSS,True,27,189
ENSG00000120948.17,chr1,11012634,11012743,TSS,True,178,470
ENSG00000120948.17,chr1,11022123,11025492,PAS,True,62,303
ENSG00000143545.8,chr1,153986112,153986377,TSS,True,83,466
ENSG00000134186.11,chr1,108692296,108692867,TSS,True,44,114
ENSG00000116857.16,chr1,201154444,201154501,TSS,True,72,170
ENSG00000116857.16,chr1,201153857,201154439,TSS,True,137,170
ENSG00000177954.12,chr1,153990761,153990802,TSS,False,32,104
ENSG00000177954.12,chr1,153990761,153991034,TSS,False,81,104
ENSG00000143570.17,chr1,153963494,153963554,TSS,True,63,289
ENSG00000143570.17,chr1,153962528,153962754,TSS,True,239,289
ENSG00000159352.15,chr1,151254726,151254808,TSS,True,76,535
ENSG00000215845.10,chr1,161038075,161038879,ES,False,87,335
ENSG00000031698.12,chr1,109213843,109214128,TSS,True,149,512
ENSG00000031698.12,chr1,109230875,109231021,TSS,True,431,506
ENSG00000117395.12,chr1,43166919,43167159,5AS,True,106,118
ENSG00000117395.12,chr1,43172052,43172561,TSS,True,18,121
ENSG00000116679.15,chr1,185316952,185317392,TSS,True,22,131
ENSG00000164182.10,chr5,60945153,60945382,TSS,True,35,281
ENSG00000164346.9,chr5,74767240,74767363,TSS,True,18,156
ENSG00000113013.13,chr5,138575237,138575684,TSS,True,55,307
ENSG00000171421.12,chr5,1799770,1799839,TSS,True,75,116
ENSG00000171421.12,chr5,1799791,1799871,TSS,True,79,116
ENSG00000113140.10,chr5,151686864,151687036,TSS,True,38,301
ENSG00000164611.12,chr5,160421786,160421891,TSS,True,108,990
ENSG00000133835.15,chr5,119452434,119452633,TSS,True,21,110
ENSG00000170445.13,chr5,140678015,140679061,5AS,False,17,119
PB_novel_213403,chr5,12660807,12667735,ES,True,533,622
ENSG00000146007.10,chr5,140700442,140700478,TSS,True,20,143
ENSG00000038274.16,chr5,163505565,163505749,TSS,True,118,184
ENSG00000038274.16,chr5,163503225,163503424,TSS,True,73,185
ENSG00000172062.16,chr5,70925045,70925184,TSS,True,128,448
ENSG00000188725.7,chr5,61162216,61162474,TSS,True,30,189
ENSG00000213585.10,chr5,133993015,134004646,3AS,False,51,219
ENSG00000213585.10,chr5,134004646,134004776,TSS,True,39,258
ENSG00000120705.12,chr5,138543096,138543256,TSS,True,30,141
ENSG00000120705.12,chr5,138542832,138543102,TSS,True,122,141
ENSG00000131732.11,chr5,81301670,81304740,5AS,False,53,121
ENSG00000131732.11,chr5,81301582,81301670,TSS,True,89,154
ENSG00000131732.11,chr5,81301613,81301698,TSS,True,83,154
ENSG00000048162.20,chr5,176384283,176385220,3AS,False,54,291
ENSG00000048162.20,chr5,176383935,176384374,PAS,True,77,302
ENSG00000048162.20,chr5,176383940,176384283,PAS,True,252,306
ENSG00000172058.15,chr5,70900668,70900876,TSS,True,44,314
ENSG00000131459.12,chr5,180353210,180353374,TSS,True,76,100
ENSG00000123219.12,chr5,65554898,65561462,3AS,False,17,129
ENSG00000123219.12,chr5,65554946,65561496,5AS,False,47,157
ENSG00000197451.11,chr5,178209447,178210552,ES,False,45,224
ENSG00000197451.11,chr5,178209417,178209447,TSS,True,246,465
ENSG00000113328.18,chr5,163437664,163437764,IR,False,145,367
ENSG00000113328.18,chr5,163437578,163437804,TSS,True,165,383
ENSG00000113328.18,chr5,163437594,163437664,TSS,True,238,383
ENSG00000145907.14,chr5,151772036,151786602,3AS,False,110,309
ENSG00000145907.14,chr5,151771913,151772036,TSS,True,82,391
ENSG00000153006.15,chr5,64754362,64768504,ES,False,114,129
ENSG00000153006.15,chr5,64718147,64724573,PAS,False,26,141
ENSG00000153006.15,chr5,64728108,64728179,PAS,True,123,140
ENSG00000037241.7,chr5,172959423,172959468,TSS,False,30,204
ENSG00000164615.4,chr5,134738792,134750758,ES,True,27,238
ENSG00000164615.4,chr5,134738497,134738792,TSS,True,38,277
ENSG00000164615.4,chr5,134741061,134741523,TSS,True,245,277
ENSG00000145916.18,chr5,178130515,178131054,TSS,True,30,117
ENSG00000198865.9,chr5,42756786,42756885,TSS,True,27,136
ENSG00000198865.9,chr5,42759116,42759208,TSS,True,113,136
ENSG00000120727.12,chr5,139341823,139341980,TSS,True,355,1497
ENSG00000120727.12,chr5,139363761,139363922,TSS,True,1163,1497
ENSG00000145736.14,chr5,71062796,71067654,5AS,False,39,116
ENSG00000145736.14,chr5,71034961,71035796,PAS,True,69,159
ENSG00000145736.14,chr5,71052915,71055457,PAS,True,94,159
ENSG00000145736.14,chr5,71067654,71067732,TSS,True,92,159
ENSG00000145736.14,chr5,71067493,71067693,TSS,True,79,159
ENSG00000113712.17,chr5,149496860,149505482,5AS,False,90,128
ENSG00000113712.17,chr5,149550841,149551878,TSS,True,14,137
ENSG00000086189.9,chr5,62403693,62403938,TSS,True,44,164
ENSG00000164405.10,chr5,132866585,132866687,TSS,True,103,753
ENSG00000153015.15,chr5,65018158,65020537,PAS,True,34,290
ENSG00000113141.17,chr5,140647797,140647924,TSS,True,36,196
ENSG00000113141.17,chr5,140659003,140659164,TSS,False,169,194
ENSG00000131508.15,chr5,139561261,139561815,TSS,True,118,137
ENSG00000164265.8,chr5,147870696,147871679,TSS,False,218,253
ENSG00000164265.8,chr5,147871136,147872321,TSS,False,165,253
ENSG00000164265.8,chr5,147870500,147870754,TSS,False,207,253
ENSG00000237190.3,chr5,134402086,134402926,PAS,False,13,105
ENSG00000237190.3,chr5,134411615,134411912,TSS,True,11,107
ENSG00000249915.7,chr5,306754,311292,5AS,False,25,164
ENSG00000249915.7,chr5,271623,271821,TSS,True,82,196
ENSG00000249915.7,chr5,272708,272772,TSS,False,136,196
ENSG00000113552.15,chr5,142012994,142013053,TSS,False,23,200
ENSG00000145592.13,chr5,40835182,40835284,TSS,False,690,4787
ENSG00000145592.13,chr5,40834470,40835213,TSS,True,4157,4786
ENSG00000145781.8,chr5,116084932,116085093,TSS,True,36,321
ENSG00000145741.15,chr5,73498425,73498558,TSS,True,430,4013
ENSG00000213523.10,chr5,140557272,140557427,IR,False,158,199
ENSG00000213523.10,chr5,140557427,140557472,TSS,True,45,203
ENSG00000213523.10,chr5,140557146,140557456,TSS,True,162,203
ENSG00000112972.14,chr5,43313355,43313488,TSS,True,60,116
ENSG00000113312.10,chr5,160009190,160010499,5AS,False,41,332
ENSG00000113312.10,chr5,160009107,160009193,TSS,True,79,371
ENSG00000113312.10,chr5,160009107,160009190,TSS,False,330,371
ENSG00000273841.4,chr5,69369462,69369623,TSS,False,64,456
ENSG00000164904.17,chr5,126595006,126595334,TSS,True,69,447
ENSG00000062194.15,chr5,57173808,57173926,TSS,True,62,105
ENSG00000062194.15,chr5,57173856,57174211,TSS,True,67,105
ENSG00000170584.10,chr5,163457610,163459861,5AS,True,244,293
ENSG00000170584.10,chr5,163459861,163460386,TSS,True,53,304
ENSG00000170606.14,chr5,133051928,133052357,TSS,True,68,172
ENSG00000170606.14,chr5,133097161,133097286,TSS,True,134,171
ENSG00000073578.16,chr5,218010,218418,TSS,True,82,331
ENSG00000073578.16,chr5,227460,228333,TSS,True,265,331
ENSG00000183258.11,chr5,177516918,177517733,TSS,True,22,120
ENSG00000153037.14,chr5,112864732,112867403,3AS,False,181,208
ENSG00000153037.14,chr5,112867403,112867908,PAS,True,29,211
ENSG00000153037.14,chr5,112867371,112867907,PAS,True,184,211
ENSG00000169045.17,chr5,179614959,179616125,ES,False,12,115
ENSG00000169045.17,chr5,179623594,179623711,TSS,True,104,138
ENSG00000169045.17,chr5,179623635,179623882,TSS,True,87,138
ENSG00000164587.12,chr5,150447735,150449491,5AS,True,151,579
ENSG00000164587.12,chr5,150449702,150449742,TSS,False,1354,9153
ENSG00000205572.9,chr5,70025261,70025458,TSS,True,42,289
ENSG00000085231.13,chr5,69369462,69369542,TSS,True,19,107
ENSG00000085231.13,chr5,69369656,69370021,TSS,False,93,107
ENSG00000134986.13,chr5,111735507,111757135,ES,False,46,367
ENSG00000127022.14,chr5,179698902,179699102,TSS,True,136,237
ENSG00000127022.14,chr5,179728590,179731653,PAS,True,18,138
ENSG00000015479.18,chr5,139293607,139293805,TSS,True,60,110
ENSG00000015479.18,chr5,139293749,139294028,TSS,True,85,110
ENSG00000015479.18,chr5,139325563,139325662,TSS,True,89,100
ENSG00000113643.8,chr5,168486440,168486543,TSS,True,35,296
ENSG00000169228.13,chr5,177302178,177302396,IR,False,75,117
ENSG00000169228.13,chr5,177303320,177303406,IR,False,35,113
ENSG00000169228.13,chr5,177303171,177303730,TSS,True,57,132
ENSG00000169228.13,chr5,177302127,177302375,TSS,True,118,132
ENSG00000169228.13,chr5,177303406,177303722,TSS,True,97,132
ENSG00000205571.13,chr5,70070751,70077018,ES,False,182,312
ENSG00000214736.7,chr6,41789336,41789567,3AS,False,214,333
ENSG00000214736.7,chr6,41789530,41789893,PAS,True,216,341
ENSG00000214736.7,chr6,41789567,41789894,PAS,False,125,341
ENSG00000057663.15,chr6,106293106,106316100,ES,False,21,116
ENSG00000057663.15,chr6,106325525,106325822,TSS,True,19,119
ENSG00000057663.15,chr6,106325275,106325436,TSS,False,104,119
ENSG00000204531.17,chr6,31166041,31170211,3AS,True,94,267
ENSG00000204531.17,chr6,31170215,31170695,TSS,True,768,6285
ENSG00000137210.13,chr6,10756466,10757475,PAS,True,60,506
ENSG00000137309.19,chr6,34240882,34242711,5AS,False,75,380
ENSG00000137309.19,chr6,34236837,34236963,TSS,False,116,493
ENSG00000146223.14,chr6,42879951,42883450,ES,False,72,296
ENSG00000146223.14,chr6,42879602,42879951,TSS,True,41,361
ENSG00000146223.14,chr6,42886255,42889889,PAS,False,40,351
ENSG00000204387.13,chr6,31835451,31837235,ES,False,196,290
ENSG00000204387.13,chr6,31834913,31835200,TSS,True,42,305
ENSG00000132424.15,chr6,99414686,99416348,3AS,True,33,217
ENSG00000132424.15,chr6,99414690,99425214,ES,False,27,204
ENSG00000132424.15,chr6,99398049,99400311,PAS,False,231,269
ENSG00000132424.15,chr6,99398049,99401630,PAS,True,196,264
ENSG00000132424.15,chr6,99408137,99408271,PAS,False,104,257
ENSG00000132424.15,chr6,99425214,99425976,TSS,True,53,295
ENSG00000120437.8,chr6,159761985,159762142,TSS,False,100,413
ENSG00000120437.8,chr6,159775012,159775313,TSS,True,361,407
ENSG00000135521.8,chr6,143843304,143843480,TSS,False,23,205
ENSG00000234745.10,chr6,31357085,31357218,TSS,True,28,228
ENSG00000204220.11,chr6,33289588,33289628,TSS,True,172,195
ENSG00000204220.11,chr6,33289627,33289920,TSS,True,70,194
ENSG00000204220.11,chr6,33289577,33289620,TSS,True,164,195
ENSG00000111832.12,chr6,116571655,116580294,ES,False,107,119
ENSG00000112312.9,chr6,24775112,24777221,5AS,False,311,642
ENSG00000112312.9,chr6,24774927,24775244,TSS,True,388,721
ENSG00000112312.9,chr6,24774923,24775112,TSS,True,407,721
ENSG00000112759.17,chr6,44223641,44227262,3AS,True,162,193
ENSG00000093144.18,chr6,127314896,127327001,ES,False,61,171
ENSG00000093144.18,chr6,127343335,127344300,TSS,False,49,199
ENSG00000093144.18,chr6,127330808,127331031,TSS,True,177,199
ENSG00000124532.14,chr6,24423583,24426185,PAS,True,26,163
ENSG00000124532.14,chr6,24422936,24423478,PAS,True,141,163
ENSG00000120265.17,chr6,149802369,149810615,5AS,False,318,459
ENSG00000120265.17,chr6,149810615,149812368,PAS,True,273,733
ENSG00000120265.17,chr6,149802199,149803052,PAS,True,448,714
ENSG00000096384.19,chr6,44247057,44247195,TSS,False,610,2659
ENSG00000096384.19,chr6,44248639,44250154,TSS,True,2383,2649
ENSG00000124802.11,chr6,8079023,8080030,PAS,False,103,746
ENSG00000124802.11,chr6,8079604,8090281,PAS,True,667,746
ENSG00000111906.17,chr6,125292909,125300537,ES,False,154,344
ENSG00000241370.5,chr6,30345228,30345297,IR,False,173,202
ENSG00000241370.5,chr6,30345398,30345490,IR,False,180,202
ENSG00000241370.5,chr6,30345136,30345228,TSS,True,36,212
ENSG00000241370.5,chr6,30345200,30345398,TSS,True,183,212
ENSG00000124614.15,chr6,34426031,34426132,TSS,True,625,4423
ENSG00000012660.13,chr6,53348816,53349169,TSS,True,47,238
ENSG00000112514.15,chr6,33417695,33417868,IR,False,162,343
ENSG00000112514.15,chr6,33418086,33418358,TSS,False,591,806
ENSG00000112514.15,chr6,33417958,33418113,TSS,True,628,806
ENSG00000112514.15,chr6,33417480,33418153,TSS,True,622,806
ENSG00000112514.15,chr6,33417868,33418103,TSS,False,644,806
ENSG00000196591.11,chr6,113970856,113971501,TSS,True,174,1077
ENSG00000196591.11,chr6,113948978,113949077,TSS,True,928,1066
ENSG00000146215.13,chr6,43308409,43308749,IR,True,83,108
ENSG00000146215.13,chr6,43308749,43308882,TSS,False,25,108
ENSG00000146215.13,chr6,43308314,43308850,TSS,True,86,108
ENSG00000198563.13,chr6,31540534,31541949,3AS,False,555,1065
ENSG00000198563.13,chr6,31541949,31542461,TSS,True,125,1198
ENSG00000124596.16,chr6,41071675,41072334,5AS,False,13,111
ENSG00000124596.16,chr6,41072235,41072544,TSS,True,82,119
ENSG00000124596.16,chr6,41072318,41072616,TSS,True,58,119
ENSG00000124596.16,chr6,41072334,41072511,TSS,True,106,119
ENSG00000130349.9,chr6,107028195,107028271,TSS,False,28,139
ENSG00000124733.4,chr6,43013897,43013924,TSS,False,89,469
ENSG00000124733.4,chr6,43013114,43013390,TSS,True,410,469
ENSG00000213722.8,chr6,31728864,31730245,TSS,True,298,371
ENSG00000213722.8,chr6,31730050,31730268,TSS,True,91,371
ENSG00000155115.6,chr6,110958826,110959171,5AS,True,377,456
ENSG00000155115.6,chr6,110958505,110958826,TSS,False,121,512
ENSG00000155115.6,chr6,110958698,110958829,TSS,True,431,512
ENSG00000198755.10,chr6,35469285,35469380,IR,False,73,238
ENSG00000124588.19,chr6,3012674,3016883,ES,False,50,247
ENSG00000118418.14,chr6,79201726,79202275,IR,True,304,341
ENSG00000118418.14,chr6,79201726,79202316,5AS,False,706,1021
ENSG00000066379.14,chr6,30061389,30061514,5AS,False,33,102
ENSG00000066379.14,chr6,30061398,30061514,IR,False,66,122
ENSG00000066379.14,chr6,30061238,30061669,TSS,True,108,163
ENSG00000066379.14,chr6,30061271,30061398,TSS,True,97,163
ENSG00000066379.14,chr6,30061238,30061389,TSS,True,130,163
ENSG00000092820.17,chr6,158819316,158819418,TSS,True,132,254
ENSG00000092820.17,chr6,158769783,158769888,TSS,True,188,238
ENSG00000092820.17,chr6,158769325,158769406,TSS,True,198,238
ENSG00000204590.12,chr6,30556130,30557243,TSS,False,64,176
ENSG00000204590.12,chr6,30555054,30555501,TSS,True,137,176
ENSG00000111845.4,chr6,10695069,10697323,3AS,True,104,139
ENSG00000111845.4,chr6,10694652,10695069,TSS,False,29,179
ENSG00000225921.6,chr6,13614763,13615624,TSS,True,18,140
ENSG00000204568.11,chr6,30617797,30617943,TSS,True,37,344
ENSG00000280707.2,chr6,167228397,167231859,ES,True,202,229
ENSG00000280707.2,chr6,167231957,167237240,ES,True,69,147
ENSG00000280707.2,chr6,167247067,167252783,PAS,True,224,256
ENSG00000280707.2,chr6,167237240,167237519,PAS,False,102,256
ENSG00000280707.2,chr6,167245786,167247463,PAS,True,228,256
ENSG00000137312.14,chr6,30742526,30742825,TSS,True,40,127
ENSG00000137312.14,chr6,30742466,30742526,TSS,False,113,127
PB_novel_16462,chr6,89721153,89721432,TSS,True,68,102
ENSG00000204392.10,chr6,31806754,31806986,TSS,True,37,293
ENSG00000112110.9,chr6,159789817,159790060,TSS,True,374,459
ENSG00000112110.9,chr6,159790453,159790639,TSS,False,164,459
ENSG00000204525.16,chr6,31269525,31269965,3AS,False,424,483
ENSG00000204525.16,chr6,31271998,31272133,TSS,False,64,517
ENSG00000152661.8,chr6,121435636,121435832,TSS,True,83,113
ENSG00000272398.5,chr6,106974577,106974732,TSS,True,208,1918
ENSG00000146109.4,chr6,26596956,26597223,TSS,False,20,150
ENSG00000137331.11,chr6,30744308,30744550,TSS,True,11,107
ENSG00000001036.13,chr6,143511410,143511752,TSS,False,23,137
ENSG00000203875.11,chr6,85678135,85678736,TSS,True,842,1439
ENSG00000203875.11,chr6,85678693,85678737,TSS,True,674,1439
ENSG00000112237.12,chr6,99539880,99543609,PAS,True,42,327
ENSG00000112237.12,chr6,99542386,99544273,PAS,True,291,327
ENSG00000145979.17,chr6,13321095,13326786,ES,False,39,167
ENSG00000145979.17,chr6,13326906,13328455,5AS,False,103,134
ENSG00000145979.17,chr6,13326906,13328455,3AS,False,103,119
ENSG00000145979.17,chr6,13328295,13328560,TSS,True,147,169
ENSG00000145979.17,chr6,13328455,13328577,TSS,True,50,169
ENSG00000145979.17,chr6,13328315,13328555,TSS,False,150,169
ENSG00000064995.17,chr6,34877555,34878720,PAS,True,27,118
ENSG00000064995.17,chr6,34887786,34888052,TSS,True,26,118
ENSG00000137285.9,chr6,3227486,3227655,TSS,False,139,314
ENSG00000204356.13,chr6,31958891,31959055,TSS,False,98,397
ENSG00000204356.13,chr6,31954554,31954663,TSS,True,318,397
ENSG00000124783.13,chr6,7313041,7313316,TSS,True,16,154
ENSG00000198721.12,chr6,4133701,4135510,3AS,False,128,325
ENSG00000146386.7,chr6,139028682,139028875,TSS,True,31,298
ENSG00000137267.5,chr6,3157406,3157547,TSS,False,30,170
ENSG00000276256.1,chrUn_GL000195v1,42528,44923,PAS,False,19,123
ENSG00000276256.1,chrUn_GL000195v1,43018,46801,PAS,True,107,123
ENSG00000005194.14,chr16,57439295,57440771,3AS,False,40,225
ENSG00000007392.16,chr16,189339,189967,5AS,False,112,144
ENSG00000007392.16,chr16,208188,220648,ES,False,114,138
ENSG00000007392.16,chr16,227336,229278,ES,False,107,139
ENSG00000086504.16,chr16,370225,370498,5AS,False,123,173
ENSG00000086504.16,chr16,370498,370549,TSS,False,362,485
ENSG00000086504.16,chr16,369930,370228,TSS,True,356,484
ENSG00000086504.16,chr16,370443,370530,TSS,True,382,485
ENSG00000086504.16,chr16,370484,370508,TSS,True,434,485
ENSG00000069345.11,chr16,46973494,46973701,TSS,True,83,197
ENSG00000069345.11,chr16,46971348,46973671,TSS,True,149,197
ENSG00000095906.16,chr16,1786655,1787676,ES,False,69,160
ENSG00000095906.16,chr16,1782934,1783036,TSS,False,28,189
ENSG00000167397.14,chr16,31091342,31094556,ES,False,65,333
ENSG00000102898.11,chr16,67846891,67846985,TSS,True,28,192
ENSG00000198931.10,chr16,88809706,88810069,3AS,False,78,509
ENSG00000198931.10,chr16,88809466,88809840,PAS,True,88,520
ENSG00000198931.10,chr16,88809468,88809706,PAS,True,442,520
ENSG00000089280.18,chr16,31182664,31183860,3AS,False,211,652
ENSG00000089280.18,chr16,31180132,31180227,TSS,True,427,1070
ENSG00000089280.18,chr16,31184936,31185179,TSS,False,916,1067
ENSG00000089280.18,chr16,31191053,31191110,TSS,True,928,1052
ENSG00000140983.13,chr16,668079,668236,TSS,True,33,114
ENSG00000125166.12,chr16,58734139,58734375,TSS,True,88,352
ENSG00000205629.11,chr16,25140247,25164597,ES,False,38,223
ENSG00000149932.16,chr16,29962132,29963109,3AS,False,125,183
ENSG00000149932.16,chr16,29962010,29962132,TSS,True,73,256
ENSG00000149932.16,chr16,29962117,29963308,TSS,True,191,256
ENSG00000185324.21,chr16,89686759,89689251,5AS,False,53,114
ENSG00000185324.21,chr16,89693326,89693397,IR,False,110,124
ENSG00000185324.21,chr16,89685999,89686759,TSS,True,86,143
ENSG00000185324.21,chr16,89686658,89686797,TSS,True,71,143
ENSG00000103550.13,chr16,19706346,19707221,PAS,True,25,171
ENSG00000103550.13,chr16,19714214,19715037,PAS,False,133,157
ENSG00000103550.13,chr16,19718157,19718226,TSS,True,28,179
ENSG00000182149.20,chr16,71922680,71924768,ES,False,22,217
ENSG00000102900.12,chr16,56730074,56730211,TSS,True,24,140
ENSG00000103145.10,chr16,3023361,3023846,ES,False,70,173
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,746,3723
ENSG00000134419.15,chr16,18788980,18790334,TSS,True,3332,3723
ENSG00000159593.14,chr16,66830846,66831002,TSS,True,55,506
ENSG00000167515.10,chr16,88859972,88860913,3AS,False,161,242
ENSG00000167515.10,chr16,88860910,88862678,PAS,True,165,243
ENSG00000167515.10,chr16,88860913,88862686,PAS,True,84,243
ENSG00000103485.17,chr16,29678959,29679210,TSS,True,48,266
ENSG00000166851.14,chr16,23678847,23679340,TSS,True,44,183
ENSG00000206053.12,chr16,1678276,1678356,TSS,True,26,116
ENSG00000149925.18,chr16,30064052,30064248,TSS,True,2525,3104
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,1332,3104
ENSG00000261740.6,chr16,29446922,29454015,3AS,False,56,134
ENSG00000189067.12,chr16,11556510,11556736,TSS,True,155,175
ENSG00000189067.12,chr16,11587150,11587291,TSS,True,157,175
