gene,chr,start,end,splice_type,novel,HCT116_ENCFF400LRT_in_cov,HCT116_ENCFF400LRT_total_cov
ENSG00000153310.19,chr8,129939607,129939904,TSS,True,150,334
ENSG00000153310.19,chr8,130016369,130016704,TSS,True,237,337
ENSG00000121022.13,chr8,67061853,67062151,TSS,True,21,105
ENSG00000120963.11,chr8,101201743,101205434,5AS,True,135,155
ENSG00000120963.11,chr8,101205434,101205718,TSS,True,40,187
ENSG00000120963.11,chr8,101202332,101205699,TSS,True,168,187
ENSG00000179950.13,chr8,143818534,143821596,ES,False,334,686
ENSG00000179950.13,chr8,143821913,143829279,ES,False,141,632
ENSG00000179950.13,chr8,143824396,143829279,3AS,False,80,491
ENSG00000179950.13,chr8,143829279,143829376,TSS,True,156,788
ENSG00000147687.18,chr8,124488501,124488696,PAS,True,32,108
ENSG00000147687.18,chr8,124504150,124504347,PAS,True,95,107
ENSG00000147687.18,chr8,124539024,124539097,TSS,True,53,126
ENSG00000154328.15,chr8,11769791,11771445,5AS,False,84,113
ENSG00000154328.15,chr8,11769791,11779597,ES,False,17,116
ENSG00000154328.15,chr8,11771585,11779597,5AS,True,105,130
ENSG00000154328.15,chr8,11769633,11769791,TSS,False,60,178
ENSG00000154328.15,chr8,11769708,11770335,TSS,True,140,178
ENSG00000160932.10,chr8,143018586,143020887,3AS,False,34,143
ENSG00000160932.10,chr8,143018463,143018586,TSS,True,40,184
ENSG00000164924.17,chr8,100951928,100952852,TSS,True,545,2322
ENSG00000164924.17,chr8,100953268,100953476,TSS,True,2078,2322
ENSG00000176853.15,chr8,123768417,123768774,TSS,True,46,207
ENSG00000168672.3,chr8,126553503,126556264,IR,False,64,113
ENSG00000168672.3,chr8,126552483,126553503,PAS,False,97,161
ENSG00000168672.3,chr8,126552538,126557485,PAS,True,65,113
ENSG00000168672.3,chr8,126558033,126558478,TSS,False,60,161
ENSG00000104518.10,chr8,143559969,143560602,IR,False,117,145
ENSG00000104518.10,chr8,143560771,143561001,IR,False,132,152
ENSG00000104518.10,chr8,143561104,143561369,IR,False,133,156
ENSG00000104518.10,chr8,143558294,143558451,TSS,True,37,163
ENSG00000104518.10,chr8,143558338,143559552,TSS,True,145,163
ENSG00000008988.9,chr8,56074380,56074668,TSS,True,244,1302
ENSG00000008988.9,chr8,56074059,56074334,TSS,True,1102,1302
ENSG00000147684.8,chr8,124539101,124539287,TSS,True,230,387
ENSG00000132294.14,chr8,131968376,131970475,5AS,True,49,163
ENSG00000132294.14,chr8,131904055,131904322,TSS,True,26,179
ENSG00000132294.14,chr8,132010789,132013631,PAS,True,33,177
ENSG00000132294.14,chr8,131979345,131979455,PAS,True,148,174
ENSG00000104388.14,chr8,60620673,60623626,PAS,True,27,156
ENSG00000147813.15,chr8,143574900,143574985,IR,False,425,547
ENSG00000147813.15,chr8,143574900,143575422,3AS,True,13,103
ENSG00000147813.15,chr8,143575093,143575190,IR,False,387,535
ENSG00000147813.15,chr8,143576162,143576431,IR,False,489,557
ENSG00000147813.15,chr8,143576842,143577061,IR,False,451,544
ENSG00000147813.15,chr8,143577943,143578092,IR,False,441,523
ENSG00000147813.15,chr8,143574779,143574900,PAS,True,122,565
ENSG00000147813.15,chr8,143574783,143575345,PAS,True,494,560
ENSG00000147813.15,chr8,143578092,143578621,TSS,True,124,565
ENSG00000147813.15,chr8,143577815,143578644,TSS,True,488,565
ENSG00000147416.10,chr8,20197363,20197542,TSS,True,28,158
ENSG00000129691.15,chr8,38105516,38105738,TSS,True,13,112
ENSG00000164919.10,chr8,99891907,99892054,TSS,True,179,205
ENSG00000164919.10,chr8,99893638,99893705,TSS,True,72,205
ENSG00000164919.10,chr8,99887489,99887529,TSS,True,172,205
ENSG00000104529.17,chr8,143586849,143597347,3AS,False,77,476
ENSG00000104529.17,chr8,143586852,143597347,ES,False,342,399
ENSG00000104529.17,chr8,143597347,143598252,TSS,True,583,1068
ENSG00000104529.17,chr8,143580011,143580053,TSS,True,851,1040
ENSG00000104529.17,chr8,143586728,143591599,TSS,True,899,1041
ENSG00000156482.10,chr8,98045507,98045561,TSS,False,1039,1506
ENSG00000156482.10,chr8,98042644,98042697,TSS,True,554,1501
ENSG00000048392.11,chr8,102238826,102239059,TSS,True,23,186
ENSG00000173530.5,chr8,23163785,23164186,TSS,False,20,121
ENSG00000104679.10,chr8,23288081,23288157,TSS,True,12,101
ENSG00000104679.10,chr8,23288142,23288633,TSS,True,90,101
ENSG00000164951.15,chr8,93917079,93922015,ES,False,647,754
ENSG00000164951.15,chr8,93916890,93917079,TSS,True,2262,3019
ENSG00000164951.15,chr8,93917533,93917945,TSS,True,1182,3019
ENSG00000104472.9,chr8,140511646,140515125,ES,False,15,123
ENSG00000104472.9,chr8,140511297,140511646,TSS,True,31,157
ENSG00000120533.12,chr8,109339390,109340490,3AS,False,13,119
ENSG00000120533.12,chr8,109334320,109334474,TSS,True,47,128
ENSG00000120533.12,chr8,109334323,109336204,TSS,True,101,127
ENSG00000184661.13,chr8,25460300,25460383,IR,False,163,184
ENSG00000184661.13,chr8,25506509,25511308,PAS,True,35,189
ENSG00000167700.8,chr8,144510015,144510359,IR,True,93,111
ENSG00000167700.8,chr8,144510015,144510597,ES,False,19,115
ENSG00000167700.8,chr8,144510903,144510990,IR,True,116,136
ENSG00000167700.8,chr8,144508262,144510015,TSS,True,23,137
ENSG00000167700.8,chr8,144510990,144511310,PAS,True,21,137
ENSG00000147457.13,chr8,23246824,23249209,5AS,False,15,103
ENSG00000147457.13,chr8,23246617,23246994,TSS,True,36,118
ENSG00000147457.13,chr8,23246624,23246824,TSS,True,103,118
ENSG00000160959.7,chr8,144517956,144518041,TSS,True,155,192
ENSG00000160959.7,chr8,144521306,144523333,TSS,True,71,140
ENSG00000160959.7,chr8,144524260,144525178,PAS,True,92,133
ENSG00000160959.7,chr8,144523635,144525180,PAS,True,98,133
ENSG00000168078.9,chr8,27833133,27837709,5AS,False,26,118
ENSG00000168078.9,chr8,27809620,27810501,PAS,True,13,120
ENSG00000168078.9,chr8,27837709,27837866,TSS,True,101,127
ENSG00000168078.9,chr8,27837651,27837829,TSS,True,35,127
ENSG00000154582.16,chr8,73959818,73972076,ES,False,89,110
ENSG00000154582.16,chr8,73959818,73972076,5AS,False,89,148
ENSG00000154582.16,chr8,73972076,73972286,TSS,True,100,214
ENSG00000154582.16,chr8,73972244,73972296,TSS,True,187,214
ENSG00000154582.16,chr8,73972041,73972172,TSS,True,154,214
ENSG00000130193.7,chr8,142727168,142727859,TSS,True,21,105
ENSG00000168615.11,chr8,38996752,38997160,TSS,True,38,337
ENSG00000156802.12,chr8,123319849,123321175,PAS,True,32,193
ENSG00000156802.12,chr8,123396186,123396673,TSS,False,30,196
ENSG00000155090.14,chr8,102651148,102651539,TSS,True,108,205
ENSG00000155090.14,chr8,102655565,102655727,TSS,False,120,206
ENSG00000136997.17,chr8,127736623,127738250,3AS,False,110,476
ENSG00000136997.17,chr8,127736050,127736623,TSS,True,177,664
ENSG00000136997.17,chr8,127738311,127739019,TSS,True,503,664
ENSG00000235173.6,chr8,144138813,144139008,IR,False,105,120
ENSG00000235173.6,chr8,144137751,144138428,TSS,True,26,134
ENSG00000253729.7,chr8,47773106,47774377,PAS,True,53,101
ENSG00000253729.7,chr8,47959972,47960199,TSS,True,75,103
ENSG00000104763.18,chr8,18056296,18057623,PAS,True,58,143
ENSG00000104763.18,chr8,18063470,18067298,PAS,True,65,121
ENSG00000104763.18,chr8,18083980,18084373,TSS,True,30,143
ENSG00000179632.9,chr8,144103871,144104858,TSS,True,39,372
ENSG00000120889.12,chr8,23028441,23028528,IR,False,78,153
ENSG00000120889.12,chr8,23068750,23069112,TSS,True,53,206
ENSG00000160957.12,chr8,144512771,144512846,IR,True,241,327
ENSG00000160957.12,chr8,144513138,144513217,IR,True,151,184
ENSG00000160957.12,chr8,144513138,144513415,5AS,False,133,280
ENSG00000160957.12,chr8,144513138,144513415,3AS,True,133,154
ENSG00000160957.12,chr8,144513223,144513415,IR,True,21,180
ENSG00000160957.12,chr8,144514362,144514441,IR,True,213,245
ENSG00000160957.12,chr8,144515453,144515763,3AS,True,30,215
ENSG00000160957.12,chr8,144517635,144517700,IR,False,71,134
ENSG00000160957.12,chr8,144517601,144517896,TSS,True,384,442
ENSG00000160957.12,chr8,144517700,144517904,TSS,False,371,442
ENSG00000160957.12,chr8,144515987,144517872,TSS,False,390,442
ENSG00000160948.13,chr8,144423922,144424040,IR,False,94,123
ENSG00000160948.13,chr8,144424268,144424717,IR,False,94,119
ENSG00000160948.13,chr8,144424819,144424945,IR,False,86,116
ENSG00000160948.13,chr8,144425051,144425682,IR,False,75,104
ENSG00000160948.13,chr8,144426208,144426908,IR,False,93,107
ENSG00000160948.13,chr8,144423583,144424132,PAS,True,101,122
ENSG00000160948.13,chr8,144423597,144423922,PAS,True,29,123
ENSG00000160948.13,chr8,144428488,144428582,TSS,True,73,165
ENSG00000137575.11,chr8,58572314,58575902,3AS,False,65,218
ENSG00000104635.13,chr8,22367230,22367408,TSS,True,65,341
ENSG00000104613.11,chr8,19817133,19817666,TSS,True,21,127
ENSG00000104613.11,chr8,19851648,19852081,PAS,True,13,120
ENSG00000198791.11,chr8,17230848,17232426,IR,True,160,199
ENSG00000198791.11,chr8,17226029,17230848,PAS,True,54,214
ENSG00000198791.11,chr8,17229227,17232537,PAS,True,170,210
ENSG00000213563.6,chr8,144526639,144526959,IR,False,50,144
ENSG00000213563.6,chr8,144526215,144526639,PAS,False,94,144
ENSG00000213563.6,chr8,144526215,144527787,PAS,True,40,102
ENSG00000213563.6,chr8,144528760,144529116,TSS,True,44,144
ENSG00000261236.7,chr8,144291271,144291451,TSS,True,110,497
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,253,1760
ENSG00000120875.8,chr8,29349845,29350682,TSS,False,74,280
ENSG00000104320.13,chr8,89981523,89982721,ES,False,115,139
ENSG00000104320.13,chr8,89933325,89935612,PAS,True,34,151
ENSG00000104320.13,chr8,89953033,89953691,PAS,True,123,149
ENSG00000120885.21,chr8,27614654,27614703,TSS,True,27,161
ENSG00000147604.13,chr8,73293598,73293664,TSS,True,275,2031
ENSG00000160972.9,chr8,144477943,144478127,TSS,True,127,202
ENSG00000160972.9,chr8,144496481,144497453,TSS,True,166,202
ENSG00000104549.11,chr8,125021752,125022286,PAS,True,14,133
ENSG00000155097.11,chr8,103021021,103021225,TSS,True,38,129
ENSG00000185803.9,chr8,144358900,144359183,5AS,False,17,168
ENSG00000185803.9,chr8,144358554,144359065,TSS,True,87,251
ENSG00000188343.12,chr8,93709875,93726393,ES,False,23,197
ENSG00000188343.12,chr8,93700506,93700673,TSS,False,29,227
ENSG00000188343.12,chr8,93728204,93731798,PAS,True,23,221
ENSG00000133872.13,chr8,30070059,30082846,ES,False,75,135
ENSG00000182325.10,chr8,144356531,144356599,IR,False,223,288
ENSG00000182325.10,chr8,144356915,144356989,IR,False,215,304
ENSG00000182325.10,chr8,144357121,144357438,IR,False,113,272
ENSG00000182325.10,chr8,144357121,144357456,5AS,False,14,127
ENSG00000182325.10,chr8,144357502,144357627,IR,False,158,298
ENSG00000182325.10,chr8,144357786,144358031,IR,False,146,311
ENSG00000182325.10,chr8,144356807,144358541,TSS,True,267,330
ENSG00000182325.10,chr8,144358031,144358559,TSS,True,183,330
ENSG00000182325.10,chr8,144357627,144358688,TSS,True,295,330
ENSG00000182325.10,chr8,144356989,144358543,TSS,False,270,330
ENSG00000179091.4,chr8,144095228,144095832,IR,False,1006,1135
ENSG00000179091.4,chr8,144095054,144095228,TSS,False,166,1183
ENSG00000179091.4,chr8,144095055,144096029,TSS,True,1055,1183
ENSG00000067225.17,chr15,72231115,72231260,TSS,False,629,4483
ENSG00000185043.11,chr15,90232327,90233668,IR,True,94,125
ENSG00000185043.11,chr15,90233834,90233970,TSS,True,28,152
ENSG00000137776.16,chr15,58879023,58880107,PAS,True,84,118
ENSG00000137776.16,chr15,58893840,58893987,PAS,False,61,104
ENSG00000137776.16,chr15,58893939,58894193,PAS,True,76,103
ENSG00000137776.16,chr15,58933403,58934025,TSS,True,40,119
ENSG00000137776.16,chr15,58899468,58900506,TSS,True,97,111
ENSG00000041357.15,chr15,78540409,78540539,TSS,True,98,229
ENSG00000041357.15,chr15,78545633,78545764,TSS,True,154,228
ENSG00000181026.14,chr15,88621258,88621382,TSS,False,65,129
ENSG00000181026.14,chr15,88626139,88626749,TSS,True,111,128
ENSG00000159322.17,chr15,72752892,72755555,3AS,False,59,120
ENSG00000159322.17,chr15,72775097,72783458,5AS,False,106,122
ENSG00000159322.17,chr15,72751294,72752895,PAS,True,80,141
ENSG00000159322.17,chr15,72751294,72752892,PAS,True,77,141
ENSG00000159322.17,chr15,72783245,72783811,TSS,True,130,149
ENSG00000159322.17,chr15,72783458,72783781,TSS,True,36,149
ENSG00000198826.10,chr15,32615449,32616340,TSS,True,32,214
ENSG00000198826.10,chr15,32636256,32639941,PAS,True,44,205
ENSG00000198826.10,chr15,32635776,32639038,PAS,True,174,205
ENSG00000140262.17,chr15,57251423,57253261,ES,False,59,102
ENSG00000140262.17,chr15,57263274,57273032,3AS,False,18,100
ENSG00000140262.17,chr15,56918481,56918906,TSS,True,31,120
ENSG00000140262.17,chr15,57286156,57291295,PAS,True,20,117
ENSG00000140455.16,chr15,63504830,63532646,ES,False,87,103
ENSG00000140455.16,chr15,63590660,63594641,PAS,True,16,119
ENSG00000128951.13,chr15,48331399,48332406,TSS,False,47,125
ENSG00000128951.13,chr15,48331409,48331795,TSS,True,91,125
ENSG00000137818.11,chr15,69452816,69453020,TSS,False,756,2395
ENSG00000137818.11,chr15,69452818,69455287,TSS,True,1734,2395
ENSG00000137807.15,chr15,69423329,69426069,ES,False,113,165
ENSG00000137807.15,chr15,69440487,69444789,ES,False,79,126
ENSG00000137807.15,chr15,69414113,69414476,TSS,True,24,183
ENSG00000137807.15,chr15,69438247,69438390,PAS,False,135,179
ENSG00000137807.15,chr15,69447791,69448427,PAS,True,47,182
ENSG00000179335.18,chr15,74615703,74615898,TSS,False,24,128
ENSG00000140374.15,chr15,76292700,76311349,ES,False,20,156
ENSG00000180304.14,chr15,64703028,64703271,TSS,True,24,193
ENSG00000138594.13,chr15,51829629,51829836,TSS,True,19,167
ENSG00000140553.17,chr15,90935330,90935543,5AS,False,65,119
ENSG00000140553.17,chr15,90935216,90935330,TSS,True,128,191
ENSG00000140553.17,chr15,90935268,90935375,TSS,True,136,191
ENSG00000140157.14,chr15,22838921,22851638,ES,False,82,132
ENSG00000140157.14,chr15,22838921,22851638,5AS,False,82,107
ENSG00000140157.14,chr15,22851870,22858539,ES,False,19,157
ENSG00000140157.14,chr15,22838582,22838947,TSS,True,146,165
ENSG00000140157.14,chr15,22838643,22838921,TSS,True,31,165
ENSG00000182718.16,chr15,60386086,60397942,ME,False,293,326
ENSG00000182718.16,chr15,60386086,60397942,ES,False,2103,2445
ENSG00000157456.7,chr15,59105072,59105292,TSS,True,28,156
ENSG00000137815.14,chr15,41417090,41417313,TSS,True,32,151
ENSG00000137815.14,chr15,41457671,41458747,PAS,True,70,121
ENSG00000137815.14,chr15,41452900,41452942,PAS,True,92,120
ENSG00000137815.14,chr15,41480580,41482981,PAS,False,103,127
ENSG00000157483.8,chr15,59372497,59373066,TSS,True,40,104
ENSG00000166145.14,chr15,40853881,40854059,5AS,False,117,212
ENSG00000166145.14,chr15,40843735,40844186,TSS,False,130,242
ENSG00000166145.14,chr15,40844176,40845029,TSS,False,163,242
ENSG00000198901.13,chr15,90967202,90969523,5AS,False,35,118
ENSG00000198901.13,chr15,90966037,90967202,PAS,True,23,141
ENSG00000198901.13,chr15,90994406,90994772,TSS,True,46,157
ENSG00000198901.13,chr15,90970403,90970454,TSS,True,124,149
ENSG00000138614.14,chr15,65607442,65611097,5AS,False,45,106
ENSG00000138614.14,chr15,65611097,65611613,TSS,True,99,156
ENSG00000138614.14,chr15,65610795,65611148,TSS,True,94,156
ENSG00000178741.11,chr15,74937914,74938120,TSS,True,40,215
ENSG00000140575.12,chr15,90388211,90388396,TSS,True,39,149
ENSG00000140575.12,chr15,90476662,90476700,PAS,True,82,132
ENSG00000140575.12,chr15,90499994,90502239,PAS,True,71,142
ENSG00000184254.16,chr15,100879440,100880006,TSS,True,82,696
ENSG00000273749.4,chr15,22980286,22980440,TSS,True,149,337
ENSG00000273749.4,chr15,22947168,22948198,TSS,True,299,337
ENSG00000166200.14,chr15,49137437,49139527,3AS,False,63,102
ENSG00000074696.12,chr15,65530435,65530718,TSS,True,35,249
ENSG00000131876.16,chr15,101285801,101286213,IR,False,97,109
ENSG00000131876.16,chr15,101286293,101286907,IR,False,96,108
ENSG00000131876.16,chr15,101295096,101295325,TSS,True,101,216
ENSG00000140263.13,chr15,45023129,45023349,TSS,True,70,216
ENSG00000137845.14,chr15,58749479,58749821,TSS,True,34,274
ENSG00000185033.14,chr15,90201148,90201735,TSS,True,130,159
ENSG00000185033.14,chr15,90225661,90225827,TSS,True,133,159
ENSG00000103591.12,chr15,67236820,67254558,5AS,False,94,108
ENSG00000103591.12,chr15,67254558,67254693,TSS,False,28,123
ENSG00000069956.11,chr15,52019198,52019376,TSS,True,25,160
ENSG00000137804.12,chr15,41349241,41351032,3AS,False,83,429
ENSG00000137804.12,chr15,41358258,41365404,3AS,False,209,415
ENSG00000137804.12,chr15,41371684,41377195,ES,False,42,411
ENSG00000140612.13,chr15,84716024,84716460,TSS,True,61,144
ENSG00000156970.12,chr15,40160984,40161255,TSS,True,26,211
ENSG00000140525.17,chr15,89247726,89258703,5AS,False,14,110
ENSG00000140525.17,chr15,89243946,89244033,TSS,True,87,131
ENSG00000140525.17,chr15,89243953,89244067,TSS,True,81,131
ENSG00000090487.10,chr15,64989664,64989951,TSS,True,19,145
ENSG00000185787.14,chr15,78872781,78873057,TSS,True,34,293
ENSG00000103978.15,chr15,42273254,42273556,TSS,True,19,123
ENSG00000242028.6,chr15,43797363,43800784,TSS,True,42,125
ENSG00000138629.15,chr15,74461036,74461177,TSS,False,59,107
ENSG00000138629.15,chr15,74461107,74461179,TSS,True,69,107
ENSG00000103966.10,chr15,41972258,41972597,TSS,True,48,181
ENSG00000103966.10,chr15,41919209,41919714,TSS,True,158,179
ENSG00000140474.13,chr15,74843003,74843454,TSS,True,62,111
ENSG00000140474.13,chr15,74842074,74843156,TSS,True,82,111
ENSG00000166710.18,chr15,44711414,44711613,TSS,True,104,527
ENSG00000140350.15,chr15,68820697,68820924,TSS,True,67,384
ENSG00000166803.12,chr15,64366075,64380957,ES,False,31,180
ENSG00000182768.8,chr15,90265876,90266287,IR,False,22,218
ENSG00000182768.8,chr15,90265669,90266398,TSS,True,47,242
ENSG00000114062.19,chr15,25405502,25438488,ES,False,113,204
ENSG00000114062.19,chr15,25438488,25439115,TSS,True,37,255
ENSG00000182054.9,chr15,90102275,90102512,TSS,True,14,128
ENSG00000182774.12,chr15,82540425,82540460,TSS,True,614,1146
ENSG00000182774.12,chr15,82538879,82540133,TSS,True,637,1146
ENSG00000179010.14,chr4,6640708,6640827,IR,False,99,248
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,176,275
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,126,275
ENSG00000226950.6,chr4,52712433,52712527,TSS,True,98,179
ENSG00000109685.17,chr4,1871245,1871542,TSS,True,76,126
ENSG00000109685.17,chr4,1978637,1982212,PAS,True,48,107
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,71,136
ENSG00000171566.11,chr4,154550299,154550474,TSS,True,17,166
ENSG00000251022.6,chr4,82894847,82900076,ES,False,17,104
ENSG00000251022.6,chr4,82893455,82894847,PAS,True,17,123
ENSG00000251022.6,chr4,82900333,82900583,TSS,True,18,123
ENSG00000152795.17,chr4,82424883,82425562,IR,False,81,192
ENSG00000152795.17,chr4,82424883,82426036,ES,False,193,248
ENSG00000152795.17,chr4,82424883,82426036,IR,False,193,303
ENSG00000152795.17,chr4,82425667,82426036,IR,False,64,179
ENSG00000152795.17,chr4,82422746,82424883,PAS,True,135,409
ENSG00000152795.17,chr4,82423203,82426129,PAS,True,234,335
ENSG00000152795.17,chr4,82429247,82430469,TSS,True,113,410
ENSG00000152795.17,chr4,82426036,82426130,TSS,True,368,409
ENSG00000138777.19,chr4,105473893,105474085,TSS,True,21,107
ENSG00000090316.15,chr4,1289834,1289982,TSS,True,73,319
ENSG00000071127.16,chr4,10116650,10116986,TSS,True,83,490
ENSG00000138772.12,chr4,78595887,78597318,IR,True,249,294
ENSG00000109519.12,chr4,7067970,7068113,TSS,True,19,150
ENSG00000109736.14,chr4,2930953,2931060,IR,False,150,209
ENSG00000109736.14,chr4,2931663,2931824,IR,False,169,192
ENSG00000109736.14,chr4,2932409,2932599,3AS,False,24,174
ENSG00000109736.14,chr4,2932758,2933105,IR,False,132,168
ENSG00000109736.14,chr4,2929927,2930953,PAS,True,67,217
ENSG00000109736.14,chr4,2929923,2931150,PAS,False,167,217
ENSG00000109736.14,chr4,2933752,2934511,TSS,True,192,240
ENSG00000109736.14,chr4,2934768,2934880,TSS,True,112,240
ENSG00000138814.16,chr4,101346738,101347601,TSS,True,103,464
ENSG00000138678.10,chr4,83536001,83536206,TSS,True,126,145
ENSG00000138678.10,chr4,83536057,83536763,TSS,True,33,145
ENSG00000164024.11,chr4,98995550,98995867,TSS,True,45,284
ENSG00000129187.14,chr4,182915575,182917310,5AS,False,26,104
ENSG00000129187.14,chr4,182917287,182917475,TSS,True,63,141
ENSG00000129187.14,chr4,182917310,182917565,TSS,True,115,141
ENSG00000169020.9,chr4,674211,674287,TSS,True,101,309
ENSG00000169020.9,chr4,673302,673401,TSS,True,216,308
ENSG00000052802.12,chr4,165327764,165337788,ES,False,24,172
ENSG00000163682.16,chr4,39458890,39458946,TSS,True,111,338
