gene,chr,start,end,splice_type,novel,upper_lobe_of_right_lung_ENCFF449MVA_in_cov,upper_lobe_of_right_lung_ENCFF449MVA_total_cov
ENSG00000048392.11,chr8,102238826,102239059,TSS,True,21,155
ENSG00000136960.12,chr8,119580167,119582429,5AS,False,86,176
ENSG00000136960.12,chr8,119638747,119638893,TSS,True,21,178
ENSG00000154188.9,chr8,107303367,107321898,5AS,False,45,113
ENSG00000147526.19,chr8,38728671,38788703,ES,False,112,125
ENSG00000147526.19,chr8,38827288,38831124,5AS,False,119,240
ENSG00000147526.19,chr8,38787178,38787743,TSS,True,238,285
ENSG00000147526.19,chr8,38819519,38820635,TSS,True,255,284
ENSG00000147526.19,chr8,38728133,38728671,TSS,True,145,317
ENSG00000147526.19,chr8,38847954,38853029,PAS,True,49,290
ENSG00000147526.19,chr8,38744894,38748965,PAS,True,143,173
ENSG00000130193.7,chr8,142727168,142727859,TSS,True,28,159
ENSG00000168615.11,chr8,38996752,38997160,TSS,True,31,190
ENSG00000155090.14,chr8,102651148,102651539,TSS,True,85,123
ENSG00000155090.14,chr8,102655565,102655727,TSS,False,53,123
ENSG00000120889.12,chr8,23068750,23069112,TSS,True,26,119
ENSG00000160948.13,chr8,144423922,144424040,IR,False,125,159
ENSG00000160948.13,chr8,144424268,144424717,IR,False,130,159
ENSG00000160948.13,chr8,144424819,144424945,IR,False,126,158
ENSG00000160948.13,chr8,144425000,144425682,3AS,False,11,108
ENSG00000160948.13,chr8,144425051,144425682,IR,False,95,136
ENSG00000160948.13,chr8,144425772,144426025,IR,False,129,145
ENSG00000160948.13,chr8,144426208,144426908,IR,False,136,152
ENSG00000160948.13,chr8,144423583,144424132,PAS,True,142,162
ENSG00000160948.13,chr8,144423597,144423922,PAS,True,35,162
ENSG00000160948.13,chr8,144428488,144428582,TSS,True,41,189
ENSG00000137575.11,chr8,58572314,58575902,3AS,False,119,463
ENSG00000147443.12,chr8,21913538,21913691,TSS,True,37,107
ENSG00000147443.12,chr8,21912228,21913688,TSS,True,88,107
ENSG00000092964.17,chr8,26577739,26578293,TSS,False,105,128
ENSG00000067167.7,chr8,70608076,70608444,TSS,True,97,724
ENSG00000198791.11,chr8,17246674,17246871,TSS,True,15,103
ENSG00000213563.6,chr8,144526639,144526959,IR,False,34,125
ENSG00000213563.6,chr8,144526215,144526639,PAS,False,91,125
ENSG00000213563.6,chr8,144526215,144527787,PAS,True,28,100
ENSG00000213563.6,chr8,144528760,144529116,TSS,True,26,125
ENSG00000178719.16,chr8,143990042,143990199,TSS,False,62,109
ENSG00000178719.16,chr8,143990057,143990311,TSS,True,97,109
ENSG00000178719.16,chr8,143990596,143991602,TSS,True,83,109
ENSG00000178685.13,chr8,143983811,143984007,IR,False,156,184
ENSG00000178685.13,chr8,143986357,143986466,TSS,True,109,240
ENSG00000175445.15,chr8,19939222,19939528,TSS,True,34,336
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,63,577
ENSG00000185803.9,chr8,144358900,144359183,5AS,False,17,113
ENSG00000185803.9,chr8,144358554,144359065,TSS,True,43,148
ENSG00000185803.9,chr8,144358581,144358900,TSS,True,129,148
ENSG00000168481.8,chr8,22156336,22156799,TSS,True,54,102
ENSG00000104660.18,chr8,30105745,30109561,PAS,True,13,117
ENSG00000182325.10,chr8,144356915,144356989,IR,False,74,103
ENSG00000182325.10,chr8,144357502,144357627,IR,False,41,101
ENSG00000182325.10,chr8,144357786,144358031,IR,False,39,102
ENSG00000182325.10,chr8,144356807,144358541,TSS,True,82,104
ENSG00000182325.10,chr8,144358031,144358559,TSS,True,65,104
ENSG00000182325.10,chr8,144356989,144358543,TSS,False,70,104
ENSG00000179091.4,chr8,144095228,144095832,IR,False,255,335
ENSG00000179091.4,chr8,144095054,144095228,TSS,False,99,361
ENSG00000179091.4,chr8,144095055,144096029,TSS,True,282,361
ENSG00000067225.17,chr15,72231115,72231260,TSS,False,139,917
ENSG00000185043.11,chr15,90232327,90233668,IR,True,86,107
ENSG00000185043.11,chr15,90233834,90233970,TSS,True,13,117
ENSG00000131873.6,chr15,101251136,101252332,TSS,False,19,120
ENSG00000137776.16,chr15,58879023,58880107,PAS,True,12,102
ENSG00000137776.16,chr15,58933403,58934025,TSS,True,26,103
ENSG00000137776.16,chr15,58933049,58933359,TSS,True,92,103
ENSG00000137834.14,chr15,66702178,66704075,TSS,True,113,464
ENSG00000137834.14,chr15,66780996,66782849,PAS,True,50,456
ENSG00000140521.13,chr15,89334684,89334907,TSS,True,60,113
ENSG00000140521.13,chr15,89334672,89334987,TSS,True,95,113
ENSG00000181026.14,chr15,88621258,88621382,TSS,False,26,120
ENSG00000169410.9,chr15,75578713,75579472,TSS,True,12,107
ENSG00000159322.17,chr15,72752892,72755555,3AS,False,74,127
ENSG00000159322.17,chr15,72775097,72783458,5AS,False,121,142
ENSG00000159322.17,chr15,72751294,72752895,PAS,True,111,166
ENSG00000159322.17,chr15,72751294,72752892,PAS,True,91,166
ENSG00000159322.17,chr15,72757188,72760527,PAS,True,132,164
ENSG00000159322.17,chr15,72783245,72783811,TSS,True,136,166
ENSG00000159322.17,chr15,72783458,72783781,TSS,True,33,166
ENSG00000137824.15,chr15,40754790,40755198,5AS,False,37,186
ENSG00000137824.15,chr15,40755082,40755282,TSS,True,62,214
ENSG00000137824.15,chr15,40755198,40755282,TSS,True,177,214
ENSG00000140262.17,chr15,56918481,56918906,TSS,True,17,101
ENSG00000178761.14,chr15,74906586,74907348,TSS,False,17,102
ENSG00000128951.13,chr15,48331399,48332406,TSS,False,93,132
ENSG00000128951.13,chr15,48331409,48331795,TSS,True,57,132
ENSG00000166068.12,chr15,38351013,38356126,PAS,False,22,161
ENSG00000166068.12,chr15,38325947,38329856,PAS,False,141,160
ENSG00000166887.15,chr15,42208080,42208335,TSS,True,33,127
ENSG00000179335.18,chr15,74629032,74629706,IR,True,88,100
ENSG00000179335.18,chr15,74615703,74615898,TSS,False,19,107
ENSG00000179335.18,chr15,74629706,74630200,PAS,True,20,108
ENSG00000179335.18,chr15,74628941,74630201,PAS,True,95,106
ENSG00000103855.17,chr15,73684201,73684460,TSS,True,24,106
ENSG00000260916.7,chr15,55354628,55356409,PAS,True,134,151
ENSG00000260916.7,chr15,55355238,55360944,PAS,True,21,147
ENSG00000260916.7,chr15,55408220,55408470,TSS,True,43,151
ENSG00000260916.7,chr15,55407846,55408373,TSS,False,118,151
ENSG00000140464.19,chr15,73994696,73994941,TSS,True,72,132
ENSG00000140464.19,chr15,73998001,73998476,TSS,False,104,132
ENSG00000140464.19,chr15,74042988,74043345,PAS,True,96,124
ENSG00000140464.19,chr15,74035171,74036394,PAS,False,97,120
ENSG00000140464.19,chr15,74044220,74046771,PAS,True,82,124
ENSG00000140157.14,chr15,22838921,22851638,ES,False,34,100
ENSG00000140157.14,chr15,22838582,22838947,TSS,True,123,145
ENSG00000140157.14,chr15,22838643,22838921,TSS,True,43,145
ENSG00000140157.14,chr15,22838647,22839174,TSS,True,124,145
ENSG00000182718.16,chr15,60386086,60397942,ES,False,1450,1683
ENSG00000196547.14,chr15,90915973,90916256,TSS,True,84,102
ENSG00000137817.16,chr15,72242699,72250019,ES,False,107,123
ENSG00000137817.16,chr15,72250092,72251206,ES,False,34,122
ENSG00000137817.16,chr15,72259661,72260537,5AS,False,62,125
ENSG00000137817.16,chr15,72266822,72267474,IR,False,92,120
ENSG00000137817.16,chr15,72272392,72272765,TSS,True,68,129
ENSG00000137817.16,chr15,72271022,72272859,TSS,True,89,129
ENSG00000137815.14,chr15,41417090,41417313,TSS,True,16,100
ENSG00000035664.11,chr15,63907031,63908600,PAS,True,52,160
ENSG00000035664.11,chr15,64046297,64046561,TSS,True,22,170
ENSG00000166145.14,chr15,40853881,40854059,5AS,False,149,256
ENSG00000166145.14,chr15,40843735,40844186,TSS,False,192,284
ENSG00000166145.14,chr15,40844173,40844278,TSS,True,252,284
ENSG00000166145.14,chr15,40844176,40845029,TSS,False,156,284
ENSG00000140416.20,chr15,63042943,63056984,ME,False,88,173
ENSG00000140416.20,chr15,63060939,63062214,ME,False,131,278
ENSG00000140416.20,chr15,63042137,63042943,TSS,True,130,306
ENSG00000140416.20,chr15,63048405,63048707,TSS,True,193,306
ENSG00000140367.11,chr15,75883424,75899426,ES,False,11,100
ENSG00000140575.12,chr15,90388211,90388396,TSS,True,48,210
ENSG00000140575.12,chr15,90499994,90502239,PAS,True,48,202
ENSG00000273749.4,chr15,22980286,22980440,TSS,True,104,278
ENSG00000170776.21,chr15,85655787,85664562,ES,False,46,168
ENSG00000170776.21,chr15,85658590,85664562,ES,False,84,119
ENSG00000170776.21,chr15,85380473,85380798,TSS,True,242,275
ENSG00000170776.21,chr15,85578991,85582107,TSS,True,236,264
ENSG00000170776.21,chr15,85544081,85544143,TSS,False,150,274
ENSG00000170776.21,chr15,85684740,85686620,PAS,True,50,202
ENSG00000103994.17,chr15,42490979,42491144,TSS,True,64,111
ENSG00000103994.17,chr15,42456957,42457532,TSS,True,97,109
ENSG00000140564.11,chr15,90871538,90871605,TSS,False,78,102
ENSG00000168907.13,chr15,42156438,42156678,TSS,True,88,144
ENSG00000168907.13,chr15,42147625,42149263,TSS,False,123,137
ENSG00000128928.8,chr15,40405758,40405971,TSS,False,27,140
ENSG00000128928.8,chr15,40418129,40421308,PAS,True,18,126
ENSG00000103811.16,chr15,78944890,78945105,TSS,True,181,851
ENSG00000028528.14,chr15,64095898,64096172,TSS,True,27,253
ENSG00000182511.11,chr15,90884544,90885036,5AS,False,101,134
ENSG00000182511.11,chr15,90885258,90886960,ES,False,18,142
ENSG00000182511.11,chr15,90890278,90890400,3AS,False,131,167
ENSG00000182511.11,chr15,90890484,90891553,ES,False,45,154
ENSG00000182511.11,chr15,90891191,90891553,IR,True,109,128
ENSG00000182511.11,chr15,90884040,90884544,TSS,True,73,181
ENSG00000182511.11,chr15,90884434,90884639,TSS,True,145,181
ENSG00000137857.17,chr15,45141926,45142112,TSS,True,322,464
ENSG00000137857.17,chr15,45143046,45143303,TSS,True,401,464
ENSG00000137857.17,chr15,45164778,45165578,PAS,True,97,452
ENSG00000137857.17,chr15,45152285,45153245,PAS,True,319,369
ENSG00000215252.11,chr15,34528747,34529017,3AS,True,29,106
ENSG00000215252.11,chr15,34532845,34534010,TSS,True,33,112
ENSG00000086666.18,chr15,80059654,80059809,TSS,True,29,113
ENSG00000086666.18,chr15,80059911,80059963,TSS,True,101,113
ENSG00000276550.4,chr15,22516990,22534067,ES,True,67,108
ENSG00000276550.4,chr15,22560935,22561257,IR,True,69,170
ENSG00000276550.4,chr15,22564532,22569148,ES,True,61,201
ENSG00000276550.4,chr15,22587391,22589942,3AS,True,131,191
ENSG00000276550.4,chr15,22494656,22494955,TSS,True,103,233
ENSG00000276550.4,chr15,22589942,22590888,PAS,False,80,228
ENSG00000276550.4,chr15,22589679,22590831,PAS,True,171,228
ENSG00000167202.11,chr15,78077292,78077732,TSS,True,65,124
ENSG00000241839.9,chr15,64841881,64842028,TSS,True,50,119
ENSG00000128739.22,chr15,24954852,24955062,TSS,True,13,115
ENSG00000117899.10,chr15,80989578,80989911,TSS,True,15,117
ENSG00000140497.16,chr15,74873198,74873392,TSS,True,46,255
ENSG00000137801.10,chr15,39581076,39581228,TSS,True,189,248
ENSG00000137801.10,chr15,39587544,39589086,TSS,True,218,247
ENSG00000137801.10,chr15,39589100,39589354,TSS,True,215,242
ENSG00000137801.10,chr15,39589784,39590023,TSS,True,174,236
ENSG00000140254.12,chr15,45120805,45122184,ES,False,44,233
ENSG00000140254.12,chr15,45129134,45129203,IR,True,11,107
ENSG00000140254.12,chr15,45129134,45129231,IR,False,37,133
ENSG00000140254.12,chr15,45129134,45129459,ES,False,73,117
ENSG00000140254.12,chr15,45129134,45129459,IR,True,73,163
ENSG00000140254.12,chr15,45129323,45129459,IR,False,29,124
ENSG00000140254.12,chr15,45129339,45129459,IR,False,22,117
ENSG00000140254.12,chr15,45129615,45129822,IR,True,33,128
ENSG00000140254.12,chr15,45129615,45129851,5AS,False,68,107
ENSG00000140254.12,chr15,45129615,45129851,IR,False,68,160
ENSG00000140254.12,chr15,45117363,45119365,PAS,True,52,256
ENSG00000140254.12,chr15,45117365,45117809,PAS,True,232,273
ENSG00000140254.12,chr15,45129851,45129922,TSS,True,191,273
ENSG00000140254.12,chr15,45129822,45129917,TSS,True,230,273
ENSG00000140254.12,chr15,45129017,45129883,TSS,True,199,273
ENSG00000176463.13,chr15,91853099,91854088,TSS,True,29,151
ENSG00000176463.13,chr15,92162755,92165907,PAS,True,30,139
ENSG00000103978.15,chr15,42228820,42233212,ME,False,33,180
ENSG00000103978.15,chr15,42273254,42273556,TSS,True,26,196
ENSG00000103966.10,chr15,41972258,41972597,TSS,True,27,247
ENSG00000140474.13,chr15,74837435,74837756,5AS,False,70,141
ENSG00000140474.13,chr15,74840316,74840497,IR,False,55,117
ENSG00000140474.13,chr15,74843003,74843454,TSS,True,48,145
ENSG00000140474.13,chr15,74842074,74843156,TSS,True,129,145
ENSG00000140350.15,chr15,68820697,68820924,TSS,True,30,164
ENSG00000182768.8,chr15,90265669,90266398,TSS,True,28,249
ENSG00000140400.16,chr15,75356685,75356792,IR,False,104,118
ENSG00000140400.16,chr15,75359153,75359327,IR,False,73,119
ENSG00000140400.16,chr15,75359425,75359619,IR,False,78,112
ENSG00000140400.16,chr15,75360211,75360564,IR,False,96,113
ENSG00000140400.16,chr15,75360688,75361045,IR,False,87,111
ENSG00000140400.16,chr15,75355147,75356032,PAS,True,15,136
ENSG00000140400.16,chr15,75368482,75368783,TSS,False,75,139
ENSG00000140400.16,chr15,75368072,75368624,TSS,True,109,139
ENSG00000114062.19,chr15,25405502,25438488,ES,False,63,125
ENSG00000182054.9,chr15,90102275,90102512,TSS,True,24,120
ENSG00000140299.11,chr15,59664120,59668891,ES,False,62,141
ENSG00000182774.12,chr15,82540425,82540460,TSS,True,42,271
ENSG00000179010.14,chr4,6640708,6640827,IR,False,32,189
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,164,196
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,40,196
ENSG00000151726.13,chr4,184825915,184826101,TSS,True,186,523
ENSG00000151726.13,chr4,184805526,184805712,TSS,False,412,523
ENSG00000168743.12,chr4,105898001,105927335,ES,False,219,325
ENSG00000168743.12,chr4,105927428,105937008,ES,False,266,331
ENSG00000168743.12,chr4,105942702,105959027,ES,False,38,347
ENSG00000168743.12,chr4,105895306,105895723,TSS,True,48,370
ENSG00000068078.18,chr4,1806587,1806683,TSS,True,46,116
ENSG00000068078.18,chr4,1807115,1808872,PAS,True,20,114
ENSG00000152795.17,chr4,82424883,82426036,ES,False,152,171
ENSG00000152795.17,chr4,82424883,82426036,IR,False,152,219
ENSG00000152795.17,chr4,82422746,82424883,PAS,True,72,244
ENSG00000152795.17,chr4,82423203,82426129,PAS,True,176,240
ENSG00000090316.15,chr4,1327703,1332756,ES,True,106,124
ENSG00000090316.15,chr4,1289834,1289982,TSS,True,38,164
ENSG00000064042.17,chr4,41619440,41644499,ES,False,50,377
ENSG00000064042.17,chr4,41666666,41671553,ES,False,355,406
ENSG00000064042.17,chr4,41360561,41360936,TSS,True,338,481
ENSG00000064042.17,chr4,41538063,41538350,TSS,True,406,473
ENSG00000064042.17,chr4,41359573,41359803,TSS,False,304,481
ENSG00000064042.17,chr4,41697159,41700044,PAS,True,56,478
ENSG00000071127.16,chr4,10116650,10116986,TSS,True,72,489
ENSG00000138772.12,chr4,78595887,78597318,IR,True,250,289
ENSG00000109736.14,chr4,2930953,2931060,IR,False,209,252
ENSG00000109736.14,chr4,2932758,2933105,IR,False,192,216
ENSG00000109736.14,chr4,2929927,2930953,PAS,True,44,253
ENSG00000109736.14,chr4,2929923,2931150,PAS,False,214,252
ENSG00000109736.14,chr4,2933752,2934511,TSS,True,233,259
ENSG00000109736.14,chr4,2934768,2934880,TSS,True,63,259
ENSG00000109501.13,chr4,6270014,6277454,3AS,False,50,224
ENSG00000109501.13,chr4,6269831,6270014,TSS,True,114,338
ENSG00000169744.12,chr4,16898353,16898952,TSS,True,26,104
ENSG00000127419.16,chr4,951258,951681,3AS,False,79,102
ENSG00000127419.16,chr4,932347,932540,TSS,True,11,106
ENSG00000171557.16,chr4,154604137,154605066,PAS,True,964,1076
ENSG00000171557.16,chr4,154604060,154604354,PAS,True,128,1092
ENSG00000138801.8,chr4,107720119,107720395,TSS,False,32,153
ENSG00000138801.8,chr4,107719842,107720211,TSS,True,136,153
ENSG00000151718.15,chr4,183099083,183099622,TSS,True,29,185
ENSG00000087274.16,chr4,2843837,2844024,TSS,True,138,243
ENSG00000164161.9,chr4,144658946,144659636,IR,True,137,154
ENSG00000164161.9,chr4,144659636,144659856,PAS,True,95,155
ENSG00000164161.9,chr4,144658789,144659856,PAS,False,138,155
ENSG00000164161.9,chr4,144737763,144738611,PAS,True,100,158
ENSG00000138758.11,chr4,76949691,76949930,TSS,True,53,104
ENSG00000109610.5,chr4,24800528,24800618,IR,True,53,346
ENSG00000109610.5,chr4,24799505,24800842,PAS,True,47,318
ENSG00000109610.5,chr4,24800618,24800842,PAS,True,293,346
ENSG00000164116.16,chr4,155667596,155667932,TSS,False,97,123
ENSG00000109686.17,chr4,151144050,151147921,ES,False,122,149
ENSG00000109686.17,chr4,151325240,151325870,TSS,False,83,159
ENSG00000109686.17,chr4,151174669,151175605,TSS,True,136,157
ENSG00000109686.17,chr4,151227759,151227960,TSS,True,120,157
ENSG00000129116.18,chr4,168831990,168832171,TSS,True,134,358
ENSG00000129116.18,chr4,168877717,168878394,TSS,True,250,354
ENSG00000138821.12,chr4,102344443,102345482,TSS,True,989,1180
ENSG00000138821.12,chr4,102345344,102345511,TSS,True,227,1180
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,121,568
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,504,568
ENSG00000163694.14,chr4,40436644,40437770,3AS,True,34,104
ENSG00000163694.14,chr4,40629395,40629914,TSS,True,100,133
ENSG00000163694.14,chr4,40630462,40630784,TSS,True,114,133
ENSG00000163694.14,chr4,40630778,40630919,TSS,False,96,133
ENSG00000163694.14,chr4,40514515,40514583,TSS,True,115,133
ENSG00000173376.13,chr4,121071992,121072436,TSS,False,29,239
ENSG00000171476.21,chr4,56656012,56681254,ES,False,175,195
ENSG00000171476.21,chr4,56681254,56681370,TSS,True,32,227
ENSG00000109787.12,chr4,38664066,38664461,TSS,True,34,112
ENSG00000109787.12,chr4,38688943,38689071,TSS,True,98,111
ENSG00000178950.16,chr4,866501,866955,3AS,False,55,165
ENSG00000178950.16,chr4,882696,883176,TSS,True,165,186
ENSG00000178950.16,chr4,932042,932415,TSS,True,101,187
ENSG00000109762.15,chr4,185209401,185210255,TSS,True,40,241
ENSG00000109762.15,chr4,185287290,185287556,TSS,True,208,237
ENSG00000109762.15,chr4,185363384,185363974,PAS,True,39,240
ENSG00000170801.9,chr4,8269723,8270353,TSS,True,17,100
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,259,418
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,265,418
ENSG00000109332.19,chr4,102827591,102827920,TSS,True,362,418
ENSG00000174227.15,chr4,499167,499489,TSS,True,42,117
ENSG00000174227.15,chr4,499209,499725,TSS,True,99,117
ENSG00000174227.15,chr4,539152,541371,PAS,True,24,117
ENSG00000164056.10,chr4,123396781,123396932,TSS,True,54,132
ENSG00000164056.10,chr4,123397384,123398513,TSS,True,87,127
ENSG00000014824.13,chr4,42086081,42091812,PAS,True,16,129
ENSG00000137462.7,chr4,153683933,153684360,TSS,True,53,109
ENSG00000137462.7,chr4,153684251,153684337,TSS,True,62,109
ENSG00000168884.14,chr4,2756013,2756396,TSS,False,26,216
ENSG00000077684.15,chr4,128809338,128809877,TSS,True,39,110
ENSG00000077684.15,chr4,128809894,128810291,TSS,True,96,110
ENSG00000077684.15,chr4,128871354,128875224,PAS,True,20,103
ENSG00000109171.14,chr4,48383784,48420124,ES,False,55,123
ENSG00000157765.12,chr4,25662612,25662707,3AS,False,482,869
ENSG00000157765.12,chr4,25655850,25655890,TSS,True,864,1541
ENSG00000157765.12,chr4,25662496,25662612,TSS,True,1350,1540
ENSG00000138768.14,chr4,75793901,75799621,ES,False,129,191
ENSG00000138757.14,chr4,75648741,75655065,ES,False,179,207
ENSG00000129128.12,chr4,176319890,176320219,TSS,True,17,114
ENSG00000169116.11,chr4,74933027,74933370,TSS,True,30,138
ENSG00000168936.10,chr4,1717675,1718151,IR,True,104,120
ENSG00000168936.10,chr4,1720632,1721320,TSS,True,87,155
ENSG00000168936.10,chr4,1718151,1718605,TSS,False,119,154
ENSG00000123933.16,chr4,2261916,2262128,TSS,True,69,332
ENSG00000138668.18,chr4,82355401,82356795,ES,False,190,296
ENSG00000138668.18,chr4,82359639,82373445,ES,False,53,288
ENSG00000138668.18,chr4,82352497,82354154,PAS,True,31,298
ENSG00000164120.13,chr4,174522358,174522865,TSS,True,30,211
ENSG00000138674.16,chr4,82829058,82844385,ES,False,71,137
ENSG00000138674.16,chr4,82857764,82863317,ES,False,58,146
ENSG00000138674.16,chr4,82881937,82891087,3AS,False,38,147
ENSG00000138674.16,chr4,82817500,82819253,PAS,True,22,169
ENSG00000138674.16,chr4,82891087,82891255,TSS,False,22,169
ENSG00000091490.10,chr4,25862674,25863042,TSS,True,21,193
ENSG00000052795.12,chr4,158833628,158835404,ES,False,25,100
ENSG00000052795.12,chr4,158768889,158769319,TSS,True,22,119
ENSG00000132463.13,chr4,70839470,70839959,TSS,False,18,173
ENSG00000138760.9,chr4,76213426,76213926,TSS,True,31,238
ENSG00000109320.11,chr4,102529914,102533847,3AS,False,54,161
ENSG00000109320.11,chr4,102500924,102501788,TSS,True,22,182
ENSG00000159692.15,chr4,1212423,1212912,3AS,False,371,556
