gene,chr,start,end,splice_type,novel,progenitor_cell_of_endocrine_pancreas_ENCFF509GHY_in_cov,progenitor_cell_of_endocrine_pancreas_ENCFF509GHY_total_cov
ENSG00000174197.16,chr15,41729163,41729659,PAS,True,135,151
ENSG00000159322.17,chr15,72752892,72755555,3AS,False,68,127
ENSG00000159322.17,chr15,72751294,72752895,PAS,True,85,142
ENSG00000159322.17,chr15,72751294,72752892,PAS,True,72,142
ENSG00000159322.17,chr15,72783458,72783781,TSS,True,19,144
ENSG00000137767.13,chr15,45634745,45635108,TSS,True,28,207
ENSG00000140262.17,chr15,57251423,57253261,ES,False,73,165
ENSG00000140262.17,chr15,56918481,56918906,TSS,True,54,216
ENSG00000140262.17,chr15,57286156,57291295,PAS,True,156,203
ENSG00000140262.17,chr15,57262093,57262196,PAS,False,131,194
ENSG00000140262.17,chr15,57263111,57263870,PAS,False,145,195
ENSG00000159459.11,chr15,43017094,43017181,PAS,True,49,112
ENSG00000159459.11,chr15,43032600,43032631,PAS,True,95,109
ENSG00000159459.11,chr15,43105941,43106148,TSS,True,12,115
ENSG00000174442.11,chr15,66505391,66508840,3AS,False,145,178
ENSG00000174442.11,chr15,66548350,66550130,PAS,True,104,197
ENSG00000174442.11,chr15,66546590,66546705,PAS,True,100,197
ENSG00000140455.16,chr15,63504830,63532646,ES,False,126,155
ENSG00000140455.16,chr15,63504489,63504830,TSS,True,23,184
ENSG00000140455.16,chr15,63590660,63594641,PAS,True,23,174
ENSG00000140264.19,chr15,43793709,43794050,PAS,True,12,112
ENSG00000173575.20,chr15,92900174,92900824,TSS,True,34,117
ENSG00000173575.20,chr15,93002176,93002298,PAS,False,94,109
ENSG00000173575.20,chr15,92984329,92985213,PAS,True,83,109
ENSG00000137807.15,chr15,69423329,69426069,ES,False,80,121
ENSG00000137807.15,chr15,69438247,69438390,PAS,False,33,122
ENSG00000137807.15,chr15,69447791,69448427,PAS,True,92,123
ENSG00000103671.9,chr15,64387771,64387964,TSS,True,20,142
ENSG00000138592.13,chr15,50424230,50424514,TSS,True,46,104
ENSG00000138592.13,chr15,50424347,50424654,TSS,True,71,104
ENSG00000104064.17,chr15,50289665,50300788,3AS,False,19,185
ENSG00000104064.17,chr15,50300902,50301256,5AS,False,118,182
ENSG00000104064.17,chr15,50277251,50278784,PAS,True,27,187
ENSG00000104064.17,chr15,50283536,50286183,PAS,True,160,187
ENSG00000129003.17,chr15,61964715,61964861,PAS,True,36,113
ENSG00000129003.17,chr15,62060274,62060493,TSS,True,15,120
ENSG00000140374.15,chr15,76292700,76311349,ES,False,30,116
ENSG00000140374.15,chr15,76311349,76311487,TSS,True,22,144
ENSG00000140374.15,chr15,76295590,76295738,TSS,True,125,144
ENSG00000260916.7,chr15,55408220,55408470,TSS,True,20,108
ENSG00000260916.7,chr15,55407846,55408373,TSS,False,94,108
ENSG00000140553.17,chr15,90935330,90935543,5AS,False,95,142
ENSG00000140553.17,chr15,90935216,90935330,TSS,True,59,154
ENSG00000140553.17,chr15,90935268,90935375,TSS,True,107,154
ENSG00000033800.13,chr15,68054293,68054350,TSS,True,34,186
ENSG00000033800.13,chr15,68086300,68086750,TSS,True,164,186
ENSG00000033800.13,chr15,68187541,68191462,PAS,True,32,178
ENSG00000140463.13,chr15,72735182,72735824,IR,True,137,155
ENSG00000140463.13,chr15,72686184,72686251,TSS,True,30,161
ENSG00000140463.13,chr15,72686204,72686564,TSS,True,144,161
ENSG00000167004.12,chr15,43771104,43773277,PAS,True,229,1628
ENSG00000167004.12,chr15,43769517,43769566,PAS,True,1461,1628
ENSG00000140416.20,chr15,63042137,63042943,TSS,True,127,333
ENSG00000140416.20,chr15,63048405,63048707,TSS,True,221,332
ENSG00000140416.20,chr15,63071089,63071915,PAS,True,45,333
ENSG00000198901.13,chr15,90966037,90967202,PAS,True,18,119
ENSG00000198901.13,chr15,90994406,90994772,TSS,True,26,125
ENSG00000198901.13,chr15,90970403,90970454,TSS,True,107,119
ENSG00000138614.14,chr15,65607425,65611097,3AS,False,30,195
ENSG00000138614.14,chr15,65607442,65611097,5AS,False,165,197
ENSG00000138614.14,chr15,65611097,65611613,TSS,True,59,268
ENSG00000138614.14,chr15,65610795,65611148,TSS,True,241,268
ENSG00000140575.12,chr15,90388211,90388396,TSS,True,92,584
ENSG00000140575.12,chr15,90476662,90476700,PAS,True,120,535
ENSG00000140575.12,chr15,90474484,90474694,PAS,True,462,534
ENSG00000128833.12,chr15,52256720,52260901,5AS,False,16,134
ENSG00000128833.12,chr15,52233928,52235763,PAS,True,79,138
ENSG00000128833.12,chr15,52250225,52251515,PAS,True,110,136
ENSG00000128833.12,chr15,52295609,52295810,TSS,True,20,147
ENSG00000273749.4,chr15,22980286,22980440,TSS,True,92,211
ENSG00000156958.14,chr15,49292537,49319603,ES,False,104,116
ENSG00000156958.14,chr15,49155658,49156016,TSS,True,33,118
ENSG00000156958.14,chr15,49170013,49170375,TSS,True,89,118
ENSG00000156958.14,chr15,49327951,49330758,PAS,True,13,118
ENSG00000067369.13,chr15,43493036,43493189,TSS,True,64,112
ENSG00000166477.12,chr15,51938024,51938260,PAS,True,87,153
ENSG00000166477.12,chr15,51951842,51951979,PAS,True,102,153
ENSG00000166477.12,chr15,51954521,51954575,PAS,True,135,153
ENSG00000166200.14,chr15,49137437,49139527,3AS,False,183,295
ENSG00000103591.12,chr15,67236820,67254558,5AS,False,284,322
ENSG00000103591.12,chr15,67254558,67254693,TSS,False,51,337
ENSG00000069956.11,chr15,52019198,52019376,TSS,True,38,226
ENSG00000137821.11,chr15,70892458,70892942,TSS,True,15,122
ENSG00000137821.11,chr15,71049408,71050095,PAS,True,54,121
ENSG00000137821.11,chr15,71037178,71037337,PAS,True,68,120
ENSG00000137822.12,chr15,43397321,43398040,3AS,False,87,124
ENSG00000137822.12,chr15,43404552,43405201,IR,True,109,126
ENSG00000137822.12,chr15,43371042,43371432,TSS,True,31,149
ENSG00000137822.12,chr15,43405201,43409769,PAS,True,36,145
ENSG00000086666.18,chr15,80059809,80120327,ES,False,155,204
ENSG00000086666.18,chr15,80072647,80120327,ES,False,50,111
ENSG00000086666.18,chr15,80059654,80059809,TSS,True,136,341
ENSG00000086666.18,chr15,80072548,80072647,TSS,True,229,341
ENSG00000276550.4,chr15,22494656,22494955,TSS,True,84,177
ENSG00000276550.4,chr15,22589942,22590888,PAS,False,135,171
ENSG00000276550.4,chr15,22589679,22590831,PAS,True,143,171
ENSG00000128739.22,chr15,24954852,24955062,TSS,True,32,305
ENSG00000177082.12,chr15,84653699,84654233,5AS,False,159,240
ENSG00000177082.12,chr15,84654226,84654343,TSS,False,182,263
ENSG00000177082.12,chr15,84654233,84654293,TSS,False,104,263
ENSG00000140386.12,chr15,76767088,76771741,5AS,False,93,152
ENSG00000140386.12,chr15,76728626,76728737,PAS,True,124,158
ENSG00000140386.12,chr15,76763665,76765072,PAS,True,107,158
ENSG00000140386.12,chr15,76905298,76905755,TSS,True,20,158
ENSG00000090487.10,chr15,64989664,64989951,TSS,True,21,186
ENSG00000213614.9,chr15,72345550,72346234,IR,True,189,221
ENSG00000213614.9,chr15,72353178,72355558,ES,False,35,219
ENSG00000213614.9,chr15,72343432,72344140,PAS,True,34,236
ENSG00000137831.14,chr15,70676591,70678098,ES,False,25,212
ENSG00000137831.14,chr15,70763329,70763564,TSS,True,72,222
ENSG00000137831.14,chr15,70701876,70702333,TSS,True,181,222
ENSG00000166938.12,chr15,66293391,66293735,TSS,True,29,144
ENSG00000166938.12,chr15,66333003,66333899,PAS,True,43,144
ENSG00000166938.12,chr15,66329220,66331397,PAS,True,119,143
ENSG00000171766.15,chr15,45378384,45378576,TSS,True,49,264
ENSG00000171766.15,chr15,45366370,45366507,TSS,True,235,264
ENSG00000134152.10,chr15,34137870,34142371,PAS,True,49,173
ENSG00000134152.10,chr15,34146126,34148750,PAS,True,145,172
ENSG00000182054.9,chr15,90102275,90102512,TSS,True,17,158
ENSG00000140299.11,chr15,59689134,59689345,TSS,True,26,116
ENSG00000179010.14,chr4,6640708,6640827,IR,False,214,752
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,543,757
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,220,757
ENSG00000168214.20,chr4,26321048,26386352,ES,False,117,145
ENSG00000168214.20,chr4,26430053,26430418,IR,True,203,228
ENSG00000168214.20,chr4,26319847,26320815,TSS,True,245,284
ENSG00000168214.20,chr4,26320803,26321048,TSS,True,139,284
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,82,130
ENSG00000109180.14,chr4,48831092,48831496,TSS,True,80,130
ENSG00000251022.6,chr4,82894847,82900076,ES,False,16,112
ENSG00000152795.17,chr4,82424883,82425562,IR,False,66,170
ENSG00000152795.17,chr4,82425667,82426036,IR,False,72,178
ENSG00000090316.15,chr4,1289834,1289982,TSS,True,14,110
ENSG00000138772.12,chr4,78595887,78597318,IR,True,592,676
ENSG00000129187.14,chr4,182915575,182917310,5AS,False,62,163
ENSG00000129187.14,chr4,182917287,182917475,TSS,True,74,174
ENSG00000129187.14,chr4,182917310,182917565,TSS,True,109,174
ENSG00000171557.16,chr4,154604137,154605066,PAS,True,124,145
ENSG00000171557.16,chr4,154604060,154604354,PAS,True,21,145
ENSG00000171557.16,chr4,154612744,154612931,TSS,True,130,145
ENSG00000171557.16,chr4,154612531,154612656,TSS,True,16,145
ENSG00000053900.10,chr4,25377344,25377417,IR,False,98,122
ENSG00000053900.10,chr4,25405619,25406828,5AS,False,106,129
ENSG00000053900.10,chr4,25377126,25377344,TSS,False,34,132
ENSG00000053900.10,chr4,25377227,25377556,TSS,True,105,132
ENSG00000168564.5,chr4,183445634,183446087,5AS,False,55,103
ENSG00000078177.13,chr4,40057030,40097226,ES,True,38,144
ENSG00000078177.13,chr4,40057030,40102074,ES,True,24,216
ENSG00000078177.13,chr4,40073551,40097226,ES,True,79,102
ENSG00000078177.13,chr4,40073551,40102074,ES,False,35,144
ENSG00000078177.13,chr4,40097569,40102074,ES,False,97,144
ENSG00000138758.11,chr4,76949691,76949930,TSS,True,49,118
ENSG00000072201.13,chr4,53591387,53591576,TSS,True,14,116
ENSG00000164104.11,chr4,173334271,173334447,TSS,False,19,147
ENSG00000109805.9,chr4,17843301,17848063,PAS,True,92,131
ENSG00000109805.9,chr4,17840070,17841879,PAS,True,103,131
ENSG00000109805.9,chr4,17834298,17834392,PAS,True,80,131
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,85,405
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,336,405
ENSG00000163743.13,chr4,75514196,75514426,TSS,True,11,105
ENSG00000170502.12,chr4,87422567,87423012,TSS,True,16,128
ENSG00000164134.12,chr4,139370210,139370325,PAS,True,24,155
ENSG00000153130.17,chr4,140373564,140373717,TSS,True,252,639
ENSG00000153130.17,chr4,140343499,140343708,TSS,True,412,644
ENSG00000145216.15,chr4,53377923,53379224,ES,False,90,132
ENSG00000145216.15,chr4,53391139,53399729,ES,False,107,127
ENSG00000145216.15,chr4,53399839,53425871,ES,False,52,133
ENSG00000145216.15,chr4,53428183,53442652,ES,False,73,132
ENSG00000132466.18,chr4,73135262,73139530,3AS,False,27,104
ENSG00000132466.18,chr4,73097357,73098520,PAS,False,118,137
ENSG00000132466.18,chr4,73102143,73102547,PAS,False,26,137
ENSG00000132466.18,chr4,73142639,73142704,TSS,True,56,150
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,452,865
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,775,865
ENSG00000109332.19,chr4,102827943,102828141,TSS,False,625,865
ENSG00000164305.18,chr4,184638468,184649394,ES,False,246,276
ENSG00000109270.12,chr4,99892034,99894334,ES,False,14,132
ENSG00000014824.13,chr4,42086081,42091812,PAS,True,67,227
ENSG00000014824.13,chr4,42078211,42078909,PAS,True,200,226
ENSG00000174780.16,chr4,56501683,56503681,PAS,True,287,336
ENSG00000174780.16,chr4,56491430,56491674,PAS,True,93,336
ENSG00000138757.14,chr4,75648741,75655065,ES,False,177,202
ENSG00000138757.14,chr4,75673207,75673440,TSS,True,80,249
ENSG00000138757.14,chr4,75724275,75725315,TSS,True,219,250
ENSG00000047315.15,chr4,56978830,56979004,TSS,True,23,159
ENSG00000047315.15,chr4,57005245,57005375,PAS,True,118,143
ENSG00000047315.15,chr4,57030898,57031162,PAS,True,53,159
ENSG00000168769.13,chr4,105146979,105233896,ES,False,44,132
ENSG00000168769.13,chr4,105146518,105146979,TSS,True,27,166
ENSG00000163322.13,chr4,83469151,83476642,ES,True,25,210
ENSG00000109572.13,chr4,169713295,169719906,ES,False,129,184
ENSG00000109572.13,chr4,169620514,169621063,TSS,True,147,224
ENSG00000109572.13,chr4,169660192,169660448,TSS,False,108,221
ENSG00000109572.13,chr4,169719906,169723188,PAS,True,33,219
ENSG00000145293.15,chr4,82430884,82447919,5AS,False,61,281
ENSG00000145293.15,chr4,82430568,82430913,TSS,True,69,289
ENSG00000145293.15,chr4,82429641,82430884,TSS,True,228,289
ENSG00000151725.11,chr4,184697803,184702088,ES,False,26,107
ENSG00000109586.11,chr4,173168323,173168961,TSS,True,27,183
ENSG00000164039.14,chr4,103085462,103085698,IR,False,73,197
ENSG00000164039.14,chr4,103085462,103086479,5AS,False,186,255
ENSG00000164039.14,chr4,103085462,103086479,IR,False,186,310
ENSG00000171497.4,chr4,158708162,158709824,PAS,True,27,230
ENSG00000164144.15,chr4,152780091,152829624,5AS,False,37,116
ENSG00000164144.15,chr4,152863714,152872451,ES,False,71,127
ENSG00000164144.15,chr4,152779872,152780226,TSS,True,47,127
ENSG00000164144.15,chr4,152779850,152780091,TSS,True,85,127
ENSG00000178988.10,chr4,6708643,6709230,5AS,True,96,108
ENSG00000178988.10,chr4,6708643,6709230,IR,True,96,117
ENSG00000178988.10,chr4,6707700,6708643,PAS,False,21,130
ENSG00000178988.10,chr4,6709230,6709883,TSS,True,34,130
ENSG00000118564.14,chr4,15655203,15655409,TSS,True,37,368
ENSG00000090989.17,chr4,55853797,55858313,5AS,False,33,148
ENSG00000090989.17,chr4,55853644,55853797,TSS,True,125,158
ENSG00000090989.17,chr4,55853619,55853953,TSS,True,43,158
ENSG00000090989.17,chr4,55904342,55905096,PAS,True,110,158
ENSG00000090989.17,chr4,55899684,55899821,PAS,True,71,158
ENSG00000138674.16,chr4,82881937,82891087,3AS,False,22,104
ENSG00000138674.16,chr4,82817500,82819253,PAS,True,98,134
ENSG00000138674.16,chr4,82856968,82857130,PAS,True,100,118
ENSG00000138674.16,chr4,82860658,82863392,PAS,True,93,117
ENSG00000138674.16,chr4,82864385,82864598,PAS,True,89,117
ENSG00000138674.16,chr4,82891087,82891255,TSS,False,29,134
ENSG00000138698.14,chr4,98261569,98293407,3AS,False,77,109
ENSG00000138698.14,chr4,98352601,98391951,ES,False,17,101
ENSG00000138698.14,chr4,98441989,98443865,PAS,True,15,110
ENSG00000007062.11,chr4,16083977,16084282,TSS,False,65,174
ENSG00000007062.11,chr4,16083664,16083972,TSS,True,155,174
ENSG00000132463.13,chr4,70839470,70839959,TSS,False,111,140
ENSG00000132463.13,chr4,70839227,70839890,TSS,False,115,140
ENSG00000132463.13,chr4,70839176,70839357,TSS,True,98,140
ENSG00000153147.5,chr4,143513443,143514101,TSS,False,52,449
ENSG00000153147.5,chr4,143543852,143543972,PAS,True,336,430
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,395,444
ENSG00000153147.5,chr4,143547927,143548141,PAS,True,380,443
ENSG00000153147.5,chr4,143544736,143544840,PAS,True,389,435
ENSG00000153147.5,chr4,143547384,143547465,PAS,True,397,443
ENSG00000154556.18,chr4,185585444,185587688,PAS,True,42,131
ENSG00000154556.18,chr4,185773462,185775366,PAS,True,87,100
ENSG00000154556.18,chr4,185811663,185812516,TSS,True,38,132
ENSG00000141127.14,chr17,18858261,18865801,ES,False,66,205
ENSG00000141127.14,chr17,18865952,18872582,ES,False,24,219
ENSG00000141127.14,chr17,18858099,18858261,TSS,True,27,232
ENSG00000109084.13,chr17,28319109,28319365,TSS,True,22,192
ENSG00000141027.20,chr17,16126206,16137310,3AS,False,137,251
ENSG00000141027.20,chr17,16149517,16151945,ES,False,184,385
ENSG00000141027.20,chr17,16194639,16215361,ES,False,319,383
ENSG00000141027.20,chr17,16029156,16032483,PAS,True,401,447
ENSG00000141027.20,chr17,16126116,16126206,PAS,False,259,396
ENSG00000141027.20,chr17,16126101,16126209,PAS,True,283,396
ENSG00000141027.20,chr17,16136201,16137412,PAS,True,350,396
ENSG00000141027.20,chr17,16146386,16146548,PAS,True,340,395
ENSG00000141027.20,chr17,16215361,16215591,TSS,True,63,447
ENSG00000244045.12,chr17,28357881,28358915,IR,True,129,144
ENSG00000244045.12,chr17,28357642,28357881,TSS,True,18,149
ENSG00000188554.13,chr17,43190776,43193093,ES,True,17,136
ENSG00000188554.13,chr17,43171179,43171302,TSS,True,51,179
ENSG00000188554.13,chr17,43209900,43211688,PAS,True,32,171
ENSG00000076382.16,chr17,28577562,28577770,PAS,True,17,123
ENSG00000076382.16,chr17,28598895,28600253,TSS,True,43,123
ENSG00000076382.16,chr17,28584332,28585051,TSS,True,105,122
ENSG00000108423.14,chr17,59878334,59886082,ES,False,13,101
ENSG00000108423.14,chr17,59886230,59892696,ES,False,23,100
ENSG00000130935.9,chr17,67743742,67744208,PAS,True,43,303
ENSG00000185624.14,chr17,81860326,81860636,TSS,True,41,314
ENSG00000108671.10,chr17,32480752,32483319,PAS,True,68,627
ENSG00000186566.12,chr17,44395276,44401453,PAS,True,31,116
ENSG00000186566.12,chr17,44473152,44474903,PAS,True,77,104
ENSG00000186566.12,chr17,44503325,44503628,TSS,True,19,122
ENSG00000094804.10,chr17,40301911,40304656,PAS,True,13,128
ENSG00000131473.16,chr17,41918879,41919084,TSS,True,84,163
ENSG00000278053.4,chr17,37609738,37614353,PAS,True,182,303
ENSG00000278053.4,chr17,37619767,37619839,PAS,False,132,301
ENSG00000166260.11,chr17,54962915,54963305,IR,False,156,185
ENSG00000166260.11,chr17,54961208,54962915,PAS,False,33,188
ENSG00000166260.11,chr17,54959634,54963431,PAS,True,158,187
ENSG00000136485.14,chr17,63550459,63550815,TSS,True,56,175
ENSG00000070540.12,chr17,68450897,68457341,ES,False,23,106
ENSG00000070540.12,chr17,68421279,68421820,PAS,True,14,110
ENSG00000141198.15,chr17,54900923,54903707,3AS,False,171,192
ENSG00000141198.15,chr17,54961234,54964677,PAS,True,59,236
ENSG00000141198.15,chr17,54937108,54938515,PAS,True,189,231
ENSG00000171928.13,chr17,18781147,18781305,TSS,True,32,278
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,86,191
ENSG00000141279.15,chr17,47545906,47545993,TSS,True,165,191
ENSG00000141279.15,chr17,47569412,47569494,TSS,False,169,191
ENSG00000108946.14,chr17,68511720,68512142,TSS,True,526,599
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,194,599
ENSG00000006042.11,chr17,32928237,32931474,ES,False,80,487
ENSG00000006042.11,chr17,32928237,32931474,3AS,False,80,108
ENSG00000010244.18,chr17,32365487,32367771,ES,False,76,440
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,42,274
ENSG00000184009.11,chr17,81510329,81510478,IR,False,729,2383
ENSG00000184009.11,chr17,81509970,81510329,PAS,True,1659,2403
ENSG00000184009.11,chr17,81509970,81510833,PAS,True,750,2384
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,53,399
ENSG00000062716.12,chr17,59707510,59707748,TSS,False,41,380
ENSG00000133193.12,chr17,73209768,73227164,ES,False,128,151
ENSG00000132386.10,chr17,1761892,1762113,TSS,False,25,239
ENSG00000005156.11,chr17,34980445,34980622,TSS,True,25,110
ENSG00000258890.6,chr17,64514358,64519320,ES,False,50,105
ENSG00000258890.6,chr17,64537602,64537951,PAS,True,90,133
ENSG00000258890.6,chr17,64514247,64516925,PAS,True,110,129
ENSG00000258890.6,chr17,64534584,64537942,PAS,False,115,133
ENSG00000258890.6,chr17,64532838,64533008,PAS,True,119,133
ENSG00000087995.15,chr17,62424012,62424218,IR,False,75,126
ENSG00000087995.15,chr17,62423881,62424310,TSS,True,76,127
ENSG00000087995.15,chr17,62423884,62424012,TSS,True,52,127
ENSG00000087995.15,chr17,62448574,62449604,PAS,True,17,127
ENSG00000108465.14,chr17,47974448,47975158,IR,False,160,257
ENSG00000108465.14,chr17,47975653,47975868,IR,False,159,265
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,53,280
ENSG00000108465.14,chr17,47971020,47971407,TSS,True,249,280
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,36,260
ENSG00000167721.10,chr17,2336330,2337628,TSS,False,38,207
ENSG00000109046.14,chr17,27306882,27309099,ES,True,988,1176
ENSG00000109046.14,chr17,27306882,27309099,3AS,False,988,1294
ENSG00000109046.14,chr17,27307907,27309099,5AS,True,35,183
ENSG00000109046.14,chr17,27307919,27309099,5AS,True,128,143
ENSG00000109046.14,chr17,27307919,27309099,IR,True,128,435
ENSG00000109046.14,chr17,27312209,27313631,PAS,True,261,1757
ENSG00000168259.14,chr17,41987910,41988731,IR,True,144,196
ENSG00000168259.14,chr17,41976420,41976770,PAS,True,105,204
ENSG00000168259.14,chr17,41983563,41983636,PAS,True,168,204
ENSG00000168259.14,chr17,41986549,41988896,PAS,True,156,202
ENSG00000168259.14,chr17,42017339,42017940,TSS,True,41,204
ENSG00000168259.14,chr17,42017051,42017170,TSS,True,183,204
ENSG00000132475.10,chr17,75778720,75778809,IR,True,17,168
ENSG00000141580.15,chr17,82648273,82648609,TSS,True,17,165
ENSG00000108654.14,chr17,64500326,64502009,3AS,True,14,127
ENSG00000159217.9,chr17,48996835,48997920,TSS,True,79,101
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,70,178
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,30,208
ENSG00000175061.17,chr17,16439414,16440184,ES,False,653,848
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,114,892
