gene,chr,start,end,splice_type,novel,type_B_pancreatic_cell_ENCFF973OML_in_cov,type_B_pancreatic_cell_ENCFF973OML_total_cov
ENSG00000155096.13,chr8,102843747,102858012,ES,False,153,197
ENSG00000155096.13,chr8,102863806,102864170,TSS,True,27,228
ENSG00000104343.19,chr8,73878807,73878880,TSS,True,14,119
ENSG00000019549.11,chr8,48921186,48921431,TSS,True,40,370
ENSG00000198363.17,chr8,61638360,61642887,3AS,False,114,668
ENSG00000198363.17,chr8,61643433,61644599,ES,False,223,681
ENSG00000198363.17,chr8,61644632,61651049,ES,False,229,680
ENSG00000198363.17,chr8,61681036,61684038,ES,False,333,708
ENSG00000198363.17,chr8,61623699,61626280,PAS,True,105,721
ENSG00000169398.19,chr8,140658381,140659678,PAS,True,42,113
ENSG00000169398.19,chr8,140697852,140701022,PAS,True,94,105
ENSG00000169398.19,chr8,141001124,141001674,TSS,True,45,114
ENSG00000169490.16,chr8,38995405,38996212,3AS,False,144,177
ENSG00000161016.17,chr8,144792365,144792428,TSS,False,112,1097
ENSG00000182307.13,chr8,145052497,145052585,IR,False,130,207
ENSG00000182307.13,chr8,145052437,145052497,TSS,False,94,224
ENSG00000182307.13,chr8,145052464,145052897,TSS,True,146,224
ENSG00000186106.11,chr8,100529860,100533208,ES,False,124,139
ENSG00000186106.11,chr8,100533311,100559710,5AS,False,118,136
ENSG00000186106.11,chr8,100559710,100559773,TSS,False,33,154
ENSG00000186106.11,chr8,100559531,100559766,TSS,True,133,154
ENSG00000153310.19,chr8,129871496,129903311,ES,False,40,229
ENSG00000153310.19,chr8,129903350,129939607,ES,False,102,162
ENSG00000153310.19,chr8,129939607,129939904,TSS,True,78,241
ENSG00000153310.19,chr8,130016369,130016704,TSS,True,197,241
ENSG00000121022.13,chr8,67061853,67062151,TSS,True,30,240
ENSG00000179950.13,chr8,143818534,143821596,ES,False,189,380
ENSG00000179950.13,chr8,143821913,143829279,ES,False,58,338
ENSG00000179950.13,chr8,143824396,143829279,3AS,False,41,280
ENSG00000179950.13,chr8,143829279,143829376,TSS,True,53,392
ENSG00000170791.17,chr8,56211837,56214597,ES,False,96,182
ENSG00000170791.17,chr8,56214667,56216432,3AS,False,105,184
ENSG00000164924.17,chr8,100951928,100952852,TSS,True,343,552
ENSG00000129422.14,chr8,17753716,17755962,TSS,True,104,134
ENSG00000173281.4,chr8,9150562,9150713,TSS,False,27,111
ENSG00000104388.14,chr8,60516905,60517253,TSS,True,17,100
ENSG00000129691.15,chr8,38105516,38105738,TSS,True,37,181
ENSG00000129691.15,chr8,38105528,38106139,TSS,True,157,181
ENSG00000104529.17,chr8,143586849,143597347,3AS,False,41,248
ENSG00000156469.8,chr8,96239345,96239685,PAS,True,14,111
ENSG00000156469.8,chr8,96261500,96261619,TSS,True,16,111
ENSG00000136960.12,chr8,119580167,119582429,5AS,False,333,714
ENSG00000136960.12,chr8,119638747,119638893,TSS,True,276,724
ENSG00000136960.12,chr8,119673251,119673698,TSS,False,491,724
ENSG00000155975.9,chr8,17294986,17298024,PAS,True,24,130
ENSG00000155975.9,chr8,17286346,17287678,PAS,True,115,128
ENSG00000184661.13,chr8,25460300,25460383,IR,False,195,224
ENSG00000184661.13,chr8,25506509,25511308,PAS,True,91,232
ENSG00000184661.13,chr8,25488551,25491216,PAS,True,171,232
ENSG00000129696.12,chr8,33503935,33509745,ES,False,17,120
ENSG00000129696.12,chr8,33512712,33513081,IR,True,63,110
ENSG00000129696.12,chr8,33511966,33513162,TSS,True,83,131
ENSG00000129696.12,chr8,33513081,33513153,TSS,False,67,131
ENSG00000169439.11,chr8,96493607,96494331,TSS,True,18,128
ENSG00000137573.13,chr8,69466621,69466950,TSS,True,72,110
ENSG00000137573.13,chr8,69576009,69576209,TSS,True,59,107
ENSG00000137573.13,chr8,69658504,69660919,PAS,True,66,106
ENSG00000137573.13,chr8,69627771,69627866,PAS,True,74,102
ENSG00000168615.11,chr8,38996752,38997160,TSS,True,18,115
ENSG00000253729.7,chr8,47773106,47774377,PAS,True,198,225
ENSG00000253729.7,chr8,47786723,47789049,PAS,True,158,202
ENSG00000253729.7,chr8,47915338,47915418,PAS,True,107,125
ENSG00000253729.7,chr8,47918276,47918383,PAS,True,101,125
ENSG00000253729.7,chr8,47928572,47930012,PAS,True,62,122
ENSG00000253729.7,chr8,47959972,47960199,TSS,True,105,226
ENSG00000137575.11,chr8,58572314,58575902,3AS,False,532,1720
ENSG00000104613.11,chr8,19851648,19852081,PAS,True,31,263
ENSG00000067167.7,chr8,70608076,70608444,TSS,True,20,189
ENSG00000198791.11,chr8,17230848,17232426,IR,True,88,104
ENSG00000198791.11,chr8,17226029,17230848,PAS,True,26,114
ENSG00000198791.11,chr8,17229227,17232537,PAS,True,96,112
ENSG00000198791.11,chr8,17246674,17246871,TSS,True,19,119
ENSG00000064313.11,chr8,119730770,119732186,PAS,True,108,121
ENSG00000064313.11,chr8,119788334,119788447,PAS,False,14,118
ENSG00000064313.11,chr8,119832481,119834349,TSS,True,20,121
ENSG00000047249.17,chr8,53801896,53814661,ES,False,83,334
ENSG00000047249.17,chr8,53843033,53843431,TSS,False,36,339
ENSG00000164683.16,chr8,79766732,79767008,5AS,False,149,175
ENSG00000164683.16,chr8,79767574,79767832,TSS,False,20,197
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,176,368
ENSG00000070756.15,chr8,100706650,100706798,TSS,True,288,364
ENSG00000076554.15,chr8,80171424,80171633,TSS,True,28,155
ENSG00000104320.13,chr8,89981523,89982721,ES,False,134,149
ENSG00000104320.13,chr8,89933325,89935612,PAS,True,142,159
ENSG00000104320.13,chr8,89953033,89953691,PAS,True,68,157
ENSG00000104320.13,chr8,89955283,89955555,PAS,True,116,157
ENSG00000079102.16,chr8,92102856,92103365,TSS,True,97,114
ENSG00000079102.16,chr8,92062545,92062890,TSS,True,69,109
ENSG00000079102.16,chr8,92095027,92095293,TSS,True,94,114
ENSG00000188343.12,chr8,93728204,93731798,PAS,True,30,163
ENSG00000188343.12,chr8,93704908,93705948,PAS,True,138,161
ENSG00000128915.11,chr15,60468162,60476062,3AS,False,58,136
ENSG00000128915.11,chr15,60419606,60423762,PAS,True,30,147
ENSG00000128915.11,chr15,60479002,60479217,TSS,True,18,147
ENSG00000174197.16,chr15,41660093,41660525,TSS,False,78,156
ENSG00000174197.16,chr15,41621499,41621589,TSS,False,137,156
ENSG00000174197.16,chr15,41713150,41713473,PAS,True,29,133
ENSG00000174197.16,chr15,41729163,41729659,PAS,True,121,135
ENSG00000174197.16,chr15,41762128,41762210,PAS,True,135,151
ENSG00000159322.17,chr15,72752892,72755555,3AS,False,128,250
ENSG00000159322.17,chr15,72751294,72752895,PAS,True,141,261
ENSG00000159322.17,chr15,72751294,72752892,PAS,True,130,261
ENSG00000159322.17,chr15,72783458,72783781,TSS,True,34,266
ENSG00000104164.10,chr15,45587180,45587525,TSS,True,13,105
ENSG00000137824.15,chr15,40754790,40755198,5AS,False,41,121
ENSG00000137824.15,chr15,40755082,40755282,TSS,True,52,131
ENSG00000137824.15,chr15,40755198,40755282,TSS,True,90,131
ENSG00000140262.17,chr15,57251423,57253261,ES,False,107,160
ENSG00000140262.17,chr15,56918481,56918906,TSS,True,87,210
ENSG00000140262.17,chr15,57219372,57219590,TSS,True,162,199
ENSG00000140262.17,chr15,57286156,57291295,PAS,True,138,192
ENSG00000140262.17,chr15,57262093,57262196,PAS,False,118,184
ENSG00000140262.17,chr15,57263111,57263870,PAS,False,141,185
ENSG00000174442.11,chr15,66505391,66508840,3AS,False,134,179
ENSG00000174442.11,chr15,66548350,66550130,PAS,True,88,183
ENSG00000174442.11,chr15,66546590,66546705,PAS,True,102,183
ENSG00000166855.9,chr15,65148850,65150913,PAS,True,58,139
ENSG00000166855.9,chr15,65152318,65152536,PAS,True,117,139
ENSG00000166855.9,chr15,65153650,65155081,PAS,True,115,139
ENSG00000140455.16,chr15,63504830,63532646,ES,False,113,147
ENSG00000140455.16,chr15,63590660,63594641,PAS,True,18,160
ENSG00000128951.13,chr15,48331405,48331479,TSS,True,90,106
ENSG00000128951.13,chr15,48331399,48332406,TSS,False,24,106
ENSG00000173575.20,chr15,92900174,92900824,TSS,True,59,134
ENSG00000173575.20,chr15,92996956,92997095,PAS,False,106,122
ENSG00000173575.20,chr15,93002176,93002298,PAS,False,110,123
ENSG00000173575.20,chr15,92984329,92985213,PAS,True,107,122
ENSG00000173575.20,chr15,92942842,92943039,PAS,True,83,102
ENSG00000137807.15,chr15,69423329,69426069,ES,False,106,196
ENSG00000137807.15,chr15,69438247,69438390,PAS,False,72,199
ENSG00000137807.15,chr15,69447791,69448427,PAS,True,135,201
ENSG00000103671.9,chr15,64387771,64387964,TSS,True,23,164
ENSG00000138592.13,chr15,50424230,50424514,TSS,True,37,105
ENSG00000138592.13,chr15,50424347,50424654,TSS,True,80,105
ENSG00000138592.13,chr15,50498902,50501160,PAS,True,93,104
ENSG00000104064.17,chr15,50289665,50300788,3AS,False,17,135
ENSG00000104064.17,chr15,50300902,50301256,5AS,False,80,134
ENSG00000104064.17,chr15,50277251,50278784,PAS,True,26,137
ENSG00000104064.17,chr15,50283536,50286183,PAS,True,112,137
ENSG00000179335.18,chr15,74620225,74622493,ES,False,29,129
ENSG00000179335.18,chr15,74629032,74629706,IR,True,120,138
ENSG00000179335.18,chr15,74615703,74615898,TSS,False,29,141
ENSG00000179335.18,chr15,74629706,74630200,PAS,True,24,144
ENSG00000179335.18,chr15,74628941,74630201,PAS,True,125,142
ENSG00000140374.15,chr15,76292700,76311349,ES,False,39,224
ENSG00000140374.15,chr15,76311349,76311487,TSS,True,34,264
ENSG00000140374.15,chr15,76295590,76295738,TSS,True,232,264
ENSG00000260916.7,chr15,55408220,55408470,TSS,True,20,129
ENSG00000140553.17,chr15,90935330,90935543,5AS,False,251,415
ENSG00000140553.17,chr15,90935216,90935330,TSS,True,189,440
ENSG00000140553.17,chr15,90935268,90935375,TSS,True,275,440
ENSG00000140157.14,chr15,22838643,22838921,TSS,True,33,124
ENSG00000140157.14,chr15,22838647,22839174,TSS,True,110,124
ENSG00000237289.9,chr15,43592985,43594367,TSS,True,167,197
ENSG00000237289.9,chr15,43593059,43593271,TSS,True,31,197
ENSG00000182718.16,chr15,60386086,60397942,ME,False,206,230
ENSG00000166946.13,chr15,43192803,43194414,ES,False,133,149
ENSG00000033800.13,chr15,68054293,68054350,TSS,True,27,204
ENSG00000167004.12,chr15,43771104,43773277,PAS,True,331,2404
ENSG00000140416.20,chr15,63060939,63061712,IR,True,91,102
ENSG00000198901.13,chr15,90966653,90969523,3AS,True,14,104
ENSG00000198901.13,chr15,90967202,90969523,5AS,False,79,163
ENSG00000198901.13,chr15,90966037,90967202,PAS,True,39,213
ENSG00000198901.13,chr15,90966037,90966653,PAS,True,195,218
ENSG00000198901.13,chr15,90994406,90994772,TSS,True,37,218
ENSG00000138614.14,chr15,65607425,65611097,3AS,False,22,114
ENSG00000138614.14,chr15,65607442,65611097,5AS,False,92,127
ENSG00000138614.14,chr15,65611097,65611613,TSS,True,59,175
ENSG00000138614.14,chr15,65610795,65611148,TSS,True,149,175
ENSG00000138614.14,chr15,65610685,65611205,TSS,True,156,175
ENSG00000166922.8,chr15,32679915,32684559,3AS,False,151,299
ENSG00000140575.12,chr15,90388211,90388396,TSS,True,74,394
ENSG00000140575.12,chr15,90476662,90476700,PAS,True,98,354
ENSG00000140575.12,chr15,90474484,90474694,PAS,True,300,353
ENSG00000273749.4,chr15,22867051,22870192,PAS,True,24,238
ENSG00000273749.4,chr15,22980286,22980440,TSS,True,74,240
ENSG00000103994.17,chr15,42490979,42491144,TSS,True,69,109
ENSG00000103994.17,chr15,42456957,42457532,TSS,True,80,109
ENSG00000140395.8,chr15,78283229,78283521,PAS,True,18,123
ENSG00000156958.14,chr15,49292537,49319603,ES,False,89,103
ENSG00000156958.14,chr15,49155658,49156016,TSS,True,21,106
ENSG00000156958.14,chr15,49170013,49170375,TSS,True,90,106
ENSG00000067369.13,chr15,43493036,43493189,TSS,True,54,101
ENSG00000166477.12,chr15,51938024,51938260,PAS,True,147,268
ENSG00000166477.12,chr15,51951842,51951979,PAS,True,180,268
ENSG00000166477.12,chr15,51954521,51954575,PAS,True,226,268
ENSG00000166200.14,chr15,49137437,49139527,3AS,False,187,355
ENSG00000131876.16,chr15,101285801,101286213,IR,False,86,114
ENSG00000131876.16,chr15,101286293,101286907,IR,False,84,113
ENSG00000128928.8,chr15,40418129,40421308,PAS,True,34,265
ENSG00000103995.13,chr15,48755908,48756553,PAS,True,75,117
ENSG00000103995.13,chr15,48768954,48769081,PAS,False,104,117
ENSG00000103995.13,chr15,48760143,48760266,PAS,True,103,117
ENSG00000103995.13,chr15,48772506,48772691,PAS,False,88,117
ENSG00000103591.12,chr15,67236820,67254558,5AS,False,217,253
ENSG00000103591.12,chr15,67254558,67254693,TSS,False,41,259
ENSG00000069956.11,chr15,52019198,52019376,TSS,True,18,106
ENSG00000137821.11,chr15,71049408,71050095,PAS,True,38,117
ENSG00000137821.11,chr15,71037178,71037337,PAS,True,83,117
ENSG00000137804.12,chr15,41349241,41351032,3AS,False,28,137
ENSG00000137804.12,chr15,41358258,41365404,3AS,False,63,132
ENSG00000166963.12,chr15,43510950,43511226,TSS,False,80,149
ENSG00000166963.12,chr15,43517606,43517700,TSS,False,93,148
ENSG00000137822.12,chr15,43397321,43398040,3AS,False,106,144
ENSG00000137822.12,chr15,43404552,43405201,IR,True,135,154
ENSG00000137822.12,chr15,43371042,43371432,TSS,True,26,167
ENSG00000137822.12,chr15,43405201,43409769,PAS,True,30,164
ENSG00000134138.19,chr15,36892459,36895150,ES,False,20,105
ENSG00000134138.19,chr15,36895240,36896627,3AS,False,63,104
ENSG00000134138.19,chr15,37097966,37098696,TSS,True,89,122
ENSG00000134138.19,chr15,36896627,36897073,TSS,True,92,114
ENSG00000140297.12,chr15,59611280,59611981,TSS,True,78,206
ENSG00000140297.12,chr15,59616473,59616881,TSS,True,155,206
ENSG00000086666.18,chr15,80059809,80120327,ES,False,160,216
ENSG00000086666.18,chr15,80072647,80120327,ES,False,58,131
ENSG00000086666.18,chr15,80059654,80059809,TSS,True,150,367
ENSG00000086666.18,chr15,80072548,80072647,TSS,True,236,367
ENSG00000276550.4,chr15,22494656,22494955,TSS,True,115,200
ENSG00000276550.4,chr15,22561557,22561789,TSS,True,106,123
ENSG00000276550.4,chr15,22560784,22561454,TSS,False,109,124
ENSG00000276550.4,chr15,22589942,22590888,PAS,False,128,193
ENSG00000276550.4,chr15,22589679,22590831,PAS,True,162,193
ENSG00000137868.18,chr15,74195468,74195651,IR,False,100,113
ENSG00000137868.18,chr15,74179456,74180243,PAS,True,23,138
ENSG00000137868.18,chr15,74202712,74202986,TSS,True,112,142
ENSG00000137868.18,chr15,74197751,74197816,TSS,True,127,142
ENSG00000137868.18,chr15,74202417,74202644,TSS,False,104,142
ENSG00000137868.18,chr15,74208799,74209080,TSS,True,123,142
ENSG00000128739.22,chr15,24954852,24955062,TSS,True,42,419
ENSG00000275835.4,chr15,23027306,23030884,3AS,False,88,100
ENSG00000275835.4,chr15,22999175,22999866,PAS,False,74,109
ENSG00000275835.4,chr15,23005519,23006172,PAS,True,97,108
ENSG00000275835.4,chr15,23017964,23018041,PAS,True,64,106
ENSG00000275835.4,chr15,23039397,23039642,TSS,True,15,109
ENSG00000140525.17,chr15,89243946,89244033,TSS,True,76,118
ENSG00000140525.17,chr15,89243953,89244067,TSS,True,85,118
ENSG00000140525.17,chr15,89243953,89244044,TSS,True,103,118
ENSG00000140525.17,chr15,89316396,89318093,PAS,True,18,118
ENSG00000137770.13,chr15,44427195,44427772,TSS,True,23,108
ENSG00000177082.12,chr15,84645836,84646183,ES,False,166,206
ENSG00000177082.12,chr15,84647954,84648536,IR,False,208,238
ENSG00000177082.12,chr15,84653699,84654233,5AS,False,151,221
ENSG00000177082.12,chr15,84654226,84654343,TSS,False,173,243
ENSG00000177082.12,chr15,84654233,84654293,TSS,False,92,243
ENSG00000140386.12,chr15,76767088,76771741,5AS,False,81,115
ENSG00000140386.12,chr15,76663428,76665789,PAS,True,114,129
ENSG00000140386.12,chr15,76728626,76728737,PAS,True,93,129
ENSG00000140386.12,chr15,76763665,76765072,PAS,True,102,128
ENSG00000140386.12,chr15,76753826,76753948,PAS,True,113,128
ENSG00000140386.12,chr15,76905298,76905755,TSS,True,19,129
ENSG00000090487.10,chr15,64989664,64989951,TSS,True,21,145
ENSG00000213614.9,chr15,72353178,72355558,ES,False,54,488
ENSG00000213614.9,chr15,72343432,72344140,PAS,True,59,528
ENSG00000103978.15,chr15,42228820,42233212,ME,False,65,353
ENSG00000223572.9,chr15,43692861,43693103,TSS,True,43,165
ENSG00000223572.9,chr15,43693604,43694199,TSS,True,130,165
ENSG00000138629.15,chr15,74458896,74461107,5AS,False,53,124
ENSG00000138629.15,chr15,74461036,74461177,TSS,False,90,146
ENSG00000138629.15,chr15,74461107,74461179,TSS,True,87,146
ENSG00000140465.13,chr15,74723123,74725440,3AS,False,376,1021
ENSG00000140465.13,chr15,74725440,74725530,TSS,True,141,1182
ENSG00000137831.14,chr15,70676591,70678098,ES,False,21,195
ENSG00000137831.14,chr15,70763329,70763564,TSS,True,51,203
ENSG00000137831.14,chr15,70701876,70702333,TSS,True,168,203
ENSG00000166938.12,chr15,66293391,66293735,TSS,True,19,154
ENSG00000166938.12,chr15,66333003,66333899,PAS,True,35,153
ENSG00000166938.12,chr15,66329220,66331397,PAS,True,137,153
ENSG00000171766.15,chr15,45378384,45378576,TSS,True,24,124
ENSG00000171766.15,chr15,45366370,45366507,TSS,True,107,124
ENSG00000134152.10,chr15,34146850,34147199,IR,False,129,148
ENSG00000134152.10,chr15,34147289,34147379,IR,True,129,146
ENSG00000134152.10,chr15,34163690,34209950,ES,False,157,181
ENSG00000134152.10,chr15,34137870,34142371,PAS,True,59,186
ENSG00000134152.10,chr15,34146126,34148750,PAS,True,160,186
ENSG00000140299.11,chr15,59689134,59689345,TSS,True,26,106
ENSG00000179010.14,chr4,6640708,6640827,IR,False,510,1477
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,972,1482
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,516,1482
ENSG00000168214.20,chr4,26321048,26386352,ES,False,134,192
ENSG00000168214.20,chr4,26320803,26321048,TSS,True,58,250
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,103,178
ENSG00000109180.14,chr4,48831092,48831496,TSS,True,114,178
ENSG00000151726.13,chr4,184768450,184773080,ME,False,203,268
ENSG00000151726.13,chr4,184825915,184826101,TSS,True,251,294
ENSG00000151726.13,chr4,184805526,184805712,TSS,False,109,294
ENSG00000251022.6,chr4,82894847,82897988,ES,True,23,112
ENSG00000251022.6,chr4,82895774,82900076,ES,False,23,115
ENSG00000152795.17,chr4,82424883,82425562,IR,False,87,274
ENSG00000152795.17,chr4,82424883,82426036,IR,False,1123,1310
ENSG00000152795.17,chr4,82425667,82426036,IR,False,96,286
ENSG00000152795.17,chr4,82422746,82424883,PAS,True,223,1434
ENSG00000152795.17,chr4,82423203,82426129,PAS,True,1241,1425
ENSG00000138777.19,chr4,105369068,105369753,PAS,True,33,129
ENSG00000118785.13,chr4,87980126,87981474,ES,False,601,1884
ENSG00000064042.17,chr4,41360561,41360936,TSS,True,113,135
ENSG00000064042.17,chr4,41612582,41613098,TSS,False,78,135
ENSG00000064042.17,chr4,41697159,41700044,PAS,True,54,133
ENSG00000138772.12,chr4,78595887,78597318,IR,True,332,374
ENSG00000169744.12,chr4,16508683,16511980,3AS,False,25,101
ENSG00000169744.12,chr4,16501533,16502873,PAS,True,14,103
ENSG00000169744.12,chr4,16501536,16503131,PAS,True,92,103
ENSG00000169744.12,chr4,16898353,16898952,TSS,True,12,105
ENSG00000129187.14,chr4,182915575,182917310,5AS,False,57,137
ENSG00000129187.14,chr4,182917287,182917475,TSS,True,66,146
ENSG00000129187.14,chr4,182917310,182917565,TSS,True,86,146
ENSG00000171557.16,chr4,154604137,154605066,PAS,True,95,110
ENSG00000171557.16,chr4,154604060,154604354,PAS,True,15,110
ENSG00000168564.5,chr4,183445634,183446087,5AS,False,87,136
ENSG00000164128.6,chr4,163332481,163332843,TSS,True,79,358
ENSG00000164128.6,chr4,163344304,163344574,TSS,False,319,358
ENSG00000138640.14,chr4,88725888,88728659,PAS,True,105,142
ENSG00000138640.14,chr4,88731374,88731428,PAS,True,106,142
ENSG00000138640.14,chr4,88748073,88749033,PAS,False,119,140
ENSG00000138640.14,chr4,89056937,89057195,TSS,True,83,148
ENSG00000138640.14,chr4,88822975,88823773,TSS,True,61,116
ENSG00000138778.11,chr4,103171708,103174903,PAS,True,38,140
ENSG00000078177.13,chr4,40057030,40097226,ES,True,34,125
ENSG00000078177.13,chr4,40073551,40102074,ES,False,25,119
ENSG00000078177.13,chr4,40097569,40102074,ES,False,75,126
ENSG00000078177.13,chr4,40119931,40121888,PAS,True,20,177
ENSG00000138758.11,chr4,76949691,76949930,TSS,True,113,280
ENSG00000138758.11,chr4,77030782,77038607,PAS,True,76,176
ENSG00000138758.11,chr4,77034496,77040154,PAS,True,132,178
ENSG00000138758.11,chr4,77028628,77028761,PAS,True,146,173
ENSG00000109805.9,chr4,17843301,17848063,PAS,True,237,372
ENSG00000109805.9,chr4,17840070,17841879,PAS,True,291,372
ENSG00000109805.9,chr4,17834298,17834392,PAS,True,268,372
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,92,449
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,374,449
ENSG00000132406.11,chr4,4246343,4248105,5AS,True,85,108
ENSG00000132406.11,chr4,4235541,4236256,PAS,True,33,115
ENSG00000132406.11,chr4,4235541,4237077,PAS,True,96,113
ENSG00000132406.11,chr4,4248105,4248232,TSS,False,30,115
