gene,chr,start,end,splice_type,novel,chondrocyte_ENCFF469ATL_in_cov,chondrocyte_ENCFF469ATL_total_cov
ENSG00000135316.17,chr6,85611321,85615347,PAS,True,91,187
ENSG00000135316.17,chr6,85642796,85643330,TSS,True,45,192
ENSG00000135316.17,chr6,85643749,85644016,TSS,False,167,192
ENSG00000071242.11,chr6,166626920,166627281,TSS,False,56,271
ENSG00000112715.21,chr6,43778918,43781955,ES,False,76,112
ENSG00000112715.21,chr6,43778918,43784540,ES,False,180,294
ENSG00000112759.17,chr6,44219782,44227262,3AS,False,218,244
ENSG00000112759.17,chr6,44223641,44227262,ES,False,125,184
ENSG00000112759.17,chr6,44223641,44227262,3AS,True,125,201
ENSG00000112759.17,chr6,44226167,44227262,3AS,False,77,126
ENSG00000112759.17,chr6,44219282,44219782,TSS,True,301,566
ENSG00000112759.17,chr6,44223542,44223641,TSS,True,306,566
ENSG00000112531.16,chr6,163414377,163415335,TSS,True,26,179
ENSG00000112531.16,chr6,163570693,163573864,PAS,True,33,172
ENSG00000112079.8,chr6,36540204,36547189,3AS,True,71,123
ENSG00000120265.17,chr6,149802369,149810615,5AS,False,61,104
ENSG00000120265.17,chr6,149810615,149812368,PAS,True,19,123
ENSG00000120265.17,chr6,149802199,149803052,PAS,True,105,123
ENSG00000124570.19,chr6,2971116,2971342,TSS,True,88,109
ENSG00000124570.19,chr6,2971532,2972165,TSS,True,45,109
ENSG00000204580.13,chr6,30884170,30884710,TSS,True,54,117
ENSG00000131016.16,chr6,151351095,151353752,TSS,True,76,103
ENSG00000131016.16,chr6,151325675,151325885,TSS,False,87,104
ENSG00000131016.16,chr6,151240245,151240724,TSS,True,54,104
ENSG00000012660.13,chr6,53348816,53349169,TSS,True,21,123
ENSG00000112210.11,chr6,57221725,57222314,TSS,False,80,283
ENSG00000112210.11,chr6,57221318,57221653,TSS,False,243,283
ENSG00000013375.15,chr6,83188798,83193178,ES,False,23,221
ENSG00000146282.17,chr6,87520252,87521463,3AS,True,13,113
ENSG00000146282.17,chr6,87545699,87555407,ES,True,14,111
ENSG00000146282.17,chr6,87569590,87589921,5AS,True,45,106
ENSG00000146282.17,chr6,87589700,87590010,TSS,True,49,113
ENSG00000146282.17,chr6,87589921,87590011,TSS,False,65,113
ENSG00000198563.13,chr6,31541949,31542461,TSS,True,18,105
ENSG00000213722.8,chr6,31730050,31730268,TSS,True,16,124
ENSG00000112769.18,chr6,112254441,112254669,TSS,True,91,103
ENSG00000112769.18,chr6,112254458,112254719,TSS,True,71,103
ENSG00000112769.18,chr6,112253955,112254723,TSS,True,86,103
ENSG00000204574.12,chr6,30577913,30578075,3AS,False,43,104
ENSG00000204574.12,chr6,30571380,30571560,TSS,True,13,117
ENSG00000092820.17,chr6,158819316,158819418,TSS,True,58,152
ENSG00000092820.17,chr6,158818081,158818419,TSS,True,110,152
ENSG00000237441.9,chr6,33293524,33293603,IR,False,105,118
ENSG00000237441.9,chr6,33295759,33296027,IR,False,90,112
ENSG00000237441.9,chr6,33298454,33298928,TSS,True,94,121
ENSG00000237441.9,chr6,33298869,33299417,TSS,True,46,121
ENSG00000186340.15,chr6,169253723,169253903,TSS,True,624,3277
ENSG00000146250.6,chr6,83512694,83523421,ES,True,511,585
ENSG00000120254.15,chr6,150885734,150887844,3AS,False,61,140
ENSG00000120254.15,chr6,150865293,150866049,TSS,True,35,153
ENSG00000120254.15,chr6,151101525,151102237,PAS,True,16,152
ENSG00000137312.14,chr6,30742526,30742825,TSS,True,40,150
ENSG00000137312.14,chr6,30730021,30730112,TSS,True,126,149
ENSG00000156508.17,chr6,73520999,73521033,TSS,False,258,2227
ENSG00000204394.12,chr6,31792301,31792391,3AS,True,136,159
ENSG00000204394.12,chr6,31795545,31795986,TSS,False,62,173
ENSG00000204394.12,chr6,31794830,31795959,TSS,True,128,173
ENSG00000112146.16,chr6,53092824,53093465,IR,False,109,130
ENSG00000204525.16,chr6,31271998,31272133,TSS,False,29,206
ENSG00000118515.11,chr6,134174731,134174888,TSS,True,24,123
ENSG00000118515.11,chr6,134175543,134175923,TSS,False,108,123
ENSG00000112081.16,chr6,36598983,36601151,ES,False,121,182
ENSG00000096696.13,chr6,7541332,7542085,TSS,True,107,182
ENSG00000096696.13,chr6,7580336,7581569,TSS,True,157,179
ENSG00000277443.2,chr6,113857344,113857847,TSS,False,111,615
ENSG00000111799.20,chr6,75085365,75087576,3AS,False,138,406
ENSG00000111799.20,chr6,75084324,75086557,PAS,True,222,493
ENSG00000111799.20,chr6,75176619,75177935,PAS,True,56,111
ENSG00000111799.20,chr6,75084324,75085365,PAS,False,397,537
ENSG00000111799.20,chr6,75205776,75206204,TSS,True,435,537
ENSG00000227057.9,chr6,33280522,33280673,IR,False,91,107
ENSG00000118689.14,chr6,108559718,108560015,TSS,False,59,104
ENSG00000118689.14,chr6,108560843,108561829,TSS,True,72,104
ENSG00000137409.19,chr6,36970694,36972702,5AS,False,394,785
ENSG00000137285.9,chr6,3227486,3227655,TSS,False,17,167
ENSG00000197081.13,chr6,159969041,159969395,TSS,True,114,168
ENSG00000112576.12,chr6,42048500,42048962,TSS,True,104,142
ENSG00000112576.12,chr6,41941451,41941880,TSS,False,43,142
ENSG00000124783.13,chr6,7313041,7313316,TSS,True,22,171
ENSG00000157593.18,chr6,44257399,44257554,TSS,True,35,245
ENSG00000137267.5,chr6,3157406,3157547,TSS,False,39,358
ENSG00000005194.14,chr16,57439295,57440771,3AS,False,24,115
ENSG00000131165.14,chr16,89651646,89657581,3AS,True,19,184
ENSG00000131165.14,chr16,89657581,89657726,TSS,True,55,239
ENSG00000103549.21,chr16,30761581,30762360,TSS,True,45,119
ENSG00000167397.14,chr16,31091342,31094556,ES,False,15,137
ENSG00000205937.11,chr16,2264331,2268054,ES,False,84,177
ENSG00000205937.11,chr16,2268054,2268391,TSS,False,53,230
ENSG00000205937.11,chr16,2267662,2267859,TSS,False,204,230
ENSG00000135720.12,chr16,66751484,66751839,TSS,True,31,173
ENSG00000140937.13,chr16,65121879,65122142,TSS,True,139,629
ENSG00000087263.16,chr16,56450971,56451766,TSS,True,14,100
ENSG00000087263.16,chr16,56466165,56466268,TSS,True,88,100
ENSG00000197006.13,chr16,21625115,21655229,3AS,False,42,115
ENSG00000197006.13,chr16,21655229,21657470,PAS,True,73,115
ENSG00000197006.13,chr16,21655226,21657471,PAS,True,43,115
ENSG00000122390.18,chr16,3443662,3443827,TSS,True,110,127
ENSG00000122390.18,chr16,3457718,3458181,TSS,True,29,125
ENSG00000122390.18,chr16,3485466,3486958,PAS,True,25,123
ENSG00000122390.18,chr16,3484698,3486958,PAS,True,96,118
ENSG00000140983.13,chr16,668236,668352,IR,False,104,119
ENSG00000140983.13,chr16,668236,668357,3AS,False,12,116
ENSG00000140983.13,chr16,668569,668655,IR,False,110,133
ENSG00000140983.13,chr16,669606,670122,IR,False,113,127
ENSG00000140983.13,chr16,670175,670265,3AS,False,19,130
ENSG00000140983.13,chr16,671000,671082,IR,False,52,133
ENSG00000140983.13,chr16,672384,672488,IR,False,107,132
ENSG00000140983.13,chr16,672566,672702,IR,False,109,137
ENSG00000140983.13,chr16,668079,668236,TSS,True,24,140
ENSG00000008710.19,chr16,2097147,2097671,TSS,True,117,133
ENSG00000124067.16,chr16,67968438,67968667,TSS,True,22,141
ENSG00000059122.16,chr16,2930010,2930412,3AS,False,35,135
ENSG00000140943.16,chr16,84116734,84116991,TSS,True,22,163
ENSG00000182149.20,chr16,71923380,71927613,ES,True,16,142
ENSG00000102900.12,chr16,56730074,56730211,TSS,True,23,160
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,43,307
ENSG00000140682.18,chr16,31472130,31472201,TSS,True,79,492
ENSG00000140682.18,chr16,31472166,31473556,TSS,True,440,492
ENSG00000007384.15,chr16,64829,64898,IR,False,100,141
ENSG00000007384.15,chr16,72512,72868,TSS,True,29,158
ENSG00000179889.18,chr16,14974991,14975220,TSS,True,59,304
ENSG00000179889.18,chr16,15036015,15037698,PAS,True,47,273
ENSG00000069329.17,chr16,46689130,46689199,TSS,False,36,287
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,218,1703
ENSG00000103544.14,chr16,19555336,19555746,TSS,True,20,161
ENSG00000103495.13,chr16,29808741,29810076,ES,False,167,249
ENSG00000103495.13,chr16,29806339,29806893,TSS,True,66,265
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,237,265
ENSG00000189067.12,chr16,11587150,11587291,TSS,True,132,150
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,40,150
ENSG00000103342.12,chr16,11896782,11897839,3AS,False,47,221
ENSG00000141012.12,chr16,88841971,88856757,ES,False,12,110
ENSG00000141012.12,chr16,88856757,88856974,TSS,True,16,126
ENSG00000103502.13,chr16,29862814,29863199,TSS,True,15,118
ENSG00000050820.16,chr16,75251470,75251719,TSS,True,234,351
ENSG00000050820.16,chr16,75265824,75266014,TSS,True,229,351
ENSG00000050820.16,chr16,75242469,75243091,TSS,True,273,351
ENSG00000065427.14,chr16,75641723,75647577,ES,False,78,100
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,15,115
ENSG00000166123.13,chr16,46884325,46884467,TSS,False,29,184
ENSG00000140688.16,chr16,31493048,31493466,IR,False,84,106
ENSG00000140688.16,chr16,31493524,31493602,IR,False,84,106
ENSG00000167526.13,chr16,89560649,89560712,TSS,False,54,467
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,15,134
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,17,113
ENSG00000103202.12,chr16,397313,398989,ES,False,104,117
ENSG00000103202.12,chr16,397174,397313,TSS,True,94,213
ENSG00000168140.4,chr16,4371847,4371993,TSS,False,41,332
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,43,329
ENSG00000103066.12,chr16,68255380,68255890,3AS,False,19,121
ENSG00000153786.12,chr16,84981994,84990303,ES,False,56,121
ENSG00000169682.17,chr16,28981615,28982355,ES,False,26,259
ENSG00000169682.17,chr16,28983290,28984204,ES,False,34,260
ENSG00000169682.17,chr16,28974770,28975392,TSS,True,52,269
ENSG00000169682.17,chr16,28974772,28975100,TSS,True,241,269
ENSG00000161999.11,chr16,683441,683529,IR,False,111,130
ENSG00000161999.11,chr16,684155,684233,IR,False,100,116
ENSG00000161999.11,chr16,684065,684357,TSS,True,124,138
ENSG00000161999.11,chr16,684233,684412,TSS,True,31,138
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,186,214
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,34,219
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,191,219
ENSG00000102901.12,chr16,67830088,67830389,IR,False,43,113
ENSG00000102901.12,chr16,67830548,67831215,IR,False,86,109
ENSG00000102901.12,chr16,67833749,67833948,TSS,True,15,118
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,265,1076
ENSG00000184110.14,chr16,28711453,28711787,TSS,True,950,1076
ENSG00000103257.8,chr16,87868884,87869508,TSS,False,109,288
ENSG00000140995.16,chr16,89965860,89968066,PAS,True,18,102
ENSG00000140931.19,chr16,66604279,66604952,TSS,True,65,181
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,484,1876
ENSG00000140988.15,chr16,1962735,1962772,TSS,True,1592,1876
ENSG00000140859.15,chr16,57759836,57760725,ES,True,40,302
ENSG00000140859.15,chr16,57772288,57794998,ES,False,221,279
ENSG00000140859.15,chr16,57802369,57802710,TSS,True,38,315
ENSG00000167930.15,chr16,234790,234857,TSS,True,63,376
ENSG00000131653.12,chr16,2155508,2155858,TSS,True,41,159
ENSG00000013364.18,chr16,29820510,29830514,3AS,False,93,139
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,34,174
ENSG00000103249.17,chr16,1474833,1475074,TSS,True,44,257
ENSG00000103507.13,chr16,31112027,31112120,IR,False,100,135
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,19,140
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,39,138
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,103,138
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,114,134
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,21,134
ENSG00000118680.13,chr18,3262132,3262237,TSS,False,131,366
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,12,102
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,28,208
ENSG00000141429.13,chr18,35581071,35581862,TSS,False,102,525
ENSG00000141646.13,chr18,51030208,51030623,TSS,True,16,158
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,40,129
ENSG00000101608.12,chr18,3247784,3247909,TSS,True,113,634
ENSG00000168461.12,chr18,9708127,9708444,TSS,True,13,104
ENSG00000265681.7,chr18,49492457,49492487,TSS,True,63,236
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,81,398
ENSG00000176014.12,chr18,12325066,12326577,PAS,True,46,423
ENSG00000175387.15,chr18,47930799,47931608,TSS,True,41,102
ENSG00000175387.15,chr18,47930360,47930771,TSS,False,69,102
ENSG00000017797.12,chr18,9474983,9475176,TSS,False,95,117
ENSG00000017797.12,chr18,9475444,9475691,TSS,True,35,117
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,17,136
ENSG00000141380.13,chr18,26035127,26038554,ES,False,209,243
ENSG00000170558.8,chr18,28176962,28178071,TSS,False,31,164
ENSG00000173482.16,chr18,7566614,7604685,TSS,True,41,179
ENSG00000141424.12,chr18,36127016,36129113,5AS,False,190,224
ENSG00000141424.12,chr18,36129113,36129843,TSS,True,47,239
ENSG00000141424.12,chr18,36129100,36129823,TSS,True,205,239
ENSG00000102225.15,chrX,47218051,47218664,TSS,True,103,123
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,41,123
ENSG00000102225.15,chrX,47226379,47226909,TSS,True,110,123
ENSG00000181191.11,chrX,69160860,69163140,PAS,True,24,115
ENSG00000187243.16,chrX,52066453,52066864,IR,False,183,210
ENSG00000187243.16,chrX,52068173,52069129,3AS,False,50,201
ENSG00000187243.16,chrX,52068203,52069129,3AS,False,118,151
ENSG00000214717.11,chrX,2490769,2500816,3AS,False,33,122
ENSG00000214717.11,chrX,2486435,2490769,PAS,True,95,130
ENSG00000214717.11,chrX,2486424,2490772,PAS,True,35,130
ENSG00000214717.11,chrX,2500816,2500976,TSS,True,19,141
ENSG00000010404.17,chrX,149501037,149503311,ES,False,82,109
ENSG00000010404.17,chrX,149478768,149483218,PAS,False,15,124
ENSG00000130066.16,chrX,23783883,23784293,IR,False,43,113
ENSG00000130066.16,chrX,23783883,23785327,ES,False,95,138
ENSG00000130066.16,chrX,23783883,23785327,IR,True,95,160
ENSG00000130066.16,chrX,23784403,23785327,IR,True,49,114
ENSG00000196998.17,chrX,49079938,49080520,TSS,True,95,106
ENSG00000196998.17,chrX,49079750,49079915,TSS,True,14,106
ENSG00000123562.16,chrX,103678600,103685170,ES,False,232,266
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,232,423
ENSG00000123562.16,chrX,103678620,103685170,3AS,True,24,186
ENSG00000123562.16,chrX,103678651,103685170,ES,False,130,162
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,63,468
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,418,468
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,48,157
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,19,167
ENSG00000197976.11,chrX,1599432,1600658,ES,True,112,140
ENSG00000197976.11,chrX,1599432,1600658,IR,True,112,161
ENSG00000197976.11,chrX,1591532,1591769,TSS,True,21,203
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,146,194
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,53,194
ENSG00000184867.13,chrX,101658142,101658491,5AS,False,16,143
ENSG00000184867.13,chrX,101658525,101659075,3AS,False,115,141
ENSG00000184867.13,chrX,101659136,101659418,3AS,False,29,106
ENSG00000184867.13,chrX,101659757,101659852,TSS,True,25,157
ENSG00000188153.13,chrX,108439784,108440206,TSS,True,55,182
ENSG00000203879.11,chrX,154440139,154440374,IR,False,171,196
ENSG00000198947.15,chrX,31121930,31134101,ES,False,118,156
ENSG00000198947.15,chrX,31173604,31178668,ES,False,85,143
ENSG00000123130.16,chrX,23706739,23707876,IR,True,113,126
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,80,136
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,59,136
ENSG00000198918.7,chrX,119791573,119791631,TSS,False,36,147
ENSG00000196924.15,chrX,154355072,154357433,ES,False,619,1245
ENSG00000196924.15,chrX,154374505,154374825,TSS,False,1723,1932
ENSG00000196924.15,chrX,154370872,154371356,TSS,True,1601,1932
ENSG00000147010.17,chrX,19887306,19887702,TSS,True,62,113
ENSG00000147010.17,chrX,19670861,19670970,TSS,False,63,113
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,142,1021
ENSG00000133131.14,chrX,106941632,106941975,5AS,False,52,118
ENSG00000133131.14,chrX,106981477,106993229,ES,True,15,119
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,23,149
ENSG00000184216.13,chrX,154019598,154019676,IR,False,224,280
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,94,318
ENSG00000184216.13,chrX,154019430,154020505,TSS,True,261,318
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,17,106
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,72,118
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,57,118
ENSG00000102038.15,chrX,129447233,129448332,5AS,True,358,402
ENSG00000102038.15,chrX,129447233,129448332,3AS,True,358,409
ENSG00000102038.15,chrX,129492093,129496749,ES,False,140,456
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,61,463
ENSG00000102038.15,chrX,129446401,129447301,PAS,True,406,463
ENSG00000185825.16,chrX,153724333,153724437,TSS,False,74,271
ENSG00000130985.16,chrX,47194024,47198802,ES,False,103,115
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,144,259
ENSG00000130985.16,chrX,47205083,47206444,TSS,True,201,259
ENSG00000022267.16,chrX,136147446,136147628,TSS,True,282,1453
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,186,714
ENSG00000102181.20,chrX,150898521,150898759,TSS,True,15,111
ENSG00000102316.16,chrX,54809223,54809302,IR,False,59,150
ENSG00000102316.16,chrX,54815678,54815880,IR,True,32,250
ENSG00000102316.16,chrX,54815690,54815880,IR,True,1053,1271
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,317,1311
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,219,1311
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,1096,1310
ENSG00000182492.15,chrX,153494831,153495113,TSS,True,566,4194
ENSG00000154545.16,chrX,52184965,52185891,3AS,False,114,139
ENSG00000154545.16,chrX,52184965,52185921,3AS,False,44,183
ENSG00000154545.16,chrX,52187230,52187641,IR,False,172,199
ENSG00000005022.5,chrX,119468423,119468626,TSS,True,32,132
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,318,587
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,270,584
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,213,252
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,40,292
ENSG00000077721.15,chrX,119575400,119582587,ES,False,20,102
ENSG00000130827.6,chrX,154457988,154458428,TSS,True,58,112
ENSG00000068308.13,chrX,48956976,48958381,TSS,True,12,103
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,68,381
ENSG00000147403.16,chrX,154398376,154398542,TSS,True,90,736
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,83,114
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,85,117
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,33,117
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,25,205
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,73,154
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,81,151
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,1298,2449
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,1345,3084
ENSG00000198176.12,chr13,113623286,113633119,ES,False,25,163
ENSG00000198176.12,chr13,113636700,113640119,ES,True,31,157
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,32,126
ENSG00000198176.12,chr13,113584529,113584730,TSS,True,147,165
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,33,165
ENSG00000183722.8,chr13,39378526,39600831,3AS,True,27,185
ENSG00000150403.17,chr13,113539507,113548302,ES,True,48,452
ENSG00000120686.11,chr13,38349813,38349921,TSS,True,27,168
ENSG00000198542.13,chr13,101715562,101717562,PAS,True,208,704
ENSG00000198542.13,chr13,101717498,101721422,PAS,True,544,735
ENSG00000133110.14,chr13,37564560,37569743,ES,False,1706,5301
ENSG00000133110.14,chr13,37570669,37574571,ES,True,48,317
ENSG00000133110.14,chr13,37570669,37577752,ES,False,1387,5153
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,153,326
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,248,326
ENSG00000139842.14,chr13,113208746,113209775,TSS,True,24,206
ENSG00000132963.7,chr13,28659093,28659187,TSS,False,110,264
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,34,232
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,72,104
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,45,104
ENSG00000152767.16,chr13,98142661,98143492,TSS,True,89,532
ENSG00000120694.19,chr13,31161475,31162017,TSS,False,19,103
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,104,227
ENSG00000102804.14,chr13,44573162,44577306,TSS,True,152,234
ENSG00000049540.16,chr7,74043034,74046187,3AS,True,98,109
ENSG00000049540.16,chr7,74043920,74046695,ME,True,57,179
ENSG00000049540.16,chr7,74045293,74046695,5AS,True,121,142
ENSG00000049540.16,chr7,74051983,74053165,IR,True,134,151
ENSG00000049540.16,chr7,74053279,74056671,IR,True,105,126
ENSG00000049540.16,chr7,74053309,74056671,ME,True,252,576
ENSG00000049540.16,chr7,74053309,74056671,3AS,True,102,123
ENSG00000049540.16,chr7,74056713,74059885,ES,False,9582,19817
ENSG00000049540.16,chr7,74060047,74061100,ME,True,303,350
ENSG00000049540.16,chr7,74061139,74063158,IR,True,193,235
ENSG00000049540.16,chr7,74063695,74068656,ME,True,71,700
ENSG00000049540.16,chr7,74065732,74066731,ES,False,11991,19460
ENSG00000049540.16,chr7,74065997,74068656,5AS,True,70,103
ENSG00000049540.16,chr7,74027789,74028269,TSS,True,3627,21541
ENSG00000136235.16,chr7,23260773,23266516,3AS,False,245,295
ENSG00000136235.16,chr7,23274064,23275108,PAS,True,37,330
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,211,307
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,98,309
ENSG00000136205.16,chr7,47582426,47582629,TSS,False,163,185
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,118,136
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,43,136
ENSG00000178234.12,chr7,152025884,152094189,ES,False,120,136
ENSG00000198420.9,chr7,143854142,143857099,5AS,False,84,108
ENSG00000198420.9,chr7,143901960,143902185,TSS,True,78,122
ENSG00000198420.9,chr7,143902026,143902191,TSS,True,105,122
ENSG00000198420.9,chr7,143882735,143882905,TSS,True,107,122
ENSG00000122566.21,chr7,26190460,26190992,IR,False,89,101
ENSG00000122566.21,chr7,26190460,26191055,5AS,True,16,105
ENSG00000122566.21,chr7,26191128,26192494,IR,False,63,105
ENSG00000122566.21,chr7,26192338,26192494,IR,False,289,334
ENSG00000122566.21,chr7,26197732,26200571,ES,False,231,292
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,310,423
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,132,419
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,127,424
ENSG00000122566.21,chr7,26192494,26192579,TSS,True,317,423
ENSG00000263001.5,chr7,74716950,74728785,ES,False,103,155
ENSG00000263001.5,chr7,74758855,74759547,IR,False,131,162
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,32,164
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,133,164
ENSG00000122550.17,chr7,23106146,23123776,ES,False,92,104
ENSG00000105974.11,chr7,116524979,116525092,TSS,True,423,681
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,342,681
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,5663,39714
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,60,131
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,106,131
ENSG00000146963.17,chr7,139360322,139376061,ES,False,175,201
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,32,213
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,182,213
ENSG00000164889.13,chr7,151059561,151059762,TSS,True,160,597
ENSG00000164896.19,chr7,151077236,151077309,IR,False,154,178
ENSG00000164896.19,chr7,151079922,151080684,5AS,False,91,157
ENSG00000164896.19,chr7,151080684,151080883,TSS,True,84,178
ENSG00000164896.19,chr7,151080436,151080839,TSS,False,115,178
ENSG00000128591.15,chr7,128830296,128830989,TSS,True,121,143
ENSG00000128609.14,chr7,123557774,123557826,TSS,False,13,117
ENSG00000106290.14,chr7,100114268,100119203,5AS,False,90,106
ENSG00000106290.14,chr7,100114268,100119328,5AS,False,16,133
ENSG00000106290.14,chr7,100119328,100119365,TSS,True,131,148
ENSG00000106290.14,chr7,100119203,100119373,TSS,True,49,148
ENSG00000106290.14,chr7,100118879,100119362,TSS,True,132,148
ENSG00000105854.12,chr7,95411743,95412311,3AS,False,22,100
ENSG00000009335.17,chr7,157138877,157139338,TSS,True,18,102
ENSG00000106609.16,chr7,66921099,66921461,TSS,True,17,146
ENSG00000128595.16,chr7,128748804,128758870,ME,False,513,2977
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,23,100
ENSG00000086232.12,chr7,6042990,6044561,3AS,True,35,193
ENSG00000164828.17,chr7,816673,838797,ES,False,33,203
ENSG00000164828.17,chr7,843520,851383,ES,False,29,231
ENSG00000164828.17,chr7,849603,851383,ES,False,34,187
ENSG00000164828.17,chr7,852667,852812,3AS,False,72,228
ENSG00000164828.17,chr7,815868,816673,TSS,True,88,295
ENSG00000122641.10,chr7,41685113,41690542,PAS,True,39,327
ENSG00000122641.10,chr7,41703004,41703111,TSS,True,168,433
ENSG00000122641.10,chr7,41699986,41700899,TSS,True,350,397
ENSG00000117868.15,chr7,158829088,158829628,TSS,True,28,249
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,36,197
ENSG00000242802.7,chr7,4775597,4775756,TSS,True,26,166
ENSG00000159840.15,chr7,143381409,143381559,3AS,True,209,417
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,79,497
ENSG00000070669.16,chr7,97872350,97872508,TSS,True,58,209
ENSG00000070669.16,chr7,97858277,97858404,TSS,False,162,209
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,50,149
ENSG00000127948.15,chr7,75981955,75982322,TSS,True,119,149
ENSG00000136193.16,chr7,29989641,29989961,TSS,True,37,282
ENSG00000196411.9,chr7,100826978,100827607,TSS,True,21,118
ENSG00000055130.15,chr7,148698748,148699029,TSS,False,13,124
ENSG00000106263.17,chr7,2379511,2380278,3AS,False,211,436
ENSG00000106263.17,chr7,2354092,2355420,TSS,True,59,526
ENSG00000106263.17,chr7,2380203,2380748,PAS,True,296,522
ENSG00000106263.17,chr7,2380278,2380746,PAS,False,311,522
ENSG00000091136.13,chr7,108002848,108003158,TSS,True,424,501
ENSG00000091136.13,chr7,108003110,108003326,TSS,False,202,501
ENSG00000106366.8,chr7,101127098,101127244,TSS,False,252,1635
ENSG00000033050.8,chr7,151227162,151227386,TSS,False,17,115
