gene,chr,start,end,splice_type,novel,cardiac_septum_ENCFF626QRV_in_cov,cardiac_septum_ENCFF626QRV_total_cov
ENSG00000068305.17,chr15,99690428,99706728,ES,False,44,155
ENSG00000068305.17,chr15,99565428,99566104,TSS,True,90,259
ENSG00000068305.17,chr15,99712389,99716482,PAS,True,36,201
ENSG00000128989.10,chr15,52568847,52569144,TSS,True,57,145
ENSG00000128989.10,chr15,52569115,52569167,TSS,True,104,145
ENSG00000186073.12,chr15,36579554,36579961,TSS,True,43,109
ENSG00000186073.12,chr15,36808903,36810246,PAS,True,83,109
ENSG00000128951.13,chr15,48331479,48332267,5AS,False,22,145
ENSG00000128951.13,chr15,48331405,48331479,TSS,True,150,173
ENSG00000128951.13,chr15,48331399,48332406,TSS,False,149,173
ENSG00000128951.13,chr15,48331409,48331795,TSS,True,57,173
ENSG00000140374.15,chr15,76292700,76311349,ES,False,79,484
ENSG00000180304.14,chr15,64703028,64703271,TSS,True,39,190
ENSG00000182253.14,chr15,99105076,99106009,TSS,True,253,339
ENSG00000182253.14,chr15,99129440,99131813,TSS,True,195,294
ENSG00000182253.14,chr15,99132749,99135593,PAS,True,47,196
ENSG00000188549.12,chr15,40339904,40341008,TSS,True,93,106
ENSG00000260916.7,chr15,55354628,55356409,PAS,True,73,110
ENSG00000260916.7,chr15,55355238,55360944,PAS,True,36,100
ENSG00000260916.7,chr15,55408220,55408470,TSS,True,18,110
ENSG00000255529.8,chr15,57706628,57706955,TSS,True,19,105
ENSG00000182718.16,chr15,60386086,60397942,ES,False,276,311
ENSG00000166831.8,chr15,64775232,64775620,TSS,False,168,243
ENSG00000166831.8,chr15,64748418,64748556,TSS,True,216,243
ENSG00000166946.13,chr15,43185607,43189198,ES,False,14,134
ENSG00000166946.13,chr15,43189280,43190324,ES,False,22,139
ENSG00000166946.13,chr15,43185276,43185607,TSS,True,24,158
ENSG00000137815.14,chr15,41417090,41417313,TSS,True,28,248
ENSG00000137815.14,chr15,41452900,41452942,PAS,True,159,222
ENSG00000137815.14,chr15,41464770,41464861,PAS,True,110,223
ENSG00000137815.14,chr15,41480580,41482981,PAS,False,190,228
ENSG00000187720.14,chr15,71115397,71411824,TSS,True,103,119
ENSG00000140416.20,chr15,63042137,63042943,TSS,True,1840,16303
ENSG00000140367.11,chr15,75854487,75868950,ES,False,33,109
ENSG00000170776.21,chr15,85658590,85664562,ES,False,70,133
ENSG00000170776.21,chr15,85669830,85682157,ES,True,120,136
ENSG00000170776.21,chr15,85380473,85380798,TSS,True,200,287
ENSG00000170776.21,chr15,85578991,85582107,TSS,True,219,264
ENSG00000170776.21,chr15,85684740,85686620,PAS,True,46,169
ENSG00000170776.21,chr15,85578929,85581714,PAS,True,91,108
ENSG00000170776.21,chr15,85743491,85743804,PAS,True,176,198
ENSG00000140403.12,chr15,78264470,78264895,TSS,True,55,203
ENSG00000103994.17,chr15,42412815,42417360,PAS,True,448,511
ENSG00000103994.17,chr15,42446589,42446658,PAS,False,228,465
ENSG00000103994.17,chr15,42449664,42451954,PAS,False,303,414
ENSG00000103994.17,chr15,42444785,42444981,PAS,True,408,465
ENSG00000103994.17,chr15,42490979,42491144,TSS,True,690,795
ENSG00000103994.17,chr15,42456957,42457532,TSS,True,485,780
ENSG00000131876.16,chr15,101295096,101295325,TSS,True,87,132
ENSG00000128928.8,chr15,40405758,40405971,TSS,False,35,313
ENSG00000028528.14,chr15,64095898,64096172,TSS,True,27,248
ENSG00000166411.13,chr15,78149300,78149430,TSS,True,64,415
ENSG00000166963.12,chr15,43510950,43511226,TSS,False,298,354
ENSG00000166963.12,chr15,43517606,43517700,TSS,False,240,353
ENSG00000166963.12,chr15,43521041,43521112,TSS,True,309,353
ENSG00000166963.12,chr15,43528810,43529508,TSS,True,61,102
ENSG00000166963.12,chr15,43530068,43531614,PAS,False,252,297
ENSG00000086666.18,chr15,80059654,80059809,TSS,True,38,149
ENSG00000171877.20,chr15,43879498,43880034,TSS,False,58,142
ENSG00000159251.7,chr15,34795505,34795733,TSS,False,2891,9707
ENSG00000159251.7,chr15,34794679,34795489,TSS,True,8508,9707
ENSG00000128739.22,chr15,24954852,24955062,TSS,True,110,510
ENSG00000137801.10,chr15,39581076,39581228,TSS,True,107,121
ENSG00000137801.10,chr15,39589100,39589354,TSS,True,92,112
ENSG00000137801.10,chr15,39589784,39590023,TSS,True,90,111
ENSG00000137801.10,chr15,39595361,39598913,PAS,True,11,107
ENSG00000140526.17,chr15,89088418,89088563,TSS,True,113,144
ENSG00000176463.13,chr15,91853099,91854088,TSS,True,50,147
ENSG00000176463.13,chr15,92171779,92172436,PAS,True,116,143
ENSG00000176463.13,chr15,92162755,92165907,PAS,True,39,122
ENSG00000140391.14,chr15,77070891,77071172,TSS,True,26,241
ENSG00000213614.9,chr15,72375719,72376514,TSS,True,12,109
ENSG00000242028.6,chr15,43797363,43800784,TSS,True,40,131
ENSG00000131871.14,chr15,101270486,101272856,PAS,True,16,154
ENSG00000166503.8,chr15,83134117,83139275,PAS,True,21,108
ENSG00000166503.8,chr15,83156280,83157573,PAS,True,87,107
ENSG00000138629.15,chr15,74461036,74461177,TSS,False,102,122
ENSG00000138629.15,chr15,74461107,74461179,TSS,True,55,122
ENSG00000138629.15,chr15,74461157,74461185,TSS,True,103,122
ENSG00000103966.10,chr15,41972258,41972597,TSS,True,50,225
ENSG00000166710.18,chr15,44711414,44711613,TSS,True,163,1429
ENSG00000140350.15,chr15,68820697,68820924,TSS,True,40,231
ENSG00000182768.8,chr15,90265876,90266287,IR,False,74,492
ENSG00000182768.8,chr15,90265669,90266398,TSS,True,95,513
ENSG00000182768.8,chr15,90265672,90265876,TSS,False,437,513
ENSG00000114062.19,chr15,25405502,25438488,ES,False,88,145
ENSG00000114062.19,chr15,25438488,25439115,TSS,True,23,172
ENSG00000182054.9,chr15,90102275,90102512,TSS,True,127,1195
ENSG00000140299.11,chr15,59659147,59664120,PAS,True,24,134
ENSG00000140299.11,chr15,59668133,59668990,PAS,True,115,134
ENSG00000140299.11,chr15,59689134,59689345,TSS,True,15,143
ENSG00000182774.12,chr15,82540425,82540460,TSS,True,34,210
ENSG00000182774.12,chr15,82539980,82540445,TSS,True,180,210
ENSG00000179010.14,chr4,6640708,6640827,IR,False,63,272
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,219,282
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,73,282
ENSG00000109390.11,chr4,139300601,139302521,TSS,True,381,440
ENSG00000109390.11,chr4,139295731,139295834,TSS,False,70,440
ENSG00000226950.6,chr4,52712433,52712527,TSS,True,118,243
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,68,113
ENSG00000109180.14,chr4,48831092,48831496,TSS,True,80,113
ENSG00000151726.13,chr4,184825915,184826101,TSS,True,53,157
ENSG00000152795.17,chr4,82424883,82426036,ES,False,144,162
ENSG00000152795.17,chr4,82424883,82426036,IR,False,144,192
ENSG00000152795.17,chr4,82422746,82424883,PAS,True,53,216
ENSG00000152795.17,chr4,82423203,82426129,PAS,True,155,202
ENSG00000152795.17,chr4,82429247,82430469,TSS,True,34,222
ENSG00000090316.15,chr4,1289834,1289982,TSS,True,37,192
ENSG00000064042.17,chr4,41685830,41689526,ES,False,36,255
ENSG00000064042.17,chr4,41687917,41689526,5AS,True,165,221
ENSG00000064042.17,chr4,41360561,41360936,TSS,True,167,376
ENSG00000064042.17,chr4,41538063,41538350,TSS,True,311,372
ENSG00000064042.17,chr4,41697159,41700044,PAS,True,95,354
ENSG00000064042.17,chr4,41646122,41646276,PAS,True,227,295
ENSG00000171503.11,chr4,158672034,158672490,TSS,True,29,258
ENSG00000071127.16,chr4,10116650,10116986,TSS,True,134,419
ENSG00000071127.16,chr4,10083021,10083821,TSS,True,369,418
ENSG00000109501.13,chr4,6269831,6270014,TSS,True,61,112
ENSG00000059691.11,chr4,151760806,151761013,TSS,True,41,145
ENSG00000059691.11,chr4,151686907,151687335,TSS,False,109,140
ENSG00000087274.16,chr4,2843837,2844024,TSS,True,116,180
ENSG00000152583.12,chr4,87472765,87473803,PAS,True,43,232
ENSG00000152583.12,chr4,87493625,87494598,PAS,True,174,210
ENSG00000152583.12,chr4,87529044,87529466,TSS,True,33,237
ENSG00000065882.15,chr4,37890618,37891348,TSS,True,82,103
ENSG00000197894.10,chr4,99088688,99088790,TSS,True,25,124
ENSG00000109610.5,chr4,24800528,24800618,IR,True,20,176
ENSG00000109610.5,chr4,24795572,24795651,TSS,False,45,176
ENSG00000109610.5,chr4,24799505,24800842,PAS,True,18,131
ENSG00000109610.5,chr4,24800618,24800842,PAS,True,156,176
ENSG00000237125.9,chr4,173530352,173530539,TSS,True,91,121
ENSG00000145349.16,chr4,113454515,113457334,ES,False,38,234
ENSG00000145349.16,chr4,113500511,113509637,ME,False,143,195
ENSG00000145349.16,chr4,113500511,113509637,ES,False,38,236
ENSG00000145349.16,chr4,113508268,113509637,IR,True,147,183
ENSG00000145349.16,chr4,113509672,113513327,3AS,False,70,279
ENSG00000145349.16,chr4,113451031,113454515,PAS,True,74,315
ENSG00000145349.16,chr4,113761003,113762620,TSS,True,53,324
ENSG00000109686.17,chr4,151119740,151122207,PAS,True,22,115
ENSG00000109686.17,chr4,151325240,151325870,TSS,False,58,132
ENSG00000109686.17,chr4,151174669,151175605,TSS,True,109,123
ENSG00000172399.5,chr4,119185965,119187784,PAS,False,97,930
ENSG00000129116.18,chr4,168832171,168890921,ES,False,17,169
ENSG00000129116.18,chr4,168894677,168898492,ES,False,69,364
ENSG00000129116.18,chr4,168925078,168926212,ES,False,69,374
ENSG00000129116.18,chr4,168831990,168832171,TSS,True,329,503
ENSG00000129116.18,chr4,168877717,168878394,TSS,True,326,496
ENSG00000129116.18,chr4,168926212,168928475,PAS,True,118,491
ENSG00000129116.18,chr4,168924254,168924387,PAS,True,430,480
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,118,532
ENSG00000163110.14,chr4,94586444,94618003,ES,False,36,301
ENSG00000163110.14,chr4,94451851,94451995,TSS,True,306,1204
ENSG00000163110.14,chr4,94663977,94668223,PAS,True,748,1103
ENSG00000163110.14,chr4,94586988,94588564,PAS,True,420,1031
ENSG00000134851.12,chr4,55425375,55426176,PAS,True,25,130
ENSG00000170801.9,chr4,8269723,8270353,TSS,True,47,188
ENSG00000170801.9,chr4,8295694,8296517,PAS,False,129,151
ENSG00000170801.9,chr4,8305970,8307102,PAS,False,30,151
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,216,399
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,298,399
ENSG00000109332.19,chr4,102827591,102827920,TSS,True,339,399
ENSG00000154553.14,chr4,185506652,185523361,ME,False,110,143
ENSG00000154553.14,chr4,185535341,185535526,TSS,True,60,213
ENSG00000014824.13,chr4,42086081,42091812,PAS,True,22,142
ENSG00000109171.14,chr4,48341419,48342128,TSS,False,29,118
ENSG00000109171.14,chr4,48422010,48426196,PAS,True,11,108
ENSG00000151729.10,chr4,185145899,185146554,IR,True,111,255
ENSG00000205678.7,chr4,64280199,64281473,ES,False,44,415
ENSG00000205678.7,chr4,64277688,64280199,PAS,True,52,471
ENSG00000205678.7,chr4,64409117,64409569,TSS,True,108,518
ENSG00000175920.17,chr4,3463429,3463505,IR,True,133,148
ENSG00000175920.17,chr4,3476531,3485538,5AS,False,17,154
ENSG00000175920.17,chr4,3461743,3463429,TSS,False,76,211
ENSG00000169116.11,chr4,74933027,74933370,TSS,True,41,115
ENSG00000168936.10,chr4,1720632,1721320,TSS,True,80,134
ENSG00000168936.10,chr4,1718151,1718605,TSS,False,100,131
ENSG00000172403.10,chr4,118888842,118889141,TSS,True,159,241
ENSG00000172403.10,chr4,119026701,119027438,TSS,True,210,239
ENSG00000145335.15,chr4,89836961,89837212,TSS,True,18,105
ENSG00000145335.15,chr4,89836742,89837213,TSS,True,93,105
ENSG00000123933.16,chr4,2261916,2262128,TSS,True,51,168
ENSG00000118816.9,chr4,77075471,77076021,TSS,True,68,322
ENSG00000164107.8,chr4,173528734,173529199,TSS,True,40,246
ENSG00000138668.18,chr4,82355401,82356795,ES,False,136,248
ENSG00000138668.18,chr4,82359639,82373445,ES,False,53,249
ENSG00000138668.18,chr4,82352497,82354154,PAS,True,27,260
ENSG00000138663.8,chr4,83068522,83075296,ES,False,110,131
ENSG00000138674.16,chr4,82817500,82819253,PAS,True,45,110
ENSG00000138674.16,chr4,82891087,82891255,TSS,False,42,111
ENSG00000163644.14,chr4,88261026,88262726,PAS,True,59,291
ENSG00000163644.14,chr4,88284405,88284759,TSS,True,49,321
ENSG00000132463.13,chr4,70839470,70839959,TSS,False,40,206
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,25,120
ENSG00000145362.17,chr4,113369513,113369805,TSS,True,93,105
ENSG00000138760.9,chr4,76213426,76213926,TSS,True,16,133
ENSG00000159692.15,chr4,1212423,1212912,3AS,False,246,348
ENSG00000159692.15,chr4,1238337,1248915,ES,False,80,277
ENSG00000159692.15,chr4,1211432,1212426,PAS,True,253,356
ENSG00000159692.15,chr4,1211429,1212423,PAS,True,110,356
ENSG00000159692.15,chr4,1248915,1249467,TSS,True,94,373
ENSG00000154556.18,chr4,185635411,185646667,ME,False,282,314
ENSG00000154556.18,chr4,185635411,185646667,ME,False,282,314
ENSG00000154556.18,chr4,185635411,185638876,ES,True,353,464
ENSG00000154556.18,chr4,185635411,185646667,ES,False,81,485
ENSG00000154556.18,chr4,185638162,185646667,ES,True,33,127
ENSG00000154556.18,chr4,185662242,185676996,ES,True,191,244
ENSG00000154556.18,chr4,185662242,185678422,ES,False,195,440
ENSG00000154556.18,chr4,185678478,185678795,3AS,False,230,447
ENSG00000154556.18,chr4,185678822,185775226,ES,False,282,377
ENSG00000154556.18,chr4,185678822,185775230,5AS,True,57,434
ENSG00000154556.18,chr4,185585444,185587688,PAS,True,170,1543
ENSG00000154556.18,chr4,185589678,185589785,TSS,True,806,1453
ENSG00000154556.18,chr4,185811663,185812516,TSS,True,1184,1620
ENSG00000173801.16,chr17,41755432,41755729,IR,False,106,175
ENSG00000173801.16,chr17,41754603,41755432,PAS,False,80,188
ENSG00000173801.16,chr17,41754606,41755895,PAS,True,119,188
ENSG00000173801.16,chr17,41786587,41786737,TSS,True,197,232
ENSG00000173801.16,chr17,41769417,41769683,TSS,True,115,231
ENSG00000161970.14,chr17,8383156,8383197,TSS,False,38,271
ENSG00000141027.20,chr17,16126206,16137310,3AS,False,60,115
ENSG00000141027.20,chr17,16149517,16151945,ES,False,95,121
ENSG00000141027.20,chr17,16194639,16215361,ES,False,88,122
ENSG00000141027.20,chr17,16029156,16032483,PAS,True,136,160
ENSG00000141027.20,chr17,16126116,16126206,PAS,False,67,128
ENSG00000141027.20,chr17,16126101,16126209,PAS,True,75,128
ENSG00000141027.20,chr17,16215361,16215591,TSS,True,39,161
ENSG00000196704.11,chr17,68248086,68248639,IR,False,40,202
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,87,246
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,197,246
ENSG00000029725.16,chr17,5282258,5282520,TSS,True,14,102
ENSG00000169718.17,chr17,82058408,82058780,3AS,False,23,140
ENSG00000169718.17,chr17,82058408,82058780,IR,False,23,103
ENSG00000169718.17,chr17,82058416,82058780,IR,False,117,197
ENSG00000188554.13,chr17,43171179,43171302,TSS,True,66,107
ENSG00000188554.13,chr17,43199881,43200608,TSS,True,94,106
ENSG00000243678.11,chr17,51163643,51166956,TSS,True,193,233
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,58,233
ENSG00000070495.14,chr17,76726346,76726694,TSS,True,33,103
ENSG00000108312.14,chr17,44220739,44221037,TSS,True,77,116
ENSG00000108312.14,chr17,44219444,44219904,TSS,True,88,116
ENSG00000108312.14,chr17,44218964,44219172,TSS,True,103,116
ENSG00000108821.13,chr17,50201410,50201696,TSS,False,96,172
ENSG00000141524.15,chr17,78119392,78121012,ES,False,34,122
ENSG00000141524.15,chr17,78128658,78128827,TSS,True,129,151
ENSG00000141524.15,chr17,78128611,78129067,TSS,True,113,151
ENSG00000141524.15,chr17,78123988,78124703,TSS,True,135,151
ENSG00000182473.21,chr17,76089320,76091142,ES,False,102,114
ENSG00000182473.21,chr17,76089320,76094413,ES,False,17,130
ENSG00000182473.21,chr17,76080980,76083750,PAS,True,22,160
ENSG00000182473.21,chr17,76092291,76094581,PAS,True,126,143
ENSG00000182473.21,chr17,76103632,76103791,TSS,True,183,320
ENSG00000219200.11,chr17,7012757,7013665,5AS,False,15,118
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,22,125
ENSG00000219200.11,chr17,7012622,7012757,TSS,True,110,125
ENSG00000108587.15,chr17,30477401,30477464,TSS,True,65,100
ENSG00000185624.14,chr17,81860326,81860636,TSS,True,191,1014
ENSG00000173991.5,chr17,39665345,39665469,TSS,True,1288,3944
ENSG00000131462.7,chr17,42609647,42609786,TSS,True,25,139
ENSG00000108671.10,chr17,32480631,32480752,IR,False,219,272
ENSG00000108671.10,chr17,32480752,32483319,PAS,True,56,275
ENSG00000108671.10,chr17,32480488,32483319,PAS,True,222,275
ENSG00000220205.8,chr17,8162877,8162978,TSS,False,18,107
ENSG00000275832.4,chr17,38482518,38482678,TSS,True,99,114
ENSG00000275832.4,chr17,38466164,38467331,TSS,True,103,116
ENSG00000167543.15,chr17,29568613,29568830,TSS,True,43,184
ENSG00000157637.12,chr17,81294822,81295503,TSS,True,125,205
ENSG00000108774.14,chr17,42154892,42155022,TSS,True,52,120
ENSG00000175662.17,chr17,17972261,17972441,TSS,True,305,358
ENSG00000167085.11,chr17,49414834,49414901,TSS,False,35,219
ENSG00000175155.8,chr17,59331649,59331824,TSS,True,48,132
ENSG00000185359.12,chr17,81683960,81684103,TSS,True,51,131
ENSG00000072210.18,chr17,19671956,19675557,ES,False,136,163
ENSG00000072210.18,chr17,19648716,19649124,TSS,True,36,188
ENSG00000129250.11,chr17,4997673,4998156,TSS,True,363,675
ENSG00000129250.11,chr17,5023467,5026981,PAS,False,81,516
ENSG00000129250.11,chr17,5020805,5020841,PAS,True,396,457
ENSG00000132589.15,chr17,28897525,28897736,TSS,False,51,246
ENSG00000070540.12,chr17,68421279,68421820,PAS,True,75,474
ENSG00000167881.14,chr17,76072307,76072517,TSS,True,28,152
ENSG00000167549.18,chr17,29615854,29615944,3AS,False,205,248
ENSG00000167549.18,chr17,29617042,29617499,5AS,False,155,180
ENSG00000167549.18,chr17,29617042,29617499,IR,False,155,180
ENSG00000167549.18,chr17,29617619,29618789,3AS,False,130,170
ENSG00000167549.18,chr17,29619189,29621223,ES,True,18,174
ENSG00000167549.18,chr17,29621423,29622687,3AS,False,33,154
ENSG00000167549.18,chr17,29614756,29615854,PAS,True,55,255
ENSG00000167549.18,chr17,29614756,29615857,PAS,True,214,255
ENSG00000167549.18,chr17,29622687,29622921,TSS,True,169,326
ENSG00000109107.13,chr17,28576800,28576922,TSS,True,77,239
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,46,124
ENSG00000141279.15,chr17,47612481,47612602,TSS,True,100,122
ENSG00000141279.15,chr17,47621767,47623276,PAS,True,13,114
ENSG00000108387.14,chr17,58531960,58532087,TSS,True,29,102
ENSG00000125445.10,chr17,75265701,75266376,PAS,True,37,333
ENSG00000125445.10,chr17,75266192,75266376,PAS,True,304,339
ENSG00000132522.15,chr17,7313124,7313211,IR,False,119,134
ENSG00000132522.15,chr17,7313721,7313905,IR,False,103,123
ENSG00000132522.15,chr17,7312655,7312839,PAS,True,22,142
ENSG00000132522.15,chr17,7315330,7316258,TSS,False,60,142
ENSG00000132522.15,chr17,7314958,7315365,TSS,True,103,142
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,194,365
ENSG00000030582.17,chr17,44349658,44349751,TSS,True,277,365
ENSG00000108946.14,chr17,68511720,68512142,TSS,True,976,2089
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,1333,2089
ENSG00000196535.16,chr17,29071118,29074914,PAS,True,55,168
ENSG00000196535.16,chr17,29084557,29085648,PAS,True,70,105
ENSG00000196535.16,chr17,29111721,29111957,TSS,True,126,159
ENSG00000196535.16,chr17,29079726,29080814,TSS,True,59,113
ENSG00000184009.11,chr17,81511626,81511762,IR,False,89,192
ENSG00000184009.11,chr17,81511803,81511902,IR,True,156,192
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,188,1191
ENSG00000278311.4,chr17,36544905,36545097,TSS,True,70,120
ENSG00000278311.4,chr17,36545485,36545817,TSS,True,84,120
ENSG00000278311.4,chr17,36576481,36579419,TSS,True,89,118
ENSG00000278311.4,chr17,36586049,36586175,PAS,True,54,119
ENSG00000278311.4,chr17,36589207,36589848,PAS,True,94,119
ENSG00000278311.4,chr17,36581343,36581465,PAS,True,92,119
ENSG00000108861.8,chr17,43778799,43779000,TSS,True,78,297
ENSG00000126653.17,chr17,30116793,30116863,TSS,True,13,105
ENSG00000126653.17,chr17,30184614,30186475,PAS,True,38,104
ENSG00000126653.17,chr17,30179089,30179278,PAS,True,73,104
ENSG00000108515.17,chr17,4951182,4951827,5AS,False,632,805
ENSG00000108515.17,chr17,4949590,4951224,TSS,True,744,911
ENSG00000108515.17,chr17,4949563,4951182,TSS,True,278,911
ENSG00000108298.11,chr17,39200112,39200349,TSS,False,45,410
ENSG00000168256.17,chr17,42020051,42020204,TSS,True,65,177
ENSG00000132376.19,chr17,1516455,1516895,TSS,True,32,101
ENSG00000132376.19,chr17,1506979,1507236,TSS,True,87,100
ENSG00000141522.11,chr17,81871297,81871406,TSS,True,77,116
ENSG00000141753.6,chr17,40443401,40444084,TSS,False,78,363
ENSG00000109072.13,chr17,28370139,28370434,TSS,True,17,155
ENSG00000108679.12,chr17,78979823,78979962,TSS,True,172,498
ENSG00000168610.14,chr17,42316851,42317181,3AS,False,29,230
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,51,231
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,54,195
