gene,chr,start,end,splice_type,novel,H9_ENCFF292UIE_in_cov,H9_ENCFF292UIE_total_cov
ENSG00000128656.13,chr2,175004893,175005411,TSS,True,84,121
ENSG00000128656.13,chr2,174846879,174847576,TSS,True,86,117
ENSG00000138078.15,chr2,44361523,44362808,TSS,True,89,103
ENSG00000138078.15,chr2,44361379,44361547,TSS,True,42,103
ENSG00000138078.15,chr2,44361416,44361559,TSS,True,87,103
ENSG00000163798.13,chr2,27685036,27687419,PAS,True,72,172
ENSG00000163798.13,chr2,27694633,27694976,PAS,True,147,174
ENSG00000136718.9,chr2,130342935,130343085,5AS,False,622,760
ENSG00000136718.9,chr2,130342935,130343085,IR,False,622,742
ENSG00000136718.9,chr2,130342962,130343085,IR,False,138,258
ENSG00000136718.9,chr2,130341741,130342935,TSS,True,277,891
ENSG00000136718.9,chr2,130342881,130342962,TSS,True,753,891
ENSG00000136718.9,chr2,130342217,130343194,TSS,True,776,891
ENSG00000130147.15,chr2,234951969,234952170,TSS,True,49,115
ENSG00000130147.15,chr2,235041267,235043247,TSS,True,75,109
ENSG00000138375.12,chr2,216412430,216412648,TSS,True,95,168
ENSG00000138375.12,chr2,216412495,216412798,TSS,False,104,168
ENSG00000138375.12,chr2,216482737,216483056,PAS,True,17,168
ENSG00000138074.14,chr2,27212019,27212307,TSS,False,779,1011
ENSG00000138074.14,chr2,27211899,27211980,TSS,True,630,1011
ENSG00000138074.14,chr2,27211766,27211914,TSS,False,827,1011
ENSG00000162959.13,chr2,32010186,32010682,TSS,True,29,137
ENSG00000162959.13,chr2,32010941,32011071,TSS,True,116,137
ENSG00000115129.13,chr2,24084730,24085052,TSS,True,41,135
ENSG00000115129.13,chr2,24084188,24084978,TSS,True,96,135
ENSG00000138376.10,chr2,214725634,214729008,PAS,True,26,114
ENSG00000134308.13,chr2,9630940,9631046,TSS,False,1332,3596
ENSG00000134308.13,chr2,9630158,9630765,TSS,True,2321,3596
ENSG00000119801.12,chr2,30147062,30156627,ES,False,132,188
ENSG00000119772.16,chr2,25248252,25249656,5AS,True,162,252
ENSG00000119772.16,chr2,25248252,25252193,ES,True,242,482
ENSG00000119772.16,chr2,25252193,25252337,TSS,False,119,602
ENSG00000135919.12,chr2,223980397,223982680,3AS,False,403,448
ENSG00000084774.13,chr2,27216845,27217633,TSS,True,106,120
ENSG00000084774.13,chr2,27233321,27234226,TSS,True,100,115
ENSG00000084774.13,chr2,27237868,27238632,TSS,True,101,113
ENSG00000084774.13,chr2,27243415,27245690,PAS,True,15,120
ENSG00000136709.11,chr2,127701026,127706552,PAS,False,254,304
ENSG00000136709.11,chr2,127721848,127721988,PAS,True,112,281
ENSG00000136709.11,chr2,127762506,127764979,PAS,True,208,277
ENSG00000136709.11,chr2,127811011,127811234,TSS,True,37,310
ENSG00000138071.13,chr2,65227761,65227957,TSS,True,36,274
ENSG00000114956.19,chr2,73927052,73946718,ES,False,87,144
ENSG00000114956.19,chr2,73946906,73958145,ES,False,30,135
ENSG00000168883.19,chr2,85648853,85649016,IR,False,135,923
ENSG00000168883.19,chr2,85648760,85649284,PAS,True,147,935
ENSG00000168883.19,chr2,85649016,85649284,PAS,True,801,936
ENSG00000138085.16,chr2,27212467,27213176,5AS,False,113,163
ENSG00000138085.16,chr2,27212015,27212467,TSS,False,51,164
ENSG00000138085.16,chr2,27212343,27212607,TSS,True,114,164
ENSG00000143951.15,chr2,63119515,63122056,PAS,True,37,102
ENSG00000138443.15,chr2,203402734,203416907,ES,False,160,361
ENSG00000138443.15,chr2,203427269,203427495,IR,True,46,376
ENSG00000138443.15,chr2,203427176,203432169,PAS,True,63,394
ENSG00000138443.15,chr2,203427495,203432169,PAS,True,346,394
ENSG00000138095.18,chr2,43886223,43888656,PAS,True,331,1239
ENSG00000136536.14,chr2,159712606,159729008,5AS,False,283,730
ENSG00000136536.14,chr2,159712661,159729008,ES,False,390,445
ENSG00000136536.14,chr2,159712209,159712661,TSS,True,350,807
ENSG00000136536.14,chr2,159712174,159712606,TSS,True,488,807
ENSG00000144591.18,chr2,219498938,219499960,3AS,False,33,127
ENSG00000144591.18,chr2,219498826,219498938,TSS,False,16,146
ENSG00000115211.15,chr2,27369209,27369413,3AS,False,185,451
ENSG00000115306.15,chr2,54557959,54558887,TSS,False,98,213
ENSG00000115306.15,chr2,54630494,54631611,TSS,True,133,148
ENSG00000115306.15,chr2,54655913,54657521,PAS,True,138,200
ENSG00000115306.15,chr2,54622299,54622330,PAS,True,95,123
ENSG00000115306.15,chr2,54668350,54669683,PAS,True,161,206
ENSG00000119812.18,chr2,33583655,33585444,PAS,True,16,155
ENSG00000075292.18,chr2,71331865,71348752,5AS,False,220,403
ENSG00000075292.18,chr2,71331712,71331875,TSS,True,313,511
ENSG00000075292.18,chr2,71331671,71331865,TSS,True,271,511
ENSG00000075292.18,chr2,71369882,71370891,PAS,True,239,489
ENSG00000115239.21,chr2,53765585,53786820,5AS,True,176,204
ENSG00000115239.21,chr2,53786820,53787007,TSS,True,36,219
ENSG00000115239.21,chr2,53786816,53786971,TSS,True,192,219
ENSG00000275052.4,chr2,55564476,55564901,3AS,True,18,134
ENSG00000275052.4,chr2,55568363,55577314,ES,False,15,134
ENSG00000275052.4,chr2,55577356,55579678,ES,False,79,136
ENSG00000275052.4,chr2,55588956,55603977,ES,True,17,141
ENSG00000275052.4,chr2,55547291,55550006,PAS,True,102,202
ENSG00000275052.4,chr2,55564313,55564497,PAS,True,174,202
ENSG00000275052.4,chr2,55613994,55615506,PAS,True,164,199
ENSG00000275052.4,chr2,55617143,55617815,TSS,True,21,202
ENSG00000088205.12,chr2,117814661,117814862,TSS,False,25,109
ENSG00000088205.12,chr2,117830581,117834418,PAS,True,27,106
ENSG00000186522.14,chr2,109542759,109544324,PAS,True,51,448
ENSG00000144120.12,chr2,119679225,119680831,5AS,False,101,225
ENSG00000144120.12,chr2,119679276,119680831,5AS,False,69,123
ENSG00000144120.12,chr2,119679163,119679276,TSS,True,175,251
ENSG00000144120.12,chr2,119679162,119679617,TSS,True,200,251
ENSG00000144120.12,chr2,119679139,119679225,TSS,True,148,251
ENSG00000144120.12,chr2,119680831,119682119,PAS,True,27,251
ENSG00000136682.14,chr2,113438022,113441350,ES,False,318,370
ENSG00000080345.17,chr2,151409939,151410413,5AS,False,230,467
ENSG00000080345.17,chr2,151409939,151410413,IR,True,230,262
ENSG00000080345.17,chr2,151410033,151410413,IR,False,239,552
ENSG00000080345.17,chr2,151441967,151443258,5AS,True,309,809
ENSG00000080345.17,chr2,151409668,151409939,TSS,True,627,869
ENSG00000080345.17,chr2,151409883,151410527,TSS,True,552,869
ENSG00000080345.17,chr2,151409877,151410033,TSS,True,614,869
ENSG00000080345.17,chr2,151459999,151460100,PAS,True,132,851
ENSG00000064933.17,chr2,189784086,189784593,TSS,True,41,171
ENSG00000064933.17,chr2,189877271,189878394,PAS,True,99,171
ENSG00000064933.17,chr2,189854238,189856058,PAS,True,130,168
ENSG00000064933.17,chr2,189863742,189865716,PAS,True,142,171
ENSG00000213639.9,chr2,28751820,28752037,5AS,False,276,313
ENSG00000213639.9,chr2,28752176,28781803,3AS,True,101,704
ENSG00000213639.9,chr2,28783978,28799198,ES,True,105,712
ENSG00000213639.9,chr2,28751515,28751820,TSS,False,472,750
ENSG00000213639.9,chr2,28751796,28752176,TSS,True,368,750
ENSG00000127824.13,chr2,219253855,219253918,TSS,True,31,178
ENSG00000116001.15,chr2,70214491,70215370,3AS,False,46,330
ENSG00000116001.15,chr2,70227822,70229263,ES,False,55,308
ENSG00000088179.8,chr2,119877542,119882096,ES,True,11,104
ENSG00000088179.8,chr2,119976983,119983816,PAS,False,31,105
ENSG00000088179.8,chr2,119962615,119962744,PAS,True,94,105
ENSG00000163811.11,chr2,28946599,28948222,PAS,True,99,500
ENSG00000163811.11,chr2,28929578,28929710,PAS,True,438,497
ENSG00000115042.9,chr2,95402872,95405276,5AS,False,114,148
ENSG00000115042.9,chr2,95402872,95405279,3AS,True,16,130
ENSG00000115042.9,chr2,95402872,95405552,ES,False,155,285
ENSG00000115042.9,chr2,95402872,95405552,5AS,False,155,233
ENSG00000115042.9,chr2,95402690,95402872,TSS,True,84,370
ENSG00000115042.9,chr2,95402677,95402992,TSS,True,292,370
ENSG00000115816.14,chr2,37201566,37201903,PAS,True,837,1679
ENSG00000115816.14,chr2,37212334,37212392,PAS,True,1404,1679
ENSG00000115641.18,chr2,105386540,105398841,ES,False,76,169
ENSG00000115641.18,chr2,105386540,105398969,5AS,False,40,209
ENSG00000115641.18,chr2,105396697,105398969,5AS,False,44,137
ENSG00000115641.18,chr2,105398969,105399080,TSS,True,176,260
ENSG00000115641.18,chr2,105398841,105399078,TSS,True,91,260
ENSG00000115317.11,chr2,74531925,74532819,ES,False,38,142
ENSG00000115317.11,chr2,74529177,74529912,TSS,True,131,146
ENSG00000115317.11,chr2,74529365,74530512,TSS,True,16,146
ENSG00000079785.14,chr2,15630775,15631111,PAS,True,163,908
ENSG00000042493.15,chr2,85413983,85414073,TSS,True,32,316
ENSG00000115318.11,chr2,74536471,74549368,ES,False,154,242
ENSG00000115318.11,chr2,74549368,74549663,TSS,True,61,253
ENSG00000115318.11,chr2,74553875,74554024,TSS,True,201,253
ENSG00000168393.12,chr2,241678649,241685768,ES,False,32,190
ENSG00000115875.18,chr2,38745187,38746693,ES,False,164,1076
ENSG00000115875.18,chr2,38748653,38748897,IR,False,47,101
ENSG00000115875.18,chr2,38749346,38749528,IR,False,72,153
ENSG00000119004.15,chr2,203239134,203251966,ES,False,32,175
ENSG00000119004.15,chr2,203245895,203251966,ES,False,19,144
ENSG00000187736.12,chr2,219160719,219160850,TSS,True,21,162
ENSG00000187736.12,chr2,219160509,219160560,TSS,False,144,162
ENSG00000143727.15,chr2,271939,275139,ME,False,197,826
ENSG00000143727.15,chr2,271939,272191,ES,False,200,267
ENSG00000144401.14,chr2,207624404,207625264,5AS,True,163,229
ENSG00000144401.14,chr2,207612087,207613443,PAS,True,34,257
ENSG00000144401.14,chr2,207625061,207625393,TSS,True,190,257
ENSG00000144401.14,chr2,207625264,207625397,TSS,False,94,257
ENSG00000144118.13,chr2,120252980,120278617,3AS,False,178,263
ENSG00000144118.13,chr2,120252755,120252980,TSS,True,39,306
ENSG00000115207.13,chr2,27343578,27356738,ES,False,68,113
ENSG00000115207.13,chr2,27324199,27326893,PAS,True,30,153
ENSG00000115207.13,chr2,27333529,27333784,PAS,True,128,149
ENSG00000115207.13,chr2,27356738,27357413,TSS,True,40,154
ENSG00000130508.10,chr2,1684151,1691927,ES,False,30,118
ENSG00000130508.10,chr2,1631882,1634323,PAS,True,39,184
ENSG00000130508.10,chr2,1648171,1649673,TSS,True,157,199
ENSG00000130508.10,chr2,1744255,1744568,TSS,True,96,216
ENSG00000115415.18,chr2,190968991,190970717,PAS,True,71,342
ENSG00000115415.18,chr2,190975533,190975887,PAS,True,300,342
ENSG00000153093.18,chr2,110841405,110933488,ES,False,28,223
ENSG00000153093.18,chr2,110933642,110987107,ES,False,105,206
ENSG00000153093.18,chr2,110996004,111049217,ES,False,16,143
ENSG00000153093.18,chr2,111092966,111117615,ES,True,101,117
ENSG00000153093.18,chr2,111117615,111118548,PAS,True,161,279
ENSG00000153093.18,chr2,110886780,110889600,PAS,False,244,276
ENSG00000163466.15,chr2,218253890,218256753,PAS,True,103,964
ENSG00000169756.16,chr2,108534375,108534594,TSS,True,16,151
ENSG00000171103.10,chr2,28850405,28851098,5AS,False,29,158
ENSG00000171103.10,chr2,28865119,28869578,5AS,True,130,148
ENSG00000171103.10,chr2,28869578,28870311,TSS,True,29,173
ENSG00000171103.10,chr2,28869559,28870320,TSS,True,151,173
ENSG00000198130.15,chr2,190204802,190205099,IR,False,40,360
ENSG00000198130.15,chr2,190202081,190205232,PAS,True,59,381
ENSG00000198130.15,chr2,190200925,190204802,PAS,False,335,381
ENSG00000136710.9,chr2,130339232,130340907,ES,False,174,196
ENSG00000136710.9,chr2,130342014,130342165,TSS,True,28,198
ENSG00000138398.15,chr2,169584331,169584490,TSS,True,81,125
ENSG00000138398.15,chr2,169584566,169584899,TSS,True,101,125
ENSG00000138398.15,chr2,169584341,169584497,TSS,True,77,125
ENSG00000138398.15,chr2,169636412,169641406,PAS,True,80,119
ENSG00000138398.15,chr2,169630773,169630977,PAS,True,58,119
ENSG00000138398.15,chr2,169614584,169614728,PAS,True,104,119
ENSG00000169607.12,chr2,112760764,112764561,ES,True,14,132
ENSG00000003509.15,chr2,37241637,37242634,5AS,False,37,226
ENSG00000003509.15,chr2,37241637,37242634,IR,False,37,156
ENSG00000003509.15,chr2,37241637,37243862,ES,False,66,112
ENSG00000003509.15,chr2,37241637,37243862,5AS,False,66,356
ENSG00000003509.15,chr2,37241791,37242634,5AS,True,162,186
ENSG00000003509.15,chr2,37241791,37242634,IR,False,162,281
ENSG00000003509.15,chr2,37242424,37242634,IR,True,35,154
ENSG00000003509.15,chr2,37248134,37251181,PAS,True,113,433
ENSG00000003509.15,chr2,37253085,37253889,PAS,False,345,433
ENSG00000115541.10,chr2,197500439,197501073,IR,True,177,202
ENSG00000115541.10,chr2,197500010,197500439,TSS,False,31,208
ENSG00000115541.10,chr2,197503208,197503455,PAS,True,29,208
ENSG00000173692.12,chr2,231165199,231165289,PAS,True,492,2088
ENSG00000173692.12,chr2,231163634,231163729,PAS,False,1738,2088
ENSG00000130294.16,chr2,240713762,240717406,PAS,True,81,115
ENSG00000130294.16,chr2,240820121,240820220,TSS,True,135,205
PB_novel_212671,chr2,188034060,188035602,3AS,True,143,204
PB_novel_212671,chr2,188034060,188039129,ES,True,424,634
ENSG00000118961.14,chr2,20774979,20801309,ES,False,13,102
ENSG00000118961.14,chr2,20790398,20801309,5AS,False,89,100
ENSG00000168958.19,chr2,227328789,227330625,ES,False,277,313
ENSG00000168958.19,chr2,227340380,227355676,ME,False,67,107
ENSG00000168958.19,chr2,227340380,227352513,ES,False,65,128
ENSG00000168958.19,chr2,227340380,227355676,ME,False,65,107
ENSG00000168958.19,chr2,227340380,227355676,ES,False,195,365
ENSG00000122085.16,chr2,241097427,241102252,ES,False,39,177
ENSG00000122085.16,chr2,241085884,241089365,PAS,True,162,213
ENSG00000122085.16,chr2,241095030,241096438,PAS,True,57,212
ENSG00000243943.9,chr2,27583142,27598069,3AS,True,12,103
ENSG00000243943.9,chr2,27583002,27583142,TSS,True,23,150
ENSG00000123992.19,chr2,219386948,219387069,3AS,False,17,113
ENSG00000123992.19,chr2,219387758,219387957,TSS,True,42,119
ENSG00000123992.19,chr2,219387575,219387934,TSS,True,100,119
ENSG00000197756.9,chr2,216498814,216498877,TSS,True,63,470
ENSG00000121152.9,chr2,96335848,96341674,3AS,False,59,175
ENSG00000121152.9,chr2,96373291,96375925,PAS,True,113,203
ENSG00000121152.9,chr2,96360142,96360343,PAS,True,113,202
ENSG00000153201.15,chr2,108719366,108719678,TSS,True,26,103
ENSG00000077380.15,chr2,171687433,171687627,TSS,True,63,100
ENSG00000077380.15,chr2,171687620,171687873,TSS,True,59,100
ENSG00000077380.15,chr2,171747775,171749697,PAS,True,13,100
ENSG00000115884.10,chr2,20225261,20225911,TSS,False,120,147
ENSG00000115884.10,chr2,20224801,20225140,TSS,True,42,147
ENSG00000087338.4,chr2,69878908,69881396,PAS,True,29,234
ENSG00000104231.10,chr8,81715114,81718181,ES,False,75,257
ENSG00000104231.10,chr8,81721226,81721319,TSS,False,52,264
ENSG00000040341.17,chr8,73688813,73738283,ES,False,181,250
ENSG00000040341.17,chr8,73419988,73421465,PAS,True,212,294
ENSG00000040341.17,chr8,73546118,73552319,PAS,True,123,292
ENSG00000184428.12,chr8,143331339,143334739,ES,False,508,579
ENSG00000179526.16,chr8,144098994,144099276,ES,False,35,156
ENSG00000179526.16,chr8,144099205,144099276,IR,True,115,137
ENSG00000179526.16,chr8,144098629,144098788,PAS,False,31,192
ENSG00000179526.16,chr8,144103552,144104905,TSS,True,30,192
ENSG00000085719.12,chr8,86514412,86514541,TSS,True,13,106
ENSG00000085719.12,chr8,86558287,86561509,PAS,True,22,102
ENSG00000085719.12,chr8,86544739,86546609,PAS,True,90,101
ENSG00000147789.15,chr8,144827609,144829042,5AS,False,162,184
ENSG00000147789.15,chr8,144827609,144837390,ES,True,30,190
ENSG00000147789.15,chr8,144829090,144829477,3AS,False,110,140
ENSG00000147789.15,chr8,144829090,144829477,IR,False,110,150
ENSG00000147789.15,chr8,144827489,144827609,TSS,False,65,264
ENSG00000147789.15,chr8,144841354,144843690,PAS,True,25,245
ENSG00000164754.14,chr8,116845932,116847691,PAS,True,244,614
ENSG00000164754.14,chr8,116845935,116850767,PAS,True,400,606
ENSG00000164754.14,chr8,116874610,116874896,TSS,False,136,621
ENSG00000023287.12,chr8,52656119,52657908,PAS,False,43,358
ENSG00000104299.14,chr8,28767021,28768322,PAS,True,29,127
ENSG00000168476.11,chr8,22138793,22139415,ES,False,37,342
ENSG00000168476.11,chr8,22139061,22139415,IR,False,307,343
ENSG00000131931.8,chr8,42838336,42843023,ES,False,16,147
ENSG00000171320.14,chr8,27803305,27805317,PAS,True,25,101
ENSG00000156787.16,chr8,123142261,123142408,PAS,False,105,126
ENSG00000156787.16,chr8,123151805,123152153,PAS,True,82,126
ENSG00000156787.16,chr8,123102246,123104207,PAS,False,76,126
ENSG00000070718.11,chr8,42152987,42153105,TSS,True,21,123
ENSG00000071894.16,chr8,144409288,144410022,TSS,False,213,389
ENSG00000071894.16,chr8,144409014,144409325,TSS,True,327,389
ENSG00000071894.16,chr8,144401429,144401565,TSS,True,330,388
ENSG00000156795.7,chr8,123416664,123416856,TSS,True,62,103
ENSG00000156795.7,chr8,123416722,123416932,TSS,True,47,103
ENSG00000184489.11,chr8,141427069,141430926,ES,False,14,132
ENSG00000184489.11,chr8,141391976,141392084,TSS,True,45,136
ENSG00000184489.11,chr8,141421386,141422345,TSS,True,103,136
ENSG00000078674.17,chr8,17922713,17923188,TSS,True,19,117
ENSG00000078674.17,chr8,18027636,18029948,PAS,True,105,117
ENSG00000078674.17,chr8,17952969,17954455,PAS,True,55,104
ENSG00000078674.17,chr8,17960314,17960405,PAS,True,88,106
ENSG00000104312.7,chr8,89758233,89765340,ES,False,95,182
ENSG00000155096.13,chr8,102843747,102858012,ES,False,892,1153
ENSG00000164933.11,chr8,103403324,103407633,ES,False,17,169
ENSG00000104341.16,chr8,97775787,97776108,TSS,True,40,114
ENSG00000189376.11,chr8,123218275,123220297,PAS,True,18,178
ENSG00000104723.20,chr8,15748465,15764202,ES,False,72,114
ENSG00000164961.15,chr8,125083258,125091614,ES,False,42,211
ENSG00000168495.12,chr8,22245093,22245183,TSS,False,187,241
ENSG00000168495.12,chr8,22245325,22245614,TSS,True,60,241
ENSG00000187954.12,chr8,144449579,144450770,PAS,True,125,141
ENSG00000187954.12,chr8,144451120,144452570,PAS,True,111,135
ENSG00000187954.12,chr8,144465352,144465496,TSS,True,100,142
ENSG00000160973.7,chr8,144475223,144475582,3AS,False,213,1419
ENSG00000198363.17,chr8,61638360,61642887,3AS,False,66,375
ENSG00000198363.17,chr8,61499796,61503509,PAS,True,344,399
ENSG00000198363.17,chr8,61623699,61626280,PAS,True,138,398
ENSG00000158941.16,chr8,22604637,22604842,TSS,True,61,526
ENSG00000169398.19,chr8,140864399,140890542,ES,False,89,361
ENSG00000169398.19,chr8,140890769,141001124,ME,False,28,203
ENSG00000169398.19,chr8,140890769,141001124,ME,False,28,203
ENSG00000169398.19,chr8,140890769,141001124,ME,False,28,203
ENSG00000169398.19,chr8,140890769,141001124,ME,False,28,203
ENSG00000169398.19,chr8,140890769,141001124,ES,False,166,392
ENSG00000169398.19,chr8,140658381,140659678,PAS,True,98,438
ENSG00000197217.12,chr8,23434478,23435391,3AS,False,89,106
ENSG00000197217.12,chr8,23439915,23441592,5AS,False,57,112
ENSG00000197217.12,chr8,23429152,23433154,PAS,True,17,113
ENSG00000165392.9,chr8,31172994,31175913,PAS,True,97,112
ENSG00000165392.9,chr8,31080866,31082197,PAS,True,89,108
ENSG00000165392.9,chr8,31087775,31087881,PAS,True,55,109
ENSG00000165392.9,chr8,31076172,31076611,PAS,True,95,108
ENSG00000169490.16,chr8,38995405,38996212,3AS,False,378,426
ENSG00000169490.16,chr8,38996212,38996517,TSS,True,53,479
ENSG00000164930.11,chr8,103300084,103300199,IR,False,18,100
ENSG00000164930.11,chr8,103331340,103332866,PAS,True,19,106
ENSG00000176623.11,chr8,86472347,86472479,PAS,True,80,100
ENSG00000161016.17,chr8,144792365,144792428,TSS,False,403,2324
ENSG00000182307.13,chr8,145052497,145052585,IR,False,236,322
ENSG00000182307.13,chr8,145052437,145052497,TSS,False,97,336
ENSG00000182307.13,chr8,145052464,145052897,TSS,True,249,330
ENSG00000104413.16,chr8,94678371,94696851,ES,False,177,473
ENSG00000104413.16,chr8,94678371,94705924,ME,False,177,223
ENSG00000104413.16,chr8,94678371,94705924,ES,False,150,669
ENSG00000104413.16,chr8,94692827,94705924,ES,False,46,343
ENSG00000104413.16,chr8,94705924,94707466,PAS,True,112,791
ENSG00000104522.15,chr8,143614453,143614623,IR,False,533,719
ENSG00000104522.15,chr8,143614453,143614786,3AS,True,20,167
ENSG00000104522.15,chr8,143617473,143618177,TSS,False,95,748
ENSG00000185122.10,chr8,144312244,144313510,ES,False,620,720
ENSG00000077782.20,chr8,38418373,38419538,5AS,False,23,123
ENSG00000077782.20,chr8,38411143,38412595,PAS,False,152,171
ENSG00000077782.20,chr8,38410195,38413804,PAS,True,29,162
ENSG00000077782.20,chr8,38467980,38468832,TSS,True,157,180
