gene,chr,start,end,splice_type,novel,HL-60_ENCFF810FRP_in_cov,HL-60_ENCFF810FRP_total_cov
ENSG00000116044.15,chr2,177263402,177264324,TSS,True,159,195
ENSG00000196843.15,chr2,96547517,96549752,ES,False,55,227
ENSG00000163811.11,chr2,28946599,28948222,PAS,True,91,355
ENSG00000163811.11,chr2,28929578,28929710,PAS,True,272,352
ENSG00000152518.7,chr2,43226264,43226606,TSS,False,44,206
ENSG00000115042.9,chr2,95402872,95405552,ES,False,107,148
ENSG00000115042.9,chr2,95402872,95405552,5AS,False,107,161
ENSG00000115042.9,chr2,95402872,95405552,IR,True,107,124
ENSG00000115042.9,chr2,95410586,95410863,IR,False,161,188
ENSG00000115042.9,chr2,95412542,95412676,IR,True,163,195
ENSG00000115042.9,chr2,95402690,95402872,TSS,True,76,225
ENSG00000115042.9,chr2,95402677,95402992,TSS,True,170,225
ENSG00000115042.9,chr2,95412894,95415547,PAS,True,43,222
ENSG00000163535.17,chr2,200569892,200571049,IR,True,112,136
ENSG00000163535.17,chr2,200571049,200573042,PAS,True,33,138
ENSG00000163535.17,chr2,200569662,200572004,PAS,True,114,138
ENSG00000115816.14,chr2,37201566,37201903,PAS,True,123,307
ENSG00000115317.11,chr2,74531371,74531596,IR,False,167,189
ENSG00000115317.11,chr2,74530014,74530821,TSS,True,163,196
ENSG00000115317.11,chr2,74529365,74530512,TSS,True,41,196
ENSG00000079785.14,chr2,15630775,15631111,PAS,True,94,457
ENSG00000079785.14,chr2,15627053,15628207,PAS,True,398,457
ENSG00000168393.12,chr2,241678649,241685768,ES,False,26,108
ENSG00000115875.18,chr2,38748653,38749528,IR,False,162,233
ENSG00000144504.15,chr2,240525849,240552913,ES,False,98,109
ENSG00000144504.15,chr2,240525849,240560730,ES,False,21,120
ENSG00000144504.15,chr2,240479420,240479655,PAS,True,122,149
ENSG00000144504.15,chr2,240521491,240524381,PAS,True,56,145
ENSG00000144504.15,chr2,240560730,240561131,TSS,True,21,149
ENSG00000198612.10,chr2,237086042,237087126,IR,True,148,166
ENSG00000198612.10,chr2,237085338,237086042,TSS,True,22,173
ENSG00000198612.10,chr2,237097662,237102019,PAS,True,24,173
ENSG00000143727.15,chr2,271939,275139,ME,False,85,480
ENSG00000143727.15,chr2,271939,272191,ES,False,87,216
ENSG00000143727.15,chr2,271939,272191,3AS,False,87,108
ENSG00000143727.15,chr2,272065,272191,IR,False,129,150
ENSG00000115232.13,chr2,181509657,181509784,PAS,False,206,515
ENSG00000144401.14,chr2,207624404,207625264,5AS,True,82,117
ENSG00000144401.14,chr2,207580636,207582160,PAS,True,109,149
ENSG00000144401.14,chr2,207612087,207613443,PAS,True,77,149
ENSG00000144401.14,chr2,207580634,207581946,PAS,True,133,149
ENSG00000144401.14,chr2,207625061,207625393,TSS,True,92,150
ENSG00000144401.14,chr2,207625264,207625397,TSS,False,68,150
ENSG00000144118.13,chr2,120252755,120252980,TSS,True,25,123
ENSG00000115207.13,chr2,27324199,27326893,PAS,True,61,104
ENSG00000115207.13,chr2,27325850,27326723,PAS,True,92,105
ENSG00000115207.13,chr2,27333529,27333784,PAS,True,70,103
ENSG00000115207.13,chr2,27356738,27357413,TSS,True,39,105
ENSG00000115207.13,chr2,27356086,27356735,TSS,True,87,105
ENSG00000115415.18,chr2,190968991,190970717,PAS,True,77,367
ENSG00000115415.18,chr2,190975533,190975887,PAS,True,306,367
ENSG00000115415.18,chr2,191014017,191014232,TSS,True,40,368
ENSG00000163466.15,chr2,218253890,218256753,PAS,True,429,1554
ENSG00000163466.15,chr2,218249820,218250680,PAS,True,1213,1554
ENSG00000169756.16,chr2,108534375,108534594,TSS,True,31,119
ENSG00000169756.16,chr2,108588290,108588425,TSS,False,91,119
ENSG00000136710.9,chr2,130339232,130340907,ES,False,242,277
ENSG00000169607.12,chr2,112736348,112739048,PAS,True,160,203
ENSG00000169607.12,chr2,112752355,112752474,PAS,True,55,203
ENSG00000003509.15,chr2,37248134,37251181,PAS,True,19,148
ENSG00000173692.12,chr2,231165199,231165289,PAS,True,211,762
ENSG00000173692.12,chr2,231163634,231163729,PAS,False,603,762
ENSG00000118961.14,chr2,20701652,20774809,ES,False,37,323
ENSG00000118961.14,chr2,20774979,20801309,ES,False,38,301
ENSG00000118961.14,chr2,20682494,20684923,PAS,True,295,333
ENSG00000118961.14,chr2,20684029,20687094,PAS,True,52,331
ENSG00000168958.19,chr2,227325427,227330625,ES,False,45,265
ENSG00000168958.19,chr2,227328789,227330625,ES,False,200,226
ENSG00000168958.19,chr2,227340380,227355676,ES,False,208,295
ENSG00000168958.19,chr2,227325230,227325427,TSS,True,37,328
ENSG00000168958.19,chr2,227356985,227357835,PAS,True,33,328
ENSG00000122085.16,chr2,241095030,241096438,PAS,True,25,151
ENSG00000144048.10,chr2,73761765,73762859,PAS,True,20,106
ENSG00000243943.9,chr2,27583142,27583657,IR,True,136,157
ENSG00000243943.9,chr2,27583142,27598066,ES,False,145,243
ENSG00000243943.9,chr2,27583142,27598069,3AS,True,33,276
ENSG00000243943.9,chr2,27583716,27598069,3AS,False,50,155
ENSG00000123992.19,chr2,219381584,219381978,IR,True,113,137
ENSG00000123992.19,chr2,219385706,219385967,IR,True,131,150
ENSG00000123992.19,chr2,219387163,219387758,5AS,False,80,146
ENSG00000123992.19,chr2,219372029,219374342,PAS,True,23,162
ENSG00000123992.19,chr2,219383464,219385531,PAS,True,137,154
ENSG00000123992.19,chr2,219387758,219387957,TSS,True,82,162
ENSG00000123992.19,chr2,219387575,219387934,TSS,True,96,162
ENSG00000162972.10,chr2,199963732,199964117,PAS,True,19,118
ENSG00000121152.9,chr2,96335848,96341674,3AS,False,196,362
ENSG00000121152.9,chr2,96373291,96375925,PAS,True,194,403
ENSG00000121152.9,chr2,96360142,96360343,PAS,True,261,397
ENSG00000115884.10,chr2,20225261,20225911,TSS,False,130,195
ENSG00000115884.10,chr2,20224801,20225140,TSS,True,87,195
ENSG00000116120.9,chr2,222643005,222648739,ES,True,680,802
ENSG00000104231.10,chr8,81715114,81718181,ES,False,352,1286
ENSG00000104231.10,chr8,81718224,81721248,5AS,False,224,1282
ENSG00000104231.10,chr8,81721248,81721320,TSS,True,1072,1296
ENSG00000104231.10,chr8,81721226,81721319,TSS,False,241,1296
ENSG00000040341.17,chr8,73688813,73738283,ES,False,126,148
ENSG00000040341.17,chr8,73688813,73746782,ES,False,23,168
ENSG00000040341.17,chr8,73419988,73421465,PAS,True,151,192
ENSG00000040341.17,chr8,73526820,73527804,PAS,True,150,192
ENSG00000040341.17,chr8,73546118,73552319,PAS,True,94,188
ENSG00000104228.12,chr8,27284889,27288127,PAS,True,12,109
ENSG00000104228.12,chr8,27293031,27294310,PAS,True,96,107
ENSG00000120899.17,chr8,27444271,27450748,ES,False,363,429
ENSG00000120899.17,chr8,27450895,27451484,ES,True,101,428
ENSG00000120899.17,chr8,27325473,27325681,TSS,True,107,460
ENSG00000184428.12,chr8,143331339,143334739,ES,False,259,367
ENSG00000179526.16,chr8,144099205,144099276,IR,True,94,115
ENSG00000147789.15,chr8,144827609,144837390,ES,True,56,114
ENSG00000147789.15,chr8,144827489,144827609,TSS,False,22,152
ENSG00000104738.17,chr8,47976685,47979183,PAS,True,94,595
ENSG00000164754.14,chr8,116866761,116874362,5AS,True,85,114
ENSG00000164754.14,chr8,116845932,116847691,PAS,True,172,480
ENSG00000164754.14,chr8,116845935,116850767,PAS,True,318,464
ENSG00000164754.14,chr8,116874610,116874896,TSS,False,202,490
ENSG00000164754.14,chr8,116874362,116874613,TSS,False,405,490
ENSG00000023287.12,chr8,52656119,52657908,PAS,False,19,183
ENSG00000196150.13,chr8,144890059,144890307,3AS,False,86,100
ENSG00000196150.13,chr8,144880875,144882836,PAS,True,13,103
ENSG00000196150.13,chr8,144901398,144901477,TSS,True,19,103
ENSG00000196150.13,chr8,144901336,144901473,TSS,True,90,103
ENSG00000008513.15,chr8,133476074,133476277,IR,False,110,193
ENSG00000008513.15,chr8,133476600,133545773,ES,False,58,180
ENSG00000168476.11,chr8,22139061,22139415,IR,False,530,601
ENSG00000171320.14,chr8,27803305,27805317,PAS,True,24,102
ENSG00000171320.14,chr8,27792667,27792767,PAS,True,88,102
ENSG00000164808.16,chr8,47291137,47396375,ES,False,40,191
ENSG00000164808.16,chr8,47294030,47440322,ES,False,41,192
ENSG00000164808.16,chr8,47712872,47713488,IR,True,233,299
ENSG00000164808.16,chr8,47260898,47260991,TSS,True,56,328
ENSG00000164808.16,chr8,47735306,47737022,PAS,True,36,327
ENSG00000071894.16,chr8,144409288,144410022,TSS,False,151,370
ENSG00000071894.16,chr8,144401429,144401565,TSS,True,324,370
ENSG00000070501.11,chr8,42338685,42344952,ES,False,19,135
ENSG00000156795.7,chr8,123416856,123427923,5AS,False,53,139
ENSG00000156795.7,chr8,123430033,123436452,ES,False,93,140
ENSG00000156795.7,chr8,123416664,123416856,TSS,True,90,143
ENSG00000156795.7,chr8,123416722,123416932,TSS,True,55,143
ENSG00000168300.13,chr8,51845763,51898929,ES,False,26,122
ENSG00000168300.13,chr8,51817574,51820718,PAS,True,29,134
ENSG00000168300.13,chr8,51842503,51845763,PAS,True,115,133
ENSG00000133731.9,chr8,81681584,81686251,ES,False,136,160
ENSG00000078674.17,chr8,17923188,17935588,ES,False,24,205
ENSG00000078674.17,chr8,17924780,17935588,ES,False,159,191
ENSG00000078674.17,chr8,17939861,17947185,ES,False,160,218
ENSG00000078674.17,chr8,17922713,17923188,TSS,True,31,240
ENSG00000078674.17,chr8,17952969,17954455,PAS,True,92,226
ENSG00000104312.7,chr8,89758233,89765340,ES,False,85,259
ENSG00000155096.13,chr8,102843747,102858012,ES,False,218,392
ENSG00000164933.11,chr8,103407784,103414783,ES,True,151,168
ENSG00000104343.19,chr8,73810629,73830380,ES,False,28,209
ENSG00000105339.10,chr8,141138137,141150833,ES,False,51,139
ENSG00000105339.10,chr8,141128348,141128809,TSS,True,29,177
ENSG00000105339.10,chr8,141194032,141195808,PAS,True,30,170
ENSG00000078668.13,chr8,42402015,42403310,IR,True,568,735
ENSG00000078668.13,chr8,42405370,42405934,PAS,True,120,746
ENSG00000078668.13,chr8,42401787,42404723,PAS,True,634,744
ENSG00000221914.9,chr8,26291481,26291826,TSS,True,26,115
ENSG00000221914.9,chr8,26291869,26292007,TSS,False,101,115
ENSG00000120913.23,chr8,22580602,22581378,5AS,True,57,241
ENSG00000120913.23,chr8,22580183,22580697,TSS,True,92,276
ENSG00000120913.23,chr8,22580203,22580602,TSS,True,218,276
ENSG00000158941.16,chr8,22604637,22604842,TSS,True,70,444
ENSG00000147649.9,chr8,97713661,97713735,PAS,True,34,101
ENSG00000176623.11,chr8,86480332,86486483,ES,False,30,109
ENSG00000176623.11,chr8,86470166,86474358,PAS,True,17,118
ENSG00000161016.17,chr8,144792365,144792428,TSS,False,133,1107
ENSG00000182307.13,chr8,145052497,145052585,IR,False,164,200
ENSG00000182307.13,chr8,145052437,145052497,TSS,False,38,204
ENSG00000182307.13,chr8,145052464,145052897,TSS,True,167,203
ENSG00000104522.15,chr8,143614453,143614623,IR,False,175,209
ENSG00000153310.19,chr8,129871496,129903311,ES,False,65,575
ENSG00000153310.19,chr8,129903350,129939607,ES,False,157,217
ENSG00000153310.19,chr8,129903350,129970942,ES,False,213,333
ENSG00000153310.19,chr8,129939607,129939904,TSS,True,376,602
ENSG00000153310.19,chr8,130016369,130016704,TSS,True,305,602
ENSG00000121022.13,chr8,67059445,67061853,5AS,True,238,272
ENSG00000121022.13,chr8,67062024,67062105,IR,False,66,275
ENSG00000121022.13,chr8,67061853,67062151,TSS,True,94,279
ENSG00000121022.13,chr8,67062105,67062347,TSS,True,211,279
ENSG00000120963.11,chr8,101174131,101178387,PAS,True,74,157
ENSG00000120963.11,chr8,101197051,101199239,PAS,True,89,157
ENSG00000179950.13,chr8,143818534,143821596,ES,False,784,954
ENSG00000179950.13,chr8,143821913,143829279,ES,False,118,913
ENSG00000179950.13,chr8,143824396,143829279,3AS,False,128,795
ENSG00000147687.18,chr8,124516030,124518817,5AS,False,81,133
ENSG00000147687.18,chr8,124518881,124522936,ES,False,15,130
ENSG00000170791.17,chr8,56211837,56214597,ES,False,46,135
ENSG00000170791.17,chr8,56214667,56216432,3AS,False,87,141
ENSG00000154328.15,chr8,11769791,11771445,ES,False,65,102
ENSG00000154328.15,chr8,11771585,11779597,5AS,True,117,133
ENSG00000154328.15,chr8,11769633,11769791,TSS,False,32,148
ENSG00000154328.15,chr8,11769708,11770335,TSS,True,117,148
ENSG00000160932.10,chr8,143018586,143020887,3AS,False,29,114
ENSG00000164924.17,chr8,100951928,100952852,TSS,True,203,356
ENSG00000164924.17,chr8,100953268,100953476,TSS,True,272,358
ENSG00000164830.18,chr8,106713985,106739457,ES,False,96,186
ENSG00000164830.18,chr8,106657828,106658185,TSS,True,34,242
ENSG00000164830.18,chr8,106750805,106752694,PAS,True,44,242
ENSG00000129691.15,chr8,38105516,38105738,TSS,True,150,511
ENSG00000129691.15,chr8,38105528,38106139,TSS,True,371,511
ENSG00000205133.11,chr8,92886667,92891988,3AS,False,65,343
ENSG00000205133.11,chr8,92917007,92954405,3AS,False,79,277
ENSG00000205133.11,chr8,92917007,92966006,ES,False,14,106
ENSG00000205133.11,chr8,92917010,92954405,ES,True,164,199
ENSG00000205133.11,chr8,92917010,92966006,ES,False,26,228
ENSG00000205133.11,chr8,92883529,92886735,PAS,True,82,349
ENSG00000205133.11,chr8,92883531,92886667,PAS,False,282,349
ENSG00000104529.17,chr8,143581328,143586728,ES,False,111,793
ENSG00000104529.17,chr8,143586849,143597347,3AS,False,74,725
ENSG00000156735.10,chr8,38177139,38207511,ES,False,33,108
ENSG00000048392.11,chr8,102238826,102239059,TSS,True,55,105
ENSG00000048392.11,chr8,102238558,102238961,TSS,False,68,105
ENSG00000048392.11,chr8,102238440,102238671,TSS,True,93,105
ENSG00000104472.9,chr8,140511646,140515125,ES,False,16,153
ENSG00000147454.13,chr8,23566336,23568321,IR,False,29,113
ENSG00000147454.13,chr8,23566813,23568321,IR,False,54,138
ENSG00000147454.13,chr8,23528842,23529212,TSS,True,27,243
ENSG00000147454.13,chr8,23571334,23575461,PAS,True,45,230
ENSG00000147454.13,chr8,23566107,23568942,PAS,True,177,218
ENSG00000156469.8,chr8,96239345,96239685,PAS,True,12,105
ENSG00000156469.8,chr8,96261500,96261619,TSS,True,12,105
ENSG00000155975.9,chr8,17294986,17298024,PAS,True,48,169
ENSG00000155975.9,chr8,17286346,17287678,PAS,True,135,169
ENSG00000253981.5,chr8,8236802,8238190,3AS,True,88,100
ENSG00000253981.5,chr8,8241400,8244459,ES,True,31,102
ENSG00000253981.5,chr8,8233410,8236802,PAS,True,48,127
ENSG00000253981.5,chr8,8244459,8244668,TSS,True,25,127
ENSG00000253981.5,chr8,8238190,8238710,TSS,True,103,121
ENSG00000184661.13,chr8,25460300,25460383,IR,False,293,341
ENSG00000184661.13,chr8,25506509,25511308,PAS,True,105,344
ENSG00000184661.13,chr8,25488551,25491216,PAS,True,282,344
ENSG00000129696.12,chr8,33503935,33509745,ES,False,59,177
ENSG00000129696.12,chr8,33512712,33513081,IR,True,75,175
ENSG00000129696.12,chr8,33511966,33513162,TSS,True,79,180
ENSG00000129696.12,chr8,33513081,33513153,TSS,False,104,180
ENSG00000168078.9,chr8,27833133,27837709,5AS,False,16,116
ENSG00000168078.9,chr8,27837709,27837866,TSS,True,101,117
ENSG00000168078.9,chr8,27837651,27837829,TSS,True,17,117
ENSG00000156802.12,chr8,123319849,123321175,PAS,True,108,184
ENSG00000156802.12,chr8,123328204,123328579,PAS,True,151,181
ENSG00000156802.12,chr8,123336458,123337821,PAS,True,160,180
ENSG00000136997.17,chr8,127736623,127738250,3AS,False,806,2968
ENSG00000253729.7,chr8,47773106,47774377,PAS,True,245,299
ENSG00000253729.7,chr8,47786723,47789049,PAS,True,222,257
ENSG00000253729.7,chr8,47918276,47918383,PAS,True,162,196
ENSG00000253729.7,chr8,47928572,47930012,PAS,True,77,195
ENSG00000253729.7,chr8,47959972,47960199,TSS,True,111,301
ENSG00000137575.11,chr8,58572314,58575902,3AS,False,298,1211
ENSG00000172167.7,chr8,120523297,120524675,PAS,False,55,118
ENSG00000172167.7,chr8,120456552,120457946,PAS,True,101,116
ENSG00000172167.7,chr8,120468426,120470813,PAS,True,106,118
ENSG00000104490.17,chr8,102199396,102199546,TSS,True,39,106
ENSG00000147316.12,chr8,6444392,6447414,PAS,True,72,108
ENSG00000147316.12,chr8,6642993,6645626,PAS,True,56,110
ENSG00000198791.11,chr8,17230848,17232426,IR,True,256,308
ENSG00000198791.11,chr8,17226029,17230848,PAS,True,75,332
ENSG00000198791.11,chr8,17229227,17232537,PAS,True,279,331
ENSG00000035681.8,chr8,58659572,58659973,TSS,True,100,187
ENSG00000035681.8,chr8,58659194,58659862,TSS,True,115,187
ENSG00000035681.8,chr8,58595799,58596074,TSS,False,157,176
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,465,2007
ENSG00000070756.15,chr8,100706650,100706798,TSS,True,1769,2000
ENSG00000104320.13,chr8,89980852,89981374,3AS,False,25,200
ENSG00000104320.13,chr8,89980893,89981374,IR,True,175,196
ENSG00000104320.13,chr8,89981523,89982721,ES,False,132,194
ENSG00000104320.13,chr8,89981523,89982721,IR,True,132,150
ENSG00000104320.13,chr8,89933325,89935612,PAS,True,162,243
ENSG00000104320.13,chr8,89953033,89953691,PAS,True,149,241
ENSG00000104320.13,chr8,89955283,89955555,PAS,True,176,239
ENSG00000120925.15,chr8,42861855,42870003,ES,False,38,120
ENSG00000120925.15,chr8,42870112,42887727,ES,True,22,118
ENSG00000120925.15,chr8,42896483,42896850,TSS,True,27,133
ENSG00000120925.15,chr8,42896253,42896877,TSS,True,112,133
ENSG00000164751.14,chr8,76986296,76999989,ES,False,35,170
ENSG00000133872.13,chr8,30070059,30082846,ES,False,327,1753
ENSG00000168522.12,chr8,43056304,43056546,TSS,True,44,136
ENSG00000168522.12,chr8,43056631,43056845,TSS,True,108,136
ENSG00000185043.11,chr15,90231507,90232218,IR,True,152,173
ENSG00000185043.11,chr15,90232327,90233668,IR,True,133,156
ENSG00000128915.11,chr15,60453784,60455325,ES,True,33,200
ENSG00000128915.11,chr15,60468162,60476062,3AS,False,111,209
ENSG00000128915.11,chr15,60419606,60423762,PAS,True,55,222
ENSG00000128915.11,chr15,60479002,60479217,TSS,True,25,222
ENSG00000041357.15,chr15,78540409,78540539,TSS,True,46,275
ENSG00000174197.16,chr15,41660093,41660525,TSS,False,111,185
ENSG00000174197.16,chr15,41621499,41621589,TSS,False,120,185
ENSG00000174197.16,chr15,41713150,41713473,PAS,True,65,172
ENSG00000174197.16,chr15,41729163,41729659,PAS,True,112,173
ENSG00000140521.13,chr15,89333913,89334684,5AS,False,103,150
ENSG00000140521.13,chr15,89334684,89334907,TSS,True,87,190
ENSG00000140521.13,chr15,89334672,89334987,TSS,True,143,190
ENSG00000159556.9,chr15,76341301,76341718,3AS,True,132,150
ENSG00000159556.9,chr15,76341718,76342476,PAS,True,20,152
ENSG00000159556.9,chr15,76341597,76342476,PAS,True,134,152
ENSG00000159322.17,chr15,72752892,72755555,3AS,False,315,645
ENSG00000159322.17,chr15,72752895,72760406,5AS,True,15,137
ENSG00000159322.17,chr15,72755654,72760406,ES,False,240,388
ENSG00000159322.17,chr15,72755654,72760406,5AS,True,240,489
ENSG00000159322.17,chr15,72758230,72760372,IR,True,235,279
ENSG00000159322.17,chr15,72760527,72783458,5AS,False,58,132
ENSG00000159322.17,chr15,72751294,72752895,PAS,True,394,741
ENSG00000159322.17,chr15,72751294,72752892,PAS,True,410,741
ENSG00000159322.17,chr15,72783458,72783781,TSS,True,89,748
ENSG00000137767.13,chr15,45634745,45635108,TSS,True,30,293
ENSG00000128989.10,chr15,52568847,52569144,TSS,True,49,103
ENSG00000128989.10,chr15,52569115,52569167,TSS,True,64,103
ENSG00000104164.10,chr15,45587525,45605427,ES,False,72,321
ENSG00000104164.10,chr15,45592276,45603103,3AS,False,36,229
ENSG00000104164.10,chr15,45592276,45605427,ES,False,34,260
ENSG00000104164.10,chr15,45587180,45587525,TSS,True,43,368
ENSG00000137824.15,chr15,40754790,40755198,5AS,False,37,142
ENSG00000137824.15,chr15,40755082,40755282,TSS,True,42,146
ENSG00000137824.15,chr15,40755198,40755282,TSS,True,109,146
ENSG00000198826.10,chr15,32615607,32615804,IR,False,39,164
ENSG00000198826.10,chr15,32629675,32632978,5AS,False,17,155
ENSG00000198826.10,chr15,32615449,32616340,TSS,True,45,169
ENSG00000198826.10,chr15,32615457,32615607,TSS,False,130,169
ENSG00000198826.10,chr15,32636256,32639941,PAS,True,54,169
ENSG00000198826.10,chr15,32635776,32639038,PAS,True,135,168
ENSG00000247982.6,chr15,57300924,57307541,ES,True,23,130
ENSG00000247982.6,chr15,57307068,57307541,IR,False,111,126
ENSG00000247982.6,chr15,57299982,57300924,TSS,False,19,153
ENSG00000247982.6,chr15,57307541,57307765,PAS,True,19,153
ENSG00000140262.17,chr15,57263274,57273032,3AS,False,20,149
ENSG00000140262.17,chr15,57286156,57291295,PAS,True,49,181
ENSG00000166825.13,chr15,89806806,89814771,3AS,False,233,510
ENSG00000166825.13,chr15,89814771,89815115,TSS,True,151,667
ENSG00000174442.11,chr15,66548350,66550130,PAS,True,41,133
ENSG00000174442.11,chr15,66546590,66546705,PAS,True,100,133
ENSG00000166855.9,chr15,65148850,65150913,PAS,True,87,234
ENSG00000166855.9,chr15,65152318,65152536,PAS,True,205,234
ENSG00000166855.9,chr15,65153650,65155081,PAS,True,208,234
