gene,chr,start,end,splice_type,novel,H1_ENCFF730QOA_in_cov,H1_ENCFF730QOA_total_cov
ENSG00000205571.13,chr5,70070751,70077018,ES,False,80,115
ENSG00000205571.13,chr5,70049625,70049766,TSS,True,20,140
ENSG00000113657.12,chr5,147397665,147397842,TSS,True,90,115
ENSG00000113657.12,chr5,147453548,147453925,TSS,True,93,115
ENSG00000214736.7,chr6,41789336,41789567,3AS,False,238,351
ENSG00000214736.7,chr6,41789530,41789893,PAS,True,246,363
ENSG00000214736.7,chr6,41789567,41789894,PAS,False,117,363
ENSG00000204531.17,chr6,31170215,31170695,TSS,True,712,6089
ENSG00000029363.16,chr6,136256857,136261115,PAS,True,103,142
ENSG00000029363.16,chr6,136271766,136272079,PAS,True,99,132
ENSG00000029363.16,chr6,136276055,136276508,PAS,True,71,110
ENSG00000029363.16,chr6,136289712,136289847,TSS,True,60,149
ENSG00000029363.16,chr6,136275842,136276497,TSS,True,84,101
ENSG00000029363.16,chr6,136277864,136278775,TSS,False,124,144
ENSG00000111802.13,chr6,24666697,24666980,TSS,True,16,125
ENSG00000204264.9,chr6,32843849,32844047,TSS,True,61,101
ENSG00000204264.9,chr6,32844278,32844637,TSS,False,53,101
ENSG00000137309.19,chr6,34240882,34242711,5AS,False,79,292
ENSG00000137309.19,chr6,34236837,34236963,TSS,False,208,492
ENSG00000146223.14,chr6,42879951,42883450,ES,False,48,261
ENSG00000204387.13,chr6,31835451,31837235,ES,False,149,194
ENSG00000204387.13,chr6,31834913,31835200,TSS,True,32,209
ENSG00000132424.15,chr6,99402710,99404602,ES,False,20,111
ENSG00000132424.15,chr6,99403882,99404602,IR,False,92,111
ENSG00000132424.15,chr6,99414686,99416348,3AS,True,26,157
ENSG00000132424.15,chr6,99414690,99425214,ES,False,24,156
ENSG00000132424.15,chr6,99398049,99400311,PAS,False,218,243
ENSG00000132424.15,chr6,99398049,99401630,PAS,True,87,225
ENSG00000132424.15,chr6,99408137,99408271,PAS,False,128,192
ENSG00000132424.15,chr6,99425214,99425976,TSS,True,80,264
ENSG00000132424.15,chr6,99402539,99404403,TSS,True,169,196
ENSG00000120437.8,chr6,159761985,159762142,TSS,False,224,456
ENSG00000120437.8,chr6,159775012,159775313,TSS,True,373,449
ENSG00000135521.8,chr6,143843304,143843480,TSS,False,14,128
ENSG00000234745.10,chr6,31357085,31357218,TSS,True,37,244
ENSG00000135316.17,chr6,85642796,85643330,TSS,True,45,104
ENSG00000204220.11,chr6,33289588,33289628,TSS,True,159,185
ENSG00000204220.11,chr6,33289627,33289920,TSS,True,78,185
ENSG00000204220.11,chr6,33289577,33289620,TSS,True,137,185
ENSG00000112651.11,chr6,43054486,43058064,ES,False,23,176
ENSG00000112651.11,chr6,43059285,43059443,TSS,True,23,194
ENSG00000196230.12,chr6,30720274,30720563,TSS,False,213,1856
ENSG00000112312.9,chr6,24775112,24777221,5AS,False,159,321
ENSG00000112312.9,chr6,24774927,24775244,TSS,True,199,360
ENSG00000112312.9,chr6,24774923,24775112,TSS,True,199,360
ENSG00000112759.17,chr6,44223641,44227262,3AS,True,145,171
ENSG00000093144.18,chr6,127314896,127327001,ES,False,69,194
ENSG00000093144.18,chr6,127343335,127344300,TSS,False,76,243
ENSG00000124532.14,chr6,24402796,24403236,TSS,True,30,142
ENSG00000124532.14,chr6,24423583,24426185,PAS,True,25,115
ENSG00000124532.14,chr6,24422936,24423478,PAS,True,95,115
ENSG00000120265.17,chr6,149802369,149810615,5AS,False,170,264
ENSG00000120265.17,chr6,149810615,149812368,PAS,True,150,414
ENSG00000120265.17,chr6,149802199,149803052,PAS,True,253,393
ENSG00000096384.19,chr6,44247057,44247195,TSS,False,452,2311
ENSG00000096384.19,chr6,44248639,44250154,TSS,True,2054,2293
ENSG00000096384.19,chr6,44253488,44253899,PAS,True,308,2300
ENSG00000124802.11,chr6,8079023,8080030,PAS,False,85,424
ENSG00000124802.11,chr6,8079604,8090281,PAS,True,354,424
ENSG00000180992.6,chr6,44127343,44127452,TSS,False,41,331
ENSG00000111906.17,chr6,125292909,125300537,ES,False,106,254
ENSG00000112667.12,chr6,43225628,43225881,PAS,False,11,102
ENSG00000241370.5,chr6,30345228,30345297,IR,False,96,122
ENSG00000241370.5,chr6,30345136,30345228,TSS,True,32,132
ENSG00000241370.5,chr6,30345200,30345398,TSS,True,107,132
ENSG00000124614.15,chr6,34426031,34426132,TSS,True,584,4941
ENSG00000012660.13,chr6,53348816,53349169,TSS,True,45,219
ENSG00000112514.15,chr6,33417695,33417868,IR,False,130,373
ENSG00000112514.15,chr6,33418086,33418358,TSS,False,602,809
ENSG00000112514.15,chr6,33417958,33418113,TSS,True,651,809
ENSG00000112514.15,chr6,33417480,33418153,TSS,True,567,809
ENSG00000112514.15,chr6,33417868,33418103,TSS,False,680,809
ENSG00000196591.11,chr6,113970856,113971501,TSS,True,202,685
ENSG00000196591.11,chr6,113948978,113949077,TSS,True,512,678
ENSG00000198563.13,chr6,31540534,31541949,3AS,False,301,781
ENSG00000198563.13,chr6,31541949,31542461,TSS,True,90,877
ENSG00000124733.4,chr6,43013897,43013924,TSS,False,40,261
ENSG00000213722.8,chr6,31728864,31730245,TSS,True,257,307
ENSG00000213722.8,chr6,31730050,31730268,TSS,True,67,307
ENSG00000155115.6,chr6,110958505,110958826,TSS,False,49,310
ENSG00000198755.10,chr6,35469285,35469380,IR,False,45,156
ENSG00000124588.19,chr6,3012674,3016883,ES,False,24,159
ENSG00000118418.14,chr6,79201726,79202275,IR,True,168,196
ENSG00000118418.14,chr6,79201726,79202316,5AS,False,422,596
ENSG00000066379.14,chr6,30061238,30061669,TSS,True,67,105
ENSG00000066379.14,chr6,30061271,30061398,TSS,True,59,105
ENSG00000066379.14,chr6,30061238,30061389,TSS,True,90,105
ENSG00000204574.12,chr6,30571380,30571560,TSS,True,67,124
ENSG00000092820.17,chr6,158765738,158767078,PAS,True,54,356
ENSG00000092820.17,chr6,158770787,158770894,PAS,True,200,227
ENSG00000092820.17,chr6,158819316,158819418,TSS,True,240,412
ENSG00000092820.17,chr6,158818081,158818419,TSS,True,364,412
ENSG00000092820.17,chr6,158769783,158769888,TSS,True,281,360
ENSG00000092820.17,chr6,158769325,158769406,TSS,True,311,360
ENSG00000204590.12,chr6,30556130,30557243,TSS,False,53,122
ENSG00000204590.12,chr6,30555054,30555501,TSS,True,90,122
ENSG00000111845.4,chr6,10695069,10697323,3AS,True,131,166
ENSG00000111845.4,chr6,10694652,10695069,TSS,False,54,224
ENSG00000204568.11,chr6,30617797,30617943,TSS,True,53,286
ENSG00000280707.2,chr6,167228397,167231859,ES,True,130,147
ENSG00000280707.2,chr6,167247067,167252783,PAS,True,148,167
ENSG00000280707.2,chr6,167237240,167237519,PAS,False,70,167
ENSG00000137161.16,chr6,42929721,42935573,ES,True,20,144
ENSG00000204392.10,chr6,31806754,31806986,TSS,True,28,118
ENSG00000204392.10,chr6,31806485,31806710,TSS,True,103,118
ENSG00000112110.9,chr6,159789817,159790060,TSS,True,148,178
ENSG00000112110.9,chr6,159790453,159790639,TSS,False,60,178
ENSG00000204525.16,chr6,31271998,31272133,TSS,False,111,834
ENSG00000152661.8,chr6,121435636,121435832,TSS,True,340,490
ENSG00000001036.13,chr6,143511410,143511752,TSS,False,31,124
ENSG00000001036.13,chr6,143507236,143507425,TSS,True,103,124
ENSG00000203875.11,chr6,85678135,85678736,TSS,True,530,934
ENSG00000203875.11,chr6,85678693,85678737,TSS,True,447,934
ENSG00000112237.12,chr6,99539880,99543609,PAS,True,31,295
ENSG00000224557.7,chr6,33116645,33117220,TSS,True,76,102
ENSG00000224557.7,chr6,33116580,33116741,TSS,True,65,102
ENSG00000224557.7,chr6,33116617,33116832,TSS,True,86,102
ENSG00000224557.7,chr6,33117372,33117587,TSS,True,83,102
ENSG00000120438.11,chr6,159789404,159789708,TSS,True,82,542
ENSG00000203760.8,chr6,126340399,126346204,5AS,False,144,161
ENSG00000203760.8,chr6,126340112,126340399,TSS,False,19,163
ENSG00000203760.8,chr6,126340119,126340444,TSS,True,146,163
ENSG00000137285.9,chr6,3227486,3227655,TSS,False,193,327
ENSG00000123505.15,chr6,110874783,110875215,TSS,True,24,173
ENSG00000204356.13,chr6,31954877,31955058,3AS,False,24,182
ENSG00000204356.13,chr6,31958891,31959055,TSS,False,116,281
ENSG00000204356.13,chr6,31954554,31954663,TSS,True,187,281
ENSG00000198721.12,chr6,4117451,4125249,ES,True,33,191
ENSG00000198721.12,chr6,4133701,4135510,3AS,False,101,194
ENSG00000096080.11,chr6,43687667,43687818,TSS,False,21,153
ENSG00000096080.11,chr6,43681088,43681122,TSS,True,136,153
ENSG00000005194.14,chr16,57439295,57440771,3AS,False,27,185
ENSG00000005194.14,chr16,57447341,57447464,TSS,True,24,215
ENSG00000007392.16,chr16,189339,189967,5AS,False,90,107
ENSG00000007392.16,chr16,229278,229482,TSS,False,30,132
ENSG00000086504.16,chr16,370498,370549,TSS,False,232,286
ENSG00000086504.16,chr16,369930,370228,TSS,True,207,286
ENSG00000086504.16,chr16,370443,370530,TSS,True,240,286
ENSG00000086504.16,chr16,370484,370508,TSS,True,256,286
ENSG00000069345.11,chr16,46973494,46973701,TSS,True,68,150
ENSG00000069345.11,chr16,46971348,46973671,TSS,True,112,150
ENSG00000132603.14,chr16,69339315,69339885,TSS,True,35,176
ENSG00000132603.14,chr16,69341281,69341320,TSS,True,155,176
ENSG00000095906.16,chr16,1782934,1783036,TSS,False,29,129
ENSG00000167397.14,chr16,31091342,31094556,ES,False,42,206
ENSG00000102898.11,chr16,67846891,67846985,TSS,True,24,153
ENSG00000198931.10,chr16,88809706,88810069,3AS,False,82,474
ENSG00000198931.10,chr16,88809466,88809840,PAS,True,86,478
ENSG00000198931.10,chr16,88809468,88809706,PAS,True,396,478
ENSG00000198931.10,chr16,88811819,88811938,TSS,False,56,478
ENSG00000198931.10,chr16,88810069,88810150,TSS,True,428,478
ENSG00000089280.18,chr16,31182664,31183860,3AS,False,183,514
ENSG00000089280.18,chr16,31180132,31180227,TSS,True,654,1170
ENSG00000089280.18,chr16,31184936,31185179,TSS,False,982,1167
ENSG00000089280.18,chr16,31191053,31191110,TSS,True,848,1113
ENSG00000125166.12,chr16,58734139,58734375,TSS,True,140,389
ENSG00000205629.11,chr16,25140247,25164597,ES,False,23,143
ENSG00000149932.16,chr16,29962132,29963109,3AS,False,85,126
ENSG00000149932.16,chr16,29962010,29962132,TSS,True,35,161
ENSG00000149932.16,chr16,29962117,29963308,TSS,True,134,161
ENSG00000103550.13,chr16,19706346,19707221,PAS,True,53,107
ENSG00000103550.13,chr16,19718157,19718226,TSS,True,21,113
ENSG00000182149.20,chr16,71922680,71924768,ES,False,25,186
ENSG00000182149.20,chr16,71894627,71895589,TSS,False,24,225
ENSG00000102900.12,chr16,56730074,56730211,TSS,True,20,107
ENSG00000103145.10,chr16,3023361,3023846,ES,False,29,126
ENSG00000103145.10,chr16,3023846,3024256,TSS,True,29,171
ENSG00000134419.15,chr16,18789118,18790243,5AS,True,214,256
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,483,3443
ENSG00000159593.14,chr16,66830846,66831002,TSS,True,40,371
ENSG00000167515.10,chr16,88859972,88860913,3AS,False,106,158
ENSG00000167515.10,chr16,88860910,88862678,PAS,True,108,160
ENSG00000167515.10,chr16,88860913,88862686,PAS,True,54,160
ENSG00000103485.17,chr16,29678959,29679210,TSS,True,27,194
ENSG00000166851.14,chr16,23678847,23679340,TSS,True,42,137
ENSG00000166851.14,chr16,23689659,23689676,TSS,True,121,137
ENSG00000079616.12,chr16,29790709,29790829,TSS,True,21,190
ENSG00000206053.12,chr16,1678276,1678356,TSS,True,48,114
ENSG00000149925.18,chr16,30064052,30064248,TSS,True,1356,1566
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,616,1565
ENSG00000103495.13,chr16,29806687,29808293,TSS,True,82,103
ENSG00000261740.6,chr16,29446922,29454015,3AS,False,69,150
ENSG00000189067.12,chr16,11587150,11587291,TSS,True,283,317
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,99,317
ENSG00000141101.12,chr16,69754847,69754944,TSS,True,41,185
ENSG00000141101.12,chr16,69748917,69749119,TSS,True,148,181
ENSG00000006327.13,chr16,3020330,3020491,TSS,False,113,143
ENSG00000135698.9,chr16,82170124,82170234,TSS,True,16,145
ENSG00000169592.14,chr16,30001040,30005220,ES,False,38,127
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,160,640
ENSG00000103018.16,chr16,69424558,69424857,TSS,True,21,141
ENSG00000179958.8,chr16,30429879,30430029,TSS,True,17,160
ENSG00000260260.1,chr16,2154922,2155142,IR,True,197,221
ENSG00000260260.1,chr16,2154801,2154922,PAS,False,24,221
ENSG00000260260.1,chr16,2155142,2155357,TSS,False,24,221
ENSG00000065427.14,chr16,75641723,75647577,ES,False,256,310
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,127,438
ENSG00000065427.14,chr16,75631692,75632003,TSS,True,358,426
ENSG00000258947.6,chr16,89923321,89923458,TSS,True,18,158
ENSG00000260834.1,chr16,65227891,65228021,PAS,False,106,124
ENSG00000260834.1,chr16,65229840,65230205,PAS,True,19,121
ENSG00000166451.13,chr16,81028568,81031490,PAS,True,91,111
ENSG00000166451.13,chr16,81022754,81022880,PAS,False,23,111
ENSG00000167526.13,chr16,89560649,89560712,TSS,False,57,554
ENSG00000103429.10,chr16,14632846,14633018,TSS,True,106,212
ENSG00000103429.10,chr16,14649803,14650591,PAS,True,52,110
ENSG00000103429.10,chr16,14667634,14669236,PAS,True,63,111
ENSG00000102978.12,chr16,57462641,57462810,TSS,True,27,172
ENSG00000090861.15,chr16,70265537,70265663,TSS,True,173,197
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,140,200
ENSG00000090861.15,chr16,70262345,70262839,TSS,False,109,196
ENSG00000034713.7,chr16,75566359,75566520,TSS,True,25,157
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,100,144
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,105,205
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,160,205
ENSG00000149923.13,chr16,30084734,30084855,TSS,True,174,205
ENSG00000166595.11,chr16,66934066,66934222,IR,False,149,173
ENSG00000166595.11,chr16,66934222,66934931,TSS,True,28,177
ENSG00000166595.11,chr16,66933986,66934386,TSS,True,154,177
ENSG00000052344.15,chr16,31135390,31135766,TSS,True,15,107
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,71,272
ENSG00000184110.14,chr16,28719801,28723323,TSS,True,229,264
ENSG00000184110.14,chr16,28735430,28736074,PAS,True,36,273
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,50,384
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,334,379
ENSG00000161980.5,chr16,53475,53631,TSS,False,79,218
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,285,333
ENSG00000140988.15,chr16,1962496,1962559,TSS,True,106,333
ENSG00000230989.6,chr16,83807968,83808121,TSS,False,116,745
ENSG00000230989.6,chr16,83809304,83809425,TSS,True,648,745
ENSG00000131652.13,chr16,3024004,3024365,TSS,True,13,116
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,494,648
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,160,648
ENSG00000103121.8,chr16,80976179,80981805,ES,False,108,144
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,86,173
ENSG00000167315.17,chr18,49813731,49813960,TSS,True,152,173
ENSG00000167315.17,chr18,49813816,49813935,TSS,False,128,173
ENSG00000128789.20,chr18,12702742,12703164,TSS,True,27,211
ENSG00000128789.20,chr18,12719923,12720683,TSS,True,188,210
ENSG00000134759.13,chr18,36129102,36130071,TSS,True,26,141
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,25,115
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,55,172
ENSG00000133313.14,chr18,74501147,74501472,TSS,True,148,171
ENSG00000265681.7,chr18,49491584,49491735,IR,False,150,356
ENSG00000265681.7,chr18,49491584,49491745,5AS,False,45,195
ENSG00000265681.7,chr18,49491584,49491745,IR,False,45,251
ENSG00000265681.7,chr18,49491584,49492274,5AS,False,315,421
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,58,182
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,50,156
ENSG00000177426.20,chr18,3451523,3451775,TSS,True,132,156
ENSG00000167220.11,chr18,47150377,47150508,TSS,True,59,115
ENSG00000152234.15,chr18,46098171,46098316,TSS,True,300,1529
ENSG00000134779.14,chr18,36786573,36787079,PAS,True,162,181
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,33,175
ENSG00000125351.11,chrX,119852772,119853024,TSS,True,40,108
ENSG00000102390.10,chrX,76172834,76173168,TSS,True,34,188
ENSG00000173674.10,chrX,20141624,20141872,TSS,True,31,263
ENSG00000198157.10,chrX,81121534,81121722,TSS,True,16,109
ENSG00000241343.9,chrX,101390969,101391046,TSS,True,20,186
ENSG00000241343.9,chrX,101395727,101395795,PAS,True,23,186
ENSG00000123562.16,chrX,103678600,103685170,ES,False,109,154
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,109,248
ENSG00000123562.16,chrX,103678651,103685170,ES,False,87,124
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,50,325
ENSG00000126947.12,chrX,101550503,101550660,TSS,False,17,104
ENSG00000133142.17,chrX,103586291,103586653,3AS,False,15,138
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,26,153
ENSG00000133142.17,chrX,103586648,103587732,PAS,True,15,138
ENSG00000133142.17,chrX,103586653,103587725,PAS,True,123,138
ENSG00000156709.13,chrX,130165550,130165866,TSS,True,22,107
ENSG00000156709.13,chrX,130129969,130133202,TSS,True,87,104
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,102,463
ENSG00000126768.12,chrX,48895101,48896758,ES,False,244,284
ENSG00000147140.15,chrX,71283721,71290628,ES,False,110,432
ENSG00000147140.15,chrX,71283582,71283721,TSS,True,202,633
ENSG00000165349.11,chrX,70929998,70930976,3AS,True,192,426
ENSG00000165349.11,chrX,70930976,70931296,TSS,True,76,504
ENSG00000089289.15,chrX,70133447,70134135,TSS,True,13,106
ENSG00000185222.9,chrX,103356606,103357614,ES,False,38,198
ENSG00000147202.17,chrX,97310658,97348080,ES,True,92,110
ENSG00000147202.17,chrX,97310658,97383908,ES,True,27,141
ENSG00000147202.17,chrX,97469693,97471690,PAS,True,20,151
ENSG00000147202.17,chrX,97599252,97604997,PAS,True,135,151
ENSG00000102054.17,chrX,16870037,16870419,TSS,True,85,260
ENSG00000102054.17,chrX,16869075,16870362,TSS,True,218,259
ENSG00000147224.11,chrX,107628448,107628750,TSS,True,163,356
ENSG00000102409.9,chrX,103215113,103215238,TSS,True,33,280
ENSG00000180964.16,chrX,103254017,103255077,ES,False,77,369
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,65,240
ENSG00000102144.14,chrX,78104196,78104405,TSS,False,121,1013
ENSG00000102309.12,chrX,72181828,72196784,ES,True,23,132
ENSG00000102309.12,chrX,72181665,72181828,TSS,False,15,148
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,785,2320
ENSG00000102103.15,chrX,48898014,48898491,5AS,False,133,185
ENSG00000102103.15,chrX,48897905,48898082,TSS,True,212,259
ENSG00000102103.15,chrX,48897905,48898014,TSS,True,126,259
ENSG00000102103.15,chrX,48902341,48902517,TSS,True,198,258
ENSG00000130826.17,chrX,154762742,154762981,TSS,True,62,243
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,27,225
ENSG00000102316.16,chrX,54815690,54815880,IR,True,178,207
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,151,216
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,104,216
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,35,216
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,178,207
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,16,140
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,46,170
ENSG00000133134.11,chrX,103310859,103310989,TSS,True,32,225
ENSG00000005022.5,chrX,119468423,119468626,TSS,True,313,1376
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,275,373
ENSG00000102172.15,chrX,21940570,21940873,TSS,True,26,191
ENSG00000158526.7,chrX,54440387,54440502,TSS,False,25,129
PB_novel_216607,chrX,92100697,92105292,3AS,True,21,190
PB_novel_216607,chrX,92100700,92105292,ES,True,148,169
PB_novel_216607,chrX,92100700,92105292,5AS,True,148,174
PB_novel_216607,chrX,92100275,92100697,PAS,True,214,240
PB_novel_216607,chrX,92099978,92100700,PAS,True,44,240
PB_novel_216607,chrX,92105292,92105542,TSS,True,38,240
PB_novel_216607,chrX,92103446,92105540,TSS,True,209,240
ENSG00000077721.15,chrX,119575400,119582587,ES,False,17,111
ENSG00000077721.15,chrX,119574515,119574755,TSS,False,15,124
ENSG00000147403.16,chrX,154398394,154398496,5AS,False,187,277
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,483,568
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,500,596
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,102,596
ENSG00000017483.14,chrX,48469334,48470192,TSS,True,39,121
ENSG00000126756.11,chrX,47659114,47659182,TSS,False,19,151
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,49,250
ENSG00000180879.13,chrX,153796311,153797814,TSS,True,221,249
ENSG00000122026.10,chr13,27251656,27253764,5AS,False,74,106
ENSG00000122026.10,chr13,27251307,27251585,TSS,False,113,256
ENSG00000122026.10,chr13,27251578,27251656,TSS,False,182,256
ENSG00000136143.15,chr13,47942649,47943445,PAS,True,16,120
ENSG00000136143.15,chr13,48001179,48001888,TSS,True,31,118
ENSG00000136143.15,chr13,47988881,47988974,TSS,True,96,118
ENSG00000088448.14,chr13,110893263,110906032,ES,False,64,111
ENSG00000088448.14,chr13,110878534,110880112,PAS,True,79,133
ENSG00000088448.14,chr13,110892602,110893263,PAS,True,58,118
ENSG00000088448.14,chr13,110914724,110915101,TSS,True,35,150
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,20,138
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,25,143
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,123,143
ENSG00000136110.12,chr13,52703807,52708535,3AS,False,24,194
ENSG00000136110.12,chr13,52708702,52712715,3AS,True,168,191
ENSG00000136110.12,chr13,52712869,52733218,ES,True,32,207
ENSG00000136110.12,chr13,52703252,52703810,PAS,True,36,222
ENSG00000136110.12,chr13,52703263,52703807,PAS,False,197,222
ENSG00000136110.12,chr13,52739629,52740147,TSS,True,35,245
ENSG00000173141.4,chr13,21176644,21176717,TSS,False,17,111
ENSG00000173141.4,chr13,21176911,21177512,PAS,False,15,109
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,39,172
ENSG00000134882.15,chr13,99367784,99367906,TSS,False,142,172
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,61,323
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,271,328
PB_novel_215300,chr13,51170462,51175948,3AS,True,30,110
PB_novel_215300,chr13,51170030,51170462,TSS,True,156,278
PB_novel_215300,chr13,51174548,51176077,PAS,True,126,153
PB_novel_215300,chr13,51174545,51176077,PAS,True,110,153
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,80,121
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,77,118
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,88,121
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,34,117
ENSG00000120694.19,chr13,31161475,31162017,TSS,False,50,120
ENSG00000120694.19,chr13,31161981,31162365,TSS,True,105,120
ENSG00000122033.14,chr13,27450508,27450616,TSS,True,20,106
ENSG00000169062.14,chr13,114281181,114281846,TSS,True,93,110
ENSG00000169062.14,chr13,114281611,114282127,TSS,True,50,110
ENSG00000132432.13,chr7,54759157,54759235,TSS,True,38,257
ENSG00000164548.10,chr7,23531788,23532023,TSS,True,51,129
ENSG00000164548.10,chr7,23506137,23506259,TSS,True,81,120
ENSG00000105993.14,chr7,157336847,157337144,TSS,True,66,377
ENSG00000106305.9,chr7,6009378,6015145,5AS,True,24,117
ENSG00000106305.9,chr7,6009232,6009498,TSS,True,38,137
ENSG00000106305.9,chr7,6009229,6009378,TSS,True,110,137
ENSG00000106484.15,chr7,130486178,130486395,TSS,True,24,115
ENSG00000006625.17,chr7,30498938,30504568,ES,False,72,189
ENSG00000006625.17,chr7,30504568,30504832,TSS,True,38,236
ENSG00000006625.17,chr7,30500535,30500605,TSS,False,209,233
ENSG00000166508.17,chr7,100101263,100101908,TSS,False,218,503
ENSG00000166508.17,chr7,100098577,100099406,TSS,True,442,503
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,130,148
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,25,159
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,141,159
ENSG00000122566.21,chr7,26190460,26190992,IR,False,169,199
ENSG00000122566.21,chr7,26190460,26192494,ES,True,27,139
ENSG00000122566.21,chr7,26191128,26192494,3AS,False,84,100
ENSG00000122566.21,chr7,26191128,26192494,IR,False,84,155
ENSG00000122566.21,chr7,26197732,26200571,ES,False,1966,2799
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,726,3571
ENSG00000106105.13,chr7,30594778,30595143,TSS,True,18,152
ENSG00000232956.8,chr7,44983322,44983821,IR,True,99,117
ENSG00000232956.8,chr7,44984046,44984356,IR,False,88,110
ENSG00000232956.8,chr7,44984426,44986020,IR,False,88,103
ENSG00000232956.8,chr7,44983022,44983322,PAS,True,19,118
ENSG00000232956.8,chr7,44986524,44986689,TSS,True,18,118
ENSG00000106028.10,chr7,141738410,141739123,5AS,False,488,844
ENSG00000106028.10,chr7,141738503,141739123,5AS,False,277,356
ENSG00000106028.10,chr7,141738327,141738410,TSS,True,447,935
ENSG00000106028.10,chr7,141738349,141738503,TSS,True,658,935
ENSG00000122550.17,chr7,23106146,23123776,ES,False,100,116
ENSG00000122550.17,chr7,23105733,23106146,TSS,True,42,158
ENSG00000122550.17,chr7,23125760,23131900,PAS,True,51,126
ENSG00000122550.17,chr7,23174014,23175421,PAS,True,93,147
ENSG00000087077.13,chr7,100867318,100867606,TSS,True,28,129
ENSG00000106538.9,chr7,150341577,150341721,TSS,True,66,457
ENSG00000106538.9,chr7,150340435,150341645,TSS,True,410,457
ENSG00000146540.14,chr7,1127386,1138208,5AS,True,40,156
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,76,184
ENSG00000146540.14,chr7,1138208,1138280,TSS,True,144,184
ENSG00000090263.15,chr7,141014910,141014963,TSS,True,30,176
ENSG00000090263.15,chr7,141014550,141014963,TSS,True,152,176
ENSG00000196683.10,chr7,22813185,22822676,ES,False,100,981
ENSG00000071462.11,chr7,73683804,73686635,5AS,False,193,220
ENSG00000071462.11,chr7,73683540,73683673,TSS,True,32,250
ENSG00000008311.14,chr7,122070433,122076607,PAS,True,72,158
ENSG00000008311.14,chr7,122117173,122118453,PAS,True,121,136
ENSG00000008311.14,chr7,122142502,122143818,PAS,True,64,109
ENSG00000008311.14,chr7,122144160,122144300,TSS,True,109,218
ENSG00000008311.14,chr7,122116632,122116711,TSS,True,138,155
ENSG00000106615.9,chr7,151519459,151519920,TSS,True,27,116
ENSG00000239789.5,chr7,55951930,55953178,5AS,True,91,103
ENSG00000239789.5,chr7,55951845,55951930,TSS,False,40,135
ENSG00000239789.5,chr7,55953176,55953318,TSS,True,113,135
ENSG00000130429.14,chr7,99374245,99374781,TSS,True,23,126
ENSG00000214253.8,chr7,101244959,101245094,TSS,False,45,300
