gene,chr,start,end,splice_type,novel,chondrocyte_ENCFF439BVT_in_cov,chondrocyte_ENCFF439BVT_total_cov
ENSG00000119681.11,chr14,74504982,74505176,TSS,True,108,129
ENSG00000156411.9,chr14,103921469,103921573,TSS,True,23,188
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,39,117
ENSG00000050130.17,chr14,59484184,59484593,TSS,True,21,141
ENSG00000072110.13,chr14,68877240,68879961,ME,False,3126,3544
ENSG00000165516.10,chr14,49779675,49779747,IR,False,133,156
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,45,121
ENSG00000100889.11,chr14,24094196,24094434,TSS,True,41,198
ENSG00000100889.11,chr14,24103509,24104132,PAS,True,24,190
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,42,206
ENSG00000126214.21,chr14,103679518,103700654,5AS,False,29,113
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,43,245
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,169,209
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,75,219
ENSG00000066629.17,chr14,99793097,99793543,TSS,True,14,120
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,32,264
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,22,204
ENSG00000153904.19,chr1,85464742,85465453,TSS,False,104,128
ENSG00000153904.19,chr1,85577983,85578361,TSS,True,52,128
ENSG00000171621.13,chr1,9292875,9293071,TSS,False,33,210
ENSG00000160087.20,chr1,1273665,1273864,TSS,True,15,140
ENSG00000143543.14,chr1,153977169,153977677,TSS,True,30,157
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,80,117
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,79,117
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,92,117
ENSG00000188157.14,chr1,1047189,1047895,TSS,True,120,141
ENSG00000196154.11,chr1,153544809,153545752,ES,True,214,269
ENSG00000196154.11,chr1,153545752,153545807,TSS,True,40,310
ENSG00000084636.17,chr1,31668855,31671614,ES,False,189,418
ENSG00000084636.17,chr1,31679685,31680041,ES,False,96,412
ENSG00000084636.17,chr1,31703836,31704526,TSS,True,159,471
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,21,188
ENSG00000143164.15,chr1,168004793,168038370,ES,False,138,187
ENSG00000078808.16,chr1,1228946,1231891,5AS,True,198,225
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,84,282
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,47,102
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,57,101
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,14,112
ENSG00000188290.10,chr1,999613,999691,IR,False,154,203
ENSG00000188290.10,chr1,999613,999865,ES,False,36,138
ENSG00000188290.10,chr1,999787,999865,IR,False,105,205
ENSG00000188290.10,chr1,999525,1000094,TSS,True,204,250
ENSG00000188290.10,chr1,999865,1000097,TSS,True,107,250
ENSG00000188290.10,chr1,999691,1000097,TSS,True,196,250
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,50,238
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,34,250
ENSG00000117410.13,chr1,43975107,43976089,ES,False,25,172
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,61,197
ENSG00000160691.18,chr1,154968031,154968494,ES,False,20,188
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,44,218
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,14,123
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,122,179
ENSG00000116260.16,chr1,180196599,180197332,IR,False,122,357
ENSG00000116260.16,chr1,180196890,180197332,IR,False,51,286
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,179,414
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,246,425
ENSG00000127483.17,chr1,20779911,20787194,ES,False,156,249
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,57,317
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,15,127
ENSG00000159592.10,chr1,45686411,45687003,TSS,True,44,111
ENSG00000159592.10,chr1,45686992,45687165,TSS,True,79,111
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,36,168
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,78,106
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,39,117
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,89,117
ENSG00000117682.16,chr1,26446432,26457790,ES,False,11,102
ENSG00000117682.16,chr1,26460144,26468894,3AS,False,80,104
ENSG00000117682.16,chr1,26432296,26432376,TSS,False,63,108
ENSG00000117682.16,chr1,26432365,26433008,TSS,True,93,108
ENSG00000117682.16,chr1,26432362,26432518,TSS,True,84,108
ENSG00000117682.16,chr1,26468891,26471306,PAS,True,82,107
ENSG00000117682.16,chr1,26468894,26471306,PAS,True,27,107
ENSG00000154380.17,chr1,225652685,225653366,TSS,True,111,185
ENSG00000060718.21,chr1,103108072,103108641,TSS,True,614,1375
ENSG00000143862.7,chr1,202144449,202144760,TSS,True,30,163
ENSG00000169231.13,chr1,155207797,155209114,TSS,True,26,214
ENSG00000023902.13,chr1,150149929,150150287,TSS,False,14,119
ENSG00000132128.16,chr1,46303123,46303379,TSS,True,43,411
ENSG00000158109.14,chr1,3624972,3625273,TSS,True,35,210
ENSG00000234741.7,chr1,173864304,173864483,IR,False,108,126
ENSG00000234741.7,chr1,173864506,173864674,IR,False,108,126
ENSG00000234741.7,chr1,173864704,173865228,IR,False,114,128
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,61,113
ENSG00000234741.7,chr1,173866567,173866760,IR,False,115,129
ENSG00000234741.7,chr1,173863894,173864075,PAS,True,17,130
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,84,157
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,77,157
ENSG00000135862.5,chr1,183023206,183024134,TSS,False,154,333
ENSG00000135862.5,chr1,183133405,183133550,TSS,True,256,316
ENSG00000090273.13,chr1,26921700,26921929,TSS,False,83,278
ENSG00000090273.13,chr1,26945642,26945686,TSS,True,203,278
ENSG00000020129.15,chr1,35557160,35557883,TSS,True,73,111
ENSG00000020129.15,chr1,35557774,35558223,TSS,True,94,111
ENSG00000188976.10,chr1,944800,945056,5AS,False,181,292
ENSG00000092969.11,chr1,218347047,218405168,ES,False,202,228
ENSG00000117122.13,chr1,16977195,16978236,3AS,False,32,232
ENSG00000143753.12,chr1,224183201,224183418,TSS,True,226,502
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,363,615
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,265,628
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,379,628
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,260,342
ENSG00000162735.18,chr1,160283109,160285054,ES,False,22,108
ENSG00000163479.13,chr1,156020887,156020951,TSS,False,27,264
ENSG00000162458.12,chr1,15758848,15764495,3AS,False,677,1217
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,326,1547
ENSG00000253368.3,chr1,26994612,26999846,5AS,True,205,232
ENSG00000253368.3,chr1,26993691,26994612,TSS,False,38,240
ENSG00000253368.3,chr1,26993690,26994630,TSS,True,213,240
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,41,162
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,134,162
ENSG00000130770.17,chr1,28237836,28238105,PAS,False,17,156
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,24,107
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,95,107
ENSG00000004487.16,chr1,23030634,23050386,ES,False,205,425
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,37,151
ENSG00000162614.18,chr1,77888144,77888759,TSS,True,22,101
ENSG00000162614.18,chr1,77942460,77943898,PAS,True,11,100
ENSG00000117298.15,chr1,21345375,21345560,TSS,True,107,164
ENSG00000117298.15,chr1,21290363,21290473,TSS,True,134,164
ENSG00000178104.19,chr1,148951996,148953905,TSS,True,34,100
ENSG00000178104.19,chr1,148844420,148844794,TSS,True,84,105
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,114,1021
ENSG00000116604.17,chr1,156500485,156500826,TSS,True,72,135
ENSG00000121644.18,chr1,244686669,244691878,ES,True,21,166
ENSG00000143367.15,chr1,151540426,151562584,ES,False,54,115
ENSG00000117385.15,chr1,42746852,42747271,5AS,False,650,743
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,87,111
ENSG00000117419.15,chr1,44354891,44355269,TSS,True,59,111
ENSG00000117419.15,chr1,44339044,44342704,TSS,True,99,111
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,88,109
ENSG00000126088.13,chr1,45013215,45013291,IR,False,96,113
ENSG00000126088.13,chr1,45013791,45013908,IR,False,104,117
ENSG00000126088.13,chr1,45012121,45012285,TSS,True,31,140
ENSG00000162520.14,chr1,32681860,32684257,ES,False,67,326
ENSG00000197982.13,chr1,37807794,37808306,TSS,False,103,151
ENSG00000197982.13,chr1,37808296,37808439,TSS,True,128,151
ENSG00000197982.13,chr1,37807795,37808732,TSS,True,92,151
ENSG00000188643.10,chr1,153612951,153613170,TSS,True,42,184
ENSG00000188643.10,chr1,153608898,153609036,TSS,True,152,184
ENSG00000171735.18,chr1,6785575,6825091,ES,False,27,103
ENSG00000171735.18,chr1,6887653,6888201,PAS,True,90,104
ENSG00000171735.18,chr1,6871756,6872049,PAS,True,19,104
ENSG00000143612.20,chr1,154214574,154220341,ES,False,18,107
ENSG00000117143.13,chr1,162590511,162597791,ES,False,30,129
ENSG00000142798.19,chr1,21828834,21830419,TSS,True,120,139
ENSG00000168710.17,chr1,109984723,109985172,TSS,True,14,109
ENSG00000157916.19,chr1,2391958,2395783,ES,False,275,318
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,84,402
ENSG00000159363.17,chr1,16986358,16986804,ES,False,27,149
ENSG00000159363.17,chr1,17000507,17002033,3AS,False,16,147
ENSG00000159363.17,chr1,17004411,17004706,5AS,False,66,123
ENSG00000159363.17,chr1,17011728,17012004,TSS,True,23,163
ENSG00000266472.5,chr1,150293898,150294334,IR,True,73,122
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,50,124
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,75,124
ENSG00000117335.19,chr1,207767195,207770320,ES,False,27,203
ENSG00000117335.19,chr1,207785682,207793518,ES,False,105,217
ENSG00000097033.14,chr1,86704565,86704971,TSS,True,37,217
ENSG00000143742.12,chr1,225783368,225789239,ES,False,235,296
ENSG00000009307.15,chr1,114736855,114737962,ES,False,740,842
ENSG00000134717.17,chr1,52056379,52064824,ES,False,23,126
ENSG00000116774.11,chr1,113979442,113979630,TSS,True,150,191
ENSG00000143514.16,chr1,223845653,223846001,TSS,True,14,110
ENSG00000116132.11,chr1,170726401,170736047,ES,False,54,104
ENSG00000116132.11,chr1,170663271,170664459,TSS,True,14,137
ENSG00000116132.11,chr1,170736047,170739399,PAS,True,27,131
ENSG00000116132.11,chr1,170726219,170729010,PAS,True,107,131
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,193,276
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,134,275
ENSG00000116688.16,chr1,11980199,11980484,TSS,True,27,126
ENSG00000117411.16,chr1,43979511,43981108,5AS,False,229,256
ENSG00000117411.16,chr1,43979511,43981113,3AS,True,29,258
ENSG00000117411.16,chr1,43978889,43979511,TSS,True,63,321
ENSG00000116871.15,chr1,36173478,36176198,ES,False,43,160
ENSG00000116871.15,chr1,36176321,36176417,IR,False,56,162
ENSG00000116871.15,chr1,36178201,36178445,3AS,False,28,166
ENSG00000116871.15,chr1,36156124,36156463,TSS,True,34,191
ENSG00000116754.13,chr1,70250503,70250610,3AS,False,54,132
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,79,145
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,83,145
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,87,141
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,63,141
ENSG00000143569.18,chr1,154220975,154225083,5AS,False,82,159
ENSG00000143569.18,chr1,154220848,154220975,TSS,True,119,201
ENSG00000143569.18,chr1,154220857,154221040,TSS,True,125,201
ENSG00000143569.18,chr1,154263102,154263505,PAS,True,79,200
ENSG00000143569.18,chr1,154270199,154271499,PAS,True,137,200
ENSG00000184007.20,chr1,31911826,31918969,ES,False,25,236
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,111,143
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,35,146
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,114,146
ENSG00000159479.16,chr1,43384552,43385045,IR,False,15,114
ENSG00000159479.16,chr1,43383906,43385106,PAS,True,18,120
ENSG00000159479.16,chr1,43383905,43384552,PAS,False,106,121
ENSG00000159479.16,chr1,43389758,43389812,TSS,True,17,121
ENSG00000142910.15,chr1,31576507,31576595,TSS,True,68,661
ENSG00000213625.8,chr1,65420523,65420740,TSS,True,41,334
ENSG00000135744.7,chr1,230714085,230714144,TSS,False,47,450
ENSG00000183291.16,chr1,86914027,86914371,TSS,False,20,148
ENSG00000143207.20,chr1,176135086,176149005,ES,False,18,101
ENSG00000143207.20,chr1,176162988,176163826,5AS,False,26,102
ENSG00000173660.11,chr1,46309127,46310154,ES,False,96,108
ENSG00000196182.10,chr1,36385722,36385936,TSS,True,15,118
ENSG00000198952.8,chr1,156282606,156282943,TSS,False,33,172
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,11,103
ENSG00000160075.11,chr1,1541672,1542167,PAS,True,26,209
ENSG00000163909.7,chr1,39639545,39639992,TSS,False,64,235
ENSG00000158710.14,chr1,159925449,159925570,TSS,True,45,319
ENSG00000155366.16,chr1,112703806,112707077,ES,False,224,528
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,78,606
ENSG00000116560.10,chr1,35176377,35176471,PAS,True,92,108
ENSG00000116560.10,chr1,35176379,35176474,PAS,True,88,108
ENSG00000116560.10,chr1,35192221,35193147,TSS,False,19,108
ENSG00000137962.12,chr1,94220392,94237414,ES,True,13,100
ENSG00000137962.12,chr1,94237414,94237639,TSS,True,23,123
ENSG00000137962.12,chr1,94247564,94247780,TSS,True,107,123
ENSG00000162591.15,chr1,3490959,3493770,ES,True,39,270
ENSG00000162591.15,chr1,3496783,3497232,ES,False,227,273
ENSG00000162591.15,chr1,3498499,3499137,ES,True,19,144
ENSG00000162591.15,chr1,3498499,3499587,ME,True,18,109
ENSG00000162591.15,chr1,3498826,3499587,ES,True,91,212
ENSG00000162591.15,chr1,3531079,3531512,TSS,False,149,320
ENSG00000117632.22,chr1,25906388,25906451,TSS,True,16,132
ENSG00000117448.13,chr1,45551155,45561788,ES,False,104,133
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,28,140
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,116,140
ENSG00000203667.9,chr1,244835756,244842194,ES,False,61,114
ENSG00000117139.17,chr1,202808101,202808523,TSS,True,18,101
ENSG00000049245.12,chr1,7771385,7773441,5AS,True,207,232
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,35,246
ENSG00000134243.11,chr1,109397586,109397969,TSS,True,23,110
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,57,350
ENSG00000265241.6,chr1,145927359,145929701,TSS,True,49,128
ENSG00000265241.6,chr1,145926481,145926999,TSS,True,87,128
ENSG00000078369.17,chr1,1825499,1890819,ES,False,119,654
ENSG00000078369.17,chr1,1890819,1891427,TSS,True,85,739
ENSG00000117115.12,chr1,17066759,17069277,PAS,True,17,112
ENSG00000117115.12,chr1,17119279,17119453,TSS,False,12,116
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,148,230
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,96,244
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,162,244
ENSG00000221978.11,chr1,1391575,1392678,IR,False,48,301
ENSG00000143771.11,chr1,224356823,224356993,TSS,False,34,130
ENSG00000143771.11,chr1,224371299,224371423,TSS,True,100,130
ENSG00000142871.16,chr1,85580756,85581047,TSS,False,97,427
ENSG00000127463.14,chr1,19238854,19239230,3AS,False,19,138
ENSG00000116717.12,chr1,67685156,67685538,TSS,True,85,195
ENSG00000119280.16,chr1,230868179,230868573,TSS,True,203,1837
ENSG00000127125.8,chr1,42456536,42457073,TSS,True,90,156
ENSG00000127125.8,chr1,42456530,42456628,TSS,False,135,156
ENSG00000158747.14,chr1,19644187,19644446,TSS,False,50,299
ENSG00000117859.18,chr1,51652041,51714002,ES,False,28,144
ENSG00000117859.18,chr1,51730001,51745535,5AS,False,67,277
ENSG00000117859.18,chr1,51750195,51760689,ES,False,53,409
ENSG00000117859.18,chr1,51617067,51617221,TSS,True,286,429
ENSG00000117859.18,chr1,51729793,51730124,TSS,True,218,428
ENSG00000117859.18,chr1,51729814,51730001,TSS,True,361,428
ENSG00000142937.11,chr1,44775522,44775600,TSS,True,46,418
ENSG00000143093.14,chr1,110034482,110034817,TSS,True,11,107
ENSG00000054277.13,chr1,241597997,241639881,ES,False,29,102
ENSG00000185483.11,chr1,63773887,63774509,TSS,True,47,191
ENSG00000117394.21,chr1,42958633,42958934,TSS,True,44,342
ENSG00000162616.8,chr1,78004872,78005321,TSS,True,37,195
ENSG00000163399.15,chr1,116373181,116373523,TSS,True,46,240
ENSG00000143418.19,chr1,150974618,150974993,TSS,True,38,252
ENSG00000171603.17,chr1,9755309,9773271,ES,False,49,180
ENSG00000171603.17,chr1,9823642,9823992,TSS,True,44,217
ENSG00000163444.11,chr1,203008810,203014891,3AS,True,28,133
ENSG00000163444.11,chr1,203006678,203007574,TSS,False,19,142
ENSG00000065978.18,chr1,42682425,42682731,TSS,True,30,269
ENSG00000116133.12,chr1,54886888,54887251,TSS,False,89,185
ENSG00000197530.12,chr1,1616614,1623430,3AS,False,41,115
ENSG00000197530.12,chr1,1623482,1623773,5AS,False,28,116
ENSG00000197530.12,chr1,1615423,1615633,TSS,True,113,172
ENSG00000197530.12,chr1,1615455,1616100,TSS,True,128,172
ENSG00000197530.12,chr1,1628547,1628722,TSS,False,132,171
ENSG00000160058.18,chr1,32394403,32394444,TSS,True,20,152
ENSG00000116337.15,chr1,109619806,109620278,TSS,True,57,127
ENSG00000116337.15,chr1,109619858,109621266,TSS,True,102,127
ENSG00000122406.13,chr1,92831989,92832117,TSS,False,538,727
ENSG00000122406.13,chr1,92837516,92837633,TSS,True,219,725
ENSG00000125944.19,chr1,23318688,23321527,3AS,False,229,278
ENSG00000125944.19,chr1,23338608,23344210,ES,False,175,278
ENSG00000125944.19,chr1,23341017,23344210,3AS,False,59,103
ENSG00000160789.19,chr1,156137653,156140079,PAS,True,626,1515
ENSG00000160789.19,chr1,156139079,156140087,PAS,True,901,1522
ENSG00000131236.16,chr1,40040783,40059333,5AS,False,99,298
ENSG00000131236.16,chr1,40040783,40059336,3AS,False,199,298
ENSG00000131236.16,chr1,40040783,40059336,5AS,False,199,694
ENSG00000131236.16,chr1,40040783,40059336,IR,False,199,398
ENSG00000131236.16,chr1,40040801,40059336,3AS,False,473,673
ENSG00000131236.16,chr1,40040240,40040801,TSS,True,384,1078
ENSG00000131236.16,chr1,40040243,40040783,TSS,True,775,1078
ENSG00000198700.9,chr1,201829114,201829372,TSS,True,17,123
ENSG00000132485.13,chr1,71069362,71070826,IR,True,84,101
ENSG00000120948.17,chr1,11012634,11012743,TSS,True,18,148
ENSG00000162745.10,chr1,162000338,162006296,3AS,False,204,268
ENSG00000188783.5,chr1,203475817,203475938,TSS,False,19,102
ENSG00000143774.16,chr1,228140363,228145510,ES,False,319,368
ENSG00000143774.16,chr1,228147699,228148664,ES,False,44,389
ENSG00000162434.11,chr1,64966332,64966572,TSS,False,55,299
ENSG00000116857.16,chr1,201154444,201154501,TSS,True,21,101
ENSG00000058673.16,chr1,203795557,203795794,TSS,True,22,117
ENSG00000058673.16,chr1,203795541,203795775,TSS,True,104,117
ENSG00000159352.15,chr1,151266112,151266307,5AS,False,143,161
ENSG00000163431.12,chr1,201946079,201946580,TSS,True,39,245
ENSG00000143393.16,chr1,151307801,151315572,ES,False,123,159
ENSG00000143393.16,chr1,151316509,151327270,ES,False,86,139
ENSG00000143393.16,chr1,151327270,151327710,TSS,True,25,168
ENSG00000143393.16,chr1,151315572,151316429,TSS,True,148,168
ENSG00000116679.15,chr1,185305643,185307013,ES,False,125,140
ENSG00000116679.15,chr1,185305643,185307013,3AS,True,125,141
ENSG00000116679.15,chr1,185316952,185317392,TSS,True,18,167
PB_novel_51308,chr11_KI270721v1_random,51699,52939,TSS,True,36,148
ENSG00000164176.12,chr5,84180521,84254083,ES,False,99,211
ENSG00000164176.12,chr5,84384307,84384859,TSS,True,57,269
ENSG00000152684.10,chr5,52799667,52801120,TSS,True,28,154
ENSG00000152684.10,chr5,52787919,52788414,TSS,True,128,154
ENSG00000196923.13,chr5,177490593,177490869,IR,True,80,107
ENSG00000196923.13,chr5,177497527,177497637,TSS,True,210,1416
ENSG00000113721.13,chr5,150155396,150156064,TSS,True,204,559
ENSG00000113140.10,chr5,151686864,151687036,TSS,True,3314,16330
ENSG00000186468.12,chr5,82278319,82278619,TSS,True,30,274
ENSG00000013561.17,chr5,141973742,141978302,ES,False,18,120
ENSG00000013561.17,chr5,141969030,141969167,TSS,False,28,127
ENSG00000013561.17,chr5,141969104,141969234,TSS,True,114,127
ENSG00000120708.16,chr5,136028853,136029189,TSS,True,380,932
ENSG00000039560.13,chr5,34656162,34656475,TSS,False,30,233
ENSG00000120738.7,chr5,138465482,138466068,TSS,False,39,194
ENSG00000112992.16,chr5,43602546,43602890,TSS,True,115,165
ENSG00000112992.16,chr5,43602722,43603294,TSS,True,66,165
ENSG00000138829.11,chr5,128257761,128259829,PAS,True,41,167
ENSG00000138829.11,chr5,128263424,128263571,TSS,True,115,134
ENSG00000138829.11,chr5,128537349,128538659,TSS,True,129,175
ENSG00000138829.11,chr5,128278634,128278738,TSS,True,103,134
ENSG00000138829.11,chr5,128290731,128290850,TSS,True,105,134
ENSG00000188725.7,chr5,61162216,61162474,TSS,True,12,100
ENSG00000213585.10,chr5,133993015,134004646,3AS,False,50,258
ENSG00000175416.12,chr5,176416176,176416563,TSS,True,21,100
ENSG00000175416.12,chr5,176410256,176410304,TSS,True,79,100
ENSG00000153113.23,chr5,96722698,96727488,ES,False,151,226
ENSG00000153113.23,chr5,96727530,96729611,ES,False,55,226
ENSG00000153113.23,chr5,96762372,96765223,3AS,False,51,232
ENSG00000153113.23,chr5,96662077,96662497,TSS,True,103,234
ENSG00000153113.23,chr5,96702645,96702915,TSS,True,167,234
ENSG00000213949.8,chr5,52787731,52788414,TSS,True,35,323
ENSG00000131446.16,chr5,180802679,180802855,TSS,True,80,495
ENSG00000113194.12,chr5,176448309,176448470,TSS,True,11,100
ENSG00000113648.16,chr5,135346057,135360496,ME,False,50,180
ENSG00000113648.16,chr5,135360604,135369405,3AS,False,97,180
ENSG00000113648.16,chr5,135399061,135399382,TSS,True,48,230
ENSG00000113328.18,chr5,163437664,163437764,IR,False,47,155
ENSG00000113328.18,chr5,163437578,163437804,TSS,True,55,161
ENSG00000113328.18,chr5,163437594,163437664,TSS,True,114,161
ENSG00000197043.13,chr5,151109846,151117126,ES,False,36,239
ENSG00000197043.13,chr5,151157679,151157949,TSS,True,41,255
ENSG00000145907.14,chr5,151772036,151786602,3AS,False,100,432
ENSG00000164615.4,chr5,134738497,134738792,TSS,True,56,118
ENSG00000164615.4,chr5,134744031,134744052,TSS,True,67,118
ENSG00000164294.13,chr5,55160243,55160329,IR,False,48,344
ENSG00000164294.13,chr5,55160152,55160243,TSS,True,315,387
ENSG00000164294.13,chr5,55160169,55160396,TSS,True,91,387
ENSG00000122203.14,chr5,176361601,176361814,TSS,True,40,201
ENSG00000113282.13,chr5,157789513,157791702,3AS,False,83,149
ENSG00000154122.13,chr5,14871351,14871903,TSS,True,19,106
ENSG00000120727.12,chr5,139341823,139341980,TSS,True,53,141
ENSG00000120727.12,chr5,139363761,139363922,TSS,True,95,141
ENSG00000156453.13,chr5,141878222,141878507,TSS,True,24,107
ENSG00000156453.13,chr5,141868568,141869117,TSS,False,96,107
ENSG00000113712.17,chr5,149496860,149505482,5AS,False,90,274
ENSG00000113712.17,chr5,149513209,149520289,ES,False,234,269
ENSG00000197226.12,chr5,179907703,179908598,TSS,True,60,374
ENSG00000164405.10,chr5,132866585,132866687,TSS,True,1218,1493
ENSG00000145730.20,chr5,102961229,102990271,ME,True,37,362
ENSG00000145730.20,chr5,102961229,102990271,ES,False,197,579
ENSG00000145730.20,chr5,103019843,103025133,3AS,False,39,379
ENSG00000145730.20,chr5,103019843,103028181,ES,False,135,254
ENSG00000145730.20,chr5,103019843,103028886,ME,False,200,266
ENSG00000145730.20,chr5,103019843,103028184,ES,False,65,256
ENSG00000145730.20,chr5,103019843,103028184,3AS,False,65,320
ENSG00000145730.20,chr5,103025334,103028184,3AS,False,187,306
ENSG00000145730.20,chr5,103025334,103028886,ES,False,66,372
ENSG00000145730.20,chr5,102755028,102755348,TSS,False,221,597
ENSG00000145730.20,chr5,102865497,102866284,TSS,True,400,597
ENSG00000172239.13,chr5,43555999,43556818,5AS,False,84,242
ENSG00000172239.13,chr5,43556581,43557126,TSS,True,112,273
ENSG00000172239.13,chr5,43556818,43557178,TSS,True,188,273
ENSG00000249915.7,chr5,306754,311292,5AS,False,28,101
ENSG00000044115.20,chr5,138753379,138753510,TSS,True,172,947
ENSG00000072682.18,chr5,132195480,132198878,ME,False,906,1015
ENSG00000072682.18,chr5,132218644,132227789,ES,False,674,905
ENSG00000072682.18,chr5,132227221,132227789,3AS,False,182,231
ENSG00000072682.18,chr5,132227789,132227891,TSS,False,123,1029
ENSG00000145592.13,chr5,40835182,40835284,TSS,False,47,178
ENSG00000145592.13,chr5,40834470,40835213,TSS,True,143,178
ENSG00000113389.15,chr5,32783028,32784798,3AS,False,133,215
ENSG00000113389.15,chr5,32711266,32712545,TSS,True,114,336
ENSG00000113389.15,chr5,32786233,32791717,PAS,True,26,244
ENSG00000213523.10,chr5,140557272,140557427,IR,False,101,130
ENSG00000213523.10,chr5,140557427,140557472,TSS,True,33,132
ENSG00000213523.10,chr5,140557146,140557456,TSS,True,103,132
ENSG00000056097.15,chr5,32444621,32444941,TSS,True,39,182
ENSG00000056097.15,chr5,32444228,32444515,TSS,True,156,182
ENSG00000161013.16,chr5,179806486,179807506,TSS,True,44,203
ENSG00000161013.16,chr5,179798512,179798555,TSS,True,168,203
ENSG00000164402.13,chr5,132763886,132764223,3AS,False,37,179
ENSG00000164402.13,chr5,132777107,132778012,TSS,True,27,204
ENSG00000062194.15,chr5,57214193,57230845,ES,False,112,128
ENSG00000062194.15,chr5,57236032,57246299,ES,False,110,142
ENSG00000062194.15,chr5,57173856,57174211,TSS,True,39,165
ENSG00000145901.15,chr5,151030673,151032286,3AS,False,15,111
ENSG00000145901.15,chr5,151063747,151080879,ES,False,12,105
ENSG00000145901.15,chr5,151029942,151030673,PAS,True,96,111
ENSG00000145901.15,chr5,151029122,151030747,PAS,True,17,111
ENSG00000161011.19,chr5,179820881,179821141,TSS,True,107,482
ENSG00000155324.9,chr5,126423689,126465425,3AS,False,117,131
ENSG00000027847.13,chr5,177600260,177604178,ES,False,103,117
ENSG00000027847.13,chr5,177609539,177614178,PAS,True,13,122
ENSG00000183258.11,chr5,177515258,177515684,IR,False,97,108
ENSG00000183258.11,chr5,177516918,177517733,TSS,True,54,119
ENSG00000183258.11,chr5,177516287,177516940,TSS,False,92,119
ENSG00000183258.11,chr5,177516724,177516942,TSS,True,102,119
ENSG00000087116.15,chr5,179345189,179345526,TSS,False,50,117
ENSG00000164253.13,chr5,77436394,77437335,5AS,True,160,194
