gene,chr,start,end,splice_type,novel,lower_lobe_of_right_lung_ENCFF767KXS_in_cov,lower_lobe_of_right_lung_ENCFF767KXS_total_cov
ENSG00000147813.15,chr8,143574900,143574985,IR,False,219,253
ENSG00000147813.15,chr8,143575093,143575190,IR,False,214,246
ENSG00000147813.15,chr8,143576162,143576431,IR,False,219,250
ENSG00000147813.15,chr8,143576842,143577061,IR,False,204,244
ENSG00000147813.15,chr8,143577177,143577268,IR,False,217,242
ENSG00000147813.15,chr8,143577943,143578092,IR,False,196,236
ENSG00000147813.15,chr8,143574779,143574900,PAS,True,35,260
ENSG00000147813.15,chr8,143578092,143578621,TSS,True,64,260
ENSG00000147813.15,chr8,143577815,143578644,TSS,True,225,260
ENSG00000147416.10,chr8,20197363,20197542,TSS,True,103,678
ENSG00000008853.16,chr8,23005891,23007746,TSS,True,189,217
ENSG00000164919.10,chr8,99893638,99893705,TSS,True,29,140
ENSG00000104529.17,chr8,143586852,143597347,ES,False,349,388
ENSG00000104529.17,chr8,143597347,143598252,TSS,True,185,617
ENSG00000104529.17,chr8,143586728,143591599,TSS,True,528,614
ENSG00000164741.14,chr8,13099346,13100566,TSS,True,107,193
ENSG00000164741.14,chr8,13132943,13133293,TSS,True,146,199
ENSG00000156482.10,chr8,98045507,98045561,TSS,False,217,456
ENSG00000156482.10,chr8,98042644,98042697,TSS,True,278,454
ENSG00000147526.19,chr8,38827288,38831124,5AS,False,74,150
ENSG00000147526.19,chr8,38787178,38787743,TSS,True,160,199
ENSG00000147526.19,chr8,38819519,38820635,TSS,True,177,198
ENSG00000147526.19,chr8,38728133,38728671,TSS,True,129,212
ENSG00000147526.19,chr8,38847954,38853029,PAS,True,29,177
ENSG00000154582.16,chr8,73972076,73972286,TSS,True,24,116
ENSG00000154582.16,chr8,73972244,73972296,TSS,True,96,116
ENSG00000130193.7,chr8,142727168,142727859,TSS,True,19,107
ENSG00000168615.11,chr8,38996752,38997160,TSS,True,21,120
ENSG00000179632.9,chr8,144103871,144104858,TSS,True,36,349
ENSG00000160948.13,chr8,144423922,144424040,IR,False,129,149
ENSG00000160948.13,chr8,144424268,144424717,IR,False,129,147
ENSG00000160948.13,chr8,144424819,144424945,IR,False,120,147
ENSG00000160948.13,chr8,144425000,144425682,3AS,False,12,115
ENSG00000160948.13,chr8,144425051,144425682,IR,False,102,125
ENSG00000160948.13,chr8,144423597,144423922,PAS,True,21,150
ENSG00000160948.13,chr8,144428488,144428582,TSS,True,56,184
ENSG00000137575.11,chr8,58572314,58575902,3AS,False,120,434
ENSG00000147443.12,chr8,21910857,21912228,ES,False,38,134
ENSG00000147443.12,chr8,21913538,21913691,TSS,True,107,200
ENSG00000147443.12,chr8,21912228,21913688,TSS,True,150,200
ENSG00000092964.17,chr8,26577739,26578293,TSS,False,150,175
ENSG00000198791.11,chr8,17246674,17246871,TSS,True,19,106
ENSG00000213563.6,chr8,144526639,144526959,IR,False,36,142
ENSG00000213563.6,chr8,144526215,144526639,PAS,False,106,142
ENSG00000213563.6,chr8,144526215,144527787,PAS,True,28,105
ENSG00000213563.6,chr8,144528760,144529116,TSS,True,38,142
ENSG00000178719.16,chr8,143990042,143990199,TSS,False,100,121
ENSG00000178719.16,chr8,143990596,143991602,TSS,True,89,121
ENSG00000178719.16,chr8,143991836,143992373,TSS,True,103,121
ENSG00000178685.13,chr8,143983811,143984007,IR,False,122,141
ENSG00000178685.13,chr8,143986357,143986466,TSS,True,126,217
ENSG00000178685.13,chr8,143984543,143985087,TSS,False,192,217
ENSG00000175445.15,chr8,19939222,19939528,TSS,True,42,156
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,110,552
ENSG00000120885.21,chr8,27614654,27614703,TSS,True,104,528
ENSG00000104549.11,chr8,125021752,125022286,PAS,True,32,125
ENSG00000185803.9,chr8,144358900,144359183,5AS,False,11,108
ENSG00000185803.9,chr8,144358554,144359065,TSS,True,41,147
ENSG00000168481.8,chr8,22156336,22156799,TSS,True,84,116
ENSG00000104660.18,chr8,30105745,30109561,PAS,True,19,160
ENSG00000147548.16,chr8,38316105,38318038,PAS,True,77,106
ENSG00000147548.16,chr8,38381798,38382996,TSS,True,14,110
ENSG00000179091.4,chr8,144095228,144095832,IR,False,298,369
ENSG00000179091.4,chr8,144095054,144095228,TSS,False,89,395
ENSG00000179091.4,chr8,144095055,144096029,TSS,True,324,395
ENSG00000067225.17,chr15,72231115,72231260,TSS,False,158,977
ENSG00000185043.11,chr15,90233834,90233970,TSS,True,32,196
ENSG00000137776.16,chr15,58879023,58880107,PAS,True,88,113
ENSG00000137776.16,chr15,58893840,58893987,PAS,False,85,106
ENSG00000137776.16,chr15,58893939,58894193,PAS,True,74,106
ENSG00000137776.16,chr15,58933403,58934025,TSS,True,34,113
ENSG00000041357.15,chr15,78540409,78540539,TSS,True,46,108
ENSG00000041357.15,chr15,78545633,78545764,TSS,True,69,108
ENSG00000137834.14,chr15,66702178,66704075,TSS,True,106,414
ENSG00000137834.14,chr15,66780996,66782849,PAS,True,45,393
ENSG00000159322.17,chr15,72752892,72755555,3AS,False,69,145
ENSG00000159322.17,chr15,72758230,72760372,IR,True,88,102
ENSG00000159322.17,chr15,72775097,72783458,5AS,False,116,129
ENSG00000159322.17,chr15,72751294,72752895,PAS,True,89,167
ENSG00000159322.17,chr15,72751294,72752892,PAS,True,97,167
ENSG00000159322.17,chr15,72783245,72783811,TSS,True,157,176
ENSG00000159322.17,chr15,72783458,72783781,TSS,True,48,176
ENSG00000137767.13,chr15,45634745,45635108,TSS,True,35,181
ENSG00000137824.15,chr15,40754790,40755198,5AS,False,49,222
ENSG00000137824.15,chr15,40755082,40755282,TSS,True,102,273
ENSG00000137824.15,chr15,40755198,40755282,TSS,True,224,273
ENSG00000128918.14,chr15,58065533,58065855,TSS,True,11,105
ENSG00000166825.13,chr15,89814771,89815115,TSS,True,76,120
ENSG00000166825.13,chr15,89805969,89806801,TSS,True,92,119
ENSG00000128951.13,chr15,48331479,48332267,5AS,False,28,139
ENSG00000128951.13,chr15,48331405,48331479,TSS,True,149,177
ENSG00000128951.13,chr15,48331399,48332406,TSS,False,148,177
ENSG00000128951.13,chr15,48331409,48331795,TSS,True,67,177
ENSG00000137818.11,chr15,69452816,69453020,TSS,False,316,1528
ENSG00000137818.11,chr15,69452818,69455287,TSS,True,1241,1528
ENSG00000179335.18,chr15,74629032,74629706,IR,True,91,106
ENSG00000179335.18,chr15,74615703,74615898,TSS,False,25,119
ENSG00000179335.18,chr15,74629706,74630200,PAS,True,26,117
ENSG00000179335.18,chr15,74628941,74630201,PAS,True,98,112
ENSG00000140374.15,chr15,76292700,76311349,ES,False,12,101
ENSG00000180304.14,chr15,64703028,64703271,TSS,True,28,189
ENSG00000260916.7,chr15,55354628,55356409,PAS,True,101,113
ENSG00000260916.7,chr15,55408220,55408470,TSS,True,37,113
ENSG00000260916.7,chr15,55407846,55408373,TSS,False,95,113
ENSG00000140157.14,chr15,22838643,22838921,TSS,True,29,127
ENSG00000140157.14,chr15,22838647,22839174,TSS,True,113,127
ENSG00000182718.16,chr15,60386086,60397942,ES,False,1432,1614
ENSG00000166946.13,chr15,43192803,43194414,ES,False,98,109
ENSG00000166946.13,chr15,43185276,43185607,TSS,True,13,121
ENSG00000137815.14,chr15,41417090,41417313,TSS,True,38,256
ENSG00000137815.14,chr15,41452900,41452942,PAS,True,164,224
ENSG00000137815.14,chr15,41464770,41464861,PAS,True,112,227
ENSG00000137815.14,chr15,41480580,41482981,PAS,False,201,230
ENSG00000035664.11,chr15,64046297,64046561,TSS,True,17,110
ENSG00000166145.14,chr15,40853881,40854059,5AS,False,101,143
ENSG00000166145.14,chr15,40843735,40844186,TSS,False,104,160
ENSG00000166145.14,chr15,40844176,40845029,TSS,False,90,160
ENSG00000140416.20,chr15,63060939,63062214,ME,False,60,158
ENSG00000140416.20,chr15,63042137,63042943,TSS,True,125,196
ENSG00000140416.20,chr15,63048405,63048707,TSS,True,94,196
ENSG00000140416.20,chr15,63071089,63071915,PAS,True,24,186
ENSG00000140575.12,chr15,90388211,90388396,TSS,True,62,177
ENSG00000140575.12,chr15,90476662,90476700,PAS,True,106,138
ENSG00000140575.12,chr15,90499994,90502239,PAS,True,72,162
ENSG00000273749.4,chr15,22867051,22870192,PAS,True,22,198
ENSG00000273749.4,chr15,22980286,22980440,TSS,True,109,208
ENSG00000185442.12,chr15,92655315,92655801,TSS,True,41,137
ENSG00000170776.21,chr15,85655787,85664562,ES,False,53,192
ENSG00000170776.21,chr15,85658590,85664562,ES,False,86,138
ENSG00000170776.21,chr15,85578991,85582107,TSS,True,277,333
ENSG00000170776.21,chr15,85544081,85544143,TSS,False,232,355
ENSG00000170776.21,chr15,85684740,85686620,PAS,True,74,243
ENSG00000170776.21,chr15,85578929,85581714,PAS,True,140,160
ENSG00000170776.21,chr15,85743491,85743804,PAS,True,234,269
ENSG00000103994.17,chr15,42446589,42446658,PAS,False,53,134
ENSG00000103994.17,chr15,42449664,42451954,PAS,False,105,127
ENSG00000103994.17,chr15,42490979,42491144,TSS,True,56,159
ENSG00000103994.17,chr15,42456957,42457532,TSS,True,129,151
ENSG00000140564.11,chr15,90871538,90871605,TSS,False,110,125
ENSG00000074696.12,chr15,65530435,65530718,TSS,True,23,195
ENSG00000131876.16,chr15,101295096,101295325,TSS,True,66,114
ENSG00000103811.16,chr15,78944890,78945105,TSS,True,201,695
ENSG00000028528.14,chr15,64095898,64096172,TSS,True,45,337
ENSG00000028528.14,chr15,64137567,64139879,PAS,True,36,328
ENSG00000137880.5,chr15,40764066,40764216,TSS,True,61,197
ENSG00000137845.14,chr15,58749479,58749821,TSS,True,17,120
ENSG00000182511.11,chr15,90884544,90885036,5AS,False,79,112
ENSG00000182511.11,chr15,90890278,90890400,3AS,False,106,130
ENSG00000182511.11,chr15,90890484,90891553,ES,False,41,124
ENSG00000182511.11,chr15,90884040,90884544,TSS,True,71,153
ENSG00000182511.11,chr15,90884434,90884639,TSS,True,118,153
ENSG00000137857.17,chr15,45151248,45151873,IR,True,156,185
ENSG00000137857.17,chr15,45141926,45142112,TSS,True,341,396
ENSG00000137857.17,chr15,45155819,45155929,TSS,True,276,309
ENSG00000137857.17,chr15,45164778,45165578,PAS,True,104,346
ENSG00000137857.17,chr15,45152285,45153245,PAS,True,178,220
ENSG00000103653.16,chr15,74782049,74782720,TSS,True,66,110
ENSG00000103653.16,chr15,74798823,74798938,TSS,True,98,110
ENSG00000103653.16,chr15,74798792,74799491,TSS,True,81,110
ENSG00000169926.10,chr15,31326740,31327789,TSS,True,70,110
ENSG00000086666.18,chr15,80059809,80120327,ES,False,86,105
ENSG00000086666.18,chr15,80059654,80059809,TSS,True,29,134
ENSG00000276550.4,chr15,22494656,22494955,TSS,True,67,127
ENSG00000276550.4,chr15,22560784,22561454,TSS,False,99,111
ENSG00000276550.4,chr15,22589942,22590888,PAS,False,50,122
ENSG00000276550.4,chr15,22589679,22590831,PAS,True,96,122
ENSG00000167202.11,chr15,78077292,78077732,TSS,True,76,113
ENSG00000140612.13,chr15,84716024,84716460,TSS,True,33,129
ENSG00000241839.9,chr15,64841881,64842028,TSS,True,90,122
ENSG00000128739.22,chr15,24954852,24955062,TSS,True,22,115
ENSG00000117899.10,chr15,80989578,80989911,TSS,True,14,109
ENSG00000140497.16,chr15,74873198,74873392,TSS,True,59,250
ENSG00000185088.13,chr15,63153852,63154060,PAS,True,15,119
ENSG00000185088.13,chr15,63157399,63157477,TSS,False,20,125
ENSG00000137801.10,chr15,39581076,39581228,TSS,True,97,122
ENSG00000137801.10,chr15,39589100,39589354,TSS,True,92,106
ENSG00000137801.10,chr15,39589784,39590023,TSS,True,86,104
ENSG00000137801.10,chr15,39595361,39598913,PAS,True,20,107
ENSG00000090487.10,chr15,64989664,64989951,TSS,True,28,195
ENSG00000185787.14,chr15,78872781,78873057,TSS,True,36,324
ENSG00000140254.12,chr15,45120805,45122184,ES,False,36,144
ENSG00000140254.12,chr15,45129851,45129922,TSS,True,140,189
ENSG00000140254.12,chr15,45129822,45129917,TSS,True,161,189
ENSG00000140254.12,chr15,45129017,45129883,TSS,True,148,189
ENSG00000140526.17,chr15,89088418,89088563,TSS,True,105,131
ENSG00000176463.13,chr15,91853099,91854088,TSS,True,38,134
ENSG00000176463.13,chr15,92162755,92165907,PAS,True,29,121
ENSG00000103978.15,chr15,42228820,42233212,ME,False,26,138
ENSG00000103978.15,chr15,42273254,42273556,TSS,True,40,174
ENSG00000242028.6,chr15,43797363,43800784,TSS,True,36,134
ENSG00000131871.14,chr15,101270486,101272856,PAS,True,34,206
ENSG00000138629.15,chr15,74458896,74461107,5AS,False,54,105
ENSG00000138629.15,chr15,74461036,74461177,TSS,False,69,118
ENSG00000138629.15,chr15,74461107,74461179,TSS,True,63,118
ENSG00000103966.10,chr15,41972258,41972597,TSS,True,31,168
ENSG00000140474.13,chr15,74837435,74837756,5AS,False,49,113
ENSG00000140474.13,chr15,74839373,74839557,IR,True,90,102
ENSG00000140474.13,chr15,74840316,74840497,IR,False,50,100
ENSG00000140474.13,chr15,74843003,74843454,TSS,True,46,118
ENSG00000140474.13,chr15,74842074,74843156,TSS,True,97,118
ENSG00000134153.9,chr15,34101603,34101912,TSS,True,17,143
ENSG00000166710.18,chr15,44711414,44711613,TSS,True,739,6384
ENSG00000140350.15,chr15,68820697,68820924,TSS,True,41,164
ENSG00000182768.8,chr15,90265669,90266398,TSS,True,48,310
ENSG00000140400.16,chr15,75355147,75356032,PAS,True,25,120
ENSG00000140400.16,chr15,75368482,75368783,TSS,False,79,125
ENSG00000140400.16,chr15,75368072,75368624,TSS,True,108,125
ENSG00000114062.19,chr15,25405502,25438488,ES,False,47,108
ENSG00000114062.19,chr15,25334239,25339257,PAS,True,22,123
ENSG00000114062.19,chr15,25438488,25439115,TSS,True,17,129
ENSG00000182054.9,chr15,90102275,90102512,TSS,True,30,130
ENSG00000140299.11,chr15,59659147,59664120,PAS,True,22,109
ENSG00000140299.11,chr15,59689134,59689345,TSS,True,14,117
ENSG00000182774.12,chr15,82540425,82540460,TSS,True,128,389
ENSG00000182774.12,chr15,82539980,82540445,TSS,True,345,386
ENSG00000182774.12,chr15,82538879,82540133,TSS,True,306,386
ENSG00000137841.11,chr15,40291264,40291442,TSS,False,115,134
ENSG00000137841.11,chr15,40307588,40307982,TSS,True,112,138
ENSG00000179010.14,chr4,6640708,6640827,IR,False,42,189
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,167,209
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,62,209
ENSG00000168214.20,chr4,26320803,26321048,TSS,True,52,143
ENSG00000168214.20,chr4,26430691,26435001,PAS,True,31,119
ENSG00000168214.20,chr4,26415474,26415539,PAS,True,98,113
ENSG00000151726.13,chr4,184825915,184826101,TSS,True,150,412
ENSG00000151726.13,chr4,184805526,184805712,TSS,False,333,412
ENSG00000168743.12,chr4,105898001,105927335,ES,False,81,111
ENSG00000168743.12,chr4,105942702,105959027,ES,False,13,115
ENSG00000168743.12,chr4,105895306,105895723,TSS,True,51,164
ENSG00000152795.17,chr4,82424883,82426036,IR,False,73,143
ENSG00000152795.17,chr4,82422746,82424883,PAS,True,74,175
ENSG00000152795.17,chr4,82423203,82426129,PAS,True,90,158
ENSG00000152795.17,chr4,82429247,82430469,TSS,True,25,177
ENSG00000090316.15,chr4,1289834,1289982,TSS,True,34,186
ENSG00000064042.17,chr4,41619440,41644499,ES,False,73,238
ENSG00000064042.17,chr4,41666666,41671553,ES,False,136,159
ENSG00000064042.17,chr4,41360561,41360936,TSS,True,250,324
ENSG00000064042.17,chr4,41359573,41359803,TSS,False,165,324
ENSG00000064042.17,chr4,41697159,41700044,PAS,True,157,326
ENSG00000064042.17,chr4,41646122,41646276,PAS,True,199,291
ENSG00000071127.16,chr4,10116650,10116986,TSS,True,106,385
ENSG00000138772.12,chr4,78595887,78597318,IR,True,153,176
ENSG00000109736.14,chr4,2929927,2930953,PAS,True,24,222
ENSG00000109736.14,chr4,2934768,2934880,TSS,True,58,230
ENSG00000109501.13,chr4,6269831,6270014,TSS,True,68,129
ENSG00000013288.8,chr4,6575155,6575348,TSS,True,119,134
ENSG00000127419.16,chr4,932347,932540,TSS,True,16,101
ENSG00000129187.14,chr4,182917287,182917475,TSS,True,60,121
ENSG00000129187.14,chr4,182917310,182917565,TSS,True,89,121
ENSG00000171557.16,chr4,154604060,154604354,PAS,True,107,745
ENSG00000169020.9,chr4,674211,674287,TSS,True,36,233
ENSG00000169020.9,chr4,673302,673401,TSS,True,203,232
ENSG00000138801.8,chr4,107720119,107720395,TSS,False,23,132
ENSG00000163956.11,chr4,3532208,3532446,TSS,True,74,625
ENSG00000087274.16,chr4,2843837,2844024,TSS,True,142,229
ENSG00000087274.16,chr4,2928170,2930081,PAS,True,17,116
ENSG00000152583.12,chr4,87472765,87473803,PAS,True,69,473
ENSG00000152583.12,chr4,87493625,87494598,PAS,True,384,441
ENSG00000152583.12,chr4,87529044,87529466,TSS,True,52,474
ENSG00000164161.9,chr4,144658946,144659636,IR,True,111,125
ENSG00000164161.9,chr4,144646134,144646954,TSS,True,35,157
ENSG00000164161.9,chr4,144659636,144659856,PAS,True,76,126
ENSG00000164161.9,chr4,144658789,144659856,PAS,False,111,125
ENSG00000164161.9,chr4,144737763,144738611,PAS,True,94,139
ENSG00000138758.11,chr4,76949691,76949930,TSS,True,88,161
ENSG00000109610.5,chr4,24800528,24800618,IR,True,31,227
ENSG00000109610.5,chr4,24795572,24795651,TSS,False,32,227
ENSG00000109610.5,chr4,24799505,24800842,PAS,True,28,195
ENSG00000109610.5,chr4,24800618,24800842,PAS,True,196,227
ENSG00000196616.13,chr4,99321313,99321443,TSS,True,148,856
ENSG00000109606.12,chr4,24584322,24584621,TSS,True,13,108
ENSG00000129116.18,chr4,168831990,168832171,TSS,True,69,166
ENSG00000129116.18,chr4,168877717,168878394,TSS,True,116,165
ENSG00000129116.18,chr4,168926212,168928475,PAS,True,27,160
ENSG00000129116.18,chr4,168924254,168924387,PAS,True,141,159
ENSG00000138821.12,chr4,102344443,102345482,TSS,True,609,752
ENSG00000138821.12,chr4,102345344,102345511,TSS,True,178,752
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,234,960
ENSG00000109475.16,chr4,108622513,108622618,TSS,True,860,959
ENSG00000163694.14,chr4,40432862,40437770,ES,False,12,104
ENSG00000163694.14,chr4,40629395,40629914,TSS,True,102,128
ENSG00000163694.14,chr4,40630778,40630919,TSS,False,96,128
ENSG00000163694.14,chr4,40514515,40514583,TSS,True,104,126
ENSG00000173376.13,chr4,121071992,121072436,TSS,False,16,136
ENSG00000151552.11,chr4,17504475,17511949,ES,False,12,106
ENSG00000171476.21,chr4,56681254,56681370,TSS,True,30,119
ENSG00000134851.12,chr4,55395534,55396396,TSS,True,36,247
ENSG00000134851.12,chr4,55425375,55426176,PAS,True,52,241
ENSG00000178950.16,chr4,866501,866955,3AS,False,46,125
ENSG00000178950.16,chr4,882696,883176,TSS,True,145,182
ENSG00000178950.16,chr4,932042,932415,TSS,True,146,188
ENSG00000109762.15,chr4,185209401,185210255,TSS,True,31,140
ENSG00000109762.15,chr4,185363384,185363974,PAS,True,31,134
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,268,420
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,266,420
ENSG00000109332.19,chr4,102827591,102827920,TSS,True,365,420
ENSG00000159788.19,chr4,3385677,3386437,TSS,True,88,114
ENSG00000168884.14,chr4,2756013,2756396,TSS,False,24,168
ENSG00000163950.12,chr4,1712129,1712754,TSS,True,58,119
ENSG00000109171.14,chr4,48341419,48342128,TSS,False,17,100
ENSG00000157765.12,chr4,25662612,25662707,3AS,False,217,356
ENSG00000157765.12,chr4,25655850,25655890,TSS,True,1066,1324
ENSG00000157765.12,chr4,25676134,25678748,PAS,True,65,604
ENSG00000163453.11,chr4,57109876,57110479,TSS,False,40,282
ENSG00000138757.14,chr4,75648741,75655065,ES,False,98,114
ENSG00000138757.14,chr4,75673207,75673440,TSS,True,15,124
ENSG00000129128.12,chr4,176319890,176320219,TSS,True,35,123
ENSG00000169116.11,chr4,74933027,74933370,TSS,True,41,115
ENSG00000168936.10,chr4,1720632,1721320,TSS,True,68,130
ENSG00000168936.10,chr4,1718151,1718605,TSS,False,103,128
ENSG00000123933.16,chr4,2261916,2262128,TSS,True,111,359
ENSG00000118816.9,chr4,77075471,77076021,TSS,True,71,335
ENSG00000178988.10,chr4,6708643,6709230,IR,True,88,107
ENSG00000178988.10,chr4,6707700,6708643,PAS,False,19,112
ENSG00000178988.10,chr4,6709230,6709883,TSS,True,24,112
ENSG00000138668.18,chr4,82354154,82355303,IR,False,268,305
ENSG00000138668.18,chr4,82355401,82356795,ES,False,201,307
ENSG00000138668.18,chr4,82359639,82373445,ES,False,72,310
ENSG00000138668.18,chr4,82352497,82354154,PAS,True,56,328
ENSG00000138668.18,chr4,82353828,82355401,PAS,True,286,323
ENSG00000164120.13,chr4,174490228,174492094,PAS,True,25,198
ENSG00000164120.13,chr4,174522358,174522865,TSS,True,27,204
ENSG00000138674.16,chr4,82817500,82819253,PAS,True,43,121
ENSG00000138674.16,chr4,82860658,82863392,PAS,True,93,106
ENSG00000138674.16,chr4,82891087,82891255,TSS,False,28,126
ENSG00000091490.10,chr4,25747422,25748564,PAS,True,25,133
ENSG00000091490.10,chr4,25862674,25863042,TSS,True,30,140
ENSG00000132463.13,chr4,70839470,70839959,TSS,False,20,131
ENSG00000002549.12,chr4,17577191,17577567,TSS,True,40,276
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,46,212
ENSG00000138760.9,chr4,76213426,76213926,TSS,True,40,195
ENSG00000109320.11,chr4,102500924,102501788,TSS,True,35,126
ENSG00000109320.11,chr4,102604963,102607319,TSS,True,103,117
ENSG00000159692.15,chr4,1212423,1212912,3AS,False,302,463
ENSG00000159692.15,chr4,1238337,1248915,ES,False,76,354
ENSG00000159692.15,chr4,1211432,1212426,PAS,True,316,479
