gene,chr,start,end,splice_type,novel,mucosa_of_descending_colon_ENCFF171AQO_in_cov,mucosa_of_descending_colon_ENCFF171AQO_total_cov
ENSG00000087274.16,chr4,2843837,2844024,TSS,True,106,180
ENSG00000065882.15,chr4,38049898,38054198,ES,False,94,133
ENSG00000065882.15,chr4,37890618,37891348,TSS,True,155,204
ENSG00000065882.15,chr4,37977291,37977529,TSS,False,110,189
ENSG00000065882.15,chr4,38014506,38014973,TSS,False,145,185
ENSG00000065882.15,chr4,38137134,38141584,PAS,True,37,195
ENSG00000197894.10,chr4,99088688,99088790,TSS,True,17,166
ENSG00000164116.16,chr4,155666696,155666965,TSS,False,112,145
ENSG00000164116.16,chr4,155667596,155667932,TSS,False,126,145
ENSG00000129116.18,chr4,168832171,168890921,ES,False,94,544
ENSG00000129116.18,chr4,168831990,168832171,TSS,True,237,789
ENSG00000129116.18,chr4,168877717,168878394,TSS,True,610,782
ENSG00000150625.16,chr4,175701574,175701768,TSS,True,70,124
ENSG00000150625.16,chr4,176002308,176002555,TSS,True,60,125
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,163,797
ENSG00000163110.14,chr4,94451851,94451995,TSS,True,19,102
ENSG00000163694.14,chr4,40432862,40437770,ES,False,14,115
ENSG00000163694.14,chr4,40436644,40437770,3AS,True,14,104
ENSG00000163694.14,chr4,40514515,40514583,TSS,True,71,141
ENSG00000163694.14,chr4,40515866,40515980,TSS,False,107,141
ENSG00000168924.14,chr4,1855868,1857109,TSS,True,30,104
ENSG00000178950.16,chr4,866501,866955,3AS,False,35,106
ENSG00000178950.16,chr4,882696,883176,TSS,True,103,120
ENSG00000178950.16,chr4,932042,932415,TSS,True,76,126
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,186,305
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,198,305
ENSG00000109332.19,chr4,102827943,102828141,TSS,False,268,305
ENSG00000168884.14,chr4,2756013,2756396,TSS,False,25,230
ENSG00000138757.14,chr4,75648741,75655065,ES,False,89,110
ENSG00000138757.14,chr4,75673207,75673440,TSS,True,21,117
ENSG00000169116.11,chr4,74933027,74933370,TSS,True,26,135
ENSG00000168936.10,chr4,1717675,1718151,IR,True,199,239
ENSG00000168936.10,chr4,1720632,1721320,TSS,True,106,272
ENSG00000168936.10,chr4,1718151,1718605,TSS,False,234,268
ENSG00000172403.10,chr4,118888842,118889141,TSS,True,156,199
ENSG00000172403.10,chr4,119026701,119027438,TSS,True,143,197
ENSG00000138744.14,chr4,75913654,75914338,PAS,True,102,181
ENSG00000138744.14,chr4,75916219,75917773,PAS,False,118,181
ENSG00000123933.16,chr4,2247431,2250701,PAS,True,20,174
ENSG00000123933.16,chr4,2261916,2262128,TSS,True,52,215
ENSG00000138668.18,chr4,82355401,82356795,ES,False,166,264
ENSG00000138668.18,chr4,82359639,82373445,ES,False,51,268
ENSG00000138668.18,chr4,82352497,82354154,PAS,True,34,276
ENSG00000164120.13,chr4,174522358,174522865,TSS,True,39,360
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,18,133
ENSG00000159692.15,chr4,1212423,1212912,3AS,False,237,350
ENSG00000159692.15,chr4,1238337,1248915,ES,False,60,286
ENSG00000159692.15,chr4,1211432,1212426,PAS,True,243,356
ENSG00000159692.15,chr4,1211429,1212423,PAS,True,120,356
ENSG00000159692.15,chr4,1248915,1249467,TSS,True,77,367
ENSG00000154556.18,chr4,185630598,185646667,ES,False,67,113
ENSG00000154556.18,chr4,185649656,185652661,ES,False,45,172
ENSG00000154556.18,chr4,185585444,185587688,PAS,True,79,227
ENSG00000154556.18,chr4,185639961,185646071,PAS,True,140,190
ENSG00000154556.18,chr4,185589678,185589785,TSS,True,132,154
ENSG00000154556.18,chr4,185656614,185656940,TSS,True,85,229
ENSG00000173801.16,chr17,41755432,41755729,IR,False,128,194
ENSG00000173801.16,chr17,41754603,41755432,PAS,False,77,205
ENSG00000173801.16,chr17,41754606,41755895,PAS,True,139,205
ENSG00000173801.16,chr17,41786587,41786737,TSS,True,161,236
ENSG00000173801.16,chr17,41769417,41769683,TSS,True,148,236
ENSG00000141027.20,chr17,16126206,16137310,3AS,False,56,116
ENSG00000141027.20,chr17,16149517,16151945,ES,False,80,114
ENSG00000141027.20,chr17,16194639,16215361,ES,False,67,122
ENSG00000141027.20,chr17,16029156,16032483,PAS,True,132,148
ENSG00000141027.20,chr17,16126116,16126206,PAS,False,72,128
ENSG00000141027.20,chr17,16126101,16126209,PAS,True,69,128
ENSG00000141027.20,chr17,16215361,16215591,TSS,True,26,148
ENSG00000167693.16,chr17,979318,979823,TSS,True,65,260
ENSG00000131471.6,chr17,42851206,42852943,TSS,True,109,293
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,20,101
ENSG00000035862.12,chr17,78924958,78925369,TSS,False,68,108
ENSG00000169718.17,chr17,82058408,82058780,IR,False,23,153
ENSG00000169718.17,chr17,82058416,82058780,IR,False,217,347
ENSG00000188554.13,chr17,43171179,43171302,TSS,True,40,103
ENSG00000185813.10,chr17,81906177,81906463,IR,False,89,100
ENSG00000108846.15,chr17,50634783,50634981,TSS,True,47,118
ENSG00000108846.15,chr17,50691091,50691705,PAS,True,64,118
ENSG00000108846.15,chr17,50677743,50678917,PAS,True,96,108
ENSG00000262814.7,chr17,81703366,81703575,TSS,False,15,132
ENSG00000108312.14,chr17,44220739,44221037,TSS,True,94,112
ENSG00000108312.14,chr17,44219444,44219904,TSS,True,72,112
ENSG00000108821.13,chr17,50201410,50201696,TSS,False,134,366
ENSG00000182473.21,chr17,76089320,76094413,ES,False,85,115
ENSG00000182473.21,chr17,76080980,76083750,PAS,True,23,140
ENSG00000182473.21,chr17,76092291,76094581,PAS,True,114,127
ENSG00000182473.21,chr17,76103632,76103791,TSS,True,169,294
ENSG00000219200.11,chr17,7012757,7013665,5AS,False,35,228
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,48,241
ENSG00000219200.11,chr17,7012622,7012757,TSS,True,206,241
ENSG00000185624.14,chr17,81860326,81860636,TSS,True,93,891
ENSG00000108671.10,chr17,32480631,32480752,IR,False,103,128
ENSG00000108671.10,chr17,32480752,32483319,PAS,True,26,129
ENSG00000108671.10,chr17,32480488,32483319,PAS,True,104,129
ENSG00000126351.12,chr17,40062867,40063092,TSS,True,42,108
ENSG00000126351.12,chr17,40093019,40093865,PAS,True,49,105
ENSG00000126351.12,chr17,40093136,40093865,PAS,True,94,105
ENSG00000131473.16,chr17,41918879,41919084,TSS,True,20,104
ENSG00000266714.8,chr17,75620373,75621176,TSS,True,91,177
ENSG00000266714.8,chr17,75620466,75621113,PAS,True,60,149
ENSG00000266714.8,chr17,75626406,75628006,PAS,True,109,283
ENSG00000167543.15,chr17,29568830,29569017,IR,False,91,107
ENSG00000167543.15,chr17,29568613,29568830,TSS,True,39,130
ENSG00000157637.12,chr17,81247061,81251492,ES,False,101,159
ENSG00000157637.12,chr17,81244811,81246673,PAS,True,20,183
ENSG00000157637.12,chr17,81294822,81295503,TSS,True,66,208
ENSG00000178927.17,chr17,82450699,82450791,TSS,False,32,111
ENSG00000167434.9,chr17,60149890,60150092,TSS,True,32,217
ENSG00000167434.9,chr17,60159229,60159546,PAS,True,24,212
ENSG00000108774.14,chr17,42154892,42155022,TSS,True,89,351
ENSG00000167085.11,chr17,49414834,49414901,TSS,False,29,172
ENSG00000266402.3,chr17,64145969,64146000,TSS,True,58,101
ENSG00000266402.3,chr17,64145969,64145995,TSS,False,67,101
ENSG00000266402.3,chr17,64146229,64146309,PAS,True,25,101
ENSG00000185359.12,chr17,81683960,81684103,TSS,True,69,202
ENSG00000185359.12,chr17,81692399,81693752,TSS,True,180,201
ENSG00000173757.9,chr17,42276247,42276586,TSS,False,43,113
ENSG00000072210.18,chr17,19648716,19649124,TSS,True,19,102
ENSG00000129250.11,chr17,4997673,4998156,TSS,True,114,471
ENSG00000132589.15,chr17,28883231,28888944,ME,False,25,123
ENSG00000132589.15,chr17,28883231,28888944,ME,False,25,123
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,80,190
ENSG00000141279.15,chr17,47612481,47612602,TSS,True,119,178
ENSG00000141279.15,chr17,47621767,47623276,PAS,True,23,188
ENSG00000167281.19,chr17,79096692,79097291,3AS,False,152,182
ENSG00000167281.19,chr17,79089344,79090885,PAS,True,28,223
ENSG00000167281.19,chr17,79097291,79097558,TSS,True,186,268
ENSG00000167281.19,chr17,79610825,79611141,TSS,True,212,282
ENSG00000125445.10,chr17,75261983,75262496,IR,False,94,115
ENSG00000125445.10,chr17,75261675,75261983,TSS,True,26,120
ENSG00000125445.10,chr17,75261640,75262688,TSS,True,100,120
ENSG00000169689.14,chr17,82019381,82019857,ES,False,72,137
ENSG00000169689.14,chr17,82022825,82022915,TSS,True,17,150
ENSG00000132522.15,chr17,7313721,7313905,IR,False,169,213
ENSG00000132522.15,chr17,7314597,7314958,IR,False,181,208
ENSG00000132522.15,chr17,7315330,7316258,TSS,False,125,225
ENSG00000132522.15,chr17,7314958,7315365,TSS,True,138,225
ENSG00000125458.6,chr17,75130867,75131044,5AS,False,67,105
ENSG00000125458.6,chr17,75131105,75131180,IR,False,78,114
ENSG00000125458.6,chr17,75131281,75131533,IR,False,87,102
ENSG00000125458.6,chr17,75130224,75130642,PAS,True,15,116
ENSG00000125458.6,chr17,75131533,75131807,TSS,True,69,156
ENSG00000141367.11,chr17,59685808,59690635,ES,False,98,118
ENSG00000141367.11,chr17,59619349,59620173,TSS,True,20,157
ENSG00000141367.11,chr17,59693727,59695115,PAS,True,40,157
ENSG00000141367.11,chr17,59682270,59682434,PAS,True,134,152
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,309,753
ENSG00000030582.17,chr17,44349658,44349751,TSS,True,636,750
ENSG00000108604.15,chr17,63842458,63843066,TSS,True,32,111
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,53,338
ENSG00000167280.16,chr17,79087183,79087307,IR,True,20,107
ENSG00000167280.16,chr17,79074769,79075090,TSS,True,97,125
ENSG00000167280.16,chr17,79081972,79082877,TSS,True,107,120
ENSG00000167280.16,chr17,79086028,79087365,TSS,True,90,107
ENSG00000167280.16,chr17,79085971,79087183,TSS,True,96,107
ENSG00000167280.16,chr17,79087750,79088599,PAS,True,83,125
ENSG00000184009.11,chr17,81511626,81511762,IR,False,215,316
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,399,3061
ENSG00000141522.11,chr17,81871297,81871406,TSS,True,62,151
ENSG00000176658.16,chr17,32876777,32877296,TSS,True,68,108
ENSG00000108679.12,chr17,78979823,78979962,TSS,True,123,508
ENSG00000170412.16,chr17,74430943,74432141,TSS,False,65,100
ENSG00000170412.16,chr17,74431411,74432523,TSS,True,74,100
ENSG00000170412.16,chr17,74439742,74440827,TSS,True,79,100
ENSG00000073350.13,chr17,75574260,75574609,ES,False,58,226
ENSG00000073350.13,chr17,75574668,75574870,IR,True,136,157
ENSG00000073350.13,chr17,75574668,75574873,3AS,False,76,212
ENSG00000073350.13,chr17,75525429,75525825,TSS,True,109,346
ENSG00000073350.13,chr17,75564352,75567942,PAS,True,176,273
ENSG00000073350.13,chr17,75574873,75575219,PAS,True,267,343
ENSG00000073350.13,chr17,75574870,75575219,PAS,True,207,343
ENSG00000168610.14,chr17,42316851,42317181,3AS,False,12,104
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,19,104
ENSG00000168610.14,chr17,42313313,42315800,PAS,True,23,126
ENSG00000168610.14,chr17,42388278,42388586,TSS,True,45,144
ENSG00000132386.10,chr17,1761892,1762113,TSS,False,33,118
ENSG00000132386.10,chr17,1769750,1770050,TSS,True,102,117
ENSG00000087111.20,chr17,28571188,28571462,IR,False,79,101
ENSG00000087111.20,chr17,28571462,28571566,TSS,True,34,114
ENSG00000087111.20,chr17,28571048,28571566,TSS,True,93,114
ENSG00000181885.18,chr17,7261820,7263184,TSS,True,257,578
ENSG00000181885.18,chr17,7260820,7263211,TSS,True,483,577
ENSG00000181885.18,chr17,7263158,7263234,TSS,True,470,587
ENSG00000239697.10,chr17,7548922,7549312,TSS,True,19,102
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,70,162
ENSG00000159199.13,chr17,48893402,48893456,TSS,True,145,162
ENSG00000159199.13,chr17,48892835,48892910,TSS,False,122,162
ENSG00000082641.15,chr17,48048248,48048462,TSS,True,85,141
ENSG00000082641.15,chr17,48048761,48048864,TSS,True,125,141
ENSG00000002834.17,chr17,38869798,38870258,TSS,True,94,197
ENSG00000108344.14,chr17,39980768,39981190,TSS,True,23,124
ENSG00000182534.13,chr17,76679568,76680879,PAS,True,173,771
ENSG00000182534.13,chr17,76675416,76677702,PAS,False,600,771
ENSG00000184557.4,chr17,78359749,78360566,TSS,True,35,172
ENSG00000159314.11,chr17,45396580,45396667,3AS,True,15,111
ENSG00000159314.11,chr17,45404923,45405114,TSS,True,111,130
ENSG00000159314.11,chr17,45432751,45432975,TSS,True,123,137
ENSG00000159314.11,chr17,45425563,45425872,TSS,True,78,130
ENSG00000108465.14,chr17,47974448,47975158,IR,False,58,101
ENSG00000108465.14,chr17,47975653,47975868,IR,False,57,103
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,25,112
ENSG00000108465.14,chr17,47971020,47971407,TSS,True,98,112
ENSG00000126561.16,chr17,42287697,42288598,TSS,True,36,100
ENSG00000161714.11,chr17,45132247,45132560,TSS,True,80,240
ENSG00000125691.12,chr17,38853697,38853764,TSS,True,63,232
ENSG00000125691.12,chr17,38852603,38853720,TSS,True,178,232
ENSG00000277972.1,chr17,38730406,38730759,IR,False,108,149
ENSG00000277972.1,chr17,38730324,38730406,TSS,False,52,161
ENSG00000277972.1,chr17,38730355,38730795,TSS,True,120,161
ENSG00000171246.5,chr17,80476002,80476607,TSS,False,89,135
ENSG00000108788.11,chr17,42567040,42567166,TSS,True,24,113
ENSG00000133030.20,chr17,17174075,17176425,ES,False,50,139
ENSG00000133030.20,chr17,17180088,17184822,ES,False,26,137
ENSG00000133030.20,chr17,17042427,17042971,TSS,True,97,163
ENSG00000133030.20,chr17,17143554,17143669,TSS,True,139,157
ENSG00000133030.20,chr17,17184822,17186216,PAS,True,18,155
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,51,269
ENSG00000141574.7,chr17,82333699,82333766,TSS,True,98,307
ENSG00000129245.11,chr17,7614451,7614927,TSS,True,22,136
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,26,154
ENSG00000109113.19,chr17,28716058,28716902,3AS,False,115,130
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,106,172
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,88,172
ENSG00000072778.19,chr17,7222081,7222176,IR,False,577,694
ENSG00000072778.19,chr17,7222302,7222666,IR,True,612,694
ENSG00000072778.19,chr17,7222865,7223132,IR,False,495,738
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,325,905
ENSG00000180891.12,chr17,57955224,57955845,TSS,True,59,100
ENSG00000179604.9,chr17,73311892,73312008,TSS,True,78,234
ENSG00000161547.16,chr17,76734562,76735060,IR,False,12,104
ENSG00000161547.16,chr17,76734114,76735158,PAS,True,35,106
ENSG00000161547.16,chr17,76734114,76734562,PAS,True,94,106
ENSG00000161547.16,chr17,76734118,76736464,PAS,True,87,105
ENSG00000161547.16,chr17,76736798,76737877,TSS,True,12,112
ENSG00000278535.4,chr17,36592156,36598162,ES,True,24,233
ENSG00000278535.4,chr17,36591785,36592156,TSS,True,28,264
ENSG00000173786.16,chr17,41966715,41966887,TSS,False,22,183
ENSG00000108828.15,chr17,43021935,43022417,TSS,True,27,217
ENSG00000132475.10,chr17,75779656,75779781,TSS,True,106,611
ENSG00000108654.14,chr17,64500773,64502009,IR,False,395,447
ENSG00000108840.15,chr17,44092284,44092395,5AS,True,15,125
ENSG00000108840.15,chr17,44110800,44117493,3AS,False,62,112
ENSG00000108840.15,chr17,44117704,44123503,5AS,True,87,103
ENSG00000108840.15,chr17,44087411,44087698,TSS,True,141,167
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,85,173
ENSG00000177469.12,chr17,42422626,42423258,TSS,False,394,594
ENSG00000108639.7,chr17,78168541,78168715,TSS,True,43,317
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,24,162
ENSG00000175061.17,chr17,16439414,16440184,ES,False,180,243
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,34,261
ENSG00000197879.16,chr17,1464185,1465752,PAS,True,27,257
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,256,290
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,146,290
ENSG00000136436.14,chr17,48830960,48831078,TSS,True,18,169
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,60,118
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,65,118
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,14,117
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,135,331
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,88,391
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,183,383
ENSG00000142507.9,chr17,4796726,4796795,TSS,True,339,383
ENSG00000132471.11,chr17,75849603,75849740,TSS,True,157,177
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,123,177
ENSG00000005882.11,chr17,50095294,50095553,TSS,True,25,195
ENSG00000167741.10,chr17,4559057,4559557,ES,False,38,105
ENSG00000167741.10,chr17,4560381,4560824,TSS,True,41,159
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,78,404
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,336,414
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,88,414
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,170,526
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,430,526
ENSG00000131469.14,chr17,43002754,43002783,TSS,True,464,526
ENSG00000184640.17,chr17,77488725,77488864,TSS,True,141,158
ENSG00000184640.17,chr17,77373104,77373552,TSS,True,146,166
ENSG00000108953.16,chr17,1365058,1400046,ES,False,246,279
ENSG00000108528.13,chr17,4939815,4940068,TSS,True,42,234
ENSG00000166482.11,chr17,19387149,19387224,TSS,False,68,241
ENSG00000166482.11,chr17,19385357,19387176,TSS,True,205,241
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,196,299
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,204,307
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,111,307
ENSG00000109062.11,chr17,74748606,74749287,TSS,False,36,259
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,78,161
ENSG00000171298.12,chr17,80101553,80105132,TSS,True,136,156
ENSG00000121067.17,chr17,49622876,49677932,ES,False,89,136
ENSG00000121067.17,chr17,49677932,49678203,TSS,True,95,231
ENSG00000121067.17,chr17,49646115,49646663,TSS,True,201,231
ENSG00000271447.5,chr17,35766760,35767751,3AS,True,11,106
ENSG00000271447.5,chr17,35765850,35766894,PAS,False,54,149
ENSG00000271447.5,chr17,35778503,35779075,PAS,True,110,147
ENSG00000271447.5,chr17,35795266,35795645,TSS,True,19,154
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,41,139
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,114,195
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,120,195
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,204,255
ENSG00000013306.15,chr17,44323577,44324710,IR,True,208,235
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,66,282
ENSG00000013306.15,chr17,44323477,44325384,TSS,True,243,282
ENSG00000132481.6,chr17,75876813,75877873,5AS,True,148,175
ENSG00000132481.6,chr17,75877873,75878588,TSS,False,71,220
ENSG00000132481.6,chr17,75877850,75878587,TSS,True,197,220
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,43,204
ENSG00000109099.14,chr17,15265153,15265326,TSS,True,175,204
ENSG00000132470.13,chr17,75721256,75721563,TSS,True,98,125
ENSG00000132470.13,chr17,75721310,75721612,TSS,True,106,125
ENSG00000132470.13,chr17,75757415,75757821,PAS,True,12,114
ENSG00000006282.20,chr17,50547285,50548282,ES,False,35,132
ENSG00000006282.20,chr17,50550115,50550207,IR,False,103,131
ENSG00000006282.20,chr17,50551190,50551510,IR,False,121,142
ENSG00000006282.20,chr17,50551679,50551968,IR,False,103,146
ENSG00000006282.20,chr17,50547128,50547285,TSS,True,18,151
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,92,353
ENSG00000121057.12,chr17,57105439,57107178,TSS,True,313,348
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,47,360
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,147,169
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,67,169
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,169,210
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,28,212
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,59,218
ENSG00000169727.12,chr17,82051100,82053366,TSS,True,187,218
ENSG00000072310.16,chr17,17811310,17812851,PAS,True,12,115
ENSG00000072310.16,chr17,17817255,17817628,TSS,True,106,121
ENSG00000072310.16,chr17,17836726,17837034,TSS,True,98,123
ENSG00000128309.16,chr22,37019872,37024191,ES,False,227,261
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,517,607
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,346,607
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,388,607
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,75,145
ENSG00000100364.18,chr22,45240639,45240943,TSS,True,45,188
ENSG00000100364.18,chr22,45211955,45212635,TSS,True,168,188
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,86,283
ENSG00000100412.15,chr22,41469116,41469508,TSS,True,252,283
ENSG00000100031.18,chr22,24603142,24603321,TSS,True,54,112
ENSG00000100031.18,chr22,24603140,24603527,TSS,True,97,112
