gene,chr,start,end,splice_type,novel,H1_ENCFF217ERK_in_cov,H1_ENCFF217ERK_total_cov
ENSG00000177410.12,chr20,49278601,49278716,TSS,True,25,175
ENSG00000101444.12,chr20,34280650,34281026,IR,True,73,436
ENSG00000101444.12,chr20,34280263,34281165,PAS,True,76,439
ENSG00000101444.12,chr20,34280264,34280650,PAS,True,385,459
ENSG00000101444.12,chr20,34303242,34303390,TSS,True,197,459
ENSG00000101444.12,chr20,34290730,34290910,TSS,True,317,458
ENSG00000089006.16,chr20,17957037,17968699,ES,False,20,138
ENSG00000089006.16,chr20,17968699,17968940,TSS,True,31,173
ENSG00000101294.17,chr20,31514410,31514734,TSS,True,20,194
ENSG00000125863.19,chr20,10401610,10405687,PAS,True,83,113
ENSG00000125863.19,chr20,10413531,10413931,PAS,True,30,113
ENSG00000125835.18,chr20,2461793,2462635,3AS,False,364,1173
ENSG00000125835.18,chr20,2461633,2461939,PAS,True,367,1177
ENSG00000125835.18,chr20,2461633,2461793,PAS,True,818,1182
ENSG00000168036.17,chr3,41199199,41199670,TSS,True,86,102
ENSG00000114850.6,chr3,156554956,156555161,TSS,True,74,218
ENSG00000188846.13,chr3,40457295,40457363,TSS,False,74,671
ENSG00000184432.9,chr3,139383435,139389547,ES,False,96,107
ENSG00000184432.9,chr3,139389547,139389680,TSS,True,34,141
ENSG00000163918.10,chr3,186804724,186806424,5AS,False,72,123
ENSG00000163918.10,chr3,186806424,186806482,TSS,True,57,131
ENSG00000163918.10,chr3,186806289,186806495,TSS,True,80,131
ENSG00000068745.14,chr3,48717156,48717303,TSS,False,24,105
ENSG00000081154.11,chr3,101574279,101579841,3AS,False,32,186
ENSG00000081154.11,chr3,101574162,101574279,TSS,True,78,272
ENSG00000178035.11,chr3,49029252,49029461,TSS,True,97,607
ENSG00000178035.11,chr3,49025125,49026364,TSS,True,533,604
ENSG00000164062.12,chr3,49673964,49674413,TSS,True,19,102
ENSG00000172053.17,chr3,49104616,49104815,TSS,True,30,118
ENSG00000172053.17,chr3,49104323,49104757,TSS,True,101,118
ENSG00000254999.3,chr3,10115642,10115819,TSS,False,182,566
ENSG00000114503.10,chr3,196942425,196942560,TSS,True,72,140
ENSG00000114503.10,chr3,196941934,196942433,TSS,True,121,139
ENSG00000114125.13,chr3,141738509,141743508,5AS,False,12,102
ENSG00000114125.13,chr3,141738225,141738516,TSS,True,18,115
ENSG00000114125.13,chr3,141738234,141738509,TSS,True,101,115
ENSG00000181061.13,chr3,42804435,42804526,TSS,True,20,135
ENSG00000163608.14,chr3,113019541,113019802,TSS,True,44,114
ENSG00000075785.12,chr3,128726135,128726359,TSS,True,33,130
ENSG00000175792.11,chr3,128123583,128123832,TSS,False,27,220
ENSG00000184220.11,chr3,99817823,99818043,TSS,True,97,115
ENSG00000184220.11,chr3,99638594,99818044,TSS,True,29,115
ENSG00000163931.15,chr3,53255835,53256068,TSS,True,99,353
ENSG00000136521.12,chr3,179604939,179616982,ES,False,18,171
ENSG00000008952.16,chr3,169982706,169982885,PAS,True,86,159
ENSG00000008952.16,chr3,169992593,169996465,PAS,True,81,160
ENSG00000163938.16,chr3,52685651,52686105,TSS,True,139,391
ENSG00000163938.16,chr3,52694064,52694103,TSS,True,269,372
ENSG00000175193.13,chr3,183840640,183844230,ES,False,20,108
ENSG00000169714.16,chr3,129171277,129171445,3AS,False,441,635
ENSG00000169714.16,chr3,129171538,129171654,5AS,False,273,608
ENSG00000075914.12,chr3,44976219,44976334,TSS,True,32,211
ENSG00000114054.13,chr3,136250319,136250558,TSS,True,15,103
ENSG00000121578.12,chr3,119230244,119236852,ES,False,76,100
ENSG00000121578.12,chr3,119211730,119212681,PAS,True,29,140
ENSG00000121578.12,chr3,119240849,119240973,TSS,False,47,140
ENSG00000114416.17,chr3,180970358,180976121,ES,False,161,312
ENSG00000114416.17,chr3,180912460,180912736,TSS,True,149,366
ENSG00000114416.17,chr3,180947105,180947936,TSS,True,264,366
ENSG00000156976.16,chr3,186783639,186784431,3AS,False,825,1085
ENSG00000156976.16,chr3,186784696,186785882,ES,False,295,1145
ENSG00000156976.16,chr3,186787882,186788309,IR,False,202,225
ENSG00000156976.16,chr3,186787882,186789124,ES,False,971,1142
ENSG00000156976.16,chr3,186788416,186789124,5AS,False,77,178
ENSG00000156976.16,chr3,186788416,186789124,IR,False,77,130
ENSG00000156976.16,chr3,186788420,186789124,IR,False,100,153
ENSG00000156976.16,chr3,186783556,186783639,TSS,True,167,1259
ENSG00000163584.17,chr3,170868134,170868297,3AS,False,243,277
ENSG00000163584.17,chr3,170868387,170870158,3AS,False,29,268
ENSG00000144741.17,chr3,66221127,66243202,ES,False,27,103
ENSG00000144741.17,chr3,66220797,66221127,TSS,True,14,118
ENSG00000161203.13,chr3,184174815,184174959,TSS,False,154,489
ENSG00000161203.13,chr3,184176428,184180984,TSS,True,419,487
ENSG00000178053.17,chr3,158571347,158592433,5AS,False,79,113
ENSG00000178053.17,chr3,158571153,158571391,TSS,True,88,124
ENSG00000178053.17,chr3,158571160,158571347,TSS,True,38,124
ENSG00000163882.9,chr3,184366800,184368176,3AS,False,134,157
ENSG00000163882.9,chr3,184368176,184368596,PAS,True,23,157
ENSG00000163882.9,chr3,184368112,184368594,PAS,True,134,157
ENSG00000121570.12,chr3,109337463,109337631,TSS,True,101,617
ENSG00000136518.16,chr3,179562973,179569823,5AS,False,40,248
ENSG00000136518.16,chr3,179562906,179563117,TSS,True,60,268
ENSG00000136518.16,chr3,179562917,179562973,TSS,True,228,268
ENSG00000174748.20,chr3,23917173,23917849,5AS,False,1679,2035
ENSG00000174748.20,chr3,23917239,23917849,5AS,False,248,356
ENSG00000174748.20,chr3,23917129,23917173,TSS,False,491,2193
ENSG00000174748.20,chr3,23917123,23917239,TSS,True,1944,2193
ENSG00000114491.13,chr3,124730420,124730627,TSS,True,26,128
ENSG00000114491.13,chr3,124737620,124738239,TSS,False,104,127
ENSG00000136527.17,chr3,185937824,185938055,TSS,True,53,159
ENSG00000136527.17,chr3,185919436,185919500,TSS,True,108,151
ENSG00000157020.17,chr3,10301147,10304025,3AS,False,21,144
ENSG00000157020.17,chr3,10300033,10301374,PAS,True,24,147
ENSG00000157020.17,chr3,10300930,10301147,PAS,True,133,154
ENSG00000157020.17,chr3,10321049,10321188,TSS,True,18,154
ENSG00000241186.9,chr3,46577025,46578004,TSS,True,90,277
ENSG00000175166.16,chr3,184299151,184299401,TSS,False,74,148
ENSG00000175166.16,chr3,184307087,184308016,TSS,False,111,136
ENSG00000182899.16,chr3,197950181,197950221,TSS,True,526,3528
ENSG00000265992.1,chr3,54632502,54633558,3AS,True,237,308
ENSG00000265992.1,chr3,54634565,54637690,5AS,True,161,199
ENSG00000265992.1,chr3,54634565,54639604,ES,True,96,241
ENSG00000265992.1,chr3,54634565,54639604,5AS,True,96,151
ENSG00000265992.1,chr3,54634565,54639604,IR,True,96,108
ENSG00000265992.1,chr3,54637820,54639604,3AS,True,50,146
ENSG00000265992.1,chr3,54637820,54639604,IR,True,50,118
ENSG00000265992.1,chr3,54637949,54639604,IR,True,77,145
ENSG00000265992.1,chr3,54631263,54632502,PAS,True,114,381
ENSG00000265992.1,chr3,54631273,54632807,PAS,False,311,381
ENSG00000265992.1,chr3,54637690,54639857,TSS,False,354,408
ENSG00000265992.1,chr3,54639604,54640049,TSS,True,188,429
ENSG00000265992.1,chr3,54633558,54634407,TSS,True,363,408
