gene,chr,start,end,splice_type,novel,K562_ENCFF645UVN_in_cov,K562_ENCFF645UVN_total_cov
ENSG00000144231.10,chr2,127858027,127858158,TSS,True,85,724
ENSG00000138363.14,chr2,215311947,215312161,TSS,False,366,802
ENSG00000138363.14,chr2,215346755,215346941,TSS,True,613,794
ENSG00000028116.17,chr2,58146474,58159348,ES,False,96,163
ENSG00000028116.17,chr2,58046636,58046868,TSS,True,156,228
ENSG00000028116.17,chr2,58046817,58048967,TSS,True,143,222
ENSG00000028116.17,chr2,58159348,58164001,PAS,True,33,196
ENSG00000115758.12,chr2,10448120,10448551,TSS,True,447,2576
ENSG00000130414.11,chr2,239957310,239961186,PAS,True,43,306
ENSG00000130414.11,chr2,240025226,240025394,TSS,True,158,429
ENSG00000144199.11,chr2,97091712,97094700,ES,False,28,100
ENSG00000144199.11,chr2,97083580,97083817,PAS,False,13,122
ENSG00000144199.11,chr2,97094700,97094903,TSS,True,24,125
ENSG00000144381.16,chr2,197499781,197499958,TSS,True,682,3366
ENSG00000144381.16,chr2,197497139,197497394,TSS,True,2988,3354
ENSG00000135916.15,chr2,230864920,230865145,TSS,True,72,154
ENSG00000065548.17,chr2,186486216,186486457,TSS,True,56,548
ENSG00000065548.17,chr2,186504031,186504212,PAS,True,392,535
ENSG00000065548.17,chr2,186508542,186513371,PAS,True,152,541
ENSG00000068912.13,chr2,53786426,53787372,TSS,True,22,196
ENSG00000144224.16,chr2,135741618,135742011,TSS,True,33,225
ENSG00000144224.16,chr2,135769768,135769823,PAS,True,168,209
ENSG00000144224.16,chr2,135782748,135785068,PAS,False,118,215
ENSG00000144224.16,chr2,135761817,135761911,PAS,True,172,201
ENSG00000144224.16,chr2,135770570,135770636,PAS,True,175,209
ENSG00000115540.14,chr2,197516146,197535529,ES,False,20,111
ENSG00000172428.10,chr2,240133932,240134002,TSS,True,117,135
ENSG00000172428.10,chr2,240136221,240136305,TSS,True,84,135
ENSG00000116030.16,chr2,202238439,202238597,TSS,True,26,220
ENSG00000163166.14,chr2,127477172,127481175,PAS,True,27,183
ENSG00000163166.14,chr2,127526174,127527112,TSS,True,116,268
ENSG00000158435.7,chr2,101252805,101253478,TSS,False,28,272
ENSG00000163002.12,chr2,183124376,183124497,TSS,True,25,110
ENSG00000116096.5,chr2,72887736,72888313,IR,True,65,106
ENSG00000116096.5,chr2,72887347,72887736,TSS,True,49,117
ENSG00000116096.5,chr2,72887407,72888604,TSS,True,77,117
ENSG00000115446.11,chr2,98618167,98618515,PAS,True,14,103
ENSG00000143947.13,chr2,55232655,55232708,TSS,True,488,2167
ENSG00000143947.13,chr2,55232687,55232872,TSS,True,1779,2167
ENSG00000115526.10,chr2,100417373,100417825,TSS,False,103,270
ENSG00000135617.3,chr2,73233093,73233262,TSS,True,50,124
ENSG00000135617.3,chr2,73228794,73228959,TSS,True,78,124
ENSG00000163798.13,chr2,27685036,27687419,PAS,True,168,211
ENSG00000163798.13,chr2,27694633,27694976,PAS,True,49,212
ENSG00000132323.8,chr2,238203498,238203748,TSS,True,20,108
ENSG00000034510.5,chr2,84905651,84905718,TSS,False,89,717
ENSG00000151694.13,chr2,9555508,9556317,TSS,True,13,113
ENSG00000136718.9,chr2,130342935,130343085,5AS,False,211,343
ENSG00000136718.9,chr2,130342935,130343085,IR,False,211,335
ENSG00000136718.9,chr2,130342962,130343085,IR,False,132,256
ENSG00000136718.9,chr2,130341741,130342935,TSS,True,383,592
ENSG00000136718.9,chr2,130342881,130342962,TSS,True,460,592
ENSG00000136718.9,chr2,130342217,130343194,TSS,True,467,592
ENSG00000138074.14,chr2,27211899,27211980,TSS,True,504,697
ENSG00000162959.13,chr2,32010186,32010682,TSS,True,30,141
ENSG00000115128.6,chr2,24076199,24076759,TSS,True,77,350
ENSG00000134308.13,chr2,9630940,9631046,TSS,False,481,1332
ENSG00000134308.13,chr2,9630158,9630765,TSS,True,985,1332
ENSG00000115234.10,chr2,27370482,27370806,TSS,True,50,395
ENSG00000084774.13,chr2,27236308,27236523,TSS,True,107,119
ENSG00000084774.13,chr2,27239261,27239471,TSS,False,105,119
ENSG00000123989.13,chr2,219541615,219542037,TSS,True,92,118
ENSG00000123989.13,chr2,219543224,219543902,TSS,True,82,118
ENSG00000136709.11,chr2,127701026,127706552,PAS,False,115,167
ENSG00000136709.11,chr2,127721848,127721988,PAS,True,101,136
ENSG00000136709.11,chr2,127811011,127811234,TSS,True,93,183
ENSG00000138071.13,chr2,65227761,65227957,TSS,True,62,271
ENSG00000173272.15,chr2,131492206,131492417,TSS,True,116,307
ENSG00000135932.10,chr2,230712824,230713230,TSS,False,96,581
ENSG00000114956.19,chr2,73927052,73946718,ES,False,144,197
ENSG00000114956.19,chr2,73927052,73958145,ES,True,26,231
ENSG00000114956.19,chr2,73946906,73958145,ES,False,56,183
ENSG00000114956.19,chr2,73950732,73958145,ES,False,16,138
ENSG00000168883.19,chr2,85648853,85649016,IR,False,53,452
ENSG00000168883.19,chr2,85616102,85616463,TSS,True,116,468
ENSG00000168883.19,chr2,85648760,85649284,PAS,True,61,459
ENSG00000168883.19,chr2,85649016,85649284,PAS,True,416,469
ENSG00000138085.16,chr2,27212467,27213176,5AS,False,111,145
ENSG00000138085.16,chr2,27212015,27212467,TSS,False,48,159
ENSG00000138085.16,chr2,27212343,27212607,TSS,True,126,159
ENSG00000204822.6,chr2,74472568,74474233,TSS,True,50,130
ENSG00000173960.13,chr2,23940398,23940648,TSS,False,32,160
ENSG00000173960.13,chr2,23999671,24001959,PAS,True,15,138
ENSG00000048991.16,chr2,135710087,135710231,TSS,True,66,199
ENSG00000180398.12,chr2,46915722,46915821,TSS,True,133,358
ENSG00000153827.13,chr2,229921879,229922235,TSS,True,84,132
ENSG00000138095.18,chr2,43995798,43996233,TSS,False,316,1268
ENSG00000136536.14,chr2,159712606,159729008,ES,False,166,193
ENSG00000136536.14,chr2,159712606,159729008,5AS,False,166,404
ENSG00000136536.14,chr2,159712661,159729008,ES,False,199,236
ENSG00000136536.14,chr2,159712209,159712661,TSS,True,235,473
ENSG00000136536.14,chr2,159712174,159712606,TSS,True,274,473
ENSG00000144591.18,chr2,219498826,219498938,TSS,False,110,175
ENSG00000144591.18,chr2,219498888,219499254,TSS,True,157,175
ENSG00000144591.18,chr2,219500596,219502037,TSS,True,128,175
ENSG00000115211.15,chr2,27369209,27369413,3AS,False,90,285
ENSG00000115211.15,chr2,27370283,27370443,TSS,True,60,326
ENSG00000119812.18,chr2,33599168,33599346,TSS,True,49,105
ENSG00000075292.18,chr2,71331712,71331875,TSS,True,68,105
ENSG00000075292.18,chr2,71331671,71331865,TSS,True,62,105
ENSG00000075292.18,chr2,71434741,71435062,PAS,True,54,104
ENSG00000275052.4,chr2,55564476,55564901,3AS,True,24,142
ENSG00000275052.4,chr2,55577356,55579678,ES,False,48,145
ENSG00000275052.4,chr2,55615313,55615450,IR,True,40,156
ENSG00000275052.4,chr2,55547291,55550006,PAS,True,195,334
ENSG00000275052.4,chr2,55613994,55615506,PAS,True,194,310
ENSG00000275052.4,chr2,55611452,55615313,PAS,True,279,321
ENSG00000275052.4,chr2,55617143,55617815,TSS,True,46,338
ENSG00000088205.12,chr2,117814661,117814862,TSS,False,130,429
ENSG00000088205.12,chr2,117830581,117834418,PAS,True,107,369
ENSG00000088205.12,chr2,117817443,117817690,PAS,True,215,309
ENSG00000115091.11,chr2,113889952,113890323,TSS,True,79,678
ENSG00000144120.12,chr2,119679163,119679276,TSS,True,78,118
ENSG00000144120.12,chr2,119679162,119679617,TSS,True,104,118
ENSG00000144120.12,chr2,119679139,119679225,TSS,True,82,118
ENSG00000144120.12,chr2,119680831,119682119,PAS,True,28,118
ENSG00000136682.14,chr2,113438022,113441350,ES,False,131,175
ENSG00000136682.14,chr2,113465173,113482176,ES,False,17,133
ENSG00000136682.14,chr2,113495636,113497947,PAS,True,54,187
ENSG00000136682.14,chr2,113443766,113444538,PAS,True,146,180
ENSG00000064933.17,chr2,189784086,189784593,TSS,True,38,103
ENSG00000064933.17,chr2,189877271,189878394,PAS,True,34,102
ENSG00000213639.9,chr2,28752176,28781803,3AS,True,124,688
ENSG00000213639.9,chr2,28783978,28799198,ES,True,149,716
ENSG00000213639.9,chr2,28751515,28751820,TSS,False,591,747
ENSG00000213639.9,chr2,28751796,28752176,TSS,True,208,747
ENSG00000159399.9,chr2,74834078,74834643,TSS,False,134,164
ENSG00000124380.10,chr2,69893954,69894018,TSS,True,38,154
ENSG00000124380.10,chr2,69893976,69895214,TSS,True,131,154
ENSG00000124380.10,chr2,69904253,69905927,PAS,True,17,144
ENSG00000127824.13,chr2,219252007,219252231,TSS,True,169,194
ENSG00000127824.13,chr2,219253855,219253918,TSS,True,155,194
ENSG00000116001.15,chr2,70248404,70248770,TSS,True,49,138
ENSG00000142327.12,chr2,240568234,240569114,TSS,True,99,127
ENSG00000144283.21,chr2,158631941,158634072,3AS,False,69,216
ENSG00000144283.21,chr2,158674000,158678580,ES,False,80,130
ENSG00000144283.21,chr2,158674000,158680428,ES,True,18,148
ENSG00000144283.21,chr2,158456879,158457218,TSS,True,239,291
ENSG00000144283.21,chr2,158621735,158625427,TSS,True,175,285
ENSG00000144283.21,chr2,158662896,158663055,PAS,True,154,251
ENSG00000144283.21,chr2,158680428,158682964,PAS,True,119,271
ENSG00000116044.15,chr2,177264531,177264777,TSS,True,50,208
ENSG00000115657.13,chr2,219218124,219219040,TSS,True,14,139
ENSG00000154518.9,chr2,175181655,175181711,TSS,False,666,1839
ENSG00000154518.9,chr2,175181354,175181661,TSS,True,1483,1839
ENSG00000163811.11,chr2,28894615,28894923,TSS,False,58,379
ENSG00000163811.11,chr2,28946599,28948222,PAS,True,45,357
ENSG00000152518.7,chr2,43226264,43226606,TSS,False,402,530
ENSG00000115816.14,chr2,37201566,37201903,PAS,True,51,425
ENSG00000115317.11,chr2,74531925,74532819,ES,False,20,134
ENSG00000115317.11,chr2,74530014,74530821,TSS,True,130,155
ENSG00000115317.11,chr2,74529365,74530512,TSS,True,54,155
ENSG00000143924.18,chr2,42169258,42169636,TSS,True,23,110
ENSG00000143924.18,chr2,42329733,42332548,PAS,True,23,100
ENSG00000079785.14,chr2,15630775,15631111,PAS,True,172,1276
ENSG00000079785.14,chr2,15597374,15597447,PAS,True,1050,1212
ENSG00000168393.12,chr2,241678649,241685768,ES,False,40,199
ENSG00000168393.12,chr2,241686653,241686841,TSS,True,178,424
ENSG00000168393.12,chr2,241678451,241678516,TSS,True,247,397
ENSG00000115875.18,chr2,38745187,38746693,ES,False,33,278
ENSG00000115875.18,chr2,38751228,38751439,TSS,True,88,295
ENSG00000115875.18,chr2,38750013,38751359,TSS,True,262,295
ENSG00000071051.13,chr2,105744804,105745138,TSS,True,59,123
ENSG00000071051.13,chr2,105851782,105851897,TSS,True,104,122
ENSG00000018510.14,chr2,177392739,177393049,TSS,True,64,317
ENSG00000198612.10,chr2,237085338,237086042,TSS,True,34,129
ENSG00000143727.15,chr2,271939,275139,ME,False,79,488
ENSG00000143727.15,chr2,271939,272191,ES,False,81,102
ENSG00000135632.11,chr2,73214212,73214362,TSS,True,55,143
ENSG00000144118.13,chr2,120252980,120278617,3AS,False,141,196
ENSG00000144118.13,chr2,120252755,120252980,TSS,True,55,266
ENSG00000115207.13,chr2,27324199,27326893,PAS,True,50,138
ENSG00000115207.13,chr2,27333529,27333784,PAS,True,92,120
ENSG00000115207.13,chr2,27356738,27357413,TSS,True,155,191
ENSG00000115207.13,chr2,27343307,27344536,TSS,True,144,188
ENSG00000115207.13,chr2,27342825,27343125,TSS,True,168,188
ENSG00000115415.18,chr2,190968991,190970717,PAS,True,19,166
ENSG00000115415.18,chr2,190975533,190975887,PAS,True,149,166
ENSG00000115415.18,chr2,191014017,191014232,TSS,True,80,166
ENSG00000115415.18,chr2,190984309,190984395,TSS,True,127,166
ENSG00000163466.15,chr2,218217132,218217254,TSS,False,93,521
ENSG00000119820.10,chr2,32277873,32278234,TSS,True,13,126
ENSG00000134318.13,chr2,11343995,11345317,TSS,True,33,104
ENSG00000169756.16,chr2,108534375,108534594,TSS,True,111,187
ENSG00000169756.16,chr2,108588341,108588628,TSS,False,168,187
ENSG00000138449.10,chr2,189580417,189580823,TSS,True,58,254
ENSG00000138449.10,chr2,189581707,189582035,TSS,True,225,254
ENSG00000136710.9,chr2,130342014,130342165,TSS,True,92,194
ENSG00000138398.15,chr2,169584331,169584490,TSS,True,253,390
ENSG00000138398.15,chr2,169614680,169614724,TSS,True,306,385
ENSG00000138398.15,chr2,169636412,169641406,PAS,True,134,300
ENSG00000138398.15,chr2,169630773,169630977,PAS,True,175,292
ENSG00000123609.10,chr2,151289592,151289931,TSS,True,32,129
ENSG00000115541.10,chr2,197500010,197500439,TSS,False,398,1684
ENSG00000115541.10,chr2,197500296,197501238,TSS,True,1487,1679
ENSG00000115541.10,chr2,197500398,197503128,TSS,True,1493,1679
ENSG00000173692.12,chr2,231165199,231165289,PAS,True,388,704
ENSG00000173692.12,chr2,231172534,231172827,PAS,True,413,720
ENSG00000213160.9,chr2,169733795,169734087,TSS,False,27,151
ENSG00000213160.9,chr2,169749421,169751886,PAS,True,21,141
ENSG00000114999.7,chr2,112482067,112482501,TSS,True,100,170
ENSG00000115368.9,chr2,189441391,189441578,TSS,True,92,253
ENSG00000127838.13,chr2,218270518,218270602,TSS,False,43,121
ENSG00000118961.14,chr2,20823036,20823129,TSS,True,21,119
ENSG00000171863.14,chr2,3575256,3575350,TSS,True,549,1428
ENSG00000171863.14,chr2,3575322,3575888,TSS,False,1235,1428
ENSG00000171863.14,chr2,3576494,3576630,TSS,True,1257,1428
ENSG00000243943.9,chr2,27583002,27583142,TSS,True,44,109
ENSG00000123992.19,chr2,219387758,219387957,TSS,True,80,325
ENSG00000138382.14,chr2,169824640,169824781,IR,False,234,288
ENSG00000138382.14,chr2,169824640,169824867,5AS,False,108,342
ENSG00000138382.14,chr2,169824640,169824867,IR,False,108,163
ENSG00000138382.14,chr2,169824781,169824938,TSS,True,207,443
ENSG00000138382.14,chr2,169824867,169824937,TSS,True,335,443
ENSG00000138382.14,chr2,169824488,169824919,TSS,True,389,443
ENSG00000197756.9,chr2,216498814,216498877,TSS,True,1116,1743
ENSG00000197756.9,chr2,216498869,216499398,TSS,True,1544,1742
ENSG00000197756.9,chr2,216499948,216500031,TSS,True,886,1742
ENSG00000121152.9,chr2,96335848,96341674,3AS,False,41,126
ENSG00000121152.9,chr2,96364591,96365968,3AS,False,17,148
ENSG00000121152.9,chr2,96335735,96335848,TSS,True,88,218
ENSG00000121152.9,chr2,96373291,96375925,PAS,True,44,184
ENSG00000121152.9,chr2,96360142,96360343,PAS,True,153,179
ENSG00000077380.15,chr2,171687433,171687627,TSS,True,126,281
ENSG00000077380.15,chr2,171687620,171687873,TSS,True,188,281
ENSG00000077380.15,chr2,171747775,171749697,PAS,True,90,279
ENSG00000077380.15,chr2,171690146,171690260,PAS,True,178,250
ENSG00000116120.9,chr2,222656015,222656102,TSS,False,40,370
ENSG00000198586.13,chr2,170991881,170993956,PAS,True,20,148
ENSG00000198586.13,chr2,171160289,171161246,TSS,True,42,167
ENSG00000165156.14,chr8,123267386,123274216,5AS,False,81,145
ENSG00000165156.14,chr8,123248456,123250320,PAS,True,86,195
ENSG00000165156.14,chr8,123252431,123256171,PAS,True,93,161
ENSG00000165156.14,chr8,123274121,123274611,TSS,True,142,204
ENSG00000165156.14,chr8,123274216,123274774,TSS,True,123,204
ENSG00000136986.9,chr8,123041969,123042353,TSS,True,53,212
ENSG00000104228.12,chr8,27310800,27311332,TSS,True,51,108
ENSG00000104228.12,chr8,27294079,27294304,TSS,False,94,106
ENSG00000120899.17,chr8,27444271,27450748,ES,False,30,117
ENSG00000120899.17,chr8,27434512,27434559,TSS,True,146,164
ENSG00000120899.17,chr8,27434096,27434132,TSS,True,134,164
ENSG00000184428.12,chr8,143334739,143334915,TSS,True,67,229
ENSG00000184428.12,chr8,143331223,143331341,TSS,True,206,229
ENSG00000179526.16,chr8,144098994,144099276,ES,False,34,120
ENSG00000179526.16,chr8,144099205,144099276,IR,True,83,101
ENSG00000179526.16,chr8,144098629,144098788,PAS,False,24,156
ENSG00000179526.16,chr8,144103552,144104905,TSS,True,81,167
ENSG00000104738.17,chr8,47960498,47961014,TSS,True,276,943
ENSG00000164754.14,chr8,116845932,116847691,PAS,True,41,328
ENSG00000164754.14,chr8,116845935,116850767,PAS,True,284,319
ENSG00000164754.14,chr8,116874610,116874896,TSS,False,100,339
ENSG00000023287.12,chr8,52622455,52623859,PAS,True,74,106
ENSG00000023287.12,chr8,52642765,52642812,PAS,True,83,105
ENSG00000023287.12,chr8,52714074,52714498,TSS,True,25,107
ENSG00000104299.14,chr8,28889873,28890227,TSS,True,45,155
ENSG00000120526.10,chr8,109333892,109334121,TSS,True,46,236
ENSG00000147689.16,chr8,123183336,123194023,ES,False,25,163
ENSG00000147689.16,chr8,123182594,123183336,TSS,True,342,508
ENSG00000147689.16,chr8,123207156,123208964,PAS,True,35,180
ENSG00000168476.11,chr8,22141450,22141949,TSS,True,38,139
ENSG00000178896.8,chr8,144078620,144078899,TSS,True,41,225
ENSG00000178896.8,chr8,144079947,144080149,TSS,True,195,223
ENSG00000187840.4,chr8,38030502,38030718,TSS,False,46,358
ENSG00000147804.9,chr8,144412666,144412758,IR,False,122,141
ENSG00000147804.9,chr8,144412946,144413512,ES,False,28,101
ENSG00000147804.9,chr8,144412413,144412666,PAS,True,19,145
ENSG00000147804.9,chr8,144412413,144412946,PAS,True,125,143
ENSG00000147804.9,chr8,144413236,144413524,TSS,True,159,196
ENSG00000147804.9,chr8,144413512,144413589,TSS,True,90,196
ENSG00000245910.8,chr8,66922392,66925436,ES,False,51,125
ENSG00000245910.8,chr8,66925436,66925541,TSS,True,65,199
ENSG00000245910.8,chr8,66922323,66922401,TSS,True,170,199
ENSG00000029534.20,chr8,41655753,41661875,5AS,False,36,202
ENSG00000029534.20,chr8,41672426,41684543,3AS,False,70,179
ENSG00000029534.20,chr8,41672353,41672613,TSS,True,330,368
ENSG00000029534.20,chr8,41686151,41686284,TSS,True,315,368
ENSG00000156787.16,chr8,123072550,123072846,TSS,True,19,101
ENSG00000156787.16,chr8,123151805,123152153,PAS,True,52,100
ENSG00000071894.16,chr8,144400165,144400309,TSS,True,387,440
ENSG00000071894.16,chr8,144397486,144398162,TSS,True,392,438
ENSG00000120992.17,chr8,54101754,54102030,TSS,True,218,945
ENSG00000104687.13,chr8,30727529,30727967,TSS,True,115,574
ENSG00000156675.15,chr8,37899070,37899513,TSS,True,109,122
ENSG00000156675.15,chr8,37874514,37874842,TSS,True,96,122
ENSG00000184489.11,chr8,141421386,141422345,TSS,True,284,641
ENSG00000184489.11,chr8,141422086,141425140,TSS,True,540,641
ENSG00000120910.14,chr8,22540614,22543188,PAS,True,16,109
ENSG00000120910.14,chr8,22477646,22479164,PAS,True,96,107
ENSG00000133731.9,chr8,81660667,81673840,ES,False,12,105
ENSG00000133731.9,chr8,81686251,81686354,TSS,True,18,114
ENSG00000180694.13,chr8,90645110,90646144,TSS,True,19,159
ENSG00000175606.10,chr8,73978861,73981154,ES,False,182,206
ENSG00000175606.10,chr8,73976191,73976491,TSS,True,31,227
ENSG00000078674.17,chr8,17922713,17923188,TSS,True,44,110
ENSG00000078674.17,chr8,18027636,18029948,PAS,True,43,107
ENSG00000156467.9,chr8,96235511,96235629,TSS,True,290,617
ENSG00000104312.7,chr8,89758233,89765340,ES,False,62,109
ENSG00000104312.7,chr8,89780160,89786592,ES,True,79,112
ENSG00000104442.9,chr8,65633997,65634211,TSS,False,28,240
ENSG00000123908.11,chr8,140635484,140635776,TSS,True,170,226
ENSG00000123908.11,chr8,140549113,140549297,TSS,True,190,223
ENSG00000104325.6,chr8,90001363,90001561,TSS,True,62,249
ENSG00000155096.13,chr8,102843747,102858012,ES,False,132,172
ENSG00000155096.13,chr8,102863806,102864170,TSS,True,87,206
ENSG00000155096.13,chr8,102858012,102858150,TSS,True,149,206
ENSG00000147465.11,chr8,38150754,38151003,TSS,True,53,339
ENSG00000104408.9,chr8,108248612,108248774,TSS,True,176,1030
ENSG00000104341.16,chr8,97775787,97776108,TSS,True,69,656
ENSG00000164941.13,chr8,94823231,94823561,TSS,True,38,293
ENSG00000197858.10,chr8,144082243,144082804,TSS,True,86,315
ENSG00000104723.20,chr8,15748465,15764202,ES,False,90,110
ENSG00000104723.20,chr8,15540210,15540568,TSS,True,22,140
ENSG00000104723.20,chr8,15764202,15766549,PAS,True,24,136
ENSG00000104723.20,chr8,15758029,15758282,PAS,True,114,132
ENSG00000168495.12,chr8,22245093,22245183,TSS,False,117,135
ENSG00000168495.12,chr8,22245325,22245614,TSS,True,75,135
ENSG00000187954.12,chr8,144451120,144452570,PAS,True,149,224
ENSG00000187954.12,chr8,144462282,144462876,TSS,True,37,102
ENSG00000187954.12,chr8,144453221,144453982,TSS,True,87,102
ENSG00000079459.12,chr8,11802675,11802931,TSS,True,95,629
ENSG00000147677.10,chr8,116755665,116755843,TSS,True,83,561
ENSG00000198363.17,chr8,61638360,61642887,3AS,False,16,138
ENSG00000198363.17,chr8,61643433,61644599,ES,False,15,143
ENSG00000198363.17,chr8,61644632,61651049,ES,False,20,144
ENSG00000198363.17,chr8,61499796,61503509,PAS,True,126,165
ENSG00000198363.17,chr8,61623699,61626280,PAS,True,69,160
ENSG00000198363.17,chr8,61714268,61714896,TSS,True,35,176
ENSG00000180900.18,chr8,143804825,143804954,5AS,True,19,171
ENSG00000180900.18,chr8,143807013,143808608,ES,False,17,108
ENSG00000180900.18,chr8,143804567,143804825,TSS,True,231,269
ENSG00000180900.18,chr8,143805111,143805975,TSS,True,228,269
ENSG00000180900.18,chr8,143815213,143815816,TSS,False,232,270
ENSG00000085788.13,chr8,38231309,38231859,TSS,True,41,152
ENSG00000085788.13,chr8,38260599,38262884,PAS,True,24,146
