gene,chr,start,end,splice_type,novel,right_cardiac_atrium_ENCFF911RNV_in_cov,right_cardiac_atrium_ENCFF911RNV_total_cov
ENSG00000115042.9,chr2,95402677,95402992,TSS,True,117,157
ENSG00000115840.13,chr2,171894202,171894530,TSS,True,72,663
ENSG00000115816.14,chr2,37201566,37201903,PAS,True,69,162
ENSG00000115816.14,chr2,37212334,37212392,PAS,True,130,162
ENSG00000115641.18,chr2,105386540,105398841,ES,False,184,263
ENSG00000115641.18,chr2,105386540,105398969,ES,False,127,173
ENSG00000115641.18,chr2,105386540,105398969,5AS,False,127,391
ENSG00000115641.18,chr2,105396697,105398969,5AS,False,46,125
ENSG00000115641.18,chr2,105398841,105399078,TSS,True,1668,1931
ENSG00000115641.18,chr2,105438398,105438583,TSS,True,518,1932
ENSG00000115317.11,chr2,74531105,74531338,IR,True,92,109
ENSG00000115317.11,chr2,74531371,74531596,IR,False,93,109
ENSG00000115317.11,chr2,74531702,74531855,IR,True,98,110
ENSG00000115317.11,chr2,74532819,74533350,PAS,True,12,110
ENSG00000084764.11,chr2,27024252,27025582,5AS,False,24,100
ENSG00000084764.11,chr2,26970634,26970802,TSS,True,12,110
ENSG00000115593.14,chr2,88091142,88096594,ES,False,81,324
ENSG00000079785.14,chr2,15630775,15631111,PAS,True,60,541
ENSG00000163328.13,chr2,174434151,174436416,PAS,True,15,104
ENSG00000084674.14,chr2,21033518,21035583,ES,True,21,174
ENSG00000084674.14,chr2,21037255,21040937,ES,True,33,170
ENSG00000084674.14,chr2,21016438,21016649,PAS,True,65,182
ENSG00000084674.14,chr2,21015531,21015545,PAS,True,154,182
ENSG00000084674.14,chr2,21000791,21003334,PAS,False,192,221
ENSG00000084674.14,chr2,21042360,21043059,TSS,True,57,222
ENSG00000064989.12,chr2,187387756,187448038,ES,False,50,110
ENSG00000064989.12,chr2,187448038,187448300,TSS,True,13,124
ENSG00000169554.19,chr2,144517277,144517619,TSS,True,60,110
ENSG00000115295.19,chr2,29115182,29115665,TSS,False,72,214
ENSG00000115414.18,chr2,215372015,215372108,IR,False,119,150
ENSG00000115414.18,chr2,215372015,215373321,ES,False,43,157
ENSG00000115414.18,chr2,215372300,215373321,3AS,False,33,144
ENSG00000115414.18,chr2,215379317,215382211,ES,False,111,162
ENSG00000115414.18,chr2,215359471,215361626,PAS,True,83,284
ENSG00000115414.18,chr2,215407134,215407321,PAS,True,84,115
ENSG00000115414.18,chr2,215412760,215414958,PAS,True,95,110
ENSG00000115414.18,chr2,215394527,215394723,TSS,True,165,218
ENSG00000115414.18,chr2,215435654,215436121,TSS,True,185,285
ENSG00000143727.15,chr2,271939,275139,ME,False,35,299
ENSG00000144118.13,chr2,120252980,120278617,3AS,False,247,338
ENSG00000115415.18,chr2,191014017,191014232,TSS,True,190,654
ENSG00000115415.18,chr2,190984309,190984395,TSS,True,535,649
ENSG00000152689.17,chr2,33534400,33539096,3AS,False,15,114
ENSG00000152689.17,chr2,33475942,33476707,TSS,True,99,130
ENSG00000152689.17,chr2,33458034,33458130,TSS,False,50,130
ENSG00000152689.17,chr2,33562728,33566322,PAS,True,26,130
ENSG00000171103.10,chr2,28850405,28851098,5AS,False,17,108
ENSG00000171103.10,chr2,28852499,28869578,ES,True,14,104
ENSG00000072163.19,chr2,127654896,127675013,ES,True,35,259
ENSG00000072163.19,chr2,127675013,127675197,TSS,True,97,367
ENSG00000173692.12,chr2,231165199,231165289,PAS,True,182,722
ENSG00000173692.12,chr2,231163634,231163729,PAS,False,595,722
ENSG00000138448.11,chr2,186589809,186590523,TSS,True,38,143
ENSG00000138448.11,chr2,186677196,186680903,PAS,True,23,133
ENSG00000130294.16,chr2,240775850,240776202,TSS,True,103,118
ENSG00000138061.11,chr2,38075779,38077230,TSS,True,187,1529
ENSG00000168958.19,chr2,227325427,227330625,ES,False,61,236
ENSG00000168958.19,chr2,227328789,227330625,ES,False,146,178
ENSG00000168958.19,chr2,227340380,227347225,ES,False,52,149
ENSG00000168958.19,chr2,227340380,227352513,ES,False,51,219
ENSG00000168958.19,chr2,227340380,227355676,ES,False,26,255
ENSG00000168958.19,chr2,227342819,227352513,ES,True,19,115
ENSG00000135956.8,chr2,96265137,96265500,TSS,True,200,223
ENSG00000115170.13,chr2,157875795,157876342,TSS,True,58,122
ENSG00000115170.13,chr2,157875741,157876337,TSS,True,106,122
ENSG00000163032.11,chr2,17540404,17540918,TSS,True,19,129
ENSG00000123992.19,chr2,219386948,219387069,3AS,False,28,214
ENSG00000123992.19,chr2,219387163,219387758,5AS,False,170,193
ENSG00000123992.19,chr2,219387758,219387957,TSS,True,69,239
ENSG00000123992.19,chr2,219387575,219387934,TSS,True,215,239
ENSG00000104231.10,chr8,81715114,81718181,ES,False,38,147
ENSG00000136986.9,chr8,123041969,123042353,TSS,True,25,124
ENSG00000040341.17,chr8,73422702,73552011,ES,False,91,150
ENSG00000040341.17,chr8,73688813,73738283,ES,False,70,117
ENSG00000040341.17,chr8,73419988,73421465,PAS,True,50,201
ENSG00000040341.17,chr8,73526820,73527804,PAS,True,170,201
ENSG00000040341.17,chr8,73746782,73746960,TSS,True,98,201
ENSG00000040341.17,chr8,73613743,73613938,TSS,True,171,200
ENSG00000179526.16,chr8,144098994,144099276,ES,False,40,192
ENSG00000179526.16,chr8,144099199,144099276,3AS,True,17,151
ENSG00000179526.16,chr8,144099205,144099276,IR,True,134,149
ENSG00000179526.16,chr8,144098629,144098788,PAS,False,22,210
ENSG00000085719.12,chr8,86514541,86528535,ES,False,19,167
ENSG00000085719.12,chr8,86514412,86514541,TSS,True,35,202
ENSG00000147789.15,chr8,144827489,144827609,TSS,False,37,119
ENSG00000164754.14,chr8,116845932,116847691,PAS,True,23,108
ENSG00000164754.14,chr8,116845935,116850767,PAS,True,83,104
ENSG00000164754.14,chr8,116874610,116874896,TSS,False,61,113
ENSG00000164754.14,chr8,116866585,116866763,TSS,True,98,113
ENSG00000164754.14,chr8,116874362,116874613,TSS,False,98,113
ENSG00000023287.12,chr8,52656119,52657908,PAS,False,46,306
ENSG00000008513.15,chr8,133476074,133476277,IR,False,278,468
ENSG00000008513.15,chr8,133571692,133572079,TSS,True,315,748
ENSG00000008513.15,chr8,133475718,133476600,TSS,True,581,743
ENSG00000164808.16,chr8,47260898,47260991,TSS,True,18,102
ENSG00000133878.8,chr8,33597588,33599664,3AS,True,176,262
ENSG00000104687.13,chr8,30727529,30727967,TSS,True,35,244
ENSG00000168300.13,chr8,51845763,51898929,ES,False,63,279
ENSG00000184489.11,chr8,141418018,141421387,5AS,True,227,255
ENSG00000184489.11,chr8,141422273,141425047,5AS,True,137,810
ENSG00000184489.11,chr8,141391976,141392084,TSS,True,759,874
ENSG00000184489.11,chr8,141421386,141422345,TSS,True,548,874
ENSG00000184489.11,chr8,141417829,141418018,TSS,True,638,874
ENSG00000120910.14,chr8,22528577,22532224,ES,False,184,221
ENSG00000120910.14,chr8,22533018,22540614,ES,False,43,217
ENSG00000120910.14,chr8,22540614,22543188,PAS,True,26,247
ENSG00000133731.9,chr8,81686251,81686354,TSS,True,19,188
ENSG00000078674.17,chr8,17924780,17935588,ES,False,16,103
ENSG00000078674.17,chr8,17939861,17947185,ES,False,86,114
ENSG00000078674.17,chr8,17922713,17923188,TSS,True,29,141
ENSG00000078674.17,chr8,18027636,18029948,PAS,True,116,141
ENSG00000078674.17,chr8,17952969,17954455,PAS,True,93,121
ENSG00000078674.17,chr8,17960314,17960405,PAS,True,108,130
ENSG00000156467.9,chr8,96235511,96235629,TSS,True,40,176
ENSG00000155096.13,chr8,102829933,102833055,3AS,True,12,118
ENSG00000155096.13,chr8,102843747,102858012,ES,False,86,105
ENSG00000155096.13,chr8,102863806,102864170,TSS,True,71,129
ENSG00000155096.13,chr8,102858012,102858150,TSS,True,79,129
ENSG00000104343.19,chr8,73830472,73878807,ES,False,131,150
ENSG00000104341.16,chr8,97775787,97776108,TSS,True,26,118
ENSG00000078668.13,chr8,42395133,42398711,5AS,True,233,950
ENSG00000104723.20,chr8,15748465,15764202,ES,False,91,118
ENSG00000187954.12,chr8,144449579,144450770,PAS,True,131,146
ENSG00000187954.12,chr8,144451120,144452570,PAS,True,116,143
ENSG00000187954.12,chr8,144465207,144465437,TSS,True,124,146
ENSG00000187954.12,chr8,144465352,144465496,TSS,True,97,146
ENSG00000079459.12,chr8,11802675,11802931,TSS,True,115,320
ENSG00000079459.12,chr8,11804818,11808891,TSS,True,244,320
ENSG00000198363.17,chr8,61638360,61642887,3AS,False,63,457
ENSG00000198363.17,chr8,61643433,61644599,ES,False,56,466
ENSG00000198363.17,chr8,61644632,61651049,ES,False,88,463
ENSG00000198363.17,chr8,61653660,61680967,ES,True,402,456
ENSG00000198363.17,chr8,61681036,61684038,ES,False,422,493
ENSG00000198363.17,chr8,61623699,61626280,PAS,True,95,503
ENSG00000198363.17,chr8,61714268,61714896,TSS,True,228,513
ENSG00000198363.17,chr8,61689672,61689861,TSS,True,317,513
ENSG00000085788.13,chr8,38260599,38262884,PAS,True,49,205
ENSG00000085788.13,chr8,38260039,38262769,PAS,True,182,205
ENSG00000147533.16,chr8,41490558,41490617,TSS,False,17,131
ENSG00000158941.16,chr8,22604637,22604842,TSS,True,49,166
ENSG00000169398.19,chr8,140761262,140764233,ES,False,72,101
ENSG00000169398.19,chr8,140890769,141001124,ES,False,43,100
ENSG00000169398.19,chr8,140658381,140659678,PAS,True,22,128
ENSG00000169398.19,chr8,141001124,141001674,TSS,True,27,128
ENSG00000197217.12,chr8,23439915,23441592,5AS,False,26,137
ENSG00000197217.12,chr8,23457556,23457718,TSS,True,77,182
ENSG00000036448.9,chr8,2045035,2045168,TSS,True,798,3550
ENSG00000123124.13,chr8,86342930,86374029,ES,True,35,126
ENSG00000123124.13,chr8,86342525,86342930,TSS,True,33,160
ENSG00000169490.16,chr8,38995405,38996212,3AS,False,85,101
ENSG00000169490.16,chr8,38996212,38996517,TSS,True,28,129
ENSG00000169490.16,chr8,38996418,38996519,TSS,True,112,129
ENSG00000176623.11,chr8,86508491,86508770,TSS,True,29,153
ENSG00000161016.17,chr8,144792365,144792428,TSS,False,121,402
ENSG00000158669.11,chr8,41578038,41578278,TSS,True,88,361
ENSG00000158669.11,chr8,41598290,41599304,TSS,True,288,361
ENSG00000179832.17,chr8,144250366,144254812,ES,True,98,118
ENSG00000179832.17,chr8,144147960,144148076,TSS,True,98,161
ENSG00000179832.17,chr8,144247565,144247679,TSS,True,122,143
ENSG00000179832.17,chr8,144248141,144249029,TSS,True,125,143
ENSG00000179832.17,chr8,144261654,144262633,PAS,True,24,161
ENSG00000164733.20,chr8,11842682,11844024,5AS,True,58,313
ENSG00000164733.20,chr8,11844241,11845081,IR,False,43,406
ENSG00000164733.20,chr8,11847168,11848066,5AS,True,126,157
ENSG00000164733.20,chr8,11853479,11864375,ME,False,139,158
ENSG00000164733.20,chr8,11853479,11864375,ME,False,104,158
ENSG00000164733.20,chr8,11853479,11861405,5AS,False,128,156
ENSG00000164733.20,chr8,11853479,11868000,ME,False,1717,1922
ENSG00000164733.20,chr8,11853479,11868000,ME,False,1700,1922
ENSG00000164733.20,chr8,11853479,11868000,ME,False,1700,1922
ENSG00000164733.20,chr8,11853479,11868000,ES,False,10118,12224
ENSG00000164733.20,chr8,11857940,11868000,ES,True,119,157
ENSG00000164733.20,chr8,11861479,11868000,ES,False,45,154
ENSG00000104522.15,chr8,143613295,143613523,IR,True,101,114
ENSG00000104522.15,chr8,143613603,143613750,IR,False,102,114
ENSG00000104522.15,chr8,143614453,143614623,IR,False,78,109
ENSG00000185122.10,chr8,144291531,144291874,TSS,True,109,843
ENSG00000153310.19,chr8,129903350,129970942,ES,False,71,169
ENSG00000153310.19,chr8,129939607,129939904,TSS,True,183,247
ENSG00000153310.19,chr8,130016369,130016704,TSS,True,103,248
ENSG00000121022.13,chr8,67061853,67062151,TSS,True,46,387
ENSG00000179950.13,chr8,143818534,143821596,ES,False,307,875
ENSG00000179950.13,chr8,143824396,143829279,3AS,False,107,754
ENSG00000170791.17,chr8,56211837,56214597,ES,False,104,160
ENSG00000170791.17,chr8,56214667,56216432,3AS,False,139,161
ENSG00000154328.15,chr8,11769791,11770173,IR,False,38,190
ENSG00000154328.15,chr8,11769791,11771445,ES,False,146,184
ENSG00000154328.15,chr8,11769791,11771445,5AS,False,146,288
ENSG00000154328.15,chr8,11771585,11779597,5AS,True,288,333
ENSG00000154328.15,chr8,11769633,11769791,TSS,False,172,367
ENSG00000154328.15,chr8,11769708,11770335,TSS,True,215,367
ENSG00000164924.17,chr8,100951928,100952852,TSS,True,228,975
ENSG00000168672.3,chr8,126552483,126553503,PAS,False,95,109
ENSG00000168672.3,chr8,126558033,126558478,TSS,False,32,109
ENSG00000012232.8,chr8,28701499,28701659,TSS,True,97,144
ENSG00000012232.8,chr8,28716037,28718207,TSS,False,126,144
ENSG00000178814.16,chr8,144060652,144061242,TSS,False,265,331
ENSG00000178814.16,chr8,144063303,144063474,TSS,True,277,331
ENSG00000104518.10,chr8,143558294,143558451,TSS,True,12,117
ENSG00000129422.14,chr8,17643300,17646139,PAS,True,71,118
ENSG00000129422.14,chr8,17651550,17653281,PAS,True,55,112
ENSG00000129422.14,chr8,17676275,17676506,TSS,True,128,143
ENSG00000129422.14,chr8,17801060,17801518,TSS,True,97,146
ENSG00000132294.14,chr8,131940575,131944744,5AS,False,64,145
ENSG00000132294.14,chr8,131904055,131904322,TSS,True,17,157
ENSG00000132294.14,chr8,132010789,132013631,PAS,True,55,155
ENSG00000132294.14,chr8,131979345,131979455,PAS,True,115,151
ENSG00000173281.4,chr8,9150562,9150713,TSS,False,64,117
ENSG00000173281.4,chr8,9151346,9151539,TSS,False,100,117
ENSG00000104388.14,chr8,60516905,60517253,TSS,True,130,746
ENSG00000104388.14,chr8,60584210,60584290,TSS,True,643,746
ENSG00000147813.15,chr8,143574900,143574985,IR,False,280,321
ENSG00000147813.15,chr8,143575093,143575190,IR,False,270,317
ENSG00000147813.15,chr8,143576842,143577061,IR,False,287,322
ENSG00000147813.15,chr8,143577943,143578092,IR,False,287,335
ENSG00000147813.15,chr8,143574779,143574900,PAS,True,42,341
ENSG00000147813.15,chr8,143578092,143578621,TSS,True,54,341
ENSG00000147813.15,chr8,143577815,143578644,TSS,True,293,341
ENSG00000147485.12,chr8,51408066,51409462,TSS,True,77,355
ENSG00000147485.12,chr8,51809180,51809463,TSS,False,318,369
ENSG00000164830.18,chr8,106658085,106679209,5AS,False,12,110
ENSG00000164830.18,chr8,106713985,106739457,ES,False,24,124
ENSG00000164830.18,chr8,106657828,106658185,TSS,True,120,218
ENSG00000164830.18,chr8,106726046,106726309,TSS,True,126,208
ENSG00000134014.16,chr8,28093233,28099827,ES,False,22,104
ENSG00000134014.16,chr8,28092824,28093233,TSS,False,14,118
ENSG00000104529.17,chr8,143586849,143597347,3AS,False,96,751
ENSG00000104529.17,chr8,143586852,143597347,ES,False,503,655
ENSG00000104529.17,chr8,143590081,143590644,5AS,False,21,127
ENSG00000104529.17,chr8,143590081,143597347,ES,False,36,162
ENSG00000104529.17,chr8,143597347,143598252,TSS,True,172,938
ENSG00000164741.14,chr8,13099346,13100566,TSS,True,82,144
ENSG00000164741.14,chr8,13132943,13133293,TSS,True,89,144
ENSG00000254002.1,chr8,23715247,23718266,5AS,True,27,119
ENSG00000254002.1,chr8,23718343,23726461,5AS,True,93,111
ENSG00000048392.11,chr8,102238826,102239059,TSS,True,22,180
ENSG00000147573.16,chr8,66152627,66174470,ES,False,215,249
ENSG00000147573.16,chr8,66127113,66127436,TSS,True,44,297
ENSG00000147573.16,chr8,66174470,66175488,PAS,True,43,296
ENSG00000164951.15,chr8,93917079,93922015,ES,False,183,205
ENSG00000164951.15,chr8,93916890,93917079,TSS,True,32,237
ENSG00000104472.9,chr8,140511646,140515125,ES,False,12,119
ENSG00000104472.9,chr8,140511297,140511646,TSS,True,18,139
ENSG00000155975.9,chr8,17247369,17265906,ES,False,335,394
ENSG00000155975.9,chr8,17294986,17298024,PAS,True,44,424
ENSG00000167700.8,chr8,144510015,144510367,3AS,True,23,226
ENSG00000147526.19,chr8,38728671,38788703,ES,False,99,117
ENSG00000147526.19,chr8,38827288,38831124,5AS,False,98,206
ENSG00000147526.19,chr8,38728133,38728671,TSS,True,94,272
ENSG00000147526.19,chr8,38756913,38757409,TSS,True,194,234
ENSG00000147526.19,chr8,38847954,38853029,PAS,True,80,254
ENSG00000147526.19,chr8,38744894,38748965,PAS,True,140,178
ENSG00000147457.13,chr8,23246617,23246994,TSS,True,23,208
ENSG00000132561.13,chr8,98032317,98033098,3AS,False,174,354
ENSG00000137573.13,chr8,69492784,69493125,TSS,True,72,100
ENSG00000137573.13,chr8,69576009,69576209,TSS,True,35,100
ENSG00000104765.15,chr8,26383030,26383230,TSS,True,47,374
ENSG00000168615.11,chr8,38996752,38997160,TSS,True,88,411
ENSG00000155090.14,chr8,102651148,102651539,TSS,True,127,293
ENSG00000155090.14,chr8,102655565,102655727,TSS,False,181,293
ENSG00000147408.14,chr8,19506130,19601770,ES,False,303,372
ENSG00000147408.14,chr8,19757185,19757522,TSS,True,336,432
ENSG00000147408.14,chr8,19682695,19682991,TSS,False,295,432
ENSG00000147408.14,chr8,19707051,19707218,TSS,True,388,432
ENSG00000168575.9,chr8,42541537,42541937,TSS,True,567,740
ENSG00000168575.9,chr8,42501030,42501263,TSS,True,373,734
ENSG00000104419.14,chr8,133250439,133250521,TSS,False,130,151
ENSG00000160948.13,chr8,144423922,144424040,IR,False,162,205
ENSG00000160948.13,chr8,144424268,144424717,IR,False,170,206
ENSG00000160948.13,chr8,144424819,144424945,IR,False,147,207
ENSG00000160948.13,chr8,144425051,144425682,IR,False,120,188
ENSG00000160948.13,chr8,144426063,144426179,IR,False,172,195
ENSG00000160948.13,chr8,144426979,144428488,3AS,False,160,181
ENSG00000160948.13,chr8,144423583,144424132,PAS,True,183,208
ENSG00000160948.13,chr8,144423597,144423922,PAS,True,43,208
ENSG00000137575.11,chr8,58572314,58575902,3AS,False,389,1536
ENSG00000156804.7,chr8,123540898,123541595,TSS,True,73,126
ENSG00000136574.17,chr8,11707853,11708928,TSS,True,191,251
ENSG00000136574.17,chr8,11747839,11749085,TSS,True,169,251
ENSG00000104635.13,chr8,22367230,22367408,TSS,True,200,1310
ENSG00000158863.21,chr8,22089128,22089298,TSS,True,163,192
ENSG00000158863.21,chr8,22101392,22101851,TSS,True,67,192
ENSG00000104613.11,chr8,19851648,19852081,PAS,True,27,151
ENSG00000198791.11,chr8,17230848,17232426,IR,True,106,145
ENSG00000198791.11,chr8,17226029,17230848,PAS,True,55,161
ENSG00000198791.11,chr8,17229227,17232537,PAS,True,121,161
ENSG00000047249.17,chr8,53801896,53814661,ES,False,110,258
ENSG00000171033.12,chr8,78516306,78516468,TSS,True,25,127
ENSG00000171033.12,chr8,78591226,78591283,TSS,False,111,126
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,40,175
ENSG00000070756.15,chr8,100709458,100711202,TSS,True,153,171
ENSG00000104320.13,chr8,89933325,89935612,PAS,True,33,101
ENSG00000120885.21,chr8,27614654,27614703,TSS,True,45,386
ENSG00000168079.16,chr8,27992256,27992834,TSS,True,412,593
ENSG00000156011.16,chr8,18527303,18535958,PAS,True,25,108
ENSG00000156011.16,chr8,18854097,18854379,TSS,True,59,127
ENSG00000156011.16,chr8,18823145,18823566,TSS,True,108,127
ENSG00000137547.8,chr8,54147381,54149586,PAS,True,28,271
ENSG00000160972.9,chr8,144477943,144478127,TSS,True,33,105
ENSG00000160972.9,chr8,144496481,144497453,TSS,True,92,105
ENSG00000155097.11,chr8,103021021,103021225,TSS,True,21,175
ENSG00000164751.14,chr8,76986296,76999989,ES,False,70,195
ENSG00000133872.13,chr8,30070059,30082846,ES,False,132,1200
ENSG00000067225.17,chr15,72200655,72206727,ME,False,4045,6034
ENSG00000067225.17,chr15,72231115,72231260,TSS,False,622,6120
ENSG00000104047.14,chr15,49620979,49621122,TSS,True,35,107
ENSG00000104047.14,chr15,49643330,49646886,PAS,True,75,104
ENSG00000104047.14,chr15,49634535,49637914,PAS,True,83,104
ENSG00000104047.14,chr15,49653877,49656235,PAS,True,70,104
ENSG00000140545.14,chr15,88898681,88899532,PAS,True,29,128
ENSG00000140545.14,chr15,88903468,88905901,PAS,True,96,119
ENSG00000140545.14,chr15,88913246,88913458,TSS,True,36,141
ENSG00000068305.17,chr15,99566104,99632977,ES,False,41,300
ENSG00000068305.17,chr15,99645764,99674392,ME,False,101,303
ENSG00000068305.17,chr15,99690428,99706728,ES,False,39,322
ENSG00000068305.17,chr15,99565428,99566104,TSS,True,148,449
ENSG00000140521.13,chr15,89334684,89334907,TSS,True,62,116
ENSG00000140521.13,chr15,89333095,89334957,TSS,True,103,116
ENSG00000140521.13,chr15,89334672,89334987,TSS,True,87,116
ENSG00000181026.14,chr15,88621258,88621382,TSS,False,25,116
ENSG00000137767.13,chr15,45634745,45635108,TSS,True,33,121
ENSG00000137767.13,chr15,45634737,45634894,TSS,False,101,121
ENSG00000138600.9,chr15,50725323,50726320,ES,False,133,161
ENSG00000128989.10,chr15,52568847,52569144,TSS,True,87,186
ENSG00000128989.10,chr15,52569115,52569167,TSS,True,113,186
ENSG00000137824.15,chr15,40754790,40755198,5AS,False,34,150
ENSG00000137824.15,chr15,40755082,40755282,TSS,True,42,157
ENSG00000137824.15,chr15,40755198,40755282,TSS,True,123,157
ENSG00000140262.17,chr15,57251423,57253261,ES,False,126,153
ENSG00000140262.17,chr15,57286156,57291295,PAS,True,77,165
ENSG00000140262.17,chr15,57282444,57288508,PAS,True,145,164
ENSG00000140262.17,chr15,57262093,57262196,PAS,False,143,164
