gene,chr,start,end,splice_type,novel,heart_right_ventricle_ENCFF018PZX_in_cov,heart_right_ventricle_ENCFF018PZX_total_cov
ENSG00000188976.10,chr1,959214,960041,TSS,True,36,266
ENSG00000178585.14,chr1,9910094,9910358,TSS,True,22,129
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,13,126
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,147,278
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,154,302
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,164,295
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,143,195
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,22,197
ENSG00000077549.17,chr1,19339617,19344357,ES,False,25,124
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,53,104
ENSG00000162458.12,chr1,15774636,15774796,TSS,True,85,104
ENSG00000198626.15,chr1,237610781,237610988,TSS,True,329,388
ENSG00000198626.15,chr1,237700257,237700467,TSS,True,174,195
ENSG00000198626.15,chr1,237783826,237784972,TSS,True,137,167
ENSG00000198626.15,chr1,237659984,237660076,PAS,True,81,237
ENSG00000198626.15,chr1,237783674,237784973,PAS,True,267,340
ENSG00000198626.15,chr1,237832551,237833988,PAS,True,340,382
ENSG00000130770.17,chr1,28236099,28236270,TSS,True,20,130
ENSG00000077157.21,chr1,202564547,202567780,3AS,True,35,136
ENSG00000077157.21,chr1,202462713,202463097,TSS,False,164,250
ENSG00000077157.21,chr1,202580473,202588569,PAS,True,33,169
ENSG00000004487.16,chr1,23030634,23050386,ES,False,74,172
ENSG00000162734.12,chr1,160205356,160205522,TSS,True,102,217
ENSG00000162614.18,chr1,77918273,77926413,ES,False,46,295
ENSG00000162614.18,chr1,77888144,77888759,TSS,True,183,424
ENSG00000162614.18,chr1,77918135,77918273,TSS,False,259,364
ENSG00000162614.18,chr1,77926413,77926538,PAS,True,241,381
ENSG00000162614.18,chr1,77935822,77937718,PAS,True,372,415
ENSG00000162614.18,chr1,77917565,77917712,PAS,True,200,241
ENSG00000162614.18,chr1,77929315,77931412,PAS,True,324,399
ENSG00000162614.18,chr1,77933281,77933465,PAS,False,349,406
ENSG00000178104.19,chr1,149001696,149002849,5AS,False,48,111
ENSG00000178104.19,chr1,149003042,149003613,3AS,False,31,147
ENSG00000178104.19,chr1,149021153,149026714,ES,False,140,306
ENSG00000178104.19,chr1,149021153,149027400,ME,True,140,160
ENSG00000178104.19,chr1,149030278,149031999,3AS,False,430,481
ENSG00000178104.19,chr1,148889404,148889894,TSS,True,519,994
ENSG00000178104.19,chr1,149027180,149027627,TSS,True,437,517
ENSG00000178104.19,chr1,148974513,148974594,PAS,True,288,550
ENSG00000178104.19,chr1,149031999,149033019,PAS,True,536,978
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,61,572
ENSG00000143575.14,chr1,154272510,154272776,TSS,True,11,100
ENSG00000143499.13,chr1,214281427,214314761,ES,False,26,241
ENSG00000171735.18,chr1,6785575,6825091,ES,False,28,141
ENSG00000133065.10,chr1,205789091,205791718,PAS,True,49,125
ENSG00000133065.10,chr1,205812807,205813196,TSS,False,96,192
ENSG00000168710.17,chr1,109984723,109985172,TSS,True,11,109
ENSG00000157916.19,chr1,2391958,2395783,ES,False,85,110
ENSG00000157916.19,chr1,2391958,2395783,5AS,True,85,102
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,43,153
ENSG00000163050.16,chr1,226940255,226940399,TSS,False,339,1336
ENSG00000117335.19,chr1,207785682,207793518,ES,False,108,145
ENSG00000009307.15,chr1,114739890,114749820,ES,False,123,810
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,266,912
ENSG00000009307.15,chr1,114749820,114750283,TSS,True,731,910
ENSG00000121310.16,chr1,52894955,52896597,PAS,True,18,115
ENSG00000121310.16,chr1,52921552,52921860,TSS,False,27,119
ENSG00000118194.18,chr1,201362022,201363295,5AS,True,55,324
ENSG00000118194.18,chr1,201359007,201359255,PAS,True,1041,3374
ENSG00000118194.18,chr1,201363879,201365307,PAS,True,2448,2785
ENSG00000118194.18,chr1,201368161,201368227,PAS,True,1935,2402
ENSG00000118194.18,chr1,201364297,201364375,TSS,True,2337,2660
ENSG00000118194.18,chr1,201372026,201375128,TSS,True,1371,3485
ENSG00000198842.9,chr1,167094063,167094194,TSS,False,80,384
ENSG00000204219.10,chr1,23424564,23424783,TSS,True,13,128
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,23,147
ENSG00000162630.5,chr1,193186018,193186580,TSS,False,13,112
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,92,191
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,92,191
ENSG00000116688.16,chr1,11980484,11989164,ES,False,17,167
ENSG00000116688.16,chr1,11982114,11989164,ES,False,140,163
ENSG00000116688.16,chr1,11980199,11980484,TSS,True,371,540
ENSG00000055070.16,chr1,16367201,16367308,TSS,True,65,104
ENSG00000055070.16,chr1,16393224,16393482,TSS,True,74,103
ENSG00000116871.15,chr1,36178201,36178445,3AS,False,12,110
ENSG00000116871.15,chr1,36156124,36156463,TSS,True,109,180
ENSG00000142748.12,chr1,27374727,27374830,TSS,True,23,183
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,82,144
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,96,178
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,116,178
ENSG00000162521.18,chr1,32651150,32651322,TSS,True,12,111
ENSG00000142910.15,chr1,31576595,31579203,ES,False,23,183
ENSG00000142910.15,chr1,31576507,31576595,TSS,True,90,279
ENSG00000018625.14,chr1,160115717,160115873,TSS,True,170,196
ENSG00000018625.14,chr1,160135836,160135993,TSS,True,138,195
ENSG00000127054.20,chr1,1324580,1324724,TSS,True,40,129
ENSG00000127054.20,chr1,1319295,1320454,TSS,True,114,129
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,128,275
ENSG00000143416.20,chr1,151369189,151369441,IR,False,92,110
ENSG00000143416.20,chr1,151372637,151372713,TSS,True,21,131
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,31,140
ENSG00000143799.12,chr1,226387162,226388755,PAS,False,96,120
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,34,141
ENSG00000116560.10,chr1,35182844,35184593,PAS,False,20,195
ENSG00000118729.11,chr1,115768307,115768887,TSS,False,71,384
ENSG00000203667.9,chr1,244835756,244842194,ES,False,52,113
ENSG00000203667.9,chr1,244834883,244835756,TSS,True,22,134
ENSG00000134243.11,chr1,109345878,109347482,3AS,False,66,195
ENSG00000134243.11,chr1,109397586,109397969,TSS,True,41,221
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,25,216
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,118,334
ENSG00000142676.14,chr1,23692139,23693913,TSS,True,296,334
ENSG00000142676.14,chr1,23695855,23695908,TSS,True,264,330
ENSG00000078369.17,chr1,1825499,1890819,ES,False,56,337
ENSG00000168264.10,chr1,234608494,234609501,TSS,False,92,108
ENSG00000168264.10,chr1,234608446,234609556,TSS,True,81,108
ENSG00000142661.18,chr1,24112030,24112217,TSS,False,303,352
ENSG00000142661.18,chr1,24089537,24089587,TSS,True,314,350
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,20,106
ENSG00000154358.20,chr1,228371085,228373081,TSS,True,109,376
ENSG00000154358.20,chr1,228359596,228361255,PAS,False,17,139
ENSG00000154358.20,chr1,228378617,228378882,PAS,True,186,555
ENSG00000162407.8,chr1,56578877,56579658,TSS,True,46,134
ENSG00000162407.8,chr1,56524276,56524542,TSS,True,111,132
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,83,180
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,127,210
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,113,210
ENSG00000159346.12,chr1,202951164,202958184,ES,False,173,211
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,67,114
ENSG00000155380.11,chr1,112917177,112918014,TSS,True,73,114
ENSG00000117500.12,chr1,93149742,93154888,PAS,True,16,141
ENSG00000197747.8,chr1,151993751,151993861,TSS,True,46,114
ENSG00000142937.11,chr1,44775522,44775600,TSS,True,135,364
ENSG00000142937.11,chr1,44775558,44776140,TSS,True,307,364
ENSG00000142937.11,chr1,44778575,44778753,PAS,False,52,298
ENSG00000142937.11,chr1,44777999,44778740,PAS,True,248,297
ENSG00000215861.5,chr1,149190531,149197995,3AS,True,199,245
ENSG00000215861.5,chr1,149187069,149190531,PAS,True,513,714
ENSG00000215861.5,chr1,149187056,149188789,PAS,True,633,714
ENSG00000215861.5,chr1,149195877,149198171,PAS,False,441,710
ENSG00000215861.5,chr1,149240376,149240861,TSS,True,93,714
ENSG00000143153.12,chr1,169106622,169106926,TSS,True,21,207
ENSG00000077522.12,chr1,236686451,236686799,TSS,True,641,3093
ENSG00000162616.8,chr1,77979173,77979293,TSS,False,63,132
ENSG00000162616.8,chr1,78004872,78005321,TSS,True,78,131
ENSG00000173641.17,chr1,16017764,16018046,TSS,True,1416,2078
ENSG00000163399.15,chr1,116373181,116373523,TSS,True,70,245
ENSG00000136628.17,chr1,219968597,219968956,PAS,True,87,100
ENSG00000143418.19,chr1,150974618,150974993,TSS,True,13,109
ENSG00000065978.18,chr1,42682425,42682731,TSS,True,26,198
ENSG00000116786.12,chr1,15684293,15684618,TSS,True,81,130
ENSG00000116786.12,chr1,15727010,15727832,TSS,True,79,115
ENSG00000116786.12,chr1,15733796,15734771,PAS,True,15,122
ENSG00000197530.12,chr1,1616082,1616507,5AS,True,24,192
ENSG00000197530.12,chr1,1616614,1623430,3AS,False,161,246
ENSG00000197530.12,chr1,1625428,1626649,ES,False,42,270
ENSG00000197530.12,chr1,1615423,1615633,TSS,True,320,369
ENSG00000197530.12,chr1,1615455,1616100,TSS,True,201,369
ENSG00000197530.12,chr1,1628547,1628722,TSS,False,310,368
ENSG00000122406.13,chr1,92831989,92832117,TSS,False,45,221
ENSG00000122406.13,chr1,92837516,92837633,TSS,True,189,213
ENSG00000122406.13,chr1,92841765,92841924,PAS,True,31,221
ENSG00000122406.13,chr1,92840550,92841919,PAS,True,192,215
ENSG00000143248.12,chr1,163202791,163203075,TSS,True,39,159
ENSG00000160789.19,chr1,156137653,156140079,PAS,True,229,626
ENSG00000160789.19,chr1,156139079,156140087,PAS,True,406,641
ENSG00000085998.13,chr1,46188980,46189241,IR,False,20,100
ENSG00000085998.13,chr1,46188675,46189357,PAS,True,36,115
ENSG00000085998.13,chr1,46188679,46188980,PAS,True,104,134
ENSG00000085998.13,chr1,46198335,46198499,TSS,False,33,134
ENSG00000162413.16,chr1,6601796,6602913,TSS,True,78,275
ENSG00000143774.16,chr1,228140363,228145510,ES,False,123,248
ENSG00000143774.16,chr1,228141288,228145510,ES,False,85,110
ENSG00000143774.16,chr1,228141288,228145510,5AS,False,85,113
ENSG00000143774.16,chr1,228140225,228140363,TSS,True,31,283
ENSG00000134202.10,chr1,109740239,109740381,TSS,False,18,104
ENSG00000162434.11,chr1,64833220,64834657,PAS,False,12,114
ENSG00000162434.11,chr1,64966332,64966572,TSS,False,45,114
ENSG00000162434.11,chr1,64855508,64855697,TSS,True,82,102
ENSG00000168159.11,chr1,228487361,228487878,TSS,True,42,203
ENSG00000143570.17,chr1,153963494,153963554,TSS,True,23,108
ENSG00000143570.17,chr1,153962528,153962754,TSS,True,96,108
ENSG00000170989.9,chr1,101236898,101237099,TSS,True,34,122
ENSG00000224051.6,chr1,1324788,1325102,TSS,True,43,156
ENSG00000143393.16,chr1,151307573,151307743,TSS,True,86,103
ENSG00000143393.16,chr1,151327270,151327710,TSS,True,79,103
ENSG00000143393.16,chr1,151315572,151316429,TSS,True,52,103
ENSG00000183072.9,chr5,173233209,173234749,3AS,False,346,463
ENSG00000183072.9,chr5,173232107,173233501,PAS,True,360,469
ENSG00000183072.9,chr5,173232109,173233209,PAS,False,118,469
ENSG00000183072.9,chr5,173234749,173235209,TSS,True,82,549
ENSG00000112936.18,chr5,40909273,40909616,TSS,False,106,429
ENSG00000113140.10,chr5,151686864,151687036,TSS,True,66,225
ENSG00000113140.10,chr5,151666360,151666473,TSS,True,195,224
ENSG00000186468.12,chr5,82278319,82278619,TSS,True,25,165
ENSG00000112992.16,chr5,43602722,43603294,TSS,True,137,522
ENSG00000038274.16,chr5,163505565,163505749,TSS,True,12,115
ENSG00000213585.10,chr5,133993015,134004646,3AS,False,173,693
ENSG00000213585.10,chr5,134004646,134004776,TSS,True,84,777
ENSG00000069020.18,chr5,66596328,66597018,TSS,True,68,100
ENSG00000113580.14,chr5,143277933,143282041,PAS,True,77,103
ENSG00000113580.14,chr5,143309090,143310213,PAS,True,38,103
ENSG00000113580.14,chr5,143403210,143403766,TSS,True,23,108
ENSG00000113580.14,chr5,143404375,143404543,TSS,False,97,108
ENSG00000153113.23,chr5,96722698,96726793,3AS,False,171,194
ENSG00000153113.23,chr5,96727530,96729611,ES,False,37,204
ENSG00000153113.23,chr5,96740118,96741265,ES,False,110,203
ENSG00000153113.23,chr5,96762372,96765223,3AS,False,58,208
ENSG00000153113.23,chr5,96662077,96662497,TSS,True,187,248
ENSG00000153113.23,chr5,96702645,96702915,TSS,True,104,247
ENSG00000153113.23,chr5,96772639,96774683,PAS,True,32,240
ENSG00000164309.14,chr5,79689684,79690056,TSS,False,267,463
ENSG00000164309.14,chr5,79733625,79739403,TSS,False,177,295
ENSG00000164309.14,chr5,79799369,79800611,PAS,True,169,442
ENSG00000164309.14,chr5,79728914,79732784,PAS,True,126,196
ENSG00000145494.11,chr5,1801394,1801549,TSS,True,29,129
ENSG00000131446.16,chr5,180810039,180810210,TSS,True,131,169
ENSG00000131446.16,chr5,180802679,180802855,TSS,True,90,169
ENSG00000247516.6,chr5,8457700,8457766,TSS,True,78,108
ENSG00000113648.16,chr5,135360604,135369405,3AS,False,98,187
ENSG00000113648.16,chr5,135334374,135335141,PAS,True,22,195
ENSG00000113648.16,chr5,135399061,135399382,TSS,True,26,210
ENSG00000113328.18,chr5,163437664,163437764,IR,False,91,275
ENSG00000113328.18,chr5,163437578,163437804,TSS,True,100,283
ENSG00000113328.18,chr5,163437594,163437664,TSS,True,192,283
ENSG00000197043.13,chr5,151109846,151117126,ES,False,42,392
ENSG00000145907.14,chr5,151772036,151786602,3AS,False,25,146
ENSG00000145907.14,chr5,151771913,151772036,TSS,True,24,170
ENSG00000019582.14,chr5,150402625,150404679,ES,False,145,182
ENSG00000154153.13,chr5,16616651,16617194,TSS,True,74,138
ENSG00000154153.13,chr5,16508577,16508998,TSS,True,66,138
ENSG00000198624.12,chr5,151223922,151224138,TSS,True,57,242
ENSG00000113282.13,chr5,157789513,157791702,3AS,False,86,217
ENSG00000113048.16,chr5,72320148,72320261,TSS,True,24,118
ENSG00000154122.13,chr5,14871351,14871903,TSS,True,71,181
ENSG00000113712.17,chr5,149496860,149505482,5AS,False,81,180
ENSG00000113712.17,chr5,149513209,149520289,ES,False,160,187
ENSG00000164172.18,chr5,53109711,53109771,TSS,True,22,131
ENSG00000164405.10,chr5,132866585,132866687,TSS,True,587,927
ENSG00000145730.20,chr5,103019843,103028181,ES,False,166,592
ENSG00000145730.20,chr5,103019843,103028184,ES,False,109,877
ENSG00000145730.20,chr5,103019843,103028184,3AS,False,109,701
ENSG00000145730.20,chr5,103025334,103028184,3AS,False,762,1189
ENSG00000145730.20,chr5,102755028,102755348,TSS,False,1325,1536
ENSG00000145730.20,chr5,102865497,102866284,TSS,True,319,1536
ENSG00000172239.13,chr5,43555999,43556818,5AS,False,62,248
ENSG00000172239.13,chr5,43556581,43557126,TSS,True,67,254
ENSG00000172239.13,chr5,43556818,43557178,TSS,True,192,254
ENSG00000044115.20,chr5,138753379,138753510,TSS,True,129,589
ENSG00000145592.13,chr5,40835182,40835284,TSS,False,491,550
ENSG00000131730.15,chr5,81233377,81251112,5AS,False,980,1189
ENSG00000131730.15,chr5,81232638,81233377,TSS,True,657,1653
ENSG00000131730.15,chr5,81232736,81233381,TSS,True,1442,1653
ENSG00000131730.15,chr5,81251106,81251284,TSS,True,1312,1653
ENSG00000145741.15,chr5,73498558,73499133,5AS,False,143,161
ENSG00000145741.15,chr5,73498430,73498799,TSS,True,148,166
ENSG00000145741.15,chr5,73498425,73498558,TSS,True,23,166
ENSG00000131503.20,chr5,140401801,140402273,TSS,True,12,109
ENSG00000131503.20,chr5,140524065,140524158,PAS,True,39,107
ENSG00000131503.20,chr5,140496519,140496854,PAS,False,95,107
ENSG00000131503.20,chr5,140472238,140472477,PAS,True,92,106
ENSG00000131711.14,chr5,72107198,72107715,TSS,True,39,110
ENSG00000131711.14,chr5,72205083,72209568,PAS,False,81,105
ENSG00000056097.15,chr5,32354346,32355939,PAS,True,16,111
ENSG00000056097.15,chr5,32444621,32444941,TSS,True,17,115
ENSG00000161013.16,chr5,179806486,179807506,TSS,True,29,134
ENSG00000062194.15,chr5,57214193,57230845,ES,False,87,116
ENSG00000062194.15,chr5,57236032,57246299,ES,False,100,115
ENSG00000062194.15,chr5,57173808,57173926,TSS,True,88,123
ENSG00000062194.15,chr5,57173856,57174211,TSS,True,45,123
ENSG00000145901.15,chr5,151029122,151030747,PAS,True,12,109
ENSG00000161011.19,chr5,179820881,179821141,TSS,True,169,366
ENSG00000170606.14,chr5,133051928,133052357,TSS,True,11,102
ENSG00000165810.16,chr5,181039998,181040432,TSS,True,109,170
ENSG00000165810.16,chr5,181059236,181061527,PAS,True,45,126
ENSG00000073578.16,chr5,218010,218418,TSS,True,214,1928
ENSG00000067113.16,chr5,55468149,55534571,ME,False,39,107
ENSG00000164587.12,chr5,150449702,150449742,TSS,False,85,520
ENSG00000169223.14,chr5,177331554,177332246,PAS,True,14,137
ENSG00000127022.14,chr5,179698902,179699102,TSS,True,76,708
ENSG00000113504.20,chr5,1077832,1078470,TSS,True,204,230
ENSG00000146066.2,chr5,176388736,176388973,TSS,False,13,106
ENSG00000015479.18,chr5,139322967,139325439,3AS,False,424,502
ENSG00000015479.18,chr5,139293607,139293805,TSS,True,65,519
ENSG00000133706.17,chr5,146182487,146182677,TSS,True,17,106
ENSG00000211445.11,chr5,151020538,151020741,TSS,True,87,679
ENSG00000171604.11,chr5,139647831,139648845,TSS,True,29,206
ENSG00000137198.9,chr6,16238520,16238780,TSS,False,15,144
ENSG00000172348.14,chr6,46456751,46491975,TSS,True,501,576
ENSG00000172348.14,chr6,46248722,46248898,TSS,True,185,576
ENSG00000124762.13,chr6,36678709,36678798,TSS,True,36,135
ENSG00000145990.10,chr6,13486637,13487619,TSS,True,24,201
ENSG00000112773.15,chr6,81750471,81751589,IR,True,93,111
ENSG00000112773.15,chr6,81749617,81750471,PAS,True,19,112
ENSG00000112773.15,chr6,81752430,81752737,TSS,True,39,112
ENSG00000112773.15,chr6,81752375,81752681,TSS,True,99,112
ENSG00000124795.15,chr6,18224165,18225730,PAS,True,16,101
ENSG00000234745.10,chr6,31357085,31357218,TSS,True,61,143
ENSG00000234745.10,chr6,31356166,31357179,TSS,True,118,143
ENSG00000071242.11,chr6,166626920,166627281,TSS,False,81,156
ENSG00000151914.19,chr6,56843054,56843707,TSS,True,27,109
ENSG00000231500.6,chr6,33272070,33272122,TSS,True,56,279
ENSG00000231500.6,chr6,33273860,33275883,TSS,False,238,279
ENSG00000112715.21,chr6,43778918,43781955,ES,False,191,311
ENSG00000112715.21,chr6,43778918,43784540,ES,False,46,358
ENSG00000112715.21,chr6,43780785,43781955,5AS,False,20,147
ENSG00000112715.21,chr6,43770202,43771312,TSS,True,77,420
ENSG00000196230.12,chr6,30720274,30720563,TSS,False,52,316
ENSG00000112679.14,chr6,291830,292560,TSS,True,23,101
ENSG00000198663.16,chr6,36885818,36886028,TSS,True,63,117
ENSG00000112759.17,chr6,44230046,44230346,IR,False,274,309
ENSG00000112759.17,chr6,44219282,44219782,TSS,True,362,457
ENSG00000112759.17,chr6,44223542,44223641,TSS,True,376,457
ENSG00000112759.17,chr6,44223780,44227342,TSS,True,383,456
ENSG00000112531.16,chr6,163562069,163563443,3AS,False,166,226
ENSG00000112531.16,chr6,163563719,163566720,3AS,False,126,206
ENSG00000112531.16,chr6,163414377,163415335,TSS,True,54,279
ENSG00000112531.16,chr6,163570693,163573864,PAS,True,138,266
ENSG00000112531.16,chr6,163565945,163570145,PAS,True,173,250
ENSG00000112531.16,chr6,163564666,163567474,PAS,True,218,250
ENSG00000235535.7,chr6,123439777,123468815,ES,False,89,104
ENSG00000235535.7,chr6,123439777,123468815,3AS,False,89,133
ENSG00000235535.7,chr6,123439569,123439777,TSS,True,20,173
ENSG00000235535.7,chr6,123469636,123471759,PAS,True,76,167
ENSG00000235535.7,chr6,123509445,123511509,PAS,True,135,173
ENSG00000235535.7,chr6,123489504,123491758,PAS,True,145,173
ENSG00000111897.6,chr6,122471698,122471853,TSS,False,29,271
ENSG00000120265.17,chr6,149802369,149810615,5AS,False,25,180
ENSG00000120265.17,chr6,149810615,149812368,PAS,True,24,203
ENSG00000112096.17,chr6,159693144,159693337,TSS,True,167,1126
ENSG00000124570.19,chr6,2959342,2971247,5AS,False,34,132
ENSG00000124570.19,chr6,2959342,2971532,5AS,False,139,161
ENSG00000124570.19,chr6,2971116,2971342,TSS,True,227,319
ENSG00000124570.19,chr6,2971532,2972165,TSS,True,174,319
ENSG00000124570.19,chr6,2971247,2971528,TSS,True,285,319
ENSG00000135547.8,chr6,125749593,125749859,TSS,False,57,108
ENSG00000124614.15,chr6,34426031,34426132,TSS,True,26,101
ENSG00000161904.11,chr6,33788380,33789165,TSS,True,23,138
ENSG00000164440.14,chr6,139291920,139292041,TSS,False,70,103
ENSG00000164440.14,chr6,139288475,139288850,TSS,True,81,102
ENSG00000146085.7,chr6,49459505,49463167,5AS,True,48,168
ENSG00000146085.7,chr6,49463102,49463331,TSS,False,52,171
ENSG00000146085.7,chr6,49463167,49463263,TSS,True,123,171
ENSG00000096060.14,chr6,35688803,35688999,TSS,False,32,194
ENSG00000118418.14,chr6,79201726,79202316,5AS,False,30,110
ENSG00000118418.14,chr6,79201242,79201726,PAS,True,25,140
ENSG00000118418.14,chr6,79201244,79202389,PAS,True,124,138
ENSG00000092820.17,chr6,158819316,158819418,TSS,True,202,522
ENSG00000092820.17,chr6,158818081,158818419,TSS,True,361,522
ENSG00000204568.11,chr6,30617797,30617943,TSS,True,42,142
ENSG00000237441.9,chr6,33297115,33298869,ES,False,17,152
ENSG00000237441.9,chr6,33296027,33296467,TSS,True,214,250
ENSG00000237441.9,chr6,33298869,33299417,TSS,True,98,250
ENSG00000112782.16,chr6,46015479,46015863,TSS,True,110,132
ENSG00000008018.8,chr6,170553129,170553320,TSS,False,44,121
ENSG00000008018.8,chr6,170543600,170543695,TSS,True,85,121
ENSG00000080546.13,chr6,109009358,109009585,TSS,False,78,151
ENSG00000080546.13,chr6,109093794,109094921,TSS,True,84,156
ENSG00000137312.14,chr6,30742526,30742825,TSS,True,151,672
ENSG00000137312.14,chr6,30740157,30740311,TSS,True,580,672
ENSG00000156508.17,chr6,73520999,73521033,TSS,False,105,386
ENSG00000156508.17,chr6,73518931,73519329,TSS,True,320,385
ENSG00000204525.16,chr6,31271998,31272133,TSS,False,105,199
ENSG00000204525.16,chr6,31271072,31272090,TSS,True,165,199
ENSG00000204525.16,chr6,31271598,31272090,TSS,True,159,199
ENSG00000124587.13,chr6,42978268,42979357,TSS,True,20,155
ENSG00000206503.12,chr6,29942481,29942626,TSS,True,123,312
ENSG00000206503.12,chr6,29942531,29943026,TSS,True,246,312
ENSG00000112186.11,chr6,17393228,17393746,TSS,True,31,149
ENSG00000186439.12,chr6,123501827,123503901,PAS,True,119,230
ENSG00000186439.12,chr6,123528293,123530565,PAS,True,154,229
ENSG00000186439.12,chr6,123636753,123637336,TSS,True,25,241
ENSG00000096696.13,chr6,7579772,7582641,5AS,False,71,134
ENSG00000096696.13,chr6,7541332,7542085,TSS,True,191,681
ENSG00000096696.13,chr6,7574656,7574793,PAS,True,423,530
ENSG00000096696.13,chr6,7579274,7581275,PAS,True,259,541
ENSG00000096696.13,chr6,7582641,7586703,PAS,True,408,567
ENSG00000196126.11,chr6,32580745,32580808,TSS,True,84,106
ENSG00000196126.11,chr6,32584108,32584726,TSS,True,92,106
ENSG00000196126.11,chr6,32589642,32589848,TSS,False,37,106
ENSG00000124702.17,chr6,43014199,43014348,TSS,True,34,311
ENSG00000204592.8,chr6,30489472,30489595,TSS,False,178,408
ENSG00000137288.9,chr6,33711548,33711727,TSS,True,18,136
ENSG00000118689.14,chr6,108559718,108560015,TSS,False,69,110
ENSG00000118689.14,chr6,108560843,108561829,TSS,True,81,110
ENSG00000118689.14,chr6,108663583,108664889,TSS,True,87,109
ENSG00000137409.19,chr6,36970694,36972702,5AS,False,401,873
ENSG00000137409.19,chr6,36985852,36986447,TSS,True,163,1012
ENSG00000272325.1,chr6,34392263,34392685,TSS,False,45,122
ENSG00000112576.12,chr6,42048500,42048962,TSS,True,80,104
ENSG00000112576.12,chr6,41941451,41941880,TSS,False,35,103
ENSG00000025039.14,chr6,89411845,89412520,TSS,True,20,107
ENSG00000244731.7,chr6,31982546,31982919,TSS,True,107,130
ENSG00000244731.7,chr6,31982000,31982172,TSS,True,98,130
ENSG00000112183.14,chr6,17284711,17291755,ES,False,137,177
ENSG00000112183.14,chr6,17284711,17291783,3AS,True,20,198
ENSG00000112183.14,chr6,17280520,17281749,TSS,True,183,372
ENSG00000112183.14,chr6,17291755,17293877,PAS,True,25,209
ENSG00000005194.14,chr16,57447341,57447464,TSS,True,11,108
ENSG00000131165.14,chr16,89657581,89657726,TSS,True,22,115
ENSG00000140945.16,chr16,83670818,83670972,TSS,True,97,108
ENSG00000140945.16,chr16,83678341,83678461,TSS,True,92,108
ENSG00000140945.16,chr16,83779990,83780201,TSS,True,75,107
ENSG00000140945.16,chr16,82626916,82627140,TSS,True,84,114
ENSG00000140945.16,chr16,83795022,83796609,PAS,True,11,105
ENSG00000182831.11,chr16,9116667,9119698,PAS,False,13,101
ENSG00000103512.14,chr16,14833688,14834016,TSS,True,41,113
ENSG00000205937.11,chr16,2268054,2268391,TSS,False,50,112
ENSG00000140795.12,chr16,46732668,46740056,ES,False,44,221
ENSG00000140795.12,chr16,46703380,46707763,PAS,True,48,319
ENSG00000140795.12,chr16,46732207,46732615,TSS,True,288,342
ENSG00000140795.12,chr16,46747716,46748396,TSS,False,236,362
ENSG00000140795.12,chr16,46763039,46763295,TSS,False,285,362
ENSG00000067836.12,chr16,4802526,4802930,TSS,True,53,121
ENSG00000140939.14,chr16,67173923,67174046,TSS,True,50,122
ENSG00000140939.14,chr16,67174308,67174464,TSS,True,98,122
ENSG00000184602.5,chr16,11668432,11668540,TSS,False,34,182
ENSG00000011638.10,chr16,21158746,21161084,3AS,False,89,149
ENSG00000167522.15,chr16,89267618,89268663,PAS,True,133,151
ENSG00000167522.15,chr16,89282177,89285649,PAS,True,20,102
ENSG00000167522.15,chr16,89490244,89490714,TSS,True,65,153
ENSG00000140983.13,chr16,668699,670122,ES,False,23,132
ENSG00000140983.13,chr16,671000,671082,IR,False,96,159
ENSG00000140983.13,chr16,672384,672488,IR,False,163,182
ENSG00000140983.13,chr16,668079,668236,TSS,True,75,210
ENSG00000124067.16,chr16,67968438,67968667,TSS,True,84,211
ENSG00000065054.13,chr16,2037600,2037858,3AS,False,26,229
ENSG00000065054.13,chr16,2026380,2027218,TSS,True,142,258
ENSG00000065054.13,chr16,2034553,2036503,TSS,True,217,253
ENSG00000065054.13,chr16,2033185,2033432,TSS,True,213,253
ENSG00000065054.13,chr16,2037825,2039025,PAS,True,41,239
ENSG00000065054.13,chr16,2037858,2039025,PAS,True,213,239
ENSG00000103479.15,chr16,53434429,53434796,TSS,False,29,116
