gene,chr,start,end,splice_type,novel,psoas_muscle_ENCFF698UNA_in_cov,psoas_muscle_ENCFF698UNA_total_cov
ENSG00000160948.13,chr8,144428488,144428582,TSS,True,39,185
ENSG00000156804.7,chr8,123540898,123541595,TSS,True,341,1323
ENSG00000104635.13,chr8,22367230,22367408,TSS,True,15,105
ENSG00000213563.6,chr8,144526639,144526959,IR,False,34,127
ENSG00000213563.6,chr8,144526215,144526639,PAS,False,93,127
ENSG00000213563.6,chr8,144528760,144529116,TSS,True,35,127
ENSG00000261236.7,chr8,144291271,144291451,TSS,True,40,250
ENSG00000171033.12,chr8,78516306,78516468,TSS,True,221,254
ENSG00000171033.12,chr8,78591226,78591283,TSS,False,99,253
ENSG00000133872.13,chr8,30070059,30082846,ES,False,48,192
ENSG00000168522.12,chr8,43056304,43056546,TSS,True,11,107
ENSG00000067225.17,chr15,72231115,72231260,TSS,False,407,3379
ENSG00000140545.14,chr15,88898681,88899532,PAS,True,96,128
ENSG00000140545.14,chr15,88903468,88905901,PAS,True,43,104
ENSG00000140545.14,chr15,88913246,88913458,TSS,True,151,202
ENSG00000140545.14,chr15,88909791,88913379,TSS,True,170,194
ENSG00000041357.15,chr15,78540409,78540539,TSS,True,46,179
ENSG00000041357.15,chr15,78545633,78545764,TSS,True,151,178
ENSG00000103642.11,chr15,63127689,63129488,3AS,True,11,101
ENSG00000103642.11,chr15,63141279,63142059,PAS,True,29,124
ENSG00000103642.11,chr15,63127352,63129740,PAS,False,102,122
ENSG00000068305.17,chr15,99565428,99566104,TSS,True,28,107
ENSG00000140521.13,chr15,89334684,89334907,TSS,True,62,112
ENSG00000140521.13,chr15,89334672,89334987,TSS,True,91,112
ENSG00000181026.14,chr15,88621258,88621382,TSS,False,50,224
ENSG00000137767.13,chr15,45634745,45635108,TSS,True,125,512
ENSG00000137767.13,chr15,45634737,45634894,TSS,False,430,512
ENSG00000138600.9,chr15,50725323,50726320,ES,False,96,111
ENSG00000128989.10,chr15,52557222,52568847,ES,False,217,250
ENSG00000128989.10,chr15,52568847,52569144,TSS,True,129,340
ENSG00000128989.10,chr15,52569115,52569167,TSS,True,302,340
ENSG00000128989.10,chr15,52557099,52557336,TSS,True,271,339
ENSG00000128965.12,chr15,40953421,40953814,TSS,True,98,406
ENSG00000185418.15,chr15,101653586,101654730,PAS,True,29,159
ENSG00000185418.15,chr15,101723133,101723164,PAS,True,140,157
ENSG00000173546.7,chr15,75674621,75677384,PAS,False,36,113
ENSG00000173546.7,chr15,75687275,75689266,TSS,True,121,138
ENSG00000173546.7,chr15,75682292,75682367,TSS,True,120,136
ENSG00000173546.7,chr15,75712667,75712891,TSS,False,146,167
ENSG00000173546.7,chr15,75682842,75682932,TSS,True,121,137
ENSG00000166855.9,chr15,65185074,65185541,TSS,True,15,106
ENSG00000140264.19,chr15,43793709,43794050,PAS,True,53,455
ENSG00000166887.15,chr15,42208080,42208335,TSS,True,32,117
ENSG00000140374.15,chr15,76292700,76311349,ES,False,68,292
ENSG00000182253.14,chr15,99105076,99106009,TSS,True,177,365
ENSG00000182253.14,chr15,99129440,99131813,TSS,True,161,262
ENSG00000182253.14,chr15,99129366,99135583,PAS,True,87,190
ENSG00000182253.14,chr15,99132749,99135593,PAS,True,107,291
ENSG00000255529.8,chr15,57706628,57706955,TSS,True,18,115
ENSG00000255529.8,chr15,57708720,57709358,TSS,True,103,115
ENSG00000182718.16,chr15,60386086,60397942,ES,False,841,972
ENSG00000196547.14,chr15,90918666,90918755,TSS,False,75,100
ENSG00000137815.14,chr15,41417090,41417313,TSS,True,23,200
ENSG00000137815.14,chr15,41452900,41452942,PAS,True,130,179
ENSG00000137815.14,chr15,41464770,41464861,PAS,True,74,181
ENSG00000035664.11,chr15,63907031,63908600,PAS,True,113,163
ENSG00000035664.11,chr15,63919456,63923343,PAS,True,75,133
ENSG00000035664.11,chr15,64046297,64046561,TSS,True,39,168
ENSG00000140403.12,chr15,78264470,78264895,TSS,True,68,205
ENSG00000103994.17,chr15,42448705,42457216,5AS,False,20,131
ENSG00000103994.17,chr15,42412815,42417360,PAS,True,328,388
ENSG00000103994.17,chr15,42446589,42446658,PAS,False,186,341
ENSG00000103994.17,chr15,42449664,42451954,PAS,False,216,314
ENSG00000103994.17,chr15,42444785,42444981,PAS,True,304,342
ENSG00000103994.17,chr15,42490979,42491144,TSS,True,433,540
ENSG00000103994.17,chr15,42456957,42457532,TSS,True,348,528
ENSG00000104131.12,chr15,44537049,44537237,TSS,True,50,204
ENSG00000104131.12,chr15,44537322,44537427,TSS,True,166,204
ENSG00000104131.12,chr15,44561017,44562801,PAS,True,57,199
ENSG00000104131.12,chr15,44550875,44550930,PAS,True,164,197
ENSG00000166200.14,chr15,49137437,49139527,3AS,False,138,187
ENSG00000131876.16,chr15,101295096,101295325,TSS,True,56,117
ENSG00000028528.14,chr15,64095898,64096172,TSS,True,17,126
ENSG00000182175.14,chr15,93072915,93073180,TSS,True,198,239
ENSG00000182175.14,chr15,93051992,93052091,TSS,True,134,225
ENSG00000182175.14,chr15,93088918,93089285,TSS,False,195,240
ENSG00000086666.18,chr15,80059809,80120327,ES,False,102,120
ENSG00000086666.18,chr15,80059654,80059809,TSS,True,15,135
ENSG00000159251.7,chr15,34795505,34795733,TSS,False,73,230
ENSG00000159251.7,chr15,34794679,34795489,TSS,True,197,230
ENSG00000128739.22,chr15,24954852,24955062,TSS,True,23,158
ENSG00000069869.16,chr15,55993510,55993663,TSS,True,88,102
ENSG00000136383.6,chr15,84856836,84858555,TSS,True,271,338
ENSG00000136383.6,chr15,84868110,84873482,PAS,True,39,183
ENSG00000140497.16,chr15,74873198,74873392,TSS,True,26,121
ENSG00000185787.14,chr15,78872781,78873057,TSS,True,25,238
ENSG00000242028.6,chr15,43797363,43800784,TSS,True,51,187
ENSG00000131871.14,chr15,101270486,101272856,PAS,True,27,244
ENSG00000138629.15,chr15,74458896,74461107,5AS,False,58,107
ENSG00000138629.15,chr15,74461036,74461177,TSS,False,95,133
ENSG00000138629.15,chr15,74461107,74461179,TSS,True,69,133
ENSG00000140474.13,chr15,74843003,74843454,TSS,True,33,122
ENSG00000137831.14,chr15,70654547,70657127,PAS,True,205,264
ENSG00000137831.14,chr15,70666991,70669462,PAS,True,51,245
ENSG00000137831.14,chr15,70763329,70763564,TSS,True,40,265
ENSG00000157823.16,chr15,89871546,89888520,ES,False,119,145
ENSG00000182768.8,chr15,90265876,90266287,IR,False,78,743
ENSG00000182768.8,chr15,90265669,90266398,TSS,True,110,774
ENSG00000182768.8,chr15,90265672,90265876,TSS,False,696,775
ENSG00000114062.19,chr15,25405502,25409087,ES,False,98,150
ENSG00000114062.19,chr15,25405502,25411907,ES,False,17,162
ENSG00000114062.19,chr15,25405502,25438488,ES,False,195,358
ENSG00000114062.19,chr15,25438488,25439115,TSS,True,51,414
ENSG00000140299.11,chr15,59659147,59664120,PAS,True,17,151
ENSG00000182774.12,chr15,82540425,82540460,TSS,True,46,361
ENSG00000179010.14,chr4,6640708,6640827,IR,False,89,343
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,270,359
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,105,359
ENSG00000109390.11,chr4,139300601,139302521,TSS,True,188,209
ENSG00000109390.11,chr4,139295731,139295834,TSS,False,32,209
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,55,108
ENSG00000109180.14,chr4,48831092,48831496,TSS,True,91,108
ENSG00000151726.13,chr4,184803546,184805526,5AS,True,700,1014
ENSG00000151726.13,chr4,184825915,184826101,TSS,True,1391,1952
ENSG00000151726.13,chr4,184805526,184805712,TSS,False,1250,1952
ENSG00000151726.13,chr4,184805439,184805559,TSS,True,1619,1952
ENSG00000152795.17,chr4,82422746,82424883,PAS,True,55,538
ENSG00000090316.15,chr4,1289834,1289982,TSS,True,26,133
ENSG00000064042.17,chr4,41619440,41638931,ES,False,61,182
ENSG00000064042.17,chr4,41627010,41631147,ES,True,18,105
ENSG00000064042.17,chr4,41685830,41689526,ES,False,27,132
ENSG00000064042.17,chr4,41687917,41689526,5AS,True,84,105
ENSG00000064042.17,chr4,41360561,41360936,TSS,True,108,302
ENSG00000064042.17,chr4,41538063,41538350,TSS,True,259,302
ENSG00000064042.17,chr4,41697159,41700044,PAS,True,165,299
ENSG00000064042.17,chr4,41646122,41646276,PAS,True,168,260
ENSG00000064042.17,chr4,41626707,41626991,PAS,True,199,242
ENSG00000071127.16,chr4,10116650,10116986,TSS,True,25,160
ENSG00000173011.11,chr4,7043235,7043849,TSS,True,79,213
ENSG00000163069.12,chr4,52029863,52033430,ES,False,163,237
ENSG00000087274.16,chr4,2843837,2844024,TSS,True,126,176
ENSG00000152583.12,chr4,87472765,87473803,PAS,True,45,230
ENSG00000152583.12,chr4,87493625,87494598,PAS,True,182,221
ENSG00000065882.15,chr4,37890618,37891348,TSS,True,82,118
ENSG00000065882.15,chr4,37977291,37977529,TSS,False,75,103
ENSG00000065882.15,chr4,38014506,38014973,TSS,False,75,102
ENSG00000065882.15,chr4,38137134,38141584,PAS,True,32,112
ENSG00000196616.13,chr4,99321313,99321443,TSS,True,13,110
ENSG00000145349.16,chr4,113509672,113513327,3AS,False,109,156
ENSG00000145349.16,chr4,113451031,113454515,PAS,True,20,169
ENSG00000129116.18,chr4,168832171,168890921,ES,False,39,127
ENSG00000129116.18,chr4,168894677,168898492,ES,False,21,181
ENSG00000129116.18,chr4,168831990,168832171,TSS,True,93,221
ENSG00000129116.18,chr4,168877717,168878394,TSS,True,165,218
ENSG00000129116.18,chr4,168926212,168928475,PAS,True,51,217
ENSG00000129116.18,chr4,168924254,168924387,PAS,True,186,216
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,176,597
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,487,597
ENSG00000163110.14,chr4,94573393,94575942,3AS,False,464,547
ENSG00000163110.14,chr4,94451851,94451995,TSS,True,92,648
ENSG00000132466.18,chr4,73258275,73259152,TSS,True,66,106
ENSG00000132466.18,chr4,73222973,73223122,TSS,True,75,106
ENSG00000109332.19,chr4,102797460,102799406,ES,False,374,511
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,226,528
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,415,528
ENSG00000154553.14,chr4,185506652,185514269,ES,False,208,845
ENSG00000154553.14,chr4,185500659,185502483,PAS,True,140,1158
ENSG00000154553.14,chr4,185535341,185535526,TSS,True,515,1287
ENSG00000168884.14,chr4,2756013,2756396,TSS,False,19,172
ENSG00000109171.14,chr4,48341419,48342128,TSS,False,23,116
ENSG00000156219.16,chr4,76103969,76107760,ES,False,13,123
ENSG00000156219.16,chr4,76103969,76112385,ES,False,20,167
ENSG00000156219.16,chr4,76104629,76107760,ES,False,90,113
ENSG00000156219.16,chr4,76104629,76112385,ES,True,16,131
ENSG00000156219.16,chr4,76074648,76074819,TSS,True,32,195
ENSG00000156219.16,chr4,76078749,76079141,TSS,True,173,195
PB_novel_256313,chr4,119027218,119027438,PAS,True,69,115
PB_novel_256313,chr4,119029844,119031200,TSS,True,69,115
ENSG00000170185.9,chr4,143195845,143203407,ES,True,27,153
ENSG00000170185.9,chr4,143184916,143186132,TSS,True,19,169
ENSG00000151729.10,chr4,185145899,185146554,IR,True,59,142
ENSG00000138768.14,chr4,75724530,75724885,TSS,True,27,131
ENSG00000138768.14,chr4,75813205,75814287,PAS,True,26,129
ENSG00000138768.14,chr4,75801078,75801179,PAS,True,104,124
ENSG00000138757.14,chr4,75648741,75655065,ES,False,63,130
ENSG00000138757.14,chr4,75673207,75673440,TSS,True,36,149
ENSG00000138757.14,chr4,75724275,75725315,TSS,True,133,149
ENSG00000175920.17,chr4,3463429,3463505,IR,True,113,145
ENSG00000175920.17,chr4,3461743,3463429,TSS,False,91,205
ENSG00000175920.17,chr4,3463335,3463551,TSS,True,170,205
ENSG00000047315.15,chr4,56978830,56979004,TSS,True,16,111
ENSG00000269893.6,chr4,118278757,118278792,TSS,True,77,114
ENSG00000269893.6,chr4,118278757,118279137,TSS,True,80,114
ENSG00000168936.10,chr4,1717428,1718151,ES,False,48,137
ENSG00000168936.10,chr4,1720632,1721320,TSS,True,66,161
ENSG00000168936.10,chr4,1718151,1718605,TSS,False,127,156
ENSG00000172403.10,chr4,119026701,119027438,TSS,True,1563,2230
ENSG00000123933.16,chr4,2261916,2262128,TSS,True,34,196
ENSG00000163995.19,chr4,8096567,8097098,3AS,True,16,126
ENSG00000163995.19,chr4,8096597,8097098,IR,True,108,135
ENSG00000163995.19,chr4,8094986,8096597,PAS,True,167,275
ENSG00000163995.19,chr4,8024923,8027857,PAS,True,260,291
ENSG00000163995.19,chr4,8158679,8158872,TSS,True,318,406
ENSG00000163995.19,chr4,8127546,8127739,TSS,True,253,394
ENSG00000164122.8,chr4,176268912,176269221,TSS,True,40,189
ENSG00000138668.18,chr4,82355401,82356795,ES,False,126,209
ENSG00000118564.14,chr4,15644657,15655203,3AS,False,39,261
ENSG00000052795.12,chr4,158768889,158769319,TSS,True,69,124
ENSG00000052795.12,chr4,158866254,158869428,TSS,True,94,117
ENSG00000052795.12,chr4,158841725,158841952,TSS,True,91,121
ENSG00000052795.12,chr4,158904465,158908050,PAS,False,22,121
ENSG00000164022.16,chr4,106328075,106328244,PAS,True,84,116
ENSG00000164022.16,chr4,106347525,106349222,PAS,True,34,116
ENSG00000164093.16,chr4,110622255,110623077,TSS,True,40,100
ENSG00000164093.16,chr4,110621163,110621531,TSS,True,86,100
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,21,110
ENSG00000159692.15,chr4,1212423,1212912,3AS,False,325,457
ENSG00000159692.15,chr4,1238337,1248915,ES,False,106,410
ENSG00000159692.15,chr4,1211432,1212426,PAS,True,332,465
ENSG00000159692.15,chr4,1211429,1212423,PAS,True,140,465
ENSG00000159692.15,chr4,1248915,1249467,TSS,True,73,484
ENSG00000141027.20,chr17,16126206,16137310,3AS,False,62,100
ENSG00000141027.20,chr17,16149517,16151945,ES,False,81,108
ENSG00000141027.20,chr17,16194639,16215361,ES,False,75,107
ENSG00000141027.20,chr17,16029156,16032483,PAS,True,114,133
ENSG00000141027.20,chr17,16126116,16126206,PAS,False,49,111
ENSG00000141027.20,chr17,16126101,16126209,PAS,True,73,111
ENSG00000141027.20,chr17,16215361,16215591,TSS,True,26,133
ENSG00000186868.15,chr17,45894471,45894686,TSS,True,75,112
ENSG00000167693.16,chr17,979318,979823,TSS,True,65,172
ENSG00000006062.15,chr17,45316959,45317107,TSS,True,48,103
ENSG00000006062.15,chr17,45286430,45286924,TSS,True,88,100
ENSG00000196704.11,chr17,68248086,68248639,IR,False,29,112
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,72,154
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,118,154
ENSG00000125414.18,chr17,10521146,10521432,PAS,True,708,2473
ENSG00000125414.18,chr17,10531657,10531888,PAS,True,1757,1989
ENSG00000125414.18,chr17,10549635,10549701,TSS,True,1368,2675
ENSG00000029725.16,chr17,5282258,5282520,TSS,True,36,208
ENSG00000029725.16,chr17,5383121,5386340,PAS,True,42,202
ENSG00000169718.17,chr17,82058408,82058780,3AS,False,62,390
ENSG00000169718.17,chr17,82058408,82058780,IR,False,62,189
ENSG00000169718.17,chr17,82058416,82058780,IR,False,320,446
ENSG00000188554.13,chr17,43190776,43193093,ES,True,22,126
ENSG00000188554.13,chr17,43171179,43171302,TSS,True,77,173
ENSG00000243678.11,chr17,51163643,51166956,TSS,True,300,379
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,89,379
ENSG00000070495.14,chr17,76712836,76716722,PAS,False,88,106
ENSG00000070495.14,chr17,76726346,76726694,TSS,True,26,114
ENSG00000170175.10,chr17,7445021,7445185,TSS,True,70,254
ENSG00000108312.14,chr17,44220739,44221037,TSS,True,101,117
ENSG00000108312.14,chr17,44219444,44219904,TSS,True,76,117
ENSG00000108312.14,chr17,44218964,44219172,TSS,True,89,117
ENSG00000182473.21,chr17,76103632,76103791,TSS,True,158,232
ENSG00000219200.11,chr17,7012757,7013665,5AS,False,25,142
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,31,148
ENSG00000219200.11,chr17,7012622,7012757,TSS,True,123,148
ENSG00000185624.14,chr17,81860326,81860636,TSS,True,123,1058
ENSG00000173991.5,chr17,39665345,39665469,TSS,True,973,3377
ENSG00000131462.7,chr17,42609647,42609786,TSS,True,27,178
ENSG00000008838.19,chr17,40019645,40019784,IR,False,165,187
ENSG00000008838.19,chr17,40020350,40021954,3AS,True,21,181
ENSG00000008838.19,chr17,40019091,40019645,PAS,True,22,188
ENSG00000008838.19,chr17,40019096,40019933,PAS,True,165,187
ENSG00000008838.19,chr17,40054360,40054708,TSS,True,150,190
ENSG00000008838.19,chr17,40023130,40024359,TSS,True,129,190
ENSG00000108671.10,chr17,32480631,32480752,IR,False,633,709
ENSG00000108671.10,chr17,32480752,32483319,PAS,True,86,719
ENSG00000108671.10,chr17,32480488,32483319,PAS,True,639,715
ENSG00000220205.8,chr17,8162877,8162978,TSS,False,22,102
ENSG00000167543.15,chr17,29568613,29568830,TSS,True,23,107
ENSG00000175662.17,chr17,17972261,17972441,TSS,True,110,127
ENSG00000167085.11,chr17,49414834,49414901,TSS,False,37,203
ENSG00000185359.12,chr17,81683960,81684103,TSS,True,67,218
ENSG00000173757.9,chr17,42276247,42276586,TSS,False,48,154
ENSG00000129250.11,chr17,4998156,4999849,ES,False,494,553
ENSG00000129250.11,chr17,4997673,4998156,TSS,True,282,838
ENSG00000129250.11,chr17,5023467,5026981,PAS,False,145,737
ENSG00000129250.11,chr17,5020805,5020841,PAS,True,624,710
ENSG00000167881.14,chr17,76072307,76072517,TSS,True,32,290
ENSG00000167549.18,chr17,29615854,29615944,3AS,False,1003,1202
ENSG00000167549.18,chr17,29616847,29617499,5AS,True,87,259
ENSG00000167549.18,chr17,29617042,29617499,IR,False,835,992
ENSG00000167549.18,chr17,29621423,29622687,3AS,False,159,837
ENSG00000167549.18,chr17,29614756,29615854,PAS,True,238,1240
ENSG00000167549.18,chr17,29614756,29615857,PAS,True,1041,1240
ENSG00000167549.18,chr17,29622687,29622921,TSS,True,611,1463
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,88,370
ENSG00000141279.15,chr17,47612481,47612602,TSS,True,312,361
ENSG00000141279.15,chr17,47621767,47623276,PAS,True,42,370
ENSG00000108878.4,chr17,67044574,67044889,TSS,False,256,433
ENSG00000141542.10,chr17,82657050,82658134,PAS,True,21,103
ENSG00000132522.15,chr17,7312655,7312839,PAS,True,43,219
ENSG00000132522.15,chr17,7314555,7314597,PAS,True,175,206
ENSG00000132522.15,chr17,7315330,7316258,TSS,False,98,219
ENSG00000132522.15,chr17,7314958,7315365,TSS,True,145,219
ENSG00000125458.6,chr17,75131533,75131807,TSS,True,60,138
ENSG00000141367.11,chr17,59619349,59620173,TSS,True,30,120
ENSG00000141367.11,chr17,59693727,59695115,PAS,True,32,120
ENSG00000136448.11,chr17,45061298,45061460,TSS,True,72,204
ENSG00000136448.11,chr17,45105618,45109016,PAS,True,32,154
ENSG00000136448.11,chr17,45081643,45081674,PAS,True,106,134
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,50,114
ENSG00000030582.17,chr17,44349658,44349751,TSS,True,90,111
ENSG00000108946.14,chr17,68511720,68512142,TSS,True,854,1080
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,311,1080
ENSG00000196535.16,chr17,29071118,29074914,PAS,True,169,447
ENSG00000196535.16,chr17,29084557,29085648,PAS,True,168,273
ENSG00000196535.16,chr17,29111721,29111957,TSS,True,383,430
ENSG00000196535.16,chr17,29079726,29080814,TSS,True,123,282
ENSG00000109061.9,chr17,10492306,10492568,PAS,False,1291,7336
ENSG00000109061.9,chr17,10518519,10518545,TSS,False,2475,7794
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,20,137
ENSG00000197063.10,chr17,81927527,81927738,TSS,True,55,172
ENSG00000184009.11,chr17,81511626,81511762,IR,False,120,213
ENSG00000184009.11,chr17,81511626,81511902,ES,False,440,561
ENSG00000184009.11,chr17,81511626,81511902,3AS,False,440,527
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,103,721
ENSG00000278311.4,chr17,36578186,36579244,5AS,True,83,101
ENSG00000278311.4,chr17,36544905,36545097,TSS,True,44,108
ENSG00000278311.4,chr17,36545485,36545817,TSS,True,70,108
ENSG00000278311.4,chr17,36586049,36586175,PAS,True,40,108
ENSG00000278311.4,chr17,36589207,36589848,PAS,True,80,108
ENSG00000108861.8,chr17,43766784,43769581,IR,False,96,339
ENSG00000108861.8,chr17,43766120,43769814,PAS,True,99,350
ENSG00000108861.8,chr17,43766121,43766784,PAS,True,308,405
ENSG00000108861.8,chr17,43778799,43779000,TSS,True,60,405
ENSG00000108515.17,chr17,4951182,4951827,5AS,False,6878,8622
ENSG00000108515.17,chr17,4949590,4951224,TSS,True,7479,9137
ENSG00000108515.17,chr17,4949563,4951182,TSS,True,2223,9137
ENSG00000108298.11,chr17,39200112,39200349,TSS,False,92,911
ENSG00000168256.17,chr17,42020051,42020204,TSS,True,50,122
ENSG00000132376.19,chr17,1516455,1516895,TSS,True,34,141
ENSG00000141522.11,chr17,81871297,81871406,TSS,True,68,119
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,37,207
ENSG00000007168.12,chr17,2593611,2594006,TSS,True,39,103
ENSG00000184185.9,chr17,21376302,21376913,TSS,False,57,124
ENSG00000170412.16,chr17,74430943,74432141,TSS,False,93,149
ENSG00000170412.16,chr17,74431411,74432523,TSS,True,123,149
ENSG00000170412.16,chr17,74439742,74440827,TSS,True,105,149
ENSG00000170412.16,chr17,74424766,74424932,TSS,False,133,149
ENSG00000168610.14,chr17,42316851,42317181,3AS,False,46,416
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,77,417
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,98,378
