gene,chr,start,end,splice_type,novel,WTC11_ENCFF388HXU_in_cov,WTC11_ENCFF388HXU_total_cov
ENSG00000144043.11,chr2,70994687,70994882,TSS,False,18,125
ENSG00000198648.10,chr2,168063570,168074981,ES,True,69,142
ENSG00000136720.6,chr2,128318036,128318867,TSS,True,44,243
ENSG00000168758.10,chr2,96869875,96870099,TSS,False,175,242
ENSG00000168758.10,chr2,96869186,96869497,TSS,True,161,242
ENSG00000184182.18,chr2,237994809,238025341,ES,False,18,112
ENSG00000138399.17,chr2,169537340,169540050,ES,False,32,164
ENSG00000138399.17,chr2,169563350,169571652,ES,False,22,160
ENSG00000138399.17,chr2,169573668,169573914,TSS,True,38,180
ENSG00000169679.14,chr2,110677969,110678089,TSS,True,93,798
ENSG00000243147.7,chr2,27771655,27771799,TSS,True,35,125
ENSG00000243147.7,chr2,27771720,27771803,TSS,True,103,125
ENSG00000197713.14,chr2,210002783,210015972,ES,False,27,269
ENSG00000197713.14,chr2,210002567,210002783,TSS,True,32,302
ENSG00000144028.14,chr2,96305392,96305574,TSS,False,337,733
ENSG00000138081.20,chr2,47806751,47808247,PAS,True,36,128
ENSG00000138081.20,chr2,47810547,47813377,PAS,True,98,124
ENSG00000138081.20,chr2,47905488,47906533,TSS,True,33,131
ENSG00000115947.13,chr2,147975975,148020632,5AS,False,138,163
ENSG00000115947.13,chr2,148020632,148020769,TSS,True,49,200
ENSG00000115947.13,chr2,148020607,148020759,TSS,True,172,200
ENSG00000163249.11,chr2,207726876,207737410,ES,False,20,106
ENSG00000163249.11,chr2,207737446,207742222,ES,False,20,106
ENSG00000163249.11,chr2,207711515,207712116,TSS,True,29,133
ENSG00000115966.16,chr2,175118369,175130137,ES,False,90,170
ENSG00000115966.16,chr2,175168049,175168304,TSS,True,29,193
ENSG00000116005.11,chr2,70258092,70258276,TSS,True,46,255
ENSG00000155755.18,chr2,201629852,201632050,IR,True,142,161
ENSG00000155755.18,chr2,201642608,201642696,TSS,True,25,173
ENSG00000119782.13,chr2,24053949,24060813,ES,False,123,167
ENSG00000119782.13,chr2,24060926,24063063,3AS,False,87,160
ENSG00000119782.13,chr2,24063063,24063681,PAS,True,80,167
ENSG00000119782.13,chr2,24063018,24063681,PAS,True,95,167
ENSG00000135968.20,chr2,108449280,108449632,5AS,False,103,121
ENSG00000135968.20,chr2,108492790,108495290,5AS,True,135,151
ENSG00000135968.20,chr2,108448632,108449280,TSS,True,68,171
ENSG00000135968.20,chr2,108448986,108449289,TSS,True,153,171
ENSG00000135968.20,chr2,108507559,108509400,PAS,True,17,165
ENSG00000115464.14,chr2,61187452,61188709,PAS,False,15,128
ENSG00000115687.13,chr2,241112439,241115042,5AS,False,114,131
ENSG00000115687.13,chr2,241149413,241150286,TSS,True,54,155
ENSG00000071575.11,chr2,12717685,12717849,IR,True,17,152
ENSG00000071575.11,chr2,12717685,12718321,IR,True,14,119
ENSG00000071575.11,chr2,12718128,12718321,IR,True,45,354
ENSG00000071575.11,chr2,12716873,12717010,TSS,True,254,415
ENSG00000071575.11,chr2,12716901,12718577,TSS,True,211,415
ENSG00000128641.18,chr2,191400468,191402631,ES,False,50,201
ENSG00000128641.18,chr2,191400468,191408114,ES,False,99,310
ENSG00000128641.18,chr2,191245240,191245626,TSS,True,58,328
ENSG00000163029.15,chr2,17745951,17753625,ES,False,136,180
ENSG00000163029.15,chr2,17753625,17754596,TSS,True,67,247
ENSG00000114942.13,chr2,206159684,206159958,3AS,False,120,163
ENSG00000114942.13,chr2,206159580,206159684,TSS,True,373,536
ENSG00000114942.13,chr2,206159602,206160059,TSS,True,185,536
ENSG00000157833.12,chr2,26173067,26173332,TSS,False,27,128
ENSG00000157833.12,chr2,26184885,26185276,TSS,False,99,114
ENSG00000157833.12,chr2,26187230,26189663,PAS,True,61,121
ENSG00000157833.12,chr2,26184232,26187011,PAS,True,77,105
ENSG00000157833.12,chr2,26187714,26189663,PAS,False,105,121
ENSG00000185414.19,chr2,99195572,99199555,PAS,True,18,144
ENSG00000063660.8,chr2,240435349,240436084,TSS,False,25,188
ENSG00000163795.13,chr2,27380471,27380784,TSS,False,25,113
ENSG00000163795.13,chr2,27380092,27380782,TSS,True,96,113
ENSG00000123983.13,chr2,222887888,222908732,ES,False,314,397
ENSG00000123983.13,chr2,222860975,222861258,TSS,True,64,482
ENSG00000158417.10,chr2,99337370,99337589,TSS,True,98,596
ENSG00000136699.19,chr2,130181529,130182128,TSS,False,107,644
ENSG00000171853.15,chr2,3379682,3379876,TSS,True,29,135
ENSG00000171853.15,chr2,3479218,3480457,PAS,True,41,131
ENSG00000171853.15,chr2,3460643,3463214,PAS,True,111,130
ENSG00000168397.16,chr2,241651335,241653511,ES,False,312,377
ENSG00000168397.16,chr2,241671405,241672190,IR,False,280,349
ENSG00000168397.16,chr2,241636744,241637724,TSS,True,63,435
ENSG00000168397.16,chr2,241672190,241673857,PAS,True,100,422
ENSG00000168397.16,chr2,241671311,241673857,PAS,True,357,422
ENSG00000115365.11,chr2,210476619,210476732,TSS,True,91,266
ENSG00000118246.13,chr2,206765654,206766643,5AS,False,97,250
ENSG00000118246.13,chr2,206765371,206765654,TSS,True,174,272
ENSG00000118246.13,chr2,206765382,206765747,TSS,True,122,272
ENSG00000172292.14,chr2,168456077,168456618,TSS,True,47,140
ENSG00000170144.20,chr2,177212805,177215538,5AS,False,260,1167
ENSG00000170144.20,chr2,177212563,177212871,TSS,True,657,1565
ENSG00000170144.20,chr2,177212742,177212805,TSS,True,1305,1565
ENSG00000156966.6,chr2,231395520,231395814,TSS,False,43,223
ENSG00000163516.13,chr2,219230350,219231927,5AS,False,17,167
ENSG00000163516.13,chr2,219234288,219234825,IR,False,136,171
ENSG00000163516.13,chr2,219235312,219235473,IR,False,139,172
ENSG00000163516.13,chr2,219235585,219235707,IR,False,157,176
ENSG00000163516.13,chr2,219229756,219229900,TSS,False,23,191
ENSG00000171865.9,chr2,3548720,3549057,3AS,True,26,224
ENSG00000171865.9,chr2,3541427,3545871,PAS,True,23,226
ENSG00000138386.16,chr2,190648789,190648971,TSS,True,96,107
ENSG00000138386.16,chr2,190648789,190649360,TSS,True,55,107
ENSG00000138386.16,chr2,190657716,190659995,TSS,True,92,107
ENSG00000144021.2,chr2,96268658,96269267,IR,False,292,350
ENSG00000115762.16,chr2,131132991,131140166,5AS,False,306,372
ENSG00000115762.16,chr2,131132991,131140169,3AS,False,45,351
ENSG00000115762.16,chr2,131132991,131140169,IR,False,45,111
ENSG00000115762.16,chr2,131105301,131105398,TSS,True,72,501
ENSG00000198369.9,chr2,65310850,65314169,PAS,True,15,137
ENSG00000115107.19,chr2,119223888,119245488,ES,False,134,150
ENSG00000115107.19,chr2,119223632,119223888,TSS,True,28,178
ENSG00000136731.12,chr2,128091170,128091382,TSS,False,98,116
ENSG00000136731.12,chr2,128091162,128091415,TSS,True,75,116
ENSG00000213626.12,chr2,30231529,30231764,TSS,True,39,195
ENSG00000085760.14,chr2,55263865,55267568,ES,False,85,100
ENSG00000085760.14,chr2,55269168,55269358,TSS,True,40,117
ENSG00000082258.12,chr2,134946146,134947735,5AS,False,202,295
ENSG00000082258.12,chr2,134954379,134954480,IR,False,153,177
ENSG00000082258.12,chr2,134918279,134919012,TSS,True,55,343
ENSG00000082258.12,chr2,134954480,134959342,PAS,True,156,316
ENSG00000082258.12,chr2,134953229,134959339,PAS,True,157,310
ENSG00000115524.15,chr2,197418588,197418895,IR,False,48,164
ENSG00000115524.15,chr2,197418951,197420427,IR,False,20,114
ENSG00000115524.15,chr2,197420231,197420427,IR,True,33,127
ENSG00000115524.15,chr2,197434971,197435113,TSS,True,251,1773
ENSG00000163161.13,chr2,127294053,127294183,TSS,False,33,235
ENSG00000136717.14,chr2,127051243,127059010,ES,False,73,106
ENSG00000136717.14,chr2,127064018,127068923,ES,False,51,112
ENSG00000136717.14,chr2,127106859,127107329,TSS,True,20,131
ENSG00000136715.18,chr2,127955344,127986784,ES,False,51,181
ENSG00000136715.18,chr2,128000451,128010268,3AS,True,21,173
ENSG00000136715.18,chr2,128027939,128028093,TSS,True,70,188
ENSG00000136715.18,chr2,128027091,128027880,TSS,True,145,188
ENSG00000143889.15,chr2,38602600,38602856,IR,False,66,321
ENSG00000143889.15,chr2,38602437,38602937,TSS,True,84,340
ENSG00000143889.15,chr2,38602856,38603062,TSS,True,274,340
ENSG00000153107.12,chr2,111883941,111884318,TSS,True,97,394
ENSG00000180228.12,chr2,178450965,178451206,TSS,True,33,283
ENSG00000011566.14,chr2,39299801,39309460,ES,False,99,235
ENSG00000011566.14,chr2,39436891,39437344,TSS,True,37,263
ENSG00000138363.14,chr2,215311947,215312161,TSS,False,97,644
ENSG00000144366.15,chr2,188292166,188383762,5AS,False,137,161
ENSG00000144366.15,chr2,188293112,188383762,5AS,False,123,137
ENSG00000144366.15,chr2,188383889,188477658,ES,False,282,314
ENSG00000144366.15,chr2,188291589,188292166,TSS,True,206,350
ENSG00000144366.15,chr2,188292763,188293112,TSS,True,221,350
ENSG00000144366.15,chr2,188593939,188595949,PAS,True,44,330
ENSG00000028116.17,chr2,58046821,58048826,5AS,False,25,116
ENSG00000028116.17,chr2,58146474,58159348,ES,False,91,121
ENSG00000028116.17,chr2,58046621,58046821,TSS,True,117,142
ENSG00000028116.17,chr2,58046636,58046868,TSS,True,48,142
ENSG00000028116.17,chr2,58159348,58164001,PAS,True,21,142
ENSG00000144199.11,chr2,97091712,97094700,ES,False,19,108
ENSG00000144381.16,chr2,197499781,197499958,TSS,True,654,6040
ENSG00000068912.13,chr2,53801842,53809213,ES,False,30,200
ENSG00000144224.16,chr2,135753567,135754158,IR,False,402,456
ENSG00000144224.16,chr2,135741618,135742011,TSS,True,72,527
ENSG00000115540.14,chr2,197516146,197535529,ES,False,93,620
ENSG00000163166.14,chr2,127526174,127527112,TSS,True,66,394
ENSG00000115446.11,chr2,98618167,98618515,PAS,True,15,124
ENSG00000143947.13,chr2,55232655,55232708,TSS,True,328,1252
ENSG00000143947.13,chr2,55232687,55232872,TSS,True,986,1252
ENSG00000115526.10,chr2,100417373,100417825,TSS,False,47,145
ENSG00000125629.14,chr2,118088460,118088541,TSS,True,39,136
ENSG00000125629.14,chr2,118088471,118088545,TSS,True,115,136
ENSG00000138101.18,chr2,25379323,25387288,ES,False,75,100
ENSG00000138101.18,chr2,25451635,25482795,ES,False,20,108
ENSG00000138101.18,chr2,25371717,25377553,PAS,True,30,130
ENSG00000128656.13,chr2,175005205,175005440,TSS,True,29,110
ENSG00000134323.11,chr2,15941800,15942854,TSS,True,178,417
ENSG00000134323.11,chr2,15940550,15940743,TSS,True,266,417
ENSG00000138078.15,chr2,44346390,44361379,ES,False,37,111
ENSG00000138078.15,chr2,44346390,44361416,5AS,False,13,125
ENSG00000138078.15,chr2,44361523,44362808,TSS,True,164,194
ENSG00000138078.15,chr2,44361379,44361547,TSS,True,83,194
ENSG00000138078.15,chr2,44361416,44361559,TSS,True,173,194
ENSG00000162869.15,chr2,48440738,48441010,TSS,True,18,105
PB_novel_212520,chr2,77088822,77090732,IR,True,53,101
PB_novel_212520,chr2,77088569,77088822,TSS,True,51,108
PB_novel_212520,chr2,77088570,77090900,TSS,True,61,108
PB_novel_212520,chr2,77093659,77099886,PAS,True,53,106
PB_novel_212520,chr2,77093656,77099877,PAS,True,62,106
ENSG00000151694.13,chr2,9555508,9556317,TSS,True,17,125
ENSG00000136718.9,chr2,130342935,130343085,5AS,False,268,379
ENSG00000136718.9,chr2,130342935,130343085,IR,False,268,334
ENSG00000136718.9,chr2,130342962,130343085,IR,False,111,177
ENSG00000136718.9,chr2,130341741,130342935,TSS,True,204,463
ENSG00000136718.9,chr2,130342881,130342962,TSS,True,352,463
ENSG00000136718.9,chr2,130342217,130343194,TSS,True,399,463
ENSG00000068878.14,chr2,53970542,53971040,TSS,True,109,132
ENSG00000130147.15,chr2,234951969,234952170,TSS,True,42,185
ENSG00000130147.15,chr2,235041267,235043247,TSS,True,160,185
ENSG00000142330.19,chr2,240596521,240596680,IR,True,91,109
ENSG00000142330.19,chr2,240596521,240597887,ES,False,13,108
ENSG00000142330.19,chr2,240584888,240587052,TSS,True,26,149
ENSG00000138074.14,chr2,27212019,27212307,TSS,False,649,779
ENSG00000138074.14,chr2,27211899,27211980,TSS,True,575,779
ENSG00000138074.14,chr2,27211710,27211802,TSS,True,691,779
ENSG00000138074.14,chr2,27211766,27211914,TSS,False,565,779
ENSG00000162959.13,chr2,32010186,32010682,TSS,True,15,104
ENSG00000138376.10,chr2,214809411,214809726,TSS,True,33,151
ENSG00000134308.13,chr2,9630940,9631046,TSS,False,492,1914
ENSG00000134308.13,chr2,9630158,9630765,TSS,True,1495,1914
ENSG00000005448.16,chr2,74421816,74422152,3AS,False,95,106
ENSG00000005448.16,chr2,74421816,74422152,IR,False,95,112
ENSG00000005448.16,chr2,74421707,74421816,TSS,True,31,138
ENSG00000005448.16,chr2,74421726,74422375,TSS,True,124,138
ENSG00000084676.15,chr2,24490924,24491602,TSS,True,28,122
ENSG00000084676.15,chr2,24768220,24770591,PAS,True,19,116
ENSG00000084676.15,chr2,24768223,24770591,PAS,True,102,116
ENSG00000119772.16,chr2,25248252,25249656,5AS,True,68,113
ENSG00000119772.16,chr2,25248252,25252193,ES,True,170,278
ENSG00000119772.16,chr2,25252193,25252337,TSS,False,171,451
ENSG00000115421.12,chr2,60756349,60760133,5AS,False,19,112
ENSG00000115421.12,chr2,60756239,60756495,TSS,True,36,129
ENSG00000115421.12,chr2,60756232,60756349,TSS,True,110,129
ENSG00000135919.12,chr2,223980397,223982680,3AS,False,145,167
ENSG00000084774.13,chr2,27216845,27217633,TSS,True,245,410
ENSG00000136709.11,chr2,127701026,127706552,PAS,False,32,224
ENSG00000136709.11,chr2,127762506,127764979,PAS,True,140,166
ENSG00000136709.11,chr2,127811011,127811234,TSS,True,73,232
ENSG00000138071.13,chr2,65227761,65227957,TSS,True,113,585
ENSG00000173272.15,chr2,131492206,131492417,TSS,True,25,144
ENSG00000135932.10,chr2,230712824,230713230,TSS,False,30,283
ENSG00000091409.14,chr2,172489613,172491023,5AS,True,66,424
ENSG00000091409.14,chr2,172427578,172427970,TSS,True,102,484
ENSG00000114956.19,chr2,73927052,73946718,ES,False,174,252
ENSG00000114956.19,chr2,73946906,73958145,ES,False,120,238
ENSG00000168883.19,chr2,85648853,85649016,IR,False,66,433
ENSG00000168883.19,chr2,85616102,85616463,TSS,True,47,436
ENSG00000168883.19,chr2,85648760,85649284,PAS,True,67,434
ENSG00000168883.19,chr2,85649016,85649284,PAS,True,370,436
ENSG00000138085.16,chr2,27212467,27213176,5AS,False,254,327
ENSG00000138085.16,chr2,27212015,27212467,TSS,False,79,333
ENSG00000138085.16,chr2,27212343,27212607,TSS,True,262,333
ENSG00000135912.10,chr2,218710785,218711037,TSS,True,41,213
ENSG00000173960.13,chr2,23940398,23940648,TSS,False,14,102
ENSG00000239779.6,chr2,74458671,74459642,ES,False,88,107
ENSG00000239779.6,chr2,74457828,74458671,TSS,True,20,127
ENSG00000138443.15,chr2,203394846,203395658,3AS,False,34,233
ENSG00000138443.15,chr2,203395780,203402575,ES,False,214,241
ENSG00000138443.15,chr2,203402734,203416907,ES,False,110,235
ENSG00000138443.15,chr2,203328259,203328631,TSS,True,71,315
ENSG00000138443.15,chr2,203427176,203432169,PAS,True,28,259
ENSG00000048991.16,chr2,135605016,135621493,ES,False,160,200
ENSG00000048991.16,chr2,135639122,135645378,ES,False,160,193
ENSG00000048991.16,chr2,135645527,135651732,3AS,False,85,205
ENSG00000048991.16,chr2,135531308,135531633,TSS,True,34,231
ENSG00000180398.12,chr2,46907969,46915722,ES,False,36,217
ENSG00000180398.12,chr2,46915722,46915821,TSS,True,60,280
ENSG00000153827.13,chr2,229793130,229795178,3AS,True,52,221
ENSG00000153827.13,chr2,229805802,229807707,3AS,False,32,128
ENSG00000153827.13,chr2,229805883,229807707,5AS,True,96,131
ENSG00000153827.13,chr2,229858831,229858918,IR,False,24,150
ENSG00000153827.13,chr2,229859574,229879981,ES,False,75,128
ENSG00000153827.13,chr2,229921879,229922235,TSS,True,179,277
ENSG00000138095.18,chr2,43995798,43996233,TSS,False,243,1589
ENSG00000136536.14,chr2,159712606,159729008,5AS,False,212,609
ENSG00000136536.14,chr2,159712661,159729008,ES,False,348,393
ENSG00000136536.14,chr2,159712209,159712661,TSS,True,320,719
ENSG00000136536.14,chr2,159712174,159712606,TSS,True,481,719
ENSG00000144591.18,chr2,219498938,219499960,3AS,False,31,107
ENSG00000144591.18,chr2,219498826,219498938,TSS,False,53,162
ENSG00000144591.18,chr2,219498888,219499254,TSS,True,121,162
ENSG00000115211.15,chr2,27369209,27369413,3AS,False,115,314
ENSG00000115211.15,chr2,27370283,27370443,TSS,True,39,321
ENSG00000115306.15,chr2,54557959,54558887,TSS,False,421,583
ENSG00000075292.18,chr2,71331865,71348752,5AS,False,97,198
ENSG00000075292.18,chr2,71331875,71355718,ES,False,18,121
ENSG00000075292.18,chr2,71276554,71276754,TSS,True,350,415
ENSG00000075292.18,chr2,71331712,71331875,TSS,True,292,414
ENSG00000075292.18,chr2,71331671,71331865,TSS,True,303,414
ENSG00000075292.18,chr2,71434741,71435062,PAS,True,79,413
ENSG00000075292.18,chr2,71395246,71395756,PAS,False,308,344
ENSG00000115239.21,chr2,53750941,53786820,ES,False,12,108
ENSG00000115239.21,chr2,53786820,53787007,TSS,True,27,137
ENSG00000275052.4,chr2,55577356,55579678,ES,False,158,242
ENSG00000275052.4,chr2,55547291,55550006,PAS,True,41,295
ENSG00000275052.4,chr2,55617143,55617815,TSS,True,47,303
ENSG00000186522.14,chr2,109544324,109546049,IR,True,193,276
ENSG00000186522.14,chr2,109585838,109613797,ES,False,27,238
ENSG00000186522.14,chr2,109542759,109544324,PAS,True,102,302
ENSG00000186522.14,chr2,109542796,109546237,PAS,True,202,285
ENSG00000186522.14,chr2,109613797,109614196,TSS,True,37,302
ENSG00000115486.11,chr2,85561385,85561810,TSS,True,23,115
ENSG00000144120.12,chr2,119679225,119680831,5AS,False,47,116
ENSG00000144120.12,chr2,119679163,119679276,TSS,True,88,134
ENSG00000144120.12,chr2,119679162,119679617,TSS,True,117,134
ENSG00000144120.12,chr2,119679139,119679225,TSS,True,83,134
ENSG00000144120.12,chr2,119680831,119682119,PAS,True,20,134
ENSG00000136682.14,chr2,113438022,113441350,ES,False,198,229
ENSG00000163541.11,chr2,84459172,84459295,TSS,True,12,105
ENSG00000080345.17,chr2,151468146,151468640,ES,False,60,155
ENSG00000080345.17,chr2,151409877,151410033,TSS,True,202,227
ENSG00000080345.17,chr2,151462882,151466120,TSS,False,153,226
ENSG00000064933.17,chr2,189784086,189784593,TSS,True,61,348
ENSG00000213639.9,chr2,28752176,28781803,3AS,True,126,457
ENSG00000213639.9,chr2,28783978,28799198,ES,True,134,469
ENSG00000213639.9,chr2,28751515,28751820,TSS,False,380,502
ENSG00000213639.9,chr2,28751796,28752176,TSS,True,180,502
ENSG00000159399.9,chr2,74834078,74834643,TSS,False,139,278
ENSG00000127824.13,chr2,219253855,219253918,TSS,True,40,115
ENSG00000127824.13,chr2,219253208,219253351,TSS,False,102,115
ENSG00000116001.15,chr2,70214491,70215370,3AS,False,56,307
ENSG00000116001.15,chr2,70216499,70216885,5AS,False,229,296
ENSG00000116001.15,chr2,70224629,70227734,ES,False,207,247
ENSG00000116001.15,chr2,70224629,70227734,IR,True,207,231
ENSG00000116001.15,chr2,70227822,70229058,ES,False,182,207
ENSG00000116001.15,chr2,70227822,70229058,IR,True,182,206
ENSG00000116001.15,chr2,70227822,70229263,ES,False,35,241
ENSG00000116001.15,chr2,70248404,70248770,TSS,True,86,359
ENSG00000115657.13,chr2,219218124,219219040,TSS,True,14,127
ENSG00000154518.9,chr2,175181655,175181711,TSS,False,70,432
ENSG00000154518.9,chr2,175181354,175181661,TSS,True,376,432
ENSG00000115042.9,chr2,95402872,95405552,ES,False,66,103
ENSG00000115042.9,chr2,95412542,95412676,IR,True,109,130
ENSG00000115042.9,chr2,95412764,95412894,IR,True,118,134
ENSG00000115042.9,chr2,95402690,95402872,TSS,True,42,145
ENSG00000115042.9,chr2,95402677,95402992,TSS,True,112,145
ENSG00000115042.9,chr2,95412894,95415547,PAS,True,26,143
ENSG00000144567.10,chr2,219178219,219178633,TSS,True,21,105
ENSG00000163535.17,chr2,200526091,200526252,TSS,True,23,154
ENSG00000135974.9,chr2,105342974,105343100,IR,False,25,106
ENSG00000143924.18,chr2,42256630,42263177,ES,False,188,449
ENSG00000143924.18,chr2,42169258,42169636,TSS,True,137,582
ENSG00000042493.15,chr2,85413983,85414073,TSS,True,37,197
ENSG00000168393.12,chr2,241678649,241685768,ES,False,51,196
ENSG00000115827.13,chr2,171434085,171434270,TSS,False,85,105
ENSG00000115827.13,chr2,171434146,171434703,TSS,False,46,105
ENSG00000115875.18,chr2,38751228,38751439,TSS,True,66,578
ENSG00000068654.15,chr2,86105699,86106147,TSS,True,89,201
ENSG00000071051.13,chr2,105855289,105892981,ES,False,65,401
ENSG00000018510.14,chr2,177392739,177393049,TSS,True,66,384
ENSG00000115275.12,chr2,74464895,74465951,TSS,True,41,203
ENSG00000115414.18,chr2,215372015,215372108,IR,False,131,169
ENSG00000115414.18,chr2,215435654,215436121,TSS,True,90,189
PB_novel_212390,chr2,7878481,7891272,ES,True,67,145
PB_novel_212390,chr2,7876640,7878481,TSS,True,95,239
ENSG00000143727.15,chr2,271939,275139,ME,False,128,605
ENSG00000143727.15,chr2,271939,272191,ES,False,138,206
ENSG00000143727.15,chr2,272305,275139,IR,True,189,212
ENSG00000135632.11,chr2,73214212,73214362,TSS,True,25,197
