gene,chr,start,end,splice_type,novel,lower_lobe_of_left_lung_ENCFF779VVX_in_cov,lower_lobe_of_left_lung_ENCFF779VVX_total_cov
ENSG00000042493.15,chr2,85410316,85410405,TSS,True,275,614
ENSG00000042493.15,chr2,85413983,85414073,TSS,True,412,614
ENSG00000115363.13,chr2,75518208,75522364,ES,True,97,114
ENSG00000115363.13,chr2,75518208,75560679,ES,False,29,114
ENSG00000115363.13,chr2,75560679,75560994,TSS,True,49,157
ENSG00000115363.13,chr2,75561256,75561340,TSS,True,115,157
ENSG00000119004.15,chr2,203239134,203251966,ES,False,39,163
ENSG00000119004.15,chr2,203245895,203251966,ES,False,19,126
ENSG00000144579.7,chr2,218400004,218400157,TSS,True,114,155
ENSG00000144579.7,chr2,218403318,218403417,TSS,True,127,155
ENSG00000144579.7,chr2,218401561,218401712,TSS,True,128,155
ENSG00000198612.10,chr2,237086042,237087126,IR,True,92,105
ENSG00000198612.10,chr2,237085338,237086042,TSS,True,15,117
ENSG00000198612.10,chr2,237097662,237102019,PAS,True,13,117
ENSG00000115414.18,chr2,215372015,215372108,IR,False,99,149
ENSG00000115414.18,chr2,215372015,215373321,ES,False,56,145
ENSG00000115414.18,chr2,215372015,215373321,3AS,False,56,106
ENSG00000115414.18,chr2,215372300,215373321,3AS,False,23,139
ENSG00000115414.18,chr2,215359471,215361626,PAS,True,307,551
ENSG00000115414.18,chr2,215407134,215407321,PAS,True,158,304
ENSG00000115414.18,chr2,215412760,215414958,PAS,True,249,304
ENSG00000115414.18,chr2,215408297,215408426,PAS,False,261,304
ENSG00000115414.18,chr2,215375213,215375394,TSS,True,213,247
ENSG00000115414.18,chr2,215435654,215436121,TSS,True,262,554
ENSG00000115414.18,chr2,215373321,215373412,TSS,True,219,247
ENSG00000115414.18,chr2,215376497,215376674,TSS,True,218,247
ENSG00000143727.15,chr2,271939,275139,ME,False,91,533
ENSG00000143727.15,chr2,271939,272191,ES,False,92,190
ENSG00000115590.13,chr2,101991996,102008514,5AS,True,137,419
ENSG00000115590.13,chr2,101992011,102008514,5AS,False,217,281
ENSG00000115590.13,chr2,101991836,101991996,TSS,True,321,464
ENSG00000115590.13,chr2,101991823,101992011,TSS,False,238,464
ENSG00000115590.13,chr2,101991959,101992033,TSS,True,399,464
ENSG00000115590.13,chr2,102028225,102028544,PAS,True,58,464
ENSG00000144118.13,chr2,120252980,120278617,3AS,False,243,376
ENSG00000144118.13,chr2,120252755,120252980,TSS,True,62,445
ENSG00000130508.10,chr2,1648171,1649673,TSS,True,36,108
ENSG00000115415.18,chr2,190968991,190970717,PAS,True,232,674
ENSG00000115415.18,chr2,190975533,190975887,PAS,True,521,670
ENSG00000115415.18,chr2,190988561,190989674,PAS,True,244,277
ENSG00000115415.18,chr2,191014017,191014232,TSS,True,435,678
ENSG00000115415.18,chr2,190984309,190984395,TSS,True,331,630
ENSG00000153093.18,chr2,110841405,110933488,ES,False,36,321
ENSG00000153093.18,chr2,110933642,110987107,ES,False,243,289
ENSG00000153093.18,chr2,110732478,110732774,TSS,True,46,351
ENSG00000153093.18,chr2,111117615,111118548,PAS,True,97,351
ENSG00000163466.15,chr2,218253890,218256753,PAS,True,157,1523
ENSG00000169756.16,chr2,108534375,108534594,TSS,True,161,279
ENSG00000169756.16,chr2,108588290,108588425,TSS,False,238,279
ENSG00000169756.16,chr2,108621206,108621461,TSS,True,245,279
ENSG00000169756.16,chr2,108654963,108655256,TSS,True,222,279
ENSG00000168890.13,chr2,85600018,85601020,ES,False,25,153
ENSG00000168890.13,chr2,85601107,85601434,IR,False,130,145
ENSG00000168890.13,chr2,85602606,85602809,TSS,True,50,162
ENSG00000168890.13,chr2,85601883,85602671,TSS,True,130,162
ENSG00000198130.15,chr2,190202081,190205232,PAS,True,25,230
ENSG00000136710.9,chr2,130341944,130342133,5AS,False,24,233
ENSG00000136710.9,chr2,130342014,130342165,TSS,True,47,246
ENSG00000072163.19,chr2,127675013,127675197,TSS,True,45,165
ENSG00000119865.8,chr2,68319221,68319913,TSS,True,22,136
ENSG00000119865.8,chr2,68319771,68320008,TSS,True,119,136
ENSG00000163072.15,chr2,168864833,168868313,PAS,True,40,125
ENSG00000163072.15,chr2,168863376,168866760,PAS,True,102,125
ENSG00000173692.12,chr2,231165199,231165289,PAS,True,170,779
ENSG00000173692.12,chr2,231163634,231163729,PAS,False,642,779
ENSG00000168878.16,chr2,85658855,85661453,3AS,False,10510,11895
ENSG00000168878.16,chr2,85658859,85661453,3AS,True,435,1692
ENSG00000168878.16,chr2,85663479,85663663,3AS,False,4967,30911
ENSG00000168878.16,chr2,85663491,85665605,ME,True,55,206
ENSG00000168878.16,chr2,85663847,85666616,ME,True,166,186
ENSG00000168878.16,chr2,85657681,85659682,PAS,True,13327,32351
ENSG00000168878.16,chr2,85657677,85658855,PAS,True,22473,32999
ENSG00000168878.16,chr2,85668116,85668418,TSS,True,9379,33041
ENSG00000168878.16,chr2,85665605,85668254,TSS,True,29362,33041
ENSG00000127838.13,chr2,218323152,218323431,TSS,False,24,103
ENSG00000127838.13,chr2,218344807,218346793,PAS,True,20,101
ENSG00000138061.11,chr2,38075779,38077230,TSS,True,253,1632
ENSG00000138061.11,chr2,38074345,38075284,TSS,True,1461,1632
ENSG00000153250.19,chr2,160285044,160286977,5AS,False,41,100
ENSG00000153250.19,chr2,160493288,160493938,TSS,True,50,113
ENSG00000153250.19,chr2,160407463,160408117,TSS,False,80,113
ENSG00000168958.19,chr2,227325427,227330625,ES,False,40,216
ENSG00000168958.19,chr2,227340380,227347225,ES,False,75,103
ENSG00000168958.19,chr2,227340380,227352513,ES,False,15,109
ENSG00000168958.19,chr2,227340380,227355676,ES,False,102,241
ENSG00000171863.14,chr2,3575256,3575350,TSS,True,19,108
ENSG00000122085.16,chr2,241097427,241102252,ES,False,21,131
ENSG00000122085.16,chr2,241085884,241089365,PAS,True,122,146
ENSG00000122085.16,chr2,241095030,241096438,PAS,True,30,146
ENSG00000123992.19,chr2,219386948,219387069,3AS,False,88,507
ENSG00000123992.19,chr2,219387163,219387758,5AS,False,323,386
ENSG00000123992.19,chr2,219387758,219387957,TSS,True,235,558
ENSG00000123992.19,chr2,219387575,219387934,TSS,True,493,558
ENSG00000123992.19,chr2,219387277,219387385,TSS,True,473,558
ENSG00000197756.9,chr2,216500031,216501340,IR,False,99,117
ENSG00000197756.9,chr2,216498814,216498877,TSS,True,14,121
ENSG00000197756.9,chr2,216501340,216501467,PAS,True,20,119
ENSG00000197756.9,chr2,216499948,216501460,PAS,True,96,114
ENSG00000077380.15,chr2,171687433,171687627,TSS,True,75,100
ENSG00000077380.15,chr2,171687620,171687873,TSS,True,45,100
ENSG00000077380.15,chr2,171747775,171749697,PAS,True,21,100
ENSG00000115884.10,chr2,20203812,20204195,TSS,True,266,315
ENSG00000115884.10,chr2,20224801,20225140,TSS,True,223,315
ENSG00000116120.9,chr2,222643005,222648739,ES,True,341,381
ENSG00000087338.4,chr2,69878908,69881396,PAS,True,23,175
ENSG00000104231.10,chr8,81715114,81718181,ES,False,137,335
ENSG00000104231.10,chr8,81732198,81732893,TSS,True,265,342
ENSG00000104231.10,chr8,81721226,81721319,TSS,False,100,341
ENSG00000136986.9,chr8,123041969,123042353,TSS,True,38,191
ENSG00000184428.12,chr8,143331339,143334739,ES,False,244,280
ENSG00000179526.16,chr8,144098994,144099276,ES,False,28,247
ENSG00000179526.16,chr8,144099205,144099276,IR,True,203,233
ENSG00000147789.15,chr8,144827609,144837390,ES,True,30,173
ENSG00000147789.15,chr8,144829090,144829477,3AS,False,81,105
ENSG00000147789.15,chr8,144829090,144829477,IR,False,81,114
ENSG00000147789.15,chr8,144827489,144827609,TSS,False,70,250
ENSG00000147789.15,chr8,144841354,144843690,PAS,True,30,197
ENSG00000164754.14,chr8,116845932,116847691,PAS,True,96,155
ENSG00000164754.14,chr8,116845935,116850767,PAS,True,69,149
ENSG00000164754.14,chr8,116874610,116874896,TSS,False,63,157
ENSG00000164754.14,chr8,116874362,116874613,TSS,False,141,157
ENSG00000008513.15,chr8,133476074,133476277,IR,False,165,263
ENSG00000008513.15,chr8,133571692,133572079,TSS,True,187,442
ENSG00000008513.15,chr8,133475718,133476600,TSS,True,319,431
ENSG00000147804.9,chr8,144416597,144416917,TSS,True,28,146
ENSG00000147804.9,chr8,144415226,144416290,TSS,True,131,146
ENSG00000164808.16,chr8,47260898,47260991,TSS,True,54,146
ENSG00000164808.16,chr8,47735306,47737022,PAS,True,21,144
ENSG00000120992.17,chr8,54101754,54102030,TSS,True,32,287
ENSG00000147642.16,chr8,109619039,109644635,ES,False,50,104
ENSG00000147642.16,chr8,109644635,109644841,TSS,True,25,126
ENSG00000173137.11,chr8,144391711,144391782,IR,False,83,116
ENSG00000173137.11,chr8,144373982,144374107,TSS,True,43,121
ENSG00000173137.11,chr8,144383073,144383230,TSS,True,87,121
ENSG00000156675.15,chr8,37899070,37899513,TSS,True,131,250
ENSG00000156675.15,chr8,37871277,37872894,TSS,True,211,240
ENSG00000156675.15,chr8,37874514,37874842,TSS,True,206,241
ENSG00000184489.11,chr8,141391976,141392084,TSS,True,121,207
ENSG00000184489.11,chr8,141421386,141422345,TSS,True,141,207
ENSG00000120910.14,chr8,22533018,22540614,ES,False,68,117
ENSG00000078674.17,chr8,17924780,17935588,ES,False,93,114
ENSG00000078674.17,chr8,17939861,17947185,ES,False,82,126
ENSG00000078674.17,chr8,17922713,17923188,TSS,True,17,140
ENSG00000078674.17,chr8,17952969,17954455,PAS,True,54,134
ENSG00000078674.17,chr8,17960314,17960405,PAS,True,113,134
ENSG00000104312.7,chr8,89758233,89765340,ES,False,60,148
ENSG00000104343.19,chr8,73830472,73878807,ES,False,88,102
ENSG00000104723.20,chr8,15748465,15764202,ES,False,102,135
ENSG00000104723.20,chr8,15764202,15766549,PAS,True,31,171
ENSG00000104723.20,chr8,15758029,15758282,PAS,True,142,171
ENSG00000168495.12,chr8,22245093,22245183,TSS,False,82,134
ENSG00000168495.12,chr8,22245325,22245614,TSS,True,63,134
ENSG00000187954.12,chr8,144451120,144452570,PAS,True,106,138
ENSG00000187954.12,chr8,144465352,144465496,TSS,True,82,140
ENSG00000155926.13,chr8,133074852,133075027,TSS,True,53,314
ENSG00000168172.8,chr8,43010304,43010345,PAS,False,29,104
ENSG00000198363.17,chr8,61619019,61637946,ES,True,20,174
ENSG00000198363.17,chr8,61638360,61642887,3AS,False,76,470
ENSG00000198363.17,chr8,61643433,61644599,ES,False,81,487
ENSG00000198363.17,chr8,61644632,61651049,ES,False,72,486
ENSG00000198363.17,chr8,61524752,61526112,PAS,True,417,516
ENSG00000198363.17,chr8,61623699,61626280,PAS,True,239,511
ENSG00000120913.23,chr8,22579209,22580602,5AS,False,23,120
ENSG00000120913.23,chr8,22579087,22579527,TSS,True,119,199
ENSG00000120913.23,chr8,22580183,22580697,TSS,True,178,199
ENSG00000120913.23,chr8,22579096,22579209,TSS,False,176,199
ENSG00000147533.16,chr8,41490558,41490617,TSS,False,25,133
ENSG00000104368.17,chr8,42207493,42207677,TSS,True,22,130
ENSG00000134020.7,chr8,22713245,22713536,PAS,False,13,100
ENSG00000134020.7,chr8,22927822,22928009,TSS,False,26,101
ENSG00000147649.9,chr8,97643970,97644887,TSS,True,34,232
ENSG00000147649.9,chr8,97713661,97713735,PAS,True,82,206
ENSG00000147649.9,chr8,97724599,97730251,PAS,True,185,208
ENSG00000147649.9,chr8,97661071,97661158,PAS,True,145,198
ENSG00000169490.16,chr8,38995405,38996212,3AS,False,152,178
ENSG00000169490.16,chr8,38996212,38996517,TSS,True,29,207
ENSG00000169490.16,chr8,38996418,38996519,TSS,True,181,207
ENSG00000161016.17,chr8,144792365,144792428,TSS,False,161,689
ENSG00000158669.11,chr8,41578038,41578278,TSS,True,109,273
ENSG00000158669.11,chr8,41598290,41599304,TSS,True,189,273
ENSG00000104760.16,chr8,17885571,17895446,ES,False,76,105
ENSG00000179832.17,chr8,144148076,144163770,ES,False,46,101
ENSG00000179832.17,chr8,144147960,144148076,TSS,True,79,180
ENSG00000179832.17,chr8,144212993,144213465,PAS,False,73,116
ENSG00000179832.17,chr8,144211792,144214493,PAS,True,60,116
ENSG00000179832.17,chr8,144261654,144262633,PAS,True,114,180
ENSG00000169139.11,chr8,48008406,48008470,TSS,False,36,359
ENSG00000164733.20,chr8,11842682,11844024,5AS,True,18,104
ENSG00000164733.20,chr8,11844241,11845081,IR,False,117,233
ENSG00000164733.20,chr8,11847168,11848066,5AS,True,90,124
ENSG00000164733.20,chr8,11853479,11864375,ME,False,81,102
ENSG00000164733.20,chr8,11853479,11861405,5AS,False,97,131
ENSG00000164733.20,chr8,11853479,11868000,ES,False,12085,14150
ENSG00000164733.20,chr8,11861479,11868000,ES,False,40,129
ENSG00000104413.16,chr8,94640526,94641450,TSS,True,79,133
ENSG00000104413.16,chr8,94674304,94674506,TSS,True,69,105
ENSG00000104413.16,chr8,94705924,94707466,PAS,True,37,131
ENSG00000104522.15,chr8,143614453,143614623,IR,False,426,536
ENSG00000104522.15,chr8,143617473,143618177,TSS,False,62,545
ENSG00000185122.10,chr8,144312244,144313510,ES,False,444,518
ENSG00000153310.19,chr8,129903350,129970942,ME,False,17,135
ENSG00000153310.19,chr8,129903350,129970942,ME,False,17,135
ENSG00000153310.19,chr8,129903350,129970942,ES,False,272,439
ENSG00000153310.19,chr8,129904585,129970942,ES,False,118,150
ENSG00000153310.19,chr8,129939607,129939904,TSS,True,473,571
ENSG00000153310.19,chr8,130016369,130016704,TSS,True,193,572
ENSG00000121022.13,chr8,67061853,67062151,TSS,True,27,201
ENSG00000179950.13,chr8,143818534,143821596,ES,False,444,1201
ENSG00000179950.13,chr8,143821913,143829279,ES,False,161,1113
ENSG00000179950.13,chr8,143824396,143829279,3AS,False,108,952
ENSG00000170791.17,chr8,56211837,56214597,ES,False,126,250
ENSG00000170791.17,chr8,56212889,56214597,5AS,False,67,125
ENSG00000170791.17,chr8,56214667,56216432,3AS,False,197,255
ENSG00000154328.15,chr8,11769791,11771445,ES,False,154,175
ENSG00000154328.15,chr8,11769791,11771445,5AS,False,154,201
ENSG00000154328.15,chr8,11771585,11779597,5AS,True,185,229
ENSG00000154328.15,chr8,11769633,11769791,TSS,False,68,262
ENSG00000154328.15,chr8,11769708,11770335,TSS,True,209,262
ENSG00000170619.9,chr8,144851395,144852992,5AS,False,26,114
ENSG00000170619.9,chr8,144852838,144853029,TSS,True,70,151
ENSG00000170619.9,chr8,144852992,144853061,TSS,True,125,151
ENSG00000170619.9,chr8,144853371,144853557,TSS,False,118,151
ENSG00000160932.10,chr8,143018586,143020887,3AS,False,63,273
ENSG00000168484.12,chr8,22161870,22163079,5AS,True,55,112
ENSG00000168484.12,chr8,22163546,22163882,IR,False,1897,2223
ENSG00000168484.12,chr8,22163546,22163900,3AS,False,2589,4497
ENSG00000168484.12,chr8,22163546,22163900,IR,False,2589,2915
ENSG00000168484.12,chr8,22164051,22164265,5AS,True,1326,4036
ENSG00000168484.12,chr8,22164051,22164265,IR,False,1326,2115
ENSG00000168484.12,chr8,22164059,22164265,IR,False,2695,3484
ENSG00000168484.12,chr8,22164265,22164479,PAS,True,802,4845
ENSG00000164924.17,chr8,100951928,100952852,TSS,True,326,1021
ENSG00000164924.17,chr8,100953268,100953476,TSS,True,858,1021
ENSG00000129422.14,chr8,17801060,17801518,TSS,True,78,108
ENSG00000129422.14,chr8,17753716,17755962,TSS,True,83,102
ENSG00000132294.14,chr8,131979345,131979455,PAS,True,19,142
ENSG00000104388.14,chr8,60516905,60517253,TSS,True,116,534
ENSG00000104388.14,chr8,60584210,60584290,TSS,True,446,534
ENSG00000147535.16,chr8,38267960,38268370,IR,False,163,202
ENSG00000147535.16,chr8,38268461,38268881,IR,False,145,186
ENSG00000147535.16,chr8,38263118,38264604,PAS,True,30,218
ENSG00000147535.16,chr8,38269125,38269564,TSS,False,34,218
ENSG00000147416.10,chr8,20197363,20197542,TSS,True,107,501
ENSG00000008853.16,chr8,23007746,23007992,IR,True,95,120
ENSG00000008853.16,chr8,23005891,23007746,TSS,True,272,327
ENSG00000008853.16,chr8,23006861,23008111,TSS,True,266,327
ENSG00000008853.16,chr8,23017251,23020199,PAS,True,27,228
ENSG00000129691.15,chr8,38105516,38105738,TSS,True,27,193
ENSG00000134014.16,chr8,28092824,28093233,TSS,False,20,108
ENSG00000104529.17,chr8,143586849,143597347,ES,False,86,123
ENSG00000104529.17,chr8,143586852,143597347,ES,False,598,1024
ENSG00000104529.17,chr8,143590081,143590644,5AS,False,57,256
ENSG00000104529.17,chr8,143590081,143597347,ES,False,185,455
ENSG00000104529.17,chr8,143597347,143598252,TSS,True,187,1343
ENSG00000164741.14,chr8,13099346,13100566,TSS,True,185,604
ENSG00000164741.14,chr8,13132943,13133293,TSS,True,528,617
ENSG00000156482.10,chr8,98045507,98045561,TSS,False,13,109
ENSG00000104472.9,chr8,140511297,140511646,TSS,True,12,103
ENSG00000147454.13,chr8,23566336,23568321,5AS,False,46,110
ENSG00000147454.13,chr8,23528842,23529212,TSS,True,39,175
ENSG00000147454.13,chr8,23567112,23568378,TSS,True,139,157
ENSG00000147454.13,chr8,23571334,23575461,PAS,True,22,161
ENSG00000147454.13,chr8,23566107,23568942,PAS,True,119,137
ENSG00000129696.12,chr8,33503935,33509745,ES,False,13,114
ENSG00000129696.12,chr8,33512712,33513081,IR,True,68,111
ENSG00000129696.12,chr8,33498721,33499277,PAS,True,28,136
ENSG00000129696.12,chr8,33511966,33513162,TSS,True,91,136
ENSG00000129696.12,chr8,33513081,33513153,TSS,False,68,136
ENSG00000154188.9,chr8,107303367,107321898,5AS,False,58,148
ENSG00000154188.9,chr8,107249481,107252015,PAS,True,21,172
ENSG00000147526.19,chr8,38728671,38788703,ES,False,440,533
ENSG00000147526.19,chr8,38827288,38831124,5AS,False,275,684
ENSG00000147526.19,chr8,38728133,38728671,TSS,True,174,779
ENSG00000147526.19,chr8,38847954,38853029,PAS,True,214,743
ENSG00000147457.13,chr8,23246824,23249209,5AS,False,19,150
ENSG00000147457.13,chr8,23246617,23246994,TSS,True,39,169
ENSG00000147457.13,chr8,23246624,23246824,TSS,True,149,169
ENSG00000130193.7,chr8,142727168,142727859,TSS,True,38,295
ENSG00000155090.14,chr8,102651148,102651539,TSS,True,60,180
ENSG00000155090.14,chr8,102655565,102655727,TSS,False,132,180
ENSG00000136997.17,chr8,127736623,127738250,3AS,False,42,203
ENSG00000136997.17,chr8,127736050,127736623,TSS,True,109,312
ENSG00000136997.17,chr8,127738311,127739019,TSS,True,220,312
ENSG00000104419.14,chr8,133250439,133250521,TSS,False,141,192
ENSG00000120889.12,chr8,23028441,23028528,IR,False,53,102
ENSG00000120889.12,chr8,23068750,23069112,TSS,True,21,120
ENSG00000160948.13,chr8,144423922,144424040,IR,False,208,251
ENSG00000160948.13,chr8,144424268,144424717,IR,False,199,253
ENSG00000160948.13,chr8,144424819,144424945,IR,False,189,250
ENSG00000160948.13,chr8,144425051,144425682,IR,False,155,228
ENSG00000160948.13,chr8,144425772,144426025,IR,False,200,224
ENSG00000160948.13,chr8,144426979,144428488,3AS,False,189,216
ENSG00000160948.13,chr8,144423583,144424132,PAS,True,227,253
ENSG00000160948.13,chr8,144423597,144423922,PAS,True,44,254
ENSG00000160948.13,chr8,144428488,144428582,TSS,True,36,255
ENSG00000160948.13,chr8,144426908,144428564,TSS,True,229,255
ENSG00000137575.11,chr8,58572314,58575902,3AS,False,266,1103
ENSG00000158863.21,chr8,22101392,22101851,TSS,True,44,106
ENSG00000104613.11,chr8,19851648,19852081,PAS,True,47,242
ENSG00000147443.12,chr8,21910857,21912228,ES,False,27,202
ENSG00000147443.12,chr8,21913538,21913691,TSS,True,34,222
ENSG00000198791.11,chr8,17230848,17232426,IR,True,169,193
ENSG00000198791.11,chr8,17226029,17230848,PAS,True,31,200
ENSG00000198791.11,chr8,17229227,17232537,PAS,True,176,200
ENSG00000164683.16,chr8,79766732,79767008,5AS,False,123,150
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,213,587
ENSG00000070756.15,chr8,100709458,100711202,TSS,True,469,572
ENSG00000104320.13,chr8,89981523,89982721,ES,False,203,244
ENSG00000104320.13,chr8,89953033,89953691,PAS,True,113,257
ENSG00000104320.13,chr8,89955283,89955555,PAS,True,173,257
ENSG00000120885.21,chr8,27614654,27614703,TSS,True,155,1412
ENSG00000168079.16,chr8,27992256,27992834,TSS,True,117,131
ENSG00000160972.9,chr8,144477943,144478127,TSS,True,39,172
ENSG00000160972.9,chr8,144496481,144497453,TSS,True,150,172
ENSG00000155097.11,chr8,103021021,103021225,TSS,True,19,175
ENSG00000185803.9,chr8,144358900,144359183,5AS,False,30,164
ENSG00000185803.9,chr8,144358554,144359065,TSS,True,87,234
ENSG00000185803.9,chr8,144358581,144358900,TSS,True,204,234
ENSG00000133872.13,chr8,30070059,30082846,ES,False,268,2017
ENSG00000104660.18,chr8,30105745,30109561,PAS,True,13,106
ENSG00000104660.18,chr8,30137271,30138237,PAS,True,103,115
ENSG00000067225.17,chr15,72200655,72206727,ME,False,475,4628
ENSG00000185043.11,chr15,90232327,90233668,IR,True,65,100
ENSG00000185043.11,chr15,90233834,90233970,TSS,True,18,111
ENSG00000137776.16,chr15,58879023,58880107,PAS,True,91,108
ENSG00000137776.16,chr15,58933403,58934025,TSS,True,24,108
ENSG00000041357.15,chr15,78540409,78540539,TSS,True,17,113
ENSG00000181026.14,chr15,88621258,88621382,TSS,False,47,105
ENSG00000181026.14,chr15,88626139,88626749,TSS,True,81,102
ENSG00000159322.17,chr15,72752892,72755555,3AS,False,186,344
ENSG00000159322.17,chr15,72752892,72760406,IR,True,12,113
ENSG00000159322.17,chr15,72752895,72760406,5AS,True,17,117
