gene,chr,start,end,splice_type,novel,progenitor_cell_of_endocrine_pancreas_ENCFF803KIA_in_cov,progenitor_cell_of_endocrine_pancreas_ENCFF803KIA_total_cov
ENSG00000143727.15,chr2,271939,272191,ES,False,121,155
ENSG00000143727.15,chr2,271939,272191,3AS,False,121,137
ENSG00000143727.15,chr2,277226,278283,PAS,True,42,390
ENSG00000144118.13,chr2,120252980,120278617,3AS,False,122,183
ENSG00000144118.13,chr2,120252755,120252980,TSS,True,25,209
ENSG00000144118.13,chr2,120278613,120278778,TSS,True,188,209
ENSG00000130508.10,chr2,1648171,1649673,TSS,True,96,133
ENSG00000130508.10,chr2,1744255,1744568,TSS,True,117,140
ENSG00000115415.18,chr2,190968991,190970717,PAS,True,415,1316
ENSG00000115415.18,chr2,190975533,190975887,PAS,True,1043,1309
ENSG00000115415.18,chr2,191014017,191014232,TSS,True,161,1323
ENSG00000163466.15,chr2,218253890,218256753,PAS,True,18,104
ENSG00000163466.15,chr2,218249820,218250680,PAS,True,87,104
ENSG00000150556.16,chr2,149038801,149205252,ES,True,16,124
ENSG00000150556.16,chr2,149130953,149205252,ES,False,53,114
ENSG00000150556.16,chr2,149205404,149208313,ES,True,125,143
ENSG00000150556.16,chr2,149038697,149038801,TSS,True,24,150
ENSG00000171103.10,chr2,28869578,28870311,TSS,True,16,113
ENSG00000171103.10,chr2,28869559,28870320,TSS,True,101,113
ENSG00000198130.15,chr2,190205232,190212955,ES,False,32,280
ENSG00000198130.15,chr2,190202081,190205232,PAS,True,36,312
ENSG00000136710.9,chr2,130339232,130340907,ES,False,78,100
ENSG00000136710.9,chr2,130342014,130342165,TSS,True,18,100
ENSG00000003509.15,chr2,37241637,37243862,5AS,False,18,109
ENSG00000003509.15,chr2,37248134,37251181,PAS,True,28,132
ENSG00000003509.15,chr2,37253085,37253889,PAS,False,117,132
ENSG00000173692.12,chr2,231165199,231165289,PAS,True,380,1544
ENSG00000173692.12,chr2,231163634,231163729,PAS,False,1257,1544
ENSG00000115368.9,chr2,189475212,189475582,PAS,True,24,237
ENSG00000163026.11,chr2,24029335,24031162,PAS,True,18,101
ENSG00000118961.14,chr2,20701652,20774809,ES,False,25,206
ENSG00000118961.14,chr2,20790398,20801309,5AS,False,141,172
ENSG00000168958.19,chr2,227340380,227347225,ES,False,107,148
ENSG00000168958.19,chr2,227340380,227355676,ES,False,74,248
ENSG00000122085.16,chr2,241095030,241096438,PAS,True,22,213
ENSG00000243943.9,chr2,27583142,27583657,IR,True,150,170
ENSG00000243943.9,chr2,27583142,27598066,ES,False,78,198
ENSG00000243943.9,chr2,27583716,27598069,3AS,False,31,172
ENSG00000243943.9,chr2,27583002,27583142,TSS,True,35,277
ENSG00000153201.15,chr2,108719366,108719678,TSS,True,45,127
ENSG00000153201.15,chr2,108783595,108785809,PAS,False,110,126
ENSG00000077380.15,chr2,171687433,171687627,TSS,True,86,136
ENSG00000077380.15,chr2,171687620,171687873,TSS,True,80,136
ENSG00000077380.15,chr2,171747775,171749697,PAS,True,16,136
ENSG00000104231.10,chr8,81715114,81718181,ES,False,98,170
ENSG00000104231.10,chr8,81732198,81732893,TSS,True,109,176
ENSG00000104231.10,chr8,81721226,81721319,TSS,False,96,175
ENSG00000040341.17,chr8,73422702,73552011,ES,False,135,151
ENSG00000040341.17,chr8,73688813,73738283,ES,False,220,271
ENSG00000040341.17,chr8,73419988,73421465,PAS,True,158,306
ENSG00000040341.17,chr8,73546118,73552319,PAS,True,180,302
ENSG00000040341.17,chr8,73746782,73746960,TSS,True,67,307
ENSG00000040341.17,chr8,73747386,73747586,TSS,True,271,307
ENSG00000184428.12,chr8,143331339,143334739,ES,False,101,132
ENSG00000184428.12,chr8,143309194,143309543,PAS,True,14,139
ENSG00000147789.15,chr8,144827609,144837390,ES,True,36,123
ENSG00000147789.15,chr8,144827489,144827609,TSS,False,29,158
ENSG00000104738.17,chr8,47976685,47979183,PAS,True,69,451
ENSG00000164754.14,chr8,116845932,116847691,PAS,True,40,136
ENSG00000164754.14,chr8,116845935,116850767,PAS,True,102,132
ENSG00000164754.14,chr8,116874610,116874896,TSS,False,98,139
ENSG00000164754.14,chr8,116866585,116866763,TSS,True,103,139
ENSG00000164754.14,chr8,116874362,116874613,TSS,False,113,139
ENSG00000104299.14,chr8,28767021,28768322,PAS,True,22,119
ENSG00000196150.13,chr8,144882836,144889580,ES,False,19,126
ENSG00000196150.13,chr8,144890059,144890307,3AS,False,95,137
ENSG00000196150.13,chr8,144890403,144901398,5AS,False,97,118
ENSG00000196150.13,chr8,144880875,144882836,PAS,True,14,138
ENSG00000196150.13,chr8,144901398,144901477,TSS,True,43,144
ENSG00000196150.13,chr8,144901336,144901473,TSS,True,123,144
ENSG00000164934.13,chr8,103442794,103443570,PAS,True,49,480
ENSG00000131931.8,chr8,42838336,42843023,ES,False,14,100
ENSG00000164808.16,chr8,47260898,47260991,TSS,True,37,224
ENSG00000070718.11,chr8,42153105,42154615,ES,False,102,114
ENSG00000070718.11,chr8,42152987,42153105,TSS,True,25,142
ENSG00000120992.17,chr8,54063375,54100907,ES,False,44,356
ENSG00000078674.17,chr8,17924780,17935588,ES,False,233,298
ENSG00000078674.17,chr8,17939861,17947185,ES,False,211,315
ENSG00000078674.17,chr8,17940158,17947185,ES,True,91,103
ENSG00000078674.17,chr8,17957421,17957539,3AS,False,208,236
ENSG00000078674.17,chr8,17922713,17923188,TSS,True,58,370
ENSG00000078674.17,chr8,17952969,17954455,PAS,True,260,329
ENSG00000078674.17,chr8,17960314,17960405,PAS,True,230,339
ENSG00000078674.17,chr8,17960013,17960165,PAS,True,294,336
ENSG00000104312.7,chr8,89758233,89765340,ES,False,28,131
ENSG00000155096.13,chr8,102843747,102858012,ES,False,263,331
ENSG00000104341.16,chr8,97775787,97776108,TSS,True,81,181
ENSG00000104341.16,chr8,97805351,97805464,TSS,True,158,181
ENSG00000091879.13,chr8,6519991,6521177,3AS,False,502,762
ENSG00000198363.17,chr8,61638360,61642887,3AS,False,53,296
ENSG00000198363.17,chr8,61643433,61644599,ES,False,50,296
ENSG00000198363.17,chr8,61644632,61651049,ES,False,81,295
ENSG00000198363.17,chr8,61623699,61626280,PAS,True,62,305
ENSG00000147533.16,chr8,41506012,41507058,3AS,False,101,114
ENSG00000147533.16,chr8,41490558,41490617,TSS,False,19,119
ENSG00000158941.16,chr8,22604637,22604842,TSS,True,25,121
ENSG00000169398.19,chr8,140658381,140659678,PAS,True,68,155
ENSG00000169398.19,chr8,140697852,140701022,PAS,True,122,144
ENSG00000169398.19,chr8,141001124,141001674,TSS,True,65,161
ENSG00000042980.12,chr8,24321289,24323833,ES,True,109,128
ENSG00000042980.12,chr8,24335445,24336615,PAS,True,74,135
ENSG00000042980.12,chr8,24354383,24358146,PAS,True,70,135
ENSG00000197217.12,chr8,23457556,23457718,TSS,True,23,104
ENSG00000169490.16,chr8,38995405,38996212,3AS,False,99,127
ENSG00000169490.16,chr8,38996212,38996517,TSS,True,16,143
ENSG00000182307.13,chr8,145052497,145052585,IR,False,98,184
ENSG00000182307.13,chr8,145052437,145052497,TSS,False,100,199
ENSG00000182307.13,chr8,145052464,145052897,TSS,True,111,197
ENSG00000104218.14,chr8,67064496,67074242,5AS,True,89,174
ENSG00000104218.14,chr8,67086110,67093542,ES,False,102,175
ENSG00000104218.14,chr8,67112065,67113804,5AS,False,140,166
ENSG00000104218.14,chr8,67064314,67064496,TSS,True,116,206
ENSG00000104218.14,chr8,67064332,67064538,TSS,True,124,206
ENSG00000104218.14,chr8,67131950,67132080,PAS,True,164,199
ENSG00000104218.14,chr8,67158990,67159077,PAS,False,132,202
ENSG00000104218.14,chr8,67137455,67139265,PAS,True,154,199
ENSG00000104218.14,chr8,67158446,67158596,PAS,True,172,199
ENSG00000104413.16,chr8,94678371,94705924,ES,False,40,141
ENSG00000104413.16,chr8,94640526,94641450,TSS,True,54,197
ENSG00000104413.16,chr8,94667948,94669896,PAS,True,144,164
ENSG00000104413.16,chr8,94705924,94707466,PAS,True,46,187
ENSG00000104413.16,chr8,94674307,94675839,PAS,True,162,181
ENSG00000186106.11,chr8,100529860,100533208,ES,False,182,204
ENSG00000186106.11,chr8,100533311,100559710,5AS,False,163,199
ENSG00000186106.11,chr8,100559710,100559773,TSS,False,53,224
ENSG00000186106.11,chr8,100559531,100559766,TSS,True,192,224
ENSG00000153310.19,chr8,129871496,129903311,ES,False,48,281
ENSG00000153310.19,chr8,129903350,129939607,ES,False,127,221
ENSG00000153310.19,chr8,129939607,129939904,TSS,True,65,293
ENSG00000153310.19,chr8,130016369,130016704,TSS,True,248,293
ENSG00000121022.13,chr8,67061853,67062151,TSS,True,27,206
ENSG00000179950.13,chr8,143818534,143821596,ES,False,205,417
ENSG00000179950.13,chr8,143821913,143829279,ES,False,61,373
ENSG00000179950.13,chr8,143824396,143829279,3AS,False,51,312
ENSG00000179950.13,chr8,143829279,143829376,TSS,True,51,424
ENSG00000170791.17,chr8,56211837,56214597,ES,False,70,131
ENSG00000170791.17,chr8,56214667,56216432,3AS,False,92,135
PB_novel_20300,chr8,12436509,12436647,TSS,True,83,102
PB_novel_20300,chr8,12436977,12437710,TSS,True,52,102
PB_novel_20300,chr8,12521373,12522846,TSS,True,89,100
PB_novel_20300,chr8,12565885,12568071,PAS,True,16,101
ENSG00000164924.17,chr8,100948900,100952849,ES,False,107,125
ENSG00000164924.17,chr8,100951928,100952852,TSS,True,532,952
ENSG00000164924.17,chr8,100952849,100953334,TSS,True,826,952
ENSG00000129422.14,chr8,17651550,17653281,PAS,True,32,111
ENSG00000129422.14,chr8,17801060,17801518,TSS,True,176,215
ENSG00000129422.14,chr8,17753716,17755962,TSS,True,162,214
ENSG00000173281.4,chr8,9150562,9150713,TSS,False,30,127
ENSG00000129691.15,chr8,38105516,38105738,TSS,True,139,312
ENSG00000129691.15,chr8,38105528,38106139,TSS,True,201,312
ENSG00000104529.17,chr8,143586849,143597347,3AS,False,27,150
ENSG00000136960.12,chr8,119570841,119580115,ES,False,121,137
ENSG00000136960.12,chr8,119580167,119582429,5AS,False,63,140
ENSG00000136960.12,chr8,119638747,119638893,TSS,True,94,141
ENSG00000136960.12,chr8,119673251,119673698,TSS,False,52,141
ENSG00000155975.9,chr8,17247369,17268257,ES,False,15,137
ENSG00000184661.13,chr8,25460300,25460383,IR,False,91,112
ENSG00000184661.13,chr8,25469980,25479912,ES,False,97,109
ENSG00000184661.13,chr8,25506509,25511308,PAS,True,48,114
ENSG00000184661.13,chr8,25488551,25491216,PAS,True,82,114
ENSG00000129696.12,chr8,33503935,33509745,ES,False,28,164
ENSG00000129696.12,chr8,33512712,33513081,IR,True,69,157
ENSG00000129696.12,chr8,33511966,33513162,TSS,True,80,169
ENSG00000129696.12,chr8,33513081,33513153,TSS,False,99,169
ENSG00000120915.13,chr8,27544244,27544443,IR,True,166,187
ENSG00000120915.13,chr8,27544443,27544922,PAS,True,31,197
ENSG00000132561.13,chr8,98032317,98033098,3AS,False,68,146
ENSG00000132561.13,chr8,97868859,97869287,TSS,True,62,150
ENSG00000132561.13,chr8,97887923,97888242,TSS,True,107,150
ENSG00000132561.13,chr8,98035656,98036714,PAS,True,31,150
ENSG00000132561.13,chr8,98033560,98034282,PAS,True,127,150
ENSG00000104765.15,chr8,26383030,26383230,TSS,True,17,168
ENSG00000104381.12,chr8,74351321,74360136,5AS,False,22,187
ENSG00000253729.7,chr8,47773106,47774377,PAS,True,216,251
ENSG00000253729.7,chr8,47786723,47789049,PAS,True,180,225
ENSG00000253729.7,chr8,47915338,47915418,PAS,True,122,141
ENSG00000253729.7,chr8,47918276,47918383,PAS,True,110,139
ENSG00000253729.7,chr8,47928572,47930012,PAS,True,79,138
ENSG00000253729.7,chr8,47959972,47960199,TSS,True,124,254
ENSG00000137575.11,chr8,58572314,58575902,3AS,False,367,1326
ENSG00000104613.11,chr8,19851648,19852081,PAS,True,34,334
ENSG00000092964.17,chr8,26577739,26578293,TSS,False,79,112
ENSG00000198791.11,chr8,17230848,17232426,IR,True,148,194
ENSG00000198791.11,chr8,17226029,17230848,PAS,True,72,220
ENSG00000198791.11,chr8,17229227,17232537,PAS,True,167,214
ENSG00000198791.11,chr8,17246674,17246871,TSS,True,55,228
ENSG00000064313.11,chr8,119788334,119788447,PAS,False,30,173
ENSG00000064313.11,chr8,119832481,119834349,TSS,True,31,177
ENSG00000047249.17,chr8,53801896,53814661,ES,False,164,456
ENSG00000047249.17,chr8,53843033,53843431,TSS,False,65,465
ENSG00000047249.17,chr8,53842870,53843013,TSS,False,410,465
ENSG00000171316.11,chr8,60678633,60679082,TSS,False,84,115
ENSG00000171316.11,chr8,60679438,60679791,TSS,False,103,115
ENSG00000171316.11,chr8,60865015,60868031,PAS,True,77,112
ENSG00000164683.16,chr8,79766732,79767008,5AS,False,262,309
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,165,356
ENSG00000070756.15,chr8,100706650,100706798,TSS,True,278,351
ENSG00000076554.15,chr8,80171424,80171633,TSS,True,109,341
ENSG00000076554.15,chr8,80080314,80080835,TSS,True,263,341
ENSG00000104320.13,chr8,89933325,89935612,PAS,True,209,239
ENSG00000104320.13,chr8,89953033,89953691,PAS,True,110,231
ENSG00000104320.13,chr8,89955283,89955555,PAS,True,159,228
ENSG00000155097.11,chr8,103021021,103021225,TSS,True,16,154
ENSG00000188343.12,chr8,93728204,93731798,PAS,True,34,149
ENSG00000188343.12,chr8,93704908,93705948,PAS,True,121,146
ENSG00000067225.17,chr15,72199026,72199756,PAS,True,26,258
ENSG00000128915.11,chr15,60468162,60476062,3AS,False,82,228
ENSG00000128915.11,chr15,60419606,60423762,PAS,True,49,237
ENSG00000128915.11,chr15,60479002,60479217,TSS,True,25,237
ENSG00000137776.16,chr15,58879023,58880107,PAS,True,110,136
ENSG00000137776.16,chr15,58893840,58893987,PAS,False,81,114
ENSG00000137776.16,chr15,58893939,58894193,PAS,True,64,114
ENSG00000137776.16,chr15,58933403,58934025,TSS,True,31,136
ENSG00000174197.16,chr15,41660525,41696074,ES,True,21,156
ENSG00000174197.16,chr15,41660093,41660525,TSS,False,97,256
ENSG00000174197.16,chr15,41713150,41713473,PAS,True,33,225
ENSG00000159322.17,chr15,72752892,72755555,3AS,False,162,313
ENSG00000159322.17,chr15,72751294,72752895,PAS,True,187,337
ENSG00000159322.17,chr15,72751294,72752892,PAS,True,171,337
ENSG00000159322.17,chr15,72783458,72783781,TSS,True,35,337
ENSG00000137767.13,chr15,45634745,45635108,TSS,True,40,268
ENSG00000069966.18,chr15,52120920,52122768,PAS,True,22,215
ENSG00000104164.10,chr15,45587180,45587525,TSS,True,15,132
ENSG00000104164.10,chr15,45606394,45609714,PAS,True,20,126
ENSG00000104164.10,chr15,45597879,45599601,PAS,True,111,126
ENSG00000137824.15,chr15,40754790,40755198,5AS,False,39,117
ENSG00000137824.15,chr15,40755082,40755282,TSS,True,46,123
ENSG00000137824.15,chr15,40755198,40755282,TSS,True,84,123
ENSG00000140262.17,chr15,57251423,57253261,ES,False,89,268
ENSG00000140262.17,chr15,56918481,56918906,TSS,True,59,338
ENSG00000140262.17,chr15,57286156,57291295,PAS,True,270,324
ENSG00000140262.17,chr15,57262093,57262196,PAS,False,194,312
ENSG00000140262.17,chr15,57263111,57263870,PAS,False,227,313
ENSG00000128731.16,chr15,28111036,28112035,PAS,True,83,104
ENSG00000128731.16,chr15,28322074,28322191,TSS,True,42,104
ENSG00000159459.11,chr15,43017094,43017181,PAS,True,66,159
ENSG00000174442.11,chr15,66505391,66508840,3AS,False,194,230
ENSG00000174442.11,chr15,66548350,66550130,PAS,True,111,249
ENSG00000174442.11,chr15,66546590,66546705,PAS,True,147,249
ENSG00000166855.9,chr15,65148850,65150913,PAS,True,57,127
ENSG00000166855.9,chr15,65152318,65152536,PAS,True,101,127
ENSG00000166855.9,chr15,65153650,65155081,PAS,True,105,126
ENSG00000140455.16,chr15,63504830,63532646,ES,False,154,192
ENSG00000140455.16,chr15,63590660,63594641,PAS,True,22,211
ENSG00000173575.20,chr15,92900174,92900824,TSS,True,57,173
ENSG00000173575.20,chr15,92996956,92997095,PAS,False,137,156
ENSG00000173575.20,chr15,92984329,92985213,PAS,True,122,156
ENSG00000173575.20,chr15,92948951,92949861,PAS,True,119,142
ENSG00000173575.20,chr15,92942842,92943039,PAS,True,117,133
ENSG00000137807.15,chr15,69423329,69426069,ES,False,82,127
ENSG00000137807.15,chr15,69426457,69429110,5AS,False,113,126
ENSG00000137807.15,chr15,69438247,69438390,PAS,False,43,130
ENSG00000137807.15,chr15,69447791,69448427,PAS,True,93,131
ENSG00000103671.9,chr15,64387771,64387964,TSS,True,26,173
ENSG00000138592.13,chr15,50424230,50424514,TSS,True,73,132
ENSG00000138592.13,chr15,50424347,50424654,TSS,True,86,132
ENSG00000138592.13,chr15,50481480,50483794,PAS,True,18,108
ENSG00000138592.13,chr15,50498902,50501160,PAS,True,108,128
ENSG00000104064.17,chr15,50289665,50300788,3AS,False,26,249
ENSG00000104064.17,chr15,50300902,50301256,5AS,False,142,245
ENSG00000104064.17,chr15,50277251,50278784,PAS,True,37,250
ENSG00000104064.17,chr15,50283536,50286183,PAS,True,212,249
ENSG00000129003.17,chr15,61964715,61964861,PAS,True,34,132
ENSG00000129003.17,chr15,62060274,62060493,TSS,True,26,138
ENSG00000166887.15,chr15,42208080,42208335,TSS,True,46,110
ENSG00000179335.18,chr15,74620225,74622493,ES,False,57,174
ENSG00000179335.18,chr15,74629032,74629706,IR,True,143,181
ENSG00000179335.18,chr15,74615703,74615898,TSS,False,27,183
ENSG00000179335.18,chr15,74629706,74630200,PAS,True,41,185
ENSG00000179335.18,chr15,74628941,74630201,PAS,True,148,185
ENSG00000140374.15,chr15,76292700,76311349,ES,False,25,122
ENSG00000138594.13,chr15,51829629,51829836,TSS,True,11,100
ENSG00000260916.7,chr15,55408220,55408470,TSS,True,15,101
ENSG00000260916.7,chr15,55407846,55408373,TSS,False,88,101
ENSG00000140553.17,chr15,90935330,90935543,5AS,False,373,617
ENSG00000140553.17,chr15,90935216,90935330,TSS,True,283,658
ENSG00000140553.17,chr15,90935268,90935375,TSS,True,413,658
ENSG00000033800.13,chr15,68054293,68054350,TSS,True,37,328
ENSG00000140463.13,chr15,72727994,72731304,ES,False,18,147
ENSG00000140463.13,chr15,72735182,72735824,IR,True,135,158
ENSG00000140463.13,chr15,72686184,72686251,TSS,True,18,161
ENSG00000167004.12,chr15,43771104,43773277,PAS,True,292,2556
ENSG00000140598.14,chr15,82129373,82130561,PAS,True,76,164
ENSG00000140598.14,chr15,82150975,82152423,PAS,False,112,163
ENSG00000140598.14,chr15,82262613,82262746,TSS,True,18,164
ENSG00000140416.20,chr15,63042137,63042943,TSS,True,138,477
ENSG00000140416.20,chr15,63048405,63048707,TSS,True,355,476
ENSG00000140416.20,chr15,63071089,63071915,PAS,True,80,474
ENSG00000198901.13,chr15,90966653,90969523,3AS,True,17,105
ENSG00000198901.13,chr15,90967202,90969523,5AS,False,86,157
ENSG00000198901.13,chr15,90966037,90967202,PAS,True,41,200
ENSG00000198901.13,chr15,90966037,90966653,PAS,True,175,201
ENSG00000138614.14,chr15,65607425,65611097,3AS,False,25,249
ENSG00000138614.14,chr15,65607442,65611097,5AS,False,224,282
ENSG00000138614.14,chr15,65611097,65611613,TSS,True,84,354
ENSG00000138614.14,chr15,65610795,65611148,TSS,True,308,354
ENSG00000140575.12,chr15,90388211,90388396,TSS,True,104,982
ENSG00000140575.12,chr15,90484191,90484352,TSS,False,82,103
ENSG00000140575.12,chr15,90476662,90476700,PAS,True,249,932
ENSG00000140575.12,chr15,90474484,90474694,PAS,True,784,932
ENSG00000128833.12,chr15,52230421,52232685,PAS,True,200,240
ENSG00000128833.12,chr15,52233928,52235763,PAS,True,158,240
ENSG00000128833.12,chr15,52236902,52237646,PAS,True,210,240
ENSG00000128833.12,chr15,52250225,52251515,PAS,True,203,236
ENSG00000128833.12,chr15,52295609,52295810,TSS,True,26,247
ENSG00000273749.4,chr15,22867051,22870192,PAS,True,58,510
ENSG00000273749.4,chr15,22980286,22980440,TSS,True,127,512
ENSG00000169856.8,chr15,52755304,52757847,PAS,True,14,108
ENSG00000169856.8,chr15,52788779,52790395,TSS,True,68,107
ENSG00000169856.8,chr15,52791028,52791456,TSS,False,70,108
ENSG00000140395.8,chr15,78273407,78274997,PAS,True,102,117
ENSG00000140395.8,chr15,78283229,78283521,PAS,True,22,117
ENSG00000156958.14,chr15,49292537,49319603,ES,False,99,116
ENSG00000156958.14,chr15,49155658,49156016,TSS,True,41,122
ENSG00000156958.14,chr15,49170013,49170375,TSS,True,90,122
ENSG00000156958.14,chr15,49327951,49330758,PAS,True,20,122
ENSG00000067369.13,chr15,43403061,43407570,PAS,True,137,187
ENSG00000067369.13,chr15,43430885,43432677,PAS,False,109,150
ENSG00000067369.13,chr15,43455113,43457218,PAS,True,79,135
ENSG00000067369.13,chr15,43428023,43428168,PAS,True,146,165
ENSG00000067369.13,chr15,43493036,43493189,TSS,True,73,201
ENSG00000166477.12,chr15,51938024,51938260,PAS,True,97,196
ENSG00000166477.12,chr15,51951842,51951979,PAS,True,142,196
ENSG00000166477.12,chr15,51954521,51954575,PAS,True,174,196
ENSG00000166200.14,chr15,49137437,49139527,3AS,False,252,394
ENSG00000128928.8,chr15,40413087,40415400,ES,False,33,246
ENSG00000128928.8,chr15,40418129,40421308,PAS,True,49,254
ENSG00000166411.13,chr15,78155275,78157547,ES,False,96,111
ENSG00000103591.12,chr15,67236820,67254558,5AS,False,445,521
ENSG00000103591.12,chr15,67254558,67254693,TSS,False,98,547
ENSG00000069956.11,chr15,52019198,52019376,TSS,True,50,358
ENSG00000137821.11,chr15,71049408,71050095,PAS,True,50,163
ENSG00000137821.11,chr15,71037178,71037337,PAS,True,121,163
ENSG00000128849.10,chr15,57376567,57437984,ES,True,82,103
