gene,chr,start,end,splice_type,novel,WTC11_ENCFF373TKM_in_cov,WTC11_ENCFF373TKM_total_cov
ENSG00000135968.20,chr2,108449280,108449632,5AS,False,99,119
ENSG00000135968.20,chr2,108448632,108449280,TSS,True,72,171
ENSG00000135968.20,chr2,108448986,108449289,TSS,True,151,171
ENSG00000135968.20,chr2,108469964,108472116,TSS,True,152,171
ENSG00000115464.14,chr2,61187452,61188709,PAS,False,17,117
ENSG00000115464.14,chr2,61214059,61214694,TSS,True,96,109
ENSG00000115687.13,chr2,241149413,241150286,TSS,True,52,188
ENSG00000071575.11,chr2,12717010,12723259,ES,True,19,164
ENSG00000071575.11,chr2,12718128,12718321,IR,True,42,335
ENSG00000071575.11,chr2,12716873,12717010,TSS,True,226,391
ENSG00000071575.11,chr2,12716901,12718577,TSS,True,202,391
ENSG00000128641.18,chr2,191400468,191402631,ES,False,55,201
ENSG00000128641.18,chr2,191400468,191408114,ES,False,118,328
ENSG00000128641.18,chr2,191245240,191245626,TSS,True,64,337
ENSG00000163029.15,chr2,17745951,17753625,ES,False,136,176
ENSG00000163029.15,chr2,17753625,17754596,TSS,True,57,233
ENSG00000128654.13,chr2,176269400,176269669,TSS,True,14,137
ENSG00000114942.13,chr2,206159684,206159958,3AS,False,84,116
ENSG00000114942.13,chr2,206159580,206159684,TSS,True,225,341
ENSG00000114942.13,chr2,206159602,206160059,TSS,True,126,341
ENSG00000157833.12,chr2,26173067,26173332,TSS,False,26,136
ENSG00000157833.12,chr2,26187230,26189663,PAS,True,56,125
ENSG00000157833.12,chr2,26184232,26187011,PAS,True,84,113
ENSG00000157833.12,chr2,26187714,26189663,PAS,False,107,125
ENSG00000185414.19,chr2,99195572,99199555,PAS,True,23,148
ENSG00000063660.8,chr2,240435349,240436084,TSS,False,29,221
ENSG00000063660.8,chr2,240466057,240468116,PAS,True,25,213
ENSG00000163795.13,chr2,27380471,27380784,TSS,False,27,104
ENSG00000163795.13,chr2,27380092,27380782,TSS,True,91,104
ENSG00000132313.14,chr2,86199460,86199533,TSS,True,16,116
ENSG00000123983.13,chr2,222887888,222908732,ES,False,272,359
ENSG00000123983.13,chr2,222860975,222861258,TSS,True,65,444
ENSG00000158417.10,chr2,99337370,99337589,TSS,True,82,533
ENSG00000136699.19,chr2,130181529,130182128,TSS,False,115,705
ENSG00000171853.15,chr2,3379682,3379876,TSS,True,28,125
ENSG00000171853.15,chr2,3479218,3480457,PAS,True,33,120
ENSG00000171853.15,chr2,3460643,3463214,PAS,True,105,119
ENSG00000168397.16,chr2,241651335,241653511,ES,False,265,331
ENSG00000168397.16,chr2,241671405,241672190,IR,False,236,306
ENSG00000168397.16,chr2,241636744,241637724,TSS,True,54,371
ENSG00000168397.16,chr2,241672190,241673857,PAS,True,96,364
ENSG00000168397.16,chr2,241671311,241673857,PAS,True,302,364
ENSG00000115365.11,chr2,210476619,210476732,TSS,True,88,248
ENSG00000118246.13,chr2,206765654,206766643,5AS,False,109,232
ENSG00000118246.13,chr2,206765371,206765654,TSS,True,145,254
ENSG00000118246.13,chr2,206765382,206765747,TSS,True,141,254
ENSG00000172292.14,chr2,168456077,168456618,TSS,True,25,113
ENSG00000170144.20,chr2,177212805,177215538,5AS,False,186,915
ENSG00000170144.20,chr2,177212563,177212871,TSS,True,515,1244
ENSG00000170144.20,chr2,177212742,177212805,TSS,True,1058,1244
ENSG00000156966.6,chr2,231395520,231395814,TSS,False,36,216
ENSG00000177917.10,chr2,152717634,152719024,TSS,True,29,208
ENSG00000163516.13,chr2,219234288,219234825,IR,False,130,167
ENSG00000163516.13,chr2,219235312,219235473,IR,False,137,168
ENSG00000163516.13,chr2,219235585,219235707,IR,False,154,173
ENSG00000171865.9,chr2,3548720,3549057,3AS,True,23,213
ENSG00000138386.16,chr2,190648789,190649360,TSS,True,51,104
ENSG00000138386.16,chr2,190657716,190659995,TSS,True,91,104
ENSG00000144021.2,chr2,96268658,96269267,IR,False,294,352
ENSG00000115762.16,chr2,131132991,131140166,5AS,False,321,378
ENSG00000115762.16,chr2,131132991,131140169,3AS,False,62,383
ENSG00000115762.16,chr2,131132991,131140169,IR,False,62,119
ENSG00000115762.16,chr2,131105301,131105398,TSS,True,68,514
ENSG00000198369.9,chr2,65332051,65344718,ES,True,17,138
ENSG00000198369.9,chr2,65310850,65314169,PAS,True,17,147
ENSG00000115107.19,chr2,119223888,119245488,ES,False,129,151
ENSG00000115107.19,chr2,119223632,119223888,TSS,True,22,173
ENSG00000136731.12,chr2,128091382,128097428,5AS,False,33,104
ENSG00000136731.12,chr2,128091170,128091382,TSS,False,104,137
ENSG00000136731.12,chr2,128091162,128091415,TSS,True,86,137
ENSG00000136731.12,chr2,128091176,128091596,TSS,True,120,137
ENSG00000213626.12,chr2,30231529,30231764,TSS,True,29,176
ENSG00000085760.14,chr2,55263865,55267568,ES,False,93,104
ENSG00000085760.14,chr2,55269168,55269358,TSS,True,37,118
ENSG00000082258.12,chr2,134946146,134947735,5AS,False,216,306
ENSG00000082258.12,chr2,134954379,134954480,IR,False,149,171
ENSG00000082258.12,chr2,134918279,134919012,TSS,True,43,348
ENSG00000082258.12,chr2,134954480,134959342,PAS,True,167,326
ENSG00000082258.12,chr2,134953229,134959339,PAS,True,157,323
ENSG00000115524.15,chr2,197418588,197418739,IR,True,27,171
ENSG00000115524.15,chr2,197418588,197418895,IR,False,50,194
ENSG00000115524.15,chr2,197420231,197420427,IR,True,39,188
ENSG00000115524.15,chr2,197434971,197435113,TSS,True,198,1719
ENSG00000163161.13,chr2,127289501,127289688,IR,False,169,199
ENSG00000163161.13,chr2,127294053,127294183,TSS,False,24,213
ENSG00000136717.14,chr2,127051243,127059010,ES,False,70,103
ENSG00000136717.14,chr2,127064018,127068923,ES,False,50,106
ENSG00000136717.14,chr2,127106859,127107329,TSS,True,28,131
ENSG00000136715.18,chr2,127955344,127986784,ES,False,56,199
ENSG00000136715.18,chr2,128000451,128010268,3AS,True,34,198
ENSG00000136715.18,chr2,128027939,128028093,TSS,True,58,212
ENSG00000136715.18,chr2,128027091,128027880,TSS,True,182,212
ENSG00000143889.15,chr2,38602600,38602856,IR,False,53,283
ENSG00000143889.15,chr2,38602437,38602937,TSS,True,63,294
ENSG00000143889.15,chr2,38602856,38603062,TSS,True,241,294
ENSG00000153107.12,chr2,111883941,111884318,TSS,True,110,465
ENSG00000180228.12,chr2,178450965,178451206,TSS,True,26,203
ENSG00000011566.14,chr2,39299801,39309460,ES,False,79,209
ENSG00000011566.14,chr2,39436891,39437344,TSS,True,31,230
ENSG00000138363.14,chr2,215311947,215312161,TSS,False,74,545
ENSG00000144366.15,chr2,188292166,188383762,5AS,False,107,128
ENSG00000144366.15,chr2,188383889,188477658,ES,False,200,232
ENSG00000144366.15,chr2,188291589,188292166,TSS,True,167,277
ENSG00000144366.15,chr2,188292763,188293112,TSS,True,195,277
ENSG00000144366.15,chr2,188593939,188595949,PAS,True,35,252
ENSG00000028116.17,chr2,58046621,58046821,TSS,True,91,119
ENSG00000028116.17,chr2,58046636,58046868,TSS,True,47,119
ENSG00000028116.17,chr2,58046788,58047128,TSS,False,107,119
ENSG00000028116.17,chr2,58131807,58134845,PAS,True,104,119
ENSG00000028116.17,chr2,58159348,58164001,PAS,True,24,119
ENSG00000068912.13,chr2,53801842,53809213,ES,False,30,183
ENSG00000144224.16,chr2,135753567,135754158,IR,False,340,391
ENSG00000144224.16,chr2,135741618,135742011,TSS,True,50,446
ENSG00000115540.14,chr2,197516146,197535529,ES,False,65,495
ENSG00000163166.14,chr2,127526174,127527112,TSS,True,44,311
ENSG00000143947.13,chr2,55232655,55232708,TSS,True,216,754
ENSG00000143947.13,chr2,55232687,55232872,TSS,True,552,754
ENSG00000115526.10,chr2,100417373,100417825,TSS,False,35,138
ENSG00000138101.18,chr2,25371717,25377553,PAS,True,31,104
ENSG00000138101.18,chr2,25574661,25577004,PAS,True,93,104
ENSG00000128656.13,chr2,175005205,175005440,TSS,True,37,105
ENSG00000128656.13,chr2,175004893,175005411,TSS,True,85,105
ENSG00000128656.13,chr2,174846879,174847576,TSS,True,90,103
ENSG00000134323.11,chr2,15940743,15941947,5AS,True,109,130
ENSG00000134323.11,chr2,15941800,15942854,TSS,True,144,343
ENSG00000134323.11,chr2,15940550,15940743,TSS,True,233,343
ENSG00000138078.15,chr2,44346390,44361379,ES,False,34,114
ENSG00000138078.15,chr2,44346390,44361416,5AS,False,15,132
ENSG00000138078.15,chr2,44361523,44362808,TSS,True,187,219
ENSG00000138078.15,chr2,44361379,44361547,TSS,True,105,219
ENSG00000138078.15,chr2,44361416,44361559,TSS,True,194,219
ENSG00000204104.11,chr2,238320330,238320785,TSS,False,18,105
PB_novel_212520,chr2,77088822,77090732,IR,True,69,125
PB_novel_212520,chr2,77088569,77088822,TSS,True,60,132
PB_novel_212520,chr2,77088570,77090900,TSS,True,78,132
PB_novel_212520,chr2,77093659,77099886,PAS,True,64,130
PB_novel_212520,chr2,77093656,77099877,PAS,True,77,130
ENSG00000136718.9,chr2,130342935,130343085,5AS,False,197,294
ENSG00000136718.9,chr2,130342935,130343085,IR,False,197,252
ENSG00000136718.9,chr2,130342962,130343085,IR,False,97,152
ENSG00000136718.9,chr2,130341741,130342935,TSS,True,167,359
ENSG00000136718.9,chr2,130342881,130342962,TSS,True,262,359
ENSG00000136718.9,chr2,130342217,130343194,TSS,True,304,359
ENSG00000068878.14,chr2,53970542,53971040,TSS,True,106,123
ENSG00000130147.15,chr2,234951969,234952170,TSS,True,42,180
ENSG00000130147.15,chr2,235041267,235043247,TSS,True,148,177
ENSG00000142330.19,chr2,240592150,240593905,IR,True,114,129
ENSG00000142330.19,chr2,240595304,240596318,IR,True,71,114
ENSG00000142330.19,chr2,240596521,240596680,IR,True,99,120
ENSG00000142330.19,chr2,240584888,240587052,TSS,True,24,149
ENSG00000138074.14,chr2,27212019,27212307,TSS,False,638,738
ENSG00000138074.14,chr2,27211899,27211980,TSS,True,517,738
ENSG00000138074.14,chr2,27211710,27211802,TSS,True,660,738
ENSG00000138074.14,chr2,27211766,27211914,TSS,False,548,738
ENSG00000138074.14,chr2,27211466,27212297,TSS,True,660,738
ENSG00000138376.10,chr2,214809411,214809726,TSS,True,25,168
ENSG00000134308.13,chr2,9630940,9631046,TSS,False,376,1529
ENSG00000134308.13,chr2,9630158,9630765,TSS,True,1203,1529
ENSG00000084676.15,chr2,24490924,24491602,TSS,True,20,107
ENSG00000084676.15,chr2,24768220,24770591,PAS,True,20,105
ENSG00000084676.15,chr2,24768223,24770591,PAS,True,89,105
ENSG00000119772.16,chr2,25248252,25252193,ES,True,157,239
ENSG00000119772.16,chr2,25252193,25252337,TSS,False,167,407
ENSG00000115421.12,chr2,60756239,60756495,TSS,True,21,104
ENSG00000115421.12,chr2,60756232,60756349,TSS,True,93,104
ENSG00000135919.12,chr2,223980397,223982680,3AS,False,132,153
ENSG00000135919.12,chr2,224039098,224039596,TSS,True,16,159
ENSG00000084774.13,chr2,27216845,27217633,TSS,True,238,446
ENSG00000136709.11,chr2,127701026,127706552,PAS,False,27,218
ENSG00000136709.11,chr2,127762506,127764979,PAS,True,147,169
ENSG00000136709.11,chr2,127811011,127811234,TSS,True,70,226
ENSG00000138071.13,chr2,65227761,65227957,TSS,True,95,520
ENSG00000173272.15,chr2,131492206,131492417,TSS,True,22,102
ENSG00000091409.14,chr2,172489613,172491023,5AS,True,85,510
ENSG00000091409.14,chr2,172427578,172427970,TSS,True,107,563
ENSG00000114956.19,chr2,73927052,73946718,ES,False,113,150
ENSG00000114956.19,chr2,73946906,73958145,ES,False,63,131
ENSG00000168883.19,chr2,85648853,85649016,IR,False,72,375
ENSG00000168883.19,chr2,85616102,85616463,TSS,True,40,377
ENSG00000168883.19,chr2,85648760,85649284,PAS,True,76,379
ENSG00000168883.19,chr2,85649016,85649284,PAS,True,309,381
ENSG00000138085.16,chr2,27212467,27213176,5AS,False,152,188
ENSG00000138085.16,chr2,27212015,27212467,TSS,False,45,198
ENSG00000138085.16,chr2,27212343,27212607,TSS,True,166,198
ENSG00000135912.10,chr2,218711037,218737578,ES,False,22,193
ENSG00000135912.10,chr2,218710785,218711037,TSS,True,29,223
ENSG00000138443.15,chr2,203395780,203402575,ES,False,249,283
ENSG00000138443.15,chr2,203402734,203416907,ES,False,125,275
ENSG00000138443.15,chr2,203427269,203427495,IR,True,39,289
ENSG00000138443.15,chr2,203328259,203328631,TSS,True,61,338
ENSG00000138443.15,chr2,203427176,203432169,PAS,True,41,291
ENSG00000138443.15,chr2,203427495,203432169,PAS,True,251,291
ENSG00000048991.16,chr2,135605016,135621493,ES,False,162,204
ENSG00000048991.16,chr2,135639122,135645378,ES,False,175,208
ENSG00000048991.16,chr2,135645527,135651732,3AS,False,86,211
ENSG00000180398.12,chr2,46907969,46915722,ES,False,35,221
ENSG00000180398.12,chr2,46915722,46915821,TSS,True,60,285
ENSG00000153827.13,chr2,229793130,229795178,3AS,True,51,240
ENSG00000153827.13,chr2,229805802,229807707,3AS,False,34,169
ENSG00000153827.13,chr2,229805883,229807707,5AS,True,135,161
ENSG00000153827.13,chr2,229858831,229858918,IR,False,19,168
ENSG00000153827.13,chr2,229859574,229879981,ES,False,96,161
ENSG00000153827.13,chr2,229921879,229922235,TSS,True,158,296
ENSG00000138095.18,chr2,43995798,43996233,TSS,False,217,1578
ENSG00000136536.14,chr2,159712606,159729008,5AS,False,207,527
ENSG00000136536.14,chr2,159712661,159729008,ES,False,276,316
ENSG00000136536.14,chr2,159712209,159712661,TSS,True,298,620
ENSG00000136536.14,chr2,159712174,159712606,TSS,True,390,620
ENSG00000163482.11,chr2,218671996,218672215,TSS,True,62,103
ENSG00000163482.11,chr2,218672198,218672365,TSS,True,65,103
ENSG00000144591.18,chr2,219501579,219501850,IR,False,117,135
ENSG00000144591.18,chr2,219505555,219505714,IR,False,116,129
ENSG00000144591.18,chr2,219498826,219498938,TSS,False,49,140
ENSG00000144591.18,chr2,219498888,219499254,TSS,True,102,140
ENSG00000115211.15,chr2,27369209,27369413,3AS,False,98,246
ENSG00000115211.15,chr2,27370283,27370443,TSS,True,37,252
ENSG00000115306.15,chr2,54557959,54558887,TSS,False,485,725
ENSG00000075292.18,chr2,71331865,71348752,5AS,False,133,226
ENSG00000075292.18,chr2,71331865,71355718,5AS,False,12,118
ENSG00000075292.18,chr2,71276554,71276754,TSS,True,343,408
ENSG00000075292.18,chr2,71331712,71331875,TSS,True,302,408
ENSG00000075292.18,chr2,71331671,71331865,TSS,True,257,408
ENSG00000075292.18,chr2,71434741,71435062,PAS,True,64,408
ENSG00000275052.4,chr2,55564476,55564901,3AS,True,31,268
ENSG00000275052.4,chr2,55577356,55579678,ES,False,172,258
ENSG00000275052.4,chr2,55617143,55617815,TSS,True,40,307
ENSG00000186522.14,chr2,109544324,109546049,IR,True,152,262
ENSG00000186522.14,chr2,109585838,109613797,ES,False,22,210
ENSG00000186522.14,chr2,109542759,109544324,PAS,True,128,282
ENSG00000186522.14,chr2,109542796,109546237,PAS,True,158,267
ENSG00000186522.14,chr2,109613797,109614196,TSS,True,40,282
ENSG00000080345.17,chr2,151468146,151468640,ES,False,76,178
ENSG00000080345.17,chr2,151409668,151409939,TSS,True,215,242
ENSG00000080345.17,chr2,151409877,151410033,TSS,True,204,242
ENSG00000080345.17,chr2,151462882,151466120,TSS,False,167,238
ENSG00000064933.17,chr2,189784086,189784593,TSS,True,42,277
ENSG00000213639.9,chr2,28751820,28752037,5AS,False,105,121
ENSG00000213639.9,chr2,28752176,28781803,3AS,True,106,383
ENSG00000213639.9,chr2,28783978,28799198,ES,True,122,403
ENSG00000213639.9,chr2,28751515,28751820,TSS,False,319,425
ENSG00000213639.9,chr2,28751796,28752176,TSS,True,156,425
ENSG00000159399.9,chr2,74834078,74834643,TSS,False,149,356
ENSG00000152117.17,chr2,131518708,131519049,IR,True,88,101
ENSG00000152117.17,chr2,131492827,131493140,TSS,False,18,106
ENSG00000152117.17,chr2,131520096,131521589,PAS,True,12,103
ENSG00000152117.17,chr2,131519813,131521574,PAS,True,92,103
ENSG00000116001.15,chr2,70214491,70215370,3AS,False,39,298
ENSG00000116001.15,chr2,70216499,70216885,5AS,False,237,299
ENSG00000116001.15,chr2,70224629,70227734,ES,False,206,242
ENSG00000116001.15,chr2,70224629,70227734,IR,True,206,234
ENSG00000116001.15,chr2,70227822,70229058,IR,True,183,212
ENSG00000116001.15,chr2,70227822,70229263,ES,False,39,239
ENSG00000116001.15,chr2,70248404,70248770,TSS,True,76,349
ENSG00000135900.3,chr2,223957433,223957651,TSS,False,16,126
ENSG00000049323.15,chr2,32946878,32947818,TSS,False,35,109
ENSG00000154518.9,chr2,175181655,175181711,TSS,False,45,273
ENSG00000154518.9,chr2,175181354,175181661,TSS,True,236,273
ENSG00000152518.7,chr2,43226264,43226606,TSS,False,74,586
ENSG00000115042.9,chr2,95402690,95402872,TSS,True,19,103
ENSG00000115042.9,chr2,95402677,95402992,TSS,True,90,103
ENSG00000115042.9,chr2,95412894,95415547,PAS,True,16,102
ENSG00000163535.17,chr2,200526091,200526252,TSS,True,18,136
ENSG00000135974.9,chr2,105337520,105337686,TSS,True,13,104
ENSG00000143924.18,chr2,42256630,42263177,ES,False,246,563
ENSG00000143924.18,chr2,42169258,42169636,TSS,True,100,660
ENSG00000042493.15,chr2,85410316,85410405,TSS,True,132,147
ENSG00000042493.15,chr2,85413983,85414073,TSS,True,22,147
ENSG00000168393.12,chr2,241678649,241685768,ES,False,34,132
ENSG00000115827.13,chr2,171443613,171448680,ES,False,89,104
ENSG00000115827.13,chr2,171434085,171434270,TSS,False,113,137
ENSG00000115827.13,chr2,171434146,171434703,TSS,False,63,137
ENSG00000115875.18,chr2,38745187,38746693,ES,False,48,402
ENSG00000115875.18,chr2,38748653,38749528,ES,False,323,359
ENSG00000115875.18,chr2,38751228,38751439,TSS,True,43,418
ENSG00000068654.15,chr2,86105699,86106147,TSS,True,73,220
ENSG00000071051.13,chr2,105855289,105892981,ES,False,67,375
ENSG00000018510.14,chr2,177392739,177393049,TSS,True,40,320
ENSG00000115275.12,chr2,74464895,74465951,TSS,True,29,179
ENSG00000115414.18,chr2,215372015,215372108,IR,False,193,240
ENSG00000115414.18,chr2,215372015,215373321,ES,False,25,214
ENSG00000115414.18,chr2,215435654,215436121,TSS,True,99,272
PB_novel_212390,chr2,7878481,7891272,ES,True,58,124
PB_novel_212390,chr2,7876640,7878481,TSS,True,69,187
ENSG00000143727.15,chr2,271939,275139,ME,False,84,406
ENSG00000143727.15,chr2,271939,272191,ES,False,85,129
ENSG00000143727.15,chr2,272305,275139,IR,True,123,140
ENSG00000135632.11,chr2,73225795,73227227,PAS,True,19,155
ENSG00000144401.14,chr2,207624404,207625264,5AS,True,103,124
ENSG00000144401.14,chr2,207609107,207609765,PAS,False,92,144
ENSG00000144401.14,chr2,207612087,207613443,PAS,True,58,141
ENSG00000144401.14,chr2,207625061,207625393,TSS,True,125,147
ENSG00000144401.14,chr2,207625264,207625397,TSS,False,44,147
ENSG00000144118.13,chr2,120252980,120278617,3AS,False,96,130
ENSG00000144118.13,chr2,120252755,120252980,TSS,True,18,153
ENSG00000115207.13,chr2,27343578,27356738,ES,False,244,302
ENSG00000115207.13,chr2,27324199,27326893,PAS,True,59,393
ENSG00000115207.13,chr2,27356738,27357413,TSS,True,94,401
ENSG00000130508.10,chr2,1684151,1691927,ES,False,110,333
ENSG00000130508.10,chr2,1648171,1649673,TSS,True,464,529
ENSG00000130508.10,chr2,1744255,1744568,TSS,True,208,530
ENSG00000115415.18,chr2,190968991,190970717,PAS,True,18,155
ENSG00000115415.18,chr2,190975533,190975887,PAS,True,137,154
ENSG00000115415.18,chr2,191014017,191014232,TSS,True,26,159
ENSG00000134318.13,chr2,11343995,11345317,TSS,True,53,147
ENSG00000119729.11,chr2,46576656,46580927,ES,True,109,124
ENSG00000119729.11,chr2,46542333,46543188,TSS,True,20,142
ENSG00000198130.15,chr2,190202081,190205232,PAS,True,18,119
ENSG00000178074.5,chr2,199911257,199911771,TSS,True,15,135
ENSG00000138398.15,chr2,169584331,169584490,TSS,True,130,372
ENSG00000138398.15,chr2,169584566,169584899,TSS,True,280,372
ENSG00000003509.15,chr2,37248134,37251181,PAS,True,33,127
ENSG00000003509.15,chr2,37253085,37253889,PAS,False,101,127
ENSG00000213160.9,chr2,169733795,169734087,TSS,False,45,272
ENSG00000138448.11,chr2,186589809,186590523,TSS,True,36,148
ENSG00000114999.7,chr2,112482501,112494142,ES,True,27,138
ENSG00000114999.7,chr2,112482067,112482501,TSS,True,45,184
PB_novel_212671,chr2,188034060,188035602,3AS,True,89,135
PB_novel_212671,chr2,188034060,188039129,ES,True,162,297
PB_novel_212671,chr2,188033765,188034060,TSS,True,40,340
ENSG00000115368.9,chr2,189441391,189441578,TSS,True,30,288
ENSG00000163026.11,chr2,24047313,24047419,TSS,True,13,109
ENSG00000153250.19,chr2,160281364,160284774,ES,False,68,107
ENSG00000153250.19,chr2,160285044,160286977,5AS,False,50,109
ENSG00000153250.19,chr2,160493288,160493938,TSS,True,79,116
ENSG00000153250.19,chr2,160407463,160408117,TSS,False,55,116
ENSG00000135956.8,chr2,96265489,96265868,3AS,True,110,192
ENSG00000135956.8,chr2,96265868,96266028,TSS,False,23,217
ENSG00000243943.9,chr2,27583142,27598066,ES,False,60,124
ENSG00000243943.9,chr2,27583002,27583142,TSS,True,28,187
ENSG00000163032.11,chr2,17540404,17540918,TSS,True,41,208
ENSG00000138382.14,chr2,169824640,169824867,5AS,False,35,104
ENSG00000138382.14,chr2,169824781,169824938,TSS,True,50,120
ENSG00000138382.14,chr2,169824867,169824937,TSS,True,85,120
