gene,chr,start,end,splice_type,novel,MCF-7_ENCFF118JEI_in_cov,MCF-7_ENCFF118JEI_total_cov
ENSG00000164754.14,chr8,116845935,116850767,PAS,True,413,478
ENSG00000164754.14,chr8,116874610,116874896,TSS,False,122,497
ENSG00000023287.12,chr8,52642765,52642812,PAS,True,113,144
ENSG00000023287.12,chr8,52656119,52657908,PAS,False,46,140
ENSG00000023287.12,chr8,52714074,52714498,TSS,True,21,147
ENSG00000120526.10,chr8,109333892,109334121,TSS,True,14,102
ENSG00000178896.8,chr8,144078620,144078899,TSS,True,34,113
ENSG00000178896.8,chr8,144079947,144080149,TSS,True,82,101
ENSG00000178896.8,chr8,144080241,144080649,PAS,True,13,113
ENSG00000164808.16,chr8,47260898,47260991,TSS,True,35,111
ENSG00000164808.16,chr8,47735306,47737022,PAS,True,15,109
ENSG00000104267.9,chr8,85463446,85464115,TSS,True,18,164
ENSG00000120992.17,chr8,54101754,54102030,TSS,True,40,356
ENSG00000104687.13,chr8,30727529,30727967,TSS,True,12,104
ENSG00000173137.11,chr8,144390746,144390855,IR,False,98,111
ENSG00000173137.11,chr8,144390746,144390860,3AS,False,27,125
ENSG00000173137.11,chr8,144391711,144391782,IR,False,74,138
ENSG00000173137.11,chr8,144391866,144391940,IR,True,127,142
ENSG00000173137.11,chr8,144392022,144392091,IR,True,132,149
ENSG00000173137.11,chr8,144392170,144392253,IR,True,127,149
ENSG00000173137.11,chr8,144373982,144374107,TSS,True,67,159
ENSG00000173137.11,chr8,144383073,144383230,TSS,True,116,158
ENSG00000156467.9,chr8,96235511,96235629,TSS,True,143,302
ENSG00000156467.9,chr8,96231773,96231878,TSS,True,268,302
ENSG00000104312.7,chr8,89758233,89765340,ES,False,66,135
ENSG00000123908.11,chr8,140635484,140635776,TSS,True,77,173
ENSG00000155096.13,chr8,102843747,102858012,ES,False,213,257
ENSG00000155096.13,chr8,102863806,102864170,TSS,True,88,308
ENSG00000155096.13,chr8,102858012,102858150,TSS,True,259,308
ENSG00000197858.10,chr8,144083500,144083713,IR,False,390,459
ENSG00000197858.10,chr8,144082243,144082804,TSS,True,59,505
ENSG00000203499.11,chr8,143739543,143739705,TSS,True,218,244
ENSG00000187954.12,chr8,144449579,144450770,PAS,True,197,225
ENSG00000187954.12,chr8,144451120,144452570,PAS,True,122,209
ENSG00000187954.12,chr8,144462282,144462876,TSS,True,46,133
ENSG00000187954.12,chr8,144453221,144453982,TSS,True,111,133
ENSG00000187954.12,chr8,144465352,144465496,TSS,True,197,228
ENSG00000079459.12,chr8,11802675,11802931,TSS,True,44,300
ENSG00000180900.18,chr8,143804825,143804954,5AS,True,22,159
ENSG00000180900.18,chr8,143807013,143808608,ES,False,86,101
ENSG00000180900.18,chr8,143804567,143804825,TSS,True,209,252
ENSG00000180900.18,chr8,143805111,143805975,TSS,True,207,252
ENSG00000180900.18,chr8,143815213,143815816,TSS,False,208,254
ENSG00000158941.16,chr8,22604637,22604842,TSS,True,45,107
ENSG00000158941.16,chr8,22612103,22613136,TSS,True,86,107
ENSG00000169398.19,chr8,140864399,140890542,ES,False,66,171
ENSG00000169398.19,chr8,140890769,141001124,ES,False,83,170
ENSG00000169398.19,chr8,141001124,141001674,TSS,True,31,208
ENSG00000147649.9,chr8,97691188,97706625,ES,False,33,284
ENSG00000147649.9,chr8,97643970,97644887,TSS,True,88,471
ENSG00000147649.9,chr8,97706680,97706750,TSS,True,316,372
ENSG00000147649.9,chr8,97713661,97713735,PAS,True,226,445
ENSG00000147649.9,chr8,97724599,97730251,PAS,True,332,450
ENSG00000147649.9,chr8,97661071,97661158,PAS,True,286,383
ENSG00000123124.13,chr8,86342525,86342930,TSS,True,27,103
ENSG00000123124.13,chr8,86466793,86468567,PAS,True,12,101
ENSG00000164930.11,chr8,103325498,103329654,ES,False,13,120
ENSG00000164930.11,chr8,103298515,103298995,TSS,True,17,135
ENSG00000176623.11,chr8,86474914,86477293,3AS,False,11,101
ENSG00000176623.11,chr8,86480332,86486483,ES,False,20,109
ENSG00000176623.11,chr8,86470166,86474358,PAS,True,46,150
ENSG00000176623.11,chr8,86508491,86508770,TSS,True,46,154
ENSG00000161016.17,chr8,144792365,144792428,TSS,False,3681,5388
ENSG00000158669.11,chr8,41578038,41578278,TSS,True,37,112
ENSG00000158669.11,chr8,41598290,41599304,TSS,True,98,112
ENSG00000182307.13,chr8,145052437,145052497,TSS,False,51,115
ENSG00000182307.13,chr8,145054017,145056030,PAS,True,20,108
ENSG00000164823.10,chr8,89901991,89902125,TSS,True,207,265
ENSG00000164823.10,chr8,89902516,89902837,TSS,True,73,265
ENSG00000179832.17,chr8,144148076,144163770,ES,False,59,109
ENSG00000179832.17,chr8,144147960,144148076,TSS,True,92,202
ENSG00000179832.17,chr8,144212993,144213465,PAS,False,66,133
ENSG00000179832.17,chr8,144211792,144214493,PAS,True,102,133
ENSG00000179832.17,chr8,144261654,144262633,PAS,True,130,200
ENSG00000169139.11,chr8,48008406,48008470,TSS,False,59,393
ENSG00000164733.20,chr8,11853479,11868000,ES,False,273,325
ENSG00000164733.20,chr8,11868000,11868173,TSS,True,41,366
ENSG00000104413.16,chr8,94674494,94678202,5AS,False,95,195
ENSG00000104413.16,chr8,94678371,94696851,ES,False,37,137
ENSG00000104413.16,chr8,94678371,94705924,ES,False,54,206
ENSG00000104413.16,chr8,94692827,94705924,ES,False,15,115
ENSG00000104413.16,chr8,94640526,94641450,TSS,True,129,271
ENSG00000104413.16,chr8,94674304,94674506,TSS,True,193,230
ENSG00000104413.16,chr8,94667948,94669896,PAS,True,145,171
ENSG00000104413.16,chr8,94705924,94707466,PAS,True,47,259
ENSG00000123119.11,chr8,90881130,90917491,ES,True,167,189
ENSG00000123119.11,chr8,90791174,90791985,TSS,True,304,401
ENSG00000123119.11,chr8,90859478,90859650,TSS,True,319,393
ENSG00000104522.15,chr8,143612965,143613195,IR,False,206,233
ENSG00000104522.15,chr8,143613603,143613750,IR,False,202,231
ENSG00000104522.15,chr8,143614453,143614623,IR,False,145,215
ENSG00000104522.15,chr8,143612612,143612965,PAS,True,28,234
ENSG00000104522.15,chr8,143617473,143618177,TSS,False,60,242
ENSG00000185122.10,chr8,144291531,144291874,TSS,True,89,268
ENSG00000185122.10,chr8,144311962,144312244,TSS,True,213,255
ENSG00000147669.10,chr8,100150632,100150709,TSS,True,39,153
ENSG00000147669.10,chr8,100151880,100151916,TSS,True,134,153
ENSG00000153310.19,chr8,129871496,129903311,ES,False,53,282
ENSG00000153310.19,chr8,129903350,129939607,ES,False,71,118
ENSG00000153310.19,chr8,129903350,129970942,ES,False,89,162
ENSG00000153310.19,chr8,129939607,129939904,TSS,True,182,305
ENSG00000153310.19,chr8,130016369,130016704,TSS,True,187,307
ENSG00000153310.19,chr8,130016606,130016801,TSS,True,261,307
ENSG00000121022.13,chr8,67061853,67062151,TSS,True,20,106
ENSG00000179950.13,chr8,143818534,143821596,ES,False,352,732
ENSG00000179950.13,chr8,143821913,143829279,ES,False,142,683
ENSG00000179950.13,chr8,143824396,143829279,3AS,False,90,541
ENSG00000179950.13,chr8,143829279,143829376,TSS,True,176,860
ENSG00000147687.18,chr8,124539024,124539097,TSS,True,24,126
ENSG00000170619.9,chr8,144852838,144853029,TSS,True,70,110
ENSG00000170619.9,chr8,144852992,144853061,TSS,True,69,110
ENSG00000160932.10,chr8,143018586,143020887,3AS,False,70,226
ENSG00000160932.10,chr8,143018463,143018586,TSS,True,130,360
ENSG00000164924.17,chr8,100948900,100952849,ES,False,92,113
ENSG00000164924.17,chr8,100951928,100952852,TSS,True,755,2763
ENSG00000176853.15,chr8,123768417,123768774,TSS,True,50,196
ENSG00000168672.3,chr8,126553503,126556264,IR,False,82,170
ENSG00000168672.3,chr8,126552483,126553503,PAS,False,218,302
ENSG00000168672.3,chr8,126552538,126557485,PAS,True,84,171
ENSG00000168672.3,chr8,126558033,126558478,TSS,False,152,302
ENSG00000008988.9,chr8,56074380,56074668,TSS,True,183,1379
ENSG00000147684.8,chr8,124539101,124539287,TSS,True,263,489
ENSG00000132294.14,chr8,132010789,132013631,PAS,True,31,132
ENSG00000132294.14,chr8,131979345,131979455,PAS,True,106,131
ENSG00000104388.14,chr8,60516905,60517253,TSS,True,33,286
ENSG00000104388.14,chr8,60620673,60623626,PAS,True,52,264
ENSG00000147813.15,chr8,143574900,143574985,IR,False,214,275
ENSG00000147813.15,chr8,143575093,143575190,IR,False,204,268
ENSG00000147813.15,chr8,143576162,143576431,IR,False,211,287
ENSG00000147813.15,chr8,143576842,143577061,IR,False,214,270
ENSG00000147813.15,chr8,143577943,143578092,IR,False,193,264
ENSG00000147813.15,chr8,143574779,143574900,PAS,True,61,295
ENSG00000147813.15,chr8,143574783,143575345,PAS,True,261,291
ENSG00000147813.15,chr8,143578092,143578621,TSS,True,102,295
ENSG00000147813.15,chr8,143577815,143578644,TSS,True,231,295
ENSG00000147416.10,chr8,20197363,20197542,TSS,True,15,101
ENSG00000164830.18,chr8,106658085,106679209,5AS,False,15,110
ENSG00000164830.18,chr8,106692877,106706381,ES,True,13,122
ENSG00000164830.18,chr8,106713985,106739457,ES,False,81,107
ENSG00000164830.18,chr8,106657828,106658185,TSS,True,34,131
ENSG00000164830.18,chr8,106657849,106658085,TSS,False,116,131
ENSG00000164830.18,chr8,106706381,106709564,PAS,True,110,127
ENSG00000164830.18,chr8,106750805,106752694,PAS,True,23,131
ENSG00000104412.7,chr8,108443613,108443698,TSS,True,57,109
ENSG00000156162.16,chr8,94719695,94720014,TSS,True,13,118
ENSG00000205133.11,chr8,92883529,92886735,PAS,True,25,105
ENSG00000205133.11,chr8,92883531,92886667,PAS,False,91,105
ENSG00000205133.11,chr8,92966006,92966146,TSS,False,14,114
ENSG00000164919.10,chr8,99892047,99893442,IR,True,19,104
ENSG00000164919.10,chr8,99892052,99893442,5AS,False,272,357
ENSG00000164919.10,chr8,99891907,99892054,TSS,True,2532,2980
ENSG00000164919.10,chr8,99893638,99893705,TSS,True,1361,2981
ENSG00000164919.10,chr8,99887489,99887529,TSS,True,2602,2967
ENSG00000104529.17,chr8,143586849,143597347,3AS,False,119,1158
ENSG00000104529.17,chr8,143586852,143597347,ES,False,910,1039
ENSG00000104529.17,chr8,143590081,143597347,ES,False,65,134
ENSG00000104529.17,chr8,143597347,143598252,TSS,True,1226,2400
ENSG00000104529.17,chr8,143580011,143580053,TSS,True,1910,2338
ENSG00000104529.17,chr8,143586728,143591599,TSS,True,2095,2340
ENSG00000003989.17,chr8,17497031,17497237,TSS,True,86,127
ENSG00000175305.17,chr8,94895176,94895233,TSS,True,62,172
ENSG00000175305.17,chr8,94894207,94895200,TSS,True,129,172
ENSG00000083307.11,chr8,101492417,101492789,TSS,False,129,172
ENSG00000156482.10,chr8,98045507,98045561,TSS,False,2085,3335
ENSG00000156482.10,chr8,98042644,98042697,TSS,True,1411,3330
ENSG00000048392.11,chr8,102238826,102239059,TSS,True,29,162
ENSG00000048392.11,chr8,102238558,102238961,TSS,False,144,162
ENSG00000104375.16,chr8,98454631,98456000,PAS,True,25,111
ENSG00000104472.9,chr8,140511297,140511646,TSS,True,38,145
ENSG00000104205.13,chr8,66712364,66712833,TSS,True,59,111
ENSG00000104205.13,chr8,66775180,66775319,TSS,True,65,111
ENSG00000120533.12,chr8,109334402,109336127,5AS,False,42,173
ENSG00000120533.12,chr8,109334320,109334474,TSS,True,91,220
ENSG00000120533.12,chr8,109333553,109334402,TSS,False,177,220
ENSG00000120533.12,chr8,109334323,109336204,TSS,True,184,214
ENSG00000167700.8,chr8,144510722,144510793,IR,False,92,109
ENSG00000167700.8,chr8,144510903,144510990,IR,True,80,108
ENSG00000167700.8,chr8,144508262,144510015,TSS,True,23,109
ENSG00000167700.8,chr8,144508794,144510507,TSS,True,98,109
ENSG00000167700.8,chr8,144510793,144513668,PAS,False,94,109
ENSG00000167700.8,chr8,144510990,144511310,PAS,True,29,109
ENSG00000160959.7,chr8,144517956,144518041,TSS,True,104,126
ENSG00000154582.16,chr8,73959818,73972076,ES,False,115,165
ENSG00000154582.16,chr8,73972076,73972286,TSS,True,47,221
ENSG00000154582.16,chr8,73972244,73972296,TSS,True,197,221
ENSG00000130193.7,chr8,142727168,142727859,TSS,True,162,672
ENSG00000156802.12,chr8,123319849,123321175,PAS,True,42,205
ENSG00000155090.14,chr8,102651148,102651539,TSS,True,69,139
ENSG00000155090.14,chr8,102655565,102655727,TSS,False,85,140
ENSG00000136997.17,chr8,127736050,127736623,TSS,True,71,159
ENSG00000136997.17,chr8,127738311,127739019,TSS,True,105,159
ENSG00000235173.6,chr8,144138428,144138506,IR,True,124,139
ENSG00000235173.6,chr8,144138607,144138714,IR,True,128,143
ENSG00000235173.6,chr8,144138813,144139008,IR,False,119,167
ENSG00000235173.6,chr8,144139100,144139188,IR,True,136,170
ENSG00000235173.6,chr8,144137751,144138428,TSS,True,62,194
ENSG00000104763.18,chr8,18056296,18057623,PAS,True,38,115
ENSG00000104763.18,chr8,18063470,18067298,PAS,True,77,112
ENSG00000179632.9,chr8,144106464,144106554,IR,False,422,476
ENSG00000179632.9,chr8,144103871,144104858,TSS,True,66,509
ENSG00000104331.8,chr8,56993198,56993867,TSS,True,11,105
ENSG00000155189.11,chr8,6708344,6708887,TSS,False,11,106
ENSG00000160957.12,chr8,144512324,144512391,IR,True,261,293
ENSG00000160957.12,chr8,144512771,144512846,IR,True,264,307
ENSG00000160957.12,chr8,144514362,144514441,IR,True,186,215
ENSG00000160957.12,chr8,144515453,144515763,3AS,True,29,193
ENSG00000160957.12,chr8,144516764,144517049,IR,True,124,138
ENSG00000160957.12,chr8,144517635,144517700,IR,False,33,126
ENSG00000160957.12,chr8,144517601,144517896,TSS,True,305,390
ENSG00000160957.12,chr8,144514188,144514557,TSS,True,348,388
ENSG00000160948.13,chr8,144423922,144424040,IR,False,195,228
ENSG00000160948.13,chr8,144424268,144424717,IR,False,183,226
ENSG00000160948.13,chr8,144424819,144424945,IR,False,187,224
ENSG00000160948.13,chr8,144425051,144425682,IR,False,136,197
ENSG00000160948.13,chr8,144425772,144426025,IR,False,172,192
ENSG00000160948.13,chr8,144423597,144423922,PAS,True,33,231
ENSG00000160948.13,chr8,144428488,144428582,TSS,True,155,346
ENSG00000187735.13,chr8,53966554,53968112,PAS,True,38,347
ENSG00000164920.9,chr8,98950755,98951600,3AS,False,62,109
ENSG00000164920.9,chr8,98942624,98944823,TSS,True,17,117
ENSG00000164920.9,chr8,98951518,98952104,PAS,True,67,114
ENSG00000164920.9,chr8,98951600,98952097,PAS,True,52,114
ENSG00000067167.7,chr8,70608076,70608444,TSS,True,51,414
ENSG00000198791.11,chr8,17230848,17232426,IR,True,80,102
ENSG00000198791.11,chr8,17226029,17230848,PAS,True,28,108
ENSG00000198791.11,chr8,17229227,17232537,PAS,True,86,108
ENSG00000198791.11,chr8,17246674,17246871,TSS,True,11,109
ENSG00000213563.6,chr8,144526639,144526959,IR,False,43,350
ENSG00000213563.6,chr8,144526215,144526639,PAS,False,307,350
ENSG00000213563.6,chr8,144526215,144527787,PAS,True,38,273
ENSG00000213563.6,chr8,144528760,144529116,TSS,True,93,350
ENSG00000178719.16,chr8,143990042,143990199,TSS,False,134,157
ENSG00000178719.16,chr8,143990596,143991602,TSS,True,106,157
ENSG00000178719.16,chr8,143991836,143992373,TSS,True,130,157
ENSG00000261236.7,chr8,144291271,144291451,TSS,True,60,199
ENSG00000047249.17,chr8,53843033,53843431,TSS,False,34,164
ENSG00000047249.17,chr8,53842870,53843013,TSS,False,147,164
ENSG00000104524.13,chr8,143609457,143609592,TSS,True,20,171
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,342,2080
ENSG00000076554.15,chr8,80171424,80171633,TSS,True,81,611
ENSG00000167702.12,chr8,144472706,144472794,IR,False,77,111
ENSG00000167702.12,chr8,144473051,144473131,IR,False,47,114
ENSG00000167702.12,chr8,144466039,144466518,TSS,True,150,190
ENSG00000167702.12,chr8,144473131,144474120,PAS,False,70,117
ENSG00000167702.12,chr8,144472576,144474118,PAS,True,91,111
ENSG00000167702.12,chr8,144472794,144474121,PAS,True,71,115
ENSG00000158106.13,chr8,143379985,143380064,3AS,False,60,102
ENSG00000158106.13,chr8,143380175,143380588,IR,False,59,103
ENSG00000158106.13,chr8,143380783,143381267,IR,True,97,132
ENSG00000158106.13,chr8,143380783,143381571,ES,True,18,110
ENSG00000158106.13,chr8,143381344,143381571,IR,True,93,131
ENSG00000158106.13,chr8,143368765,143369047,TSS,True,140,218
ENSG00000158106.13,chr8,143379314,143379985,TSS,True,193,218
ENSG00000158106.13,chr8,143380618,143381718,TSS,True,192,218
ENSG00000104320.13,chr8,89933325,89935612,PAS,True,76,340
ENSG00000104320.13,chr8,89953033,89953691,PAS,True,275,334
ENSG00000120885.21,chr8,27614654,27614703,TSS,True,68,421
ENSG00000147604.13,chr8,73293598,73293664,TSS,True,273,2624
ENSG00000254251.1,chr8,90805522,90806729,PAS,False,17,136
ENSG00000137547.8,chr8,54135205,54135391,TSS,True,49,150
ENSG00000160972.9,chr8,144500199,144500266,IR,False,145,169
ENSG00000160972.9,chr8,144500391,144500486,IR,False,153,173
ENSG00000160972.9,chr8,144477943,144478127,TSS,True,148,228
ENSG00000160972.9,chr8,144478288,144478522,TSS,False,198,228
ENSG00000160972.9,chr8,144496481,144497453,TSS,True,184,228
ENSG00000104549.11,chr8,125021752,125022286,PAS,True,66,357
ENSG00000155097.11,chr8,103021021,103021225,TSS,True,37,187
ENSG00000185803.9,chr8,144358900,144359183,5AS,False,63,309
ENSG00000185803.9,chr8,144358554,144359065,TSS,True,157,415
ENSG00000185803.9,chr8,144358581,144358900,TSS,True,347,415
ENSG00000133872.13,chr8,30070059,30082846,ES,False,26,156
ENSG00000182325.10,chr8,144356531,144356599,IR,False,148,203
ENSG00000182325.10,chr8,144356915,144356989,IR,False,100,209
ENSG00000182325.10,chr8,144357121,144357438,IR,False,51,176
ENSG00000182325.10,chr8,144357121,144357627,IR,True,21,139
ENSG00000182325.10,chr8,144357502,144357627,IR,False,60,185
ENSG00000182325.10,chr8,144357786,144358031,IR,False,60,206
ENSG00000182325.10,chr8,144356807,144358541,TSS,True,140,221
ENSG00000182325.10,chr8,144358031,144358559,TSS,True,159,221
ENSG00000182325.10,chr8,144357627,144358688,TSS,True,191,221
ENSG00000182325.10,chr8,144356989,144358543,TSS,False,192,221
ENSG00000179091.4,chr8,144095228,144095832,IR,False,945,1063
ENSG00000179091.4,chr8,144095054,144095228,TSS,False,177,1143
ENSG00000067225.17,chr15,72231115,72231260,TSS,False,576,4049
ENSG00000185043.11,chr15,90233834,90233970,TSS,True,29,210
ENSG00000137776.16,chr15,58879023,58880107,PAS,True,78,103
ENSG00000137776.16,chr15,58933403,58934025,TSS,True,33,104
ENSG00000041357.15,chr15,78540409,78540539,TSS,True,208,465
ENSG00000041357.15,chr15,78545633,78545764,TSS,True,297,464
ENSG00000140521.13,chr15,89317536,89318540,ES,False,81,106
ENSG00000140521.13,chr15,89315963,89316827,PAS,True,16,132
ENSG00000140521.13,chr15,89334684,89334907,TSS,True,90,132
ENSG00000140521.13,chr15,89333095,89334957,TSS,True,108,132
ENSG00000181026.14,chr15,88621258,88621382,TSS,False,118,223
ENSG00000181026.14,chr15,88626139,88626749,TSS,True,185,218
ENSG00000181026.14,chr15,88630057,88632283,PAS,True,25,163
ENSG00000159322.17,chr15,72752892,72755555,3AS,False,80,173
ENSG00000159322.17,chr15,72758230,72760372,IR,True,98,128
ENSG00000159322.17,chr15,72775097,72783458,5AS,False,146,170
ENSG00000159322.17,chr15,72751294,72752895,PAS,True,118,211
ENSG00000159322.17,chr15,72751294,72752892,PAS,True,131,211
ENSG00000159322.17,chr15,72757188,72760527,PAS,True,170,200
ENSG00000159322.17,chr15,72783245,72783811,TSS,True,209,238
ENSG00000159322.17,chr15,72783458,72783781,TSS,True,77,238
ENSG00000138600.9,chr15,50725323,50726320,ES,False,183,227
ENSG00000138600.9,chr15,50725323,50726320,5AS,True,183,211
ENSG00000128989.10,chr15,52568847,52569144,TSS,True,52,149
ENSG00000128989.10,chr15,52569115,52569167,TSS,True,114,149
ENSG00000069966.18,chr15,52179767,52180007,TSS,True,17,142
ENSG00000137824.15,chr15,40755082,40755282,TSS,True,46,120
ENSG00000137824.15,chr15,40755198,40755282,TSS,True,94,120
ENSG00000198826.10,chr15,32615449,32616340,TSS,True,14,112
ENSG00000198826.10,chr15,32636256,32639941,PAS,True,14,109
ENSG00000174442.11,chr15,66505091,66505391,TSS,True,16,140
ENSG00000174442.11,chr15,66548350,66550130,PAS,True,18,128
ENSG00000174442.11,chr15,66546590,66546705,PAS,True,112,128
ENSG00000259527.2,chr15,87576771,87577047,TSS,False,80,174
ENSG00000140455.16,chr15,63504830,63532646,ES,False,107,129
ENSG00000140455.16,chr15,63504489,63504830,TSS,True,16,147
ENSG00000128951.13,chr15,48331399,48332406,TSS,False,47,114
ENSG00000128951.13,chr15,48331409,48331795,TSS,True,82,114
ENSG00000137818.11,chr15,69452816,69453020,TSS,False,867,3380
ENSG00000137818.11,chr15,69452818,69455287,TSS,True,2608,3380
ENSG00000137807.15,chr15,69423329,69426069,ES,False,110,176
ENSG00000137807.15,chr15,69440487,69444789,ES,False,81,126
ENSG00000137807.15,chr15,69414113,69414476,TSS,True,29,192
ENSG00000137807.15,chr15,69438247,69438390,PAS,False,129,182
ENSG00000137807.15,chr15,69447791,69448427,PAS,True,58,192
ENSG00000138592.13,chr15,50424514,50439008,5AS,False,53,119
ENSG00000138592.13,chr15,50424230,50424514,TSS,True,98,165
ENSG00000138592.13,chr15,50424347,50424654,TSS,True,99,165
ENSG00000138592.13,chr15,50481480,50483794,PAS,True,68,144
