gene,chr,start,end,splice_type,novel,WTC11_ENCFF586RUA_in_cov,WTC11_ENCFF586RUA_total_cov
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,3084,4252
ENSG00000162642.13,chr1,85249952,85252702,PAS,True,18,100
ENSG00000162642.13,chr1,85259357,85259677,TSS,True,25,103
ENSG00000116161.17,chr1,174999909,175000195,TSS,True,103,785
ENSG00000162910.18,chr1,228108318,228109260,5AS,False,16,120
ENSG00000162910.18,chr1,228109021,228109260,5AS,False,46,127
ENSG00000162910.18,chr1,228109148,228109305,TSS,False,81,200
ENSG00000162910.18,chr1,228109260,228109347,TSS,True,133,200
ENSG00000054282.15,chr1,243487783,243487878,TSS,False,128,218
ENSG00000054282.15,chr1,243490043,243490165,TSS,True,124,218
ENSG00000132676.15,chr1,155709824,155721516,ES,False,22,206
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,50,252
ENSG00000070831.15,chr1,22052670,22052742,TSS,True,89,346
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,77,517
ENSG00000117054.13,chr1,75724817,75732643,ES,False,17,136
ENSG00000117054.13,chr1,75724353,75724817,TSS,True,32,169
ENSG00000117054.13,chr1,75740032,75740110,TSS,True,143,166
ENSG00000160075.11,chr1,1574477,1574877,TSS,True,25,181
ENSG00000182004.12,chr1,203861955,203863662,ES,True,84,109
ENSG00000182004.12,chr1,203861955,203863662,5AS,False,84,130
ENSG00000182004.12,chr1,203861594,203861713,TSS,False,225,1603
ENSG00000189266.12,chr1,23959817,23959998,TSS,True,35,242
ENSG00000116691.10,chr1,12029281,12029764,IR,False,86,101
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,62,161
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,115,170
ENSG00000143799.12,chr1,226377107,226377296,TSS,True,99,111
ENSG00000143799.12,chr1,226379572,226379642,TSS,True,42,111
ENSG00000158710.14,chr1,159925449,159925570,TSS,True,19,189
ENSG00000155366.16,chr1,112703806,112705099,5AS,False,125,141
ENSG00000155366.16,chr1,112703806,112707077,ES,False,172,211
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,117,328
ENSG00000155366.16,chr1,112705099,112705170,TSS,True,242,328
ENSG00000168275.14,chr1,234373461,234373678,TSS,True,37,280
ENSG00000116560.10,chr1,35176377,35176471,PAS,True,116,130
ENSG00000116560.10,chr1,35176379,35176474,PAS,True,114,130
ENSG00000116560.10,chr1,35187202,35187246,TSS,True,79,132
ENSG00000116560.10,chr1,35187972,35188081,TSS,False,113,132
ENSG00000162493.16,chr1,13614405,13615904,5AS,False,72,147
ENSG00000156171.14,chr1,111140037,111140451,TSS,False,30,113
ENSG00000156171.14,chr1,111139500,111140035,TSS,True,86,113
ENSG00000117399.13,chr1,43358934,43359006,TSS,False,73,448
ENSG00000117448.13,chr1,45551155,45561788,ES,False,473,569
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,171,617
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,479,617
ENSG00000159596.6,chr1,45688192,45688275,TSS,True,20,107
ENSG00000189171.14,chr1,153627482,153627603,TSS,True,56,391
ENSG00000189171.14,chr1,153626319,153627537,TSS,True,347,391
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,1368,11019
ENSG00000265241.6,chr1,145926883,145927017,3AS,False,89,743
ENSG00000143436.10,chr1,151760899,151762104,ES,False,30,253
ENSG00000116455.13,chr1,111440770,111441210,IR,True,18,148
ENSG00000116455.13,chr1,111439088,111441389,PAS,True,27,154
ENSG00000116455.13,chr1,111440258,111440770,PAS,True,142,159
ENSG00000132780.16,chr1,45606591,45613168,ES,False,67,128
ENSG00000132780.16,chr1,45583592,45584205,TSS,True,114,236
ENSG00000132780.16,chr1,45607335,45608337,TSS,True,190,228
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,1038,1560
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,595,1633
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,1111,1633
ENSG00000143811.18,chr1,225924043,225924319,TSS,True,26,242
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,44,212
ENSG00000197472.14,chr1,246945157,246945827,PAS,True,80,102
ENSG00000197472.14,chr1,246967660,246967792,PAS,True,38,102
ENSG00000169504.14,chr1,24745325,24745625,TSS,True,35,123
ENSG00000127125.8,chr1,42456628,42457246,5AS,False,23,115
ENSG00000127125.8,chr1,42456536,42457073,TSS,True,46,136
ENSG00000127125.8,chr1,42456530,42456628,TSS,False,113,136
ENSG00000162385.10,chr1,53228954,53235576,ES,False,85,497
ENSG00000162385.10,chr1,53238360,53238527,TSS,True,120,620
ENSG00000142937.11,chr1,44775522,44775600,TSS,True,456,4431
ENSG00000117523.16,chr1,171485473,171485735,TSS,True,26,111
ENSG00000053372.4,chr1,19251552,19251863,TSS,False,15,100
ENSG00000121766.15,chr1,31310164,31319108,ES,False,175,198
ENSG00000121766.15,chr1,31296964,31297075,TSS,False,42,236
ENSG00000117394.21,chr1,42958633,42958934,TSS,True,52,132
ENSG00000117394.21,chr1,42929209,42929320,TSS,True,95,129
ENSG00000116791.13,chr1,74706994,74710097,ES,False,14,130
ENSG00000116791.13,chr1,74732955,74733345,TSS,True,15,133
ENSG00000134697.12,chr1,37595758,37595983,TSS,True,31,110
ENSG00000134697.12,chr1,37568850,37570413,TSS,True,86,107
ENSG00000065978.18,chr1,42695254,42696944,TSS,True,306,448
ENSG00000065978.18,chr1,42697187,42697262,TSS,True,317,448
ENSG00000065978.18,chr1,42700997,42701046,TSS,True,361,448
ENSG00000177868.11,chr1,42816580,42817189,3AS,True,109,124
ENSG00000143256.4,chr1,161117951,161118057,TSS,True,125,940
ENSG00000125944.19,chr1,23338608,23344210,ES,False,125,232
ENSG00000125944.19,chr1,23341017,23344210,3AS,False,64,107
ENSG00000125944.19,chr1,23309522,23311066,PAS,True,28,242
ENSG00000125944.19,chr1,23344210,23344650,TSS,True,100,333
ENSG00000131236.16,chr1,40040240,40040801,TSS,True,151,218
ENSG00000131236.16,chr1,40040243,40040783,TSS,True,180,218
ENSG00000131236.16,chr1,40070433,40070512,TSS,False,190,215
ENSG00000131236.16,chr1,40060075,40060170,TSS,True,151,218
ENSG00000092621.12,chr1,119711850,119712160,TSS,True,560,1469
ENSG00000092621.12,chr1,119721166,119721321,TSS,True,977,1469
ENSG00000180198.16,chr1,28505990,28506084,TSS,True,118,153
ENSG00000180198.16,chr1,28518216,28518308,TSS,True,59,131
ENSG00000180198.16,chr1,28537831,28539198,PAS,True,28,118
ENSG00000132485.13,chr1,71069362,71070826,IR,True,85,108
ENSG00000132485.13,chr1,71063290,71065137,PAS,True,46,127
ENSG00000132485.13,chr1,71063290,71070996,PAS,True,107,127
ENSG00000132485.13,chr1,71072471,71072548,PAS,True,107,122
ENSG00000120948.17,chr1,11012634,11012743,TSS,True,214,413
ENSG00000120948.17,chr1,11022123,11025492,PAS,True,59,206
ENSG00000143545.8,chr1,153986112,153986377,TSS,True,109,491
ENSG00000134186.11,chr1,108692296,108692867,TSS,True,48,108
ENSG00000116857.16,chr1,201154444,201154501,TSS,True,67,173
ENSG00000116857.16,chr1,201153857,201154439,TSS,True,143,173
ENSG00000177954.12,chr1,153990802,153991114,5AS,False,70,104
ENSG00000177954.12,chr1,153990761,153990802,TSS,False,44,117
ENSG00000177954.12,chr1,153990761,153991034,TSS,False,83,117
ENSG00000143570.17,chr1,153963494,153963554,TSS,True,44,219
ENSG00000143570.17,chr1,153962528,153962754,TSS,True,189,219
ENSG00000159352.15,chr1,151254726,151254808,TSS,True,76,489
ENSG00000162384.13,chr1,53220569,53220641,TSS,True,31,223
ENSG00000215845.10,chr1,161038075,161038879,ES,False,132,474
ENSG00000031698.12,chr1,109213843,109214128,TSS,True,118,369
ENSG00000031698.12,chr1,109230875,109231021,TSS,True,306,358
ENSG00000116679.15,chr1,185316952,185317392,TSS,True,37,120
ENSG00000164182.10,chr5,60945153,60945382,TSS,True,36,333
ENSG00000164346.9,chr5,74776603,74776906,PAS,True,22,189
ENSG00000113013.13,chr5,138575237,138575684,TSS,True,74,257
ENSG00000113013.13,chr5,138558552,138559332,TSS,False,217,248
ENSG00000171421.12,chr5,1798947,1799791,5AS,False,70,147
ENSG00000171421.12,chr5,1799770,1799839,TSS,True,128,205
ENSG00000171421.12,chr5,1799791,1799871,TSS,True,135,205
ENSG00000113140.10,chr5,151686864,151687036,TSS,True,50,213
ENSG00000113407.13,chr5,33440764,33441143,TSS,True,23,191
ENSG00000170445.13,chr5,140678015,140679061,5AS,False,11,108
ENSG00000170445.13,chr5,140678015,140683099,ES,False,13,119
ENSG00000170445.13,chr5,140691214,140691393,TSS,True,20,145
PB_novel_213403,chr5,12660807,12667735,ES,True,624,722
ENSG00000146007.10,chr5,140700442,140700478,TSS,True,21,138
ENSG00000038274.16,chr5,163505565,163505749,TSS,True,86,151
ENSG00000038274.16,chr5,163503225,163503424,TSS,True,71,152
ENSG00000172062.16,chr5,70925045,70925184,TSS,True,160,409
ENSG00000188725.7,chr5,61162216,61162474,TSS,True,19,147
ENSG00000213585.10,chr5,133993015,134004646,3AS,False,49,217
ENSG00000213585.10,chr5,134004646,134004776,TSS,True,29,247
ENSG00000177879.15,chr5,115841596,115842106,TSS,True,18,135
ENSG00000131732.11,chr5,81301670,81304740,5AS,False,56,120
ENSG00000131732.11,chr5,81301582,81301670,TSS,True,75,142
ENSG00000131732.11,chr5,81301613,81301698,TSS,True,78,142
ENSG00000048162.20,chr5,176384283,176385220,3AS,False,60,334
ENSG00000048162.20,chr5,176383935,176384374,PAS,True,79,343
ENSG00000048162.20,chr5,176383940,176384283,PAS,True,284,344
ENSG00000172058.15,chr5,70900668,70900876,TSS,True,44,373
ENSG00000113575.9,chr5,134225759,134226276,TSS,True,36,313
ENSG00000123219.12,chr5,65554898,65561462,3AS,False,14,114
ENSG00000123219.12,chr5,65554946,65561496,5AS,False,30,129
ENSG00000123219.12,chr5,65517242,65518633,PAS,True,19,180
ENSG00000123219.12,chr5,65563097,65563571,TSS,True,20,181
ENSG00000197451.11,chr5,178209447,178210552,ES,False,56,272
ENSG00000197451.11,chr5,178209417,178209447,TSS,True,260,528
ENSG00000113328.18,chr5,163437664,163437764,IR,False,87,239
ENSG00000113328.18,chr5,163437578,163437804,TSS,True,108,256
ENSG00000113328.18,chr5,163437594,163437664,TSS,True,169,256
ENSG00000145907.14,chr5,151772036,151786602,3AS,False,66,200
ENSG00000145907.14,chr5,151771913,151772036,TSS,True,87,287
ENSG00000153006.15,chr5,64754362,64768504,ES,False,130,151
ENSG00000153006.15,chr5,64718147,64724573,PAS,False,21,160
ENSG00000037241.7,chr5,172959423,172959468,TSS,False,30,193
ENSG00000164615.4,chr5,134738497,134738792,TSS,True,44,280
ENSG00000164615.4,chr5,134741061,134741523,TSS,True,244,280
ENSG00000198865.9,chr5,42756786,42756885,TSS,True,20,119
ENSG00000198865.9,chr5,42759116,42759208,TSS,True,100,119
ENSG00000120727.12,chr5,139341823,139341980,TSS,True,333,1364
ENSG00000120727.12,chr5,139363761,139363922,TSS,True,1049,1364
ENSG00000145736.14,chr5,71062796,71067654,5AS,False,48,113
ENSG00000145736.14,chr5,71034961,71035796,PAS,True,71,156
ENSG00000145736.14,chr5,71052915,71055457,PAS,True,87,155
ENSG00000145736.14,chr5,71067654,71067732,TSS,True,73,157
ENSG00000145736.14,chr5,71067493,71067693,TSS,True,100,157
ENSG00000113712.17,chr5,149550841,149551878,TSS,True,26,101
ENSG00000086189.9,chr5,62403693,62403938,TSS,True,53,188
ENSG00000164405.10,chr5,132866585,132866687,TSS,True,134,1099
ENSG00000153015.15,chr5,65018158,65020537,PAS,True,35,242
ENSG00000113141.17,chr5,140647797,140647924,TSS,True,38,165
ENSG00000113141.17,chr5,140659003,140659164,TSS,False,131,157
ENSG00000164265.8,chr5,147871136,147872321,TSS,False,241,392
ENSG00000164265.8,chr5,147870500,147870754,TSS,False,324,392
ENSG00000247828.7,chr5,88268530,88269027,TSS,False,37,105
ENSG00000247828.7,chr5,88268995,88269119,TSS,True,77,105
ENSG00000247828.7,chr5,88287435,88291709,PAS,True,71,101
ENSG00000247828.7,chr5,88282041,88284699,PAS,True,88,100
ENSG00000247828.7,chr5,88436272,88437091,PAS,True,55,105
ENSG00000249915.7,chr5,306754,311292,5AS,False,26,147
ENSG00000249915.7,chr5,271623,271821,TSS,True,92,179
ENSG00000249915.7,chr5,272708,272772,TSS,False,107,179
ENSG00000150753.11,chr5,10250169,10250445,TSS,True,132,1061
ENSG00000113552.15,chr5,142012994,142013053,TSS,False,15,148
ENSG00000145592.13,chr5,40835182,40835284,TSS,False,935,6930
ENSG00000145592.13,chr5,40834470,40835213,TSS,True,6039,6929
ENSG00000145781.8,chr5,116084932,116085093,TSS,True,41,257
ENSG00000145741.15,chr5,73498425,73498558,TSS,True,468,4645
ENSG00000213523.10,chr5,140557272,140557427,IR,False,182,222
ENSG00000213523.10,chr5,140557427,140557472,TSS,True,43,226
ENSG00000213523.10,chr5,140557146,140557456,TSS,True,188,226
ENSG00000113312.10,chr5,160009190,160010499,5AS,False,37,249
ENSG00000113312.10,chr5,160009107,160009193,TSS,True,69,282
ENSG00000113312.10,chr5,160009107,160009190,TSS,False,243,282
ENSG00000273841.4,chr5,69369462,69369623,TSS,False,67,446
ENSG00000164904.17,chr5,126595006,126595334,TSS,True,73,377
ENSG00000170584.10,chr5,163457610,163459861,5AS,True,255,286
ENSG00000170584.10,chr5,163459861,163460386,TSS,True,34,298
ENSG00000170606.14,chr5,133051928,133052357,TSS,True,84,168
ENSG00000170606.14,chr5,133097161,133097286,TSS,True,115,164
ENSG00000073578.16,chr5,218010,218418,TSS,True,65,214
ENSG00000073578.16,chr5,227460,228333,TSS,True,160,214
ENSG00000153037.14,chr5,112864732,112867403,3AS,False,235,263
ENSG00000153037.14,chr5,112867403,112867908,PAS,True,32,268
ENSG00000153037.14,chr5,112867371,112867907,PAS,True,239,268
ENSG00000169045.17,chr5,179623594,179623711,TSS,True,85,119
ENSG00000169045.17,chr5,179623635,179623882,TSS,True,91,119
ENSG00000164587.12,chr5,150447735,150449491,5AS,True,213,736
ENSG00000164587.12,chr5,150449702,150449742,TSS,False,1621,12497
ENSG00000169223.14,chr5,177351451,177353179,TSS,False,45,367
ENSG00000134986.13,chr5,111735507,111757135,ES,False,43,305
ENSG00000127022.14,chr5,179698902,179699102,TSS,True,113,210
ENSG00000127022.14,chr5,179728590,179731653,PAS,True,22,134
ENSG00000015479.18,chr5,139293607,139293805,TSS,True,59,108
ENSG00000015479.18,chr5,139293749,139294028,TSS,True,88,108
ENSG00000015479.18,chr5,139329344,139331366,PAS,True,15,108
ENSG00000113643.8,chr5,168486440,168486543,TSS,True,37,216
ENSG00000169228.13,chr5,177302178,177302396,IR,False,74,109
ENSG00000169228.13,chr5,177303320,177303406,IR,False,33,104
ENSG00000169228.13,chr5,177303171,177303730,TSS,True,52,122
ENSG00000169228.13,chr5,177303406,177303722,TSS,True,89,122
ENSG00000205571.13,chr5,70070751,70077018,ES,False,155,257
ENSG00000205571.13,chr5,70049625,70049766,TSS,True,53,316
ENSG00000214736.7,chr6,41789336,41789567,3AS,False,298,500
ENSG00000214736.7,chr6,41789530,41789893,PAS,True,305,512
ENSG00000214736.7,chr6,41789567,41789894,PAS,False,207,512
ENSG00000204531.17,chr6,31166041,31170211,3AS,True,44,197
ENSG00000204531.17,chr6,31170215,31170695,TSS,True,1072,6694
ENSG00000137210.13,chr6,10749698,10755141,ES,False,42,416
ENSG00000137210.13,chr6,10756466,10757475,PAS,True,79,534
ENSG00000204264.9,chr6,32843849,32844047,TSS,True,50,110
ENSG00000204264.9,chr6,32844278,32844637,TSS,False,70,110
ENSG00000204619.7,chr6,30067155,30067479,TSS,True,45,105
ENSG00000137309.19,chr6,34240882,34242711,5AS,False,102,328
ENSG00000137309.19,chr6,34236837,34236963,TSS,False,116,445
ENSG00000146223.14,chr6,42879951,42883450,ES,False,95,333
ENSG00000146223.14,chr6,42886255,42889889,PAS,False,47,376
ENSG00000204387.13,chr6,31835451,31837235,ES,False,294,418
ENSG00000204387.13,chr6,31834913,31835200,TSS,True,51,436
ENSG00000132424.15,chr6,99414686,99416348,3AS,True,35,238
ENSG00000132424.15,chr6,99414690,99425214,ES,False,35,237
ENSG00000132424.15,chr6,99398049,99401630,PAS,True,234,294
ENSG00000132424.15,chr6,99408137,99408271,PAS,False,74,282
ENSG00000132424.15,chr6,99425214,99425976,TSS,True,63,337
ENSG00000120437.8,chr6,159761985,159762142,TSS,False,119,380
ENSG00000120437.8,chr6,159775012,159775313,TSS,True,326,376
ENSG00000135521.8,chr6,143843304,143843480,TSS,False,16,156
ENSG00000234745.10,chr6,31357085,31357218,TSS,True,37,240
ENSG00000204220.11,chr6,33289588,33289628,TSS,True,227,263
ENSG00000204220.11,chr6,33289627,33289920,TSS,True,104,262
ENSG00000204220.11,chr6,33289577,33289620,TSS,True,204,263
ENSG00000231500.6,chr6,33276066,33276390,5AS,True,37,238
ENSG00000111832.12,chr6,116571655,116580294,ES,False,107,123
ENSG00000196230.12,chr6,30720274,30720563,TSS,False,175,1401
ENSG00000112312.9,chr6,24775112,24777221,5AS,False,321,622
ENSG00000112312.9,chr6,24774927,24775244,TSS,True,422,724
ENSG00000112312.9,chr6,24774923,24775112,TSS,True,400,724
ENSG00000203778.7,chr6,112087720,112097043,3AS,True,22,118
ENSG00000112759.17,chr6,44223641,44227262,3AS,True,97,123
ENSG00000112759.17,chr6,44223542,44223641,TSS,True,21,150
ENSG00000093144.18,chr6,127314896,127327001,ES,False,57,172
ENSG00000093144.18,chr6,127343335,127344300,TSS,False,51,214
ENSG00000124532.14,chr6,24402796,24403236,TSS,True,17,131
ENSG00000124532.14,chr6,24423583,24426185,PAS,True,28,116
ENSG00000124532.14,chr6,24422936,24423478,PAS,True,94,116
ENSG00000120265.17,chr6,149802369,149810615,5AS,False,298,442
ENSG00000120265.17,chr6,149810615,149812368,PAS,True,305,748
ENSG00000120265.17,chr6,149802199,149803052,PAS,True,437,717
ENSG00000096384.19,chr6,44247057,44247195,TSS,False,556,2138
ENSG00000096384.19,chr6,44248639,44250154,TSS,True,1884,2117
ENSG00000096384.19,chr6,44253488,44253899,PAS,True,249,2122
ENSG00000124802.11,chr6,8079023,8080030,PAS,False,161,890
ENSG00000124802.11,chr6,8079604,8090281,PAS,True,757,889
ENSG00000111906.17,chr6,125292909,125300537,ES,False,169,387
ENSG00000241370.5,chr6,30345228,30345297,IR,False,213,252
ENSG00000241370.5,chr6,30345398,30345490,IR,False,230,259
ENSG00000241370.5,chr6,30345136,30345228,TSS,True,48,267
ENSG00000241370.5,chr6,30345200,30345398,TSS,True,227,267
ENSG00000124614.15,chr6,34426031,34426132,TSS,True,811,6258
ENSG00000012660.13,chr6,53267396,53269270,PAS,True,24,158
ENSG00000012660.13,chr6,53294087,53294491,PAS,False,137,156
ENSG00000012660.13,chr6,53348816,53349169,TSS,True,65,219
ENSG00000112514.15,chr6,33417695,33417868,IR,False,200,412
ENSG00000112514.15,chr6,33418086,33418358,TSS,False,701,984
ENSG00000112514.15,chr6,33417958,33418113,TSS,True,769,984
ENSG00000112514.15,chr6,33417480,33418153,TSS,True,771,983
ENSG00000112514.15,chr6,33417868,33418103,TSS,False,784,984
ENSG00000196591.11,chr6,113970856,113971501,TSS,True,223,931
ENSG00000196591.11,chr6,113948978,113949077,TSS,True,743,915
ENSG00000146215.13,chr6,43308409,43308749,IR,True,86,109
ENSG00000146215.13,chr6,43308749,43308882,TSS,False,29,115
ENSG00000146215.13,chr6,43308314,43308850,TSS,True,94,115
ENSG00000198563.13,chr6,31540534,31541949,3AS,False,505,988
ENSG00000124596.16,chr6,41071675,41072318,5AS,False,65,103
ENSG00000124596.16,chr6,41072235,41072544,TSS,True,91,129
ENSG00000124596.16,chr6,41072318,41072616,TSS,True,64,129
ENSG00000130349.9,chr6,107028195,107028271,TSS,False,33,130
ENSG00000130349.9,chr6,107039745,107040230,TSS,False,115,130
ENSG00000124733.4,chr6,43013897,43013924,TSS,False,66,500
ENSG00000213722.8,chr6,31728864,31730245,TSS,True,294,353
ENSG00000213722.8,chr6,31730050,31730268,TSS,True,79,354
ENSG00000155115.6,chr6,110958826,110959171,5AS,True,491,591
ENSG00000155115.6,chr6,110958505,110958826,TSS,False,144,646
ENSG00000155115.6,chr6,110958698,110958829,TSS,True,546,646
ENSG00000198755.10,chr6,35469285,35469380,IR,False,65,261
ENSG00000124588.19,chr6,3012674,3016883,ES,False,45,234
ENSG00000118418.14,chr6,79201726,79202275,IR,True,402,453
ENSG00000118418.14,chr6,79201726,79202316,5AS,False,814,1233
ENSG00000066379.14,chr6,30061389,30061514,5AS,False,59,163
ENSG00000066379.14,chr6,30061389,30061514,IR,False,59,145
ENSG00000066379.14,chr6,30061398,30061514,5AS,False,91,104
ENSG00000066379.14,chr6,30061398,30061514,IR,False,91,177
ENSG00000066379.14,chr6,30061238,30061669,TSS,True,166,251
ENSG00000066379.14,chr6,30061271,30061398,TSS,True,160,251
ENSG00000066379.14,chr6,30061238,30061389,TSS,True,192,251
ENSG00000092820.17,chr6,158765738,158767078,PAS,True,22,161
ENSG00000092820.17,chr6,158819316,158819418,TSS,True,114,187
ENSG00000092820.17,chr6,158769783,158769888,TSS,True,123,166
ENSG00000092820.17,chr6,158769325,158769406,TSS,True,142,166
ENSG00000204590.12,chr6,30556130,30557243,TSS,False,43,114
ENSG00000204590.12,chr6,30555054,30555501,TSS,True,92,114
ENSG00000111845.4,chr6,10695069,10697323,3AS,True,98,131
ENSG00000111845.4,chr6,10694652,10695069,TSS,False,30,171
ENSG00000225921.6,chr6,13614763,13615624,TSS,True,28,118
ENSG00000204568.11,chr6,30617797,30617943,TSS,True,56,402
ENSG00000280707.2,chr6,167228397,167231859,ES,True,245,274
ENSG00000280707.2,chr6,167231957,167237240,ES,True,49,165
ENSG00000280707.2,chr6,167247067,167252783,PAS,True,273,311
ENSG00000280707.2,chr6,167237240,167237519,PAS,False,139,311
ENSG00000280707.2,chr6,167245786,167247463,PAS,True,257,311
ENSG00000204392.10,chr6,31806754,31806986,TSS,True,30,188
ENSG00000112110.9,chr6,159790060,159790939,ES,True,103,117
ENSG00000112110.9,chr6,159789817,159790060,TSS,True,377,494
ENSG00000112110.9,chr6,159790453,159790639,TSS,False,187,494
ENSG00000204525.16,chr6,31269525,31269965,3AS,False,344,398
ENSG00000204525.16,chr6,31271998,31272133,TSS,False,53,430
ENSG00000152661.8,chr6,121435636,121435832,TSS,True,112,143
ENSG00000272398.5,chr6,106974577,106974732,TSS,True,185,1589
ENSG00000146109.4,chr6,26596956,26597223,TSS,False,16,122
ENSG00000137331.11,chr6,30744308,30744550,TSS,True,34,118
ENSG00000001036.13,chr6,143511410,143511752,TSS,False,24,110
ENSG00000203875.11,chr6,85677492,85677953,IR,False,93,105
ENSG00000203875.11,chr6,85678135,85678736,TSS,True,1255,2002
ENSG00000203875.11,chr6,85678693,85678737,TSS,True,825,2003
ENSG00000186439.12,chr6,123516140,123516206,PAS,True,84,126
ENSG00000186439.12,chr6,123528293,123530565,PAS,True,93,126
ENSG00000112237.12,chr6,99539880,99543609,PAS,True,30,267
ENSG00000112237.12,chr6,99542386,99544273,PAS,True,239,267
ENSG00000120438.11,chr6,159789404,159789708,TSS,True,79,521
ENSG00000145979.17,chr6,13321095,13326786,ES,False,41,157
ENSG00000145979.17,chr6,13326906,13328455,5AS,False,94,119
ENSG00000145979.17,chr6,13326906,13328455,3AS,False,94,113
ENSG00000145979.17,chr6,13326906,13328455,IR,False,94,105
ENSG00000145979.17,chr6,13328455,13328577,TSS,True,46,159
ENSG00000145979.17,chr6,13328315,13328555,TSS,False,136,159
ENSG00000137285.9,chr6,3227486,3227655,TSS,False,218,380
ENSG00000204356.13,chr6,31958891,31959055,TSS,False,112,400
ENSG00000204356.13,chr6,31954554,31954663,TSS,True,307,400
ENSG00000112306.7,chr6,132815092,132816460,5AS,True,37,361
ENSG00000198721.12,chr6,4133701,4135510,3AS,False,131,299
ENSG00000137267.5,chr6,3157406,3157547,TSS,False,43,122
ENSG00000276256.1,chrUn_GL000195v1,49119,86517,ES,True,97,109
ENSG00000276256.1,chrUn_GL000195v1,42528,44923,PAS,False,41,113
ENSG00000276256.1,chrUn_GL000195v1,43018,46801,PAS,True,81,113
ENSG00000005194.14,chr16,57439295,57440771,3AS,False,37,242
ENSG00000007392.16,chr16,189339,189967,5AS,False,83,108
ENSG00000007392.16,chr16,208188,220648,ES,False,83,101
ENSG00000007392.16,chr16,229278,229482,TSS,False,22,121
ENSG00000086504.16,chr16,370225,370498,5AS,False,117,160
ENSG00000086504.16,chr16,370498,370549,TSS,False,366,483
ENSG00000086504.16,chr16,369930,370228,TSS,True,355,482
ENSG00000086504.16,chr16,370443,370530,TSS,True,365,483
ENSG00000069345.11,chr16,46973494,46973701,TSS,True,86,180
ENSG00000069345.11,chr16,46971348,46973671,TSS,True,134,178
ENSG00000132603.14,chr16,69340332,69341532,ES,False,18,178
ENSG00000132603.14,chr16,69339315,69339885,TSS,True,27,207
ENSG00000095906.16,chr16,1786655,1787676,ES,False,62,147
ENSG00000095906.16,chr16,1782934,1783036,TSS,False,38,186
ENSG00000167397.14,chr16,31091342,31094556,ES,False,96,411
ENSG00000167397.14,chr16,31091342,31094556,5AS,True,96,107
ENSG00000155330.9,chr16,46803070,46824385,ES,False,17,101
ENSG00000102898.11,chr16,67846891,67846985,TSS,True,32,206
ENSG00000198931.10,chr16,88809706,88810069,3AS,False,136,729
ENSG00000198931.10,chr16,88809466,88809840,PAS,True,147,743
ENSG00000198931.10,chr16,88809468,88809706,PAS,True,607,743
ENSG00000181019.12,chr16,69713129,69718122,ES,False,16,105
ENSG00000089280.18,chr16,31182664,31183860,3AS,False,168,533
ENSG00000089280.18,chr16,31180132,31180227,TSS,True,490,1021
ENSG00000089280.18,chr16,31184936,31185179,TSS,False,870,1019
ENSG00000089280.18,chr16,31191053,31191110,TSS,True,813,990
ENSG00000125166.12,chr16,58734139,58734375,TSS,True,110,289
ENSG00000205629.11,chr16,25140247,25164597,ES,False,34,198
ENSG00000149932.16,chr16,29962132,29963109,3AS,False,129,210
ENSG00000149932.16,chr16,29962010,29962132,TSS,True,69,280
ENSG00000149932.16,chr16,29962117,29963308,TSS,True,221,280
ENSG00000185324.21,chr16,89685999,89686759,TSS,True,78,103
ENSG00000185324.21,chr16,89686658,89686797,TSS,True,53,103
ENSG00000103550.13,chr16,19706346,19707221,PAS,True,37,166
ENSG00000103550.13,chr16,19714214,19715037,PAS,False,119,150
ENSG00000103550.13,chr16,19718157,19718226,TSS,True,35,175
ENSG00000182149.20,chr16,71894627,71895589,TSS,False,22,177
ENSG00000102900.12,chr16,56730074,56730211,TSS,True,22,111
ENSG00000102900.12,chr16,56844498,56844943,PAS,True,11,109
ENSG00000103145.10,chr16,3023361,3023846,ES,False,75,229
ENSG00000103145.10,chr16,3023361,3023846,3AS,False,75,101
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,932,5563
ENSG00000159593.14,chr16,66830846,66831002,TSS,True,43,400
ENSG00000167515.10,chr16,88859972,88860913,3AS,False,194,276
ENSG00000167515.10,chr16,88860910,88862678,PAS,True,198,278
ENSG00000167515.10,chr16,88860913,88862686,PAS,True,84,278
ENSG00000103485.17,chr16,29678959,29679210,TSS,True,36,224
ENSG00000166851.14,chr16,23678847,23679340,TSS,True,43,129
ENSG00000166851.14,chr16,23688670,23689392,TSS,True,115,129
ENSG00000206053.12,chr16,1678276,1678356,TSS,True,21,110
ENSG00000149925.18,chr16,30064052,30064248,TSS,True,2304,2807
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,1258,2807
