gene,chr,start,end,splice_type,novel,osteocyte_ENCFF925MYC_in_cov,osteocyte_ENCFF925MYC_total_cov
ENSG00000115414.18,chr2,215435654,215436121,TSS,True,9678,11390
ENSG00000115414.18,chr2,215384019,215385311,TSS,False,8478,9670
ENSG00000143727.15,chr2,271939,275139,ME,False,142,300
ENSG00000143727.15,chr2,271939,272191,ES,False,145,232
ENSG00000144118.13,chr2,120252980,120278617,3AS,False,72,120
ENSG00000144118.13,chr2,120252755,120252980,TSS,True,20,142
ENSG00000130508.10,chr2,1631882,1634323,PAS,True,47,150
ENSG00000130508.10,chr2,1638845,1638978,PAS,True,111,143
ENSG00000130508.10,chr2,1648171,1649673,TSS,True,246,309
ENSG00000130508.10,chr2,1744255,1744568,TSS,True,272,318
ENSG00000115415.18,chr2,190968991,190970717,PAS,True,134,511
ENSG00000115415.18,chr2,190975533,190975887,PAS,True,426,509
ENSG00000169756.16,chr2,108534375,108534594,TSS,True,30,103
ENSG00000169756.16,chr2,108654963,108655256,TSS,True,84,103
ENSG00000171103.10,chr2,28869578,28870311,TSS,True,13,107
ENSG00000171103.10,chr2,28869559,28870320,TSS,True,95,107
ENSG00000198130.15,chr2,190202081,190205232,PAS,True,39,288
ENSG00000136710.9,chr2,130341944,130342133,5AS,False,18,161
ENSG00000136710.9,chr2,130342014,130342165,TSS,True,32,174
ENSG00000136710.9,chr2,130342133,130342728,TSS,False,156,174
ENSG00000115902.10,chr2,64988475,64988620,TSS,True,208,240
ENSG00000115902.10,chr2,64989358,64990170,TSS,False,196,240
ENSG00000115902.10,chr2,65016568,65016673,TSS,True,187,240
ENSG00000115902.10,chr2,65000860,65001490,TSS,True,195,240
ENSG00000003509.15,chr2,37248134,37251181,PAS,True,21,108
ENSG00000003509.15,chr2,37253085,37253889,PAS,False,97,108
ENSG00000144339.11,chr2,191950005,191950407,PAS,False,37,255
ENSG00000173692.12,chr2,231165199,231165289,PAS,True,498,1784
ENSG00000173692.12,chr2,231163634,231163729,PAS,False,1461,1781
ENSG00000138061.11,chr2,38075779,38077230,TSS,True,88,557
ENSG00000138061.11,chr2,38074345,38075284,TSS,True,497,557
ENSG00000153250.19,chr2,160281364,160284774,ES,False,69,115
ENSG00000153250.19,chr2,160285044,160286977,5AS,False,54,119
ENSG00000153250.19,chr2,160493288,160493938,TSS,True,113,140
ENSG00000153250.19,chr2,160407463,160408117,TSS,False,125,140
ENSG00000153250.19,chr2,160367215,160367395,TSS,True,76,140
ENSG00000118961.14,chr2,20774979,20801309,ES,False,24,162
ENSG00000118961.14,chr2,20790398,20801309,5AS,False,138,164
ENSG00000118961.14,chr2,20790398,20823036,ES,False,22,181
ENSG00000118961.14,chr2,20684029,20687094,PAS,True,27,222
ENSG00000168958.19,chr2,227325427,227330625,ES,False,51,474
ENSG00000168958.19,chr2,227340380,227347225,ES,False,197,329
ENSG00000168958.19,chr2,227340380,227352513,ES,False,41,380
ENSG00000168958.19,chr2,227340380,227355676,ES,False,102,512
ENSG00000168958.19,chr2,227342819,227355676,ES,False,17,161
ENSG00000115170.13,chr2,157875795,157876342,TSS,True,48,112
ENSG00000115170.13,chr2,157818384,157818565,TSS,True,99,112
ENSG00000243943.9,chr2,27583142,27598066,ES,False,77,186
ENSG00000243943.9,chr2,27583716,27598069,3AS,False,19,134
ENSG00000077380.15,chr2,171687433,171687627,TSS,True,132,194
ENSG00000077380.15,chr2,171687620,171687873,TSS,True,112,194
ENSG00000077380.15,chr2,171747775,171749697,PAS,True,21,194
ENSG00000104231.10,chr8,81715114,81718181,ES,False,34,145
ENSG00000165156.14,chr8,123267386,123274216,5AS,False,56,108
ENSG00000165156.14,chr8,123248456,123250320,PAS,True,66,134
ENSG00000165156.14,chr8,123252431,123256171,PAS,True,56,118
ENSG00000165156.14,chr8,123274121,123274611,TSS,True,82,134
ENSG00000165156.14,chr8,123274216,123274774,TSS,True,78,134
ENSG00000040341.17,chr8,73688813,73738283,ES,False,111,141
ENSG00000040341.17,chr8,73738349,73746782,ES,False,17,134
ENSG00000040341.17,chr8,73419988,73421465,PAS,True,101,158
ENSG00000040341.17,chr8,73526820,73527804,PAS,True,134,158
ENSG00000040341.17,chr8,73546118,73552319,PAS,True,90,157
ENSG00000040341.17,chr8,73746782,73746960,TSS,True,18,158
ENSG00000085719.12,chr8,86514412,86514541,TSS,True,41,136
ENSG00000085719.12,chr8,86558287,86561509,PAS,True,35,107
ENSG00000085719.12,chr8,86546594,86547133,PAS,True,83,100
ENSG00000147789.15,chr8,144827489,144827609,TSS,False,27,133
ENSG00000164754.14,chr8,116845932,116847691,PAS,True,53,166
ENSG00000164754.14,chr8,116845935,116850767,PAS,True,108,155
ENSG00000164754.14,chr8,116874610,116874896,TSS,False,147,179
ENSG00000164754.14,chr8,116866585,116866763,TSS,True,133,179
ENSG00000164754.14,chr8,116874362,116874613,TSS,False,145,179
ENSG00000008513.15,chr8,133476074,133476277,IR,False,79,142
ENSG00000008513.15,chr8,133571692,133572079,TSS,True,28,171
ENSG00000164808.16,chr8,47260898,47260991,TSS,True,46,262
ENSG00000070718.11,chr8,42152987,42153105,TSS,True,24,153
ENSG00000120992.17,chr8,54063375,54065787,5AS,True,30,289
ENSG00000070501.11,chr8,42338685,42344952,ES,False,44,119
ENSG00000168300.13,chr8,51817574,51820718,PAS,True,18,121
ENSG00000078674.17,chr8,17924780,17935588,ES,False,130,159
ENSG00000078674.17,chr8,17939861,17947185,ES,False,114,172
ENSG00000078674.17,chr8,17922713,17923188,TSS,True,31,197
ENSG00000078674.17,chr8,17952969,17954455,PAS,True,126,175
ENSG00000078674.17,chr8,17960314,17960405,PAS,True,140,184
ENSG00000104312.7,chr8,89758233,89765340,ES,False,18,120
ENSG00000155096.13,chr8,102843747,102858012,ES,False,289,396
ENSG00000019549.11,chr8,48921186,48921431,TSS,True,43,245
ENSG00000019549.11,chr8,48919895,48920444,TSS,True,206,245
ENSG00000198363.17,chr8,61638360,61642887,3AS,False,76,518
ENSG00000198363.17,chr8,61643433,61644599,ES,False,107,527
ENSG00000198363.17,chr8,61644632,61651049,ES,False,85,526
ENSG00000198363.17,chr8,61623699,61626280,PAS,True,143,541
ENSG00000147533.16,chr8,41506012,41507058,3AS,False,178,206
ENSG00000169398.19,chr8,140864399,140890542,ES,False,48,194
ENSG00000169398.19,chr8,140890769,141001124,ES,False,88,193
ENSG00000169398.19,chr8,140658381,140659678,PAS,True,69,304
ENSG00000169398.19,chr8,141001124,141001674,TSS,True,108,305
ENSG00000169398.19,chr8,140718316,140718672,TSS,True,208,255
ENSG00000197217.12,chr8,23434478,23435391,3AS,False,93,107
ENSG00000197217.12,chr8,23439915,23441592,5AS,False,18,111
ENSG00000197217.12,chr8,23429152,23433154,PAS,True,25,123
ENSG00000197217.12,chr8,23457556,23457718,TSS,True,28,139
ENSG00000134013.15,chr8,23403953,23404194,TSS,True,40,125
ENSG00000169490.16,chr8,38995405,38996212,3AS,False,254,300
ENSG00000164930.11,chr8,103298515,103298995,TSS,True,23,158
ENSG00000164930.11,chr8,103331340,103332866,PAS,True,27,153
ENSG00000164930.11,chr8,103324480,103326711,PAS,True,129,144
ENSG00000176623.11,chr8,86470166,86474358,PAS,True,20,167
ENSG00000161016.17,chr8,144792365,144792428,TSS,False,64,551
ENSG00000182307.13,chr8,145052497,145052585,IR,False,147,198
ENSG00000182307.13,chr8,145052437,145052497,TSS,False,67,214
ENSG00000182307.13,chr8,145052464,145052897,TSS,True,162,214
ENSG00000153310.19,chr8,129939607,129939904,TSS,True,89,148
ENSG00000153310.19,chr8,130016369,130016704,TSS,True,95,148
ENSG00000153310.19,chr8,130016606,130016801,TSS,True,118,148
ENSG00000121022.13,chr8,67062024,67062105,IR,False,44,385
ENSG00000121022.13,chr8,67061853,67062151,TSS,True,60,389
ENSG00000121022.13,chr8,67062105,67062347,TSS,True,341,389
ENSG00000179950.13,chr8,143818534,143821596,ES,False,135,307
ENSG00000179950.13,chr8,143821913,143829279,ES,False,37,292
ENSG00000179950.13,chr8,143824396,143829279,3AS,False,30,256
ENSG00000170791.17,chr8,56211837,56214597,ES,False,81,127
ENSG00000170791.17,chr8,56214667,56216432,3AS,False,80,127
ENSG00000154328.15,chr8,11769791,11771445,ES,False,112,132
ENSG00000154328.15,chr8,11769633,11769791,TSS,False,17,160
ENSG00000164924.17,chr8,100951928,100952852,TSS,True,439,1092
ENSG00000129422.14,chr8,17643300,17646139,PAS,True,76,108
ENSG00000129422.14,chr8,17651550,17653281,PAS,True,36,108
ENSG00000129422.14,chr8,17697256,17697702,TSS,False,218,314
ENSG00000132294.14,chr8,132010789,132013631,PAS,True,141,161
ENSG00000132294.14,chr8,131979345,131979455,PAS,True,40,157
ENSG00000164830.18,chr8,106726309,106739457,ES,False,157,188
ENSG00000164830.18,chr8,106726046,106726309,TSS,True,35,223
ENSG00000104412.7,chr8,108443613,108443698,TSS,True,19,146
ENSG00000129691.15,chr8,38105516,38105738,TSS,True,52,241
ENSG00000129691.15,chr8,38105528,38106139,TSS,True,205,241
ENSG00000205133.11,chr8,92886667,92891988,3AS,False,15,111
ENSG00000205133.11,chr8,92883529,92886735,PAS,True,21,116
ENSG00000205133.11,chr8,92883531,92886667,PAS,False,101,116
ENSG00000104529.17,chr8,143586849,143597347,3AS,False,30,252
ENSG00000164741.14,chr8,13083360,13085931,PAS,True,61,350
ENSG00000164741.14,chr8,13099346,13100566,TSS,True,211,318
ENSG00000164741.14,chr8,13132943,13133293,TSS,True,221,322
ENSG00000164741.14,chr8,13276261,13276701,TSS,True,271,330
ENSG00000164741.14,chr8,13514601,13514907,TSS,True,325,362
ENSG00000104375.16,chr8,98454631,98456000,PAS,True,65,162
ENSG00000104375.16,chr8,98547972,98548161,PAS,True,109,161
ENSG00000104472.9,chr8,140511297,140511646,TSS,True,12,101
ENSG00000136960.12,chr8,119570841,119580115,ES,False,89,101
ENSG00000136960.12,chr8,119580167,119582429,5AS,False,33,102
ENSG00000136960.12,chr8,119638747,119638893,TSS,True,68,104
ENSG00000136960.12,chr8,119673251,119673698,TSS,False,39,104
ENSG00000155975.9,chr8,17294986,17298024,PAS,True,24,186
ENSG00000129696.12,chr8,33503935,33509745,ES,False,15,124
ENSG00000129696.12,chr8,33512712,33513081,IR,True,74,116
ENSG00000129696.12,chr8,33498721,33499277,PAS,True,15,136
ENSG00000129696.12,chr8,33511966,33513162,TSS,True,93,136
ENSG00000129696.12,chr8,33513081,33513153,TSS,False,61,136
ENSG00000169439.11,chr8,96493607,96494331,TSS,True,266,1392
ENSG00000154188.9,chr8,107303367,107321898,5AS,False,116,297
ENSG00000154188.9,chr8,107249481,107252015,PAS,True,41,335
ENSG00000147526.19,chr8,38827288,38831124,5AS,False,44,122
ENSG00000147526.19,chr8,38728133,38728671,TSS,True,101,207
ENSG00000147526.19,chr8,38756913,38757409,TSS,True,172,192
ENSG00000147526.19,chr8,38847954,38853029,PAS,True,60,167
ENSG00000147526.19,chr8,38744894,38748965,PAS,True,91,106
ENSG00000147457.13,chr8,23246617,23246994,TSS,True,19,116
ENSG00000132561.13,chr8,98032317,98033098,3AS,False,145,255
ENSG00000132561.13,chr8,97868859,97869287,TSS,True,85,259
ENSG00000132561.13,chr8,97887923,97888242,TSS,True,210,259
ENSG00000132561.13,chr8,98035656,98036714,PAS,True,40,259
ENSG00000132561.13,chr8,98033560,98034282,PAS,True,222,259
ENSG00000137573.13,chr8,69466950,69501873,ES,False,519,767
ENSG00000137573.13,chr8,69493125,69501873,ES,False,118,188
ENSG00000137573.13,chr8,69466621,69466950,TSS,True,1244,2015
ENSG00000137573.13,chr8,69576009,69576209,TSS,True,1255,1964
ENSG00000137573.13,chr8,69658504,69660919,PAS,True,1129,1960
ENSG00000137573.13,chr8,69627771,69627866,PAS,True,1335,1878
ENSG00000155090.14,chr8,102651148,102651539,TSS,True,132,173
ENSG00000155090.14,chr8,102655565,102655727,TSS,False,48,173
ENSG00000168575.9,chr8,42541537,42541937,TSS,True,459,645
ENSG00000168575.9,chr8,42501030,42501263,TSS,True,338,623
ENSG00000253729.7,chr8,47786723,47789049,PAS,True,134,166
ENSG00000253729.7,chr8,47915338,47915418,PAS,True,102,120
ENSG00000253729.7,chr8,47918276,47918383,PAS,True,92,120
ENSG00000253729.7,chr8,47928572,47930012,PAS,True,70,117
ENSG00000253729.7,chr8,47959972,47960199,TSS,True,73,182
ENSG00000120889.12,chr8,23068750,23069112,TSS,True,31,119
ENSG00000137575.11,chr8,58572314,58575902,3AS,False,1087,4358
ENSG00000104671.7,chr8,30164110,30165479,PAS,True,111,125
ENSG00000104671.7,chr8,30183074,30183640,PAS,True,16,125
ENSG00000187735.13,chr8,54022062,54022448,TSS,True,145,374
ENSG00000187735.13,chr8,54021525,54022078,TSS,True,287,374
ENSG00000104613.11,chr8,19851648,19852081,PAS,True,50,356
ENSG00000092964.17,chr8,26577739,26578293,TSS,False,231,409
ENSG00000092964.17,chr8,26655614,26658175,PAS,True,32,222
ENSG00000147316.12,chr8,6444392,6447414,PAS,True,68,103
ENSG00000147316.12,chr8,6642993,6645626,PAS,True,53,110
ENSG00000198791.11,chr8,17230848,17232426,IR,True,93,107
ENSG00000198791.11,chr8,17226029,17230848,PAS,True,22,116
ENSG00000198791.11,chr8,17229227,17232537,PAS,True,101,116
ENSG00000198791.11,chr8,17246674,17246871,TSS,True,18,121
ENSG00000064313.11,chr8,119730770,119732186,PAS,True,161,199
ENSG00000064313.11,chr8,119788334,119788447,PAS,False,51,196
ENSG00000064313.11,chr8,119832481,119834349,TSS,True,25,199
ENSG00000035681.8,chr8,58659572,58659973,TSS,True,43,109
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,156,355
ENSG00000070756.15,chr8,100706650,100706798,TSS,True,289,354
ENSG00000104320.13,chr8,89981523,89982721,ES,False,196,243
ENSG00000104320.13,chr8,89933325,89935612,PAS,True,225,259
ENSG00000104320.13,chr8,89953033,89953691,PAS,True,132,257
ENSG00000104320.13,chr8,89955283,89955555,PAS,True,167,252
ENSG00000120925.15,chr8,42896483,42896850,TSS,True,20,107
ENSG00000079102.16,chr8,92017363,92062545,3AS,False,131,149
ENSG00000079102.16,chr8,92062545,92062890,TSS,True,40,195
ENSG00000133872.13,chr8,30070059,30082846,ES,False,224,2218
ENSG00000067225.17,chr15,72200655,72206727,ME,False,31,255
ENSG00000128915.11,chr15,60468162,60476062,3AS,False,63,194
ENSG00000128915.11,chr15,60419606,60423762,PAS,True,49,208
ENSG00000128915.11,chr15,60479002,60479217,TSS,True,32,211
ENSG00000068305.17,chr15,99565428,99566104,TSS,True,36,111
ENSG00000068305.17,chr15,99566430,99566599,TSS,False,95,111
ENSG00000068305.17,chr15,99712389,99716482,PAS,True,67,103
ENSG00000068305.17,chr15,99690240,99693217,PAS,True,91,103
ENSG00000068305.17,chr15,99632977,99635033,PAS,True,75,100
ENSG00000174197.16,chr15,41660525,41696074,ES,True,19,106
ENSG00000174197.16,chr15,41660093,41660525,TSS,False,98,216
ENSG00000174197.16,chr15,41621499,41621589,TSS,False,187,216
ENSG00000174197.16,chr15,41713150,41713473,PAS,True,30,188
ENSG00000159322.17,chr15,72752892,72755555,3AS,False,133,244
ENSG00000159322.17,chr15,72751294,72752895,PAS,True,154,267
ENSG00000159322.17,chr15,72751294,72752892,PAS,True,130,267
ENSG00000159322.17,chr15,72783458,72783781,TSS,True,33,270
ENSG00000180979.9,chr15,42548692,42548790,TSS,True,23,187
ENSG00000128989.10,chr15,52568847,52569144,TSS,True,80,100
ENSG00000128989.10,chr15,52569115,52569167,TSS,True,36,100
ENSG00000166147.13,chr15,48409691,48411379,PAS,True,149,980
ENSG00000166147.13,chr15,48476808,48481780,PAS,True,134,155
ENSG00000166147.13,chr15,48489231,48490078,PAS,True,56,111
ENSG00000104164.10,chr15,45587525,45603099,ES,False,53,232
ENSG00000137824.15,chr15,40754790,40755198,5AS,False,99,247
ENSG00000137824.15,chr15,40755082,40755282,TSS,True,110,256
ENSG00000137824.15,chr15,40755198,40755282,TSS,True,157,256
ENSG00000140262.17,chr15,57263274,57273032,3AS,False,19,165
ENSG00000140262.17,chr15,56918481,56918906,TSS,True,166,403
ENSG00000140262.17,chr15,57219372,57219590,TSS,True,286,395
ENSG00000140262.17,chr15,57286156,57291295,PAS,True,257,387
ENSG00000140262.17,chr15,57262093,57262196,PAS,False,272,379
ENSG00000140262.17,chr15,57263111,57263870,PAS,False,283,381
ENSG00000159459.11,chr15,43017094,43017181,PAS,True,52,135
ENSG00000174442.11,chr15,66548350,66550130,PAS,True,85,177
ENSG00000174442.11,chr15,66546590,66546705,PAS,True,107,177
ENSG00000166855.9,chr15,65148850,65150913,PAS,True,114,235
ENSG00000166855.9,chr15,65152318,65152536,PAS,True,193,235
ENSG00000166855.9,chr15,65153650,65155081,PAS,True,201,235
ENSG00000140455.16,chr15,63504830,63532646,ES,False,142,176
ENSG00000140455.16,chr15,63590660,63594641,PAS,True,29,191
ENSG00000140455.16,chr15,63588304,63588372,PAS,False,167,191
ENSG00000173575.20,chr15,92900174,92900824,TSS,True,30,111
ENSG00000137807.15,chr15,69423329,69426069,ES,False,15,110
ENSG00000137807.15,chr15,69438247,69438390,PAS,False,46,111
ENSG00000137807.15,chr15,69447791,69448427,PAS,True,68,114
ENSG00000103671.9,chr15,64387771,64387964,TSS,True,39,284
ENSG00000138592.13,chr15,50424514,50439008,ES,False,96,126
ENSG00000138592.13,chr15,50424514,50439008,5AS,False,96,140
ENSG00000138592.13,chr15,50424230,50424514,TSS,True,65,192
ENSG00000138592.13,chr15,50424347,50424654,TSS,True,148,192
ENSG00000138592.13,chr15,50481480,50483794,PAS,True,18,175
ENSG00000138592.13,chr15,50498902,50501160,PAS,True,169,190
ENSG00000104064.17,chr15,50289665,50300788,3AS,False,14,132
ENSG00000104064.17,chr15,50300902,50301256,5AS,False,83,129
ENSG00000104064.17,chr15,50277251,50278784,PAS,True,20,133
ENSG00000104064.17,chr15,50283536,50286183,PAS,True,114,133
ENSG00000129003.17,chr15,61964715,61964861,PAS,True,72,163
ENSG00000129003.17,chr15,61984919,61984999,PAS,True,139,161
ENSG00000129003.17,chr15,62060274,62060493,TSS,True,20,178
ENSG00000166887.15,chr15,42208080,42208335,TSS,True,49,159
ENSG00000179335.18,chr15,74615703,74615898,TSS,False,22,157
ENSG00000140374.15,chr15,76292700,76311349,ES,False,46,273
ENSG00000140374.15,chr15,76311349,76311487,TSS,True,37,321
ENSG00000140374.15,chr15,76295590,76295738,TSS,True,285,321
ENSG00000138594.13,chr15,51829629,51829836,TSS,True,36,288
ENSG00000092439.14,chr15,50612307,50612829,PAS,True,87,143
ENSG00000092439.14,chr15,50613706,50613841,PAS,True,101,143
ENSG00000092439.14,chr15,50686530,50686851,TSS,True,19,159
ENSG00000260916.7,chr15,55408220,55408470,TSS,True,223,1450
ENSG00000260916.7,chr15,55407846,55408373,TSS,False,1269,1450
ENSG00000255529.8,chr15,57706628,57706955,TSS,True,20,186
ENSG00000169371.13,chr15,75625335,75625691,TSS,True,148,171
ENSG00000169371.13,chr15,75625665,75625803,TSS,True,49,171
ENSG00000140553.17,chr15,90935330,90935543,5AS,False,430,627
ENSG00000140553.17,chr15,90935216,90935330,TSS,True,254,687
ENSG00000140553.17,chr15,90935268,90935375,TSS,True,490,687
ENSG00000137809.16,chr15,68301079,68303130,PAS,True,34,198
ENSG00000137809.16,chr15,68432014,68432203,TSS,False,217,252
ENSG00000140157.14,chr15,22838921,22851638,ES,False,76,114
ENSG00000140157.14,chr15,22838921,22851638,5AS,False,76,104
ENSG00000140157.14,chr15,22838643,22838921,TSS,True,40,154
ENSG00000182718.16,chr15,60386086,60397942,ME,False,699,789
ENSG00000033800.13,chr15,68054293,68054350,TSS,True,25,225
ENSG00000033800.13,chr15,68187541,68191462,PAS,True,27,214
ENSG00000167004.12,chr15,43771104,43773277,PAS,True,367,3241
ENSG00000140598.14,chr15,82129373,82130561,PAS,True,57,142
ENSG00000140598.14,chr15,82150975,82152423,PAS,False,105,141
ENSG00000140416.20,chr15,63060939,63062214,ME,False,1806,5376
ENSG00000074603.18,chr15,65452102,65456224,ES,False,26,181
ENSG00000074603.18,chr15,65512564,65517485,ES,False,162,184
ENSG00000074603.18,chr15,65517485,65517744,TSS,True,23,208
ENSG00000198901.13,chr15,90967202,90969523,5AS,False,46,119
ENSG00000198901.13,chr15,90966037,90967202,PAS,True,29,161
ENSG00000138614.14,chr15,65607442,65611097,5AS,False,139,190
ENSG00000138614.14,chr15,65611097,65611613,TSS,True,71,227
ENSG00000138614.14,chr15,65610795,65611148,TSS,True,186,227
ENSG00000140575.12,chr15,90388211,90388396,TSS,True,173,1571
ENSG00000140575.12,chr15,90484191,90484352,TSS,False,240,273
ENSG00000140575.12,chr15,90476662,90476700,PAS,True,480,1497
ENSG00000140575.12,chr15,90474484,90474694,PAS,True,1271,1494
ENSG00000273749.4,chr15,22980286,22980440,TSS,True,125,463
ENSG00000170776.21,chr15,85655787,85664562,ES,False,16,114
ENSG00000170776.21,chr15,85380473,85380798,TSS,True,154,239
ENSG00000170776.21,chr15,85578991,85582107,TSS,True,122,165
ENSG00000170776.21,chr15,85619350,85620172,TSS,True,113,164
ENSG00000170776.21,chr15,85684740,85686620,PAS,True,108,196
ENSG00000170776.21,chr15,85727380,85727454,PAS,False,190,212
ENSG00000103994.17,chr15,42412815,42417360,PAS,True,164,189
ENSG00000103994.17,chr15,42490979,42491144,TSS,True,176,221
ENSG00000103994.17,chr15,42456957,42457532,TSS,True,106,221
ENSG00000138593.8,chr15,49017628,49027364,ES,False,27,102
ENSG00000138593.8,chr15,49012645,49012817,PAS,True,103,122
ENSG00000138593.8,chr15,49016853,49017015,PAS,True,54,122
ENSG00000156958.14,chr15,49292537,49319603,ES,False,170,192
