gene,chr,start,end,splice_type,novel,WTC11_ENCFF866EVJ_in_cov,WTC11_ENCFF866EVJ_total_cov
ENSG00000170619.9,chr8,144851395,144852992,5AS,False,33,111
ENSG00000170619.9,chr8,144852838,144853029,TSS,True,40,113
ENSG00000170619.9,chr8,144852992,144853061,TSS,True,80,113
ENSG00000160932.10,chr8,143018586,143020887,3AS,False,85,371
ENSG00000164924.17,chr8,100951928,100952852,TSS,True,123,438
ENSG00000147419.17,chr8,27752587,27762418,ES,False,45,215
ENSG00000147535.16,chr8,38263118,38264604,PAS,True,94,115
ENSG00000147535.16,chr8,38263137,38264949,PAS,False,102,115
ENSG00000147535.16,chr8,38266979,38267391,PAS,True,42,111
ENSG00000147416.10,chr8,20197363,20197542,TSS,True,16,156
ENSG00000129691.15,chr8,38105516,38105738,TSS,True,20,111
ENSG00000129691.15,chr8,38105528,38106139,TSS,True,97,111
ENSG00000164919.10,chr8,99893638,99893705,TSS,True,254,1510
ENSG00000104529.17,chr8,143581328,143586728,ES,False,115,1080
ENSG00000104529.17,chr8,143586849,143597347,3AS,False,174,1016
ENSG00000104529.17,chr8,143597347,143598252,TSS,True,141,1160
ENSG00000156482.10,chr8,98045507,98045561,TSS,False,969,3275
ENSG00000156482.10,chr8,98045346,98045513,TSS,True,2423,3275
ENSG00000104679.10,chr8,23288081,23288157,TSS,True,17,122
ENSG00000120533.12,chr8,109334402,109336127,5AS,False,248,1128
ENSG00000120533.12,chr8,109334320,109334474,TSS,True,337,1199
ENSG00000120533.12,chr8,109333553,109334402,TSS,False,950,1199
ENSG00000254277.1,chr8,71675535,71702214,ES,True,125,152
ENSG00000154582.16,chr8,73972076,73972286,TSS,True,296,1219
ENSG00000154582.16,chr8,73972244,73972296,TSS,True,1014,1219
ENSG00000175324.9,chr8,38163840,38171964,ES,False,35,242
ENSG00000175324.9,chr8,38176274,38176720,TSS,True,30,245
ENSG00000254339.5,chr8,114282294,114284252,3AS,False,54,326
ENSG00000254339.5,chr8,114284514,114295465,5AS,False,103,232
ENSG00000254339.5,chr8,114287721,114290466,PAS,False,314,356
ENSG00000254339.5,chr8,114304413,114305940,PAS,True,287,356
ENSG00000254339.5,chr8,114295465,114298691,PAS,True,112,356
ENSG00000104763.18,chr8,18056296,18057623,PAS,True,73,148
ENSG00000104763.18,chr8,18063470,18067298,PAS,True,69,139
ENSG00000104763.18,chr8,18083980,18084373,TSS,True,18,149
ENSG00000137575.11,chr8,58553303,58565021,3AS,False,33,322
ENSG00000137575.11,chr8,58572314,58575902,3AS,False,81,336
ENSG00000187735.13,chr8,54022062,54022448,TSS,True,343,705
ENSG00000187735.13,chr8,53999944,54000046,TSS,True,397,705
ENSG00000198791.11,chr8,17230848,17232426,IR,True,162,196
ENSG00000198791.11,chr8,17226029,17230848,PAS,True,41,204
ENSG00000198791.11,chr8,17229227,17232537,PAS,True,166,202
ENSG00000254093.8,chr8,10765916,10826151,ES,False,36,144
ENSG00000254093.8,chr8,10839737,10839893,TSS,False,21,152
ENSG00000147586.9,chr8,79919148,80030035,5AS,True,22,137
ENSG00000147586.9,chr8,80003180,80030035,5AS,True,194,295
ENSG00000147586.9,chr8,80003180,80030053,5AS,True,98,394
ENSG00000147586.9,chr8,80030020,80030272,TSS,True,372,486
ENSG00000147586.9,chr8,80030053,80030271,TSS,True,376,486
ENSG00000147586.9,chr8,80030035,80030279,TSS,True,258,486
ENSG00000047249.17,chr8,53801896,53814661,ES,False,47,161
ENSG00000047249.17,chr8,53843033,53843431,TSS,False,56,181
ENSG00000047249.17,chr8,53842870,53843013,TSS,False,152,181
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,241,1192
ENSG00000104714.13,chr8,662300,664676,PAS,True,50,151
ENSG00000104714.13,chr8,673864,674047,PAS,True,82,120
ENSG00000104714.13,chr8,731139,731245,TSS,True,39,152
ENSG00000104714.13,chr8,673288,674044,TSS,True,81,108
ENSG00000147604.13,chr8,73293598,73293664,TSS,True,66,397
ENSG00000253507.5,chr8,131310417,131310712,TSS,True,16,104
ENSG00000253507.5,chr8,131317333,131318267,PAS,True,16,104
ENSG00000104549.11,chr8,124998466,124999694,TSS,True,21,113
ENSG00000104549.11,chr8,125021752,125022286,PAS,True,29,134
ENSG00000133872.13,chr8,30070059,30082846,ES,False,48,198
ENSG00000133872.13,chr8,30082846,30083106,TSS,True,28,227
ENSG00000147601.13,chr8,73027052,73032041,ES,False,881,1217
ENSG00000147601.13,chr8,73008806,73009205,TSS,True,176,1375
ENSG00000147601.13,chr8,73032041,73032136,PAS,True,855,1250
ENSG00000147601.13,chr8,73045960,73050611,PAS,True,430,1336
ENSG00000067225.17,chr15,72231115,72231260,TSS,False,160,1470
ENSG00000185043.11,chr15,90233834,90233970,TSS,True,29,279
ENSG00000137776.16,chr15,58879023,58880107,PAS,True,25,105
ENSG00000137776.16,chr15,58933403,58934025,TSS,True,72,115
ENSG00000273173.5,chr15,24968794,24968829,PAS,False,100,161
ENSG00000273173.5,chr15,24962113,24964001,PAS,True,84,158
ENSG00000247556.6,chr15,41298040,41301999,PAS,True,40,229
ENSG00000166794.4,chr15,64162851,64163122,TSS,True,488,1939
ENSG00000181991.15,chr15,88467782,88467910,3AS,False,54,164
ENSG00000181991.15,chr15,88477871,88479034,PAS,True,23,176
ENSG00000174442.11,chr15,66548350,66550130,PAS,True,21,104
ENSG00000174442.11,chr15,66546590,66546705,PAS,True,89,104
ENSG00000140264.19,chr15,43793083,43793686,IR,False,70,113
ENSG00000137818.11,chr15,69453020,69455169,5AS,False,170,211
ENSG00000140374.15,chr15,76292700,76311349,ES,False,61,200
ENSG00000140374.15,chr15,76311349,76311487,TSS,True,62,274
ENSG00000140374.15,chr15,76285636,76285664,TSS,True,229,273
ENSG00000180953.11,chr15,79923451,79923751,TSS,False,16,101
ENSG00000169609.13,chr15,83003144,83005692,PAS,True,34,102
ENSG00000169609.13,chr15,83003443,83004972,PAS,True,83,103
ENSG00000174446.12,chr15,66494552,66497641,ES,False,19,114
ENSG00000174446.12,chr15,66497641,66497814,TSS,True,17,131
ENSG00000156642.16,chr15,73633124,73633464,TSS,True,33,159
ENSG00000176371.13,chr15,84601000,84601135,TSS,True,63,127
ENSG00000176371.13,chr15,84601000,84601188,TSS,True,101,127
ENSG00000176371.13,chr15,84603831,84604333,TSS,True,92,127
ENSG00000176371.13,chr15,84606528,84606889,PAS,False,92,126
ENSG00000176371.13,chr15,84616308,84617120,PAS,False,49,126
ENSG00000169371.13,chr15,75625335,75625691,TSS,True,169,191
ENSG00000169371.13,chr15,75625665,75625803,TSS,True,50,191
ENSG00000140319.10,chr15,40038875,40038951,TSS,True,766,2278
ENSG00000140319.10,chr15,40038281,40038394,TSS,True,1674,2278
ENSG00000182718.16,chr15,60386086,60397942,ES,False,784,890
ENSG00000174444.14,chr15,66504787,66504853,TSS,True,1163,6776
ENSG00000174444.14,chr15,66500055,66500163,TSS,True,5858,6726
ENSG00000167004.12,chr15,43746374,43746706,TSS,True,139,175
ENSG00000167004.12,chr15,43765892,43766012,TSS,True,107,174
ENSG00000137815.14,chr15,41417090,41417313,TSS,True,15,105
ENSG00000140416.20,chr15,63060939,63062214,ME,False,118,663
ENSG00000140416.20,chr15,63062645,63065895,ES,False,57,190
ENSG00000140416.20,chr15,63042137,63042943,TSS,True,220,842
ENSG00000140416.20,chr15,63071089,63071915,PAS,True,233,690
ENSG00000140416.20,chr15,63065895,63066180,PAS,True,496,689
ENSG00000166797.10,chr15,64075537,64088686,ES,False,198,880
ENSG00000128463.12,chr15,34227846,34229752,ES,False,96,838
ENSG00000104131.12,chr15,44537049,44537237,TSS,True,61,455
ENSG00000166477.12,chr15,51971687,51972020,TSS,True,30,253
ENSG00000166200.14,chr15,49137437,49139527,3AS,False,72,136
ENSG00000128928.8,chr15,40405758,40405971,TSS,False,15,110
ENSG00000140259.6,chr15,43824490,43824733,TSS,False,42,247
ENSG00000140259.6,chr15,43814500,43814675,TSS,True,211,245
ENSG00000103591.12,chr15,67236820,67254558,5AS,False,136,154
ENSG00000103591.12,chr15,67254558,67254693,TSS,False,42,179
ENSG00000136371.10,chr15,79889354,79896871,5AS,True,153,202
ENSG00000136371.10,chr15,79896871,79897038,TSS,False,61,216
ENSG00000136371.10,chr15,79896790,79897077,TSS,True,166,216
ENSG00000137804.12,chr15,41349241,41351032,3AS,False,135,384
ENSG00000137804.12,chr15,41358258,41365404,3AS,False,180,385
ENSG00000137804.12,chr15,41371684,41377195,ES,False,46,378
ENSG00000128739.22,chr15,24962209,24967931,ES,False,6270,6974
ENSG00000128739.22,chr15,24962209,24974310,3AS,True,221,250
ENSG00000128739.22,chr15,24962209,24974310,5AS,True,221,284
ENSG00000128739.22,chr15,24967152,24967931,5AS,False,616,712
ENSG00000128739.22,chr15,24968082,24976304,ME,True,11,104
ENSG00000117899.10,chr15,80989578,80989911,TSS,True,211,703
ENSG00000166133.17,chr15,40569298,40569943,TSS,True,34,110
ENSG00000166133.17,chr15,40573526,40574941,PAS,True,24,102
ENSG00000185787.14,chr15,78872781,78873057,TSS,True,745,3734
ENSG00000185787.14,chr15,78885747,78886227,TSS,True,3145,3728
ENSG00000140391.14,chr15,77070891,77071172,TSS,True,100,223
ENSG00000140391.14,chr15,77054177,77054274,TSS,True,153,223
ENSG00000103978.15,chr15,42210525,42211749,PAS,True,25,155
ENSG00000103978.15,chr15,42273254,42273556,TSS,True,23,158
ENSG00000138629.15,chr15,74446227,74449185,ES,True,51,455
ENSG00000138629.15,chr15,74458896,74461036,5AS,True,163,199
ENSG00000138629.15,chr15,74458896,74461107,ES,False,160,184
ENSG00000138629.15,chr15,74458896,74461107,5AS,False,160,365
ENSG00000138629.15,chr15,74458896,74461157,5AS,True,54,211
ENSG00000138629.15,chr15,74461036,74461177,TSS,False,295,468
ENSG00000138629.15,chr15,74461107,74461179,TSS,True,283,468
ENSG00000138629.15,chr15,74461157,74461185,TSS,True,414,468
ENSG00000184277.12,chr15,101650161,101652270,ES,False,83,104
ENSG00000051180.16,chr15,40694798,40695425,TSS,True,19,178
ENSG00000140350.15,chr15,68820697,68820924,TSS,True,90,428
ENSG00000157823.16,chr15,89871546,89888520,ES,False,89,100
ENSG00000182768.8,chr15,90265876,90266287,IR,False,97,417
ENSG00000182768.8,chr15,90265669,90266398,TSS,True,112,432
ENSG00000182768.8,chr15,90265672,90265876,TSS,False,334,432
ENSG00000138621.11,chr15,75023552,75023626,TSS,True,17,113
ENSG00000140365.15,chr15,75336008,75336092,TSS,False,96,419
ENSG00000140365.15,chr15,75338060,75338133,TSS,False,373,419
ENSG00000179010.14,chr4,6640708,6640827,IR,False,299,523
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,244,543
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,320,543
ENSG00000168214.20,chr4,26320815,26386352,ES,False,134,180
ENSG00000168214.20,chr4,26321048,26386352,ES,False,325,475
ENSG00000168214.20,chr4,26319847,26320815,TSS,True,569,746
ENSG00000168214.20,chr4,26320803,26321048,TSS,True,269,746
ENSG00000109390.11,chr4,139295731,139295834,TSS,False,101,375
ENSG00000109390.11,chr4,139302415,139302511,TSS,True,311,378
ENSG00000164032.11,chr4,99949379,99949658,3AS,True,74,134
ENSG00000164032.11,chr4,99949379,99949658,IR,True,74,101
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,177,541
ENSG00000109180.14,chr4,48831092,48831496,TSS,True,452,541
ENSG00000128059.8,chr4,56435349,56436038,TSS,True,59,133
ENSG00000152795.17,chr4,82424880,82426036,IR,True,23,111
ENSG00000152795.17,chr4,82424883,82425562,IR,False,98,158
ENSG00000152795.17,chr4,82425667,82426036,IR,False,111,176
ENSG00000152795.17,chr4,82429247,82430469,TSS,True,275,2566
ENSG00000138777.19,chr4,105424322,105446382,ES,False,13,127
ENSG00000138777.19,chr4,105369068,105369753,PAS,True,21,147
ENSG00000090316.15,chr4,1289834,1289982,TSS,True,20,168
ENSG00000118785.13,chr4,87980126,87981474,ES,False,112,314
ENSG00000071127.16,chr4,10116650,10116986,TSS,True,69,185
ENSG00000071127.16,chr4,10098991,10099587,TSS,True,162,184
ENSG00000109519.12,chr4,7067970,7068113,TSS,True,89,614
ENSG00000154277.12,chr4,41256875,41257020,TSS,True,70,203
ENSG00000109736.14,chr4,2930953,2931060,IR,False,123,146
ENSG00000109736.14,chr4,2929927,2930953,PAS,True,29,152
ENSG00000109736.14,chr4,2929923,2931150,PAS,False,131,151
ENSG00000109736.14,chr4,2933752,2934511,TSS,True,139,157
ENSG00000109736.14,chr4,2934768,2934880,TSS,True,34,157
ENSG00000249532.5,chr4,112646968,112648653,ES,True,1627,4177
ENSG00000164024.11,chr4,99045310,99057752,ES,False,19,160
ENSG00000129187.14,chr4,182915575,182917310,5AS,False,48,101
ENSG00000129187.14,chr4,182917287,182917475,TSS,True,68,121
ENSG00000129187.14,chr4,182917310,182917565,TSS,True,68,121
ENSG00000123737.12,chr4,121814047,121816368,ES,False,187,232
ENSG00000163069.12,chr4,52038226,52038315,TSS,True,23,185
PB_novel_213339,chr4,166727034,166730862,PAS,True,83,106
PB_novel_213339,chr4,166726371,166728854,PAS,True,85,106
PB_novel_213339,chr4,166725235,166728854,PAS,True,55,106
ENSG00000052802.12,chr4,165327668,165327764,TSS,True,35,155
ENSG00000138801.8,chr4,107720119,107720395,TSS,False,27,139
ENSG00000163682.16,chr4,39458890,39458946,TSS,True,899,2183
ENSG00000163682.16,chr4,39458393,39458911,TSS,True,1319,2183
ENSG00000163956.11,chr4,3532208,3532446,TSS,True,34,241
ENSG00000197894.10,chr4,99088688,99088790,TSS,True,346,2624
ENSG00000164104.11,chr4,173334271,173334447,TSS,False,266,1280
ENSG00000109606.12,chr4,24584322,24584621,TSS,True,40,213
PB_novel_213369,chr4,186241993,186242329,PAS,True,85,176
PB_novel_213369,chr4,186241993,186242332,PAS,True,136,176
PB_novel_213369,chr4,186247070,186247322,TSS,True,84,176
PB_novel_213369,chr4,186247284,186247323,TSS,True,138,176
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,2136,7864
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,6701,7864
ENSG00000163743.13,chr4,75514196,75514426,TSS,True,38,375
ENSG00000170502.12,chr4,87422675,87434980,5AS,False,13,127
ENSG00000170502.12,chr4,87422567,87423012,TSS,True,52,167
ENSG00000170502.12,chr4,87451587,87451735,TSS,True,146,166
ENSG00000179046.8,chr4,188091246,188091941,PAS,True,20,118
ENSG00000179046.8,chr4,188109242,188109665,TSS,False,20,108
ENSG00000179046.8,chr4,188099034,188099177,TSS,True,97,108
ENSG00000153130.17,chr4,140379192,140380961,ES,False,41,234
ENSG00000151552.11,chr4,17511949,17512196,TSS,True,16,156
ENSG00000198498.9,chr4,163494454,163494804,TSS,True,130,747
ENSG00000198498.9,chr4,163515362,163515461,TSS,True,628,729
ENSG00000169288.17,chr4,77862674,77862879,TSS,False,48,295
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,268,477
ENSG00000109332.19,chr4,102827943,102828141,TSS,False,406,477
ENSG00000109332.19,chr4,102827591,102827920,TSS,True,391,477
ENSG00000164162.13,chr4,144995603,145081659,ES,False,19,140
ENSG00000164162.13,chr4,145096111,145098130,5AS,False,33,138
ENSG00000164162.13,chr4,145098119,145098773,TSS,True,57,144
ENSG00000164162.13,chr4,145098130,145098216,TSS,False,110,144
ENSG00000157869.14,chr4,13368650,13376544,ES,False,59,108
ENSG00000109133.12,chr4,41935262,41935466,IR,False,39,166
ENSG00000109133.12,chr4,41935121,41935529,TSS,True,63,190
ENSG00000109133.12,chr4,41935119,41935262,TSS,True,151,190
ENSG00000109270.12,chr4,99892034,99894334,ES,False,24,227
ENSG00000014824.13,chr4,41990482,41990760,TSS,True,13,103
ENSG00000164163.10,chr4,145098277,145098419,TSS,True,25,146
ENSG00000063978.15,chr4,2469103,2469258,TSS,True,33,106
ENSG00000174780.16,chr4,56467572,56467744,TSS,True,47,252
ENSG00000174780.16,chr4,56501683,56503681,PAS,True,61,245
ENSG00000174780.16,chr4,56495356,56495395,PAS,False,216,245
ENSG00000151729.10,chr4,185143253,185143483,TSS,True,20,189
ENSG00000145220.13,chr4,4290035,4290196,TSS,False,57,357
ENSG00000145220.13,chr4,4274366,4274503,TSS,True,300,334
ENSG00000168818.9,chr4,4541796,4542063,TSS,True,12,117
ENSG00000198301.11,chr4,75948037,75950797,PAS,True,102,156
ENSG00000198301.11,chr4,75971355,75971458,PAS,False,61,154
ENSG00000138757.14,chr4,75641677,75645702,PAS,True,33,154
ENSG00000138757.14,chr4,75673207,75673440,TSS,True,142,223
ENSG00000138757.14,chr4,75724275,75725315,TSS,True,175,237
ENSG00000109534.16,chr4,109815508,109815804,TSS,True,128,238
ENSG00000109534.16,chr4,109816151,109816378,TSS,True,201,238
ENSG00000109534.16,chr4,109824417,109824741,PAS,True,37,238
ENSG00000269893.6,chr4,118278792,118278943,IR,False,73,232
ENSG00000269893.6,chr4,118278792,118279106,3AS,False,24,104
ENSG00000269893.6,chr4,118278792,118279106,IR,False,24,184
ENSG00000269893.6,chr4,118278792,118279388,ES,False,48,151
ENSG00000269893.6,chr4,118278792,118279388,5AS,False,48,201
ENSG00000269893.6,chr4,118278757,118278792,TSS,True,164,316
ENSG00000269893.6,chr4,118278757,118279137,TSS,True,166,316
ENSG00000174720.15,chr4,112636990,112637239,TSS,True,97,161
ENSG00000174720.15,chr4,112652509,112652673,TSS,True,121,137
ENSG00000174720.15,chr4,112657246,112657846,PAS,True,32,161
ENSG00000109814.11,chr4,39527282,39527619,TSS,True,17,132
ENSG00000237765.6,chr4,15681792,15682021,TSS,True,85,102
ENSG00000237765.6,chr4,15681762,15681901,TSS,True,57,102
ENSG00000237765.6,chr4,15681761,15681968,TSS,True,80,102
ENSG00000237765.6,chr4,15688550,15690447,PAS,True,67,100
ENSG00000164144.15,chr4,152779872,152780226,TSS,True,69,106
ENSG00000164144.15,chr4,152779850,152780091,TSS,True,76,106
ENSG00000178988.10,chr4,6708643,6709230,5AS,True,205,234
ENSG00000178988.10,chr4,6709230,6709883,TSS,True,46,251
ENSG00000178988.10,chr4,6709225,6709883,TSS,True,223,251
ENSG00000138668.18,chr4,82355401,82356795,ES,False,206,337
ENSG00000138668.18,chr4,82359639,82373445,ES,False,51,252
ENSG00000138668.18,chr4,82373445,82374086,TSS,True,278,529
ENSG00000138668.18,chr4,82355303,82355380,TSS,True,409,528
ENSG00000118564.14,chr4,15668040,15681352,5AS,True,46,112
ENSG00000118564.14,chr4,15604469,15605799,PAS,True,119,187
ENSG00000118564.14,chr4,15681352,15681579,TSS,True,140,187
ENSG00000118564.14,chr4,15681279,15681670,TSS,True,118,187
ENSG00000118579.12,chr4,17614624,17614813,TSS,True,55,222
ENSG00000164022.16,chr4,106316516,106316594,TSS,False,15,138
ENSG00000168824.14,chr4,4386535,4387173,TSS,True,90,106
ENSG00000168824.14,chr4,4386371,4386643,TSS,True,39,106
ENSG00000164167.11,chr4,146175811,146182911,3AS,False,204,231
ENSG00000078140.13,chr4,39698116,39698390,TSS,True,39,262
ENSG00000141127.14,chr17,18858261,18865801,ES,False,40,117
ENSG00000141127.14,chr17,18858099,18858261,TSS,True,67,184
ENSG00000141127.14,chr17,18872583,18872649,TSS,True,154,184
ENSG00000161970.14,chr17,8379936,8382140,5AS,True,117,152
ENSG00000161970.14,chr17,8382315,8382861,5AS,False,281,874
ENSG00000161970.14,chr17,8383156,8383197,TSS,False,1329,7576
ENSG00000132591.11,chr17,28854967,28855317,TSS,True,79,412
ENSG00000132591.11,chr17,28859215,28859283,TSS,True,338,409
ENSG00000275700.4,chr17,36948935,36949216,TSS,True,32,231
ENSG00000275700.4,chr17,36952957,36953296,TSS,True,205,228
ENSG00000196704.11,chr17,68248086,68248639,IR,False,49,124
ENSG00000196704.11,chr17,68248086,68248643,IR,True,22,105
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,108,181
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,108,181
ENSG00000170043.11,chr17,7931730,7931947,TSS,True,33,226
ENSG00000170043.11,chr17,7931939,7932064,TSS,False,194,226
ENSG00000244045.12,chr17,28361156,28363685,PAS,True,11,100
ENSG00000167699.13,chr17,782165,782343,TSS,False,70,416
ENSG00000167699.13,chr17,770420,770481,TSS,True,357,409
ENSG00000141504.11,chr17,7626793,7627142,ES,False,40,138
ENSG00000141504.11,chr17,7627414,7627569,5AS,False,64,126
ENSG00000141504.11,chr17,7627552,7627878,TSS,True,91,147
ENSG00000141504.11,chr17,7627569,7627867,TSS,True,82,147
ENSG00000273611.4,chr17,36486785,36492812,ES,False,22,169
ENSG00000243678.11,chr17,51166563,51166826,5AS,True,185,217
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,446,1759
ENSG00000243678.11,chr17,51166464,51166563,TSS,True,1574,1759
ENSG00000068120.14,chr17,42562098,42563322,TSS,False,58,105
ENSG00000068120.14,chr17,42562069,42562219,TSS,True,78,105
ENSG00000068120.14,chr17,42562084,42564175,TSS,False,92,105
ENSG00000121064.12,chr17,56978096,56978235,TSS,True,17,142
ENSG00000213246.6,chr17,58351508,58352066,5AS,False,425,519
ENSG00000213246.6,chr17,58352064,58352221,TSS,True,499,589
ENSG00000213246.6,chr17,58352066,58352222,TSS,False,163,589
ENSG00000219200.11,chr17,7012757,7013665,5AS,False,184,844
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,206,866
ENSG00000219200.11,chr17,7012622,7012757,TSS,True,682,866
ENSG00000185624.14,chr17,81860326,81860636,TSS,True,48,138
ENSG00000183010.16,chr17,81933376,81934652,ES,False,57,315
ENSG00000183010.16,chr17,81936861,81937261,5AS,False,84,187
ENSG00000183010.16,chr17,81937261,81937328,TSS,True,292,376
ENSG00000183010.16,chr17,81936747,81937288,TSS,True,248,376
ENSG00000183010.16,chr17,81937241,81937269,TSS,True,264,376
ENSG00000108671.10,chr17,32444460,32444614,TSS,True,106,918
ENSG00000214941.7,chr17,15977913,15978043,IR,False,156,215
