gene,chr,start,end,splice_type,novel,HepG2_ENCFF814ABW_in_cov,HepG2_ENCFF814ABW_total_cov
ENSG00000168397.16,chr2,241654696,241655343,TSS,True,278,320
ENSG00000168397.16,chr2,241672190,241673857,PAS,True,93,306
ENSG00000168397.16,chr2,241671311,241673857,PAS,True,222,271
ENSG00000115365.11,chr2,210476619,210476732,TSS,True,82,225
ENSG00000115365.11,chr2,210476315,210476732,TSS,True,193,225
ENSG00000144524.17,chr2,231786416,231786538,TSS,True,12,110
ENSG00000118246.13,chr2,206765654,206766643,5AS,False,143,237
ENSG00000118246.13,chr2,206765371,206765654,TSS,True,103,246
ENSG00000118246.13,chr2,206765382,206765747,TSS,True,158,246
ENSG00000135953.10,chr2,102723878,102726844,3AS,False,17,103
ENSG00000135953.10,chr2,102736645,102736904,TSS,True,23,124
ENSG00000170144.20,chr2,177212805,177215538,5AS,False,48,326
ENSG00000170144.20,chr2,177212563,177212871,TSS,True,140,418
ENSG00000170144.20,chr2,177212742,177212805,TSS,True,370,418
ENSG00000170144.20,chr2,177222059,177223959,PAS,True,373,418
ENSG00000170144.20,chr2,177219407,177223853,PAS,True,57,356
ENSG00000177917.10,chr2,152717634,152719024,TSS,True,43,199
ENSG00000177917.10,chr2,152759746,152761253,PAS,True,30,199
ENSG00000163516.13,chr2,219230350,219231927,5AS,False,20,148
ENSG00000163516.13,chr2,219234288,219234825,IR,False,93,164
ENSG00000163516.13,chr2,219235312,219235473,IR,False,96,152
ENSG00000163516.13,chr2,219235585,219235707,IR,False,113,157
ENSG00000163516.13,chr2,219229756,219229900,TSS,False,29,176
ENSG00000171865.9,chr2,3558132,3558375,TSS,False,33,245
ENSG00000144021.2,chr2,96268658,96269267,IR,False,455,509
ENSG00000143933.16,chr2,47176440,47176516,TSS,False,191,1257
ENSG00000115762.16,chr2,131132991,131140166,5AS,False,169,221
ENSG00000115762.16,chr2,131132991,131140169,3AS,False,35,204
ENSG00000115762.16,chr2,131105301,131105398,TSS,True,66,347
ENSG00000115084.13,chr2,113715195,113719153,ES,True,42,237
ENSG00000115084.13,chr2,113755544,113756369,5AS,False,242,272
ENSG00000115084.13,chr2,113711380,113715195,PAS,True,52,287
ENSG00000115084.13,chr2,113756369,113756674,TSS,True,48,290
ENSG00000115084.13,chr2,113755854,113756645,TSS,True,260,290
ENSG00000198369.9,chr2,65431961,65432768,TSS,True,109,124
ENSG00000119203.13,chr2,9423335,9423823,TSS,False,33,254
ENSG00000136731.12,chr2,128091382,128097428,5AS,False,36,121
ENSG00000136731.12,chr2,128091170,128091382,TSS,False,184,220
ENSG00000136731.12,chr2,128091162,128091415,TSS,True,159,220
ENSG00000136731.12,chr2,128170497,128170663,TSS,True,184,205
ENSG00000136731.12,chr2,128189716,128193203,PAS,True,29,173
ENSG00000125633.10,chr2,117958481,117974849,ES,True,13,102
ENSG00000125633.10,chr2,117915478,117920396,PAS,True,66,119
ENSG00000125633.10,chr2,117935494,117935579,PAS,False,88,118
ENSG00000125633.10,chr2,117949484,117951701,PAS,False,104,118
ENSG00000125633.10,chr2,117935494,117936739,PAS,True,106,118
ENSG00000125633.10,chr2,118013953,118014163,TSS,False,24,135
ENSG00000082258.12,chr2,134946146,134947735,5AS,False,128,176
ENSG00000082258.12,chr2,134954480,134959342,PAS,True,119,189
ENSG00000082258.12,chr2,134953229,134959339,PAS,True,78,187
ENSG00000115524.15,chr2,197418588,197418895,IR,False,28,133
ENSG00000115524.15,chr2,197389783,197392461,PAS,True,201,806
ENSG00000115524.15,chr2,197405095,197405177,PAS,True,617,794
ENSG00000115524.15,chr2,197434971,197435113,TSS,True,123,830
ENSG00000163586.9,chr2,88123104,88127950,ME,True,26,205
ENSG00000163586.9,chr2,88127950,88128063,TSS,True,634,3915
ENSG00000143889.15,chr2,38602600,38602856,IR,False,32,306
ENSG00000143889.15,chr2,38602437,38602937,TSS,True,38,312
ENSG00000143889.15,chr2,38602856,38603062,TSS,True,280,312
ENSG00000153107.12,chr2,111767636,111769406,PAS,True,20,147
ENSG00000153107.12,chr2,111883941,111884318,TSS,True,73,155
ENSG00000011566.14,chr2,39299801,39309460,ES,False,167,223
ENSG00000011566.14,chr2,39247566,39250705,PAS,True,31,237
ENSG00000144231.10,chr2,127848185,127852924,ES,False,45,264
ENSG00000144231.10,chr2,127848185,127858027,ES,False,35,336
ENSG00000144231.10,chr2,127850685,127858027,ES,True,40,243
ENSG00000144231.10,chr2,127858027,127858158,TSS,True,47,384
ENSG00000138363.14,chr2,215312161,215312497,IR,False,623,745
ENSG00000138363.14,chr2,215312390,215312497,IR,False,38,160
ENSG00000138363.14,chr2,215311947,215312161,TSS,False,317,940
ENSG00000138363.14,chr2,215312058,215312624,TSS,True,809,940
ENSG00000138363.14,chr2,215346755,215346941,TSS,True,825,926
ENSG00000130414.11,chr2,240025226,240025394,TSS,True,76,427
ENSG00000144381.16,chr2,197494250,197494652,5AS,True,108,125
ENSG00000144381.16,chr2,197494250,197494652,IR,True,108,146
ENSG00000144381.16,chr2,197486066,197487198,PAS,True,1507,6718
ENSG00000144381.16,chr2,197488995,197489247,PAS,True,5373,6649
ENSG00000144381.16,chr2,197499781,197499958,TSS,True,728,6743
ENSG00000135916.15,chr2,230864920,230865145,TSS,True,179,648
ENSG00000135916.15,chr2,230873378,230873557,TSS,True,580,648
ENSG00000065548.17,chr2,186504031,186504212,PAS,True,214,281
ENSG00000065548.17,chr2,186508542,186513371,PAS,True,83,285
ENSG00000068912.13,chr2,53801842,53809213,ES,False,78,496
ENSG00000144224.16,chr2,135753567,135754158,IR,False,258,330
ENSG00000144224.16,chr2,135741618,135742011,TSS,True,54,379
ENSG00000144224.16,chr2,135769768,135769823,PAS,True,292,350
ENSG00000144224.16,chr2,135782748,135785068,PAS,False,164,358
ENSG00000144224.16,chr2,135761817,135761911,PAS,True,305,346
ENSG00000144224.16,chr2,135770570,135770636,PAS,True,302,350
ENSG00000115540.14,chr2,197516146,197535529,ES,False,22,172
ENSG00000163166.14,chr2,127477172,127481175,PAS,True,60,181
ENSG00000163166.14,chr2,127504733,127505752,PAS,True,144,175
ENSG00000163166.14,chr2,127526174,127527112,TSS,True,30,200
ENSG00000158435.7,chr2,101269136,101269215,IR,True,449,540
ENSG00000158435.7,chr2,101269215,101270316,PAS,False,94,546
ENSG00000158435.7,chr2,101269039,101270553,PAS,True,455,546
ENSG00000116096.5,chr2,72887736,72888313,IR,True,155,180
ENSG00000116096.5,chr2,72887347,72887736,TSS,True,33,196
ENSG00000116096.5,chr2,72887407,72888604,TSS,True,171,196
ENSG00000135929.8,chr2,218781732,218782437,TSS,True,145,742
ENSG00000115446.11,chr2,98608726,98609755,IR,False,161,185
ENSG00000115446.11,chr2,98608557,98608726,TSS,False,31,210
ENSG00000115446.11,chr2,98618167,98618515,PAS,True,24,210
ENSG00000143947.13,chr2,55232655,55232708,TSS,True,291,1933
ENSG00000143947.13,chr2,55232687,55232872,TSS,True,1695,1933
ENSG00000239305.6,chr2,86622660,86623854,TSS,True,38,288
ENSG00000115526.10,chr2,100417373,100417825,TSS,False,32,118
ENSG00000125629.14,chr2,118088460,118088541,TSS,True,100,598
ENSG00000204104.11,chr2,238320330,238320785,TSS,False,28,100
ENSG00000163798.13,chr2,27685036,27687419,PAS,True,77,133
ENSG00000163798.13,chr2,27694633,27694976,PAS,True,68,134
ENSG00000003402.19,chr2,201115973,201116481,TSS,True,53,114
ENSG00000003402.19,chr2,201141373,201141602,PAS,True,66,103
ENSG00000003402.19,chr2,201163834,201167554,PAS,True,82,104
ENSG00000132323.8,chr2,238188257,238189852,IR,True,87,104
ENSG00000132323.8,chr2,238194331,238194804,5AS,False,90,113
ENSG00000132323.8,chr2,238170398,238170676,PAS,True,20,133
ENSG00000132323.8,chr2,238203498,238203748,TSS,True,24,142
ENSG00000151694.13,chr2,9488455,9490518,PAS,True,15,136
ENSG00000151694.13,chr2,9555508,9556317,TSS,True,14,136
ENSG00000136718.9,chr2,130342935,130343085,5AS,False,185,224
ENSG00000136718.9,chr2,130342935,130343085,IR,False,185,256
ENSG00000136718.9,chr2,130342962,130343085,IR,False,39,110
ENSG00000136718.9,chr2,130341741,130342935,TSS,True,148,332
ENSG00000136718.9,chr2,130342881,130342962,TSS,True,293,332
ENSG00000136718.9,chr2,130342217,130343194,TSS,True,263,332
ENSG00000130147.15,chr2,234951969,234952170,TSS,True,338,391
ENSG00000130147.15,chr2,235041267,235043247,TSS,True,99,374
ENSG00000138375.12,chr2,216412430,216412648,TSS,True,56,101
ENSG00000138375.12,chr2,216412495,216412798,TSS,False,65,101
ENSG00000142330.19,chr2,240595304,240596318,IR,True,128,153
ENSG00000142330.19,chr2,240596521,240596849,3AS,False,23,143
ENSG00000142330.19,chr2,240596521,240597887,ES,False,18,165
ENSG00000142330.19,chr2,240584888,240587052,TSS,True,49,220
ENSG00000138074.14,chr2,27212019,27212307,TSS,False,634,936
ENSG00000138074.14,chr2,27211899,27211980,TSS,True,734,936
ENSG00000138074.14,chr2,27211766,27211914,TSS,False,835,936
ENSG00000162959.13,chr2,31869952,31891991,ES,False,21,147
ENSG00000162959.13,chr2,32010186,32010682,TSS,True,20,184
ENSG00000115128.6,chr2,24076199,24076759,TSS,True,23,112
ENSG00000115128.6,chr2,24068320,24068455,TSS,True,95,110
ENSG00000134308.13,chr2,9630940,9631046,TSS,False,192,680
ENSG00000134308.13,chr2,9630158,9630765,TSS,True,520,680
ENSG00000119801.12,chr2,30147062,30156627,ES,False,111,147
ENSG00000151689.12,chr2,190343583,190343961,TSS,False,29,105
ENSG00000119772.16,chr2,25252193,25252337,TSS,False,103,177
ENSG00000204099.11,chr2,241809274,241814481,3AS,False,238,299
ENSG00000204099.11,chr2,241814685,241816050,ES,False,188,367
ENSG00000204099.11,chr2,241808118,241809274,TSS,True,139,446
ENSG00000204099.11,chr2,241814536,241814685,TSS,True,380,446
ENSG00000135919.12,chr2,223980397,223982680,3AS,False,202,237
ENSG00000123989.13,chr2,219541615,219542037,TSS,True,433,564
ENSG00000123989.13,chr2,219543224,219543902,TSS,True,257,564
ENSG00000136709.11,chr2,127701026,127706552,PAS,False,145,219
ENSG00000136709.11,chr2,127721848,127721988,PAS,True,159,198
ENSG00000136709.11,chr2,127762506,127764979,PAS,True,89,160
ENSG00000136709.11,chr2,127811011,127811234,TSS,True,91,243
ENSG00000138071.13,chr2,65227761,65227957,TSS,True,44,236
ENSG00000173272.15,chr2,131469722,131470343,PAS,True,180,220
ENSG00000173272.15,chr2,131483959,131484218,PAS,True,34,173
ENSG00000173272.15,chr2,131492206,131492417,TSS,True,82,221
ENSG00000173272.15,chr2,131491875,131492418,TSS,False,196,221
ENSG00000091409.14,chr2,172498100,172504090,ES,False,439,536
ENSG00000091409.14,chr2,172427578,172427970,TSS,True,124,644
ENSG00000091409.14,chr2,172504090,172506456,PAS,True,72,608
ENSG00000114956.19,chr2,73927052,73946718,ES,False,68,107
ENSG00000114956.19,chr2,73946906,73958145,ES,False,39,103
ENSG00000168883.19,chr2,85648853,85649016,IR,False,23,218
ENSG00000168883.19,chr2,85616102,85616463,TSS,True,47,221
ENSG00000168883.19,chr2,85648760,85649284,PAS,True,36,231
ENSG00000138085.16,chr2,27212467,27213176,5AS,False,144,189
ENSG00000138085.16,chr2,27212015,27212467,TSS,False,54,199
ENSG00000138085.16,chr2,27212343,27212607,TSS,True,155,199
ENSG00000135912.10,chr2,218710785,218711037,TSS,True,156,194
ENSG00000135912.10,chr2,218746050,218746231,TSS,True,141,193
ENSG00000135912.10,chr2,218748285,218749387,TSS,True,152,189
ENSG00000173960.13,chr2,23940398,23940648,TSS,False,18,120
ENSG00000138443.15,chr2,203328259,203328631,TSS,True,47,112
ENSG00000138443.15,chr2,203394701,203394846,TSS,False,93,105
ENSG00000180398.12,chr2,46915722,46915821,TSS,True,193,880
ENSG00000153827.13,chr2,229793130,229795178,3AS,True,21,143
ENSG00000153827.13,chr2,229805802,229807707,3AS,False,39,120
ENSG00000153827.13,chr2,229858831,229858918,IR,False,19,140
ENSG00000153827.13,chr2,229859574,229879981,ES,False,76,138
ENSG00000153827.13,chr2,229763834,229767750,PAS,True,28,179
ENSG00000153827.13,chr2,229921879,229922235,TSS,True,86,182
ENSG00000153827.13,chr2,229921563,229921805,TSS,False,154,182
ENSG00000138095.18,chr2,43995798,43996233,TSS,False,373,2373
ENSG00000136536.14,chr2,159712606,159729008,5AS,False,215,521
ENSG00000136536.14,chr2,159712661,159729008,ES,False,274,306
ENSG00000136536.14,chr2,159762993,159767283,ES,False,169,538
ENSG00000136536.14,chr2,159712209,159712661,TSS,True,256,565
ENSG00000136536.14,chr2,159712174,159712606,TSS,True,324,565
ENSG00000115211.15,chr2,27367201,27367456,IR,False,334,392
ENSG00000115211.15,chr2,27369209,27369413,3AS,False,138,393
ENSG00000115211.15,chr2,27370283,27370443,TSS,True,82,438
ENSG00000115306.15,chr2,54557959,54558887,TSS,False,913,1493
ENSG00000115306.15,chr2,54628929,54629803,TSS,True,1190,1353
ENSG00000115306.15,chr2,54630494,54631611,TSS,True,1186,1339
ENSG00000115306.15,chr2,54655913,54657521,PAS,True,870,1291
ENSG00000115306.15,chr2,54622299,54622330,PAS,True,646,736
ENSG00000115306.15,chr2,54668350,54669683,PAS,True,809,1398
ENSG00000075292.18,chr2,71331712,71331875,TSS,True,114,176
ENSG00000075292.18,chr2,71331671,71331865,TSS,True,106,176
ENSG00000075292.18,chr2,71426459,71427570,PAS,False,153,176
ENSG00000075292.18,chr2,71422813,71423740,PAS,True,155,175
ENSG00000075292.18,chr2,71434741,71435062,PAS,True,132,176
ENSG00000075292.18,chr2,71369882,71370891,PAS,True,152,173
ENSG00000115239.21,chr2,53765585,53786820,5AS,True,91,105
ENSG00000115239.21,chr2,53786820,53787007,TSS,True,33,128
ENSG00000275052.4,chr2,55564476,55564901,3AS,True,30,229
ENSG00000275052.4,chr2,55577356,55579678,ES,False,108,233
ENSG00000275052.4,chr2,55547291,55550006,PAS,True,126,344
ENSG00000275052.4,chr2,55613994,55615506,PAS,True,257,338
ENSG00000088205.12,chr2,117814661,117814862,TSS,False,34,226
ENSG00000088205.12,chr2,117830581,117834418,PAS,True,48,222
ENSG00000088205.12,chr2,117817443,117817690,PAS,True,177,208
ENSG00000186522.14,chr2,109544324,109546049,IR,True,132,215
ENSG00000186522.14,chr2,109542759,109544324,PAS,True,109,241
ENSG00000186522.14,chr2,109542796,109546237,PAS,True,145,229
ENSG00000115486.11,chr2,85559075,85561385,ES,False,78,307
ENSG00000115486.11,chr2,85561385,85561810,TSS,True,177,486
ENSG00000115486.11,chr2,85553231,85553473,TSS,True,411,470
ENSG00000144120.12,chr2,119679225,119680831,5AS,False,56,100
ENSG00000144120.12,chr2,119679163,119679276,TSS,True,97,129
ENSG00000144120.12,chr2,119679162,119679617,TSS,True,113,129
ENSG00000144120.12,chr2,119679139,119679225,TSS,True,62,129
ENSG00000144120.12,chr2,119680831,119682119,PAS,True,30,129
ENSG00000136682.14,chr2,113438022,113441350,ES,False,125,158
ENSG00000136682.14,chr2,113465173,113482176,ES,False,23,128
ENSG00000136682.14,chr2,113495636,113497947,PAS,True,31,168
ENSG00000136682.14,chr2,113443766,113444538,PAS,True,141,160
ENSG00000064933.17,chr2,189784086,189784593,TSS,True,34,131
ENSG00000064933.17,chr2,189877271,189878394,PAS,True,51,131
ENSG00000064933.17,chr2,189863742,189865716,PAS,True,113,131
ENSG00000213639.9,chr2,28751796,28752176,TSS,True,107,853
ENSG00000159399.9,chr2,74834078,74834643,TSS,False,184,564
ENSG00000124380.10,chr2,69904253,69905927,PAS,True,15,107
ENSG00000116001.15,chr2,70214491,70215370,3AS,False,27,180
ENSG00000116001.15,chr2,70216499,70216885,5AS,False,154,175
ENSG00000116001.15,chr2,70227822,70229058,ES,False,117,131
ENSG00000116001.15,chr2,70227822,70229058,IR,True,117,146
ENSG00000116001.15,chr2,70248404,70248770,TSS,True,42,211
ENSG00000142327.12,chr2,240568234,240569114,TSS,True,110,290
ENSG00000144283.21,chr2,158456879,158457218,TSS,True,104,130
ENSG00000144283.21,chr2,158621735,158625427,TSS,True,85,122
ENSG00000144283.21,chr2,158662896,158663055,PAS,True,60,117
ENSG00000144283.21,chr2,158680428,158682964,PAS,True,71,125
ENSG00000196208.13,chr2,11637916,11640290,ES,True,35,135
ENSG00000196208.13,chr2,11618378,11618919,TSS,True,154,189
ENSG00000196208.13,chr2,11634125,11634349,TSS,True,165,188
ENSG00000196208.13,chr2,11635306,11635405,TSS,True,152,188
ENSG00000196208.13,chr2,11640290,11642920,PAS,True,45,183
ENSG00000154518.9,chr2,175181655,175181711,TSS,False,102,332
ENSG00000154518.9,chr2,175181354,175181661,TSS,True,271,332
ENSG00000163811.11,chr2,28946599,28948222,PAS,True,61,512
ENSG00000152518.7,chr2,43226264,43226606,TSS,False,485,1353
ENSG00000144567.10,chr2,219178219,219178633,TSS,True,136,334
ENSG00000115816.14,chr2,37201566,37201903,PAS,True,35,334
ENSG00000115317.11,chr2,74529365,74530512,TSS,True,19,133
ENSG00000143924.18,chr2,42169258,42169636,TSS,True,182,1451
ENSG00000143924.18,chr2,42329733,42332548,PAS,True,202,1399
ENSG00000079785.14,chr2,15630775,15631111,PAS,True,59,563
ENSG00000168393.12,chr2,241686653,241686841,TSS,True,58,142
ENSG00000168393.12,chr2,241678451,241678516,TSS,True,86,135
ENSG00000084674.14,chr2,21016438,21016649,PAS,True,895,3179
ENSG00000084674.14,chr2,21015531,21015545,PAS,True,2708,3211
ENSG00000084674.14,chr2,21000791,21003334,PAS,False,3387,4354
ENSG00000084674.14,chr2,21043863,21044112,TSS,True,2116,4495
ENSG00000084674.14,chr2,21005079,21008253,TSS,True,277,1113
ENSG00000115875.18,chr2,38745187,38746693,ES,False,16,124
ENSG00000115875.18,chr2,38751228,38751439,TSS,True,22,134
ENSG00000042445.13,chr2,85354335,85354670,TSS,True,66,122
ENSG00000115363.13,chr2,75518208,75522364,ES,True,213,237
ENSG00000115363.13,chr2,75518208,75560679,ES,False,81,303
ENSG00000115363.13,chr2,75522487,75560679,ES,False,177,225
ENSG00000115363.13,chr2,75560679,75560994,TSS,True,48,371
ENSG00000119004.15,chr2,203296757,203299872,PAS,True,14,120
ENSG00000143891.16,chr2,38665910,38666351,TSS,True,37,337
ENSG00000144579.7,chr2,218400004,218400157,TSS,True,184,238
ENSG00000144579.7,chr2,218404296,218405941,PAS,True,12,105
ENSG00000071051.13,chr2,105855289,105892981,ES,False,51,356
ENSG00000071051.13,chr2,105744804,105745138,TSS,True,48,406
ENSG00000198612.10,chr2,237085338,237086042,TSS,True,18,122
ENSG00000115414.18,chr2,215372015,215372108,IR,False,4924,5948
ENSG00000115414.18,chr2,215379317,215382211,ES,False,1001,4157
ENSG00000115414.18,chr2,215391814,215394527,ES,False,2371,2718
ENSG00000115414.18,chr2,215359471,215361626,PAS,True,999,7313
ENSG00000115414.18,chr2,215407134,215407321,PAS,True,1509,1951
ENSG00000115414.18,chr2,215375213,215375394,TSS,True,5616,6417
ENSG00000115414.18,chr2,215394527,215394723,TSS,True,5475,6547
ENSG00000115414.18,chr2,215435654,215436121,TSS,True,5860,7396
ENSG00000115414.18,chr2,215384019,215385311,TSS,False,5747,6503
ENSG00000143727.15,chr2,271939,275139,ME,False,169,754
ENSG00000143727.15,chr2,271939,272191,ES,False,175,203
ENSG00000143727.15,chr2,271939,272191,3AS,False,175,207
ENSG00000135632.11,chr2,73214212,73214362,TSS,True,41,109
ENSG00000144401.14,chr2,207609107,207609765,PAS,False,89,104
ENSG00000144401.14,chr2,207612087,207613443,PAS,True,23,102
ENSG00000144401.14,chr2,207625061,207625393,TSS,True,75,105
ENSG00000144401.14,chr2,207625264,207625397,TSS,False,44,105
ENSG00000144118.13,chr2,120252980,120278617,3AS,False,191,294
ENSG00000144118.13,chr2,120252755,120252980,TSS,True,54,355
ENSG00000115207.13,chr2,27324199,27326893,PAS,True,18,168
ENSG00000115207.13,chr2,27356738,27357413,TSS,True,103,189
ENSG00000115207.13,chr2,27343307,27344536,TSS,True,150,188
ENSG00000115415.18,chr2,190968991,190970717,PAS,True,37,295
ENSG00000115415.18,chr2,191014017,191014232,TSS,True,63,299
ENSG00000115415.18,chr2,190984309,190984395,TSS,True,265,297
ENSG00000163466.15,chr2,218217132,218217254,TSS,False,63,493
ENSG00000143869.6,chr2,20667185,20667630,TSS,False,57,157
ENSG00000182600.9,chr2,232875912,232876122,TSS,True,307,396
ENSG00000182600.9,chr2,232870263,232870414,TSS,True,208,396
ENSG00000134318.13,chr2,11179761,11183440,PAS,True,716,912
ENSG00000134318.13,chr2,11214357,11214463,PAS,True,722,872
ENSG00000134318.13,chr2,11215369,11215412,PAS,False,685,867
ENSG00000134318.13,chr2,11218964,11219026,PAS,True,675,863
ENSG00000134318.13,chr2,11343995,11345317,TSS,True,148,988
ENSG00000168890.13,chr2,85599317,85599524,IR,True,223,249
ENSG00000168890.13,chr2,85600018,85601020,ES,False,101,238
ENSG00000168890.13,chr2,85600018,85601020,5AS,True,101,113
ENSG00000168890.13,chr2,85601107,85601434,IR,False,180,224
ENSG00000168890.13,chr2,85598542,85599317,PAS,True,33,256
ENSG00000168890.13,chr2,85602606,85602809,TSS,True,126,290
ENSG00000168890.13,chr2,85601883,85602671,TSS,True,217,290
ENSG00000138398.15,chr2,169584331,169584490,TSS,True,87,161
ENSG00000138398.15,chr2,169584566,169584899,TSS,True,135,161
ENSG00000138398.15,chr2,169636412,169641406,PAS,True,66,131
ENSG00000138398.15,chr2,169630773,169630977,PAS,True,74,130
ENSG00000197635.9,chr2,162047498,162073398,3AS,False,259,1481
