gene,chr,start,end,splice_type,novel,mammary_epithelial_cell_ENCFF349CHO_in_cov,mammary_epithelial_cell_ENCFF349CHO_total_cov
ENSG00000155096.13,chr8,102843747,102858012,ES,False,120,191
ENSG00000155096.13,chr8,102863806,102864170,TSS,True,30,223
ENSG00000164687.10,chr8,81280532,81280674,TSS,False,87,186
ENSG00000164687.10,chr8,81283927,81283974,TSS,True,104,186
ENSG00000104343.19,chr8,73810629,73830380,ES,False,17,153
ENSG00000120896.13,chr8,22565287,22565872,TSS,True,104,137
ENSG00000120896.13,chr8,22569276,22571221,TSS,True,122,137
ENSG00000120896.13,chr8,22565103,22565354,TSS,True,123,137
ENSG00000104341.16,chr8,97775787,97776108,TSS,True,52,247
ENSG00000104723.20,chr8,15748465,15764202,ES,False,173,215
ENSG00000168495.12,chr8,22245093,22245183,TSS,False,123,144
ENSG00000168495.12,chr8,22245325,22245614,TSS,True,33,144
ENSG00000187954.12,chr8,144449579,144450770,PAS,True,205,246
ENSG00000187954.12,chr8,144465352,144465496,TSS,True,214,246
ENSG00000198363.17,chr8,61638360,61642887,3AS,False,58,311
ENSG00000198363.17,chr8,61499796,61503509,PAS,True,279,337
ENSG00000198363.17,chr8,61623699,61626280,PAS,True,74,332
ENSG00000180900.18,chr8,143804567,143804825,TSS,True,92,105
ENSG00000180900.18,chr8,143805111,143805975,TSS,True,93,105
ENSG00000180900.18,chr8,143815213,143815816,TSS,False,82,105
ENSG00000120913.23,chr8,22579209,22580602,5AS,False,12,108
ENSG00000120913.23,chr8,22579087,22579527,TSS,True,41,131
ENSG00000147533.16,chr8,41506012,41507058,3AS,False,134,153
ENSG00000147533.16,chr8,41490558,41490617,TSS,False,27,157
ENSG00000147533.16,chr8,41490582,41490965,TSS,True,140,157
ENSG00000104368.17,chr8,42207493,42207677,TSS,True,19,113
ENSG00000168487.18,chr8,22164896,22165553,TSS,True,67,142
ENSG00000168487.18,chr8,22201117,22201482,PAS,True,63,114
ENSG00000168487.18,chr8,22211593,22212326,PAS,True,52,127
ENSG00000147649.9,chr8,97691188,97706625,ES,False,38,231
ENSG00000147649.9,chr8,97713661,97713735,PAS,True,205,233
ENSG00000147649.9,chr8,97724599,97730251,PAS,True,30,236
ENSG00000176209.11,chr8,42541154,42541199,TSS,False,118,132
ENSG00000176209.11,chr8,42541584,42541705,TSS,True,60,132
ENSG00000176209.11,chr8,42541596,42542373,TSS,True,114,132
ENSG00000176209.11,chr8,42541611,42542155,TSS,False,111,132
ENSG00000164930.11,chr8,103298515,103298995,TSS,True,12,105
ENSG00000161016.17,chr8,144792365,144792428,TSS,False,599,2867
ENSG00000182307.13,chr8,145052497,145052585,IR,False,94,187
ENSG00000182307.13,chr8,145052437,145052497,TSS,False,103,199
ENSG00000182307.13,chr8,145052464,145052897,TSS,True,106,198
ENSG00000179832.17,chr8,144147960,144148076,TSS,True,56,114
ENSG00000179832.17,chr8,144261654,144262633,PAS,True,73,112
ENSG00000176731.11,chr8,85217502,85220305,ES,False,97,160
ENSG00000176731.11,chr8,85220305,85220386,TSS,True,23,185
ENSG00000176731.11,chr8,85217385,85217919,TSS,True,164,185
ENSG00000164733.20,chr8,11853479,11868000,ES,False,896,1013
ENSG00000104413.16,chr8,94678371,94705924,ES,False,42,168
ENSG00000104413.16,chr8,94692827,94705924,ES,False,42,108
ENSG00000104413.16,chr8,94640526,94641450,TSS,True,47,193
ENSG00000104522.15,chr8,143614453,143614623,IR,False,218,245
ENSG00000104522.15,chr8,143617473,143618177,TSS,False,40,254
ENSG00000185122.10,chr8,144312244,144313510,ES,False,302,404
ENSG00000185122.10,chr8,144291531,144291874,TSS,True,49,427
ENSG00000185122.10,chr8,144314124,144314727,PAS,True,56,422
ENSG00000153310.19,chr8,129903350,129970942,ES,False,78,177
ENSG00000153310.19,chr8,129939607,129939904,TSS,True,191,235
ENSG00000153310.19,chr8,130016369,130016704,TSS,True,98,241
ENSG00000153310.19,chr8,130016606,130016801,TSS,True,192,241
ENSG00000121022.13,chr8,67059445,67061853,5AS,True,171,203
ENSG00000121022.13,chr8,67062024,67062105,IR,False,33,211
ENSG00000121022.13,chr8,67061853,67062151,TSS,True,71,222
ENSG00000121022.13,chr8,67062105,67062347,TSS,True,184,222
ENSG00000121022.13,chr8,67061845,67062139,TSS,True,195,222
ENSG00000179950.13,chr8,143818534,143821596,ES,False,152,327
ENSG00000179950.13,chr8,143821913,143829279,ES,False,71,292
ENSG00000179950.13,chr8,143824396,143829279,3AS,False,41,221
ENSG00000179950.13,chr8,143829279,143829376,TSS,True,84,376
ENSG00000147687.18,chr8,124516030,124518817,5AS,False,100,170
ENSG00000147687.18,chr8,124539024,124539097,TSS,True,22,183
ENSG00000170791.17,chr8,56211837,56214597,ES,False,65,157
ENSG00000170791.17,chr8,56214667,56216432,3AS,False,100,161
ENSG00000170619.9,chr8,144852838,144853029,TSS,True,50,113
ENSG00000170619.9,chr8,144852992,144853061,TSS,True,84,113
ENSG00000170619.9,chr8,144853371,144853557,TSS,False,100,113
ENSG00000160932.10,chr8,143018586,143020887,3AS,False,84,305
ENSG00000160932.10,chr8,143018463,143018586,TSS,True,43,352
ENSG00000182197.11,chr8,118110081,118111916,TSS,True,29,103
ENSG00000164924.17,chr8,100951928,100952852,TSS,True,442,1330
ENSG00000176853.15,chr8,123768417,123768774,TSS,True,18,108
ENSG00000168672.3,chr8,126553503,126556264,IR,False,72,105
ENSG00000168672.3,chr8,126552483,126553503,PAS,False,169,244
ENSG00000168672.3,chr8,126552538,126557485,PAS,True,73,106
ENSG00000168672.3,chr8,126558033,126558478,TSS,False,196,244
ENSG00000168672.3,chr8,126556264,126557722,TSS,False,190,244
ENSG00000147419.17,chr8,27752587,27762418,ES,False,22,197
ENSG00000147535.16,chr8,38267960,38268370,IR,False,100,125
ENSG00000147535.16,chr8,38268461,38268881,IR,False,80,114
ENSG00000147535.16,chr8,38263118,38264604,PAS,True,89,137
ENSG00000147535.16,chr8,38263137,38264949,PAS,False,120,137
ENSG00000147535.16,chr8,38266979,38267391,PAS,True,79,132
ENSG00000134014.16,chr8,28092824,28093233,TSS,False,49,116
ENSG00000104529.17,chr8,143586849,143597347,3AS,False,84,616
ENSG00000104529.17,chr8,143597347,143598252,TSS,True,105,722
ENSG00000156482.10,chr8,98045507,98045561,TSS,False,215,1157
ENSG00000156482.10,chr8,98045346,98045513,TSS,True,1013,1157
ENSG00000164951.15,chr8,93916890,93917079,TSS,True,38,128
ENSG00000157168.18,chr8,32548205,32548826,TSS,True,29,135
ENSG00000157168.18,chr8,32742674,32743246,PAS,True,63,123
ENSG00000157168.18,chr8,32763747,32767954,PAS,True,88,130
ENSG00000155975.9,chr8,17294986,17298024,PAS,True,45,322
ENSG00000120533.12,chr8,109334402,109336127,5AS,False,44,243
ENSG00000120533.12,chr8,109339390,109340490,3AS,False,33,244
ENSG00000120533.12,chr8,109334320,109334474,TSS,True,51,245
ENSG00000120533.12,chr8,109333553,109334402,TSS,False,201,245
ENSG00000197265.8,chr8,30657972,30658257,TSS,True,18,126
ENSG00000154582.16,chr8,73959818,73972076,ES,False,325,431
ENSG00000154582.16,chr8,73959818,73972244,ES,True,116,131
ENSG00000154582.16,chr8,73972076,73972286,TSS,True,191,630
ENSG00000154582.16,chr8,73972244,73972296,TSS,True,487,630
ENSG00000175324.9,chr8,38163840,38171964,ES,False,23,160
ENSG00000175324.9,chr8,38176274,38176720,TSS,True,33,161
ENSG00000175324.9,chr8,38176552,38176734,TSS,True,134,161
ENSG00000136997.17,chr8,127736623,127738250,3AS,False,150,621
ENSG00000136997.17,chr8,127736050,127736623,TSS,True,82,702
ENSG00000168575.9,chr8,42439449,42439583,TSS,True,193,239
ENSG00000168575.9,chr8,42501030,42501263,TSS,True,102,239
ENSG00000104756.15,chr8,25458198,25458459,TSS,True,11,107
ENSG00000104763.18,chr8,18056296,18057623,PAS,True,49,236
ENSG00000104763.18,chr8,18063470,18067298,PAS,True,184,232
ENSG00000179632.9,chr8,144106464,144106554,IR,False,258,289
ENSG00000104331.8,chr8,56993198,56993867,TSS,True,11,102
ENSG00000120889.12,chr8,23028441,23028528,IR,False,128,281
ENSG00000120889.12,chr8,23068750,23069112,TSS,True,95,370
ENSG00000160948.13,chr8,144425000,144425682,3AS,False,22,183
ENSG00000160948.13,chr8,144428488,144428582,TSS,True,56,220
ENSG00000160948.13,chr8,144426908,144428564,TSS,True,194,220
ENSG00000137575.11,chr8,58572314,58575902,3AS,False,44,242
ENSG00000104635.13,chr8,22367408,22404695,ES,True,136,160
ENSG00000104635.13,chr8,22367230,22367408,TSS,True,34,194
ENSG00000104613.11,chr8,19817133,19817666,TSS,True,18,115
ENSG00000104613.11,chr8,19851648,19852081,PAS,True,25,115
ENSG00000104613.11,chr8,19823872,19824492,PAS,True,91,104
ENSG00000147509.13,chr8,53881084,53946664,ES,False,23,163
ENSG00000147509.13,chr8,53880879,53881084,TSS,True,44,219
ENSG00000147509.13,chr8,53958269,53959302,PAS,True,23,214
ENSG00000147509.13,chr8,53913496,53913919,PAS,False,187,208
ENSG00000067167.7,chr8,70608076,70608444,TSS,True,98,544
ENSG00000067167.7,chr8,70583163,70583328,TSS,True,484,542
ENSG00000198791.11,chr8,17226029,17230848,PAS,True,25,200
ENSG00000198791.11,chr8,17246674,17246871,TSS,True,48,212
ENSG00000254093.8,chr8,10839737,10839893,TSS,False,83,132
ENSG00000249859.9,chr8,127793897,127794734,TSS,True,66,103
ENSG00000249859.9,chr8,127795383,127796008,TSS,True,89,103
ENSG00000249859.9,chr8,127890092,127890998,TSS,True,70,102
ENSG00000249859.9,chr8,127795133,127796071,TSS,True,90,103
ENSG00000249859.9,chr8,128100979,128101256,PAS,True,58,103
ENSG00000147586.9,chr8,80029904,80029976,TSS,False,89,122
ENSG00000147586.9,chr8,80030020,80030272,TSS,True,103,122
ENSG00000147586.9,chr8,80030053,80030271,TSS,True,100,122
ENSG00000147586.9,chr8,80030035,80030279,TSS,True,83,122
ENSG00000178719.16,chr8,143990042,143990199,TSS,False,136,193
ENSG00000178719.16,chr8,143990596,143991602,TSS,True,154,193
ENSG00000261236.7,chr8,144291271,144291451,TSS,True,20,175
ENSG00000047249.17,chr8,53843033,53843431,TSS,False,46,222
ENSG00000047249.17,chr8,53842870,53843013,TSS,False,197,222
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,205,1005
ENSG00000070756.15,chr8,100706650,100706798,TSS,True,879,1004
ENSG00000120875.8,chr8,29349845,29350682,TSS,False,32,143
ENSG00000147604.13,chr8,73292795,73293598,IR,True,68,117
ENSG00000185803.9,chr8,144358900,144359183,5AS,False,46,234
ENSG00000185803.9,chr8,144358554,144359065,TSS,True,141,337
ENSG00000185803.9,chr8,144358581,144358900,TSS,True,287,337
ENSG00000185803.9,chr8,144358617,144360493,TSS,True,287,337
ENSG00000133872.13,chr8,30070059,30082846,ES,False,37,289
ENSG00000168522.12,chr8,43056304,43056546,TSS,True,37,344
ENSG00000182325.10,chr8,144358031,144358559,TSS,True,49,113
ENSG00000182325.10,chr8,144356989,144358543,TSS,False,99,113
ENSG00000182325.10,chr8,144355967,144356093,TSS,True,99,113
ENSG00000185043.11,chr15,90233703,90233918,5AS,False,28,253
ENSG00000185043.11,chr15,90233834,90233970,TSS,True,36,262
ENSG00000185043.11,chr15,90233918,90234088,TSS,False,234,262
ENSG00000104047.14,chr15,49625431,49632158,ES,False,78,105
ENSG00000104047.14,chr15,49643330,49646886,PAS,True,18,108
ENSG00000041357.15,chr15,78540409,78540539,TSS,True,45,394
ENSG00000181026.14,chr15,88621258,88621382,TSS,False,55,119
ENSG00000181026.14,chr15,88626139,88626749,TSS,True,99,119
ENSG00000166794.4,chr15,64162851,64163122,TSS,True,278,2194
ENSG00000137767.13,chr15,45634745,45635108,TSS,True,37,257
ENSG00000138600.9,chr15,50725323,50726320,ES,False,89,108
ENSG00000128989.10,chr15,52568847,52569144,TSS,True,74,212
ENSG00000128989.10,chr15,52569115,52569167,TSS,True,157,212
ENSG00000128965.12,chr15,40953421,40953814,TSS,True,152,280
ENSG00000137824.15,chr15,40755082,40755282,TSS,True,66,120
ENSG00000137824.15,chr15,40755198,40755282,TSS,True,100,120
ENSG00000181991.15,chr15,88467782,88467910,3AS,False,62,193
ENSG00000128951.13,chr15,48331479,48332267,5AS,False,52,276
ENSG00000128951.13,chr15,48331405,48331479,TSS,True,259,313
ENSG00000128951.13,chr15,48331409,48331795,TSS,True,90,313
ENSG00000140374.15,chr15,76292700,76311349,ES,False,83,342
ENSG00000169609.13,chr15,83011496,83011639,TSS,True,36,137
ENSG00000138594.13,chr15,51829629,51829836,TSS,True,33,281
ENSG00000260916.7,chr15,55354628,55356409,PAS,True,92,107
ENSG00000260916.7,chr15,55408220,55408470,TSS,True,17,107
ENSG00000140553.17,chr15,90935216,90935330,TSS,True,60,106
ENSG00000140553.17,chr15,90935268,90935375,TSS,True,82,106
ENSG00000140157.14,chr15,22838921,22851638,ES,False,75,126
ENSG00000140157.14,chr15,22838921,22851638,5AS,False,75,114
ENSG00000140157.14,chr15,22838582,22838947,TSS,True,137,170
ENSG00000140157.14,chr15,22838643,22838921,TSS,True,42,170
ENSG00000182718.16,chr15,60364523,60397942,5AS,False,18,105
ENSG00000169594.13,chr15,83262950,83263933,TSS,True,98,116
ENSG00000169594.13,chr15,83284529,83284666,TSS,False,32,118
ENSG00000272888.6,chr15,92883186,92885514,ES,False,97,113
ENSG00000272888.6,chr15,92882676,92883186,TSS,True,138,254
ENSG00000137815.14,chr15,41417090,41417313,TSS,True,25,121
ENSG00000137815.14,chr15,41480580,41482981,PAS,False,70,101
ENSG00000166145.14,chr15,40853881,40854059,5AS,False,209,361
ENSG00000166145.14,chr15,40843735,40844186,TSS,False,159,388
ENSG00000166145.14,chr15,40844176,40845029,TSS,False,294,388
ENSG00000140416.20,chr15,63042137,63042943,TSS,True,157,611
ENSG00000140416.20,chr15,63048405,63048707,TSS,True,483,611
ENSG00000138614.14,chr15,65605236,65607301,5AS,False,18,121
ENSG00000138614.14,chr15,65607442,65611097,5AS,False,55,106
ENSG00000138614.14,chr15,65611097,65611613,TSS,True,72,132
ENSG00000138614.14,chr15,65610795,65611148,TSS,True,85,132
ENSG00000138614.14,chr15,65610685,65611205,TSS,True,116,132
ENSG00000166797.10,chr15,64075537,64088686,ES,False,26,122
ENSG00000166173.10,chr15,70831571,70833116,PAS,True,130,353
ENSG00000166173.10,chr15,70851430,70851720,PAS,False,228,352
ENSG00000140367.11,chr15,75854487,75868950,ES,False,31,187
ENSG00000140575.12,chr15,90388211,90388396,TSS,True,79,171
ENSG00000140575.12,chr15,90499994,90502239,PAS,True,49,162
ENSG00000184254.16,chr15,100879440,100880006,TSS,True,61,507
ENSG00000074410.13,chr15,63340287,63340423,TSS,True,107,129
ENSG00000074410.13,chr15,63381635,63382110,TSS,True,56,129
ENSG00000273749.4,chr15,22980286,22980440,TSS,True,43,140
ENSG00000166557.12,chr15,79311108,79311417,TSS,True,34,291
ENSG00000128463.12,chr15,34225650,34227692,5AS,False,472,528
ENSG00000104131.12,chr15,44537049,44537237,TSS,True,16,156
ENSG00000166200.14,chr15,49137437,49139527,3AS,False,56,105
ENSG00000166200.14,chr15,49155524,49155647,TSS,True,27,130
ENSG00000131876.16,chr15,101285801,101286213,IR,False,239,267
ENSG00000131876.16,chr15,101285801,101286907,ES,False,40,277
ENSG00000131876.16,chr15,101286293,101286907,IR,False,237,265
ENSG00000131876.16,chr15,101295096,101295325,TSS,True,481,785
ENSG00000028528.14,chr15,64095898,64096172,TSS,True,46,259
ENSG00000137845.14,chr15,58749479,58749821,TSS,True,27,140
ENSG00000185033.14,chr15,90201148,90201735,TSS,True,78,104
ENSG00000167196.13,chr15,75903854,75904103,TSS,True,34,308
ENSG00000069956.11,chr15,52019198,52019376,TSS,True,81,135
ENSG00000069956.11,chr15,52019360,52020032,TSS,False,97,135
ENSG00000136371.10,chr15,79845442,79889092,ES,True,119,139
ENSG00000136371.10,chr15,79889354,79896871,5AS,True,71,130
ENSG00000136371.10,chr15,79896871,79897038,TSS,False,70,147
ENSG00000136371.10,chr15,79896790,79897077,TSS,True,83,147
ENSG00000137804.12,chr15,41349241,41351032,3AS,False,37,138
ENSG00000137804.12,chr15,41358258,41365404,3AS,False,65,138
ENSG00000086666.18,chr15,80059654,80059809,TSS,True,149,366
ENSG00000086666.18,chr15,80059911,80059963,TSS,True,299,366
ENSG00000128739.22,chr15,24954852,24955062,TSS,True,43,289
ENSG00000140497.16,chr15,74843794,74844892,IR,True,28,147
ENSG00000140497.16,chr15,74843729,74845217,PAS,True,32,150
ENSG00000140497.16,chr15,74843723,74843794,PAS,True,137,165
ENSG00000140497.16,chr15,74873198,74873392,TSS,True,27,165
ENSG00000137801.10,chr15,39581076,39581228,TSS,True,439,519
ENSG00000137801.10,chr15,39589784,39590023,TSS,True,336,509
ENSG00000185787.14,chr15,78872781,78873057,TSS,True,101,660
ENSG00000103978.15,chr15,42228820,42233212,ME,False,39,216
ENSG00000242028.6,chr15,43797363,43800784,TSS,True,191,661
ENSG00000131871.14,chr15,101270486,101272856,PAS,True,105,964
ENSG00000166503.8,chr15,83207330,83208071,TSS,True,72,327
ENSG00000138629.15,chr15,74458896,74461107,5AS,False,108,194
ENSG00000138629.15,chr15,74458896,74461157,5AS,True,14,119
ENSG00000138629.15,chr15,74461036,74461177,TSS,False,153,233
ENSG00000138629.15,chr15,74461107,74461179,TSS,True,123,233
ENSG00000157823.16,chr15,89871546,89888520,ES,False,94,148
ENSG00000157823.16,chr15,89893880,89894340,TSS,True,24,178
ENSG00000182768.8,chr15,90265876,90266287,IR,False,117,671
ENSG00000182768.8,chr15,90265669,90266398,TSS,True,125,679
ENSG00000182768.8,chr15,90265672,90265876,TSS,False,559,679
ENSG00000114062.19,chr15,25438488,25439115,TSS,True,81,165
ENSG00000114062.19,chr15,25340084,25340139,TSS,True,93,164
ENSG00000182774.12,chr15,82540425,82540460,TSS,True,546,2142
ENSG00000182774.12,chr15,82539980,82540445,TSS,True,1795,2142
ENSG00000179010.14,chr4,6640708,6640827,IR,False,116,267
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,162,278
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,127,278
ENSG00000109180.14,chr4,48831249,48832619,5AS,False,121,139
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,175,298
ENSG00000109180.14,chr4,48831092,48831496,TSS,True,241,298
ENSG00000251022.6,chr4,82895774,82900076,ES,False,58,218
ENSG00000251022.6,chr4,82898062,82900076,ES,False,150,167
ENSG00000251022.6,chr4,82900333,82900583,TSS,True,32,255
ENSG00000152795.17,chr4,82424883,82425562,IR,False,119,179
ENSG00000152795.17,chr4,82424883,82426036,ES,False,83,200
ENSG00000152795.17,chr4,82424883,82426036,IR,False,83,142
ENSG00000152795.17,chr4,82425667,82426036,IR,False,123,182
ENSG00000152795.17,chr4,82422746,82424883,PAS,True,89,295
ENSG00000152795.17,chr4,82423203,82426129,PAS,True,197,255
ENSG00000152795.17,chr4,82429247,82430469,TSS,True,64,298
ENSG00000138777.19,chr4,105369068,105369753,PAS,True,33,293
ENSG00000138777.19,chr4,105473893,105474085,TSS,True,57,344
ENSG00000090316.15,chr4,1289834,1289982,TSS,True,45,345
ENSG00000071127.16,chr4,10116650,10116986,TSS,True,68,541
ENSG00000109736.14,chr4,2930953,2931060,IR,False,309,354
ENSG00000109736.14,chr4,2929927,2930953,PAS,True,46,355
ENSG00000109736.14,chr4,2929923,2931150,PAS,False,316,354
ENSG00000109736.14,chr4,2933752,2934511,TSS,True,311,361
ENSG00000109736.14,chr4,2934768,2934880,TSS,True,108,361
ENSG00000109501.13,chr4,6269831,6270014,TSS,True,38,102
ENSG00000250038.5,chr4,28315797,28317538,PAS,True,43,144
ENSG00000250038.5,chr4,28362296,28362592,PAS,False,124,144
ENSG00000164024.11,chr4,98995550,98995867,TSS,True,21,135
ENSG00000164024.11,chr4,99048828,99048876,TSS,True,117,134
ENSG00000129187.14,chr4,182915575,182917287,ES,False,123,141
ENSG00000129187.14,chr4,182915575,182917310,5AS,False,75,217
ENSG00000129187.14,chr4,182917287,182917475,TSS,True,101,242
ENSG00000129187.14,chr4,182917310,182917565,TSS,True,164,242
ENSG00000081041.8,chr4,74097771,74098600,IR,True,78,106
ENSG00000081041.8,chr4,74097034,74097771,PAS,True,28,107
ENSG00000081041.8,chr4,74099020,74099195,TSS,False,36,107
ENSG00000138764.14,chr4,77157206,77157506,TSS,True,27,105
ENSG00000138801.8,chr4,107720119,107720395,TSS,False,33,131
ENSG00000138801.8,chr4,107719842,107720211,TSS,True,104,131
ENSG00000163682.16,chr4,39458890,39458946,TSS,True,99,595
ENSG00000163682.16,chr4,39458393,39458911,TSS,True,513,595
ENSG00000087274.16,chr4,2843837,2844024,TSS,True,27,157
ENSG00000138758.11,chr4,76949691,76949930,TSS,True,17,148
ENSG00000151012.13,chr4,138241792,138242472,TSS,False,35,110
ENSG00000164104.11,chr4,173334271,173334447,TSS,False,55,143
ENSG00000109606.12,chr4,24527463,24528041,PAS,True,16,117
ENSG00000109606.12,chr4,24538006,24540299,PAS,True,98,109
ENSG00000109606.12,chr4,24584322,24584621,TSS,True,12,117
ENSG00000182585.9,chr4,74309155,74312184,5AS,False,44,204
ENSG00000182585.9,chr4,74312305,74314579,ES,False,27,177
ENSG00000182585.9,chr4,74313044,74314579,5AS,False,66,147
ENSG00000182585.9,chr4,74314579,74317298,PAS,True,36,213
ENSG00000182585.9,chr4,74313017,74317291,PAS,True,183,213
ENSG00000129116.18,chr4,168831990,168832171,TSS,True,88,436
ENSG00000129116.18,chr4,168877717,168878394,TSS,True,383,432
ENSG00000163738.18,chr4,74114657,74143392,ES,True,24,110
ENSG00000163738.18,chr4,74125517,74160054,ES,False,58,138
ENSG00000163738.18,chr4,74158091,74158281,TSS,True,186,213
ENSG00000163738.18,chr4,74114399,74114657,TSS,True,41,217
