gene,chr,start,end,splice_type,novel,GM12878_ENCFF648NAR_in_cov,GM12878_ENCFF648NAR_total_cov
ENSG00000175606.10,chr8,73978861,73981154,ES,False,111,135
ENSG00000078674.17,chr8,17923188,17935588,ES,False,25,162
ENSG00000078674.17,chr8,17939861,17947185,ES,False,93,165
ENSG00000078674.17,chr8,17922713,17923188,TSS,True,54,219
ENSG00000078674.17,chr8,18027636,18029948,PAS,True,197,219
ENSG00000078674.17,chr8,17952969,17954455,PAS,True,140,184
ENSG00000078674.17,chr8,17960314,17960405,PAS,True,123,189
ENSG00000104312.7,chr8,89758233,89765340,ES,False,72,218
ENSG00000155096.13,chr8,102843747,102858012,ES,False,165,239
ENSG00000189376.11,chr8,123218275,123220297,PAS,True,34,164
ENSG00000147533.16,chr8,41506012,41507058,3AS,False,88,100
ENSG00000147533.16,chr8,41490558,41490617,TSS,False,22,105
ENSG00000169490.16,chr8,38996212,38996517,TSS,True,26,111
ENSG00000169490.16,chr8,38996418,38996519,TSS,True,87,111
ENSG00000176623.11,chr8,86474914,86477293,3AS,False,20,116
ENSG00000176623.11,chr8,86480332,86486483,ES,False,17,130
ENSG00000176623.11,chr8,86470166,86474358,PAS,True,21,136
ENSG00000161016.17,chr8,144792365,144792428,TSS,False,378,2880
ENSG00000164733.20,chr8,11853479,11868000,ES,False,164,183
ENSG00000153310.19,chr8,129903350,129939607,ES,False,150,223
ENSG00000153310.19,chr8,129903350,129970942,ES,False,142,243
ENSG00000153310.19,chr8,129939607,129939904,TSS,True,276,507
ENSG00000153310.19,chr8,130016369,130016704,TSS,True,318,507
ENSG00000153310.19,chr8,130016606,130016801,TSS,True,447,507
ENSG00000121022.13,chr8,67061853,67062151,TSS,True,39,349
ENSG00000179950.13,chr8,143818534,143821596,ES,False,306,644
ENSG00000179950.13,chr8,143821913,143829279,ES,False,173,618
ENSG00000179950.13,chr8,143824396,143829279,3AS,False,58,444
ENSG00000170791.17,chr8,56211837,56214597,ES,False,53,109
ENSG00000170791.17,chr8,56214667,56216432,3AS,False,91,112
ENSG00000154328.15,chr8,11769791,11779597,ES,False,19,116
ENSG00000154328.15,chr8,11771585,11779597,5AS,True,92,103
ENSG00000164924.17,chr8,100951928,100952852,TSS,True,372,491
ENSG00000164924.17,chr8,100953268,100953476,TSS,True,440,491
ENSG00000147419.17,chr8,27772512,27772648,TSS,True,14,106
ENSG00000129691.15,chr8,38105516,38105738,TSS,True,96,191
ENSG00000129691.15,chr8,38105528,38106139,TSS,True,107,191
ENSG00000104529.17,chr8,143586849,143597347,3AS,False,95,715
ENSG00000197275.13,chr8,94371956,94372387,PAS,True,44,119
ENSG00000197275.13,chr8,94389135,94391899,PAS,False,97,117
ENSG00000156469.8,chr8,96239345,96239685,PAS,True,24,178
ENSG00000136960.12,chr8,119580167,119582429,5AS,False,82,255
ENSG00000120533.12,chr8,109334402,109336127,5AS,False,23,132
ENSG00000120533.12,chr8,109334320,109334474,TSS,True,38,144
ENSG00000120533.12,chr8,109333553,109334402,TSS,False,121,144
ENSG00000184661.13,chr8,25506509,25511308,PAS,True,139,349
ENSG00000184661.13,chr8,25488551,25491216,PAS,True,249,349
ENSG00000129696.12,chr8,33503935,33509745,ES,False,25,150
ENSG00000129696.12,chr8,33512712,33513081,IR,True,113,143
ENSG00000129696.12,chr8,33498721,33499277,PAS,True,25,175
ENSG00000129696.12,chr8,33511966,33513162,TSS,True,145,175
ENSG00000129696.12,chr8,33513081,33513153,TSS,False,60,175
ENSG00000147526.19,chr8,38787178,38787743,TSS,True,104,155
ENSG00000147526.19,chr8,38819519,38820635,TSS,True,138,154
ENSG00000168078.9,chr8,27833133,27837709,5AS,False,49,254
ENSG00000168078.9,chr8,27837709,27837866,TSS,True,214,263
ENSG00000168078.9,chr8,27837651,27837829,TSS,True,57,263
ENSG00000154582.16,chr8,73972076,73972286,TSS,True,54,118
ENSG00000154582.16,chr8,73972244,73972296,TSS,True,68,118
ENSG00000175324.9,chr8,38163840,38171964,ES,False,19,152
ENSG00000136997.17,chr8,127736050,127736623,TSS,True,19,101
ENSG00000136997.17,chr8,127738311,127739019,TSS,True,85,101
ENSG00000253729.7,chr8,47773106,47774377,PAS,True,186,208
ENSG00000253729.7,chr8,47786723,47789049,PAS,True,167,194
ENSG00000253729.7,chr8,47915338,47915418,PAS,True,128,145
ENSG00000253729.7,chr8,47954349,47954446,PAS,False,126,143
ENSG00000253729.7,chr8,47918276,47918383,PAS,True,124,145
ENSG00000253729.7,chr8,47928572,47930012,PAS,True,89,145
ENSG00000253729.7,chr8,47943255,47943366,PAS,True,124,143
ENSG00000253729.7,chr8,47959972,47960199,TSS,True,72,214
ENSG00000104763.18,chr8,18056296,18057623,PAS,True,38,334
ENSG00000104763.18,chr8,18063470,18067298,PAS,True,290,326
ENSG00000104763.18,chr8,18083980,18084373,TSS,True,42,337
ENSG00000155189.11,chr8,6708344,6708887,TSS,False,52,283
ENSG00000160948.13,chr8,144428488,144428582,TSS,True,19,153
ENSG00000137575.11,chr8,58572314,58575902,3AS,False,83,300
ENSG00000104613.11,chr8,19851648,19852081,PAS,True,45,223
ENSG00000104490.17,chr8,101686541,101689406,PAS,True,33,145
ENSG00000104490.17,chr8,101821238,101825673,PAS,True,116,129
ENSG00000104490.17,chr8,102124236,102124448,TSS,True,172,200
ENSG00000104490.17,chr8,101975259,101975367,TSS,False,177,200
ENSG00000104490.17,chr8,102096216,102096538,TSS,True,158,200
ENSG00000064313.11,chr8,119788334,119788447,PAS,False,15,118
ENSG00000064313.11,chr8,119832481,119834349,TSS,True,19,124
ENSG00000147586.9,chr8,80030020,80030272,TSS,True,87,101
ENSG00000147586.9,chr8,80030053,80030271,TSS,True,75,101
ENSG00000147586.9,chr8,80030035,80030279,TSS,True,43,101
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,495,760
ENSG00000070756.15,chr8,100706650,100706798,TSS,True,405,757
ENSG00000076554.15,chr8,80171424,80171633,TSS,True,43,342
ENSG00000104320.13,chr8,89981523,89981952,IR,True,119,133
ENSG00000104320.13,chr8,89981523,89982721,ES,False,220,339
ENSG00000104320.13,chr8,89933325,89935612,PAS,True,325,446
ENSG00000104320.13,chr8,89953033,89953691,PAS,True,266,436
ENSG00000104320.13,chr8,89955283,89955555,PAS,True,315,428
ENSG00000104320.13,chr8,89984524,89984709,TSS,True,130,466
ENSG00000104320.13,chr8,89981374,89981687,TSS,True,417,464
ENSG00000104432.13,chr8,78736527,78740001,ES,False,27,142
ENSG00000104432.13,chr8,78740082,78798127,5AS,False,23,146
ENSG00000147604.13,chr8,73292795,73293598,IR,True,69,117
ENSG00000164751.14,chr8,76986296,76999989,ES,False,83,351
ENSG00000188343.12,chr8,93709875,93726393,ES,False,12,117
ENSG00000133872.13,chr8,30070059,30082846,ES,False,166,828
ENSG00000172183.14,chr15,88638757,88639076,TSS,False,21,170
ENSG00000137776.16,chr15,58899883,58901259,3AS,False,24,120
ENSG00000137776.16,chr15,58899937,58901259,IR,True,95,106
ENSG00000137776.16,chr15,58893840,58893987,PAS,False,131,185
ENSG00000137776.16,chr15,58893939,58894193,PAS,True,123,185
ENSG00000137776.16,chr15,58911813,58913696,PAS,False,159,182
ENSG00000185880.12,chr15,44729033,44729552,TSS,True,14,126
ENSG00000041357.15,chr15,78540409,78540539,TSS,True,97,815
ENSG00000159322.17,chr15,72752892,72755555,3AS,False,95,224
ENSG00000159322.17,chr15,72751294,72752895,PAS,True,116,245
ENSG00000159322.17,chr15,72751294,72752892,PAS,True,141,245
ENSG00000159322.17,chr15,72783458,72783781,TSS,True,33,253
ENSG00000128989.10,chr15,52568847,52569144,TSS,True,81,113
ENSG00000128989.10,chr15,52569115,52569167,TSS,True,44,113
ENSG00000137824.15,chr15,40754790,40755198,5AS,False,34,106
ENSG00000137824.15,chr15,40735883,40736594,PAS,True,16,110
ENSG00000137824.15,chr15,40755082,40755282,TSS,True,39,110
ENSG00000137824.15,chr15,40755198,40755282,TSS,True,76,110
ENSG00000181991.15,chr15,88467782,88467910,3AS,False,46,200
ENSG00000174442.11,chr15,66505391,66508840,3AS,False,206,254
ENSG00000174442.11,chr15,66548350,66550130,PAS,True,99,278
ENSG00000174442.11,chr15,66546590,66546705,PAS,True,186,278
ENSG00000166855.9,chr15,65148850,65150913,PAS,True,50,142
ENSG00000166855.9,chr15,65152318,65152536,PAS,True,126,142
ENSG00000140455.16,chr15,63504830,63532646,ES,False,223,251
ENSG00000140455.16,chr15,63504489,63504830,TSS,True,39,294
ENSG00000140455.16,chr15,63590660,63594641,PAS,True,30,288
ENSG00000128951.13,chr15,48331399,48332406,TSS,False,77,623
ENSG00000173575.20,chr15,92900174,92900824,TSS,True,24,127
ENSG00000173575.20,chr15,92937517,92937596,PAS,True,90,107
ENSG00000173575.20,chr15,92929029,92929091,PAS,True,83,107
ENSG00000173575.20,chr15,92948951,92949861,PAS,True,81,113
ENSG00000173575.20,chr15,92942842,92943039,PAS,True,97,109
ENSG00000137807.15,chr15,69423329,69426069,ES,False,189,225
ENSG00000137807.15,chr15,69438247,69438390,PAS,False,91,231
ENSG00000137807.15,chr15,69447791,69448427,PAS,True,157,237
ENSG00000138592.13,chr15,50424230,50424514,TSS,True,46,108
ENSG00000138592.13,chr15,50424347,50424654,TSS,True,77,108
ENSG00000138592.13,chr15,50498902,50501160,PAS,True,94,106
ENSG00000104064.17,chr15,50289665,50300788,3AS,False,20,176
ENSG00000104064.17,chr15,50300902,50301256,5AS,False,95,172
ENSG00000104064.17,chr15,50277251,50278784,PAS,True,79,178
ENSG00000104064.17,chr15,50283536,50286183,PAS,True,98,177
ENSG00000140374.15,chr15,76292700,76311349,ES,False,123,460
ENSG00000140374.15,chr15,76311349,76311487,TSS,True,121,598
ENSG00000140374.15,chr15,76295590,76295738,TSS,True,485,598
ENSG00000172349.17,chr15,81306166,81306422,3AS,False,163,415
ENSG00000172349.17,chr15,81306545,81308604,3AS,True,305,349
ENSG00000172349.17,chr15,81296918,81297078,TSS,True,297,456
ENSG00000172349.17,chr15,81299377,81300475,TSS,True,302,453
ENSG00000172349.17,chr15,81302051,81302248,TSS,False,393,442
ENSG00000172349.17,chr15,81302048,81302453,TSS,True,397,442
ENSG00000172349.17,chr15,81308604,81309910,PAS,True,103,432
ENSG00000172349.17,chr15,81308110,81309596,PAS,True,388,432
ENSG00000260916.7,chr15,55408220,55408470,TSS,True,18,103
ENSG00000169371.13,chr15,75625335,75625691,TSS,True,139,169
ENSG00000169371.13,chr15,75625665,75625803,TSS,True,46,169
ENSG00000140553.17,chr15,90935330,90935543,5AS,False,127,171
ENSG00000140553.17,chr15,90935216,90935330,TSS,True,65,191
ENSG00000140553.17,chr15,90935268,90935375,TSS,True,146,191
ENSG00000140157.14,chr15,22838921,22851638,ES,False,150,237
ENSG00000140157.14,chr15,22838921,22851638,5AS,False,150,207
ENSG00000140157.14,chr15,22838582,22838947,TSS,True,270,312
ENSG00000140157.14,chr15,22838643,22838921,TSS,True,72,312
ENSG00000197535.14,chr15,52311519,52313848,PAS,True,98,111
ENSG00000197535.14,chr15,52349634,52351481,PAS,True,70,107
ENSG00000197535.14,chr15,52365973,52367124,PAS,False,93,107
ENSG00000197535.14,chr15,52369869,52370417,PAS,True,85,105
ENSG00000197535.14,chr15,52528779,52529146,TSS,True,101,114
ENSG00000197535.14,chr15,52379294,52379526,TSS,True,57,111
ENSG00000197535.14,chr15,52383090,52383256,TSS,True,97,112
ENSG00000140379.7,chr15,79961174,79970699,ES,True,188,216
ENSG00000182718.16,chr15,60386086,60397942,ES,False,654,746
ENSG00000033800.13,chr15,68054293,68054350,TSS,True,16,121
ENSG00000033800.13,chr15,68187541,68191462,PAS,True,19,115
ENSG00000167004.12,chr15,43771104,43773277,PAS,True,269,2116
ENSG00000172575.11,chr15,38559820,38560265,TSS,True,104,123
ENSG00000198901.13,chr15,90966653,90969523,3AS,True,13,103
ENSG00000198901.13,chr15,90967202,90969446,ES,False,68,110
ENSG00000198901.13,chr15,90967202,90969523,5AS,False,80,189
ENSG00000198901.13,chr15,90966037,90967202,PAS,True,55,255
ENSG00000198901.13,chr15,90994406,90994772,TSS,True,51,264
ENSG00000198901.13,chr15,90970403,90970454,TSS,True,214,238
ENSG00000138614.14,chr15,65607442,65611097,5AS,False,123,160
ENSG00000138614.14,chr15,65611097,65611613,TSS,True,59,210
ENSG00000138614.14,chr15,65610795,65611148,TSS,True,181,210
ENSG00000166797.10,chr15,64075537,64088686,ES,False,31,234
ENSG00000140575.12,chr15,90388211,90388396,TSS,True,131,552
ENSG00000140575.12,chr15,90483479,90483593,TSS,True,95,109
ENSG00000140575.12,chr15,90484191,90484352,TSS,False,48,109
ENSG00000140575.12,chr15,90476662,90476700,PAS,True,124,457
ENSG00000140575.12,chr15,90499994,90502239,PAS,True,460,550
ENSG00000140575.12,chr15,90474484,90474694,PAS,True,373,455
ENSG00000170776.21,chr15,85717402,85718012,3AS,False,52,116
ENSG00000170776.21,chr15,85692997,85693451,TSS,True,123,143
ENSG00000170776.21,chr15,85689854,85690104,TSS,False,77,143
ENSG00000170776.21,chr15,85727380,85727454,PAS,False,105,152
ENSG00000170776.21,chr15,85743491,85743804,PAS,True,110,155
ENSG00000166477.12,chr15,51938024,51938260,PAS,True,240,416
ENSG00000166477.12,chr15,51951842,51951979,PAS,True,294,416
ENSG00000166477.12,chr15,51954521,51954575,PAS,True,329,416
ENSG00000166200.14,chr15,49137437,49139527,3AS,False,182,272
ENSG00000128928.8,chr15,40418129,40421308,PAS,True,20,166
ENSG00000103995.13,chr15,48755908,48756553,PAS,True,93,143
ENSG00000103995.13,chr15,48772506,48772691,PAS,False,102,142
ENSG00000028528.14,chr15,64095898,64096172,TSS,True,31,191
ENSG00000069956.11,chr15,52019198,52019376,TSS,True,41,113
ENSG00000137804.12,chr15,41349241,41351032,3AS,False,118,410
ENSG00000137804.12,chr15,41358258,41365404,3AS,False,159,298
ENSG00000137804.12,chr15,41371684,41377195,ES,False,32,295
ENSG00000137804.12,chr15,41380092,41381051,PAS,True,135,430
ENSG00000137804.12,chr15,41358148,41358210,PAS,True,333,416
ENSG00000137822.12,chr15,43397321,43398040,3AS,False,124,175
ENSG00000137822.12,chr15,43371042,43371432,TSS,True,20,185
ENSG00000137822.12,chr15,43405201,43409769,PAS,True,22,184
ENSG00000103653.16,chr15,74782049,74782720,TSS,True,81,120
ENSG00000103653.16,chr15,74782060,74782148,TSS,False,74,120
ENSG00000137812.19,chr15,40594001,40594392,TSS,True,35,181
ENSG00000086666.18,chr15,80059809,80120327,ES,False,257,327
ENSG00000086666.18,chr15,80059654,80059809,TSS,True,63,392
ENSG00000069974.15,chr15,55234956,55270164,ES,False,100,112
ENSG00000069974.15,chr15,55289715,55290649,TSS,True,15,126
ENSG00000140525.17,chr15,89247726,89258703,5AS,False,14,104
ENSG00000140525.17,chr15,89243946,89244033,TSS,True,116,149
ENSG00000140525.17,chr15,89243953,89244067,TSS,True,97,149
ENSG00000140525.17,chr15,89316396,89318093,PAS,True,42,145
ENSG00000185787.14,chr15,78872781,78873057,TSS,True,106,334
ENSG00000185787.14,chr15,78890855,78891572,TSS,False,291,334
ENSG00000075131.9,chr15,66356638,66356756,TSS,True,19,114
ENSG00000104055.15,chr15,43253505,43253871,TSS,True,52,156
ENSG00000213614.9,chr15,72345550,72346234,IR,True,367,414
ENSG00000138629.15,chr15,74458896,74461107,5AS,False,109,224
ENSG00000138629.15,chr15,74458896,74461157,5AS,True,18,125
ENSG00000138629.15,chr15,74461036,74461177,TSS,False,152,257
ENSG00000138629.15,chr15,74461107,74461179,TSS,True,145,257
ENSG00000184277.12,chr15,101650161,101652270,ES,False,76,100
ENSG00000184277.12,chr15,101652270,101652389,TSS,False,12,114
ENSG00000103876.12,chr15,80152795,80153135,TSS,True,32,151
ENSG00000171766.15,chr15,45378384,45378576,TSS,True,27,106
ENSG00000171766.15,chr15,45366370,45366507,TSS,True,94,106
ENSG00000182768.8,chr15,90265876,90266287,IR,False,36,235
ENSG00000182768.8,chr15,90265669,90266398,TSS,True,40,239
ENSG00000182768.8,chr15,90265672,90265876,TSS,False,203,239
ENSG00000134152.10,chr15,34137870,34142371,PAS,True,32,114
ENSG00000140299.11,chr15,59689134,59689345,TSS,True,45,242
ENSG00000179010.14,chr4,6640708,6640827,IR,False,276,488
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,217,493
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,281,493
ENSG00000168214.20,chr4,26319847,26320815,TSS,True,142,168
ENSG00000168214.20,chr4,26320803,26321048,TSS,True,77,168
ENSG00000226950.6,chr4,52712959,52713493,IR,True,121,172
ENSG00000226950.6,chr4,52713493,52714138,PAS,True,55,173
ENSG00000226950.6,chr4,52712823,52714134,PAS,True,122,173
ENSG00000109180.14,chr4,48830937,48831052,TSS,False,132,161
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,102,161
ENSG00000109180.14,chr4,48831092,48831496,TSS,True,124,161
ENSG00000138646.8,chr4,88505672,88506182,PAS,True,70,214
ENSG00000138646.8,chr4,88504494,88504576,PAS,True,174,214
ENSG00000151726.13,chr4,184825915,184826101,TSS,True,42,116
ENSG00000152795.17,chr4,82424883,82426036,IR,False,874,1125
ENSG00000152795.17,chr4,82425667,82426036,IR,False,32,285
ENSG00000152795.17,chr4,82422746,82424883,PAS,True,312,1213
ENSG00000152795.17,chr4,82423203,82426129,PAS,True,960,1204
ENSG00000138777.19,chr4,105369068,105369753,PAS,True,64,198
ENSG00000138777.19,chr4,105473893,105474085,TSS,True,44,199
ENSG00000071127.16,chr4,10116650,10116986,TSS,True,18,100
ENSG00000151466.11,chr4,128883977,128884539,PAS,True,106,121
ENSG00000151466.11,chr4,128948512,128948570,PAS,True,102,120
ENSG00000151466.11,chr4,128957023,128957124,PAS,True,83,120
ENSG00000151466.11,chr4,129039192,129040212,PAS,True,103,117
ENSG00000151466.11,chr4,128959597,128959777,PAS,True,103,120
ENSG00000151466.11,chr4,129093069,129093626,TSS,True,16,121
ENSG00000109158.10,chr4,46926281,46928755,PAS,True,23,187
ENSG00000109158.10,chr4,46993338,46993579,TSS,True,50,189
ENSG00000121895.7,chr4,38971134,38986335,3AS,True,27,173
ENSG00000163683.11,chr4,39605180,39626997,5AS,True,89,788
ENSG00000163683.11,chr4,39626983,39627134,TSS,True,203,901
ENSG00000163683.11,chr4,39626997,39627123,TSS,True,808,901
ENSG00000129187.14,chr4,182915575,182917287,ES,False,93,106
ENSG00000129187.14,chr4,182915575,182917310,5AS,False,63,169
ENSG00000129187.14,chr4,182917287,182917475,TSS,True,82,188
ENSG00000129187.14,chr4,182917310,182917565,TSS,True,122,188
ENSG00000123737.12,chr4,121814047,121816368,ES,False,147,205
ENSG00000123737.12,chr4,121811582,121811666,PAS,True,238,265
ENSG00000123737.12,chr4,121816771,121817024,PAS,True,103,269
ENSG00000123737.12,chr4,121816368,121816908,PAS,True,221,269
ENSG00000053900.10,chr4,25377344,25377417,IR,False,122,139
ENSG00000053900.10,chr4,25405619,25406828,5AS,False,126,148
ENSG00000053900.10,chr4,25377126,25377344,TSS,False,30,153
ENSG00000053900.10,chr4,25377227,25377556,TSS,True,134,153
ENSG00000168564.5,chr4,183445634,183446087,5AS,False,28,111
ENSG00000164070.11,chr4,127832682,127834548,PAS,True,250,316
ENSG00000164070.11,chr4,127820427,127820469,PAS,True,208,316
ENSG00000164070.11,chr4,127822768,127822798,PAS,True,206,316
ENSG00000138778.11,chr4,103171708,103174903,PAS,True,49,181
ENSG00000138758.11,chr4,76949691,76949930,TSS,True,104,293
ENSG00000138758.11,chr4,77030782,77038607,PAS,True,127,205
ENSG00000138758.11,chr4,77034496,77040154,PAS,True,108,207
ENSG00000138758.11,chr4,77028628,77028761,PAS,True,178,204
ENSG00000109606.12,chr4,24527463,24528041,PAS,True,102,838
ENSG00000109606.12,chr4,24538006,24540299,PAS,True,739,823
ENSG00000109805.9,chr4,17843301,17848063,PAS,True,388,590
ENSG00000109805.9,chr4,17840070,17841879,PAS,True,483,590
ENSG00000109805.9,chr4,17834298,17834392,PAS,True,389,585
ENSG00000109452.12,chr4,142023157,142028914,PAS,True,76,113
ENSG00000109452.12,chr4,142086174,142086256,PAS,True,73,113
ENSG00000109452.12,chr4,142405205,142405530,TSS,True,50,115
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,125,669
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,562,669
ENSG00000132406.11,chr4,4235541,4236256,PAS,True,32,101
ENSG00000132406.11,chr4,4235541,4237077,PAS,True,83,101
ENSG00000138750.14,chr4,76136412,76144389,ES,False,27,253
ENSG00000164134.12,chr4,139370210,139370325,PAS,True,56,382
ENSG00000153130.17,chr4,140379192,140380961,ES,False,38,334
ENSG00000145216.15,chr4,53377923,53379224,ES,False,169,270
ENSG00000145216.15,chr4,53391139,53399729,ES,False,176,258
ENSG00000145216.15,chr4,53399839,53425871,ES,False,99,274
ENSG00000145216.15,chr4,53428183,53442652,ES,False,205,276
ENSG00000164031.16,chr4,99896247,99901152,PAS,True,26,137
ENSG00000132466.18,chr4,73097357,73098520,PAS,False,110,123
ENSG00000132466.18,chr4,73102143,73102547,PAS,False,21,122
ENSG00000132466.18,chr4,73142639,73142704,TSS,True,34,130
ENSG00000061918.12,chr4,155758979,155759143,TSS,True,21,167
ENSG00000061918.12,chr4,155806385,155807643,PAS,True,36,164
ENSG00000061918.12,chr4,155804592,155804708,PAS,True,142,164
ENSG00000087008.15,chr4,8370994,8374977,ES,False,27,138
ENSG00000087008.15,chr4,8364702,8367080,PAS,True,20,170
ENSG00000087008.15,chr4,8440647,8440750,TSS,True,122,170
ENSG00000087008.15,chr4,8428350,8428501,TSS,True,73,170
ENSG00000087008.15,chr4,8435922,8436026,TSS,True,152,170
