gene,chr,start,end,splice_type,novel,right_cardiac_atrium_ENCFF875QHC_in_cov,right_cardiac_atrium_ENCFF875QHC_total_cov
ENSG00000147573.16,chr8,66150341,66150625,PAS,True,97,108
ENSG00000164951.15,chr8,93917079,93922015,ES,False,122,161
ENSG00000164951.15,chr8,93917079,93922015,5AS,False,122,140
ENSG00000164951.15,chr8,93916890,93917079,TSS,True,50,211
ENSG00000155975.9,chr8,17294986,17298024,PAS,True,21,176
ENSG00000167700.8,chr8,144510015,144510367,3AS,True,21,158
ENSG00000147526.19,chr8,38728133,38728671,TSS,True,45,106
ENSG00000147457.13,chr8,23246617,23246994,TSS,True,15,145
ENSG00000132561.13,chr8,98032317,98033098,3AS,False,154,320
ENSG00000132561.13,chr8,97868859,97869287,TSS,True,46,335
ENSG00000154582.16,chr8,73959818,73972076,ES,False,114,165
ENSG00000154582.16,chr8,73972076,73972286,TSS,True,21,195
ENSG00000130193.7,chr8,142727168,142727859,TSS,True,26,135
ENSG00000147408.14,chr8,19506130,19601770,ES,False,107,130
ENSG00000147408.14,chr8,19757185,19757522,TSS,True,129,151
ENSG00000147408.14,chr8,19682695,19682991,TSS,False,68,151
ENSG00000168575.9,chr8,42416465,42417967,PAS,True,22,138
ENSG00000168575.9,chr8,42541537,42541937,TSS,True,117,146
ENSG00000168575.9,chr8,42540914,42541711,TSS,True,128,146
ENSG00000168575.9,chr8,42436988,42437417,TSS,True,105,125
ENSG00000168575.9,chr8,42501030,42501263,TSS,True,81,127
ENSG00000104763.18,chr8,18056296,18057623,PAS,True,213,2022
ENSG00000104763.18,chr8,18063470,18067298,PAS,True,1796,2003
ENSG00000104331.8,chr8,56993198,56993867,TSS,True,16,125
ENSG00000160948.13,chr8,144424819,144424945,IR,False,144,161
ENSG00000160948.13,chr8,144425000,144425682,3AS,False,16,141
ENSG00000160948.13,chr8,144425051,144425682,IR,False,124,144
ENSG00000160948.13,chr8,144426979,144428488,3AS,False,128,143
ENSG00000160948.13,chr8,144428488,144428582,TSS,True,38,192
ENSG00000137575.11,chr8,58572314,58575902,3AS,False,59,250
ENSG00000156804.7,chr8,123540898,123541595,TSS,True,54,190
ENSG00000136574.17,chr8,11708928,11748918,3AS,False,179,236
ENSG00000136574.17,chr8,11703447,11704304,TSS,True,190,358
ENSG00000136574.17,chr8,11707853,11708928,TSS,True,286,357
ENSG00000136574.17,chr8,11758292,11760002,PAS,True,40,312
ENSG00000104635.13,chr8,22367230,22367408,TSS,True,81,557
ENSG00000198791.11,chr8,17230848,17232426,IR,True,86,111
ENSG00000198791.11,chr8,17226029,17230848,PAS,True,31,117
ENSG00000198791.11,chr8,17229227,17232537,PAS,True,91,116
ENSG00000213563.6,chr8,144526639,144526959,IR,False,72,159
ENSG00000213563.6,chr8,144526215,144526639,PAS,False,87,159
ENSG00000213563.6,chr8,144526215,144527787,PAS,True,60,134
ENSG00000213563.6,chr8,144528760,144529116,TSS,True,28,159
ENSG00000047249.17,chr8,53801896,53814661,ES,False,78,143
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,36,207
ENSG00000120885.21,chr8,27614654,27614703,TSS,True,44,315
ENSG00000168079.16,chr8,27992256,27992834,TSS,True,116,147
ENSG00000137547.8,chr8,54135205,54135391,TSS,True,19,164
ENSG00000160972.9,chr8,144477943,144478127,TSS,True,92,127
ENSG00000160972.9,chr8,144501106,144501294,TSS,True,68,125
ENSG00000133872.13,chr8,30070059,30082846,ES,False,52,414
ENSG00000067225.17,chr15,72200655,72206727,ME,False,2611,3931
ENSG00000185043.11,chr15,90233834,90233970,TSS,True,20,144
ENSG00000140545.14,chr15,88913246,88913458,TSS,True,73,134
ENSG00000068305.17,chr15,99566104,99632977,ES,False,38,185
ENSG00000068305.17,chr15,99645764,99674392,ME,False,62,194
ENSG00000068305.17,chr15,99565428,99566104,TSS,True,89,276
ENSG00000137834.14,chr15,66702178,66704075,TSS,True,22,206
ENSG00000128989.10,chr15,52568847,52569144,TSS,True,50,131
ENSG00000128989.10,chr15,52569115,52569167,TSS,True,98,131
ENSG00000128731.16,chr15,28111036,28112035,PAS,True,63,116
ENSG00000128731.16,chr15,28322074,28322191,TSS,True,65,116
ENSG00000178761.14,chr15,74902063,74902603,IR,False,24,198
ENSG00000178761.14,chr15,74902783,74904663,3AS,False,50,195
ENSG00000178761.14,chr15,74904712,74905153,ES,False,165,192
ENSG00000178761.14,chr15,74905231,74906586,ES,False,32,185
ENSG00000178761.14,chr15,74899989,74902786,PAS,True,72,199
ENSG00000178761.14,chr15,74899986,74902783,PAS,True,153,199
ENSG00000178761.14,chr15,74906586,74907348,TSS,False,29,214
ENSG00000128951.13,chr15,48331479,48332267,5AS,False,22,181
ENSG00000128951.13,chr15,48331405,48331479,TSS,True,182,204
ENSG00000128951.13,chr15,48331409,48331795,TSS,True,52,204
ENSG00000137818.11,chr15,69452816,69453020,TSS,False,201,1164
ENSG00000137818.11,chr15,69452818,69455287,TSS,True,978,1164
ENSG00000174171.5,chr15,41895336,41895579,IR,False,25,105
ENSG00000174171.5,chr15,41892735,41893078,TSS,True,102,123
ENSG00000174171.5,chr15,41892750,41895336,TSS,True,108,123
ENSG00000174171.5,chr15,41895579,41895963,PAS,True,93,118
ENSG00000166887.15,chr15,42208080,42208335,TSS,True,32,113
ENSG00000140374.15,chr15,76292700,76311349,ES,False,54,419
ENSG00000182253.14,chr15,99105076,99106009,TSS,True,138,189
ENSG00000182253.14,chr15,99129440,99131813,TSS,True,105,152
ENSG00000186628.12,chr15,82769030,82772072,ES,False,44,120
ENSG00000186628.12,chr15,82787468,82805965,ES,False,86,122
ENSG00000186628.12,chr15,82756419,82759600,PAS,True,16,143
ENSG00000186628.12,chr15,82805965,82806133,TSS,True,30,154
ENSG00000156642.16,chr15,73633124,73633464,TSS,True,16,132
ENSG00000255529.8,chr15,57706628,57706955,TSS,True,17,108
ENSG00000205363.5,chr15,73739798,73740642,PAS,True,20,117
ENSG00000205363.5,chr15,73752109,73753383,TSS,True,41,149
ENSG00000137878.17,chr15,57591887,57592109,TSS,True,12,106
ENSG00000137878.17,chr15,57684401,57685364,PAS,True,56,106
ENSG00000136378.14,chr15,78759200,78759578,PAS,False,44,206
ENSG00000136378.14,chr15,78765644,78767054,TSS,True,122,170
ENSG00000136378.14,chr15,78767378,78767590,TSS,True,134,172
ENSG00000136378.14,chr15,78811120,78811522,TSS,True,164,206
ENSG00000166831.8,chr15,64775232,64775620,TSS,False,376,530
ENSG00000166831.8,chr15,64750342,64750464,TSS,True,460,530
ENSG00000166831.8,chr15,64748418,64748556,TSS,True,442,530
ENSG00000137815.14,chr15,41417090,41417313,TSS,True,30,181
ENSG00000137815.14,chr15,41452900,41452942,PAS,True,121,154
ENSG00000137815.14,chr15,41464770,41464861,PAS,True,71,158
ENSG00000137815.14,chr15,41480580,41482981,PAS,False,125,161
ENSG00000035664.11,chr15,63912197,63925940,ES,True,56,279
ENSG00000035664.11,chr15,63907031,63908600,PAS,True,75,298
ENSG00000035664.11,chr15,63907923,63911216,PAS,True,262,295
ENSG00000035664.11,chr15,64046297,64046561,TSS,True,44,314
ENSG00000140416.20,chr15,63042943,63056984,ME,False,6200,7045
ENSG00000140416.20,chr15,63042137,63042943,TSS,True,1585,8651
ENSG00000170776.21,chr15,85380473,85380798,TSS,True,117,177
ENSG00000170776.21,chr15,85578991,85582107,TSS,True,136,164
ENSG00000170776.21,chr15,85684740,85686620,PAS,True,30,115
ENSG00000140403.12,chr15,78264470,78264895,TSS,True,40,250
ENSG00000103994.17,chr15,42448705,42466052,ES,False,25,131
ENSG00000103994.17,chr15,42446589,42446658,PAS,False,182,526
ENSG00000103994.17,chr15,42449664,42451954,PAS,False,399,484
ENSG00000103994.17,chr15,42490979,42491144,TSS,True,572,728
ENSG00000103994.17,chr15,42456957,42457532,TSS,True,417,721
ENSG00000128923.10,chr15,58851965,58854484,3AS,False,33,112
ENSG00000128923.10,chr15,58854481,58859813,PAS,True,35,114
ENSG00000128923.10,chr15,58854484,58860267,PAS,True,81,114
ENSG00000128928.8,chr15,40405758,40405971,TSS,False,19,162
ENSG00000128928.8,chr15,40418129,40421308,PAS,True,18,154
ENSG00000137845.14,chr15,58749479,58749821,TSS,True,11,104
ENSG00000166411.13,chr15,78149300,78149430,TSS,True,85,799
ENSG00000166963.12,chr15,43510950,43511226,TSS,False,113,138
ENSG00000166963.12,chr15,43517606,43517700,TSS,False,88,138
ENSG00000166963.12,chr15,43530068,43531614,PAS,False,98,124
ENSG00000103653.16,chr15,74782049,74782720,TSS,True,57,137
ENSG00000103653.16,chr15,74798792,74799491,TSS,True,112,137
ENSG00000086666.18,chr15,80059654,80059809,TSS,True,46,131
ENSG00000086666.18,chr15,80072548,80072647,TSS,True,114,131
ENSG00000103710.10,chr15,65059418,65067732,ES,False,124,515
ENSG00000159251.7,chr15,34795505,34795733,TSS,False,2928,10262
ENSG00000159251.7,chr15,34794679,34795489,TSS,True,8751,10262
ENSG00000128739.22,chr15,24886589,24920010,ES,False,111,133
ENSG00000128739.22,chr15,24920124,24962113,ES,False,78,138
ENSG00000128739.22,chr15,24954852,24955062,TSS,True,179,618
ENSG00000128739.22,chr15,24856512,24856716,TSS,True,491,621
ENSG00000140497.16,chr15,74873198,74873392,TSS,True,25,112
ENSG00000140506.16,chr15,74812704,74812863,TSS,True,56,108
ENSG00000140506.16,chr15,74812713,74813029,TSS,True,69,108
ENSG00000140506.16,chr15,74825475,74826254,PAS,False,61,108
ENSG00000140506.16,chr15,74825472,74825758,PAS,True,63,108
ENSG00000176463.13,chr15,91853099,91854088,TSS,True,37,191
ENSG00000176463.13,chr15,92171779,92172436,PAS,True,138,195
ENSG00000176463.13,chr15,92162755,92165907,PAS,True,73,183
ENSG00000138629.15,chr15,74458896,74461107,5AS,False,89,126
ENSG00000138629.15,chr15,74458896,74461157,5AS,True,16,104
ENSG00000138629.15,chr15,74461036,74461177,TSS,False,131,158
ENSG00000138629.15,chr15,74461107,74461179,TSS,True,68,158
ENSG00000138629.15,chr15,74461157,74461185,TSS,True,141,158
ENSG00000103966.10,chr15,41972258,41972597,TSS,True,97,235
ENSG00000103966.10,chr15,41919209,41919714,TSS,True,184,235
ENSG00000140474.13,chr15,74840316,74840497,IR,False,139,179
ENSG00000140474.13,chr15,74842420,74843003,ES,False,116,131
ENSG00000140474.13,chr15,74843003,74843454,TSS,True,66,204
ENSG00000140474.13,chr15,74842074,74843156,TSS,True,170,204
ENSG00000134153.9,chr15,34101603,34101912,TSS,True,22,157
ENSG00000140350.15,chr15,68820697,68820924,TSS,True,31,187
ENSG00000157823.16,chr15,89893880,89894340,TSS,True,15,149
ENSG00000140400.16,chr15,75356380,75356605,3AS,False,22,130
ENSG00000140400.16,chr15,75358618,75358703,IR,False,91,118
ENSG00000140400.16,chr15,75359153,75359327,IR,False,99,111
ENSG00000140400.16,chr15,75368482,75368783,TSS,False,59,137
ENSG00000114062.19,chr15,25405502,25409087,ES,False,67,104
ENSG00000114062.19,chr15,25405502,25438488,ES,False,97,209
ENSG00000182054.9,chr15,90102275,90102512,TSS,True,79,782
ENSG00000136425.13,chr15,78131164,78131547,TSS,True,27,153
ENSG00000136425.13,chr15,78109234,78109328,TSS,True,130,153
ENSG00000182774.12,chr15,82540425,82540460,TSS,True,49,208
ENSG00000182774.12,chr15,82539980,82540445,TSS,True,183,208
ENSG00000182774.12,chr15,82538879,82540133,TSS,True,184,208
ENSG00000179010.14,chr4,6640708,6640827,IR,False,52,268
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,228,280
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,64,280
ENSG00000109390.11,chr4,139300601,139302521,TSS,True,255,336
ENSG00000109390.11,chr4,139295731,139295834,TSS,False,101,336
ENSG00000226950.6,chr4,52712433,52712527,TSS,True,95,202
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,56,126
ENSG00000109180.14,chr4,48831092,48831496,TSS,True,98,126
ENSG00000151726.13,chr4,184825915,184826101,TSS,True,107,255
ENSG00000151726.13,chr4,184805526,184805712,TSS,False,224,255
ENSG00000152795.17,chr4,82424883,82426036,IR,False,104,153
ENSG00000152795.17,chr4,82422746,82424883,PAS,True,51,165
ENSG00000152795.17,chr4,82423203,82426129,PAS,True,108,155
ENSG00000064042.17,chr4,41685830,41689526,ES,False,63,173
ENSG00000064042.17,chr4,41687917,41689526,5AS,True,83,111
ENSG00000064042.17,chr4,41360561,41360936,TSS,True,144,254
ENSG00000064042.17,chr4,41650464,41650608,TSS,True,169,188
ENSG00000064042.17,chr4,41538063,41538350,TSS,True,167,254
ENSG00000064042.17,chr4,41697159,41700044,PAS,True,76,250
ENSG00000064042.17,chr4,41646122,41646276,PAS,True,158,214
ENSG00000071127.16,chr4,10116650,10116986,TSS,True,127,589
ENSG00000109501.13,chr4,6269831,6270014,TSS,True,62,148
ENSG00000138678.10,chr4,83536001,83536206,TSS,True,85,112
ENSG00000138678.10,chr4,83536057,83536763,TSS,True,33,111
ENSG00000164024.11,chr4,98995550,98995867,TSS,True,11,104
ENSG00000173011.11,chr4,7043235,7043849,TSS,True,37,123
ENSG00000059691.11,chr4,151760806,151761013,TSS,True,68,161
ENSG00000059691.11,chr4,151686907,151687335,TSS,False,123,159
ENSG00000059691.11,chr4,151716008,151716224,TSS,True,137,161
ENSG00000087274.16,chr4,2843837,2844024,TSS,True,161,225
ENSG00000123739.10,chr4,109729601,109730101,TSS,True,13,100
ENSG00000152583.12,chr4,87472765,87473803,PAS,True,60,463
ENSG00000152583.12,chr4,87493625,87494598,PAS,True,369,423
ENSG00000152583.12,chr4,87529044,87529466,TSS,True,55,463
ENSG00000065882.15,chr4,37890618,37891348,TSS,True,85,119
ENSG00000065882.15,chr4,37977291,37977529,TSS,False,68,114
ENSG00000065882.15,chr4,38014506,38014973,TSS,False,97,114
ENSG00000065882.15,chr4,38137134,38141584,PAS,True,24,116
ENSG00000109610.5,chr4,24800528,24800618,IR,True,14,122
ENSG00000109610.5,chr4,24799505,24800842,PAS,True,13,113
ENSG00000109610.5,chr4,24800618,24800842,PAS,True,108,122
ENSG00000237125.9,chr4,173526979,173528839,TSS,True,95,106
ENSG00000237125.9,chr4,173530352,173530539,TSS,True,73,106
ENSG00000237125.9,chr4,173530425,173531078,TSS,False,88,106
ENSG00000196616.13,chr4,99321313,99321443,TSS,True,55,393
ENSG00000164116.16,chr4,155666696,155666965,TSS,False,97,113
ENSG00000164116.16,chr4,155667596,155667932,TSS,False,64,113
ENSG00000145349.16,chr4,113454515,113457334,ES,False,31,289
ENSG00000145349.16,chr4,113500511,113509637,ME,False,149,274
ENSG00000145349.16,chr4,113509672,113513327,3AS,False,172,321
ENSG00000145349.16,chr4,113451031,113454515,PAS,True,42,338
ENSG00000109686.17,chr4,151119740,151122207,PAS,True,17,108
ENSG00000109686.17,chr4,151325240,151325870,TSS,False,47,116
ENSG00000109686.17,chr4,151174669,151175605,TSS,True,95,108
ENSG00000129116.18,chr4,168894677,168898492,ES,False,253,1113
ENSG00000129116.18,chr4,168925078,168926212,ES,False,315,1088
ENSG00000129116.18,chr4,168831990,168832171,TSS,True,612,1295
ENSG00000129116.18,chr4,168877717,168878394,TSS,True,864,1291
ENSG00000129116.18,chr4,168926212,168928475,PAS,True,175,1263
ENSG00000138821.12,chr4,102344443,102345482,TSS,True,90,338
ENSG00000138821.12,chr4,102345344,102345511,TSS,True,261,338
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,141,520
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,437,520
ENSG00000163110.14,chr4,94586444,94618003,ES,False,32,211
ENSG00000163110.14,chr4,94451851,94451995,TSS,True,118,535
ENSG00000163110.14,chr4,94663977,94668223,PAS,True,260,486
ENSG00000163110.14,chr4,94586988,94588564,PAS,True,244,468
ENSG00000145244.11,chr4,47678054,47683730,ES,False,37,251
ENSG00000145244.11,chr4,47593998,47595903,PAS,True,163,303
ENSG00000145244.11,chr4,47642687,47643256,PAS,True,195,282
ENSG00000145244.11,chr4,47661284,47661856,PAS,True,233,279
ENSG00000145244.11,chr4,47837886,47838223,TSS,True,79,306
ENSG00000134851.12,chr4,55425375,55426176,PAS,True,20,171
ENSG00000168924.14,chr4,1855868,1857109,TSS,True,39,108
ENSG00000170801.9,chr4,8269723,8270353,TSS,True,76,341
ENSG00000170801.9,chr4,8295694,8296517,PAS,False,229,289
ENSG00000170801.9,chr4,8305970,8307102,PAS,False,69,290
ENSG00000109332.19,chr4,102797460,102799406,ES,False,398,449
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,239,461
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,328,461
ENSG00000109332.19,chr4,102827591,102827920,TSS,True,407,461
ENSG00000154553.14,chr4,185506652,185523361,ME,False,170,191
ENSG00000154553.14,chr4,185535341,185535526,TSS,True,51,255
ENSG00000168884.14,chr4,2756013,2756396,TSS,False,12,117
ENSG00000109171.14,chr4,48383784,48420124,ES,False,18,111
ENSG00000109171.14,chr4,48341419,48342128,TSS,False,26,137
ENSG00000151729.10,chr4,185145250,185146813,IR,True,13,124
ENSG00000151729.10,chr4,185145899,185146554,IR,True,184,305
ENSG00000138768.14,chr4,75793901,75799621,ES,False,88,115
ENSG00000138768.14,chr4,75813205,75814287,PAS,True,39,125
ENSG00000138768.14,chr4,75801078,75801179,PAS,True,87,122
ENSG00000205678.7,chr4,64277688,64280199,PAS,True,46,385
ENSG00000205678.7,chr4,64409117,64409569,TSS,True,92,405
ENSG00000205678.7,chr4,64500380,64500471,TSS,True,364,405
ENSG00000138757.14,chr4,75648741,75655065,ES,False,88,121
ENSG00000138757.14,chr4,75673207,75673440,TSS,True,39,134
ENSG00000175920.17,chr4,3463429,3463505,IR,True,125,140
ENSG00000175920.17,chr4,3476531,3485538,5AS,False,32,145
ENSG00000175920.17,chr4,3461743,3463429,TSS,False,53,179
ENSG00000169116.11,chr4,74933027,74933370,TSS,True,81,233
ENSG00000168936.10,chr4,1720632,1721320,TSS,True,168,521
ENSG00000168936.10,chr4,1718151,1718605,TSS,False,454,521
ENSG00000123933.16,chr4,2261916,2262128,TSS,True,43,210
ENSG00000118816.9,chr4,77075471,77076021,TSS,True,44,437
ENSG00000164107.8,chr4,173528734,173529199,TSS,True,46,243
ENSG00000178988.10,chr4,6708643,6709230,5AS,True,110,127
ENSG00000178988.10,chr4,6708643,6709230,IR,True,110,142
ENSG00000178988.10,chr4,6707700,6708643,PAS,False,32,160
ENSG00000178988.10,chr4,6709230,6709883,TSS,True,50,160
ENSG00000178988.10,chr4,6709225,6709883,TSS,True,143,160
ENSG00000138668.18,chr4,82355401,82356795,ES,False,170,319
ENSG00000138668.18,chr4,82359639,82373445,ES,False,64,324
ENSG00000138663.8,chr4,83068522,83075296,ES,False,168,189
ENSG00000138674.16,chr4,82817500,82819253,PAS,True,42,103
ENSG00000138674.16,chr4,82891087,82891255,TSS,False,21,103
ENSG00000163644.14,chr4,88261026,88262726,PAS,True,22,163
ENSG00000163644.14,chr4,88284405,88284759,TSS,True,27,179
ENSG00000151617.16,chr4,147481376,147519850,ES,False,34,126
ENSG00000132463.13,chr4,70839470,70839959,TSS,False,69,261
ENSG00000132463.13,chr4,70839176,70839357,TSS,True,227,261
ENSG00000153132.12,chr4,140387260,140389304,PAS,False,57,265
ENSG00000153132.12,chr4,140392218,140392378,PAS,True,223,265
ENSG00000153132.12,chr4,140427536,140427854,TSS,True,27,269
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,25,123
ENSG00000145362.17,chr4,113369513,113369805,TSS,True,124,152
ENSG00000159692.15,chr4,1212423,1212912,3AS,False,333,483
ENSG00000159692.15,chr4,1238337,1248915,ES,False,79,384
ENSG00000159692.15,chr4,1211432,1212426,PAS,True,337,487
ENSG00000159692.15,chr4,1211429,1212423,PAS,True,155,487
ENSG00000159692.15,chr4,1248915,1249467,TSS,True,122,508
ENSG00000154556.18,chr4,185630583,185638876,3AS,False,29,260
ENSG00000154556.18,chr4,185635411,185646667,ME,False,120,140
ENSG00000154556.18,chr4,185635411,185646667,ME,False,120,140
ENSG00000154556.18,chr4,185635411,185638876,ES,True,162,230
ENSG00000154556.18,chr4,185635411,185646667,ES,False,48,245
ENSG00000154556.18,chr4,185662242,185676996,ES,True,88,119
ENSG00000154556.18,chr4,185662242,185678422,ES,False,135,260
ENSG00000154556.18,chr4,185678478,185678795,3AS,False,139,260
ENSG00000154556.18,chr4,185678822,185775226,ES,False,149,221
ENSG00000154556.18,chr4,185678822,185775230,5AS,True,33,254
ENSG00000154556.18,chr4,185585444,185587688,PAS,True,87,699
ENSG00000154556.18,chr4,185589678,185589785,TSS,True,388,633
ENSG00000154556.18,chr4,185811663,185812516,TSS,True,475,720
ENSG00000173801.16,chr17,41755432,41755729,IR,False,267,410
ENSG00000173801.16,chr17,41754603,41755432,PAS,False,154,426
ENSG00000173801.16,chr17,41754606,41755895,PAS,True,282,425
ENSG00000173801.16,chr17,41786587,41786737,TSS,True,390,472
ENSG00000173801.16,chr17,41769417,41769683,TSS,True,210,472
ENSG00000161970.14,chr17,8383156,8383197,TSS,False,29,275
ENSG00000141027.20,chr17,16126206,16137310,3AS,False,87,148
ENSG00000141027.20,chr17,16149517,16151945,ES,False,97,155
ENSG00000141027.20,chr17,16194639,16215361,ES,False,110,154
ENSG00000141027.20,chr17,16126116,16126206,PAS,False,73,159
ENSG00000141027.20,chr17,16126101,16126209,PAS,True,98,159
ENSG00000141027.20,chr17,16215361,16215591,TSS,True,22,177
ENSG00000196704.11,chr17,68248086,68248639,IR,False,17,160
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,61,204
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,181,204
ENSG00000169718.17,chr17,82058408,82058780,3AS,False,42,237
ENSG00000169718.17,chr17,82058408,82058780,IR,False,42,101
ENSG00000169718.17,chr17,82058416,82058780,IR,False,192,251
ENSG00000188554.13,chr17,43171179,43171302,TSS,True,63,129
