gene,chr,start,end,splice_type,novel,PC-3_ENCFF044LIA_in_cov,PC-3_ENCFF044LIA_total_cov
ENSG00000065548.17,chr2,186504031,186504212,PAS,True,79,106
ENSG00000065548.17,chr2,186508542,186513371,PAS,True,34,111
ENSG00000068912.13,chr2,53801842,53809213,ES,False,45,239
ENSG00000068912.13,chr2,53786426,53787372,TSS,True,41,294
ENSG00000144224.16,chr2,135741618,135742011,TSS,True,23,206
ENSG00000144224.16,chr2,135769768,135769823,PAS,True,148,195
ENSG00000144224.16,chr2,135782748,135785068,PAS,False,117,198
ENSG00000144224.16,chr2,135761817,135761911,PAS,True,158,193
ENSG00000144224.16,chr2,135770570,135770636,PAS,True,167,195
ENSG00000172428.10,chr2,240133932,240134002,TSS,True,108,122
ENSG00000172428.10,chr2,240136221,240136305,TSS,True,98,122
ENSG00000163166.14,chr2,127526174,127527112,TSS,True,35,110
ENSG00000158435.7,chr2,101269136,101269215,IR,True,88,105
ENSG00000158435.7,chr2,101269215,101270316,PAS,False,18,106
ENSG00000158435.7,chr2,101269039,101270553,PAS,True,89,106
ENSG00000143947.13,chr2,55232655,55232708,TSS,True,164,935
ENSG00000143947.13,chr2,55232687,55232872,TSS,True,799,935
ENSG00000239305.6,chr2,86622660,86623854,TSS,True,29,175
ENSG00000125629.14,chr2,118088460,118088541,TSS,True,19,117
ENSG00000163798.13,chr2,27685036,27687419,PAS,True,84,128
ENSG00000163798.13,chr2,27694633,27694976,PAS,True,58,129
ENSG00000034510.5,chr2,84905651,84905718,TSS,False,229,1571
ENSG00000034510.5,chr2,84905817,84906117,TSS,True,1379,1571
ENSG00000151694.13,chr2,9526244,9527785,3AS,False,127,143
ENSG00000151694.13,chr2,9488455,9490518,PAS,True,20,163
ENSG00000151694.13,chr2,9555508,9556317,TSS,True,23,165
ENSG00000136718.9,chr2,130342935,130343085,5AS,False,100,141
ENSG00000136718.9,chr2,130342935,130343085,IR,False,100,135
ENSG00000136718.9,chr2,130341741,130342935,TSS,True,98,198
ENSG00000136718.9,chr2,130342881,130342962,TSS,True,157,198
ENSG00000136718.9,chr2,130342217,130343194,TSS,True,163,198
ENSG00000115128.6,chr2,24076199,24076759,TSS,True,31,115
ENSG00000115128.6,chr2,24068320,24068455,TSS,True,96,115
ENSG00000134308.13,chr2,9630940,9631046,TSS,False,176,619
ENSG00000134308.13,chr2,9630158,9630765,TSS,True,499,619
ENSG00000135919.12,chr2,223980397,223982680,3AS,False,131,160
ENSG00000135919.12,chr2,224039098,224039596,TSS,True,41,176
ENSG00000135919.12,chr2,224001641,224001922,TSS,True,157,176
ENSG00000123989.13,chr2,219541615,219542037,TSS,True,322,486
ENSG00000123989.13,chr2,219543224,219543902,TSS,True,279,486
ENSG00000136709.11,chr2,127721848,127721988,PAS,True,91,108
ENSG00000136709.11,chr2,127811011,127811234,TSS,True,59,125
ENSG00000138071.13,chr2,65227761,65227957,TSS,True,35,204
ENSG00000173272.15,chr2,131469722,131470343,PAS,True,60,130
ENSG00000173272.15,chr2,131492206,131492417,TSS,True,59,131
ENSG00000173272.15,chr2,131491875,131492418,TSS,False,111,131
ENSG00000091409.14,chr2,172498100,172504090,ES,False,171,572
ENSG00000091409.14,chr2,172427578,172427970,TSS,True,213,747
ENSG00000091409.14,chr2,172504090,172506456,PAS,True,84,656
ENSG00000168883.19,chr2,85616456,85619219,5AS,False,13,118
ENSG00000168883.19,chr2,85648853,85649016,IR,False,24,160
ENSG00000168883.19,chr2,85602717,85603081,TSS,False,140,174
ENSG00000168883.19,chr2,85616102,85616463,TSS,True,64,169
ENSG00000168883.19,chr2,85648760,85649284,PAS,True,34,170
ENSG00000168883.19,chr2,85649016,85649284,PAS,True,150,174
ENSG00000138085.16,chr2,27212467,27213176,5AS,False,150,195
ENSG00000138085.16,chr2,27212015,27212467,TSS,False,64,214
ENSG00000138085.16,chr2,27212343,27212607,TSS,True,169,214
ENSG00000180398.12,chr2,46915722,46915821,TSS,True,88,358
ENSG00000153827.13,chr2,229793130,229795178,3AS,True,13,102
ENSG00000153827.13,chr2,229763834,229767750,PAS,True,12,119
ENSG00000153827.13,chr2,229921879,229922235,TSS,True,72,123
ENSG00000153827.13,chr2,229921563,229921805,TSS,False,102,123
ENSG00000138095.18,chr2,43995798,43996233,TSS,False,55,349
ENSG00000136536.14,chr2,159712606,159729008,5AS,False,90,239
ENSG00000136536.14,chr2,159712661,159729008,ES,False,130,148
ENSG00000136536.14,chr2,159762993,159767283,ES,False,33,244
ENSG00000136536.14,chr2,159712209,159712661,TSS,True,109,260
ENSG00000136536.14,chr2,159712174,159712606,TSS,True,159,260
ENSG00000144591.18,chr2,219505555,219505714,IR,False,112,126
ENSG00000144591.18,chr2,219498826,219498938,TSS,False,63,149
ENSG00000144591.18,chr2,219498888,219499254,TSS,True,124,149
ENSG00000115211.15,chr2,27367201,27367456,IR,False,120,139
ENSG00000115211.15,chr2,27369209,27369413,3AS,False,45,140
ENSG00000115211.15,chr2,27370283,27370443,TSS,True,31,159
ENSG00000115306.15,chr2,54557959,54558887,TSS,False,202,325
ENSG00000115306.15,chr2,54655913,54657521,PAS,True,187,254
ENSG00000115306.15,chr2,54668350,54669683,PAS,True,134,278
ENSG00000075292.18,chr2,71331712,71331875,TSS,True,71,111
ENSG00000075292.18,chr2,71331671,71331865,TSS,True,73,111
ENSG00000075292.18,chr2,71426459,71427570,PAS,False,96,107
ENSG00000075292.18,chr2,71434741,71435062,PAS,True,69,109
ENSG00000075292.18,chr2,71369882,71370891,PAS,True,86,100
ENSG00000275052.4,chr2,55577356,55579678,ES,False,50,132
ENSG00000275052.4,chr2,55588956,55603977,ES,True,14,137
ENSG00000275052.4,chr2,55547291,55550006,PAS,True,52,167
ENSG00000275052.4,chr2,55564313,55564497,PAS,True,148,165
ENSG00000275052.4,chr2,55617143,55617815,TSS,True,20,173
ENSG00000162981.13,chr2,14632685,14632937,TSS,True,131,182
ENSG00000186522.14,chr2,109544324,109546049,IR,True,107,122
ENSG00000186522.14,chr2,109542759,109544324,PAS,True,24,133
ENSG00000186522.14,chr2,109542796,109546237,PAS,True,112,127
ENSG00000186522.14,chr2,109613797,109614196,TSS,True,14,133
ENSG00000115486.11,chr2,85561385,85561810,TSS,True,56,117
ENSG00000115486.11,chr2,85553231,85553473,TSS,True,95,109
ENSG00000115486.11,chr2,85554142,85554725,TSS,True,93,109
ENSG00000115486.11,chr2,85558916,85559042,TSS,True,105,117
ENSG00000213639.9,chr2,28751515,28751820,TSS,False,687,788
ENSG00000213639.9,chr2,28751796,28752176,TSS,True,130,788
ENSG00000159399.9,chr2,74834078,74834643,TSS,False,112,184
ENSG00000119888.10,chr2,47369142,47369581,TSS,False,15,145
ENSG00000116001.15,chr2,70214491,70215370,3AS,False,14,100
ENSG00000116001.15,chr2,70216499,70216885,5AS,False,84,101
ENSG00000116001.15,chr2,70248404,70248770,TSS,True,29,127
ENSG00000142327.12,chr2,240568234,240569114,TSS,True,87,162
ENSG00000116044.15,chr2,177264531,177264777,TSS,True,38,184
ENSG00000116044.15,chr2,177263402,177264324,TSS,True,162,184
ENSG00000049323.15,chr2,33252844,33257442,3AS,False,44,100
ENSG00000049323.15,chr2,33134499,33134960,TSS,True,71,143
ENSG00000049323.15,chr2,33360596,33360637,PAS,True,76,130
ENSG00000049323.15,chr2,33398363,33399509,PAS,True,60,142
ENSG00000154518.9,chr2,175181655,175181711,TSS,False,61,188
ENSG00000154518.9,chr2,175181354,175181661,TSS,True,158,188
ENSG00000144063.3,chr2,110115687,110115852,TSS,True,38,199
ENSG00000115602.16,chr2,102336904,102337337,TSS,True,19,115
ENSG00000163811.11,chr2,28894615,28894923,TSS,False,28,192
ENSG00000152518.7,chr2,43226264,43226606,TSS,False,183,358
ENSG00000144567.10,chr2,219182308,219182413,IR,False,26,127
ENSG00000144567.10,chr2,219178219,219178633,TSS,True,173,290
ENSG00000144567.10,chr2,219182012,219185484,PAS,True,25,126
ENSG00000144567.10,chr2,219182413,219183723,PAS,True,107,129
ENSG00000174501.14,chr2,95893555,95893605,PAS,True,99,112
ENSG00000174501.14,chr2,95904783,95904833,PAS,True,90,102
ENSG00000174501.14,chr2,95916002,95916052,PAS,True,82,100
ENSG00000174501.14,chr2,95986750,95986926,TSS,True,99,114
ENSG00000174501.14,chr2,95991511,95992921,TSS,True,36,114
ENSG00000115641.18,chr2,105386540,105398841,ES,False,82,148
ENSG00000115641.18,chr2,105386540,105398969,5AS,False,36,184
ENSG00000115641.18,chr2,105398969,105399080,TSS,True,193,263
ENSG00000115641.18,chr2,105398841,105399078,TSS,True,115,263
ENSG00000079785.14,chr2,15630775,15631111,PAS,True,29,193
ENSG00000079785.14,chr2,15597374,15597447,PAS,True,158,183
ENSG00000042493.15,chr2,85410316,85410405,TSS,True,20,177
ENSG00000168393.12,chr2,241686653,241686841,TSS,True,50,119
ENSG00000168393.12,chr2,241678451,241678516,TSS,True,74,115
ENSG00000042445.13,chr2,85350779,85351350,TSS,True,113,127
ENSG00000042445.13,chr2,85354335,85354670,TSS,True,90,127
ENSG00000144579.7,chr2,218400004,218400157,TSS,True,134,163
ENSG00000071051.13,chr2,105855289,105892981,ES,False,21,201
ENSG00000071051.13,chr2,105744804,105745138,TSS,True,76,274
ENSG00000018510.14,chr2,177392739,177393049,TSS,True,21,127
ENSG00000198612.10,chr2,237085338,237086042,TSS,True,30,145
ENSG00000115295.19,chr2,29115182,29115665,TSS,False,57,183
ENSG00000115295.19,chr2,29181571,29183952,PAS,True,50,178
ENSG00000115295.19,chr2,29174372,29174713,PAS,True,146,176
ENSG00000163235.15,chr2,70553727,70554220,TSS,True,31,100
ENSG00000115414.18,chr2,215372015,215372108,IR,False,458,585
ENSG00000115414.18,chr2,215372300,215373321,3AS,False,74,574
ENSG00000115414.18,chr2,215379317,215382211,ES,False,155,430
ENSG00000115414.18,chr2,215359471,215361626,PAS,True,85,710
ENSG00000115414.18,chr2,215407134,215407321,PAS,True,153,178
ENSG00000115414.18,chr2,215412760,215414958,PAS,True,129,156
ENSG00000115414.18,chr2,215394527,215394723,TSS,True,532,649
ENSG00000115414.18,chr2,215435654,215436121,TSS,True,599,718
ENSG00000115414.18,chr2,215384019,215385311,TSS,False,547,647
ENSG00000143727.15,chr2,271939,275139,ME,False,54,199
ENSG00000144118.13,chr2,120252980,120278617,3AS,False,101,159
ENSG00000115207.13,chr2,27356738,27357413,TSS,True,71,112
ENSG00000115207.13,chr2,27343307,27344536,TSS,True,95,112
ENSG00000130508.10,chr2,1648171,1649673,TSS,True,214,470
ENSG00000130508.10,chr2,1744255,1744568,TSS,True,424,475
ENSG00000115415.18,chr2,190968991,190970717,PAS,True,262,1026
ENSG00000115415.18,chr2,190975533,190975887,PAS,True,783,1022
ENSG00000115415.18,chr2,191014017,191014232,TSS,True,211,1032
ENSG00000163466.15,chr2,218217132,218217254,TSS,False,102,640
ENSG00000134318.13,chr2,11179761,11183440,PAS,True,161,206
ENSG00000134318.13,chr2,11214357,11214463,PAS,True,170,198
ENSG00000134318.13,chr2,11215369,11215412,PAS,False,162,197
ENSG00000134318.13,chr2,11218964,11219026,PAS,True,140,195
ENSG00000134318.13,chr2,11343995,11345317,TSS,True,64,239
ENSG00000134321.11,chr2,6877554,6878146,TSS,True,21,162
ENSG00000138398.15,chr2,169584331,169584490,TSS,True,69,110
ENSG00000138398.15,chr2,169584566,169584899,TSS,True,88,110
ENSG00000138398.15,chr2,169614680,169614724,TSS,True,96,109
ENSG00000115902.10,chr2,64989358,64990170,TSS,False,24,205
ENSG00000197635.9,chr2,162047498,162073398,3AS,False,47,283
ENSG00000197635.9,chr2,162073975,162074391,TSS,True,64,335
ENSG00000115541.10,chr2,197500010,197500439,TSS,False,96,339
ENSG00000115541.10,chr2,197500398,197503128,TSS,True,284,338
ENSG00000173692.12,chr2,231165199,231165289,PAS,True,73,223
ENSG00000173692.12,chr2,231172534,231172827,PAS,True,186,230
ENSG00000173692.12,chr2,231163634,231163729,PAS,False,199,223
ENSG00000114999.7,chr2,112482501,112494142,ES,True,15,104
ENSG00000114999.7,chr2,112482067,112482501,TSS,True,81,185
ENSG00000119777.19,chr2,27032901,27033166,TSS,True,268,346
ENSG00000127838.13,chr2,218270518,218270602,TSS,False,25,135
ENSG00000119844.15,chr2,64579546,64585421,ES,False,123,146
ENSG00000119844.15,chr2,64585545,64591887,3AS,False,52,158
ENSG00000119844.15,chr2,64591884,64593005,PAS,True,57,163
ENSG00000119844.15,chr2,64591887,64593009,PAS,True,111,163
ENSG00000138061.11,chr2,38075779,38077230,TSS,True,16,112
ENSG00000168958.19,chr2,227325230,227325427,TSS,True,25,107
ENSG00000168958.19,chr2,227356985,227357835,PAS,True,12,106
ENSG00000135956.8,chr2,96265868,96266028,TSS,False,104,165
ENSG00000115170.13,chr2,157875795,157876342,TSS,True,64,129
ENSG00000171863.14,chr2,3575256,3575350,TSS,True,49,291
ENSG00000123992.19,chr2,219386948,219387069,3AS,False,60,221
ENSG00000123992.19,chr2,219387163,219387758,5AS,False,188,218
ENSG00000123992.19,chr2,219387758,219387957,TSS,True,80,268
ENSG00000123992.19,chr2,219387575,219387934,TSS,True,237,268
ENSG00000197756.9,chr2,216498814,216498877,TSS,True,648,925
ENSG00000197756.9,chr2,216499948,216500031,TSS,True,377,924
ENSG00000115884.10,chr2,20203812,20204195,TSS,True,1367,1663
ENSG00000115884.10,chr2,20224801,20225140,TSS,True,832,1663
ENSG00000104231.10,chr8,81715114,81718181,ES,False,79,220
ENSG00000104231.10,chr8,81732198,81732893,TSS,True,102,249
ENSG00000104231.10,chr8,81721226,81721319,TSS,False,175,245
ENSG00000136986.9,chr8,123041969,123042353,TSS,True,109,438
ENSG00000184428.12,chr8,143309543,143310067,IR,True,166,190
ENSG00000184428.12,chr8,143309194,143309543,PAS,True,30,192
ENSG00000184428.12,chr8,143309355,143310217,PAS,True,164,188
ENSG00000184428.12,chr8,143334739,143334915,TSS,True,68,223
ENSG00000179526.16,chr8,144099199,144099276,IR,True,31,102
ENSG00000179526.16,chr8,144099205,144099276,IR,True,310,381
ENSG00000179526.16,chr8,144098629,144098788,PAS,False,68,497
ENSG00000179526.16,chr8,144103552,144104905,TSS,True,149,522
ENSG00000085719.12,chr8,86514412,86514541,TSS,True,58,272
ENSG00000147789.15,chr8,144827609,144837390,ES,True,49,116
ENSG00000147789.15,chr8,144827489,144827609,TSS,False,170,296
ENSG00000147789.15,chr8,144841354,144843690,PAS,True,23,149
ENSG00000164754.14,chr8,116845932,116847691,PAS,True,52,308
ENSG00000164754.14,chr8,116845935,116850767,PAS,True,255,302
ENSG00000164754.14,chr8,116874610,116874896,TSS,False,65,311
ENSG00000131773.13,chr8,135456892,135457954,TSS,False,19,140
ENSG00000008513.15,chr8,133476074,133476277,IR,False,313,522
ENSG00000008513.15,chr8,133571692,133572079,TSS,True,589,1116
ENSG00000008513.15,chr8,133475718,133476600,TSS,True,971,1080
ENSG00000178896.8,chr8,144078620,144078899,TSS,True,56,231
ENSG00000178896.8,chr8,144079947,144080149,TSS,True,179,217
ENSG00000147804.9,chr8,144413236,144413524,TSS,True,85,110
ENSG00000147804.9,chr8,144413512,144413589,TSS,True,44,110
ENSG00000071894.16,chr8,144409288,144410022,TSS,False,328,390
ENSG00000173137.11,chr8,144390746,144390860,3AS,False,25,136
ENSG00000173137.11,chr8,144391711,144391782,IR,False,62,139
ENSG00000173137.11,chr8,144373982,144374107,TSS,True,68,156
ENSG00000173137.11,chr8,144383073,144383230,TSS,True,109,156
ENSG00000147592.8,chr8,70637266,70638629,PAS,False,110,139
ENSG00000147592.8,chr8,70637256,70637903,PAS,True,32,139
ENSG00000147592.8,chr8,70668998,70669215,TSS,True,44,160
ENSG00000147592.8,chr8,70644064,70644151,TSS,True,139,159
ENSG00000133731.9,chr8,81686251,81686354,TSS,True,12,102
ENSG00000175606.10,chr8,73978861,73981154,ES,False,119,141
ENSG00000250571.6,chr8,143267188,143267484,TSS,True,122,177
ENSG00000156467.9,chr8,96235511,96235629,TSS,True,220,382
ENSG00000156467.9,chr8,96231773,96231878,TSS,True,322,382
ENSG00000104312.7,chr8,89758233,89765340,ES,False,121,215
ENSG00000123908.11,chr8,140635484,140635776,TSS,True,231,423
ENSG00000123908.11,chr8,140549113,140549297,TSS,True,356,406
ENSG00000104325.6,chr8,90001363,90001561,TSS,True,24,156
ENSG00000155096.13,chr8,102843747,102858012,ES,False,206,308
ENSG00000155096.13,chr8,102863806,102864170,TSS,True,77,351
ENSG00000155096.13,chr8,102858012,102858150,TSS,True,312,351
ENSG00000104343.19,chr8,73810629,73830380,ES,False,25,183
ENSG00000164941.13,chr8,94823231,94823561,TSS,True,34,251
ENSG00000164941.13,chr8,94880117,94881047,PAS,True,33,248
ENSG00000078668.13,chr8,42402015,42403310,IR,True,86,114
ENSG00000197858.10,chr8,144083500,144083713,IR,False,572,642
ENSG00000197858.10,chr8,144082243,144082804,TSS,True,84,707
ENSG00000187954.12,chr8,144449579,144450770,PAS,True,302,382
ENSG00000187954.12,chr8,144451120,144452570,PAS,True,210,355
ENSG00000187954.12,chr8,144462282,144462876,TSS,True,105,258
ENSG00000187954.12,chr8,144453221,144453982,TSS,True,216,258
ENSG00000147677.10,chr8,116755665,116755843,TSS,True,81,469
ENSG00000198363.17,chr8,61638360,61642887,3AS,False,597,3653
ENSG00000198363.17,chr8,61644632,61651049,ES,False,533,3843
ENSG00000198363.17,chr8,61499796,61503509,PAS,True,3767,4290
ENSG00000198363.17,chr8,61623699,61626280,PAS,True,1077,4201
ENSG00000180900.18,chr8,143791440,143791990,ES,False,53,340
ENSG00000180900.18,chr8,143804825,143804954,5AS,True,24,239
ENSG00000180900.18,chr8,143807013,143808608,ES,False,131,163
ENSG00000180900.18,chr8,143804567,143804825,TSS,True,319,364
ENSG00000180900.18,chr8,143805111,143805975,TSS,True,311,364
ENSG00000180900.18,chr8,143815213,143815816,TSS,False,265,365
ENSG00000158941.16,chr8,22604637,22604842,TSS,True,72,144
ENSG00000158941.16,chr8,22612103,22613136,TSS,True,122,143
ENSG00000169398.19,chr8,140675499,140700890,ES,False,41,314
ENSG00000169398.19,chr8,140864399,140890542,ES,False,88,300
ENSG00000169398.19,chr8,140890769,140925660,5AS,False,121,135
ENSG00000169398.19,chr8,140890769,141001124,ME,False,15,114
ENSG00000169398.19,chr8,140890769,141001124,ME,False,15,114
ENSG00000169398.19,chr8,140890769,141001124,ME,False,15,114
ENSG00000169398.19,chr8,140890769,141001124,ME,False,15,114
ENSG00000169398.19,chr8,140890769,141001124,ES,False,119,244
ENSG00000169398.19,chr8,140658381,140659678,PAS,True,37,365
ENSG00000169398.19,chr8,141001124,141001674,TSS,True,119,369
ENSG00000169398.19,chr8,141000879,141001122,TSS,True,332,369
ENSG00000104368.17,chr8,42207493,42207677,TSS,True,342,837
ENSG00000104368.17,chr8,42187905,42188666,TSS,True,723,831
ENSG00000104327.7,chr8,90082102,90095288,ES,False,270,310
ENSG00000104327.7,chr8,90095288,90095598,TSS,True,37,349
ENSG00000147649.9,chr8,97691188,97706625,ES,False,87,435
ENSG00000147649.9,chr8,97643970,97644887,TSS,True,238,797
ENSG00000147649.9,chr8,97706680,97706750,TSS,True,530,668
ENSG00000147649.9,chr8,97713661,97713735,PAS,True,328,710
ENSG00000147649.9,chr8,97724599,97730251,PAS,True,518,723
ENSG00000147649.9,chr8,97661071,97661158,PAS,True,434,559
ENSG00000123124.13,chr8,86342930,86374029,ES,True,22,183
ENSG00000164930.11,chr8,103298515,103298995,TSS,True,15,149
ENSG00000164930.11,chr8,103331340,103332866,PAS,True,15,148
ENSG00000176623.11,chr8,86470166,86474358,PAS,True,38,119
ENSG00000176623.11,chr8,86508491,86508770,TSS,True,44,139
ENSG00000161016.17,chr8,144792365,144792428,TSS,False,3732,5145
ENSG00000158669.11,chr8,41609955,41610735,IR,True,87,116
ENSG00000158669.11,chr8,41578038,41578278,TSS,True,71,168
ENSG00000158669.11,chr8,41598290,41599304,TSS,True,149,168
ENSG00000182307.13,chr8,145052497,145052585,IR,False,56,113
ENSG00000182307.13,chr8,145052437,145052497,TSS,False,85,142
ENSG00000182307.13,chr8,145052464,145052897,TSS,True,80,125
ENSG00000182307.13,chr8,145054017,145056030,PAS,True,19,129
ENSG00000164823.10,chr8,89902516,89902837,TSS,True,20,109
ENSG00000168077.13,chr8,27633723,27634207,TSS,True,17,128
ENSG00000168077.13,chr8,27670899,27673018,PAS,False,25,120
ENSG00000168077.13,chr8,27676568,27676775,PAS,False,109,128
ENSG00000179832.17,chr8,144260057,144260676,ES,True,17,100
ENSG00000179832.17,chr8,144147960,144148076,TSS,True,122,189
ENSG00000179832.17,chr8,144247565,144247679,TSS,True,119,143
ENSG00000179832.17,chr8,144261654,144262633,PAS,True,58,186
ENSG00000176731.11,chr8,85220305,85220386,TSS,True,27,102
ENSG00000169139.11,chr8,48008406,48008470,TSS,False,40,303
ENSG00000164733.20,chr8,11853479,11868000,ES,False,213,254
ENSG00000164733.20,chr8,11868000,11868173,TSS,True,41,296
ENSG00000104413.16,chr8,94674494,94678202,5AS,False,63,173
ENSG00000104413.16,chr8,94678371,94696851,ES,False,15,121
ENSG00000104413.16,chr8,94678371,94705924,ES,False,23,177
ENSG00000104413.16,chr8,94692827,94705924,ES,False,33,141
ENSG00000104413.16,chr8,94640526,94641450,TSS,True,86,216
ENSG00000104413.16,chr8,94674304,94674506,TSS,True,166,193
ENSG00000104413.16,chr8,94705924,94707466,PAS,True,28,209
ENSG00000104522.15,chr8,143614453,143614623,IR,False,325,429
ENSG00000104522.15,chr8,143617473,143618177,TSS,False,155,492
ENSG00000185122.10,chr8,144291531,144291874,TSS,True,92,427
ENSG00000147669.10,chr8,100150632,100150709,TSS,True,33,172
