gene,chr,start,end,splice_type,novel,GM12878_ENCFF225CCJ_in_cov,GM12878_ENCFF225CCJ_total_cov
ENSG00000064933.17,chr2,189784086,189784593,TSS,True,29,140
ENSG00000064933.17,chr2,189877271,189878394,PAS,True,119,140
ENSG00000064933.17,chr2,189854238,189856058,PAS,True,52,129
ENSG00000064933.17,chr2,189806422,189807054,PAS,False,115,129
ENSG00000213639.9,chr2,28751515,28751820,TSS,False,69,110
ENSG00000213639.9,chr2,28751796,28752176,TSS,True,84,110
ENSG00000124380.10,chr2,69904253,69905927,PAS,True,15,116
ENSG00000116001.15,chr2,70214491,70215370,3AS,False,31,191
ENSG00000116001.15,chr2,70227822,70229263,ES,False,29,205
ENSG00000116001.15,chr2,70209443,70212845,PAS,True,33,226
ENSG00000163811.11,chr2,28946599,28948222,PAS,True,117,390
ENSG00000163811.11,chr2,28929578,28929710,PAS,True,301,385
ENSG00000115042.9,chr2,95402872,95405552,ES,False,68,110
ENSG00000115042.9,chr2,95402690,95402872,TSS,True,13,123
ENSG00000163535.17,chr2,200526091,200526252,TSS,True,33,237
ENSG00000115816.14,chr2,37201566,37201903,PAS,True,218,300
ENSG00000115816.14,chr2,37212334,37212392,PAS,True,242,300
ENSG00000115816.14,chr2,37222425,37222563,PAS,True,265,300
ENSG00000115816.14,chr2,37228821,37229036,PAS,False,250,283
ENSG00000079785.14,chr2,15630775,15631111,PAS,True,140,922
ENSG00000115875.18,chr2,38746747,38748055,IR,True,118,134
ENSG00000115875.18,chr2,38748653,38748897,IR,False,38,217
ENSG00000115875.18,chr2,38748653,38749528,IR,False,1337,1493
ENSG00000115875.18,chr2,38749346,38749528,IR,False,70,272
ENSG00000119004.15,chr2,203239134,203251966,ES,False,16,123
ENSG00000119004.15,chr2,203296757,203299872,PAS,True,15,128
ENSG00000187736.12,chr2,219077364,219078088,5AS,False,104,116
ENSG00000138036.18,chr2,43794643,43795889,3AS,False,72,105
ENSG00000138036.18,chr2,43809704,43810010,PAS,True,22,115
ENSG00000143727.15,chr2,271939,275139,ME,False,47,456
ENSG00000115232.13,chr2,181475066,181475158,IR,False,99,111
ENSG00000115232.13,chr2,181457207,181457851,TSS,True,43,130
ENSG00000115232.13,chr2,181458096,181458317,TSS,False,105,130
ENSG00000115232.13,chr2,181509657,181509784,PAS,False,49,124
ENSG00000144118.13,chr2,120252980,120278617,3AS,False,90,142
ENSG00000144118.13,chr2,120252755,120252980,TSS,True,23,166
ENSG00000115415.18,chr2,190968991,190970717,PAS,True,1601,1789
ENSG00000115415.18,chr2,190975533,190975887,PAS,True,395,1783
ENSG00000115415.18,chr2,191014017,191014232,TSS,True,267,1861
ENSG00000163466.15,chr2,218253890,218256753,PAS,True,420,2209
ENSG00000163466.15,chr2,218249820,218250680,PAS,True,1814,2206
ENSG00000152689.17,chr2,33475942,33476707,TSS,True,25,126
ENSG00000152689.17,chr2,33516541,33518014,PAS,True,95,108
ENSG00000152689.17,chr2,33562728,33566322,PAS,True,39,123
ENSG00000169756.16,chr2,108534375,108534594,TSS,True,244,312
ENSG00000169756.16,chr2,108621206,108621461,TSS,True,107,312
ENSG00000163001.11,chr2,55544906,55545079,PAS,True,15,115
ENSG00000138398.15,chr2,169584331,169584490,TSS,True,72,294
ENSG00000138398.15,chr2,169584566,169584899,TSS,True,239,294
ENSG00000138398.15,chr2,169630773,169630977,PAS,True,183,281
ENSG00000138398.15,chr2,169614584,169614728,PAS,True,135,281
ENSG00000197635.9,chr2,162047498,162073398,3AS,False,23,137
ENSG00000197635.9,chr2,161992241,161993384,PAS,True,17,152
ENSG00000197635.9,chr2,162073975,162074391,TSS,True,17,154
ENSG00000003509.15,chr2,37241637,37243862,5AS,False,16,149
ENSG00000003509.15,chr2,37241791,37242634,IR,False,111,133
ENSG00000003509.15,chr2,37248134,37251181,PAS,True,22,169
ENSG00000173692.12,chr2,231165199,231165289,PAS,True,720,2591
ENSG00000173692.12,chr2,231163634,231163729,PAS,False,2029,2591
ENSG00000118961.14,chr2,20790398,20801309,5AS,False,144,172
ENSG00000118961.14,chr2,20790398,20823036,ES,False,36,204
ENSG00000168958.19,chr2,227325427,227330625,ES,False,60,341
ENSG00000168958.19,chr2,227340380,227355676,ES,False,255,387
ENSG00000115866.10,chr2,135985402,135985678,TSS,True,444,2388
ENSG00000115866.10,chr2,135985793,135985969,TSS,True,2097,2388
ENSG00000122085.16,chr2,241097427,241102252,ES,False,36,358
ENSG00000122085.16,chr2,241095030,241096438,PAS,True,42,401
ENSG00000138382.14,chr2,169824640,169824781,IR,False,133,148
ENSG00000138382.14,chr2,169824640,169824867,5AS,False,74,208
ENSG00000138382.14,chr2,169811755,169811858,PAS,False,40,227
ENSG00000138382.14,chr2,169824781,169824938,TSS,True,92,227
ENSG00000138382.14,chr2,169824867,169824937,TSS,True,153,227
ENSG00000121152.9,chr2,96335848,96341674,3AS,False,81,256
ENSG00000121152.9,chr2,96335735,96335848,TSS,True,51,326
ENSG00000121152.9,chr2,96373291,96375925,PAS,True,208,317
ENSG00000121152.9,chr2,96360142,96360343,PAS,True,144,310
ENSG00000153201.15,chr2,108719678,108729134,3AS,True,11,102
ENSG00000153201.15,chr2,108719366,108719678,TSS,True,55,157
ENSG00000153201.15,chr2,108752997,108753086,PAS,False,55,108
ENSG00000153201.15,chr2,108783595,108785809,PAS,False,125,151
ENSG00000153201.15,chr2,108740488,108740802,PAS,True,88,108
ENSG00000153201.15,chr2,108751527,108752609,PAS,True,96,108
ENSG00000104231.10,chr8,81715114,81718181,ES,False,73,259
ENSG00000104231.10,chr8,81721226,81721319,TSS,False,29,268
ENSG00000040341.17,chr8,73688813,73738283,ES,False,130,162
ENSG00000040341.17,chr8,73419988,73421465,PAS,True,147,189
ENSG00000040341.17,chr8,73526820,73527804,PAS,True,155,189
ENSG00000040341.17,chr8,73546118,73552319,PAS,True,97,185
ENSG00000040341.17,chr8,73746782,73746960,TSS,True,34,189
ENSG00000085719.12,chr8,86514412,86514541,TSS,True,37,348
ENSG00000085719.12,chr8,86558287,86561509,PAS,True,247,315
ENSG00000085719.12,chr8,86544739,86546609,PAS,True,198,312
ENSG00000085719.12,chr8,86546594,86547133,PAS,True,184,314
ENSG00000104738.17,chr8,47960498,47961014,TSS,True,125,708
ENSG00000104738.17,chr8,47976685,47979183,PAS,True,113,698
ENSG00000164754.14,chr8,116845932,116847691,PAS,True,58,153
ENSG00000164754.14,chr8,116845935,116850767,PAS,True,87,140
ENSG00000164754.14,chr8,116874610,116874896,TSS,False,155,183
ENSG00000164754.14,chr8,116866585,116866763,TSS,True,152,182
ENSG00000120526.10,chr8,109240919,109243301,PAS,True,47,454
ENSG00000008513.15,chr8,133571692,133572079,TSS,True,78,114
ENSG00000008513.15,chr8,133499134,133499360,TSS,True,86,113
ENSG00000008513.15,chr8,133499360,133499424,TSS,True,96,113
ENSG00000131931.8,chr8,42838336,42843023,ES,False,21,183
ENSG00000147654.14,chr8,109539704,109539919,TSS,True,100,119
ENSG00000147654.14,chr8,109540071,109540461,TSS,True,31,119
ENSG00000171320.14,chr8,27774522,27774607,TSS,True,16,127
ENSG00000171320.14,chr8,27803305,27805317,PAS,True,58,121
ENSG00000171320.14,chr8,27787884,27788433,PAS,True,106,118
ENSG00000171320.14,chr8,27776361,27777059,PAS,True,83,113
ENSG00000070718.11,chr8,42152987,42153105,TSS,True,84,282
ENSG00000070718.11,chr8,42166559,42167371,TSS,True,213,239
ENSG00000070718.11,chr8,42168960,42171186,PAS,True,70,267
ENSG00000070501.11,chr8,42338685,42344952,ES,False,35,101
ENSG00000070501.11,chr8,42352568,42355515,ES,False,88,101
ENSG00000070501.11,chr8,42361365,42369270,ES,False,12,100
ENSG00000175606.10,chr8,73978861,73981154,ES,False,178,199
ENSG00000078674.17,chr8,17923188,17935588,ES,False,29,179
ENSG00000078674.17,chr8,17939861,17947185,ES,False,122,195
ENSG00000078674.17,chr8,17957421,17957539,3AS,False,112,125
ENSG00000078674.17,chr8,17922713,17923188,TSS,True,93,275
ENSG00000078674.17,chr8,18027636,18029948,PAS,True,231,274
ENSG00000078674.17,chr8,17952969,17954455,PAS,True,168,216
ENSG00000078674.17,chr8,17960314,17960405,PAS,True,148,223
ENSG00000104312.7,chr8,89758233,89765340,ES,False,78,222
ENSG00000155096.13,chr8,102843747,102858012,ES,False,147,218
ENSG00000155096.13,chr8,102863806,102864170,TSS,True,33,262
ENSG00000189376.11,chr8,123218275,123220297,PAS,True,58,265
ENSG00000189376.11,chr8,123226190,123226418,PAS,False,238,265
ENSG00000078668.13,chr8,42402013,42403310,IR,True,14,116
ENSG00000147533.16,chr8,41506012,41507058,3AS,False,140,161
ENSG00000147533.16,chr8,41490558,41490617,TSS,False,37,170
ENSG00000169490.16,chr8,38995405,38996212,3AS,False,140,161
ENSG00000169490.16,chr8,38996212,38996517,TSS,True,31,192
ENSG00000169490.16,chr8,38996418,38996519,TSS,True,163,192
ENSG00000176623.11,chr8,86480332,86486483,ES,False,48,221
ENSG00000176623.11,chr8,86508491,86508770,TSS,True,32,237
ENSG00000161016.17,chr8,144792365,144792428,TSS,False,321,2013
ENSG00000158669.11,chr8,41578038,41578278,TSS,True,16,133
ENSG00000176731.11,chr8,85217502,85220305,ES,False,79,131
ENSG00000164733.20,chr8,11868000,11868173,TSS,True,13,103
ENSG00000153310.19,chr8,129903350,129939607,ES,False,262,364
ENSG00000153310.19,chr8,129903350,129970942,ES,False,258,450
ENSG00000153310.19,chr8,129904585,129970942,ES,False,161,189
ENSG00000153310.19,chr8,129939607,129939904,TSS,True,505,883
ENSG00000153310.19,chr8,130016369,130016704,TSS,True,531,883
ENSG00000153310.19,chr8,130016606,130016801,TSS,True,783,883
ENSG00000121022.13,chr8,67061853,67062151,TSS,True,66,647
ENSG00000179950.13,chr8,143818534,143821596,ES,False,59,154
ENSG00000179950.13,chr8,143821913,143829279,ES,False,40,141
ENSG00000179950.13,chr8,143824396,143829279,3AS,False,11,102
ENSG00000179950.13,chr8,143829279,143829376,TSS,True,24,166
ENSG00000147687.18,chr8,124516030,124518817,5AS,False,97,115
ENSG00000170791.17,chr8,56211837,56214597,ES,False,115,230
ENSG00000170791.17,chr8,56212889,56214597,5AS,False,42,118
ENSG00000170791.17,chr8,56214667,56216432,3AS,False,179,234
ENSG00000154328.15,chr8,11769791,11779597,ES,False,16,108
ENSG00000154328.15,chr8,11771585,11779597,5AS,True,89,101
ENSG00000154328.15,chr8,11769633,11769791,TSS,False,16,124
ENSG00000164924.17,chr8,100951928,100952852,TSS,True,518,711
ENSG00000164924.17,chr8,100953268,100953476,TSS,True,633,711
ENSG00000147419.17,chr8,27752587,27762418,ES,False,18,170
ENSG00000147419.17,chr8,27733315,27736245,PAS,True,63,174
ENSG00000147419.17,chr8,27748107,27748279,PAS,True,113,174
ENSG00000156170.12,chr8,95032094,95035453,5AS,False,57,130
ENSG00000156170.12,chr8,95035576,95041569,ES,False,129,146
ENSG00000132294.14,chr8,131904055,131904322,TSS,True,13,104
ENSG00000104388.14,chr8,60516905,60517253,TSS,True,13,107
ENSG00000129691.15,chr8,38105516,38105738,TSS,True,124,210
ENSG00000129691.15,chr8,38105528,38106139,TSS,True,102,210
ENSG00000104529.17,chr8,143586849,143597347,3AS,False,72,685
ENSG00000197275.13,chr8,94371956,94372387,PAS,True,83,159
ENSG00000197275.13,chr8,94389135,94391899,PAS,False,122,157
ENSG00000197275.13,chr8,94427715,94432656,PAS,True,134,155
ENSG00000156469.8,chr8,96239345,96239685,PAS,True,42,325
ENSG00000136960.12,chr8,119580167,119582429,5AS,False,92,254
ENSG00000155975.9,chr8,17294986,17298024,PAS,True,15,111
ENSG00000155975.9,chr8,17286346,17287678,PAS,True,98,111
ENSG00000120533.12,chr8,109334402,109336127,5AS,False,54,251
ENSG00000120533.12,chr8,109334320,109334474,TSS,True,74,266
ENSG00000120533.12,chr8,109333553,109334402,TSS,False,212,266
ENSG00000184661.13,chr8,25506509,25511308,PAS,True,163,435
ENSG00000184661.13,chr8,25503372,25503887,PAS,True,387,433
ENSG00000184661.13,chr8,25488551,25491216,PAS,True,326,433
ENSG00000129696.12,chr8,33503935,33509745,ES,False,37,181
ENSG00000129696.12,chr8,33512712,33513081,IR,True,124,172
ENSG00000129696.12,chr8,33498721,33499277,PAS,True,29,207
ENSG00000129696.12,chr8,33511966,33513162,TSS,True,159,207
ENSG00000129696.12,chr8,33513081,33513153,TSS,False,83,207
ENSG00000147526.19,chr8,38787178,38787743,TSS,True,147,191
ENSG00000168078.9,chr8,27833133,27837709,5AS,False,81,387
ENSG00000168078.9,chr8,27837709,27837866,TSS,True,317,399
ENSG00000168078.9,chr8,27837651,27837829,TSS,True,94,399
ENSG00000154582.16,chr8,73972076,73972286,TSS,True,111,203
ENSG00000154582.16,chr8,73972244,73972296,TSS,True,104,203
ENSG00000175324.9,chr8,38176274,38176720,TSS,True,28,259
ENSG00000104381.12,chr8,74351321,74360136,5AS,False,13,120
ENSG00000156802.12,chr8,123319849,123321175,PAS,True,82,107
ENSG00000156802.12,chr8,123396186,123396673,TSS,False,32,111
ENSG00000253729.7,chr8,47773106,47774377,PAS,True,277,315
ENSG00000253729.7,chr8,47786723,47789049,PAS,True,251,284
ENSG00000253729.7,chr8,47954349,47954446,PAS,False,168,211
ENSG00000253729.7,chr8,47918276,47918383,PAS,True,190,217
ENSG00000253729.7,chr8,47928572,47930012,PAS,True,127,213
ENSG00000253729.7,chr8,47943255,47943366,PAS,True,189,212
ENSG00000253729.7,chr8,47959972,47960199,TSS,True,113,323
ENSG00000104763.18,chr8,18056296,18057623,PAS,True,88,468
ENSG00000104763.18,chr8,18063470,18067298,PAS,True,381,463
ENSG00000104763.18,chr8,18083980,18084373,TSS,True,49,469
ENSG00000155189.11,chr8,6708344,6708887,TSS,False,77,261
ENSG00000155189.11,chr8,6757162,6762128,PAS,True,31,238
ENSG00000137575.11,chr8,58572314,58575902,3AS,False,118,466
ENSG00000187735.13,chr8,54022062,54022448,TSS,True,33,102
ENSG00000104613.11,chr8,19817133,19817666,TSS,True,38,277
ENSG00000104613.11,chr8,19851648,19852081,PAS,True,45,275
ENSG00000104490.17,chr8,101686541,101689406,PAS,True,36,145
ENSG00000104490.17,chr8,102124236,102124448,TSS,True,194,224
ENSG00000104490.17,chr8,101975259,101975367,TSS,False,199,223
ENSG00000104490.17,chr8,102096216,102096538,TSS,True,177,224
ENSG00000198791.11,chr8,17226029,17230848,PAS,True,32,144
ENSG00000198791.11,chr8,17246674,17246871,TSS,True,31,163
ENSG00000254093.8,chr8,10765916,10826151,ES,False,16,109
ENSG00000064313.11,chr8,119832481,119834349,TSS,True,29,163
ENSG00000147586.9,chr8,80003180,80030053,5AS,True,24,108
ENSG00000147586.9,chr8,80030020,80030272,TSS,True,97,126
ENSG00000147586.9,chr8,80030053,80030271,TSS,True,96,126
ENSG00000147586.9,chr8,80030035,80030279,TSS,True,65,126
ENSG00000205038.11,chr8,109530079,109532683,PAS,True,60,100
ENSG00000205038.11,chr8,109530633,109532682,PAS,True,46,100
ENSG00000047249.17,chr8,53843033,53843431,TSS,False,40,388
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,695,1061
ENSG00000070756.15,chr8,100706650,100706798,TSS,True,644,1055
ENSG00000076554.15,chr8,80171424,80171633,TSS,True,66,366
ENSG00000104320.13,chr8,89981523,89982721,ES,False,403,561
ENSG00000104320.13,chr8,89933325,89935612,PAS,True,546,715
ENSG00000104320.13,chr8,89953033,89953691,PAS,True,383,710
ENSG00000104320.13,chr8,89955283,89955555,PAS,True,545,702
ENSG00000104320.13,chr8,89984524,89984709,TSS,True,203,759
ENSG00000104432.13,chr8,78736527,78740001,ES,False,41,212
ENSG00000104432.13,chr8,78740082,78798127,5AS,False,22,218
ENSG00000147604.13,chr8,73292793,73293598,IR,True,15,100
ENSG00000147604.13,chr8,73292795,73293598,IR,True,82,167
ENSG00000104549.11,chr8,124998466,124999694,TSS,True,15,137
ENSG00000164751.14,chr8,76986296,76999989,ES,False,126,524
ENSG00000133872.13,chr8,30070059,30082846,ES,False,328,1227
ENSG00000104626.14,chr8,9029791,9033342,PAS,True,21,202
ENSG00000067225.17,chr15,72199026,72199756,PAS,True,26,134
ENSG00000067225.17,chr15,72205141,72206880,PAS,True,117,132
ENSG00000151575.14,chr15,56365670,56373440,5AS,False,91,109
ENSG00000151575.14,chr15,56373504,56391242,ES,False,11,106
ENSG00000151575.14,chr15,56365258,56365477,TSS,False,64,126
ENSG00000151575.14,chr15,56365421,56365670,TSS,True,86,126
ENSG00000151575.14,chr15,56428366,56431722,PAS,True,60,124
ENSG00000151575.14,chr15,56427604,56427676,PAS,True,109,124
ENSG00000151575.14,chr15,56394660,56396303,PAS,True,99,123
ENSG00000137776.16,chr15,58899883,58901259,3AS,False,32,129
ENSG00000137776.16,chr15,58901287,58916934,ES,False,16,150
ENSG00000137776.16,chr15,58893840,58893987,PAS,False,169,222
ENSG00000137776.16,chr15,58893939,58894193,PAS,True,141,222
ENSG00000137776.16,chr15,58911813,58913696,PAS,False,177,216
ENSG00000185880.12,chr15,44729033,44729552,TSS,True,23,166
ENSG00000041357.15,chr15,78540409,78540539,TSS,True,142,1368
ENSG00000247556.6,chr15,41298040,41301999,PAS,True,28,118
ENSG00000247556.6,chr15,41308719,41310737,PAS,False,111,128
ENSG00000159322.17,chr15,72752892,72755555,3AS,False,87,163
ENSG00000159322.17,chr15,72755654,72760406,5AS,True,12,104
ENSG00000159322.17,chr15,72751294,72752895,PAS,True,98,177
ENSG00000159322.17,chr15,72751294,72752892,PAS,True,85,177
ENSG00000159322.17,chr15,72783458,72783781,TSS,True,26,182
ENSG00000138600.9,chr15,50725323,50726320,ES,False,113,130
ENSG00000128989.10,chr15,52557222,52568847,ES,False,146,170
ENSG00000128989.10,chr15,52557222,52569115,ES,False,12,109
ENSG00000128989.10,chr15,52568847,52569144,TSS,True,145,211
ENSG00000128989.10,chr15,52569115,52569167,TSS,True,97,211
ENSG00000104164.10,chr15,45587180,45587525,TSS,True,23,144
ENSG00000104164.10,chr15,45606394,45609714,PAS,True,19,131
ENSG00000104164.10,chr15,45597879,45599601,PAS,True,116,131
ENSG00000137824.15,chr15,40754790,40755198,5AS,False,43,119
ENSG00000137824.15,chr15,40755082,40755282,TSS,True,50,126
ENSG00000137824.15,chr15,40755198,40755282,TSS,True,83,126
ENSG00000181991.15,chr15,88467782,88467910,3AS,False,53,216
ENSG00000140262.17,chr15,56918481,56918906,TSS,True,48,111
ENSG00000140262.17,chr15,57251376,57251423,TSS,True,92,103
ENSG00000174442.11,chr15,66505391,66508840,3AS,False,332,403
ENSG00000174442.11,chr15,66548350,66550130,PAS,True,234,447
ENSG00000174442.11,chr15,66546590,66546705,PAS,True,232,447
ENSG00000166855.9,chr15,65148850,65150913,PAS,True,56,197
ENSG00000140455.16,chr15,63504830,63532646,ES,False,356,402
ENSG00000140455.16,chr15,63504489,63504830,TSS,True,63,479
ENSG00000140455.16,chr15,63590660,63594641,PAS,True,50,467
ENSG00000128951.13,chr15,48331405,48331479,TSS,True,926,1032
ENSG00000128951.13,chr15,48331399,48332406,TSS,False,130,1032
ENSG00000173575.20,chr15,92900174,92900824,TSS,True,46,174
ENSG00000173575.20,chr15,92937517,92937596,PAS,True,111,142
ENSG00000173575.20,chr15,92929029,92929091,PAS,True,107,142
ENSG00000173575.20,chr15,92948951,92949861,PAS,True,118,157
ENSG00000173575.20,chr15,92942842,92943039,PAS,True,127,145
ENSG00000137807.15,chr15,69423329,69426069,ES,False,241,293
ENSG00000137807.15,chr15,69438247,69438390,PAS,False,59,303
ENSG00000137807.15,chr15,69447791,69448427,PAS,True,264,310
ENSG00000138592.13,chr15,50424514,50439008,5AS,False,72,103
ENSG00000138592.13,chr15,50424230,50424514,TSS,True,47,139
ENSG00000138592.13,chr15,50424347,50424654,TSS,True,109,139
ENSG00000138592.13,chr15,50481480,50483794,PAS,True,16,130
ENSG00000104064.17,chr15,50300902,50301256,5AS,False,146,255
ENSG00000104064.17,chr15,50277251,50278784,PAS,True,127,265
ENSG00000104064.17,chr15,50283536,50286183,PAS,True,138,264
ENSG00000179335.18,chr15,74615703,74615898,TSS,False,39,242
ENSG00000140374.15,chr15,76292700,76311349,ES,False,202,709
ENSG00000140374.15,chr15,76311349,76311487,TSS,True,207,937
ENSG00000140374.15,chr15,76295590,76295738,TSS,True,743,937
ENSG00000138594.13,chr15,51908775,51912138,PAS,True,20,137
ENSG00000172349.17,chr15,81302248,81303548,5AS,True,55,124
ENSG00000172349.17,chr15,81306166,81306422,3AS,False,170,425
ENSG00000172349.17,chr15,81306545,81308604,3AS,True,315,364
ENSG00000172349.17,chr15,81296918,81297078,TSS,True,383,457
ENSG00000172349.17,chr15,81299377,81300475,TSS,True,271,457
ENSG00000172349.17,chr15,81302051,81302248,TSS,False,400,456
ENSG00000172349.17,chr15,81302048,81302453,TSS,True,384,456
ENSG00000172349.17,chr15,81308604,81309910,PAS,True,84,427
ENSG00000172349.17,chr15,81308110,81309596,PAS,True,378,427
ENSG00000169371.13,chr15,75625335,75625691,TSS,True,211,241
ENSG00000169371.13,chr15,75625665,75625803,TSS,True,55,241
ENSG00000140157.14,chr15,22838921,22839654,5AS,False,96,129
ENSG00000140157.14,chr15,22838921,22851638,ES,False,236,372
ENSG00000140157.14,chr15,22838921,22851638,5AS,False,236,306
ENSG00000140157.14,chr15,22839790,22851638,ES,False,51,130
ENSG00000140157.14,chr15,22838643,22838921,TSS,True,89,465
ENSG00000197535.14,chr15,52311519,52313848,PAS,True,121,138
ENSG00000197535.14,chr15,52349634,52351481,PAS,True,79,125
ENSG00000197535.14,chr15,52365973,52367124,PAS,False,103,124
ENSG00000197535.14,chr15,52369869,52370417,PAS,True,102,121
ENSG00000197535.14,chr15,52379294,52379526,TSS,True,81,141
