gene,chr,start,end,splice_type,novel,lower_lobe_of_left_lung_ENCFF924HBV_in_cov,lower_lobe_of_left_lung_ENCFF924HBV_total_cov
ENSG00000114812.12,chr3,42513356,42513854,TSS,False,117,138
ENSG00000132153.14,chr3,47802641,47803212,TSS,True,80,129
ENSG00000132153.14,chr3,47824966,47825247,TSS,False,72,127
ENSG00000163932.13,chr3,53160859,53161428,TSS,True,41,131
ENSG00000163932.13,chr3,53168689,53168811,TSS,True,115,131
ENSG00000074416.14,chr3,127689065,127692323,PAS,True,18,109
ENSG00000074416.14,chr3,127823083,127823394,TSS,False,83,158
ENSG00000074416.14,chr3,127822308,127823542,TSS,True,138,158
ENSG00000010327.10,chr3,52523756,52523873,3AS,True,33,102
ENSG00000010327.10,chr3,52519123,52519404,TSS,True,84,109
ENSG00000010327.10,chr3,52517235,52517393,TSS,True,96,109
ENSG00000163513.17,chr3,30606488,30606977,TSS,True,76,111
ENSG00000152601.17,chr3,152268772,152269092,TSS,True,56,107
ENSG00000152601.17,chr3,152299273,152300367,TSS,True,86,105
ENSG00000152601.17,chr3,152462384,152465786,PAS,True,14,101
ENSG00000012171.19,chr3,50273646,50273758,IR,False,168,193
ENSG00000012171.19,chr3,50273828,50273915,3AS,False,82,195
ENSG00000012171.19,chr3,50264465,50267769,TSS,True,127,231
ENSG00000012171.19,chr3,50267653,50269349,TSS,True,166,231
ENSG00000172037.13,chr3,49122370,49122703,IR,True,187,219
ENSG00000172037.13,chr3,49123052,49123131,IR,False,180,208
ENSG00000172037.13,chr3,49124700,49124926,TSS,True,200,237
ENSG00000172037.13,chr3,49126364,49126814,TSS,False,212,238
ENSG00000172037.13,chr3,49132490,49133049,TSS,True,214,238
ENSG00000172037.13,chr3,49132791,49133082,TSS,True,183,238
ENSG00000170876.7,chr3,14124929,14125205,TSS,True,15,110
ENSG00000091527.15,chr3,133586722,133587895,3AS,False,32,117
ENSG00000091527.15,chr3,133573597,133574284,TSS,True,21,141
ENSG00000091527.15,chr3,133587895,133590261,PAS,True,98,130
ENSG00000091527.15,chr3,133587158,133590270,PAS,True,55,130
ENSG00000169714.16,chr3,129171277,129171445,3AS,False,175,227
ENSG00000169714.16,chr3,129171538,129171654,5AS,False,97,225
ENSG00000196776.15,chr3,108047292,108051938,ES,False,73,109
ENSG00000172936.13,chr3,38140549,38140756,5AS,True,16,108
ENSG00000172936.13,chr3,38140568,38140756,IR,False,90,112
ENSG00000172936.13,chr3,38138620,38139028,TSS,True,19,143
ENSG00000156976.16,chr3,186783639,186784431,3AS,False,187,259
ENSG00000156976.16,chr3,186784696,186785882,ES,False,36,258
ENSG00000156976.16,chr3,186787882,186789124,IR,False,227,258
ENSG00000156976.16,chr3,186789124,186789901,PAS,True,32,268
ENSG00000156976.16,chr3,186787802,186790270,PAS,True,241,268
ENSG00000068001.13,chr3,50320535,50322652,ES,False,261,295
ENSG00000068001.13,chr3,50321365,50321478,TSS,True,347,387
ENSG00000068001.13,chr3,50322652,50322850,TSS,True,92,387
ENSG00000178252.17,chr3,49014116,49014209,IR,False,90,146
ENSG00000178252.17,chr3,49007308,49007531,TSS,True,57,152
ENSG00000178252.17,chr3,49011638,49014116,TSS,False,126,152
ENSG00000178252.17,chr3,49011778,49014293,TSS,False,132,152
ENSG00000161203.13,chr3,184180251,184180848,3AS,True,67,232
ENSG00000161203.13,chr3,184174815,184174959,TSS,False,28,235
ENSG00000164054.15,chr3,48504018,48504380,TSS,False,140,193
ENSG00000164054.15,chr3,48473009,48473208,TSS,True,105,192
ENSG00000131370.15,chr3,15332270,15332605,TSS,True,21,120
ENSG00000058262.9,chr3,128052302,128052559,TSS,False,124,266
ENSG00000174748.20,chr3,23917129,23917173,TSS,False,82,608
ENSG00000169908.11,chr3,149377370,149377862,TSS,True,21,134
ENSG00000114738.10,chr3,50617089,50617226,TSS,False,48,105
ENSG00000114738.10,chr3,50617078,50617241,TSS,True,87,105
ENSG00000114738.10,chr3,50617156,50617784,TSS,True,94,105
ENSG00000144810.15,chr3,99638473,99638664,TSS,True,15,115
ENSG00000144810.15,chr3,99794229,99799215,PAS,True,22,100
ENSG00000144810.15,chr3,99794226,99799218,PAS,True,84,100
ENSG00000072274.12,chr3,196082042,196082146,TSS,False,16,107
ENSG00000132170.20,chr3,12287849,12288020,TSS,True,80,103
ENSG00000132170.20,chr3,12288048,12289134,TSS,True,40,103
ENSG00000004838.13,chr3,50345487,50345732,TSS,True,24,109
ENSG00000082996.19,chr3,149895560,149902071,5AS,False,86,101
ENSG00000082996.19,chr3,149812691,149813353,TSS,True,16,109
ENSG00000182899.16,chr3,197950181,197950221,TSS,True,43,191
ENSG00000182899.16,chr3,197954052,197954147,TSS,True,164,190
PB_novel_51478,SIRV1,6473,6560,IR,True,47,122
PB_novel_51478,SIRV1,999,1484,PAS,True,29,135
PB_novel_51478,SIRV1,6449,6473,PAS,True,106,132
PB_novel_51478,SIRV1,10593,10639,TSS,True,111,135
PB_novel_51478,SIRV1,10282,10367,TSS,True,70,135
PB_novel_51478,SIRV1,7552,7787,TSS,True,109,135
PB_novel_51499,SIRV5,6452,6826,ES,True,368,460
PB_novel_51499,SIRV5,8016,8277,IR,True,116,467
PB_novel_51499,SIRV5,1000,1149,TSS,True,58,513
PB_novel_51499,SIRV5,10858,10993,PAS,True,108,512
PB_novel_51499,SIRV5,11133,11867,PAS,True,446,513
PB_novel_51502,SIRV6,1735,2470,ES,True,41,157
PB_novel_51502,SIRV6,1735,2780,3AS,True,91,229
PB_novel_51502,SIRV6,11108,11205,IR,True,302,345
PB_novel_51502,SIRV6,2285,2620,TSS,True,343,387
PB_novel_51502,SIRV6,10238,10818,TSS,True,241,346
PB_novel_51502,SIRV6,999,1186,TSS,True,166,481
PB_novel_51502,SIRV6,11205,11838,PAS,True,179,481
PB_novel_51502,SIRV6,1845,2120,PAS,True,254,323
PB_novel_51509,SIRV7,3111,114680,ME,True,68,135
PB_novel_51509,SIRV7,55849,56097,PAS,True,141,175
PB_novel_51509,SIRV7,999,2675,PAS,True,36,179
PB_novel_51509,SIRV7,147608,147956,TSS,True,26,179
