gene,chr,start,end,splice_type,novel,Panc1_ENCFF745DHX_in_cov,Panc1_ENCFF745DHX_total_cov
ENSG00000143727.15,chr2,271939,275139,ME,False,40,132
ENSG00000115468.11,chr2,232633582,232634006,TSS,True,28,123
ENSG00000144118.13,chr2,120252980,120278617,3AS,False,130,197
ENSG00000144118.13,chr2,120252755,120252980,TSS,True,30,236
ENSG00000115415.18,chr2,190968991,190970717,PAS,True,42,219
ENSG00000115415.18,chr2,190975533,190975887,PAS,True,184,219
ENSG00000115415.18,chr2,191014017,191014232,TSS,True,46,220
ENSG00000163466.15,chr2,218217132,218217254,TSS,False,117,696
ENSG00000134318.13,chr2,11179761,11183440,PAS,True,104,148
ENSG00000134318.13,chr2,11215369,11215412,PAS,False,118,146
ENSG00000134318.13,chr2,11218964,11219026,PAS,True,114,145
ENSG00000134318.13,chr2,11343995,11345317,TSS,True,34,176
ENSG00000169756.16,chr2,108534375,108534594,TSS,True,57,105
ENSG00000169756.16,chr2,108621206,108621461,TSS,True,82,105
ENSG00000138398.15,chr2,169584566,169584899,TSS,True,102,121
ENSG00000138398.15,chr2,169614680,169614724,TSS,True,100,117
ENSG00000138398.15,chr2,169584341,169584497,TSS,True,97,121
ENSG00000115541.10,chr2,197500010,197500439,TSS,False,300,1002
ENSG00000115541.10,chr2,197500398,197503128,TSS,True,805,996
ENSG00000173692.12,chr2,231170664,231170721,TSS,True,116,135
ENSG00000173692.12,chr2,231165199,231165289,PAS,True,179,425
ENSG00000173692.12,chr2,231172534,231172827,PAS,True,322,454
ENSG00000173692.12,chr2,231163634,231163729,PAS,False,371,425
ENSG00000138448.11,chr2,186589809,186590523,TSS,True,76,357
ENSG00000114999.7,chr2,112482067,112482501,TSS,True,63,162
ENSG00000130294.16,chr2,240713762,240717406,PAS,True,17,126
ENSG00000130294.16,chr2,240720913,240720984,TSS,True,193,233
ENSG00000115368.9,chr2,189441391,189441578,TSS,True,66,131
ENSG00000119777.19,chr2,27032901,27033166,TSS,True,127,156
ENSG00000138061.11,chr2,38075779,38077230,TSS,True,106,373
ENSG00000138061.11,chr2,38074345,38075284,TSS,True,309,373
ENSG00000153250.19,chr2,160407463,160408117,TSS,False,20,108
ENSG00000135956.8,chr2,96265868,96266028,TSS,False,68,120
ENSG00000171863.14,chr2,3575256,3575350,TSS,True,53,309
ENSG00000123992.19,chr2,219384443,219385630,ES,False,29,242
ENSG00000123992.19,chr2,219386948,219387069,3AS,False,29,228
ENSG00000123992.19,chr2,219387758,219387957,TSS,True,70,270
ENSG00000138382.14,chr2,169811755,169811858,PAS,False,13,107
ENSG00000138382.14,chr2,169824781,169824938,TSS,True,91,112
ENSG00000138382.14,chr2,169824867,169824937,TSS,True,73,112
ENSG00000138382.14,chr2,169824488,169824919,TSS,True,90,112
ENSG00000138382.14,chr2,169821091,169821274,TSS,False,92,109
ENSG00000197756.9,chr2,216498814,216498877,TSS,True,397,595
ENSG00000197756.9,chr2,216499948,216500031,TSS,True,295,594
ENSG00000077380.15,chr2,171687433,171687627,TSS,True,77,103
ENSG00000077380.15,chr2,171687620,171687873,TSS,True,41,103
ENSG00000077380.15,chr2,171747775,171749697,PAS,True,32,101
ENSG00000115884.10,chr2,20203812,20204195,TSS,True,186,234
ENSG00000115884.10,chr2,20224801,20225140,TSS,True,145,234
ENSG00000116120.9,chr2,222643005,222648739,ES,True,101,113
ENSG00000136986.9,chr8,123041969,123042353,TSS,True,54,179
ENSG00000179526.16,chr8,144098994,144099276,ES,False,29,108
ENSG00000179526.16,chr8,144103225,144103552,IR,True,86,101
ENSG00000179526.16,chr8,144098629,144098788,PAS,False,29,144
ENSG00000179526.16,chr8,144103552,144104905,TSS,True,73,159
ENSG00000085719.12,chr8,86514412,86514541,TSS,True,19,117
ENSG00000104738.17,chr8,47960498,47961014,TSS,True,56,297
ENSG00000164754.14,chr8,116845932,116847691,PAS,True,28,194
ENSG00000164754.14,chr8,116845935,116850767,PAS,True,172,192
ENSG00000164754.14,chr8,116874610,116874896,TSS,False,69,199
ENSG00000164754.14,chr8,116874362,116874613,TSS,False,153,199
ENSG00000023287.12,chr8,52642765,52642812,PAS,True,109,141
ENSG00000023287.12,chr8,52656119,52657908,PAS,False,58,137
ENSG00000120526.10,chr8,109333892,109334121,TSS,True,21,106
ENSG00000071894.16,chr8,144394300,144394378,IR,False,114,131
ENSG00000071894.16,chr8,144409288,144410022,TSS,False,134,156
ENSG00000071894.16,chr8,144393882,144394019,TSS,True,136,154
ENSG00000120992.17,chr8,54101754,54102030,TSS,True,35,315
ENSG00000104687.13,chr8,30727529,30727967,TSS,True,18,116
ENSG00000133731.9,chr8,81660667,81673840,ES,False,20,106
ENSG00000156467.9,chr8,96235511,96235629,TSS,True,139,233
ENSG00000156467.9,chr8,96231773,96231878,TSS,True,202,233
ENSG00000123908.11,chr8,140635484,140635776,TSS,True,80,130
ENSG00000155096.13,chr8,102843747,102858012,ES,False,144,181
ENSG00000155096.13,chr8,102863806,102864170,TSS,True,69,220
ENSG00000155096.13,chr8,102858012,102858150,TSS,True,184,220
ENSG00000104408.9,chr8,108201333,108201923,PAS,True,25,228
ENSG00000185697.16,chr8,66562174,66564825,PAS,True,34,117
ENSG00000185697.16,chr8,66594401,66595757,PAS,True,86,100
ENSG00000185697.16,chr8,66612818,66613328,TSS,True,35,120
ENSG00000164941.13,chr8,94823231,94823561,TSS,True,19,175
ENSG00000197858.10,chr8,144083500,144083713,IR,False,155,192
ENSG00000197858.10,chr8,144084330,144084412,IR,False,167,198
ENSG00000197858.10,chr8,144084875,144085042,IR,False,170,207
ENSG00000197858.10,chr8,144085138,144085288,IR,False,179,206
ENSG00000197858.10,chr8,144082243,144082804,TSS,True,33,219
ENSG00000187954.12,chr8,144449579,144450770,PAS,True,77,109
ENSG00000187954.12,chr8,144451120,144452570,PAS,True,73,101
ENSG00000079459.12,chr8,11802675,11802931,TSS,True,22,208
ENSG00000147677.10,chr8,116755665,116755843,TSS,True,34,183
ENSG00000198363.17,chr8,61638360,61642887,3AS,False,68,576
ENSG00000198363.17,chr8,61644632,61651049,ES,False,149,581
ENSG00000198363.17,chr8,61499796,61503509,PAS,True,485,618
ENSG00000198363.17,chr8,61623699,61626280,PAS,True,168,599
ENSG00000198363.17,chr8,61714268,61714896,TSS,True,70,634
ENSG00000180900.18,chr8,143804825,143804954,5AS,True,14,119
ENSG00000180900.18,chr8,143804567,143804825,TSS,True,146,166
ENSG00000180900.18,chr8,143805111,143805975,TSS,True,146,166
ENSG00000180900.18,chr8,143815213,143815816,TSS,False,121,166
ENSG00000169398.19,chr8,140864399,140890542,ES,False,33,184
ENSG00000169398.19,chr8,140890769,141001124,ES,False,89,165
ENSG00000169398.19,chr8,141001124,141001674,TSS,True,46,214
ENSG00000134013.15,chr8,23403953,23404194,TSS,True,120,291
ENSG00000134013.15,chr8,23316948,23316972,TSS,True,252,289
ENSG00000147649.9,chr8,97691188,97706625,ES,False,17,158
ENSG00000147649.9,chr8,97643970,97644887,TSS,True,99,293
ENSG00000147649.9,chr8,97706680,97706750,TSS,True,185,250
ENSG00000147649.9,chr8,97713661,97713735,PAS,True,117,268
ENSG00000147649.9,chr8,97724599,97730251,PAS,True,201,273
ENSG00000147649.9,chr8,97661071,97661158,PAS,True,151,194
ENSG00000164930.11,chr8,103325498,103329654,ES,False,12,113
ENSG00000164930.11,chr8,103298515,103298995,TSS,True,17,120
ENSG00000161016.17,chr8,144792365,144792428,TSS,False,1256,1718
ENSG00000164823.10,chr8,89902516,89902837,TSS,True,22,166
ENSG00000169139.11,chr8,48008406,48008470,TSS,False,55,332
ENSG00000164733.20,chr8,11853479,11868000,ME,False,88,101
ENSG00000164733.20,chr8,11853479,11868000,ME,False,88,101
ENSG00000164733.20,chr8,11853479,11868000,ME,False,88,101
ENSG00000164733.20,chr8,11853479,11868000,ES,False,755,864
ENSG00000164733.20,chr8,11868000,11868173,TSS,True,118,982
ENSG00000104522.15,chr8,143612965,143613195,IR,False,78,105
ENSG00000104522.15,chr8,143613603,143613750,IR,False,92,103
ENSG00000104522.15,chr8,143612612,143612965,PAS,True,27,105
ENSG00000104522.15,chr8,143612616,143613295,PAS,True,85,105
ENSG00000104522.15,chr8,143617473,143618177,TSS,False,32,117
ENSG00000185122.10,chr8,144291531,144291874,TSS,True,52,243
ENSG00000185122.10,chr8,144311962,144312244,TSS,True,207,236
ENSG00000153310.19,chr8,129903350,129970942,ES,False,121,211
ENSG00000153310.19,chr8,129939607,129939904,TSS,True,263,350
ENSG00000153310.19,chr8,130016369,130016704,TSS,True,182,351
ENSG00000153310.19,chr8,130016606,130016801,TSS,True,293,351
ENSG00000121022.13,chr8,67061853,67062151,TSS,True,32,121
ENSG00000121022.13,chr8,67045811,67045883,TSS,True,100,121
ENSG00000179950.13,chr8,143818534,143821596,ES,False,170,409
ENSG00000179950.13,chr8,143821913,143829279,ES,False,87,368
ENSG00000179950.13,chr8,143824396,143829279,3AS,False,41,280
ENSG00000179950.13,chr8,143829279,143829376,TSS,True,140,508
ENSG00000160932.10,chr8,143018463,143018586,TSS,True,27,111
ENSG00000164924.17,chr8,100951928,100952852,TSS,True,418,1463
ENSG00000176853.15,chr8,123768417,123768774,TSS,True,60,152
ENSG00000176853.15,chr8,123812518,123815452,PAS,True,20,106
ENSG00000008988.9,chr8,56074380,56074668,TSS,True,201,901
ENSG00000008988.9,chr8,56074059,56074334,TSS,True,742,901
ENSG00000147684.8,chr8,124539101,124539287,TSS,True,268,382
ENSG00000132294.14,chr8,131904055,131904322,TSS,True,19,159
ENSG00000132294.14,chr8,132010789,132013631,PAS,True,17,156
ENSG00000104388.14,chr8,60516905,60517253,TSS,True,44,220
ENSG00000104388.14,chr8,60620673,60623626,PAS,True,35,187
ENSG00000104388.14,chr8,60584722,60586312,PAS,False,164,185
ENSG00000147416.10,chr8,20197363,20197542,TSS,True,16,136
ENSG00000164919.10,chr8,99891907,99892054,TSS,True,179,219
ENSG00000164919.10,chr8,99893638,99893705,TSS,True,100,219
ENSG00000164919.10,chr8,99887489,99887529,TSS,True,170,219
ENSG00000104529.17,chr8,143581328,143586728,ES,False,65,494
ENSG00000104529.17,chr8,143586849,143597347,3AS,False,41,354
ENSG00000104529.17,chr8,143597347,143598252,TSS,True,592,953
ENSG00000104529.17,chr8,143580011,143580053,TSS,True,684,936
ENSG00000104529.17,chr8,143586728,143591599,TSS,True,829,937
ENSG00000156482.10,chr8,98045507,98045561,TSS,False,870,1119
ENSG00000156482.10,chr8,98042644,98042697,TSS,True,321,1114
ENSG00000048392.11,chr8,102238826,102239059,TSS,True,26,171
ENSG00000104472.9,chr8,140511297,140511646,TSS,True,33,142
ENSG00000120533.12,chr8,109334402,109336127,5AS,False,27,115
ENSG00000120533.12,chr8,109334320,109334474,TSS,True,87,175
ENSG00000120533.12,chr8,109333553,109334402,TSS,False,148,175
ENSG00000120533.12,chr8,109334323,109336204,TSS,True,129,172
ENSG00000178538.9,chr8,60185418,60189985,PAS,False,66,154
ENSG00000178538.9,chr8,60205248,60208919,PAS,True,90,146
ENSG00000178538.9,chr8,60281047,60281400,TSS,True,16,155
ENSG00000160959.7,chr8,144517966,144520054,TSS,True,89,100
ENSG00000160959.7,chr8,144517956,144518041,TSS,True,65,100
ENSG00000154582.16,chr8,73959818,73972076,ES,False,172,203
ENSG00000154582.16,chr8,73972076,73972286,TSS,True,48,261
ENSG00000130193.7,chr8,142727168,142727859,TSS,True,44,123
ENSG00000130193.7,chr8,142727222,142727700,TSS,True,106,123
ENSG00000168615.11,chr8,38996752,38997160,TSS,True,22,204
ENSG00000156802.12,chr8,123319849,123321175,PAS,True,17,121
ENSG00000156802.12,chr8,123396186,123396673,TSS,False,19,121
ENSG00000155090.14,chr8,102651148,102651539,TSS,True,69,159
ENSG00000155090.14,chr8,102655565,102655727,TSS,False,116,164
ENSG00000136997.17,chr8,127736050,127736623,TSS,True,63,131
ENSG00000136997.17,chr8,127738311,127739019,TSS,True,73,131
ENSG00000235173.6,chr8,144137751,144138428,TSS,True,13,104
ENSG00000253729.7,chr8,47773106,47774377,PAS,True,65,155
ENSG00000253729.7,chr8,47786723,47789049,PAS,True,105,125
ENSG00000253729.7,chr8,47789150,47789238,TSS,True,101,115
ENSG00000253729.7,chr8,47830604,47830705,TSS,True,99,116
ENSG00000253729.7,chr8,47959972,47960199,TSS,True,123,158
ENSG00000153317.14,chr8,130443459,130444105,TSS,True,89,105
ENSG00000179632.9,chr8,144106464,144106554,IR,False,162,231
ENSG00000179632.9,chr8,144103871,144104858,TSS,True,36,246
ENSG00000160957.12,chr8,144512324,144512391,IR,True,99,118
ENSG00000160957.12,chr8,144512771,144512846,IR,True,90,125
ENSG00000160957.12,chr8,144513138,144513415,5AS,False,15,110
ENSG00000160957.12,chr8,144517601,144517896,TSS,True,155,179
ENSG00000160957.12,chr8,144517700,144517904,TSS,False,157,179
ENSG00000160948.13,chr8,144428488,144428582,TSS,True,58,111
ENSG00000160948.13,chr8,144426908,144428564,TSS,True,97,111
ENSG00000137575.11,chr8,58572314,58575902,3AS,False,80,301
ENSG00000104635.13,chr8,22367230,22367408,TSS,True,40,291
ENSG00000067167.7,chr8,70608076,70608444,TSS,True,37,345
ENSG00000213563.6,chr8,144526639,144526959,IR,False,32,131
ENSG00000213563.6,chr8,144526215,144526639,PAS,False,99,131
ENSG00000213563.6,chr8,144528760,144529116,TSS,True,41,131
ENSG00000261236.7,chr8,144291271,144291451,TSS,True,90,322
ENSG00000047249.17,chr8,53843033,53843431,TSS,False,21,113
ENSG00000070756.15,chr8,100721390,100722092,TSS,True,132,810
ENSG00000104320.13,chr8,89981523,89982721,ES,False,93,112
ENSG00000104320.13,chr8,89933325,89935612,PAS,True,18,116
ENSG00000104320.13,chr8,89953033,89953691,PAS,True,102,115
ENSG00000120885.21,chr8,27614654,27614703,TSS,True,58,267
ENSG00000147604.13,chr8,73293598,73293664,TSS,True,152,836
ENSG00000147604.13,chr8,73291042,73291081,TSS,True,735,833
ENSG00000137547.8,chr8,54135205,54135391,TSS,True,48,143
ENSG00000160972.9,chr8,144477943,144478127,TSS,True,73,109
ENSG00000160972.9,chr8,144478288,144478522,TSS,False,92,109
ENSG00000160972.9,chr8,144496481,144497453,TSS,True,85,109
ENSG00000155097.11,chr8,103021021,103021225,TSS,True,53,169
ENSG00000185803.9,chr8,144358900,144359183,5AS,False,19,167
ENSG00000185803.9,chr8,144358550,144358610,TSS,True,225,252
ENSG00000185803.9,chr8,144358554,144359065,TSS,True,92,252
ENSG00000179091.4,chr8,144095054,144095228,TSS,False,100,742
ENSG00000067225.17,chr15,72231115,72231260,TSS,False,557,3864
ENSG00000185043.11,chr15,90233703,90233918,5AS,False,26,248
ENSG00000185043.11,chr15,90233834,90233970,TSS,True,96,322
ENSG00000166920.12,chr15,45430655,45430769,IR,False,159,244
ENSG00000166920.12,chr15,45430605,45430655,TSS,True,93,252
ENSG00000166920.12,chr15,45430610,45430832,TSS,True,171,252
ENSG00000140545.14,chr15,88899532,88901550,ES,False,56,137
ENSG00000140545.14,chr15,88898681,88899532,PAS,True,149,298
ENSG00000140545.14,chr15,88903468,88905901,PAS,True,136,230
ENSG00000140545.14,chr15,88913246,88913458,TSS,True,879,1037
ENSG00000137776.16,chr15,58879023,58880107,PAS,True,84,110
ENSG00000137776.16,chr15,58893840,58893987,PAS,False,68,101
ENSG00000137776.16,chr15,58893939,58894193,PAS,True,68,101
ENSG00000137776.16,chr15,58933403,58934025,TSS,True,43,111
ENSG00000041357.15,chr15,78540463,78541904,5AS,False,15,135
ENSG00000041357.15,chr15,78540409,78540539,TSS,True,215,338
ENSG00000041357.15,chr15,78545633,78545764,TSS,True,183,337
ENSG00000175265.17,chr15,34382526,34382796,3AS,True,39,140
ENSG00000175265.17,chr15,34378992,34381613,PAS,True,63,211
ENSG00000175265.17,chr15,34386624,34387664,TSS,True,58,167
ENSG00000175265.17,chr15,34437397,34437875,TSS,False,153,217
ENSG00000140521.13,chr15,89317536,89318540,ES,False,85,100
ENSG00000140521.13,chr15,89315963,89316827,PAS,True,12,116
ENSG00000140521.13,chr15,89334684,89334907,TSS,True,75,119
ENSG00000140521.13,chr15,89333095,89334957,TSS,True,96,119
ENSG00000140521.13,chr15,89334672,89334987,TSS,True,98,119
ENSG00000181026.14,chr15,88621258,88621382,TSS,False,54,111
ENSG00000169410.9,chr15,75578713,75579472,TSS,True,27,108
ENSG00000159322.17,chr15,72752892,72755555,3AS,False,98,182
ENSG00000159322.17,chr15,72758230,72760372,IR,True,93,105
ENSG00000159322.17,chr15,72751294,72752895,PAS,True,113,196
ENSG00000159322.17,chr15,72751294,72752892,PAS,True,97,196
ENSG00000159322.17,chr15,72783458,72783781,TSS,True,46,218
ENSG00000137767.13,chr15,45634745,45635108,TSS,True,24,103
ENSG00000138600.9,chr15,50725323,50726320,ES,False,74,127
ENSG00000128989.10,chr15,52568847,52569144,TSS,True,31,118
ENSG00000128989.10,chr15,52569115,52569167,TSS,True,102,118
ENSG00000069966.18,chr15,52179767,52180007,TSS,True,38,215
ENSG00000198826.10,chr15,32629675,32632978,5AS,False,40,246
ENSG00000198826.10,chr15,32615449,32616340,TSS,True,40,289
ENSG00000140262.17,chr15,57263274,57273032,3AS,False,20,157
ENSG00000140262.17,chr15,56918481,56918906,TSS,True,39,176
ENSG00000140262.17,chr15,57286156,57291295,PAS,True,21,171
ENSG00000166825.13,chr15,89806806,89814771,3AS,False,68,122
ENSG00000166825.13,chr15,89814771,89815115,TSS,True,203,325
ENSG00000166825.13,chr15,89805969,89806801,TSS,True,224,325
ENSG00000174442.11,chr15,66505091,66505391,TSS,True,16,143
ENSG00000174442.11,chr15,66548350,66550130,PAS,True,19,129
ENSG00000174442.11,chr15,66546590,66546705,PAS,True,113,129
ENSG00000128951.13,chr15,48331479,48332267,5AS,False,27,148
ENSG00000128951.13,chr15,48331405,48331479,TSS,True,210,240
ENSG00000128951.13,chr15,48331399,48332406,TSS,False,169,240
ENSG00000128951.13,chr15,48331409,48331795,TSS,True,121,240
ENSG00000137818.11,chr15,69452816,69453020,TSS,False,844,2041
ENSG00000137818.11,chr15,69452818,69455287,TSS,True,1283,2041
ENSG00000137807.15,chr15,69423329,69426069,ES,False,127,195
ENSG00000137807.15,chr15,69414113,69414476,TSS,True,34,210
ENSG00000137807.15,chr15,69438247,69438390,PAS,False,179,204
ENSG00000137807.15,chr15,69447791,69448427,PAS,True,26,208
ENSG00000166887.15,chr15,42208080,42208335,TSS,True,42,165
ENSG00000179335.18,chr15,74615703,74615898,TSS,False,28,120
ENSG00000140374.15,chr15,76292700,76311349,ES,False,40,158
ENSG00000138594.13,chr15,51829629,51829836,TSS,True,25,136
ENSG00000140553.17,chr15,90935330,90935543,5AS,False,50,110
ENSG00000140553.17,chr15,90935216,90935330,TSS,True,140,189
ENSG00000140553.17,chr15,90935268,90935375,TSS,True,131,189
ENSG00000140157.14,chr15,22838921,22839654,5AS,False,75,103
ENSG00000140157.14,chr15,22838921,22851638,ES,False,100,202
ENSG00000140157.14,chr15,22838921,22851638,5AS,False,100,162
ENSG00000140157.14,chr15,22839790,22851638,ES,False,50,105
ENSG00000140157.14,chr15,22838643,22838921,TSS,True,76,280
ENSG00000140157.14,chr15,22838647,22839174,TSS,True,242,280
ENSG00000140319.10,chr15,40039092,40039181,TSS,True,54,403
ENSG00000166949.15,chr15,67065573,67066360,TSS,False,254,314
ENSG00000182718.16,chr15,60386086,60397942,ES,False,2849,3248
ENSG00000182718.16,chr15,60397942,60398049,TSS,True,437,3695
ENSG00000103769.9,chr15,65869441,65869625,TSS,True,27,151
ENSG00000137815.14,chr15,41417090,41417313,TSS,True,78,385
ENSG00000137815.14,chr15,41457671,41458747,PAS,True,208,322
ENSG00000137815.14,chr15,41452900,41452942,PAS,True,224,322
ENSG00000137815.14,chr15,41480580,41482981,PAS,False,263,331
ENSG00000157483.8,chr15,59372497,59373066,TSS,True,55,101
ENSG00000140416.20,chr15,63042137,63042943,TSS,True,134,341
ENSG00000140416.20,chr15,63048405,63048707,TSS,True,233,334
ENSG00000140416.20,chr15,63071089,63071915,PAS,True,42,335
ENSG00000198901.13,chr15,90967202,90969523,5AS,False,47,143
ENSG00000198901.13,chr15,90969623,90974135,ES,False,16,146
ENSG00000198901.13,chr15,90966037,90967202,PAS,True,28,184
ENSG00000198901.13,chr15,90994406,90994772,TSS,True,76,217
ENSG00000198901.13,chr15,90970403,90970454,TSS,True,181,213
ENSG00000138614.14,chr15,65611097,65611613,TSS,True,60,102
ENSG00000138614.14,chr15,65610795,65611148,TSS,True,61,102
ENSG00000166797.10,chr15,64093644,64093908,TSS,True,24,113
ENSG00000166173.10,chr15,70831571,70833116,PAS,True,56,107
ENSG00000166173.10,chr15,70851430,70851720,PAS,False,60,106
ENSG00000166173.10,chr15,70853888,70854159,TSS,True,18,115
ENSG00000140367.11,chr15,75854487,75868950,ES,False,43,152
ENSG00000170113.15,chr15,22812253,22820312,ES,False,129,168
ENSG00000170113.15,chr15,22786598,22786834,TSS,True,28,202
ENSG00000178741.11,chr15,74937914,74938120,TSS,True,91,312
ENSG00000140575.12,chr15,90388211,90388396,TSS,True,105,420
ENSG00000140575.12,chr15,90476662,90476700,PAS,True,297,370
ENSG00000140575.12,chr15,90499994,90502239,PAS,True,137,405
ENSG00000184254.16,chr15,100879440,100880006,TSS,True,57,406
ENSG00000273749.4,chr15,22980286,22980440,TSS,True,228,439
ENSG00000273749.4,chr15,22947168,22948198,TSS,True,359,439
ENSG00000185442.12,chr15,92655315,92655801,TSS,True,18,104
ENSG00000170776.21,chr15,85380473,85380798,TSS,True,43,129
ENSG00000170776.21,chr15,85578991,85582107,TSS,True,106,121
ENSG00000170776.21,chr15,85684740,85686620,PAS,True,28,112
ENSG00000166557.12,chr15,79311108,79311417,TSS,True,23,181
