gene,chr,start,end,splice_type,novel,type_B_pancreatic_cell_ENCFF058HQU_in_cov,type_B_pancreatic_cell_ENCFF058HQU_total_cov
ENSG00000137824.15,chr15,40755198,40755282,TSS,True,83,115
ENSG00000174442.11,chr15,66505391,66508840,3AS,False,89,108
ENSG00000174442.11,chr15,66548350,66550130,PAS,True,59,113
ENSG00000174442.11,chr15,66546590,66546705,PAS,True,59,113
ENSG00000166855.9,chr15,65148850,65150913,PAS,True,42,125
ENSG00000166855.9,chr15,65152318,65152536,PAS,True,103,125
ENSG00000140455.16,chr15,63504830,63532646,ES,False,104,116
ENSG00000173575.20,chr15,92900824,92901166,IR,True,103,123
ENSG00000173575.20,chr15,92900174,92900824,TSS,True,58,166
ENSG00000173575.20,chr15,92984329,92985213,PAS,True,128,148
ENSG00000173575.20,chr15,92937517,92937596,PAS,True,115,129
ENSG00000173575.20,chr15,92929029,92929091,PAS,True,114,129
ENSG00000173575.20,chr15,92901166,92902294,PAS,True,111,128
ENSG00000173575.20,chr15,92942842,92943039,PAS,True,119,133
ENSG00000137807.15,chr15,69423329,69426069,ES,False,47,120
ENSG00000137807.15,chr15,69438247,69438390,PAS,False,48,123
ENSG00000137807.15,chr15,69447791,69448427,PAS,True,83,124
ENSG00000103671.9,chr15,64387771,64387964,TSS,True,18,171
ENSG00000138592.13,chr15,50424514,50439008,ES,False,90,129
ENSG00000138592.13,chr15,50424514,50439008,5AS,False,90,151
ENSG00000138592.13,chr15,50424230,50424514,TSS,True,82,211
ENSG00000138592.13,chr15,50424347,50424654,TSS,True,150,211
ENSG00000104064.17,chr15,50289665,50300788,3AS,False,19,131
ENSG00000104064.17,chr15,50300902,50301256,5AS,False,72,128
ENSG00000104064.17,chr15,50277251,50278784,PAS,True,31,132
ENSG00000104064.17,chr15,50283536,50286183,PAS,True,103,132
ENSG00000179335.18,chr15,74620225,74622493,ES,False,27,139
ENSG00000179335.18,chr15,74615703,74615898,TSS,False,17,147
ENSG00000140374.15,chr15,76292700,76311349,ES,False,57,296
ENSG00000140374.15,chr15,76311349,76311487,TSS,True,49,354
ENSG00000140374.15,chr15,76295590,76295738,TSS,True,309,354
ENSG00000138594.13,chr15,51829629,51829836,TSS,True,22,155
ENSG00000138594.13,chr15,51908775,51912138,PAS,True,18,135
ENSG00000140553.17,chr15,90935330,90935543,5AS,False,210,297
ENSG00000140553.17,chr15,90935216,90935330,TSS,True,123,333
ENSG00000140553.17,chr15,90935268,90935375,TSS,True,245,333
ENSG00000237289.9,chr15,43593271,43594107,3AS,True,34,272
ENSG00000237289.9,chr15,43592985,43594367,TSS,True,291,341
ENSG00000237289.9,chr15,43593059,43593271,TSS,True,56,341
ENSG00000166035.10,chr15,58568715,58569845,PAS,True,43,196
ENSG00000166035.10,chr15,58560863,58560946,PAS,True,171,196
ENSG00000182718.16,chr15,60386086,60397942,ME,False,769,871
ENSG00000033800.13,chr15,68054293,68054350,TSS,True,29,187
ENSG00000167004.12,chr15,43771104,43773277,PAS,True,292,2623
ENSG00000140416.20,chr15,63042137,63042943,TSS,True,98,744
ENSG00000140416.20,chr15,63048405,63048707,TSS,True,660,737
ENSG00000138614.14,chr15,65607442,65611097,5AS,False,130,168
ENSG00000138614.14,chr15,65611097,65611613,TSS,True,64,204
ENSG00000138614.14,chr15,65610795,65611148,TSS,True,173,204
ENSG00000166922.8,chr15,32679915,32684559,3AS,False,228,475
ENSG00000140575.12,chr15,90388211,90388396,TSS,True,89,486
ENSG00000140575.12,chr15,90476662,90476700,PAS,True,120,429
ENSG00000140575.12,chr15,90499994,90502239,PAS,True,434,485
ENSG00000140575.12,chr15,90474484,90474694,PAS,True,358,427
ENSG00000273749.4,chr15,22867051,22870192,PAS,True,26,188
ENSG00000273749.4,chr15,22934515,22937208,PAS,True,90,102
ENSG00000273749.4,chr15,22980286,22980440,TSS,True,94,188
ENSG00000138593.8,chr15,49012645,49012817,PAS,True,87,104
ENSG00000138593.8,chr15,49016853,49017015,PAS,True,40,104
ENSG00000156958.14,chr15,49155658,49156016,TSS,True,85,170
ENSG00000156958.14,chr15,49170013,49170375,TSS,True,96,170
ENSG00000128923.10,chr15,58770994,58772235,TSS,True,26,118
ENSG00000128923.10,chr15,58854481,58859813,PAS,True,30,104
ENSG00000128923.10,chr15,58854484,58860267,PAS,True,86,104
ENSG00000166477.12,chr15,51938024,51938260,PAS,True,115,230
ENSG00000166477.12,chr15,51951842,51951979,PAS,True,186,230
ENSG00000166477.12,chr15,51954521,51954575,PAS,True,173,230
ENSG00000166200.14,chr15,49137437,49139527,3AS,False,150,311
ENSG00000128928.8,chr15,40418129,40421308,PAS,True,13,113
ENSG00000137845.14,chr15,58593168,58597641,PAS,True,29,146
ENSG00000137845.14,chr15,58749479,58749821,TSS,True,57,165
ENSG00000103591.12,chr15,67236820,67254558,5AS,False,268,305
ENSG00000103591.12,chr15,67254558,67254693,TSS,False,53,322
ENSG00000184056.14,chr15,91007964,91009800,5AS,True,97,108
ENSG00000137822.12,chr15,43397321,43398040,3AS,False,87,117
ENSG00000137822.12,chr15,43404552,43405201,IR,True,110,124
ENSG00000137822.12,chr15,43371042,43371432,TSS,True,22,136
ENSG00000137822.12,chr15,43405201,43409769,PAS,True,24,134
ENSG00000140297.12,chr15,59611280,59611981,TSS,True,133,308
ENSG00000140297.12,chr15,59616473,59616881,TSS,True,251,308
ENSG00000140297.12,chr15,59617940,59618086,TSS,False,257,308
ENSG00000086666.18,chr15,80059809,80120327,ES,False,208,282
ENSG00000086666.18,chr15,80072647,80120327,ES,False,46,112
ENSG00000086666.18,chr15,80059654,80059809,TSS,True,180,462
ENSG00000086666.18,chr15,80072548,80072647,TSS,True,350,462
ENSG00000128891.15,chr15,40552807,40554127,PAS,True,13,107
ENSG00000177082.12,chr15,84645836,84646183,ES,False,141,168
ENSG00000177082.12,chr15,84645836,84646183,IR,False,141,163
ENSG00000177082.12,chr15,84653699,84654233,5AS,False,121,180
ENSG00000177082.12,chr15,84654226,84654343,TSS,False,152,211
ENSG00000177082.12,chr15,84654233,84654293,TSS,False,90,211
ENSG00000185787.14,chr15,78872781,78873057,TSS,True,117,531
ENSG00000103978.15,chr15,42228820,42233212,ME,False,184,489
ENSG00000223572.9,chr15,43692861,43693103,TSS,True,58,339
ENSG00000223572.9,chr15,43693604,43694199,TSS,True,290,339
ENSG00000138629.15,chr15,74461036,74461177,TSS,False,66,115
ENSG00000138629.15,chr15,74461107,74461179,TSS,True,71,115
ENSG00000184277.12,chr15,101650161,101652270,ES,False,68,102
ENSG00000184277.12,chr15,101652270,101652389,TSS,False,14,117
ENSG00000140465.13,chr15,74723123,74725440,3AS,False,722,1909
ENSG00000140465.13,chr15,74725440,74725530,TSS,True,265,2212
ENSG00000137831.14,chr15,70676591,70678098,ES,False,27,193
ENSG00000137831.14,chr15,70763329,70763564,TSS,True,32,201
ENSG00000137831.14,chr15,70701876,70702333,TSS,True,179,200
ENSG00000157823.16,chr15,89871546,89888520,ES,False,109,147
ENSG00000157823.16,chr15,89893880,89894340,TSS,True,30,177
ENSG00000134152.10,chr15,34163690,34209950,ES,False,168,193
ENSG00000134152.10,chr15,34137870,34142371,PAS,True,39,218
ENSG00000134152.10,chr15,34209950,34210126,TSS,True,22,218
ENSG00000140299.11,chr15,59689134,59689345,TSS,True,25,102
ENSG00000185551.14,chr15,96325556,96326352,TSS,False,57,275
ENSG00000179010.14,chr4,6640708,6640827,IR,False,375,1290
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,923,1298
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,384,1298
ENSG00000168214.20,chr4,26321048,26386352,ES,False,63,116
ENSG00000168214.20,chr4,26320803,26321048,TSS,True,46,162
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,85,152
ENSG00000109180.14,chr4,48831092,48831496,TSS,True,110,152
ENSG00000151726.13,chr4,184768450,184773080,ME,False,240,318
ENSG00000151726.13,chr4,184825915,184826101,TSS,True,341,390
ENSG00000151726.13,chr4,184805526,184805712,TSS,False,171,390
ENSG00000251022.6,chr4,82894847,82897988,ES,True,25,100
ENSG00000251022.6,chr4,82900333,82900583,TSS,True,18,128
ENSG00000152795.17,chr4,82424883,82425562,IR,False,64,124
ENSG00000152795.17,chr4,82425667,82426036,IR,False,75,134
ENSG00000138777.19,chr4,105369068,105369753,PAS,True,28,141
ENSG00000138777.19,chr4,105473893,105474085,TSS,True,18,144
ENSG00000109819.8,chr4,23824353,23824462,3AS,False,136,165
ENSG00000109819.8,chr4,23792020,23795925,PAS,True,24,190
ENSG00000109819.8,chr4,23889903,23890126,TSS,True,40,199
ENSG00000118785.13,chr4,87980126,87981474,ES,False,821,2700
ENSG00000179059.9,chr4,187995840,187999608,ES,False,101,160
ENSG00000179059.9,chr4,187999685,188002712,3AS,True,70,165
ENSG00000179059.9,chr4,188002712,188005050,PAS,True,97,169
ENSG00000179059.9,chr4,188002709,188005242,PAS,True,85,169
ENSG00000138678.10,chr4,83536001,83536206,TSS,True,346,399
ENSG00000138678.10,chr4,83536057,83536763,TSS,True,122,399
ENSG00000169019.10,chr4,47453214,47456582,5AS,True,13,126
ENSG00000129187.14,chr4,182915575,182917310,5AS,False,52,112
ENSG00000129187.14,chr4,182917287,182917475,TSS,True,63,123
ENSG00000129187.14,chr4,182917310,182917565,TSS,True,69,123
ENSG00000168564.5,chr4,183445634,183446087,5AS,False,115,226
ENSG00000164070.11,chr4,127832682,127834548,PAS,True,96,107
ENSG00000164070.11,chr4,127820427,127820469,PAS,True,60,107
ENSG00000164070.11,chr4,127822768,127822798,PAS,True,72,107
ENSG00000138640.14,chr4,88725888,88728659,PAS,True,77,121
ENSG00000138640.14,chr4,88731374,88731428,PAS,True,86,121
ENSG00000138640.14,chr4,88748073,88749033,PAS,False,104,116
ENSG00000138640.14,chr4,89056937,89057195,TSS,True,103,123
ENSG00000138640.14,chr4,88822975,88823773,TSS,True,28,109
ENSG00000078177.13,chr4,40056528,40057030,TSS,True,16,109
ENSG00000164104.11,chr4,173334271,173334447,TSS,False,13,127
ENSG00000109805.9,chr4,17843301,17848063,PAS,True,62,101
ENSG00000109805.9,chr4,17840070,17841879,PAS,True,81,101
ENSG00000109805.9,chr4,17834298,17834392,PAS,True,75,100
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,104,571
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,484,571
ENSG00000132406.11,chr4,4235541,4236256,PAS,True,23,102
ENSG00000132406.11,chr4,4248105,4248232,TSS,False,14,102
ENSG00000138642.14,chr4,88398209,88404875,ES,True,98,109
ENSG00000138642.14,chr4,88378722,88379120,TSS,True,13,118
ENSG00000138642.14,chr4,88442233,88443098,PAS,True,28,118
ENSG00000138642.14,chr4,88440147,88443097,PAS,True,102,118
ENSG00000163110.14,chr4,94451851,94451995,TSS,True,32,126
ENSG00000163110.14,chr4,94663977,94668223,PAS,True,18,117
ENSG00000170502.12,chr4,87422567,87423012,TSS,True,16,147
ENSG00000109654.14,chr4,153295124,153296036,TSS,True,62,116
ENSG00000109654.14,chr4,153334813,153339317,PAS,True,21,115
ENSG00000171476.21,chr4,56656012,56681254,ES,False,367,421
ENSG00000171476.21,chr4,56681254,56681370,TSS,True,137,564
ENSG00000171476.21,chr4,56656343,56656478,TSS,True,466,552
ENSG00000145216.15,chr4,53377923,53379224,ES,False,80,118
ENSG00000145216.15,chr4,53391139,53399729,ES,False,98,115
ENSG00000145216.15,chr4,53399839,53425871,ES,False,50,122
ENSG00000145216.15,chr4,53428183,53442652,ES,False,65,120
ENSG00000132466.18,chr4,73135265,73141740,ES,False,38,105
ENSG00000132466.18,chr4,73073973,73076290,PAS,True,154,181
ENSG00000132466.18,chr4,73102143,73102547,PAS,False,16,154
ENSG00000132466.18,chr4,73142639,73142704,TSS,True,79,183
ENSG00000087008.15,chr4,8370994,8374977,ES,False,48,169
ENSG00000087008.15,chr4,8415999,8428350,ES,False,19,174
ENSG00000087008.15,chr4,8364702,8367080,PAS,True,28,202
ENSG00000087008.15,chr4,8428350,8428501,TSS,True,27,202
ENSG00000154274.14,chr4,37453918,37454040,TSS,True,88,101
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,409,659
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,515,659
ENSG00000109332.19,chr4,102827943,102828141,TSS,False,523,659
ENSG00000109332.19,chr4,102827591,102827920,TSS,True,584,659
ENSG00000174227.15,chr4,521249,521659,5AS,False,33,215
ENSG00000174227.15,chr4,499167,499489,TSS,True,30,236
ENSG00000164305.18,chr4,184638468,184649394,ES,False,283,348
ENSG00000014824.13,chr4,41990482,41990760,TSS,True,24,193
ENSG00000014824.13,chr4,42086081,42091812,PAS,True,50,188
ENSG00000014824.13,chr4,42078211,42078909,PAS,True,166,188
ENSG00000164163.10,chr4,145127525,145129522,PAS,True,27,117
ENSG00000164163.10,chr4,145119931,145122513,PAS,True,99,116
ENSG00000170006.11,chr4,152679869,152680183,TSS,True,26,194
ENSG00000163293.11,chr4,48016851,48025067,5AS,False,22,203
ENSG00000163293.11,chr4,48016771,48016851,TSS,True,196,218
ENSG00000163293.11,chr4,48016769,48016885,TSS,True,37,218
ENSG00000118777.11,chr4,88113547,88114956,3AS,True,38,240
ENSG00000118777.11,chr4,88140014,88158576,5AS,True,44,216
ENSG00000118777.11,chr4,88158385,88159057,TSS,True,76,259
ENSG00000118777.11,chr4,88158576,88159059,TSS,False,211,259
ENSG00000174780.16,chr4,56501683,56503681,PAS,True,269,314
ENSG00000174780.16,chr4,56491430,56491674,PAS,True,73,314
ENSG00000138757.14,chr4,75673207,75673440,TSS,True,47,177
ENSG00000047315.15,chr4,57005245,57005375,PAS,True,86,137
ENSG00000047315.15,chr4,57030898,57031162,PAS,True,74,145
ENSG00000168769.13,chr4,105146979,105233896,ES,False,26,104
ENSG00000168769.13,chr4,105146518,105146979,TSS,True,16,120
ENSG00000145293.15,chr4,82430884,82447919,5AS,False,52,353
ENSG00000145293.15,chr4,82430568,82430913,TSS,True,54,355
ENSG00000145293.15,chr4,82429641,82430884,TSS,True,303,355
ENSG00000151725.11,chr4,184697803,184702088,ES,False,21,120
ENSG00000109586.11,chr4,173168323,173168961,TSS,True,35,202
ENSG00000164039.14,chr4,103085462,103086479,5AS,False,132,167
ENSG00000164039.14,chr4,103085462,103086479,IR,False,132,176
ENSG00000109323.9,chr4,102760717,102761013,TSS,True,22,158
ENSG00000164144.15,chr4,152780091,152829624,5AS,False,63,181
ENSG00000164144.15,chr4,152863714,152872451,ES,False,43,189
ENSG00000164144.15,chr4,152779872,152780226,TSS,True,88,206
ENSG00000164144.15,chr4,152779850,152780091,TSS,True,136,206
ENSG00000164144.15,chr4,152910063,152912363,PAS,True,24,199
ENSG00000178988.10,chr4,6708643,6709230,5AS,True,153,173
ENSG00000178988.10,chr4,6708643,6709230,IR,True,153,178
ENSG00000178988.10,chr4,6707700,6708643,PAS,False,25,198
ENSG00000178988.10,chr4,6709230,6709883,TSS,True,46,198
ENSG00000164089.8,chr4,108760306,108762842,5AS,False,516,583
ENSG00000164089.8,chr4,108762842,108763085,TSS,True,92,631
ENSG00000090989.17,chr4,55853797,55858313,5AS,False,43,152
ENSG00000090989.17,chr4,55883928,55890222,ES,False,17,153
ENSG00000090989.17,chr4,55853644,55853797,TSS,True,117,160
ENSG00000090989.17,chr4,55853619,55853953,TSS,True,51,160
ENSG00000090989.17,chr4,55904342,55905096,PAS,True,116,160
ENSG00000090989.17,chr4,55899684,55899821,PAS,True,61,160
ENSG00000138674.16,chr4,82881937,82891087,3AS,False,31,130
ENSG00000138674.16,chr4,82817500,82819253,PAS,True,110,192
ENSG00000138674.16,chr4,82860658,82863392,PAS,True,132,152
ENSG00000138674.16,chr4,82864385,82864598,PAS,True,115,150
ENSG00000138674.16,chr4,82891087,82891255,TSS,False,61,193
ENSG00000132463.13,chr4,70839470,70839959,TSS,False,90,113
ENSG00000132463.13,chr4,70839227,70839890,TSS,False,90,113
ENSG00000132463.13,chr4,70839176,70839357,TSS,True,84,113
ENSG00000153147.5,chr4,143543852,143543972,PAS,True,245,312
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,271,318
ENSG00000153147.5,chr4,143547927,143548141,PAS,True,253,315
ENSG00000168824.14,chr4,4386535,4387173,TSS,True,59,408
ENSG00000138796.16,chr4,107989682,107990064,TSS,True,20,177
ENSG00000138760.9,chr4,76213426,76213926,TSS,True,18,139
ENSG00000141127.14,chr17,18858261,18865801,ES,False,37,143
ENSG00000141127.14,chr17,18858099,18858261,TSS,True,23,166
ENSG00000141027.20,chr17,16126206,16137310,3AS,False,146,291
ENSG00000141027.20,chr17,16149517,16151945,ES,False,232,421
ENSG00000141027.20,chr17,16194639,16198600,5AS,True,98,121
ENSG00000141027.20,chr17,16194639,16215361,ES,False,298,423
ENSG00000141027.20,chr17,16126116,16126206,PAS,False,288,434
ENSG00000141027.20,chr17,16126101,16126209,PAS,True,289,434
ENSG00000141027.20,chr17,16136201,16137412,PAS,True,388,434
ENSG00000141027.20,chr17,16149449,16149517,PAS,True,381,433
ENSG00000141027.20,chr17,16215361,16215591,TSS,True,56,479
ENSG00000188554.13,chr17,43171179,43171302,TSS,True,55,147
ENSG00000188554.13,chr17,43209900,43211688,PAS,True,16,142
ENSG00000141699.10,chr17,42609085,42609558,TSS,True,40,121
ENSG00000008838.19,chr17,40020350,40021954,3AS,True,30,154
ENSG00000008838.19,chr17,40053635,40054360,3AS,False,43,122
ENSG00000008838.19,chr17,40054360,40054708,TSS,True,37,159
ENSG00000131473.16,chr17,41893174,41897748,ES,False,33,113
ENSG00000131473.16,chr17,41918879,41919084,TSS,True,82,157
ENSG00000278053.4,chr17,37609738,37614353,PAS,True,123,244
ENSG00000278053.4,chr17,37619767,37619839,PAS,False,129,242
ENSG00000161533.11,chr17,75957566,75978533,ME,False,43,230
ENSG00000171346.15,chr17,41516964,41517082,IR,False,251,286
ENSG00000171346.15,chr17,41518461,41521684,ES,False,107,122
ENSG00000171346.15,chr17,41518461,41521684,3AS,True,107,124
ENSG00000171346.15,chr17,41513742,41514120,PAS,True,53,318
ENSG00000171346.15,chr17,41518329,41518977,TSS,True,255,314
ENSG00000171346.15,chr17,41521684,41521964,TSS,True,175,318
ENSG00000171346.15,chr17,41518887,41519026,TSS,True,258,314
ENSG00000136485.14,chr17,63550459,63550815,TSS,True,37,104
ENSG00000136485.14,chr17,63594202,63594279,PAS,True,92,104
ENSG00000072210.18,chr17,19648716,19649124,TSS,True,30,287
ENSG00000070540.12,chr17,68450897,68457341,ES,False,25,121
ENSG00000141198.15,chr17,54961234,54964677,PAS,True,37,176
ENSG00000141198.15,chr17,54937108,54938515,PAS,True,153,175
ENSG00000171928.13,chr17,18781147,18781305,TSS,True,52,499
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,136,248
ENSG00000141279.15,chr17,47545906,47545993,TSS,True,210,248
ENSG00000141279.15,chr17,47569412,47569494,TSS,False,202,248
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,44,294
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,91,393
ENSG00000006042.11,chr17,32928237,32931474,ES,False,66,421
ENSG00000010244.18,chr17,32365487,32367771,ES,False,95,370
ENSG00000010244.18,chr17,32350124,32350326,TSS,True,41,386
ENSG00000109065.11,chr17,74772054,74772217,IR,False,95,109
ENSG00000109065.11,chr17,74773039,74773575,IR,False,114,127
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,76,123
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,25,210
ENSG00000184009.11,chr17,81510329,81510478,IR,False,1183,4289
ENSG00000184009.11,chr17,81509970,81510329,PAS,True,3118,4316
ENSG00000184009.11,chr17,81509970,81510833,PAS,True,1223,4307
ENSG00000221926.12,chr17,15651090,15651858,TSS,True,27,262
ENSG00000171401.14,chr17,41501362,41502373,3AS,False,231,323
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,72,434
ENSG00000168591.15,chr17,44186948,44187109,TSS,True,83,110
ENSG00000168591.15,chr17,44186963,44187743,TSS,True,65,110
ENSG00000168591.15,chr17,44187192,44187431,TSS,True,88,110
ENSG00000168591.15,chr17,44190500,44191930,PAS,True,16,106
ENSG00000121073.14,chr17,49706309,49706964,3AS,False,39,124
ENSG00000133193.12,chr17,73209768,73227164,ES,False,101,127
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,26,131
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,36,128
ENSG00000168610.14,chr17,42388278,42388586,TSS,True,20,150
ENSG00000181885.18,chr17,7261820,7263184,TSS,True,89,439
ENSG00000181885.18,chr17,7263158,7263234,TSS,True,368,439
ENSG00000258890.6,chr17,64514358,64519320,ES,False,30,100
ENSG00000258890.6,chr17,64537602,64537951,PAS,True,39,110
ENSG00000258890.6,chr17,64530925,64531598,PAS,True,95,106
ENSG00000132581.9,chr17,28661725,28662182,TSS,True,24,142
ENSG00000132581.9,chr17,28662045,28662197,TSS,True,120,142
ENSG00000087995.15,chr17,62424012,62424218,IR,False,99,136
ENSG00000087995.15,chr17,62423881,62424310,TSS,True,101,138
ENSG00000087995.15,chr17,62423884,62424012,TSS,True,39,138
ENSG00000108465.14,chr17,47974448,47975158,IR,False,240,315
ENSG00000108465.14,chr17,47975653,47975868,IR,False,233,329
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,50,348
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,53,440
ENSG00000092931.11,chr17,76737538,76738448,TSS,True,72,110
ENSG00000092931.11,chr17,76737677,76738165,TSS,True,68,110
ENSG00000109046.14,chr17,27306882,27309099,ES,True,869,1008
ENSG00000109046.14,chr17,27307907,27309099,5AS,True,21,138
ENSG00000109046.14,chr17,27307907,27309099,IR,True,21,108
ENSG00000109046.14,chr17,27307919,27309099,IR,True,113,193
ENSG00000173786.16,chr17,41966715,41966887,TSS,False,11,101
ENSG00000168259.14,chr17,41976420,41976770,PAS,True,86,222
