gene,chr,start,end,splice_type,novel,left_ventricle_myocardium_superior_ENCFF850YMO_in_cov,left_ventricle_myocardium_superior_ENCFF850YMO_total_cov
ENSG00000086666.18,chr15,80072548,80072647,TSS,True,117,132
ENSG00000159251.7,chr15,34795505,34795733,TSS,False,3685,12665
ENSG00000159251.7,chr15,34794679,34795489,TSS,True,10701,12665
ENSG00000128739.22,chr15,24954852,24955062,TSS,True,101,632
ENSG00000176463.13,chr15,91853099,91854088,TSS,True,47,183
ENSG00000176463.13,chr15,92171779,92172436,PAS,True,149,188
ENSG00000176463.13,chr15,92162755,92165907,PAS,True,55,168
ENSG00000138629.15,chr15,74461036,74461177,TSS,False,88,121
ENSG00000138629.15,chr15,74461107,74461179,TSS,True,64,121
ENSG00000138629.15,chr15,74461157,74461185,TSS,True,103,121
ENSG00000103966.10,chr15,41972258,41972597,TSS,True,89,232
ENSG00000103966.10,chr15,41919209,41919714,TSS,True,201,231
ENSG00000140474.13,chr15,74837435,74837756,5AS,False,54,102
ENSG00000140474.13,chr15,74843003,74843454,TSS,True,51,106
ENSG00000140474.13,chr15,74842074,74843156,TSS,True,77,106
ENSG00000182768.8,chr15,90265876,90266287,IR,False,63,495
ENSG00000182768.8,chr15,90265669,90266398,TSS,True,77,509
ENSG00000182768.8,chr15,90265672,90265876,TSS,False,446,509
ENSG00000114062.19,chr15,25405502,25438488,ES,False,115,199
ENSG00000182054.9,chr15,90102275,90102512,TSS,True,392,3598
ENSG00000140299.11,chr15,59659147,59664120,PAS,True,17,131
ENSG00000140299.11,chr15,59668133,59668990,PAS,True,116,130
ENSG00000182774.12,chr15,82540425,82540460,TSS,True,45,271
ENSG00000182774.12,chr15,82539980,82540445,TSS,True,242,270
ENSG00000179010.14,chr4,6640708,6640827,IR,False,76,248
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,184,260
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,87,259
ENSG00000109390.11,chr4,139300601,139302521,TSS,True,294,353
ENSG00000109390.11,chr4,139295731,139295834,TSS,False,72,350
ENSG00000226950.6,chr4,52712433,52712527,TSS,True,54,150
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,36,117
ENSG00000109180.14,chr4,48831092,48831496,TSS,True,98,117
ENSG00000151726.13,chr4,184803546,184805526,5AS,True,271,354
ENSG00000151726.13,chr4,184825915,184826101,TSS,True,498,815
ENSG00000151726.13,chr4,184805526,184805712,TSS,False,544,815
ENSG00000151726.13,chr4,184805439,184805559,TSS,True,724,815
ENSG00000152795.17,chr4,82424883,82426036,IR,False,120,164
ENSG00000152795.17,chr4,82422746,82424883,PAS,True,52,180
ENSG00000152795.17,chr4,82423203,82426129,PAS,True,136,178
ENSG00000090316.15,chr4,1289834,1289982,TSS,True,25,181
ENSG00000064042.17,chr4,41685830,41689526,ES,False,36,181
ENSG00000064042.17,chr4,41687917,41689526,5AS,True,116,148
ENSG00000064042.17,chr4,41360561,41360936,TSS,True,149,281
ENSG00000064042.17,chr4,41650464,41650608,TSS,True,172,198
ENSG00000064042.17,chr4,41538063,41538350,TSS,True,205,280
ENSG00000064042.17,chr4,41697159,41700044,PAS,True,90,273
ENSG00000064042.17,chr4,41646122,41646276,PAS,True,151,222
ENSG00000071127.16,chr4,10116650,10116986,TSS,True,57,322
ENSG00000109501.13,chr4,6269831,6270014,TSS,True,72,128
ENSG00000138678.10,chr4,83536001,83536206,TSS,True,119,145
ENSG00000138678.10,chr4,83536057,83536763,TSS,True,40,145
ENSG00000164024.11,chr4,98995550,98995867,TSS,True,12,104
ENSG00000059691.11,chr4,151760806,151761013,TSS,True,92,174
ENSG00000059691.11,chr4,151686907,151687335,TSS,False,86,170
ENSG00000087274.16,chr4,2843837,2844024,TSS,True,115,146
ENSG00000152583.12,chr4,87472765,87473803,PAS,True,103,467
ENSG00000152583.12,chr4,87493625,87494598,PAS,True,345,437
ENSG00000152583.12,chr4,87529044,87529466,TSS,True,47,468
ENSG00000065882.15,chr4,37890618,37891348,TSS,True,104,130
ENSG00000065882.15,chr4,37977291,37977529,TSS,False,70,123
ENSG00000065882.15,chr4,38014506,38014973,TSS,False,108,123
ENSG00000196616.13,chr4,99321313,99321443,TSS,True,19,109
ENSG00000164116.16,chr4,155666696,155666965,TSS,False,104,121
ENSG00000164116.16,chr4,155667233,155667419,TSS,True,107,121
ENSG00000164116.16,chr4,155667596,155667932,TSS,False,96,121
ENSG00000145349.16,chr4,113500511,113509637,ME,False,145,407
ENSG00000145349.16,chr4,113509672,113513327,3AS,False,91,471
ENSG00000129116.18,chr4,168891057,168898492,ME,True,22,218
ENSG00000129116.18,chr4,168894677,168898492,ES,False,197,1193
ENSG00000129116.18,chr4,168831990,168832171,TSS,True,617,1439
ENSG00000129116.18,chr4,168877717,168878394,TSS,True,1025,1439
ENSG00000129116.18,chr4,168926212,168928475,PAS,True,283,1395
ENSG00000129116.18,chr4,168924254,168924387,PAS,True,1131,1380
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,124,410
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,332,410
ENSG00000163110.14,chr4,94451851,94451995,TSS,True,202,1067
ENSG00000163110.14,chr4,94663977,94668223,PAS,True,841,1010
ENSG00000163110.14,chr4,94586988,94588564,PAS,True,192,983
ENSG00000282917.1,chr4,47831508,47875205,3AS,True,29,110
ENSG00000282917.1,chr4,47830991,47831508,TSS,False,15,126
ENSG00000282917.1,chr4,47882241,47884578,PAS,False,58,117
ENSG00000282917.1,chr4,47896541,47899138,PAS,False,74,120
ENSG00000145244.11,chr4,47593998,47595903,PAS,True,59,102
ENSG00000145244.11,chr4,47837886,47838223,TSS,True,25,105
ENSG00000134851.12,chr4,55425375,55426176,PAS,True,11,107
ENSG00000168924.14,chr4,1855868,1857109,TSS,True,28,103
ENSG00000170801.9,chr4,8269723,8270353,TSS,True,68,320
ENSG00000170801.9,chr4,8295694,8296517,PAS,False,228,268
ENSG00000170801.9,chr4,8305970,8307102,PAS,False,44,269
ENSG00000109332.19,chr4,102797460,102799406,ES,False,254,343
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,170,349
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,264,349
ENSG00000014824.13,chr4,42086081,42091812,PAS,True,21,177
ENSG00000168884.14,chr4,2756013,2756396,TSS,False,13,126
ENSG00000156219.16,chr4,76074648,76074819,TSS,True,12,110
ENSG00000151729.10,chr4,185145250,185145762,IR,True,31,196
ENSG00000151729.10,chr4,185145899,185146554,IR,True,147,299
ENSG00000205678.7,chr4,64275197,64277051,PAS,False,392,476
ENSG00000205678.7,chr4,64277688,64280199,PAS,True,92,453
ENSG00000205678.7,chr4,64409117,64409569,TSS,True,77,483
ENSG00000175920.17,chr4,3463429,3463505,IR,True,89,103
ENSG00000175920.17,chr4,3476531,3485538,5AS,False,11,108
ENSG00000175920.17,chr4,3461743,3463429,TSS,False,43,132
ENSG00000175920.17,chr4,3463335,3463551,TSS,True,118,132
ENSG00000175920.17,chr4,3492758,3494484,PAS,True,17,114
ENSG00000175920.17,chr4,3500691,3501540,PAS,False,112,131
ENSG00000047315.15,chr4,56978830,56979004,TSS,True,13,109
ENSG00000169116.11,chr4,74933027,74933370,TSS,True,49,155
ENSG00000168936.10,chr4,1717675,1718151,IR,True,98,113
ENSG00000168936.10,chr4,1720632,1721320,TSS,True,60,136
ENSG00000168936.10,chr4,1718151,1718605,TSS,False,116,136
ENSG00000123933.16,chr4,2261916,2262128,TSS,True,47,213
ENSG00000118816.9,chr4,77075471,77076021,TSS,True,41,348
ENSG00000164107.8,chr4,173528734,173529199,TSS,True,29,204
ENSG00000138668.18,chr4,82355401,82356795,ES,False,133,235
ENSG00000138668.18,chr4,82359639,82373445,ES,False,45,247
ENSG00000163644.14,chr4,88261026,88262726,PAS,True,48,183
ENSG00000163644.14,chr4,88268739,88268906,PAS,True,141,170
ENSG00000163644.14,chr4,88284405,88284759,TSS,True,37,197
ENSG00000132463.13,chr4,70839470,70839959,TSS,False,59,350
ENSG00000153132.12,chr4,140387260,140389304,PAS,False,90,211
ENSG00000153132.12,chr4,140392218,140392378,PAS,True,161,211
ENSG00000153132.12,chr4,140392598,140392711,PAS,True,179,211
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,55,166
ENSG00000145362.17,chr4,113369513,113369805,TSS,True,121,141
ENSG00000159692.15,chr4,1212423,1212912,3AS,False,197,286
ENSG00000159692.15,chr4,1238337,1248915,ES,False,61,237
ENSG00000159692.15,chr4,1211432,1212426,PAS,True,201,292
ENSG00000159692.15,chr4,1211429,1212423,PAS,True,97,292
ENSG00000159692.15,chr4,1248915,1249467,TSS,True,66,303
ENSG00000154556.18,chr4,185635411,185638876,ES,True,64,131
ENSG00000154556.18,chr4,185635411,185646667,ES,False,31,129
ENSG00000154556.18,chr4,185662242,185678422,ES,False,62,101
ENSG00000154556.18,chr4,185678478,185678795,3AS,False,60,108
ENSG00000154556.18,chr4,185678822,185775230,5AS,True,17,102
ENSG00000154556.18,chr4,185589678,185589785,TSS,True,273,483
ENSG00000154556.18,chr4,185811663,185812516,TSS,True,421,524
ENSG00000154556.18,chr4,185638876,185639018,TSS,True,433,491
ENSG00000173801.16,chr17,41786587,41786737,TSS,True,104,122
ENSG00000173801.16,chr17,41769417,41769683,TSS,True,80,121
ENSG00000161960.14,chr17,7572772,7572864,TSS,True,19,178
ENSG00000196704.11,chr17,68248086,68248639,IR,False,27,109
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,74,155
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,122,155
ENSG00000196704.11,chr17,68248074,68248110,TSS,True,134,155
ENSG00000029725.16,chr17,5383121,5386340,PAS,True,26,113
ENSG00000169718.17,chr17,82058408,82058780,3AS,False,30,243
ENSG00000169718.17,chr17,82058416,82058780,IR,False,210,251
ENSG00000188554.13,chr17,43171179,43171302,TSS,True,58,117
ENSG00000188554.13,chr17,43175710,43175901,TSS,True,104,117
ENSG00000188554.13,chr17,43199881,43200608,TSS,True,100,117
ENSG00000243678.11,chr17,51163643,51166956,TSS,True,119,165
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,52,165
ENSG00000070495.14,chr17,76726346,76726694,TSS,True,28,107
ENSG00000108312.14,chr17,44212006,44212818,ES,False,74,109
ENSG00000108312.14,chr17,44220739,44221037,TSS,True,108,130
ENSG00000108312.14,chr17,44219444,44219904,TSS,True,80,130
ENSG00000108312.14,chr17,44218964,44219172,TSS,True,115,130
ENSG00000141524.15,chr17,78119392,78121012,ES,False,21,138
ENSG00000141524.15,chr17,78128658,78128827,TSS,True,138,159
ENSG00000141524.15,chr17,78124523,78125152,TSS,True,126,159
ENSG00000141524.15,chr17,78128611,78129067,TSS,True,114,159
ENSG00000182473.21,chr17,76089320,76091142,ES,False,92,107
ENSG00000182473.21,chr17,76089320,76094413,ES,False,22,128
ENSG00000182473.21,chr17,76080980,76083750,PAS,True,20,153
ENSG00000182473.21,chr17,76092291,76094581,PAS,True,127,144
ENSG00000182473.21,chr17,76103632,76103791,TSS,True,177,317
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,19,146
ENSG00000185624.14,chr17,81860326,81860636,TSS,True,139,1165
ENSG00000173991.5,chr17,39665345,39665469,TSS,True,1014,5031
ENSG00000131462.7,chr17,42609647,42609786,TSS,True,25,133
ENSG00000108671.10,chr17,32480631,32480752,IR,False,97,148
ENSG00000108671.10,chr17,32480752,32483319,PAS,True,52,149
ENSG00000108671.10,chr17,32480488,32483319,PAS,True,97,148
ENSG00000177427.12,chr17,18260564,18260737,TSS,True,15,116
ENSG00000167543.15,chr17,29568613,29568830,TSS,True,44,209
ENSG00000157637.12,chr17,81247061,81251492,ES,False,32,148
ENSG00000157637.12,chr17,81294822,81295503,TSS,True,83,215
ENSG00000161533.11,chr17,75978964,75979472,TSS,True,23,122
ENSG00000167085.11,chr17,49414834,49414901,TSS,False,46,280
ENSG00000141562.17,chr17,82458191,82458830,TSS,True,21,167
ENSG00000072210.18,chr17,19648716,19649124,TSS,True,16,109
ENSG00000129250.11,chr17,4997673,4998156,TSS,True,356,862
ENSG00000129250.11,chr17,5023467,5026981,PAS,False,203,764
ENSG00000129250.11,chr17,5020805,5020841,PAS,True,553,729
ENSG00000132589.15,chr17,28897525,28897736,TSS,False,41,204
ENSG00000070540.12,chr17,68421279,68421820,PAS,True,20,161
ENSG00000167881.14,chr17,76072307,76072517,TSS,True,20,170
ENSG00000167549.18,chr17,29615854,29615944,3AS,False,151,192
ENSG00000167549.18,chr17,29617042,29617499,IR,False,138,170
ENSG00000167549.18,chr17,29621423,29622687,3AS,False,21,131
ENSG00000167549.18,chr17,29614756,29615854,PAS,True,45,196
ENSG00000167549.18,chr17,29614756,29615857,PAS,True,155,196
ENSG00000167549.18,chr17,29622687,29622921,TSS,True,99,232
ENSG00000167549.18,chr17,29616937,29618746,TSS,True,204,232
ENSG00000109107.13,chr17,28575544,28576800,ES,False,165,184
ENSG00000109107.13,chr17,28576800,28576922,TSS,True,62,246
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,27,184
ENSG00000159111.12,chr17,47828500,47828675,TSS,True,77,110
ENSG00000159111.12,chr17,47831459,47831542,TSS,True,42,110
ENSG00000132522.15,chr17,7312655,7312839,PAS,True,23,124
ENSG00000132522.15,chr17,7314555,7314597,PAS,True,101,114
ENSG00000132522.15,chr17,7315330,7316258,TSS,False,72,124
ENSG00000132522.15,chr17,7314958,7315365,TSS,True,75,124
ENSG00000136448.11,chr17,45061298,45061460,TSS,True,27,100
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,139,346
ENSG00000030582.17,chr17,44349658,44349751,TSS,True,293,345
ENSG00000108946.14,chr17,68511720,68512142,TSS,True,898,1242
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,492,1242
ENSG00000196535.16,chr17,29071118,29074914,PAS,True,101,174
ENSG00000196535.16,chr17,29084557,29085648,PAS,True,37,128
ENSG00000196535.16,chr17,29111721,29111957,TSS,True,129,169
ENSG00000184009.11,chr17,81511626,81511902,ES,False,356,413
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,54,492
ENSG00000108861.8,chr17,43778799,43779000,TSS,True,69,242
ENSG00000108515.17,chr17,4951182,4951827,5AS,False,1243,1506
ENSG00000108515.17,chr17,4949590,4951224,TSS,True,1434,1693
ENSG00000108515.17,chr17,4949563,4951182,TSS,True,445,1693
ENSG00000141753.6,chr17,40443401,40444084,TSS,False,50,439
ENSG00000108679.12,chr17,78979823,78979962,TSS,True,308,922
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,29,196
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,58,164
ENSG00000168610.14,chr17,42348520,42388278,3AS,False,26,106
ENSG00000168610.14,chr17,42388278,42388586,TSS,True,62,227
ENSG00000132386.10,chr17,1761892,1762113,TSS,False,49,161
ENSG00000132386.10,chr17,1769750,1770050,TSS,True,142,161
ENSG00000173918.14,chr17,79024068,79024494,TSS,True,93,138
ENSG00000173918.14,chr17,79022756,79023088,TSS,True,118,138
ENSG00000091542.8,chr17,18183469,18185013,TSS,False,87,732
ENSG00000169738.7,chr17,82036643,82036720,IR,False,183,204
ENSG00000169738.7,chr17,82036858,82037736,TSS,True,139,214
ENSG00000169738.7,chr17,82037630,82037706,TSS,True,104,214
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,351,593
ENSG00000159199.13,chr17,48893402,48893456,TSS,True,527,593
ENSG00000159199.13,chr17,48892835,48892910,TSS,False,335,593
ENSG00000132361.16,chr17,2694122,2694290,TSS,False,168,229
ENSG00000108344.14,chr17,39980768,39981190,TSS,True,37,105
ENSG00000091640.7,chr17,4967719,4968723,TSS,True,16,157
ENSG00000182534.13,chr17,76680879,76685071,ES,False,821,1073
ENSG00000182534.13,chr17,76679568,76680879,PAS,True,147,1235
ENSG00000182534.13,chr17,76675416,76677702,PAS,False,1126,1271
ENSG00000184557.4,chr17,78359749,78360566,TSS,True,23,104
ENSG00000161714.11,chr17,45132247,45132560,TSS,True,115,219
ENSG00000136444.9,chr17,50478771,50479019,TSS,True,41,183
ENSG00000277972.1,chr17,38730406,38730759,IR,False,115,138
ENSG00000277972.1,chr17,38730324,38730406,TSS,False,36,152
ENSG00000277972.1,chr17,38730355,38730795,TSS,True,129,152
ENSG00000167705.11,chr17,1646619,1647834,ES,False,53,369
ENSG00000167705.11,chr17,1649576,1649882,TSS,False,47,379
ENSG00000108788.11,chr17,42567166,42567618,5AS,False,116,132
ENSG00000108788.11,chr17,42567040,42567166,TSS,True,34,150
ENSG00000108788.11,chr17,42567087,42567328,TSS,True,133,150
ENSG00000133030.20,chr17,17142765,17146035,ES,False,49,107
ENSG00000133030.20,chr17,17174075,17176425,ES,False,25,231
ENSG00000133030.20,chr17,17042427,17042971,TSS,True,190,258
ENSG00000133030.20,chr17,17154312,17154415,TSS,False,227,256
ENSG00000133030.20,chr17,17158428,17159002,TSS,True,183,255
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,46,327
ENSG00000129245.11,chr17,7614451,7614927,TSS,True,77,294
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,1399,4901
ENSG00000180891.12,chr17,57866544,57867356,IR,False,102,114
ENSG00000180891.12,chr17,57955224,57955845,TSS,True,65,154
ENSG00000179604.9,chr17,73311892,73312008,TSS,True,70,132
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,34,323
ENSG00000108840.15,chr17,44092284,44092395,5AS,True,20,136
ENSG00000108840.15,chr17,44087411,44087698,TSS,True,183,280
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,222,280
ENSG00000108840.15,chr17,44110728,44111295,TSS,True,248,280
ENSG00000177469.12,chr17,42422626,42423258,TSS,False,287,538
ENSG00000108639.7,chr17,78168541,78168715,TSS,True,72,443
ENSG00000225663.7,chr17,81822907,81823208,IR,False,23,139
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,24,140
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,130,154
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,37,154
ENSG00000225663.7,chr17,81824498,81826197,TSS,True,136,154
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,179,240
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,186,240
ENSG00000136436.14,chr17,48830960,48831078,TSS,True,52,394
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,26,190
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,227,399
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,172,500
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,213,511
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,216,278
ENSG00000005882.11,chr17,50095294,50095553,TSS,True,143,512
ENSG00000108823.15,chr17,50168572,50170639,ES,False,92,226
ENSG00000108823.15,chr17,50165995,50166077,TSS,True,85,272
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,31,227
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,206,237
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,41,237
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,84,291
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,253,291
ENSG00000131469.14,chr17,43002754,43002783,TSS,True,248,289
ENSG00000141161.11,chr17,35147910,35148263,3AS,False,452,556
ENSG00000141161.11,chr17,35147800,35147910,TSS,True,97,654
ENSG00000108953.16,chr17,1345499,1354210,ES,False,291,467
ENSG00000108528.13,chr17,4939815,4940068,TSS,True,93,635
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,201,335
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,213,348
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,147,348
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,118,165
ENSG00000171298.12,chr17,80112729,80113027,TSS,True,107,164
ENSG00000121067.17,chr17,49622876,49677932,ES,False,60,145
ENSG00000121067.17,chr17,49677932,49678203,TSS,True,32,177
ENSG00000166685.11,chr17,73207256,73208313,ES,False,31,111
ENSG00000166685.11,chr17,73192996,73193384,TSS,True,26,121
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,66,158
ENSG00000141552.17,chr17,81891833,81894466,ES,False,54,120
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,54,176
ENSG00000141552.17,chr17,81891841,81894466,ES,False,25,112
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,131,252
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,140,252
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,143,164
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,38,191
ENSG00000178307.9,chr17,21214090,21214194,TSS,True,20,119
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,197,291
ENSG00000109099.14,chr17,15265153,15265326,TSS,True,153,291
ENSG00000006282.20,chr17,50547285,50547719,3AS,False,73,143
ENSG00000006282.20,chr17,50547285,50548282,ES,False,26,167
ENSG00000006282.20,chr17,50547128,50547285,TSS,True,36,205
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,209,884
ENSG00000121057.12,chr17,57105439,57107178,TSS,True,777,881
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,109,138
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,60,138
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,214,267
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,40,274
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,42,282
ENSG00000163597.14,chr17,76557857,76561287,ES,False,144,227
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,41,268
ENSG00000128309.16,chr22,37024810,37029215,ES,False,210,243
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,225,256
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,77,256
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,218,256
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,78,186
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,406,1155
ENSG00000188677.14,chr22,44024065,44024451,TSS,True,45,121
ENSG00000133424.20,chr22,33304228,33304348,TSS,True,90,123
