gene_id,gene_name,strand,n_ex_d,n_ex_u,n_ex,start,end,trid,norm_pos
ENSG00000275895.6,U2AF1L5,-,5,1,9,6492190,6495997,119,0.3498421197144425
ENSG00000275895.6,U2AF1L5,-,6,0,9,6496078,6499169,59,0.107905029849722
ENSG00000275895.6,U2AF1L5,-,6,0,9,6496078,6499169,113,0.1084630683766545
ENSG00000275895.6,U2AF1L5,-,6,0,9,6496078,6499169,113,0.1084630683766545
ENSG00000205581.10,HMGN1,-,1,0,4,39345267,39347292,242,0.2039605950944913
ENSG00000205581.10,HMGN1,-,1,3,7,39345267,39347917,103,0.3200317965023848
ENSG00000205581.10,HMGN1,-,0,3,6,39345267,39348303,252,0.5809523809523809
ENSG00000205581.10,HMGN1,-,1,3,7,39345267,39347386,126,0.3618933969769292
ENSG00000205581.10,HMGN1,-,0,3,6,39345267,39348303,252,0.5809523809523809
ENSG00000205581.10,HMGN1,-,0,3,6,39345267,39348303,252,0.5809523809523809
ENSG00000205581.10,HMGN1,-,1,1,5,39345267,39348303,497,0.2896035663110969
ENSG00000205581.10,HMGN1,-,1,1,5,39345267,39348303,497,0.2896035663110969
ENSG00000205581.10,HMGN1,-,1,1,5,39345267,39348546,93,0.3187425683709869
ENSG00000205581.10,HMGN1,-,2,2,7,39345935,39348303,364,0.2365488697866921
ENSG00000205581.10,HMGN1,-,2,2,7,39345935,39348303,223,0.235799522673031
ENSG00000205581.10,HMGN1,-,2,2,7,39345935,39348303,126,0.235799522673031
ENSG00000205581.10,HMGN1,-,0,0,3,39348332,39348915,289,0.5588624338624338
ENSG00000159147.17,DONSON,-,6,0,9,33586064,33588326,156,0.132540968845669
ENSG00000180530.10,NRIP1,-,0,1,4,14968374,15043570,33,0.5849558928713343
ENSG00000180530.10,NRIP1,-,0,0,3,14968374,15064825,14,0.4887818731239957
ENSG00000180530.10,NRIP1,-,1,1,5,15014464,15043570,70,0.3722524844689228
ENSG00000185808.13,PIGP,-,0,1,4,37065669,37072520,78,0.5028416967008594
ENSG00000184900.15,SUMO3,-,0,0,3,44807034,44817954,4,0.4474467229593888
ENSG00000154719.13,MRPL39,-,5,0,8,25601463,25607430,23,0.1942452950966585
ENSG00000185658.13,BRWD1,-,0,19,22,39236769,39250808,381,0.9071690221344696
ENSG00000185658.13,BRWD1,-,18,3,24,39298576,39312844,498,0.1028238900579325
ENSG00000185658.13,BRWD1,-,18,3,24,39298576,39312844,498,0.1028238900579325
ENSG00000185658.13,BRWD1,-,17,3,23,39298576,39312844,173,0.1028122361498993
ENSG00000185658.13,BRWD1,-,18,3,24,39298576,39312844,498,0.1028238900579325
ENSG00000185658.13,BRWD1,-,1,0,4,39312894,39313461,422,0.0235345581802274
ENSG00000155313.15,USP25,+,18,5,26,15791650,15799774,154,0.4414558980522227
ENSG00000155313.15,USP25,+,5,7,15,15831579,15864276,383,0.5426717647406183
ENSG00000155313.15,USP25,+,4,16,23,15833464,15866296,103,0.8051356068743287
ENSG00000155313.15,USP25,+,5,17,25,15842502,15864276,57,0.8286709999731406
ENSG00000155313.15,USP25,+,5,17,25,15842502,15864276,253,0.8286698495195504
ENSG00000185437.13,SH3BGR,+,2,1,6,39462555,39509001,28,0.5732456644079477
ENSG00000185437.13,SH3BGR,+,1,2,6,39475135,39511686,36,0.6525545034133451
ENSG00000185437.13,SH3BGR,+,0,2,5,39475135,39515221,30,0.7083040264121151
ENSG00000185437.13,SH3BGR,+,0,2,5,39475135,39515221,30,0.7083040264121151
ENSG00000185437.13,SH3BGR,+,0,3,6,39499909,39515221,60,0.8860564978242449
ENSG00000154639.18,CXADR,+,5,0,8,17513168,17547030,31,0.3163695059277537
ENSG00000154639.18,CXADR,+,5,0,8,17513168,17547030,31,0.3163695059277537
ENSG00000115561.15,CHMP3,-,2,0,5,86510467,86563304,37,0.450762911794158
ENSG00000115561.15,CHMP3,-,1,0,4,86542308,86563304,28,0.4748427672955975
ENSG00000115561.15,CHMP3,-,1,0,4,86542308,86563304,28,0.4748427672955975
ENSG00000091428.17,RAPGEF4,+,22,0,25,172928208,172960813,132,0.1506371890020441
ENSG00000135930.13,EIF4E2,+,3,2,8,232557973,232564252,127,0.5630599028602267
ENSG00000135930.13,EIF4E2,+,1,3,7,232567142,232574266,135,0.4972023624494871
ENSG00000138032.20,PPM1B,+,4,0,7,44169222,44201201,31,0.2505561777927796
ENSG00000138032.20,PPM1B,+,4,0,7,44169222,44201201,31,0.2505561777927796
ENSG00000138032.20,PPM1B,+,4,0,7,44169222,44201201,31,0.2505561777927796
ENSG00000138032.20,PPM1B,+,1,0,4,44169222,44217968,102,0.4495841901261078
ENSG00000138032.20,PPM1B,+,1,1,5,44201981,44218529,43,0.6349486275111179
ENSG00000071054.16,MAP4K4,+,2,7,12,101834459,101842627,543,0.8895689633391445
ENSG00000071054.16,MAP4K4,+,9,11,23,101844310,101859644,634,0.8339829917445626
ENSG00000071054.16,MAP4K4,+,8,12,23,101856123,101864934,634,0.8802150630646216
ENSG00000071054.16,MAP4K4,+,13,7,23,101859809,101864934,492,0.5118662532472974
ENSG00000242076.2,IGKV1-33,-,0,1,4,88857178,89046080,14,0.7703485262513007
ENSG00000242076.2,IGKV1-33,-,0,2,5,88857178,89213476,1,0.5668678008625594
ENSG00000242076.2,IGKV1-33,-,0,1,4,88857178,89267994,0,0.5006016964192377
ENSG00000242076.2,IGKV1-33,-,0,1,4,88857178,89268002,4,0.5005895466690005
ENSG00000242076.2,IGKV1-33,-,1,0,4,88861220,89268493,14,0.4950781850184279
ENSG00000242076.2,IGKV1-33,-,1,0,4,88861524,89268493,7,0.4947086795645388
ENSG00000035115.21,SH3YL1,-,0,8,11,218980,224867,62,0.9177564186391176
ENSG00000035115.21,SH3YL1,-,0,8,11,218980,224867,639,0.9123893394056276
ENSG00000035115.21,SH3YL1,-,1,7,11,219852,230040,62,0.8518809119044506
ENSG00000035115.21,SH3YL1,-,4,3,10,234271,244738,414,0.3892399633992909
ENSG00000035115.21,SH3YL1,-,4,4,11,234271,244815,344,0.5337387210670852
ENSG00000035115.21,SH3YL1,-,4,4,11,234271,247565,246,0.5108609243065552
ENSG00000035115.21,SH3YL1,-,4,3,10,234271,247565,382,0.5037156493124415
ENSG00000035115.21,SH3YL1,-,4,3,10,234271,247565,382,0.5037156493124415
ENSG00000035115.21,SH3YL1,-,4,3,10,234271,247565,382,0.5037156493124415
ENSG00000035115.21,SH3YL1,-,5,3,11,242869,247565,120,0.4167886984236368
ENSG00000035115.21,SH3YL1,-,5,3,11,242869,247565,120,0.4167886984236368
ENSG00000035115.21,SH3YL1,-,7,0,10,253114,264001,525,0.1189739005298389
ENSG00000035115.21,SH3YL1,-,6,0,9,253114,264791,95,0.1699172834131476
ENSG00000035115.21,SH3YL1,-,6,0,9,253114,264001,475,0.1193247455262755
ENSG00000035115.21,SH3YL1,-,7,0,10,253114,263229,573,0.128725001103704
ENSG00000035115.21,SH3YL1,-,6,0,9,253114,264791,95,0.1699172834131476
ENSG00000035115.21,SH3YL1,-,7,0,10,253114,264791,377,0.125498306828411
ENSG00000035115.21,SH3YL1,-,4,0,7,260672,264791,253,0.1011354181960554
ENSG00000035115.21,SH3YL1,-,8,0,11,261128,264791,607,0.0398864366830941
ENSG00000157985.18,AGAP1,+,4,3,10,235908823,236036638,211,0.5319469846686389
ENSG00000138035.14,PNPT1,-,7,15,25,55646481,55656216,183,0.7345649129480109
ENSG00000138035.14,PNPT1,-,5,13,21,55656216,55661958,627,0.7088305489260143
ENSG00000138035.14,PNPT1,-,12,12,27,55656362,55667030,634,0.5551926732331087
ENSG00000138035.14,PNPT1,-,19,4,26,55673075,55680879,509,0.292153126623939
ENSG00000138035.14,PNPT1,-,18,0,21,55685037,55693669,510,0.0920230313710223
ENSG00000184731.5,FAM110C,-,0,1,4,41448,45590,29,0.5645008524341731
ENSG00000082898.16,XPO1,-,18,3,24,61499880,61522613,767,0.4509954184383137
ENSG00000082898.16,XPO1,-,20,3,26,61502309,61522613,536,0.4238900105117381
ENSG00000082898.16,XPO1,-,20,3,26,61502309,61522613,323,0.4274699034921898
ENSG00000082898.16,XPO1,-,20,3,26,61502309,61522613,510,0.4264595590073499
ENSG00000082898.16,XPO1,-,21,3,27,61522682,61526446,254,0.2269856268961058
ENSG00000082898.16,XPO1,-,13,0,16,61522682,61537579,124,0.1373588901451928
ENSG00000082898.16,XPO1,-,22,2,27,61526520,61533804,543,0.1309072151224707
ENSG00000082898.16,XPO1,-,21,0,24,61526520,61538515,767,0.1004400276871353
ENSG00000082898.16,XPO1,-,22,0,25,61533890,61537579,684,0.0349039119763578
ENSG00000187514.16,PTMA,+,1,0,4,231708743,231712447,18,0.4129740518962075
ENSG00000187514.16,PTMA,+,0,1,4,231711414,231712804,30,0.7153692614770459
ENSG00000006607.13,FARP2,+,24,1,28,241373266,241403837,131,0.232840873004417
ENSG00000006607.13,FARP2,+,24,1,28,241373266,241403837,131,0.232840873004417
ENSG00000006607.13,FARP2,+,7,2,12,241403854,241411128,222,0.5940643454653038
ENSG00000150540.13,HNMT,+,2,0,5,137964564,138002065,26,0.3754110776712575
ENSG00000168763.15,CNNM3,+,3,0,6,96817423,96827733,126,0.3225044300059067
ENSG00000019169.10,MARCO,+,12,0,15,118969244,118974341,29,0.1032811334824757
ENSG00000019169.10,MARCO,+,5,8,16,118981480,118982363,115,0.7569245736522834
ENSG00000019169.10,MARCO,+,1,12,16,118990614,118993135,14,0.946788623314194
ENSG00000019169.10,MARCO,+,0,13,16,118991873,118994397,4,0.970977761686072
ENSG00000162882.14,HAAO,-,6,1,10,42783364,42792532,18,0.2019591336955689
ENSG00000162882.14,HAAO,-,7,0,10,42788600,42793161,58,0.0943471640654739
ENSG00000115649.15,CNPPD1,-,0,1,4,219173112,219174783,127,0.596517119244392
ENSG00000115649.15,CNPPD1,-,1,4,8,219173457,219175048,59,0.6229206653870761
ENSG00000071967.11,CYBRD1,+,2,0,5,171522732,171541614,44,0.271931792685663
ENSG00000071967.11,CYBRD1,+,2,0,5,171522732,171541614,28,0.2721025468416919
ENSG00000071967.11,CYBRD1,+,2,0,5,171522732,171541614,28,0.2721025468416919
ENSG00000138413.13,IDH1,-,2,4,9,208240001,208245334,94,0.6582006369426752
ENSG00000138413.13,IDH1,-,2,3,8,208240001,208248391,231,0.5771986624913752
ENSG00000138413.13,IDH1,-,2,3,8,208240001,208248391,231,0.5771986624913752
ENSG00000013016.15,EHD3,+,3,1,7,31244353,31249386,23,0.3720092203548086
ENSG00000151353.14,TMEM18,-,1,0,4,669831,677297,15,0.4695493300852619
ENSG00000115109.13,EPB41L5,+,15,0,18,120013128,120073181,19,0.2300511675220081
ENSG00000124839.12,RAB17,-,2,0,5,237577318,237590479,30,0.4283795080009553
ENSG00000124839.12,RAB17,-,3,1,7,237578152,237586004,215,0.5260196905766525
ENSG00000124839.12,RAB17,-,3,1,7,237578152,237586004,191,0.5375111906893464
ENSG00000171174.14,RBKS,-,4,0,7,27847041,27890350,28,0.2687898168116804
ENSG00000171174.14,RBKS,-,4,0,7,27847041,27890350,28,0.2687898168116804
ENSG00000115761.15,NOL10,-,7,11,21,10607301,10644364,120,0.5421026386517689
ENSG00000115761.15,NOL10,-,7,11,21,10607301,10644364,120,0.5421026386517689
ENSG00000115761.15,NOL10,-,3,9,15,10644368,10659175,125,0.4382229413384743
ENSG00000115761.15,NOL10,-,0,1,4,10673537,10684570,156,0.5880469296593294
ENSG00000115761.15,NOL10,-,1,0,4,10675865,10689808,254,0.3847792095756726
ENSG00000003400.14,CASP10,+,2,4,9,201193090,201208076,63,0.4784458537368548
ENSG00000003400.14,CASP10,+,2,4,9,201193090,201208076,63,0.4784458537368548
ENSG00000003400.14,CASP10,+,1,5,9,201203732,201209071,31,0.6296902918403812
ENSG00000144045.13,DQX1,-,6,0,9,74524244,74526139,54,0.1307427023032393
ENSG00000115233.11,PSMD14,+,8,0,11,161308603,161367480,77,0.2866141198570778
ENSG00000115233.11,PSMD14,+,7,1,11,161316557,161367786,252,0.3266281299018184
ENSG00000115233.11,PSMD14,+,7,2,12,161318868,161367480,119,0.3363286015841354
ENSG00000115233.11,PSMD14,+,8,2,13,161318868,161367480,191,0.3373178097355874
ENSG00000115233.11,PSMD14,+,8,2,13,161318868,161367480,191,0.3373178097355874
ENSG00000055917.15,PUM2,-,17,1,21,20318623,20327320,450,0.2756835087441639
ENSG00000198380.12,GFPT1,-,3,11,17,69329402,69342157,338,0.8252701965940797
ENSG00000198380.12,GFPT1,-,14,1,18,69359315,69374009,252,0.3325711465701595
ENSG00000198380.12,GFPT1,-,5,0,8,69363668,69387067,348,0.3134318459171221
ENSG00000198380.12,GFPT1,-,17,0,20,69374112,69387067,351,0.1071163406288333
ENSG00000115919.14,KYNU,+,12,0,15,142877707,142885349,94,0.0237010857684179
ENSG00000115919.14,KYNU,+,12,0,15,142877707,142885349,94,0.0237010857684179
ENSG00000244437.1,IGKV3-15,-,0,1,4,88857169,89085178,2,0.5011813245711135
ENSG00000196290.14,NIF3L1,+,0,2,5,200895358,200903498,127,0.6251457119067444
ENSG00000144115.16,THNSL2,+,6,0,9,88170438,88173155,94,0.0882009345794392
ENSG00000144115.16,THNSL2,+,4,0,7,88170438,88175258,184,0.1541387985518807
ENSG00000144115.16,THNSL2,+,3,2,8,88173250,88178787,140,0.348812227610337
ENSG00000144115.16,THNSL2,+,0,6,9,88183022,88185932,125,0.8680521396950319
ENSG00000144115.16,THNSL2,+,0,4,7,88183022,88186151,159,0.8275088847520731
ENSG00000119787.13,ATL2,-,9,0,12,38318620,38377172,223,0.3526976431622906
ENSG00000119787.13,ATL2,-,11,0,14,38343510,38376224,38,0.2057256014081752
ENSG00000119787.13,ATL2,-,10,0,13,38343510,38377172,23,0.2051369239176634
ENSG00000119787.13,ATL2,-,11,0,14,38343510,38376224,38,0.2057256014081752
ENSG00000163481.7,RNF25,-,1,5,9,218664870,218666226,5,0.7951285855588526
ENSG00000163481.7,RNF25,-,1,4,8,218664870,218667946,102,0.6889685876824141
ENSG00000168874.12,ATOH8,+,0,2,5,85764075,85786887,26,0.631823766894857
ENSG00000168874.12,ATOH8,+,0,1,4,85764075,85786887,10,0.6289361953060503
ENSG00000168874.12,ATOH8,+,0,2,5,85764075,85786887,26,0.631823766894857
ENSG00000134313.15,KIDINS220,-,1,11,15,8726939,8733447,287,0.9018056843598276
ENSG00000134313.15,KIDINS220,-,2,9,14,8734745,8750136,59,0.7869920494699647
ENSG00000134313.15,KIDINS220,-,5,2,10,8736996,8747175,197,0.3237339621887365
ENSG00000144040.12,SFXN5,-,0,10,13,72945025,72971641,221,0.8732524759022553
ENSG00000144040.12,SFXN5,-,1,7,11,72961211,72988280,287,0.7479130535322003
ENSG00000144040.12,SFXN5,-,1,7,11,72961211,72988280,287,0.7479130535322003
ENSG00000144040.12,SFXN5,-,8,3,14,73001574,73023191,62,0.45581307196621
ENSG00000144040.12,SFXN5,-,11,1,15,73040929,73058596,253,0.1692385403171078
ENSG00000144040.12,SFXN5,-,11,1,15,73040929,73058596,253,0.1692385403171078
ENSG00000134326.11,CMPK2,-,2,5,10,6829967,6840369,29,0.793941798941799
ENSG00000134326.11,CMPK2,-,2,5,10,6829967,6840369,29,0.793941798941799
ENSG00000023228.13,NDUFS1,-,0,14,17,206124266,206127805,311,0.9453186800768448
ENSG00000023228.13,NDUFS1,-,1,8,12,206126607,206130105,134,0.8123313090418354
ENSG00000023228.13,NDUFS1,-,5,9,17,206133096,206142698,125,0.5300500554305103
ENSG00000023228.13,NDUFS1,-,5,9,17,206138604,206144029,334,0.5098141368628555
ENSG00000023228.13,NDUFS1,-,7,8,18,206142064,206144928,310,0.4506165855866048
ENSG00000023228.13,NDUFS1,-,14,1,18,206149089,206153620,252,0.2279924625942175
ENSG00000023228.13,NDUFS1,-,16,0,19,206149922,206159345,351,0.1283026421136909
ENSG00000204634.12,TBC1D8,-,7,2,12,101028424,101033575,124,0.8354426427426573
ENSG00000204634.12,TBC1D8,-,7,8,18,101028424,101036037,343,0.8265570154140711
ENSG00000204634.12,TBC1D8,-,10,7,20,101033719,101037548,254,0.8029374024622854
ENSG00000204634.12,TBC1D8,-,2,2,7,101040383,101059426,188,0.8853472343395568
ENSG00000204634.12,TBC1D8,-,15,1,19,101059538,101090256,476,0.5450348394818962
ENSG00000204634.12,TBC1D8,-,15,1,19,101059538,101090215,255,0.530691743615715
ENSG00000204634.12,TBC1D8,-,15,1,19,101059538,101090256,476,0.5450348394818962
ENSG00000152683.14,SLC30A6,+,8,3,14,32175318,32184279,237,0.239333195918788
ENSG00000152683.14,SLC30A6,+,4,6,13,32192927,32197728,127,0.5272553195296981
ENSG00000152683.14,SLC30A6,+,0,10,13,32204631,32220340,27,0.8324346040532096
ENSG00000144029.11,MRPS5,-,4,2,9,95101713,95108180,157,0.3656534954407294
ENSG00000197329.11,PELI1,-,2,0,5,64096573,64144085,35,0.4670792271281135
ENSG00000197329.11,PELI1,-,3,0,6,64100491,64144085,22,0.4289761151749161
ENSG00000115750.16,TAF1B,+,12,1,16,9845280,9849374,122,0.0495467495467495
ENSG00000204843.12,DCTN1,-,22,1,26,74371173,74377659,895,0.2242246928028086
ENSG00000204843.12,DCTN1,-,23,1,27,74371723,74378006,60,0.5533741731565056
ENSG00000204843.12,DCTN1,-,24,3,30,74372927,74377455,124,0.2660180971808149
ENSG00000204843.12,DCTN1,-,26,0,29,74378244,74391795,846,0.2218762227729229
ENSG00000204843.12,DCTN1,-,27,0,30,74378244,74391795,478,0.2232259114583333
ENSG00000204843.12,DCTN1,-,26,0,29,74378244,74391795,991,0.2224376731301939
ENSG00000204843.12,DCTN1,-,26,0,29,74378244,74391795,991,0.2224376731301939
PB_novel_07306,PB_novel_07306,-,1,1,5,186215018,186456715,12,0.4855848927349281
PB_novel_06216,PB_novel_06216,-,2,2,7,94199568,94202450,29,0.5851556264964086
ENSG00000163219.11,ARHGAP25,+,9,0,12,68679699,68775236,134,0.3251117572727149
ENSG00000163219.11,ARHGAP25,+,8,0,11,68680003,68782237,56,0.3501561863370908
ENSG00000163219.11,ARHGAP25,+,9,1,13,68710551,68775236,107,0.4300941269151364
ENSG00000163219.11,ARHGAP25,+,9,1,13,68710551,68775236,107,0.4300941269151364
ENSG00000163219.11,ARHGAP25,+,6,1,10,68775347,68807275,158,0.613615335212862
ENSG00000084693.15,AGBL5,+,0,12,15,27068688,27070106,29,0.93556388199905
ENSG00000144036.15,EXOC6B,-,6,5,14,72515124,72718103,182,0.6335461132372294
ENSG00000163251.3,FZD5,-,0,1,4,207755147,207769270,6,0.4799712984338928
ENSG00000084754.11,HADHA,-,1,1,5,26191623,26194587,342,0.5493042952208107
ENSG00000084754.11,HADHA,-,1,14,18,26192415,26195097,603,0.9463322043991216
ENSG00000084754.11,HADHA,-,6,10,19,26197774,26209784,28,0.7598243524858589
ENSG00000084754.11,HADHA,-,6,9,18,26201306,26212580,401,0.700987962118816
ENSG00000084754.11,HADHA,-,12,2,17,26215174,26234254,189,0.2968733769606315
ENSG00000084754.11,HADHA,-,3,5,11,26230291,26232161,414,0.4115185823283288
ENSG00000084754.11,HADHA,-,13,3,19,26230291,26236867,283,0.2052737355316536
ENSG00000119778.14,ATAD2B,-,3,19,25,23786157,23798161,335,0.8183373163660185
ENSG00000119778.14,ATAD2B,-,2,18,23,23798269,23810395,27,0.8700128244188271
ENSG00000119778.14,ATAD2B,-,2,17,22,23798269,23810395,122,0.8699313786650031
ENSG00000204120.14,GIGYF2,+,21,0,24,232697390,232735155,1023,0.1286284926258296
ENSG00000204120.14,GIGYF2,+,25,0,28,232697390,232724575,1531,0.0928273051451859
ENSG00000204120.14,GIGYF2,+,20,0,23,232697390,232731137,382,0.1381277886991916
ENSG00000204120.14,GIGYF2,+,24,0,27,232697390,232734418,1151,0.1251111710012127
ENSG00000204120.14,GIGYF2,+,21,0,24,232697390,232735155,1023,0.1286284926258296
ENSG00000204120.14,GIGYF2,+,20,0,23,232697390,232731137,382,0.1381277886991916
ENSG00000204120.14,GIGYF2,+,24,0,27,232697390,232734418,1151,0.1251111710012127
ENSG00000204120.14,GIGYF2,+,21,0,24,232697390,232735155,1023,0.1286284926258296
ENSG00000204120.14,GIGYF2,+,21,0,24,232697390,232735155,1023,0.1286284926258296
ENSG00000204120.14,GIGYF2,+,21,0,24,232697390,232735155,1023,0.1286284926258296
ENSG00000204120.14,GIGYF2,+,20,0,23,232697390,232747622,1338,0.1710198286812806
ENSG00000204120.14,GIGYF2,+,29,2,34,232703462,232724575,420,0.1032550726794662
ENSG00000204120.14,GIGYF2,+,27,1,31,232703462,232734418,7,0.1340311668661362
ENSG00000204120.14,GIGYF2,+,29,2,34,232703462,232724575,420,0.1032550726794662
ENSG00000204120.14,GIGYF2,+,2,2,7,232703462,232724575,828,0.4254795429037853
ENSG00000204120.14,GIGYF2,+,1,2,6,232703462,232734418,573,0.5506291957015595
ENSG00000204120.14,GIGYF2,+,21,1,25,232703462,232735155,1022,0.1492697010869565
ENSG00000204120.14,GIGYF2,+,18,2,23,232703462,232731137,893,0.1668964998495637
ENSG00000204120.14,GIGYF2,+,19,1,23,232703462,232734418,799,0.1762743386653397
ENSG00000204120.14,GIGYF2,+,21,1,25,232703462,232735155,1022,0.1492697010869565
ENSG00000204120.14,GIGYF2,+,24,1,28,232703462,232734418,1018,0.1455934567160961
ENSG00000204120.14,GIGYF2,+,21,1,25,232703462,232735155,1022,0.1492697010869565
ENSG00000204120.14,GIGYF2,+,8,2,13,232703462,232735155,510,0.2342332256447984
ENSG00000204120.14,GIGYF2,+,27,3,33,232722577,232734418,126,0.193273428585603
ENSG00000204120.14,GIGYF2,+,18,3,24,232722577,232735155,1407,0.2572454015253477
ENSG00000204120.14,GIGYF2,+,22,3,28,232722577,232735155,1020,0.2141964322106435
ENSG00000204120.14,GIGYF2,+,6,3,12,232724643,232735155,1535,0.3622077893191575
ENSG00000204120.14,GIGYF2,+,6,3,12,232724643,232735155,1535,0.3622077893191575
ENSG00000204120.14,GIGYF2,+,17,7,27,232761432,232787153,1342,0.518468492744641
ENSG00000204120.14,GIGYF2,+,17,7,27,232761432,232787153,1342,0.518468492744641
ENSG00000204120.14,GIGYF2,+,17,7,27,232761432,232787153,1342,0.518468492744641
ENSG00000204120.14,GIGYF2,+,17,7,27,232761432,232787153,1342,0.518468492744641
ENSG00000115241.10,PPM1G,-,1,5,9,27382213,27383962,319,0.9334850248703568
ENSG00000115241.10,PPM1G,-,4,3,10,27384088,27385765,85,0.8686073541842773
ENSG00000115241.10,PPM1G,-,3,0,6,27385872,27409314,318,0.4218044582392777
ENSG00000158019.20,BABAM2,+,10,0,13,27771799,27894535,218,0.108291339443459
ENSG00000158019.20,BABAM2,+,10,1,14,27772673,27894535,215,0.1091215549098705
ENSG00000158019.20,BABAM2,+,10,1,14,27772673,27894535,215,0.1091215549098705
ENSG00000158019.20,BABAM2,+,9,1,13,27772673,27929834,126,0.1402024465672947
ENSG00000158019.20,BABAM2,+,9,1,13,27772673,27929834,126,0.1402024465672947
ENSG00000158019.20,BABAM2,+,8,3,14,27929906,27987995,145,0.152175756399185
ENSG00000158019.20,BABAM2,+,6,0,9,27978298,28045799,293,0.0937233980606753
ENSG00000158019.20,BABAM2,+,5,4,12,27988078,28129273,317,0.3747004271005806
ENSG00000158019.20,BABAM2,+,5,6,14,28129314,28237209,86,0.6526916777127657
ENSG00000158019.20,BABAM2,+,5,6,14,28129314,28237209,86,0.6526916777127657
ENSG00000158019.20,BABAM2,+,4,5,12,28129314,28237209,89,0.7255939955146198
ENSG00000158019.20,BABAM2,+,0,10,13,28298437,28338456,382,0.963955997841856
ENSG00000158019.20,BABAM2,+,0,10,13,28298437,28338456,382,0.963955997841856
ENSG00000158019.20,BABAM2,+,0,10,13,28298437,28338456,382,0.963955997841856
ENSG00000158019.20,BABAM2,+,0,10,13,28298437,28338654,14,0.9545900823606328
ENSG00000158019.20,BABAM2,+,0,11,14,28310104,28338456,378,0.9673832997853224
ENSG00000115355.16,CCDC88A,-,22,6,31,55346324,55362327,319,0.5031130694710105
ENSG00000115355.16,CCDC88A,-,6,4,13,55349595,55363973,186,0.7424315857911223
ENSG00000220804.8,LINC01881,+,7,0,10,242088772,242116232,88,0.175204996065091
ENSG00000220804.8,LINC01881,+,1,0,4,242088772,242118965,62,0.420231581274526
ENSG00000220804.8,LINC01881,+,4,1,8,242094996,242118965,126,0.247686064817328
ENSG00000220804.8,LINC01881,+,2,2,7,242119048,242159435,157,0.5811436781609195
ENSG00000220804.8,LINC01881,+,2,2,7,242119048,242159435,94,0.3942304606002247
ENSG00000220804.8,LINC01881,+,0,5,8,242122352,242159961,20,0.7117293661341506
ENSG00000188738.14,FSIP2,+,6,7,16,185746795,185761040,122,0.9010307216421408
